time,Indiana,pts.away,score,pts.home,Brooklyn
6:35.0,P. George makes 2-pt shot at rim,2,16-15,,
6:21.0,,,16-15,,Turnover by S. Karasev (lost ball; steal by P. George)
6:16.0,Turnover by M. Ellis (lost ball; steal by S. Larkin),,16-15,,
6:11.0,,,16-15,,B. Bogdanovic misses 3-pt shot from 24 ft
6:10.0,,,16-15,,Offensive rebound by Team
6:10.0,Jump ball: B. Lopez vs. M. Turner (T. Young gains possession),,,,Jump ball: B. Lopez vs. M. Turner (T. Young gains possession)
5:58.0,,,16-15,,B. Lopez misses 2-pt shot from 6 ft
5:56.0,Defensive rebound by M. Turner,,16-15,,
5:45.0,P. George makes 2-pt shot from 2 ft (assist by M. Ellis),2,18-15,,
5:27.0,,,18-17,2,B. Bogdanovic makes 2-pt shot from 19 ft (assist by S. Larkin)
5:15.0,M. Turner misses 2-pt shot from 19 ft,,18-17,,
5:14.0,,,18-17,,Defensive rebound by B. Bogdanovic
4:59.0,,,18-17,,B. Bogdanovic misses 2-pt shot from 9 ft
4:58.0,Defensive rebound by M. Turner,,18-17,,
4:49.0,I. Mahinmi makes 2-pt shot from 1 ft,2,20-17,,
4:31.0,,,20-19,2,B. Lopez makes 2-pt shot from 1 ft (assist by S. Larkin)
4:27.0,,,20-19,,Personal foul by B. Bogdanovic
4:27.0,,,20-19,,R. Hollis-Jefferson enters the game for B. Bogdanovic
4:27.0,,,20-19,,S. Kilpatrick enters the game for S. Karasev
4:21.0,Shooting foul by S. Kilpatrick (drawn by I. Mahinmi),,20-19,,
4:21.0,I. Mahinmi makes free throw 1 of 2,1,21-19,,
4:21.0,I. Mahinmi makes free throw 2 of 2,1,22-19,,
4:08.0,,,22-21,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft
3:50.0,M. Turner misses 2-pt shot from 16 ft,,22-21,,
3:49.0,,,22-21,,Defensive rebound by B. Lopez
3:41.0,L. Allen enters the game for M. Turner,,22-21,,
3:41.0,R. Stuckey enters the game for G. Hill,,22-21,,
3:25.0,,,22-21,,Turnover by S. Kilpatrick (lost ball; steal by R. Stuckey)
3:16.0,I. Mahinmi makes 2-pt shot at rim,2,24-21,,
3:15.0,,,24-21,,Brooklyn full timeout
3:03.0,,,24-21,,Turnover by B. Lopez (lost ball; steal by I. Mahinmi)
2:57.0,Turnover by R. Stuckey (lost ball; steal by B. Lopez),,24-21,,
2:47.0,,,24-21,,T. Young misses 2-pt shot from 10 ft
2:46.0,Defensive rebound by I. Mahinmi,,24-21,,
2:29.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by M. Ellis),2,26-21,,
2:06.0,,,26-21,,Offensive foul by B. Lopez
2:06.0,,,26-21,,Turnover by B. Lopez (offensive foul)
2:06.0,,,26-21,,C. McCullough enters the game for T. Young
2:06.0,,,26-21,,H. Sims enters the game for B. Lopez
2:06.0,J. Hill enters the game for I. Mahinmi,,26-21,,
1:52.0,L. Allen misses 2-pt shot from 17 ft,,26-21,,
1:51.0,,,26-21,,Defensive rebound by S. Larkin
1:45.0,,,26-21,,S. Larkin misses 3-pt shot from 24 ft
1:44.0,Defensive rebound by L. Allen,,26-21,,
1:41.0,Shooting foul by S. Larkin (drawn by P. George),,26-21,,
1:41.0,P. George makes free throw 1 of 2,1,27-21,,
1:41.0,,,27-21,,D. Sloan enters the game for S. Larkin
1:41.0,T. Lawson enters the game for M. Ellis,,27-21,,
1:41.0,P. George misses free throw 2 of 2,,27-21,,
1:40.0,,,27-21,,Defensive rebound by C. McCullough
1:24.0,,,27-21,,C. McCullough misses 2-pt shot from 18 ft
1:23.0,Defensive rebound by Team,,27-21,,
1:04.0,J. Hill makes 2-pt shot from 4 ft,2,29-21,,
0:51.0,,,29-21,,Turnover by D. Sloan (lost ball; steal by J. Hill)
0:45.0,P. George misses 2-pt shot at rim,,29-21,,
0:44.0,,,29-21,,Defensive rebound by C. McCullough
0:31.0,,,29-21,,S. Kilpatrick misses 2-pt shot from 11 ft
0:30.0,,,29-21,,Offensive rebound by H. Sims
0:29.0,,,29-23,2,H. Sims makes 2-pt shot from 2 ft
0:29.0,,,29-23,,Shooting foul by J. Hill (drawn by H. Sims)
0:29.0,C. Miles enters the game for L. Allen,,29-23,,
0:29.0,,,29-24,1,H. Sims makes free throw 1 of 1
0:09.0,T. Lawson misses 2-pt shot from 18 ft,,29-24,,
0:07.0,,,29-24,,Defensive rebound by S. Kilpatrick
0:00.0,,,29-26,2,R. Hollis-Jefferson makes 2-pt shot from 21 ft (assist by S. Kilpatrick)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by R. Stuckey (bad pass),,29-26,,
11:33.0,,,29-26,,Turnover by S. Kilpatrick (bad pass)
11:11.0,R. Stuckey misses 3-pt shot from 24 ft,,29-26,,
11:10.0,Offensive rebound by J. Hill,,29-26,,
11:06.0,J. Hill makes 2-pt shot from 4 ft,2,31-26,,
10:57.0,,,31-26,,Turnover by S. Kilpatrick (lost ball; steal by C. Miles)
10:51.0,C. Miles makes 2-pt shot from 2 ft (assist by R. Stuckey),2,33-26,,
10:51.0,,,33-26,,Brooklyn full timeout
10:33.0,,,33-28,2,S. Kilpatrick makes 2-pt shot from 1 ft (assist by D. Sloan)
10:17.0,C. Miles makes 3-pt shot from 23 ft (assist by R. Stuckey),3,36-28,,
9:58.0,,,36-28,,C. McCullough misses 3-pt shot from 24 ft
9:57.0,Defensive rebound by T. Lawson,,36-28,,
9:49.0,C. Miles makes 3-pt shot from 24 ft (assist by J. Hill),3,39-28,,
9:22.0,,,39-30,2,S. Kilpatrick makes 2-pt shot from 2 ft
9:13.0,T. Lawson makes 2-pt shot from 2 ft,2,41-30,,
9:02.0,,,41-30,,C. McCullough misses 2-pt shot from 5 ft
9:01.0,Defensive rebound by T. Lawson,,41-30,,
9:01.0,,,41-30,,Personal foul by H. Sims
9:01.0,,,41-30,,M. Brown enters the game for R. Hollis-Jefferson
9:01.0,,,41-30,,B. Lopez enters the game for H. Sims
8:38.0,R. Stuckey makes 3-pt shot from 24 ft (assist by T. Lawson),3,44-30,,
8:20.0,,,44-32,2,S. Kilpatrick makes 2-pt shot from 1 ft (assist by D. Sloan)
8:15.0,Shooting foul by S. Kilpatrick (drawn by R. Stuckey),,44-32,,
8:15.0,R. Stuckey makes free throw 1 of 2,1,45-32,,
8:15.0,R. Stuckey makes free throw 2 of 2,1,46-32,,
8:03.0,,,46-32,,M. Brown misses 2-pt shot from 1 ft (block by C. Miles)
8:02.0,,,46-32,,Offensive rebound by Team
8:00.0,Personal foul by R. Stuckey,,46-32,,
7:53.0,,,46-34,2,M. Brown makes 2-pt shot from 20 ft
7:38.0,R. Stuckey misses 3-pt shot from 25 ft,,46-34,,
7:37.0,,,46-34,,Defensive rebound by B. Lopez
7:21.0,,,46-34,,B. Lopez misses 2-pt shot from 17 ft
7:20.0,,,46-34,,Offensive rebound by S. Kilpatrick
7:17.0,,,46-36,2,S. Kilpatrick makes 2-pt shot from 1 ft
7:09.0,Indiana full timeout,,46-36,,
7:09.0,,,46-36,,S. Karasev enters the game for S. Kilpatrick
7:09.0,,,46-36,,T. Young enters the game for C. McCullough
7:09.0,G. Hill enters the game for R. Stuckey,,46-36,,
7:00.0,C. Miles misses 2-pt shot from 17 ft,,46-36,,
6:58.0,Offensive rebound by J. Hill,,46-36,,
6:57.0,J. Hill misses 2-pt shot from 1 ft,,46-36,,
6:55.0,,,46-36,,Defensive rebound by D. Sloan
6:41.0,,,46-36,,B. Lopez misses 2-pt shot from 7 ft
6:40.0,Defensive rebound by L. Allen,,46-36,,
6:29.0,J. Hill makes 2-pt shot from 16 ft (assist by T. Lawson),2,48-36,,
6:18.0,,,48-36,,Shooting foul by T. Lawson (drawn by D. Sloan)
6:18.0,,,48-37,1,D. Sloan makes free throw 1 of 2
6:18.0,M. Ellis enters the game for T. Lawson,,48-37,,
6:18.0,,,48-38,1,D. Sloan makes free throw 2 of 2
6:04.0,G. Hill makes 2-pt shot at rim (assist by J. Hill),2,50-38,,
6:04.0,Shooting foul by D. Sloan (drawn by G. Hill),,50-38,,
6:04.0,G. Hill makes free throw 1 of 1,1,51-38,,
5:53.0,,,51-38,,B. Lopez misses 2-pt shot from 7 ft
5:52.0,,,51-38,,Offensive rebound by S. Karasev
5:51.0,,,51-38,,Shooting foul by C. Miles (drawn by S. Karasev)
5:51.0,,,51-39,1,S. Karasev makes free throw 1 of 2
5:51.0,M. Turner enters the game for L. Allen,,51-39,,
5:51.0,,,51-40,1,S. Karasev makes free throw 2 of 2
5:40.0,,,51-40,,Violation by D. Sloan (kicked ball)
5:33.0,G. Hill makes 2-pt shot from 9 ft (assist by M. Turner),2,53-40,,
5:19.0,,,53-42,2,D. Sloan makes 2-pt shot from 19 ft
5:09.0,J. Hill makes 2-pt shot at rim (assist by G. Hill),2,55-42,,
4:51.0,,,55-44,2,S. Karasev makes 2-pt shot from 1 ft (assist by B. Lopez)
4:51.0,,,55-44,,Shooting foul by C. Miles (drawn by S. Karasev)
4:51.0,,,55-44,,B. Bogdanovic enters the game for M. Brown
4:51.0,,,55-45,1,S. Karasev makes free throw 1 of 1
4:36.0,J. Hill misses 2-pt shot from 7 ft,,55-45,,
4:35.0,,,55-45,,Defensive rebound by S. Karasev
4:26.0,,,55-45,,Turnover by S. Karasev (lost ball; steal by C. Miles)
4:25.0,,,55-45,,Personal foul by S. Karasev
4:10.0,J. Hill makes 2-pt shot from 1 ft (assist by C. Miles),2,57-45,,
4:04.0,,,57-45,,Brooklyn full timeout
3:57.0,,,57-48,3,S. Karasev makes 3-pt shot from 25 ft (assist by D. Sloan)
3:43.0,C. Miles makes 3-pt shot from 24 ft (assist by G. Hill),3,60-48,,
3:26.0,,,60-48,,B. Lopez misses 2-pt shot from 2 ft (block by M. Turner)
3:25.0,Defensive rebound by J. Hill,,60-48,,
3:19.0,Offensive foul by C. Miles,,60-48,,
3:19.0,Turnover by C. Miles (offensive foul),,60-48,,
3:19.0,,,60-48,,S. Larkin enters the game for D. Sloan
3:19.0,P. George enters the game for C. Miles,,60-48,,
3:19.0,I. Mahinmi enters the game for J. Hill,,60-48,,
3:11.0,,,60-50,2,S. Larkin makes 2-pt shot from 1 ft (assist by B. Lopez)
2:57.0,P. George misses 2-pt shot from 8 ft,,60-50,,
2:55.0,,,60-50,,Defensive rebound by T. Young
2:50.0,,,60-50,,Shooting foul by I. Mahinmi (drawn by B. Lopez)
2:50.0,Official timeout,,60-50,,
2:50.0,,,60-50,,B. Lopez misses free throw 1 of 2
2:50.0,,,60-50,,Offensive rebound by Team
2:50.0,,,60-51,1,B. Lopez makes free throw 2 of 2
2:37.0,Turnover by M. Ellis (lost ball; steal by S. Karasev),,60-51,,
2:33.0,,,60-53,2,S. Larkin makes 2-pt shot from 2 ft (assist by B. Bogdanovic)
2:16.0,P. George misses 2-pt shot from 8 ft,,60-53,,
2:15.0,,,60-53,,Defensive rebound by B. Lopez
2:09.0,,,60-55,2,T. Young makes 2-pt shot from 2 ft (assist by S. Karasev)
2:08.0,Indiana full timeout,,60-55,,
1:56.0,Shooting foul by S. Larkin (drawn by M. Turner),,60-55,,
1:56.0,M. Turner makes free throw 1 of 2,1,61-55,,
1:56.0,M. Turner makes free throw 2 of 2,1,62-55,,
1:45.0,Personal foul by G. Hill,,62-55,,
1:45.0,,,62-56,1,S. Larkin makes free throw 1 of 2
1:45.0,,,62-57,1,S. Larkin makes free throw 2 of 2
1:28.0,Turnover by P. George (lost ball),,62-57,,
1:21.0,Personal foul by P. George,,62-57,,
1:21.0,,,62-58,1,S. Karasev makes free throw 1 of 2
1:21.0,,,62-58,,S. Karasev misses free throw 2 of 2
1:20.0,Defensive rebound by G. Hill,,62-58,,
1:03.0,G. Hill makes 3-pt shot from 24 ft (assist by M. Ellis),3,65-58,,
0:45.0,,,65-58,,Turnover by B. Lopez (traveling)
0:45.0,,,65-58,,H. Sims enters the game for B. Lopez
0:45.0,,,65-58,,D. Sloan enters the game for S. Larkin
0:31.0,Shooting foul by T. Young (drawn by I. Mahinmi),,65-58,,
0:31.0,I. Mahinmi makes free throw 1 of 2,1,66-58,,
0:31.0,R. Stuckey enters the game for G. Hill,,66-58,,
0:31.0,,,66-58,,S. Kilpatrick enters the game for H. Sims
0:31.0,S. Hill enters the game for M. Turner,,66-58,,
0:31.0,I. Mahinmi misses free throw 2 of 2,,66-58,,
0:30.0,,,66-58,,Defensive rebound by S. Kilpatrick
0:08.0,,,66-60,2,S. Karasev makes 2-pt shot from 1 ft (assist by T. Young)
0:01.0,R. Stuckey misses 2-pt shot from 1 ft (block by T. Young),,66-60,,
0:00.0,Offensive rebound by Team,,66-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,P. George misses 3-pt shot from 25 ft,,66-60,,
11:46.0,,,66-60,,Defensive rebound by S. Karasev
11:29.0,,,66-62,2,B. Bogdanovic makes 2-pt shot from 20 ft
11:16.0,P. George misses 2-pt shot from 1 ft,,66-62,,
11:15.0,,,66-62,,Defensive rebound by B. Lopez
11:12.0,Violation by M. Turner (def goaltending),,66-62,,
11:12.0,,,66-64,2,S. Karasev makes 2-pt shot from 2 ft (assist by S. Larkin)
10:57.0,Jump ball: P. George vs. T. Young (B. Bogdanovic gains possession),,,,Jump ball: P. George vs. T. Young (B. Bogdanovic gains possession)
10:57.0,Turnover by P. George (lost ball; steal by T. Young),,66-64,,
10:40.0,,,66-64,,T. Young misses 2-pt shot from 1 ft
10:39.0,Defensive rebound by I. Mahinmi,,66-64,,
10:28.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by M. Ellis),2,68-64,,
10:09.0,,,68-64,,Shooting foul by I. Mahinmi (drawn by B. Lopez)
10:09.0,,,68-64,,B. Lopez misses free throw 1 of 2
10:09.0,,,68-64,,Offensive rebound by Team
10:09.0,,,68-65,1,B. Lopez makes free throw 2 of 2
9:53.0,M. Turner makes 2-pt shot from 1 ft (assist by M. Ellis),2,70-65,,
9:41.0,,,70-67,2,B. Lopez makes 2-pt shot from 7 ft
9:41.0,,,70-67,,Shooting foul by I. Mahinmi (drawn by B. Lopez)
9:41.0,,,70-68,1,B. Lopez makes free throw 1 of 1
9:28.0,Turnover by M. Turner (lost ball),,70-68,,
9:14.0,,,70-71,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by S. Karasev)
9:11.0,Indiana full timeout,,70-71,,
8:49.0,I. Mahinmi makes 2-pt shot at rim (assist by M. Turner),2,72-71,,
8:33.0,,,72-71,,Turnover by S. Larkin (lost ball; steal by G. Hill)
8:29.0,G. Hill makes 2-pt shot from 1 ft,2,74-71,,
8:02.0,,,74-71,,B. Lopez misses 2-pt shot from 8 ft
8:01.0,Defensive rebound by P. George,,74-71,,
7:38.0,P. George misses 3-pt shot from 24 ft,,74-71,,
7:37.0,,,74-71,,Defensive rebound by T. Young
7:33.0,,,74-73,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by T. Young)
7:12.0,M. Ellis misses 3-pt shot from 25 ft,,74-73,,
7:11.0,Offensive rebound by M. Turner,,74-73,,
7:05.0,Turnover by M. Turner (lost ball),,74-73,,
6:53.0,,,74-73,,S. Karasev misses 3-pt shot from 25 ft
6:51.0,Defensive rebound by Team,,74-73,,
6:33.0,G. Hill makes 2-pt shot from 1 ft,2,76-73,,
6:30.0,,,76-73,,Turnover by S. Larkin (lost ball; steal by G. Hill)
6:25.0,M. Turner misses 2-pt shot at rim,,76-73,,
6:22.0,,,76-73,,Defensive rebound by B. Lopez
6:20.0,Personal foul by M. Turner,,76-73,,
6:11.0,,,76-73,,T. Young misses 2-pt shot from 1 ft (block by I. Mahinmi)
6:11.0,,,76-73,,Offensive rebound by Team
6:05.0,,,76-73,,B. Bogdanovic misses 2-pt shot from 19 ft
6:04.0,Defensive rebound by M. Turner,,76-73,,
5:42.0,P. George misses 2-pt shot from 15 ft,,76-73,,
5:41.0,,,76-73,,Defensive rebound by B. Lopez
5:27.0,,,76-73,,Turnover by B. Bogdanovic (lost ball; steal by M. Turner)
5:24.0,,,76-73,,Personal foul by B. Bogdanovic
5:24.0,,,76-73,,Brooklyn full timeout
5:24.0,,,76-73,,S. Kilpatrick enters the game for S. Karasev
5:24.0,,,76-73,,R. Hollis-Jefferson enters the game for B. Bogdanovic
5:14.0,M. Ellis makes 3-pt shot from 24 ft (assist by M. Turner),3,79-73,,
5:02.0,Personal foul by M. Ellis,,79-73,,
4:58.0,,,79-73,,Turnover by S. Kilpatrick (lost ball; steal by P. George)
4:56.0,,,79-73,,Personal foul by S. Kilpatrick
4:56.0,P. George makes free throw 1 of 2,1,80-73,,
4:56.0,P. George makes free throw 2 of 2,1,81-73,,
4:41.0,,,81-73,,Shooting foul by M. Ellis (drawn by B. Lopez)
4:41.0,,,81-74,1,B. Lopez makes free throw 1 of 2
4:41.0,,,81-75,1,B. Lopez makes free throw 2 of 2
4:30.0,,,81-75,,Personal foul by S. Larkin
4:19.0,P. George makes 3-pt shot from 23 ft (assist by I. Mahinmi),3,84-75,,
4:05.0,,,84-75,,S. Kilpatrick misses 2-pt shot from 6 ft
4:02.0,Defensive rebound by I. Mahinmi,,84-75,,
4:00.0,G. Hill makes 2-pt shot from 2 ft,2,86-75,,
3:59.0,,,86-75,,Brooklyn full timeout
3:46.0,,,86-75,,Turnover by B. Lopez (bad pass)
3:41.0,,,86-75,,Personal foul by R. Hollis-Jefferson
3:41.0,,,86-75,,C. McCullough enters the game for T. Young
3:41.0,,,86-75,,H. Sims enters the game for B. Lopez
3:41.0,J. Hill enters the game for I. Mahinmi,,86-75,,
3:29.0,Turnover by P. George (lost ball; steal by R. Hollis-Jefferson),,86-75,,
3:24.0,,,86-77,2,H. Sims makes 2-pt shot at rim (assist by R. Hollis-Jefferson)
3:13.0,Turnover by J. Hill (lost ball; steal by S. Larkin),,86-77,,
3:10.0,,,86-77,,Shooting foul by M. Ellis (drawn by S. Larkin)
3:10.0,,,86-78,1,S. Larkin makes free throw 1 of 2
3:10.0,R. Stuckey enters the game for M. Ellis,,86-78,,
3:10.0,,,86-79,1,S. Larkin makes free throw 2 of 2
2:55.0,P. George makes 2-pt shot from 7 ft,2,88-79,,
2:41.0,,,88-79,,Turnover by R. Hollis-Jefferson (lost ball; steal by G. Hill)
2:34.0,P. George misses 2-pt shot from 2 ft,,88-79,,
2:33.0,,,88-79,,Defensive rebound by R. Hollis-Jefferson
2:33.0,Personal foul by P. George,,88-79,,
2:33.0,,,88-80,1,R. Hollis-Jefferson makes free throw 1 of 2
2:33.0,,,88-80,,D. Sloan enters the game for S. Larkin
2:33.0,,,88-81,1,R. Hollis-Jefferson makes free throw 2 of 2
2:15.0,P. George misses 3-pt shot from 22 ft,,88-81,,
2:14.0,,,88-81,,Defensive rebound by R. Hollis-Jefferson
2:01.0,,,88-81,,Shooting foul by G. Hill (drawn by D. Sloan)
2:01.0,,,88-82,1,D. Sloan makes free throw 1 of 2
2:01.0,T. Lawson enters the game for G. Hill,,88-82,,
2:01.0,L. Allen enters the game for M. Turner,,88-82,,
2:01.0,,,88-83,1,D. Sloan makes free throw 2 of 2
1:35.0,Turnover by R. Stuckey (lost ball; steal by H. Sims),,88-83,,
1:28.0,,,88-83,,S. Kilpatrick misses 2-pt shot from 13 ft
1:27.0,,,88-83,,Offensive rebound by R. Hollis-Jefferson
1:25.0,,,88-83,,R. Hollis-Jefferson misses 2-pt shot from 1 ft
1:22.0,Defensive rebound by P. George,,88-83,,
1:07.0,P. George makes 3-pt shot from 22 ft (assist by L. Allen),3,91-83,,
0:50.0,,,91-83,,Turnover by D. Sloan (lost ball; steal by J. Hill)
0:47.0,Shooting foul by C. McCullough (drawn by P. George),,91-83,,
0:47.0,P. George makes free throw 1 of 2,1,92-83,,
0:47.0,P. George makes free throw 2 of 2,1,93-83,,
0:36.0,,,93-83,,H. Sims misses 2-pt shot from 15 ft
0:35.0,Defensive rebound by P. George,,93-83,,
0:24.0,L. Allen misses 2-pt shot from 13 ft,,93-83,,
0:23.0,,,93-83,,Defensive rebound by H. Sims
0:04.0,,,93-85,2,S. Kilpatrick makes 2-pt shot from 1 ft (assist by D. Sloan)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,93-85,,Shooting foul by C. Miles (drawn by B. Lopez)
11:50.0,,,93-85,,B. Lopez misses free throw 1 of 2
11:50.0,,,93-85,,Offensive rebound by Team
11:50.0,,,93-86,1,B. Lopez makes free throw 2 of 2
11:31.0,Turnover by J. Hill (lost ball; steal by D. Sloan),,93-86,,
11:27.0,,,93-88,2,D. Sloan makes 2-pt shot from 1 ft
11:27.0,,,93-88,,Shooting foul by R. Stuckey (drawn by D. Sloan)
11:27.0,,,93-89,1,D. Sloan makes free throw 1 of 1
11:18.0,,,93-89,,Def 3 sec tech foul by C. McCullough
11:18.0,C. Miles makes technical free throw,1,94-89,,
11:15.0,,,94-89,,Personal foul by R. Hollis-Jefferson
11:06.0,R. Stuckey misses 2-pt shot from 17 ft,,94-89,,
11:05.0,,,94-89,,Defensive rebound by C. McCullough
10:53.0,,,94-89,,B. Lopez misses 2-pt shot from 1 ft (block by J. Hill)
10:52.0,Defensive rebound by L. Allen,,94-89,,
10:37.0,T. Lawson makes 3-pt shot from 25 ft,3,97-89,,
10:18.0,,,97-89,,B. Lopez misses 2-pt shot from 20 ft
10:17.0,Defensive rebound by C. Miles,,97-89,,
10:11.0,T. Lawson misses 2-pt shot from 14 ft,,97-89,,
10:10.0,,,97-89,,Defensive rebound by D. Sloan
10:02.0,,,97-89,,C. McCullough misses 2-pt shot from 22 ft
10:01.0,Defensive rebound by T. Lawson,,97-89,,
9:48.0,Turnover by C. Miles (lost ball; steal by C. McCullough),,97-89,,
9:48.0,Personal foul by L. Allen,,97-89,,
9:48.0,,,97-89,,B. Bogdanovic enters the game for C. McCullough
9:37.0,,,97-89,,Turnover by D. Sloan (lost ball; steal by T. Lawson)
9:29.0,C. Miles misses 3-pt shot from 22 ft,,97-89,,
9:28.0,Offensive rebound by J. Hill,,97-89,,
9:26.0,L. Allen makes 2-pt shot at rim (assist by J. Hill),2,99-89,,
9:26.0,,,99-89,,Brooklyn full timeout
9:11.0,,,99-91,2,S. Kilpatrick makes 2-pt shot from 2 ft (assist by D. Sloan)
8:45.0,Turnover by Team (shot clock),,99-91,,
8:45.0,,,99-91,,M. Brown enters the game for R. Hollis-Jefferson
8:25.0,,,99-91,,Shooting foul by R. Stuckey (drawn by S. Kilpatrick)
8:25.0,,,99-92,1,S. Kilpatrick makes free throw 1 of 2
8:25.0,,,99-93,1,S. Kilpatrick makes free throw 2 of 2
8:16.0,Shooting foul by B. Lopez (drawn by R. Stuckey),,99-93,,
8:16.0,R. Stuckey makes free throw 1 of 2,1,100-93,,
8:16.0,R. Stuckey misses free throw 2 of 2,,100-93,,
8:15.0,,,100-93,,Defensive rebound by D. Sloan
8:06.0,,,100-93,,B. Bogdanovic misses 2-pt shot from 15 ft
8:05.0,Defensive rebound by T. Lawson,,100-93,,
8:00.0,R. Stuckey misses 2-pt shot from 1 ft,,100-93,,
7:58.0,,,100-93,,Defensive rebound by S. Kilpatrick
7:41.0,,,100-95,2,B. Lopez makes 2-pt shot from 5 ft
7:25.0,C. Miles misses 2-pt shot from 18 ft,,100-95,,
7:23.0,Offensive rebound by J. Hill,,100-95,,
7:18.0,Turnover by C. Miles (lost ball; steal by M. Brown),,100-95,,
7:13.0,,,100-97,2,M. Brown makes 2-pt shot from 2 ft
7:12.0,Indiana full timeout,,100-97,,
7:12.0,I. Mahinmi enters the game for J. Hill,,100-97,,
7:12.0,P. George enters the game for C. Miles,,100-97,,
7:12.0,G. Hill enters the game for R. Stuckey,,100-97,,
7:00.0,T. Lawson misses 2-pt shot from 2 ft,,100-97,,
6:59.0,,,100-97,,Defensive rebound by B. Bogdanovic
6:46.0,Personal foul by I. Mahinmi,,100-97,,
6:46.0,,,100-98,1,B. Lopez makes free throw 1 of 2
6:46.0,M. Ellis enters the game for T. Lawson,,100-98,,
6:46.0,,,100-99,1,B. Lopez makes free throw 2 of 2
6:29.0,L. Allen misses 2-pt shot from 2 ft,,100-99,,
6:28.0,,,100-99,,Defensive rebound by D. Sloan
6:19.0,,,100-101,2,D. Sloan makes 2-pt shot from 13 ft
5:58.0,Shooting foul by M. Brown (drawn by L. Allen),,100-101,,
5:58.0,L. Allen makes free throw 1 of 2,1,101-101,,
5:58.0,L. Allen makes free throw 2 of 2,1,102-101,,
5:42.0,,,102-104,3,B. Bogdanovic makes 3-pt shot from 25 ft
5:27.0,Turnover by M. Ellis (lost ball; steal by B. Lopez),,102-104,,
