time,Oklahoma City,pts.away,score,pts.home,LA Clippers
0:35.0,K. Durant misses free throw 1 of 1,,23-25,,
0:35.0,,,23-25,,Offensive rebound by B. Griffin
0:29.0,,,23-27,2,C. Paul makes 2-pt shot from 8 ft
0:07.0,Turnover by N. Collison (lost ball; steal by C. Aldrich),,23-27,,
0:02.0,,,23-29,2,C. Paul makes 2-pt shot at rim (assist by B. Griffin)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:34.0,,,23-31,2,J. Crawford makes 2-pt shot from 14 ft
11:17.0,Turnover by E. Kanter (lost ball; steal by C. Aldrich),,23-31,,
11:08.0,,,23-31,,J. Crawford misses 2-pt shot from 21 ft
11:07.0,Defensive rebound by N. Collison,,23-31,,
10:57.0,E. Kanter misses 2-pt shot from 11 ft,,23-31,,
10:56.0,,,23-31,,Defensive rebound by L. Stephenson
10:48.0,,,23-33,2,C. Aldrich makes 2-pt shot from 2 ft (assist by L. Stephenson)
10:27.0,,,23-33,,Personal block foul by L. Stephenson (drawn by D. Waiters)
10:27.0,S. Adams enters the game for E. Kanter,,23-33,,
10:27.0,K. Singler enters the game for N. Collison,,23-33,,
10:19.0,D. Augustin misses 2-pt shot from 1 ft (block by C. Aldrich),,23-33,,
10:19.0,Offensive rebound by S. Adams,,23-33,,
10:19.0,Shooting foul by J. Crawford (drawn by S. Adams),,23-33,,
10:19.0,S. Adams makes free throw 1 of 2,1,24-33,,
10:19.0,S. Adams makes free throw 2 of 2,1,25-33,,
10:14.0,Personal foul by D. Augustin (drawn by P. Prigioni),,25-33,,
10:08.0,,,25-33,,Shooting foul by A. Morrow (drawn by C. Aldrich)
10:08.0,,,25-34,1,C. Aldrich makes free throw 1 of 2
10:08.0,,,25-34,,C. Aldrich misses free throw 2 of 2
10:07.0,,,25-34,,Offensive rebound by Team
10:02.0,,,25-34,,P. Prigioni misses 3-pt shot from 24 ft
10:01.0,,,25-34,,Offensive rebound by W. Johnson
9:55.0,,,25-34,,Turnover by L. Stephenson (lost ball; steal by A. Morrow)
9:48.0,,,25-34,,Technical foul by L. Stephenson
9:48.0,D. Augustin makes technical free throw,1,26-34,,
9:41.0,Turnover by D. Waiters (lost ball),,26-34,,
9:24.0,,,26-34,,Turnover by L. Stephenson (bad pass)
9:24.0,,,26-34,,D. Jordan enters the game for C. Aldrich
9:04.0,Offensive charge foul by S. Adams,,26-34,,
9:04.0,Turnover by S. Adams (offensive foul),,26-34,,
9:04.0,R. Westbrook enters the game for A. Morrow,,26-34,,
8:53.0,Official timeout,,26-34,,
8:53.0,N. Collison enters the game for S. Adams,,26-34,,
8:49.0,,,26-36,2,W. Johnson makes 2-pt shot from 20 ft (assist by P. Prigioni)
8:28.0,D. Waiters makes 2-pt shot from 18 ft (assist by N. Collison),2,28-36,,
8:05.0,,,28-36,,J. Crawford misses 3-pt shot from 25 ft
8:05.0,,,28-36,,Offensive rebound by D. Jordan
8:05.0,,,28-36,,Shooting foul by N. Collison (drawn by D. Jordan)
8:05.0,,,28-37,1,D. Jordan makes free throw 1 of 2
8:05.0,,,28-37,,D. Jordan misses free throw 2 of 2
8:04.0,Defensive rebound by N. Collison,,28-37,,
7:46.0,R. Westbrook makes 2-pt shot from 10 ft,2,30-37,,
7:37.0,,,30-39,2,P. Prigioni makes 2-pt shot at rim
7:15.0,D. Augustin misses 2-pt shot from 6 ft (block by D. Jordan),,30-39,,
7:13.0,Offensive rebound by N. Collison,,30-39,,
7:10.0,K. Singler makes 2-pt shot from 15 ft (assist by N. Collison),2,32-39,,
6:50.0,,,32-39,,W. Johnson misses 3-pt shot from 24 ft
6:48.0,,,32-39,,Offensive rebound by P. Prigioni
6:36.0,,,32-39,,J. Crawford misses 2-pt shot from 1 ft (block by D. Augustin)
6:35.0,,,32-39,,Offensive rebound by J. Crawford
6:33.0,,,32-41,2,J. Crawford makes 2-pt shot from 2 ft
6:12.0,R. Westbrook misses 3-pt shot from 24 ft,,32-41,,
6:11.0,,,32-41,,Defensive rebound by L. Stephenson
6:09.0,,,32-41,,Turnover by L. Stephenson (bad pass)
6:09.0,K. Durant enters the game for D. Augustin,,32-41,,
6:09.0,S. Ibaka enters the game for K. Singler,,32-41,,
6:09.0,,,32-41,,C. Paul enters the game for P. Prigioni
6:09.0,,,32-41,,B. Griffin enters the game for W. Johnson
5:52.0,R. Westbrook misses 2-pt shot from 1 ft,,32-41,,
5:52.0,,,32-41,,Defensive rebound by D. Jordan
5:37.0,,,32-41,,B. Griffin misses 2-pt shot from 18 ft
5:36.0,Defensive rebound by K. Durant,,32-41,,
5:27.0,D. Waiters misses 2-pt shot from 8 ft,,32-41,,
5:26.0,,,32-41,,Defensive rebound by D. Jordan
5:18.0,,,32-41,,L. Stephenson misses 3-pt shot from 23 ft
5:17.0,Defensive rebound by R. Westbrook,,32-41,,
5:07.0,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook),2,34-41,,
5:01.0,,,34-43,2,L. Stephenson makes 2-pt shot at rim
5:01.0,Oklahoma City full timeout,,34-43,,
4:50.0,,,34-43,,Shooting block foul by D. Jordan (drawn by R. Westbrook)
4:50.0,R. Westbrook misses free throw 1 of 2,,34-43,,
4:50.0,Offensive rebound by Team,,34-43,,
4:50.0,R. Westbrook makes free throw 2 of 2,1,35-43,,
4:42.0,Personal block foul by N. Collison (drawn by D. Jordan),,35-43,,
4:42.0,,,35-43,,J. Redick enters the game for J. Crawford
4:38.0,Personal foul by D. Waiters (drawn by C. Paul),,35-43,,
4:38.0,,,35-44,1,C. Paul makes free throw 1 of 2
4:38.0,,,35-44,,L. Mbah a Moute enters the game for L. Stephenson
4:38.0,,,35-45,1,C. Paul makes free throw 2 of 2
4:19.0,N. Collison makes 2-pt shot from 10 ft (assist by K. Durant),2,37-45,,
4:02.0,,,37-47,2,B. Griffin makes 2-pt shot from 16 ft (assist by C. Paul)
3:49.0,K. Durant misses 2-pt shot from 13 ft,,37-47,,
3:48.0,Offensive rebound by N. Collison,,37-47,,
3:43.0,K. Durant misses 3-pt shot from 24 ft,,37-47,,
3:41.0,,,37-47,,Defensive rebound by B. Griffin
3:39.0,,,37-47,,Turnover by B. Griffin (lost ball; steal by R. Westbrook)
3:29.0,R. Westbrook makes 2-pt shot at rim,2,39-47,,
3:13.0,,,39-47,,L. Mbah a Moute misses 3-pt shot from 23 ft
3:13.0,Defensive rebound by N. Collison,,39-47,,
3:02.0,S. Ibaka misses 3-pt shot from 25 ft,,39-47,,
3:02.0,,,39-47,,Defensive rebound by B. Griffin
2:47.0,,,39-47,,C. Paul misses 2-pt shot from 9 ft
2:45.0,,,39-47,,Offensive rebound by L. Mbah a Moute
2:42.0,,,39-47,,L. Mbah a Moute misses 2-pt shot from 1 ft
2:42.0,Defensive rebound by N. Collison,,39-47,,
2:31.0,Offensive foul by K. Durant,,39-47,,
2:31.0,Turnover by K. Durant (offensive foul),,39-47,,
2:31.0,,,39-47,,LA Clippers full timeout
2:31.0,E. Kanter enters the game for N. Collison,,39-47,,
2:09.0,,,39-47,,B. Griffin misses 2-pt shot from 18 ft
2:08.0,Defensive rebound by R. Westbrook,,39-47,,
2:04.0,,,39-47,,Shooting block foul by B. Griffin (drawn by R. Westbrook)
2:04.0,R. Westbrook makes 2-pt shot from 2 ft,2,41-47,,
2:04.0,R. Westbrook makes free throw 1 of 1,1,42-47,,
1:52.0,,,42-47,,J. Redick misses 2-pt shot from 18 ft
1:49.0,Defensive rebound by K. Durant,,42-47,,
1:40.0,K. Durant makes 2-pt shot from 18 ft,2,44-47,,
1:15.0,,,44-49,2,J. Redick makes 2-pt shot from 17 ft (assist by B. Griffin)
0:53.0,K. Durant makes 2-pt shot from 9 ft,2,46-49,,
0:39.0,,,46-51,2,J. Redick makes 2-pt shot from 21 ft (assist by B. Griffin)
0:29.0,Shooting foul by C. Paul (drawn by K. Durant),,46-51,,
0:29.0,K. Durant makes free throw 1 of 2,1,47-51,,
0:29.0,K. Durant makes free throw 2 of 2,1,48-51,,
0:21.0,,,48-51,,LA Clippers full timeout
0:21.0,,,48-51,,W. Johnson enters the game for L. Mbah a Moute
0:21.0,N. Collison enters the game for E. Kanter,,48-51,,
0:20.0,Personal take foul by N. Collison (drawn by D. Jordan),,48-51,,
0:20.0,,,48-51,,D. Jordan misses free throw 1 of 2
0:20.0,,,48-51,,Offensive rebound by Team
0:20.0,,,48-51,,L. Mbah a Moute enters the game for W. Johnson
0:20.0,E. Kanter enters the game for N. Collison,,48-51,,
0:20.0,,,48-52,1,D. Jordan makes free throw 2 of 2
0:07.0,,,48-52,,Personal foul by L. Mbah a Moute (drawn by R. Westbrook)
0:07.0,R. Westbrook makes free throw 1 of 2,1,49-52,,
0:07.0,,,49-52,,W. Johnson enters the game for L. Mbah a Moute
0:07.0,,,49-52,,J. Crawford enters the game for D. Jordan
0:07.0,A. Roberson enters the game for E. Kanter,,49-52,,
0:07.0,R. Westbrook makes free throw 2 of 2,1,50-52,,
0:01.0,,,50-52,,B. Griffin misses 3-pt shot from 27 ft
0:00.0,,,50-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,50-52,,B. Griffin misses 2-pt shot from 18 ft
11:35.0,Defensive rebound by S. Adams,,50-52,,
11:22.0,S. Adams misses 2-pt shot from 1 ft,,50-52,,
11:21.0,Offensive rebound by R. Westbrook,,50-52,,
11:21.0,Shooting foul by B. Griffin (drawn by R. Westbrook),,50-52,,
11:21.0,R. Westbrook misses free throw 1 of 2,,50-52,,
11:21.0,Offensive rebound by Team,,50-52,,
11:21.0,R. Westbrook makes free throw 2 of 2,1,51-52,,
11:05.0,Personal foul by R. Westbrook (drawn by B. Griffin),,51-52,,
10:56.0,,,51-52,,J. Redick misses 2-pt shot from 20 ft
10:55.0,Defensive rebound by S. Ibaka,,51-52,,
10:46.0,R. Westbrook misses 2-pt shot from 9 ft,,51-52,,
10:43.0,,,51-52,,Defensive rebound by D. Jordan
10:31.0,,,51-52,,B. Griffin misses 2-pt shot from 19 ft
10:30.0,Defensive rebound by S. Adams,,51-52,,
10:17.0,S. Ibaka misses 3-pt shot from 23 ft,,51-52,,
10:16.0,Offensive rebound by Team,,51-52,,
10:13.0,K. Durant misses 2-pt shot from 11 ft,,51-52,,
10:12.0,,,51-52,,Defensive rebound by D. Jordan
10:10.0,,,51-52,,Turnover by D. Jordan (lost ball; steal by R. Westbrook)
10:05.0,R. Westbrook misses 3-pt shot from 23 ft,,51-52,,
10:05.0,,,51-52,,Defensive rebound by C. Paul
9:50.0,,,51-55,3,C. Paul makes 3-pt shot from 23 ft
9:32.0,K. Durant misses 2-pt shot from 12 ft,,51-55,,
9:31.0,,,51-55,,Defensive rebound by D. Jordan
9:24.0,,,51-55,,C. Paul misses 3-pt shot from 24 ft
9:21.0,,,51-55,,Offensive rebound by L. Mbah a Moute
9:18.0,,,51-55,,Turnover by L. Mbah a Moute (bad pass; steal by K. Durant)
9:15.0,K. Durant makes 2-pt shot at rim,2,53-55,,
9:08.0,Personal foul by R. Westbrook (drawn by C. Paul),,53-55,,
8:59.0,,,53-58,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
8:46.0,K. Durant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,55-58,,
8:38.0,,,55-58,,B. Griffin misses 2-pt shot from 1 ft
8:37.0,Defensive rebound by K. Durant,,55-58,,
8:29.0,R. Westbrook misses 2-pt shot from 11 ft,,55-58,,
8:28.0,Offensive rebound by S. Adams,,55-58,,
8:25.0,S. Adams misses 2-pt shot at rim,,55-58,,
8:23.0,,,55-58,,Defensive rebound by L. Mbah a Moute
8:21.0,,,55-58,,Turnover by C. Paul (lost ball; steal by K. Durant)
8:15.0,R. Westbrook makes 3-pt shot from 23 ft (assist by K. Durant),3,58-58,,
8:15.0,,,58-58,,LA Clippers full timeout
7:59.0,,,58-60,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
7:43.0,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook),2,60-60,,
7:22.0,,,60-60,,J. Redick misses 2-pt shot from 17 ft
7:20.0,Defensive rebound by S. Adams,,60-60,,
7:10.0,R. Westbrook makes 2-pt shot at rim,2,62-60,,
6:45.0,,,62-63,3,C. Paul makes 3-pt shot from 25 ft (assist by J. Redick)
6:29.0,K. Durant misses 2-pt shot from 10 ft,,62-63,,
6:28.0,,,62-63,,Defensive rebound by L. Mbah a Moute
6:16.0,,,62-65,2,C. Paul makes 2-pt shot from 9 ft
5:53.0,K. Durant makes 2-pt shot at rim (assist by S. Ibaka),2,64-65,,
5:29.0,,,64-67,2,B. Griffin makes 2-pt shot from 1 ft
5:17.0,,,64-67,,Personal foul by C. Paul (drawn by R. Westbrook)
5:17.0,D. Waiters enters the game for K. Durant,,64-67,,
5:11.0,R. Westbrook misses 3-pt shot from 24 ft,,64-67,,
5:11.0,,,64-67,,Defensive rebound by J. Redick
5:00.0,,,64-69,2,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul)
4:46.0,D. Waiters misses 3-pt shot from 24 ft,,64-69,,
4:44.0,,,64-69,,Defensive rebound by B. Griffin
4:35.0,,,64-71,2,C. Paul makes 2-pt shot from 13 ft
4:35.0,Oklahoma City full timeout,,64-71,,
4:35.0,,,64-71,,J. Crawford enters the game for L. Mbah a Moute
4:13.0,R. Westbrook makes 2-pt shot from 18 ft,2,66-71,,
3:54.0,,,66-71,,B. Griffin misses 2-pt shot from 17 ft
3:54.0,Defensive rebound by R. Westbrook,,66-71,,
3:48.0,Turnover by R. Westbrook (lost ball; steal by C. Paul),,66-71,,
3:48.0,Loose ball foul by R. Westbrook (drawn by J. Redick),,66-71,,
3:48.0,D. Augustin enters the game for A. Roberson,,66-71,,
3:48.0,K. Durant enters the game for R. Westbrook,,66-71,,
3:33.0,,,66-74,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
3:09.0,D. Waiters makes 2-pt shot from 1 ft (assist by K. Durant),2,68-74,,
2:44.0,,,68-74,,C. Paul misses 3-pt shot from 25 ft
2:43.0,Defensive rebound by K. Durant,,68-74,,
2:36.0,K. Durant misses 3-pt shot from 25 ft,,68-74,,
2:36.0,,,68-74,,Defensive rebound by C. Paul
2:34.0,,,68-74,,C. Aldrich enters the game for D. Jordan
2:34.0,,,68-74,,L. Stephenson enters the game for J. Redick
2:34.0,,,68-74,,P. Prigioni enters the game for C. Paul
2:24.0,,,68-74,,J. Crawford misses 3-pt shot from 24 ft
2:23.0,Defensive rebound by Team,,68-74,,
2:23.0,E. Kanter enters the game for S. Adams,,68-74,,
2:00.0,K. Durant misses 2-pt shot from 1 ft,,68-74,,
2:00.0,Offensive rebound by S. Ibaka,,68-74,,
1:57.0,S. Ibaka makes 2-pt shot at rim,2,70-74,,
1:42.0,,,70-74,,B. Griffin misses 2-pt shot from 17 ft
1:41.0,Defensive rebound by E. Kanter,,70-74,,
1:27.0,D. Waiters makes 2-pt shot from 4 ft,2,72-74,,
1:06.0,,,72-76,2,L. Stephenson makes 2-pt shot from 15 ft
0:52.0,,,72-76,,Personal foul by L. Stephenson (drawn by S. Ibaka)
0:46.0,K. Durant misses 3-pt shot from 24 ft,,72-76,,
0:45.0,,,72-76,,Defensive rebound by C. Aldrich
0:36.0,,,72-76,,Shooting foul by E. Kanter (drawn by B. Griffin)
0:36.0,,,72-77,1,B. Griffin makes free throw 1 of 2
0:36.0,,,72-77,,L. Mbah a Moute enters the game for J. Crawford
0:36.0,,,72-77,,B. Griffin misses free throw 2 of 2
0:35.0,Defensive rebound by K. Durant,,72-77,,
0:24.0,E. Kanter misses 2-pt shot from 17 ft,,72-77,,
0:23.0,,,72-77,,Defensive rebound by L. Mbah a Moute
0:01.0,,,72-77,,Turnover by L. Mbah a Moute (lost ball; steal by S. Ibaka)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,E. Kanter makes 2-pt shot at rim (assist by D. Augustin),2,74-77,,
11:24.0,,,74-79,2,L. Stephenson makes 2-pt shot from 9 ft (assist by P. Prigioni)
11:09.0,Turnover by D. Augustin (bad pass; steal by L. Stephenson),,74-79,,
11:03.0,,,74-81,2,L. Stephenson makes 2-pt shot from 2 ft
10:51.0,,,74-81,,Def 3 sec tech foul by C. Aldrich
10:51.0,K. Durant makes technical free throw,1,75-81,,
10:51.0,R. Westbrook enters the game for D. Augustin,,75-81,,
10:44.0,R. Westbrook misses 2-pt shot from 1 ft (block by C. Aldrich),,75-81,,
10:42.0,,,75-81,,Defensive rebound by L. Stephenson
10:34.0,,,75-83,2,C. Aldrich makes 2-pt shot at rim (assist by W. Johnson)
10:20.0,,,75-83,,Personal foul by L. Stephenson (drawn by K. Durant)
10:16.0,E. Kanter makes 2-pt shot at rim (assist by K. Durant),2,77-83,,
9:57.0,,,77-83,,W. Johnson misses 2-pt shot from 3 ft (block by K. Durant)
9:55.0,Defensive rebound by K. Durant,,77-83,,
9:50.0,R. Westbrook makes 2-pt shot from 13 ft,2,79-83,,
9:26.0,,,79-85,2,J. Crawford makes 2-pt shot from 20 ft
9:22.0,Turnover by E. Kanter (bad pass; steal by P. Prigioni),,79-85,,
8:56.0,,,79-85,,W. Johnson misses 3-pt shot from 27 ft
8:55.0,Defensive rebound by E. Kanter,,79-85,,
8:39.0,R. Westbrook misses 2-pt shot from 17 ft,,79-85,,
8:37.0,Offensive rebound by K. Durant,,79-85,,
8:32.0,D. Waiters misses 3-pt shot from 23 ft,,79-85,,
8:31.0,,,79-85,,Defensive rebound by L. Stephenson
8:23.0,,,79-85,,Turnover by L. Stephenson (lost ball)
8:23.0,Official timeout,,79-85,,
8:23.0,A. Morrow enters the game for K. Durant,,79-85,,
8:23.0,S. Adams enters the game for E. Kanter,,79-85,,
8:23.0,,,79-85,,C. Paul enters the game for P. Prigioni
8:04.0,R. Westbrook misses 2-pt shot from 3 ft,,79-85,,
8:03.0,,,79-85,,Defensive rebound by C. Aldrich
7:46.0,,,79-85,,J. Crawford misses 2-pt shot from 18 ft
7:46.0,Defensive rebound by D. Waiters,,79-85,,
7:41.0,S. Adams makes 2-pt shot at rim (assist by D. Waiters),2,81-85,,
7:23.0,,,81-87,2,L. Stephenson makes 2-pt shot from 5 ft
7:07.0,R. Westbrook misses 2-pt shot from 11 ft,,81-87,,
7:07.0,,,81-87,,Defensive rebound by C. Paul
6:47.0,,,81-87,,Turnover by C. Aldrich (lost ball; steal by K. Singler)
6:29.0,R. Westbrook makes 2-pt shot from 14 ft,2,83-87,,
6:11.0,,,83-89,2,J. Crawford makes 2-pt shot from 4 ft
6:11.0,Oklahoma City full timeout,,83-89,,
6:11.0,K. Durant enters the game for A. Morrow,,83-89,,
6:11.0,S. Ibaka enters the game for K. Singler,,83-89,,
6:11.0,,,83-89,,B. Griffin enters the game for W. Johnson
6:11.0,,,83-89,,D. Jordan enters the game for C. Aldrich
5:59.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,85-89,,
5:34.0,,,85-89,,J. Crawford misses 2-pt shot from 15 ft
5:33.0,Defensive rebound by D. Waiters,,85-89,,
5:21.0,Shooting foul by J. Crawford (drawn by R. Westbrook),,85-89,,
5:21.0,R. Westbrook makes free throw 1 of 2,1,86-89,,
5:21.0,R. Westbrook makes free throw 2 of 2,1,87-89,,
5:00.0,,,87-89,,B. Griffin misses 2-pt shot from 1 ft (block by S. Adams)
4:59.0,Defensive rebound by S. Ibaka,,87-89,,
4:51.0,S. Ibaka makes 2-pt shot from 17 ft (assist by K. Durant),2,89-89,,
4:25.0,,,89-91,2,B. Griffin makes 2-pt shot from 19 ft
4:04.0,K. Durant makes 2-pt shot from 10 ft,2,91-91,,
3:44.0,,,91-93,2,C. Paul makes 2-pt shot from 4 ft
3:25.0,S. Ibaka misses 2-pt shot from 6 ft,,91-93,,
3:25.0,Offensive rebound by S. Adams,,91-93,,
3:13.0,S. Ibaka makes 2-pt shot from 11 ft (assist by R. Westbrook),2,93-93,,
2:49.0,,,93-93,,C. Paul misses 2-pt shot from 16 ft
2:48.0,,,93-93,,Offensive rebound by D. Jordan
2:32.0,,,93-93,,L. Stephenson misses 3-pt shot from 22 ft
2:32.0,Defensive rebound by R. Westbrook,,93-93,,
2:28.0,K. Durant misses 2-pt shot at rim,,93-93,,
2:28.0,Offensive rebound by S. Ibaka,,93-93,,
2:28.0,Turnover by S. Ibaka (illegal assist),,93-93,,
2:28.0,,,93-93,,LA Clippers full timeout
2:28.0,,,93-93,,J. Redick enters the game for J. Crawford
2:28.0,,,93-93,,L. Mbah a Moute enters the game for L. Stephenson
2:08.0,,,93-95,2,B. Griffin makes 2-pt shot from 7 ft
1:52.0,K. Durant misses 3-pt shot from 24 ft,,93-95,,
1:51.0,,,93-95,,Defensive rebound by B. Griffin
