time,Oklahoma City,pts.away,score,pts.home,Golden State
6:52.0,K. Durant makes 2-pt shot from 1 ft,2,18-13,,
6:33.0,,,18-13,,D. Green misses 2-pt shot from 3 ft
6:32.0,Defensive rebound by K. Durant,,18-13,,
6:28.0,Shooting foul by A. Bogut (drawn by R. Westbrook),,18-13,,
6:28.0,R. Westbrook makes free throw 1 of 2,1,19-13,,
6:28.0,,,19-13,,Golden State full timeout
6:28.0,R. Westbrook makes free throw 2 of 2,1,20-13,,
6:15.0,,,20-13,,Shooting foul by R. Westbrook (drawn by S. Curry)
6:15.0,,,20-14,1,S. Curry makes free throw 1 of 3
6:15.0,,,20-15,1,S. Curry makes free throw 2 of 3
6:15.0,,,20-16,1,S. Curry makes free throw 3 of 3
6:03.0,K. Durant makes 3-pt shot from 25 ft (assist by R. Westbrook),3,23-16,,
5:49.0,,,23-16,,K. Thompson misses 3-pt shot from 25 ft
5:49.0,,,23-16,,Offensive rebound by S. Curry
5:34.0,,,23-19,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
5:18.0,K. Durant misses 2-pt shot from 15 ft,,23-19,,
5:18.0,Offensive rebound by Team,,23-19,,
5:18.0,,,23-19,,Loose ball foul by A. Bogut (drawn by S. Adams)
5:18.0,,,23-19,,A. Iguodala enters the game for H. Barnes
5:18.0,,,23-19,,M. Speights enters the game for A. Bogut
4:58.0,D. Waiters misses 2-pt shot from 17 ft,,23-19,,
4:55.0,Offensive rebound by S. Adams,,23-19,,
4:48.0,R. Westbrook makes 2-pt shot from 2 ft,2,25-19,,
4:37.0,,,25-19,,M. Speights misses 2-pt shot from 18 ft
4:35.0,,,25-19,,Offensive rebound by D. Green
4:35.0,,,25-19,,D. Green misses 2-pt shot from 1 ft
4:33.0,,,25-19,,Offensive rebound by D. Green
4:33.0,,,25-21,2,D. Green makes 2-pt shot at rim
4:26.0,Offensive foul by R. Westbrook,,25-21,,
4:26.0,Turnover by R. Westbrook (offensive foul),,25-21,,
4:26.0,E. Kanter enters the game for S. Adams,,25-21,,
4:26.0,Technical foul by K. Durant,,25-21,,
4:26.0,,,25-22,1,S. Curry makes technical free throw
4:06.0,,,25-24,2,K. Thompson makes 2-pt shot from 9 ft
3:53.0,R. Westbrook misses 2-pt shot from 6 ft,,25-24,,
3:51.0,Offensive rebound by E. Kanter,,25-24,,
3:51.0,E. Kanter makes 2-pt shot from 1 ft,2,27-24,,
3:40.0,,,27-24,,Turnover by S. Curry (bad pass; steal by D. Waiters)
3:35.0,D. Waiters misses 2-pt shot from 1 ft,,27-24,,
3:30.0,Offensive rebound by E. Kanter,,27-24,,
3:30.0,E. Kanter makes 2-pt shot from 2 ft,2,29-24,,
3:22.0,,,29-26,2,S. Curry makes 2-pt shot from 2 ft
3:22.0,,,29-26,,Shooting foul by E. Kanter (drawn by S. Curry)
3:22.0,C. Payne enters the game for D. Waiters,,29-26,,
3:22.0,K. Singler enters the game for R. Westbrook,,29-26,,
3:22.0,,,29-26,,L. Barbosa enters the game for K. Thompson
3:22.0,,,29-27,1,S. Curry makes free throw 1 of 1
3:09.0,K. Durant misses 2-pt shot from 2 ft (block by A. Iguodala),,29-27,,
3:09.0,,,29-27,,Defensive rebound by Team
2:55.0,,,29-29,2,M. Speights makes 2-pt shot from 18 ft (assist by S. Curry)
2:38.0,C. Payne misses 3-pt shot from 24 ft,,29-29,,
2:37.0,,,29-29,,Defensive rebound by D. Green
2:31.0,,,29-29,,S. Curry misses 2-pt shot from 2 ft
2:30.0,,,29-29,,Offensive rebound by L. Barbosa
2:22.0,,,29-31,2,L. Barbosa makes 2-pt shot from 2 ft (assist by D. Green)
2:22.0,Oklahoma City full timeout,,29-31,,
2:09.0,Turnover by K. Durant (bad pass),,29-31,,
2:09.0,S. Adams enters the game for S. Ibaka,,29-31,,
1:57.0,,,29-31,,M. Speights misses 2-pt shot from 15 ft
1:55.0,Defensive rebound by K. Singler,,29-31,,
1:42.0,C. Payne misses 2-pt shot from 4 ft,,29-31,,
1:41.0,,,29-31,,Defensive rebound by L. Barbosa
1:34.0,,,29-31,,S. Curry misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by E. Kanter,,29-31,,
1:21.0,K. Durant makes 2-pt shot from 15 ft,2,31-31,,
0:59.0,,,31-31,,M. Speights misses 2-pt shot from 2 ft (block by C. Payne)
0:59.0,Defensive rebound by E. Kanter,,31-31,,
0:55.0,Turnover by K. Singler (bad pass; steal by S. Curry),,31-31,,
0:48.0,,,31-34,3,L. Barbosa makes 3-pt shot from 22 ft (assist by D. Green)
0:32.0,K. Durant misses 3-pt shot from 30 ft,,31-34,,
0:31.0,,,31-34,,Defensive rebound by L. Barbosa
0:25.0,,,31-36,2,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala)
0:03.0,K. Singler misses 3-pt shot from 25 ft,,31-36,,
0:01.0,Offensive rebound by Team,,31-36,,
0:01.0,Turnover by Team (shot clock),,31-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Personal foul by C. Payne (drawn by L. Barbosa),,31-36,,
11:42.0,,,31-38,2,L. Barbosa makes 2-pt shot from 2 ft (assist by A. Bogut)
11:42.0,,,31-38,,Shooting foul by C. Payne (drawn by L. Barbosa)
11:42.0,,,31-38,,L. Barbosa misses free throw 1 of 1
11:41.0,Defensive rebound by E. Kanter,,31-38,,
11:25.0,E. Kanter misses 2-pt shot from 5 ft,,31-38,,
11:25.0,,,31-38,,Defensive rebound by A. Iguodala
11:08.0,,,31-38,,H. Barnes misses 2-pt shot from 7 ft
11:07.0,Defensive rebound by E. Kanter,,31-38,,
10:51.0,C. Payne misses 2-pt shot from 9 ft,,31-38,,
10:50.0,,,31-38,,Defensive rebound by A. Bogut
10:30.0,,,31-40,2,A. Iguodala makes 2-pt shot from 19 ft
10:07.0,Shooting foul by S. Livingston (drawn by D. Waiters),,31-40,,
10:07.0,D. Waiters makes free throw 1 of 3,1,32-40,,
10:07.0,D. Waiters misses free throw 2 of 3,,32-40,,
10:07.0,Offensive rebound by Team,,32-40,,
10:07.0,D. Waiters makes free throw 3 of 3,1,33-40,,
9:45.0,,,33-40,,S. Livingston misses 2-pt shot from 11 ft
9:45.0,Defensive rebound by C. Payne,,33-40,,
9:36.0,C. Payne misses 2-pt shot from 14 ft,,33-40,,
9:36.0,Offensive rebound by E. Kanter,,33-40,,
9:30.0,E. Kanter misses 2-pt shot from 2 ft,,33-40,,
9:30.0,,,33-40,,Defensive rebound by A. Bogut
9:26.0,,,33-40,,Shooting foul by S. Adams (drawn by H. Barnes)
9:26.0,,,33-40,,H. Barnes misses free throw 1 of 2
9:26.0,,,33-40,,Offensive rebound by Team
9:26.0,A. Morrow enters the game for C. Payne,,33-40,,
9:26.0,R. Westbrook enters the game for E. Kanter,,33-40,,
9:26.0,,,33-40,,K. Thompson enters the game for L. Barbosa
9:26.0,,,33-40,,H. Barnes misses free throw 2 of 2
9:25.0,Defensive rebound by S. Adams,,33-40,,
9:08.0,Shooting foul by A. Bogut (drawn by K. Singler),,33-40,,
9:08.0,K. Singler misses free throw 1 of 2,,33-40,,
9:08.0,Offensive rebound by Team,,33-40,,
9:08.0,,,33-40,,M. Speights enters the game for A. Bogut
9:08.0,K. Singler misses free throw 2 of 2,,33-40,,
9:08.0,,,33-40,,Defensive rebound by H. Barnes
8:56.0,,,33-42,2,H. Barnes makes 2-pt shot from 7 ft (assist by S. Livingston)
8:46.0,R. Westbrook misses 2-pt shot from 7 ft,,33-42,,
8:43.0,Offensive rebound by R. Westbrook,,33-42,,
8:42.0,,,33-42,,Personal foul by H. Barnes (drawn by R. Westbrook)
8:42.0,Official timeout,,33-42,,
8:42.0,S. Ibaka enters the game for K. Singler,,33-42,,
8:35.0,Shooting foul by M. Speights (drawn by S. Adams),,33-42,,
8:35.0,S. Adams makes free throw 1 of 2,1,34-42,,
8:35.0,S. Adams makes free throw 2 of 2,1,35-42,,
8:23.0,,,35-44,2,H. Barnes makes 2-pt shot from 18 ft
8:07.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,37-44,,
7:51.0,,,37-46,2,K. Thompson makes 2-pt shot from 15 ft
7:37.0,R. Westbrook makes 2-pt shot from 1 ft,2,39-46,,
7:25.0,,,39-48,2,K. Thompson makes 2-pt shot from 17 ft (assist by M. Speights)
7:05.0,A. Morrow misses 3-pt shot from 26 ft,,39-48,,
7:05.0,,,39-48,,Defensive rebound by S. Livingston
6:53.0,,,39-50,2,A. Iguodala makes 2-pt shot at rim
6:43.0,Oklahoma City full timeout,,39-50,,
6:43.0,K. Durant enters the game for D. Waiters,,39-50,,
6:43.0,,,39-50,,S. Curry enters the game for H. Barnes
6:43.0,,,39-50,,D. Green enters the game for A. Iguodala
6:37.0,,,39-50,,Personal foul by K. Thompson (drawn by S. Adams)
6:37.0,S. Adams makes free throw 1 of 2,1,40-50,,
6:37.0,S. Adams misses free throw 2 of 2,,40-50,,
6:36.0,,,40-50,,Defensive rebound by K. Thompson
6:22.0,,,40-52,2,S. Livingston makes 2-pt shot from 15 ft (assist by S. Curry)
6:22.0,,,40-52,,Shooting foul by S. Ibaka (drawn by S. Livingston)
6:22.0,,,40-53,1,S. Livingston makes free throw 1 of 1
6:03.0,S. Adams misses 2-pt shot from 5 ft,,40-53,,
6:02.0,Offensive rebound by S. Ibaka,,40-53,,
5:59.0,A. Morrow misses 3-pt shot from 25 ft,,40-53,,
5:57.0,,,40-53,,Defensive rebound by S. Curry
5:50.0,,,40-55,2,M. Speights makes 2-pt shot from 1 ft (assist by S. Curry)
5:36.0,R. Westbrook misses 2-pt shot from 9 ft,,40-55,,
5:36.0,,,40-55,,Defensive rebound by M. Speights
5:12.0,,,40-58,3,M. Speights makes 3-pt shot from 23 ft
4:53.0,K. Durant misses 3-pt shot from 25 ft,,40-58,,
4:52.0,,,40-58,,Defensive rebound by D. Green
4:44.0,,,40-58,,Shooting foul by S. Adams (drawn by M. Speights)
4:44.0,,,40-59,1,M. Speights makes free throw 1 of 2
4:44.0,,,40-60,1,M. Speights makes free throw 2 of 2
4:32.0,K. Durant makes 2-pt shot from 12 ft (assist by R. Westbrook),2,42-60,,
4:21.0,,,42-60,,Turnover by M. Speights (lost ball; steal by A. Morrow)
4:13.0,S. Ibaka makes 2-pt shot at rim (assist by A. Morrow),2,44-60,,
4:07.0,,,44-60,,Golden State full timeout
4:07.0,,,44-60,,A. Iguodala enters the game for S. Livingston
4:07.0,,,44-60,,H. Barnes enters the game for M. Speights
3:56.0,,,44-62,2,K. Thompson makes 2-pt shot at rim
3:35.0,R. Westbrook makes 3-pt shot from 25 ft,3,47-62,,
3:12.0,,,47-62,,Shooting foul by A. Morrow (drawn by K. Thompson)
3:12.0,,,47-64,2,K. Thompson makes 2-pt shot from 3 ft (assist by A. Iguodala)
3:12.0,,,47-65,1,K. Thompson makes free throw 1 of 1
2:58.0,Shooting foul by D. Green (drawn by K. Durant),,47-65,,
2:58.0,K. Durant makes free throw 1 of 2,1,48-65,,
2:58.0,D. Waiters enters the game for A. Morrow,,48-65,,
2:58.0,K. Durant makes free throw 2 of 2,1,49-65,,
2:46.0,,,49-65,,A. Iguodala misses 2-pt shot from 19 ft
2:45.0,Defensive rebound by K. Durant,,49-65,,
2:32.0,R. Westbrook misses 2-pt shot from 17 ft,,49-65,,
2:31.0,,,49-65,,Defensive rebound by S. Curry
2:23.0,,,49-65,,S. Curry misses 3-pt shot from 25 ft
2:21.0,,,49-65,,Offensive rebound by A. Iguodala
2:15.0,,,49-68,3,H. Barnes makes 3-pt shot from 25 ft
2:03.0,K. Durant makes 2-pt shot from 17 ft (assist by R. Westbrook),2,51-68,,
1:52.0,,,51-68,,Turnover by S. Curry (bad pass; steal by R. Westbrook)
1:47.0,K. Durant makes 2-pt shot from 2 ft (assist by R. Westbrook),2,53-68,,
1:34.0,,,53-68,,K. Thompson misses 3-pt shot from 27 ft (block by K. Durant)
1:34.0,Defensive rebound by Team,,53-68,,
1:34.0,,,53-68,,Loose ball foul by K. Thompson (drawn by K. Durant)
1:34.0,K. Durant makes free throw 1 of 2,1,54-68,,
1:34.0,,,54-68,,L. Barbosa enters the game for K. Thompson
1:34.0,K. Durant makes free throw 2 of 2,1,55-68,,
1:17.0,,,55-68,,Shooting foul by D. Waiters (drawn by D. Green)
1:17.0,,,55-68,,D. Green misses free throw 1 of 2
1:17.0,,,55-68,,Offensive rebound by Team
1:17.0,,,55-69,1,D. Green makes free throw 2 of 2
1:10.0,Turnover by S. Adams (lost ball; steal by L. Barbosa),,55-69,,
1:02.0,,,55-71,2,S. Curry makes 2-pt shot from 21 ft
0:52.0,S. Adams makes 2-pt shot from 5 ft (assist by R. Westbrook),2,57-71,,
0:52.0,Shooting foul by H. Barnes (drawn by S. Adams),,57-71,,
0:52.0,,,57-71,,B. Rush enters the game for H. Barnes
0:52.0,S. Adams misses free throw 1 of 1,,57-71,,
0:51.0,,,57-71,,Defensive rebound by D. Green
0:33.0,,,57-71,,B. Rush misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by S. Adams,,57-71,,
0:27.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,59-71,,
0:06.0,,,59-73,2,S. Curry makes 2-pt shot from 16 ft
0:01.0,S. Ibaka misses 3-pt shot from 28 ft,,59-73,,
0:00.0,Offensive rebound by Team,,59-73,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,59-73,,A. Bogut misses 2-pt shot from 3 ft
11:44.0,,,59-73,,Offensive rebound by A. Bogut
11:44.0,,,59-73,,D. Green misses 2-pt shot from 2 ft
11:43.0,,,59-73,,Offensive rebound by H. Barnes
11:34.0,,,59-73,,H. Barnes misses 3-pt shot from 24 ft
11:33.0,Defensive rebound by D. Waiters,,59-73,,
11:25.0,K. Durant misses 3-pt shot from 26 ft,,59-73,,
11:25.0,,,59-73,,Defensive rebound by S. Curry
11:12.0,,,59-73,,D. Green misses 2-pt shot from 15 ft
11:09.0,Defensive rebound by S. Adams,,59-73,,
10:56.0,D. Waiters makes 2-pt shot from 20 ft (assist by S. Adams),2,61-73,,
10:43.0,,,61-73,,S. Curry misses 2-pt shot from 16 ft
10:42.0,Defensive rebound by K. Durant,,61-73,,
10:32.0,R. Westbrook makes 2-pt shot from 6 ft (assist by K. Durant),2,63-73,,
10:24.0,,,63-73,,Turnover by S. Curry (lost ball; steal by R. Westbrook)
10:23.0,,,63-73,,Personal foul by A. Bogut (drawn by R. Westbrook)
10:23.0,,,63-73,,M. Speights enters the game for A. Bogut
10:09.0,R. Westbrook misses 2-pt shot from 16 ft,,63-73,,
10:08.0,,,63-73,,Defensive rebound by D. Green
10:02.0,Personal foul by S. Ibaka (drawn by H. Barnes),,63-73,,
9:48.0,,,63-73,,D. Green misses 2-pt shot from 4 ft
9:46.0,,,63-73,,Offensive rebound by M. Speights
9:46.0,,,63-75,2,M. Speights makes 2-pt shot from 2 ft
9:26.0,K. Durant misses 2-pt shot from 4 ft,,63-75,,
9:25.0,Offensive rebound by K. Durant,,63-75,,
9:23.0,K. Durant misses 2-pt shot from 2 ft (block by M. Speights),,63-75,,
9:22.0,,,63-75,,Defensive rebound by K. Thompson
9:14.0,,,63-77,2,K. Thompson makes 2-pt shot from 11 ft
8:54.0,Turnover by S. Adams (bad pass),,63-77,,
8:37.0,,,63-79,2,M. Speights makes 2-pt shot from 16 ft (assist by S. Curry)
8:26.0,Shooting foul by S. Curry (drawn by R. Westbrook),,63-79,,
8:26.0,R. Westbrook makes free throw 1 of 2,1,64-79,,
8:26.0,R. Westbrook makes free throw 2 of 2,1,65-79,,
8:14.0,,,65-79,,M. Speights misses 2-pt shot from 16 ft
8:13.0,Defensive rebound by K. Durant,,65-79,,
8:05.0,Turnover by K. Durant (lost ball; steal by S. Curry),,65-79,,
7:59.0,,,65-81,2,S. Curry makes 2-pt shot from 1 ft
7:37.0,D. Waiters misses 2-pt shot from 2 ft,,65-81,,
7:37.0,Offensive rebound by Team,,65-81,,
7:34.0,Turnover by Team (shot clock),,65-81,,
7:13.0,,,65-81,,S. Curry misses 2-pt shot from 9 ft (block by S. Adams)
7:13.0,Defensive rebound by R. Westbrook,,65-81,,
7:13.0,,,65-81,,Personal foul by M. Speights (drawn by R. Westbrook)
7:05.0,R. Westbrook misses 2-pt shot from 2 ft,,65-81,,
7:04.0,Offensive rebound by S. Adams,,65-81,,
7:04.0,S. Adams misses 2-pt shot from 2 ft,,65-81,,
7:02.0,,,65-81,,Defensive rebound by S. Curry
6:58.0,,,65-83,2,S. Curry makes 2-pt shot from 1 ft
6:58.0,Oklahoma City full timeout,,65-83,,
6:45.0,K. Durant misses 2-pt shot from 17 ft,,65-83,,
6:44.0,,,65-83,,Defensive rebound by D. Green
6:29.0,,,65-83,,Turnover by K. Thompson (lost ball; steal by D. Waiters)
6:23.0,D. Waiters misses 2-pt shot from 3 ft,,65-83,,
6:22.0,Offensive rebound by K. Durant,,65-83,,
6:21.0,K. Durant makes 2-pt shot from 2 ft,2,67-83,,
6:13.0,,,67-83,,Turnover by K. Thompson (lost ball; steal by D. Waiters)
6:03.0,S. Ibaka misses 3-pt shot from 25 ft,,67-83,,
6:02.0,,,67-83,,Defensive rebound by D. Green
5:46.0,,,67-83,,D. Green misses 2-pt shot from 6 ft
5:45.0,,,67-83,,Offensive rebound by D. Green
5:39.0,,,67-83,,H. Barnes misses 2-pt shot from 18 ft
5:39.0,,,67-83,,Offensive rebound by H. Barnes
5:36.0,Personal foul by S. Adams (drawn by S. Curry),,67-83,,
5:30.0,,,67-83,,K. Thompson misses 2-pt shot from 18 ft
5:29.0,Defensive rebound by K. Durant,,67-83,,
5:22.0,R. Westbrook makes 2-pt shot from 15 ft (assist by K. Durant),2,69-83,,
4:54.0,,,69-85,2,M. Speights makes 2-pt shot from 1 ft (assist by S. Curry)
4:49.0,R. Westbrook makes 2-pt shot from 2 ft,2,71-85,,
4:49.0,Shooting foul by D. Green (drawn by R. Westbrook),,71-85,,
4:49.0,,,71-85,,A. Iguodala enters the game for H. Barnes
4:49.0,R. Westbrook makes free throw 1 of 1,1,72-85,,
4:34.0,,,72-87,2,D. Green makes 2-pt shot from 2 ft (assist by M. Speights)
4:19.0,S. Adams makes 2-pt shot at rim (assist by K. Durant),2,74-87,,
3:59.0,,,74-87,,M. Speights misses 3-pt shot at rim
3:58.0,Defensive rebound by K. Durant,,74-87,,
3:49.0,K. Durant misses 3-pt shot from 26 ft,,74-87,,
3:49.0,,,74-87,,Defensive rebound by A. Iguodala
3:44.0,,,74-87,,Turnover by D. Green (bad pass; steal by R. Westbrook)
3:30.0,Shooting foul by D. Green (drawn by S. Adams),,74-87,,
3:30.0,S. Adams makes free throw 1 of 2,1,75-87,,
3:30.0,,,75-87,,Golden State full timeout
3:30.0,,,75-87,,A. Bogut enters the game for M. Speights
3:30.0,,,75-87,,L. Barbosa enters the game for K. Thompson
3:30.0,A. Morrow enters the game for S. Ibaka,,75-87,,
3:30.0,S. Adams misses free throw 2 of 2,,75-87,,
3:28.0,,,75-87,,Defensive rebound by A. Bogut
3:15.0,,,75-87,,Turnover by A. Bogut (bad pass; steal by S. Adams)
3:11.0,Turnover by S. Adams (bad pass),,75-87,,
2:49.0,,,75-87,,L. Barbosa misses 3-pt shot from 24 ft
2:48.0,Defensive rebound by D. Waiters,,75-87,,
2:38.0,R. Westbrook misses 2-pt shot from 18 ft,,75-87,,
2:37.0,,,75-87,,Defensive rebound by L. Barbosa
2:25.0,,,75-89,2,A. Iguodala makes 2-pt shot from 21 ft (assist by L. Barbosa)
2:08.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,75-89,,
2:05.0,Personal foul by R. Westbrook (drawn by S. Curry),,75-89,,
2:05.0,C. Payne enters the game for R. Westbrook,,75-89,,
2:05.0,E. Kanter enters the game for S. Adams,,75-89,,
2:05.0,,,75-89,,H. Barnes enters the game for D. Green
1:56.0,,,75-89,,A. Bogut misses 2-pt shot from 10 ft
1:55.0,Defensive rebound by K. Durant,,75-89,,
1:49.0,Turnover by K. Durant (offensive foul),,75-89,,
1:49.0,Offensive charge foul by K. Durant,,75-89,,
1:34.0,,,75-89,,S. Curry misses 2-pt shot from 1 ft
1:33.0,Defensive rebound by E. Kanter,,75-89,,
1:26.0,Shooting foul by A. Iguodala (drawn by K. Durant),,75-89,,
1:26.0,K. Durant makes free throw 1 of 3,1,76-89,,
1:26.0,K. Durant makes free throw 2 of 3,1,77-89,,
1:26.0,K. Singler enters the game for D. Waiters,,77-89,,
1:26.0,K. Durant makes free throw 3 of 3,1,78-89,,
1:03.0,,,78-89,,A. Iguodala misses 2-pt shot from 16 ft
1:02.0,Defensive rebound by K. Durant,,78-89,,
0:56.0,C. Payne makes 3-pt shot from 26 ft (assist by K. Durant),3,81-89,,
0:47.0,,,81-91,2,S. Curry makes 2-pt shot from 3 ft
0:32.0,K. Durant makes 2-pt shot at rim (assist by E. Kanter),2,83-91,,
0:13.0,,,83-91,,S. Curry misses 3-pt shot from 25 ft
0:12.0,Defensive rebound by E. Kanter,,83-91,,
0:00.0,C. Payne misses 2-pt shot from 12 ft,,83-91,,
0:00.0,Offensive rebound by Team,,83-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Turnover by K. Durant (bad pass; steal by A. Iguodala),,83-91,,
11:30.0,,,83-91,,S. Livingston misses 2-pt shot from 9 ft
11:29.0,,,83-91,,Offensive rebound by A. Bogut
11:24.0,,,83-91,,H. Barnes misses 3-pt shot from 25 ft
11:24.0,Defensive rebound by E. Kanter,,83-91,,
11:13.0,C. Payne misses 3-pt shot from 25 ft,,83-91,,
11:12.0,,,83-91,,Defensive rebound by L. Barbosa
11:06.0,,,83-93,2,L. Barbosa makes 2-pt shot from 1 ft
10:42.0,E. Kanter makes 2-pt shot from 1 ft (assist by C. Payne),2,85-93,,
10:13.0,,,85-93,,L. Barbosa misses 3-pt shot from 22 ft
10:12.0,Defensive rebound by E. Kanter,,85-93,,
10:04.0,Turnover by C. Payne (bad pass; steal by A. Iguodala),,85-93,,
10:00.0,,,85-93,,S. Livingston misses 2-pt shot from 1 ft (block by K. Durant)
9:56.0,Defensive rebound by C. Payne,,85-93,,
9:50.0,E. Kanter misses 2-pt shot at rim (block by A. Bogut),,85-93,,
9:49.0,,,85-93,,Defensive rebound by L. Barbosa
9:43.0,,,85-93,,H. Barnes misses 2-pt shot from 2 ft
9:41.0,Defensive rebound by E. Kanter,,85-93,,
9:31.0,A. Morrow misses 2-pt shot from 10 ft,,85-93,,
9:30.0,,,85-93,,Defensive rebound by H. Barnes
9:25.0,R. Westbrook enters the game for C. Payne,,85-93,,
9:25.0,Jump ball: K. Durant vs. A. Iguodala (R. Westbrook gains possession),,,,Jump ball: K. Durant vs. A. Iguodala (R. Westbrook gains possession)
9:25.0,,,85-93,,Turnover by A. Iguodala (lost ball; steal by K. Durant)
9:16.0,R. Westbrook misses 2-pt shot from 5 ft (block by A. Bogut),,85-93,,
9:16.0,Offensive rebound by Team,,85-93,,
9:16.0,,,85-93,,K. Thompson enters the game for L. Barbosa
9:16.0,D. Waiters enters the game for K. Durant,,85-93,,
9:05.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,87-93,,
8:55.0,,,87-95,2,S. Livingston makes 2-pt shot from 10 ft
8:43.0,Turnover by E. Kanter (traveling),,87-95,,
8:43.0,Official timeout,,87-95,,
8:43.0,C. Payne enters the game for K. Singler,,87-95,,
8:43.0,S. Ibaka enters the game for A. Morrow,,87-95,,
8:29.0,,,87-95,,K. Thompson misses 3-pt shot from 27 ft
8:29.0,Defensive rebound by E. Kanter,,87-95,,
8:23.0,Turnover by R. Westbrook (bad pass; steal by S. Livingston),,87-95,,
8:13.0,,,87-97,2,S. Livingston makes 2-pt shot from 17 ft
7:52.0,Shooting foul by A. Iguodala (drawn by S. Ibaka),,87-97,,
7:52.0,S. Ibaka misses free throw 1 of 2,,87-97,,
7:52.0,Offensive rebound by Team,,87-97,,
7:52.0,S. Ibaka makes free throw 2 of 2,1,88-97,,
7:36.0,,,88-99,2,S. Livingston makes 2-pt shot from 11 ft
7:20.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,90-99,,
7:07.0,,,90-99,,Turnover by A. Iguodala (bad pass; steal by C. Payne)
6:59.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,92-99,,
6:59.0,Shooting foul by H. Barnes (drawn by E. Kanter),,92-99,,
6:59.0,K. Durant enters the game for C. Payne,,92-99,,
6:59.0,,,92-99,,S. Curry enters the game for H. Barnes
6:59.0,,,92-99,,D. Green enters the game for A. Bogut
6:59.0,E. Kanter misses free throw 1 of 1,,92-99,,
6:58.0,,,92-99,,Defensive rebound by K. Thompson
6:40.0,,,92-99,,S. Curry misses 2-pt shot from 1 ft
