time,Miami,pts.away,score,pts.home,Toronto
5:45.0,C. Bosh makes free throw 1 of 2,1,11-20,,
5:45.0,C. Bosh makes free throw 2 of 2,1,12-20,,
5:30.0,,,12-22,2,D. DeRozan makes 2-pt shot from 20 ft (assist by L. Scola)
5:08.0,C. Bosh makes 3-pt shot from 27 ft (assist by J. Richardson),3,15-22,,
4:54.0,,,15-22,,J. Valanciunas misses 2-pt shot from 4 ft
4:54.0,Defensive rebound by A. Stoudemire,,15-22,,
4:39.0,D. Wade misses 2-pt shot from 12 ft,,15-22,,
4:38.0,,,15-22,,Defensive rebound by D. DeRozan
4:23.0,,,15-22,,K. Lowry misses 3-pt shot from 27 ft
4:22.0,Defensive rebound by C. Bosh,,15-22,,
4:11.0,J. Richardson misses 2-pt shot from 21 ft,,15-22,,
4:10.0,,,15-22,,Defensive rebound by D. DeRozan
4:02.0,,,15-22,,D. DeRozan misses 2-pt shot from 18 ft
4:02.0,,,15-22,,Offensive rebound by Team
3:59.0,,,15-22,,Toronto full timeout
3:59.0,,,15-22,,T. Ross enters the game for J. Johnson
3:59.0,,,15-22,,P. Patterson enters the game for L. Scola
3:59.0,G. Green enters the game for A. Stoudemire,,15-22,,
3:59.0,T. Johnson enters the game for D. Wade,,15-22,,
3:46.0,,,15-25,3,T. Ross makes 3-pt shot from 24 ft (assist by J. Valanciunas)
3:22.0,J. Richardson misses 2-pt shot from 3 ft (block by J. Valanciunas),,15-25,,
3:21.0,,,15-25,,Defensive rebound by J. Valanciunas
3:16.0,,,15-25,,Turnover by K. Lowry (bad pass; steal by T. Johnson)
3:13.0,Turnover by T. Johnson (offensive goaltending),,15-25,,
2:55.0,,,15-28,3,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry)
2:41.0,C. Bosh makes 2-pt shot from 2 ft,2,17-28,,
2:41.0,Shooting foul by J. Valanciunas (drawn by C. Bosh),,17-28,,
2:41.0,,,17-28,,C. Joseph enters the game for K. Lowry
2:41.0,,,17-28,,B. Biyombo enters the game for J. Valanciunas
2:41.0,C. Bosh makes free throw 1 of 1,1,18-28,,
2:29.0,,,18-30,2,D. DeRozan makes 2-pt shot from 2 ft
2:05.0,T. Johnson misses 2-pt shot from 11 ft,,18-30,,
2:05.0,Offensive rebound by G. Green,,18-30,,
2:00.0,C. Bosh misses 3-pt shot from 24 ft,,18-30,,
1:59.0,,,18-30,,Defensive rebound by T. Ross
1:40.0,,,18-30,,C. Joseph misses 2-pt shot from 16 ft
1:38.0,Defensive rebound by C. Bosh,,18-30,,
1:22.0,C. Bosh misses 2-pt shot from 20 ft,,18-30,,
1:22.0,,,18-30,,Defensive rebound by P. Patterson
1:17.0,,,18-30,,Shooting foul by J. Richardson (drawn by D. DeRozan)
1:17.0,,,18-31,1,D. DeRozan makes free throw 1 of 2
1:17.0,U. Haslem enters the game for C. Bosh,,18-31,,
1:17.0,,,18-31,,D. DeRozan misses free throw 2 of 2
1:15.0,Defensive rebound by J. Winslow,,18-31,,
1:01.0,G. Green misses 2-pt shot from 10 ft,,18-31,,
1:01.0,,,18-31,,Defensive rebound by C. Joseph
0:49.0,,,18-31,,Turnover by D. DeRozan (lost ball; steal by J. Richardson)
0:38.0,Turnover by G. Green (traveling),,18-31,,
0:29.0,,,18-31,,P. Patterson misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by U. Haslem,,18-31,,
0:04.0,U. Haslem makes 2-pt shot from 16 ft (assist by J. Richardson),2,20-31,,
0:00.0,,,20-31,,D. DeRozan misses 3-pt shot from 29 ft
0:00.0,,,20-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,20-33,2,B. Biyombo makes 2-pt shot at rim (assist by T. Ross)
11:29.0,U. Haslem misses 2-pt shot from 1 ft,,20-33,,
11:28.0,Offensive rebound by U. Haslem,,20-33,,
11:26.0,U. Haslem makes 2-pt shot from 1 ft,2,22-33,,
11:16.0,,,22-35,2,T. Ross makes 2-pt shot from 11 ft (assist by B. Biyombo)
10:59.0,D. Wade makes 2-pt shot from 13 ft,2,24-35,,
10:43.0,,,24-35,,K. Lowry misses 2-pt shot from 20 ft
10:42.0,Defensive rebound by U. Haslem,,24-35,,
10:27.0,Turnover by J. Winslow (traveling),,24-35,,
10:03.0,,,24-37,2,C. Joseph makes 2-pt shot from 16 ft
9:46.0,D. Wade makes 2-pt shot from 2 ft,2,26-37,,
9:32.0,,,26-37,,K. Lowry misses 2-pt shot from 19 ft
9:31.0,Defensive rebound by J. Winslow,,26-37,,
9:17.0,D. Wade makes 2-pt shot from 2 ft,2,28-37,,
9:12.0,,,28-37,,Shooting foul by J. Winslow (drawn by T. Ross)
9:12.0,,,28-38,1,T. Ross makes free throw 1 of 2
9:12.0,G. Green enters the game for J. Richardson,,28-38,,
9:12.0,,,28-39,1,T. Ross makes free throw 2 of 2
8:50.0,J. Winslow makes 3-pt shot from 24 ft (assist by T. Johnson),3,31-39,,
8:30.0,,,31-41,2,K. Lowry makes 2-pt shot from 2 ft
8:24.0,Turnover by D. Wade (lost ball),,31-41,,
8:24.0,Official timeout,,31-41,,
8:24.0,C. Bosh enters the game for J. Winslow,,31-41,,
8:24.0,J. Richardson enters the game for D. Wade,,31-41,,
8:15.0,,,31-43,2,K. Lowry makes 2-pt shot from 22 ft
7:54.0,T. Johnson makes 2-pt shot from 19 ft,2,33-43,,
7:39.0,,,33-45,2,T. Ross makes 2-pt shot from 5 ft (assist by K. Lowry)
7:10.0,C. Bosh misses 2-pt shot from 18 ft,,33-45,,
7:09.0,,,33-45,,Defensive rebound by B. Biyombo
6:45.0,,,33-45,,C. Joseph misses 2-pt shot from 7 ft
6:44.0,Defensive rebound by G. Green,,33-45,,
6:26.0,J. Richardson misses 2-pt shot from 6 ft (block by B. Biyombo),,33-45,,
6:25.0,,,33-45,,Defensive rebound by P. Patterson
6:14.0,,,33-45,,P. Patterson misses 3-pt shot from 23 ft
6:13.0,Defensive rebound by U. Haslem,,33-45,,
5:59.0,J. Richardson makes 2-pt shot from 3 ft,2,35-45,,
5:49.0,,,35-45,,Toronto full timeout
5:49.0,D. Wade enters the game for T. Johnson,,35-45,,
5:49.0,,,35-45,,L. Scola enters the game for P. Patterson
5:49.0,,,35-45,,J. Valanciunas enters the game for C. Joseph
5:49.0,,,35-45,,D. DeRozan enters the game for B. Biyombo
5:44.0,Personal foul by G. Green (drawn by L. Scola),,35-45,,
5:35.0,,,35-45,,Turnover by K. Lowry (bad pass)
5:23.0,Turnover by G. Green (lost ball; steal by K. Lowry),,35-45,,
5:17.0,,,35-45,,K. Lowry misses 3-pt shot from 28 ft
5:16.0,Defensive rebound by U. Haslem,,35-45,,
5:07.0,Shooting foul by J. Valanciunas (drawn by D. Wade),,35-45,,
5:07.0,D. Wade makes free throw 1 of 2,1,36-45,,
5:07.0,,,36-45,,B. Biyombo enters the game for J. Valanciunas
5:07.0,D. Wade misses free throw 2 of 2,,36-45,,
5:06.0,Offensive rebound by U. Haslem,,36-45,,
4:56.0,U. Haslem misses 2-pt shot from 1 ft (block by B. Biyombo),,36-45,,
4:55.0,,,36-45,,Defensive rebound by B. Biyombo
4:40.0,,,36-45,,Turnover by T. Ross (bad pass; steal by D. Wade)
4:38.0,,,36-45,,Personal foul by D. DeRozan (drawn by D. Wade)
4:38.0,,,36-45,,J. Johnson enters the game for T. Ross
4:26.0,G. Green misses 2-pt shot from 7 ft,,36-45,,
4:25.0,Offensive rebound by U. Haslem,,36-45,,
4:25.0,Shooting foul by B. Biyombo (drawn by U. Haslem),,36-45,,
4:25.0,U. Haslem makes free throw 1 of 2,1,37-45,,
4:25.0,U. Haslem makes free throw 2 of 2,1,38-45,,
4:09.0,,,38-45,,D. DeRozan misses 2-pt shot from 22 ft
4:09.0,Defensive rebound by U. Haslem,,38-45,,
3:58.0,D. Wade misses 2-pt shot from 9 ft,,38-45,,
3:58.0,,,38-45,,Defensive rebound by B. Biyombo
3:47.0,,,38-45,,J. Johnson misses 2-pt shot from 3 ft
3:46.0,Defensive rebound by J. Richardson,,38-45,,
3:39.0,Miami full timeout,,38-45,,
3:32.0,C. Bosh misses 2-pt shot from 2 ft,,38-45,,
3:31.0,,,38-45,,Defensive rebound by D. DeRozan
3:24.0,,,38-45,,D. DeRozan misses 2-pt shot from 2 ft
3:24.0,,,38-45,,Offensive rebound by Team
3:18.0,,,38-47,2,D. DeRozan makes 2-pt shot from 13 ft
2:58.0,Jump ball: B. Biyombo vs. C. Bosh (U. Haslem gains possession),,,,Jump ball: B. Biyombo vs. C. Bosh (U. Haslem gains possession)
2:51.0,G. Green misses 2-pt shot at rim,,38-47,,
2:51.0,,,38-47,,Defensive rebound by Team
2:47.0,Technical foul by G. Green,,38-47,,
2:47.0,,,38-48,1,D. DeRozan makes technical free throw
2:47.0,J. Winslow enters the game for G. Green,,38-48,,
2:47.0,T. Johnson enters the game for J. Richardson,,38-48,,
2:38.0,,,38-48,,D. DeRozan misses 2-pt shot from 13 ft
2:37.0,,,38-48,,Offensive rebound by D. DeRozan
2:32.0,,,38-51,3,L. Scola makes 3-pt shot from 26 ft (assist by D. DeRozan)
2:25.0,Miami full timeout,,38-51,,
2:25.0,,,38-51,,C. Joseph enters the game for K. Lowry
2:25.0,A. Stoudemire enters the game for U. Haslem,,38-51,,
2:13.0,D. Wade makes 2-pt shot from 2 ft,2,40-51,,
1:59.0,,,40-53,2,D. DeRozan makes 2-pt shot at rim (assist by L. Scola)
1:38.0,C. Bosh misses 3-pt shot from 24 ft,,40-53,,
1:37.0,,,40-53,,Defensive rebound by D. DeRozan
1:27.0,,,40-55,2,D. DeRozan makes 2-pt shot from 10 ft
1:09.0,D. Wade makes 2-pt shot from 3 ft,2,42-55,,
0:57.0,,,42-57,2,L. Scola makes 2-pt shot at rim (assist by D. DeRozan)
0:42.0,Shooting foul by L. Scola (drawn by C. Bosh),,42-57,,
0:42.0,C. Bosh makes free throw 1 of 2,1,43-57,,
0:42.0,C. Bosh makes free throw 2 of 2,1,44-57,,
0:30.0,,,44-57,,L. Scola misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by Team,,44-57,,
0:10.0,D. Wade misses 2-pt shot from 5 ft,,44-57,,
0:09.0,,,44-57,,Defensive rebound by B. Biyombo
0:00.0,,,44-60,3,L. Scola makes 3-pt shot from 23 ft (assist by D. DeRozan)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,44-62,2,L. Scola makes 2-pt shot from 6 ft
11:12.0,C. Bosh makes 2-pt shot from 2 ft,2,46-62,,
11:01.0,,,46-62,,Turnover by J. Valanciunas (traveling)
10:44.0,T. Johnson misses 2-pt shot from 6 ft (block by J. Valanciunas),,46-62,,
10:43.0,,,46-62,,Defensive rebound by J. Valanciunas
10:35.0,,,46-62,,Turnover by J. Johnson (traveling)
10:23.0,Turnover by D. Wade (bad pass),,46-62,,
10:07.0,,,46-62,,L. Scola misses 2-pt shot from 5 ft
10:07.0,Defensive rebound by A. Stoudemire,,46-62,,
9:55.0,Shooting foul by L. Scola (drawn by D. Wade),,46-62,,
9:55.0,D. Wade makes free throw 1 of 2,1,47-62,,
9:55.0,D. Wade misses free throw 2 of 2,,47-62,,
9:54.0,,,47-62,,Defensive rebound by J. Valanciunas
9:44.0,Personal foul by J. Winslow (drawn by D. DeRozan),,47-62,,
9:29.0,,,47-62,,Turnover by Team (3 sec)
9:13.0,A. Stoudemire makes 2-pt shot from 6 ft,2,49-62,,
8:52.0,,,49-65,3,J. Johnson makes 3-pt shot from 24 ft (assist by J. Valanciunas)
8:35.0,A. Stoudemire misses 2-pt shot at rim,,49-65,,
8:35.0,,,49-65,,Defensive rebound by J. Valanciunas
8:23.0,,,49-65,,Shooting foul by A. Stoudemire (drawn by J. Valanciunas)
8:23.0,,,49-66,1,J. Valanciunas makes free throw 1 of 2
8:23.0,,,49-67,1,J. Valanciunas makes free throw 2 of 2
8:11.0,J. Winslow makes 3-pt shot from 23 ft (assist by D. Wade),3,52-67,,
7:48.0,,,52-67,,J. Valanciunas misses 2-pt shot from 15 ft
7:48.0,Defensive rebound by A. Stoudemire,,52-67,,
7:35.0,D. Wade misses 2-pt shot from 10 ft,,52-67,,
7:34.0,Offensive rebound by D. Wade,,52-67,,
7:33.0,D. Wade misses 2-pt shot at rim,,52-67,,
7:32.0,,,52-67,,Defensive rebound by Team
7:21.0,,,52-70,3,D. DeRozan makes 3-pt shot from 23 ft (assist by J. Johnson)
7:01.0,Turnover by D. Wade (bad pass; steal by L. Scola),,52-70,,
6:57.0,,,52-70,,Shooting foul by D. Wade (drawn by L. Scola)
6:57.0,,,52-71,1,L. Scola makes free throw 1 of 2
6:57.0,,,52-72,1,L. Scola makes free throw 2 of 2
6:54.0,Miami full timeout,,52-72,,
6:39.0,J. Winslow misses 3-pt shot from 23 ft (block by J. Johnson),,52-72,,
6:38.0,Offensive rebound by A. Stoudemire,,52-72,,
6:35.0,A. Stoudemire makes 2-pt shot from 1 ft,2,54-72,,
6:10.0,,,54-72,,Turnover by Team (3 sec)
6:10.0,J. Richardson enters the game for T. Johnson,,54-72,,
6:01.0,C. Bosh makes 2-pt shot from 1 ft (assist by D. Wade),2,56-72,,
5:36.0,,,56-72,,D. DeRozan misses 2-pt shot from 12 ft
5:35.0,Defensive rebound by Team,,56-72,,
5:14.0,Turnover by C. Bosh (bad pass; steal by D. DeRozan),,56-72,,
5:12.0,Personal foul by J. Richardson (drawn by D. DeRozan),,56-72,,
5:12.0,,,56-72,,P. Patterson enters the game for L. Scola
5:12.0,,,56-72,,B. Biyombo enters the game for J. Valanciunas
4:57.0,,,56-75,3,D. DeRozan makes 3-pt shot from 24 ft (assist by K. Lowry)
4:37.0,C. Bosh makes 2-pt shot from 14 ft,2,58-75,,
4:37.0,Shooting foul by P. Patterson (drawn by C. Bosh),,58-75,,
4:37.0,G. Green enters the game for A. Stoudemire,,58-75,,
4:37.0,C. Bosh misses free throw 1 of 1,,58-75,,
4:36.0,,,58-75,,Defensive rebound by B. Biyombo
4:25.0,,,58-75,,Turnover by B. Biyombo (offensive foul)
4:25.0,,,58-75,,Offensive foul by B. Biyombo
4:25.0,,,58-75,,T. Ross enters the game for J. Johnson
4:09.0,D. Wade makes 2-pt shot from 7 ft,2,60-75,,
3:55.0,,,60-75,,D. DeRozan misses 2-pt shot from 4 ft
3:54.0,Defensive rebound by C. Bosh,,60-75,,
3:46.0,G. Green misses 3-pt shot from 23 ft,,60-75,,
3:45.0,,,60-75,,Defensive rebound by B. Biyombo
3:34.0,,,60-75,,K. Lowry misses 3-pt shot from 23 ft
3:33.0,Defensive rebound by G. Green,,60-75,,
3:17.0,G. Green misses 2-pt shot from 19 ft,,60-75,,
3:16.0,,,60-75,,Defensive rebound by K. Lowry
3:13.0,,,60-75,,Shooting foul by G. Green (drawn by T. Ross)
3:13.0,,,60-76,1,T. Ross makes free throw 1 of 2
3:13.0,T. Johnson enters the game for D. Wade,,60-76,,
3:13.0,,,60-76,,C. Joseph enters the game for K. Lowry
3:13.0,,,60-76,,T. Ross misses free throw 2 of 2
3:12.0,Defensive rebound by J. Winslow,,60-76,,
2:53.0,J. Winslow makes 3-pt shot from 26 ft (assist by J. Richardson),3,63-76,,
2:46.0,,,63-76,,Toronto full timeout
2:40.0,,,63-76,,D. DeRozan misses 2-pt shot from 16 ft
2:40.0,Defensive rebound by J. Winslow,,63-76,,
2:27.0,J. Richardson makes 2-pt shot from 2 ft,2,65-76,,
2:02.0,,,65-76,,B. Biyombo misses 2-pt shot from 13 ft
2:02.0,Defensive rebound by T. Johnson,,65-76,,
1:51.0,C. Bosh misses 3-pt shot from 25 ft,,65-76,,
1:51.0,,,65-76,,Defensive rebound by T. Ross
1:30.0,,,65-76,,D. DeRozan misses 2-pt shot from 22 ft
1:30.0,,,65-76,,Offensive rebound by B. Biyombo
1:26.0,,,65-78,2,P. Patterson makes 2-pt shot at rim
1:02.0,C. Bosh misses 2-pt shot from 10 ft,,65-78,,
1:02.0,,,65-78,,Defensive rebound by D. DeRozan
0:53.0,,,65-78,,D. DeRozan misses 2-pt shot from 20 ft
0:52.0,Defensive rebound by J. Winslow,,65-78,,
0:39.0,C. Bosh makes 2-pt shot from 12 ft,2,67-78,,
0:32.0,,,67-78,,C. Joseph misses 2-pt shot from 2 ft (block by T. Johnson)
0:31.0,,,67-78,,Offensive rebound by Team
0:26.0,Personal foul by G. Green (drawn by D. DeRozan),,67-78,,
0:26.0,,,67-79,1,D. DeRozan makes free throw 1 of 2
0:26.0,,,67-80,1,D. DeRozan makes free throw 2 of 2
0:02.0,G. Green misses 3-pt shot from 26 ft,,67-80,,
0:02.0,Offensive rebound by Team,,67-80,,
0:02.0,Turnover by Team (shot clock),,67-80,,
0:00.0,,,67-80,,P. Patterson misses 3-pt shot from 40 ft
0:00.0,,,67-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Turnover by D. Wade (lost ball),,67-80,,
11:33.0,,,67-80,,Turnover by C. Joseph (bad pass)
11:10.0,,,67-80,,Personal foul by K. Lowry (drawn by T. Johnson)
10:53.0,U. Haslem misses 2-pt shot from 15 ft,,67-80,,
10:52.0,Offensive rebound by J. Richardson,,67-80,,
10:49.0,J. Richardson makes 2-pt shot at rim,2,69-80,,
10:40.0,Personal foul by J. Richardson (drawn by C. Joseph),,69-80,,
10:29.0,,,69-80,,B. Biyombo misses 2-pt shot from 7 ft
10:28.0,Defensive rebound by T. Johnson,,69-80,,
10:16.0,D. Wade misses 2-pt shot from 14 ft,,69-80,,
10:15.0,Offensive rebound by U. Haslem,,69-80,,
10:13.0,,,69-80,,Violation by T. Ross (kicked ball)
9:59.0,J. Richardson misses 3-pt shot from 25 ft,,69-80,,
9:58.0,,,69-80,,Defensive rebound by B. Biyombo
9:49.0,,,69-80,,C. Joseph misses 2-pt shot from 9 ft
9:49.0,,,69-80,,Offensive rebound by Team
9:49.0,Loose ball foul by J. Richardson (drawn by B. Biyombo),,69-80,,
9:49.0,,,69-80,,J. Valanciunas enters the game for B. Biyombo
9:49.0,,,69-80,,J. Johnson enters the game for C. Joseph
9:45.0,,,69-80,,Turnover by T. Ross (bad pass; steal by J. Richardson)
9:26.0,Shooting foul by P. Patterson (drawn by D. Wade),,69-80,,
9:26.0,D. Wade misses free throw 1 of 2,,69-80,,
9:26.0,Offensive rebound by Team,,69-80,,
9:26.0,D. Wade misses free throw 2 of 2,,69-80,,
9:25.0,,,69-80,,Defensive rebound by J. Valanciunas
9:11.0,,,69-83,3,K. Lowry makes 3-pt shot from 26 ft
9:10.0,Miami full timeout,,69-83,,
9:10.0,C. Bosh enters the game for J. Winslow,,69-83,,
8:46.0,C. Bosh misses 2-pt shot from 9 ft (block by K. Lowry),,69-83,,
8:45.0,,,69-83,,Defensive rebound by K. Lowry
8:43.0,,,69-83,,Turnover by J. Johnson (bad pass)
8:19.0,U. Haslem misses 2-pt shot from 18 ft,,69-83,,
8:18.0,,,69-83,,Defensive rebound by J. Johnson
8:03.0,,,69-83,,Shooting foul by T. Johnson (drawn by K. Lowry)
8:03.0,,,69-84,1,K. Lowry makes free throw 1 of 2
8:03.0,,,69-85,1,K. Lowry makes free throw 2 of 2
7:51.0,D. Wade misses 2-pt shot from 11 ft,,69-85,,
7:51.0,,,69-85,,Defensive rebound by K. Lowry
7:34.0,,,69-85,,Offensive charge foul by P. Patterson
7:34.0,,,69-85,,Turnover by P. Patterson (offensive foul)
7:34.0,,,69-85,,L. Scola enters the game for P. Patterson
7:34.0,,,69-85,,D. DeRozan enters the game for T. Ross
7:34.0,J. Winslow enters the game for T. Johnson,,69-85,,
7:24.0,D. Wade makes 2-pt shot from 3 ft (assist by J. Winslow),2,71-85,,
7:05.0,,,71-85,,Turnover by L. Scola (traveling)
7:05.0,G. Green enters the game for U. Haslem,,71-85,,
6:42.0,J. Richardson misses 3-pt shot from 26 ft,,71-85,,
6:42.0,Offensive rebound by C. Bosh,,71-85,,
6:35.0,D. Wade makes 2-pt shot from 3 ft (assist by J. Winslow),2,73-85,,
6:17.0,,,73-85,,K. Lowry misses 3-pt shot from 25 ft
6:16.0,Defensive rebound by D. Wade,,73-85,,
6:10.0,J. Winslow misses 2-pt shot from 4 ft (block by J. Johnson),,73-85,,
6:08.0,,,73-85,,Defensive rebound by K. Lowry
6:02.0,,,73-87,2,J. Johnson makes 2-pt shot at rim (assist by K. Lowry)
5:39.0,D. Wade makes 2-pt shot from 21 ft (assist by C. Bosh),2,75-87,,
5:39.0,,,75-87,,Toronto full timeout
5:39.0,,,75-87,,P. Patterson enters the game for L. Scola
5:15.0,,,75-87,,D. DeRozan misses 2-pt shot from 17 ft
5:15.0,,,75-87,,Offensive rebound by J. Valanciunas
5:14.0,,,75-87,,Shooting foul by J. Winslow (drawn by J. Valanciunas)
5:14.0,,,75-87,,J. Valanciunas misses free throw 1 of 2
5:14.0,,,75-87,,Offensive rebound by Team
5:14.0,,,75-88,1,J. Valanciunas makes free throw 2 of 2
4:54.0,G. Green misses 3-pt shot from 24 ft,,75-88,,
4:54.0,Offensive rebound by J. Winslow,,75-88,,
4:47.0,,,75-88,,Violation by J. Valanciunas (def goaltending)
4:47.0,C. Bosh makes 2-pt shot from 4 ft,2,77-88,,
4:24.0,,,77-88,,K. Lowry misses 3-pt shot from 24 ft
4:24.0,Defensive rebound by J. Winslow,,77-88,,
4:11.0,C. Bosh misses 3-pt shot from 25 ft,,77-88,,
4:11.0,Offensive rebound by C. Bosh,,77-88,,
4:07.0,C. Bosh makes 2-pt shot from 2 ft,2,79-88,,
3:35.0,,,79-91,3,P. Patterson makes 3-pt shot from 22 ft (assist by K. Lowry)
3:12.0,D. Wade misses 2-pt shot from 5 ft,,79-91,,
3:12.0,,,79-91,,Defensive rebound by J. Valanciunas
3:04.0,,,79-91,,J. Johnson misses 3-pt shot from 24 ft
3:03.0,,,79-91,,Offensive rebound by J. Valanciunas
3:00.0,,,79-91,,J. Valanciunas misses 2-pt shot from 2 ft (block by J. Richardson)
2:58.0,Defensive rebound by D. Wade,,79-91,,
2:53.0,Shooting foul by D. DeRozan (drawn by C. Bosh),,79-91,,
2:53.0,Official timeout,,79-91,,
2:53.0,,,79-91,,C. Joseph enters the game for J. Johnson
2:53.0,C. Bosh makes free throw 1 of 3,1,80-91,,
2:53.0,C. Bosh misses free throw 2 of 3,,80-91,,
2:53.0,Offensive rebound by Team,,80-91,,
2:53.0,C. Bosh makes free throw 3 of 3,1,81-91,,
2:34.0,,,81-91,,D. DeRozan misses 2-pt shot from 2 ft
2:34.0,,,81-91,,Offensive rebound by J. Valanciunas
2:32.0,,,81-93,2,J. Valanciunas makes 2-pt shot at rim
2:23.0,Turnover by J. Richardson (lost ball; steal by K. Lowry),,81-93,,
2:22.0,,,81-93,,Shooting foul by J. Richardson (drawn by K. Lowry)
2:22.0,,,81-95,2,K. Lowry makes 2-pt shot from 4 ft
2:22.0,,,81-96,1,K. Lowry makes free throw 1 of 1
2:14.0,,,81-96,,Personal foul by D. DeRozan (drawn by J. Richardson)
2:01.0,J. Richardson misses 3-pt shot from 24 ft,,81-96,,
2:01.0,,,81-96,,Defensive rebound by J. Valanciunas
1:36.0,,,81-99,3,D. DeRozan makes 3-pt shot from 25 ft (assist by K. Lowry)
1:36.0,Miami full timeout,,81-99,,
1:36.0,,,81-99,,T. Ross enters the game for D. DeRozan
1:36.0,,,81-99,,D. Wright enters the game for K. Lowry
1:36.0,,,81-99,,A. Bennett enters the game for P. Patterson
1:36.0,J. Stokes enters the game for C. Bosh,,81-99,,
1:36.0,T. Johnson enters the game for D. Wade,,81-99,,
1:24.0,J. Winslow misses 2-pt shot at rim (block by J. Valanciunas),,81-99,,
1:22.0,Offensive rebound by T. Johnson,,81-99,,
1:15.0,T. Johnson misses 3-pt shot from 25 ft,,81-99,,
1:14.0,,,81-99,,Defensive rebound by J. Valanciunas
0:58.0,,,81-99,,J. Valanciunas misses 2-pt shot from 2 ft
0:58.0,Defensive rebound by J. Stokes,,81-99,,
0:36.0,J. Winslow misses 3-pt shot from 23 ft,,81-99,,
0:35.0,,,81-99,,Defensive rebound by A. Bennett
0:22.0,,,81-101,2,D. Wright makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
