time,New York,pts.away,score,pts.home,Milwaukee
6:30.0,,,6-11,,Defensive rebound by G. Vasquez
6:23.0,Personal foul by J. Calderon (drawn by G. Vasquez),,6-11,,
6:23.0,L. Galloway enters the game for J. Calderon,,6-11,,
6:14.0,,,6-11,,K. Middleton misses 2-pt shot from 14 ft
6:13.0,Defensive rebound by K. O'Quinn,,6-11,,
6:13.0,,,6-11,,Loose ball foul by M. Carter-Williams (drawn by K. O'Quinn)
5:53.0,K. O'Quinn makes 2-pt shot from 8 ft (assist by S. Vujacic),2,8-11,,
5:46.0,Personal foul by L. Galloway (drawn by M. Carter-Williams),,8-11,,
5:46.0,,,8-11,,J. O'Bryant enters the game for C. Copeland
5:38.0,,,8-11,,M. Carter-Williams misses 2-pt shot from 11 ft
5:36.0,Defensive rebound by C. Anthony,,8-11,,
5:31.0,D. Williams makes 2-pt shot from 4 ft (assist by C. Anthony),2,10-11,,
5:17.0,,,10-13,2,G. Monroe makes 2-pt shot from 15 ft (assist by G. Vasquez)
5:04.0,D. Williams misses 3-pt shot from 26 ft,,10-13,,
5:01.0,,,10-13,,Defensive rebound by G. Vasquez
4:55.0,,,10-13,,K. Middleton misses 3-pt shot from 24 ft
4:54.0,Defensive rebound by S. Vujacic,,10-13,,
4:48.0,C. Anthony misses 3-pt shot from 28 ft,,10-13,,
4:45.0,Offensive rebound by D. Williams,,10-13,,
4:45.0,D. Williams makes 2-pt shot from 1 ft,2,12-13,,
4:34.0,,,12-13,,J. Henson enters the game for G. Monroe
4:30.0,J. Grant enters the game for S. Vujacic,,12-13,,
4:24.0,,,12-15,2,J. Henson makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
4:09.0,L. Galloway makes 2-pt shot at rim (assist by K. O'Quinn),2,14-15,,
3:55.0,Personal foul by D. Williams (drawn by G. Vasquez),,14-15,,
3:55.0,,,14-16,1,G. Vasquez makes free throw 1 of 2
3:55.0,L. Thomas enters the game for C. Anthony,,14-16,,
3:55.0,,,14-16,,R. Vaughn enters the game for K. Middleton
3:55.0,,,14-17,1,G. Vasquez makes free throw 2 of 2
3:41.0,J. Grant makes 2-pt shot from 12 ft (assist by D. Williams),2,16-17,,
3:22.0,,,16-17,,J. Henson misses 2-pt shot from 6 ft
3:20.0,Defensive rebound by L. Thomas,,16-17,,
3:13.0,Shooting foul by J. Henson (drawn by D. Williams),,16-17,,
3:13.0,D. Williams misses free throw 1 of 2,,16-17,,
3:13.0,Offensive rebound by Team,,16-17,,
3:13.0,D. Williams makes free throw 2 of 2,1,17-17,,
3:04.0,,,17-19,2,M. Carter-Williams makes 2-pt shot from 4 ft
3:04.0,,,17-19,,Shooting foul by L. Galloway (drawn by M. Carter-Williams)
3:04.0,,,17-20,1,M. Carter-Williams makes free throw 1 of 1
2:40.0,J. Grant misses 2-pt shot from 2 ft (block by R. Vaughn),,17-20,,
2:38.0,,,17-20,,Defensive rebound by G. Vasquez
2:36.0,,,17-20,,Turnover by G. Vasquez (bad pass)
2:36.0,,,17-20,,Milwaukee full timeout
2:12.0,L. Galloway misses 2-pt shot from 22 ft,,17-20,,
2:11.0,Offensive rebound by D. Williams,,17-20,,
2:05.0,Turnover by L. Thomas (lost ball; steal by M. Carter-Williams),,17-20,,
1:48.0,,,17-20,,M. Carter-Williams misses 2-pt shot from 7 ft (block by K. O'Quinn)
1:46.0,,,17-20,,Offensive rebound by G. Vasquez
1:42.0,,,17-20,,J. O'Bryant misses 2-pt shot from 15 ft
1:41.0,Defensive rebound by D. Williams,,17-20,,
1:37.0,D. Williams makes 2-pt shot from 1 ft,2,19-20,,
1:28.0,,,19-23,3,R. Vaughn makes 3-pt shot from 23 ft (assist by G. Vasquez)
1:17.0,D. Williams misses 2-pt shot from 2 ft,,19-23,,
1:17.0,Offensive rebound by Team,,19-23,,
1:17.0,,,19-23,,J. Bayless enters the game for M. Carter-Williams
1:09.0,D. Williams misses 2-pt shot from 4 ft,,19-23,,
1:07.0,Offensive rebound by K. O'Quinn,,19-23,,
1:07.0,K. O'Quinn makes 2-pt shot from 1 ft,2,21-23,,
1:03.0,,,21-23,,Turnover by J. Henson (bad pass; steal by J. Grant)
1:00.0,Shooting foul by J. Henson (drawn by D. Williams),,21-23,,
1:00.0,D. Williams makes free throw 1 of 2,1,22-23,,
1:00.0,,,22-23,,M. Plumlee enters the game for J. Henson
1:00.0,D. Williams makes free throw 2 of 2,1,23-23,,
0:36.0,,,23-23,,R. Vaughn misses 3-pt shot from 23 ft
0:35.0,Defensive rebound by K. O'Quinn,,23-23,,
0:32.0,Shooting foul by G. Vasquez (drawn by D. Williams),,23-23,,
0:32.0,D. Williams makes free throw 1 of 2,1,24-23,,
0:32.0,S. Vujacic enters the game for L. Galloway,,24-23,,
0:32.0,D. Williams makes free throw 2 of 2,1,25-23,,
0:18.0,,,25-23,,J. Bayless misses 2-pt shot from 18 ft
0:17.0,Defensive rebound by K. O'Quinn,,25-23,,
0:01.0,J. Grant makes 2-pt shot from 1 ft,2,27-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,27-23,,Turnover by G. Vasquez (bad pass)
11:29.0,D. Williams misses 2-pt shot from 3 ft,,27-23,,
11:27.0,Offensive rebound by D. Williams,,27-23,,
11:27.0,D. Williams makes 2-pt shot at rim,2,29-23,,
11:13.0,,,29-23,,G. Monroe misses 2-pt shot from 15 ft
11:12.0,Defensive rebound by J. Grant,,29-23,,
10:53.0,K. O'Quinn makes 2-pt shot from 16 ft,2,31-23,,
10:34.0,,,31-23,,G. Monroe misses 2-pt shot from 1 ft (block by K. O'Quinn)
10:34.0,,,31-23,,Offensive rebound by Team
10:26.0,,,31-23,,C. Copeland misses 2-pt shot from 19 ft
10:24.0,Defensive rebound by K. O'Quinn,,31-23,,
10:13.0,L. Thomas makes 2-pt shot from 9 ft,2,33-23,,
10:13.0,Shooting foul by K. Middleton (drawn by L. Thomas),,33-23,,
10:13.0,,,33-23,,Milwaukee full timeout
10:13.0,R. Lopez enters the game for K. O'Quinn,,33-23,,
10:13.0,L. Thomas makes free throw 1 of 1,1,34-23,,
9:57.0,,,34-23,,G. Monroe misses 2-pt shot from 7 ft
9:55.0,,,34-23,,Offensive rebound by C. Copeland
9:54.0,,,34-25,2,C. Copeland makes 2-pt shot from 2 ft
9:29.0,D. Williams makes 2-pt shot from 18 ft (assist by J. Grant),2,36-25,,
9:09.0,,,36-28,3,G. Vasquez makes 3-pt shot from 25 ft
8:47.0,S. Vujacic makes 2-pt shot from 19 ft (assist by J. Grant),2,38-28,,
8:36.0,,,38-28,,Turnover by J. Bayless (bad pass; steal by J. Grant)
8:32.0,D. Williams misses 2-pt shot from 2 ft,,38-28,,
8:29.0,Offensive rebound by L. Thomas,,38-28,,
8:29.0,L. Thomas makes 2-pt shot from 1 ft,2,40-28,,
8:13.0,,,40-30,2,K. Middleton makes 2-pt shot from 13 ft (assist by G. Vasquez)
7:53.0,J. Grant makes 2-pt shot from 4 ft,2,42-30,,
7:43.0,Personal foul by J. Grant (drawn by J. Bayless),,42-30,,
7:43.0,C. Anthony enters the game for D. Williams,,42-30,,
7:43.0,L. Galloway enters the game for S. Vujacic,,42-30,,
7:43.0,,,42-30,,D. Inglis enters the game for C. Copeland
7:36.0,,,42-30,,G. Vasquez misses 3-pt shot from 24 ft
7:35.0,,,42-30,,Offensive rebound by D. Inglis
7:26.0,,,42-30,,Shooting foul by R. Lopez (drawn by G. Monroe)
7:26.0,,,42-30,,G. Monroe misses free throw 1 of 2
7:26.0,,,42-30,,Offensive rebound by Team
7:26.0,,,42-31,1,G. Monroe makes free throw 2 of 2
7:14.0,,,42-31,,Personal foul by D. Inglis (drawn by L. Galloway)
7:14.0,K. Porzingis enters the game for L. Thomas,,42-31,,
7:05.0,K. Porzingis misses 2-pt shot at rim,,42-31,,
7:04.0,,,42-31,,Defensive rebound by G. Vasquez
6:50.0,,,42-34,3,D. Inglis makes 3-pt shot from 23 ft (assist by G. Monroe)
6:44.0,C. Anthony makes 2-pt shot from 1 ft,2,44-34,,
6:44.0,Shooting foul by G. Monroe (drawn by C. Anthony),,44-34,,
6:44.0,C. Anthony makes free throw 1 of 1,1,45-34,,
6:29.0,,,45-34,,Turnover by D. Inglis (bad pass)
6:29.0,,,45-34,,M. Carter-Williams enters the game for G. Vasquez
6:14.0,K. Porzingis makes 2-pt shot from 3 ft,2,47-34,,
5:57.0,Personal foul by J. Grant (drawn by G. Monroe),,47-34,,
5:57.0,Official timeout,,47-34,,
5:57.0,J. Calderon enters the game for J. Grant,,47-34,,
5:43.0,,,47-34,,K. Middleton misses 2-pt shot from 13 ft
5:42.0,Defensive rebound by K. Porzingis,,47-34,,
5:31.0,R. Lopez makes 2-pt shot from 9 ft (assist by C. Anthony),2,49-34,,
5:16.0,,,49-34,,M. Carter-Williams misses 2-pt shot from 1 ft (block by K. Porzingis)
5:13.0,,,49-34,,Offensive rebound by G. Monroe
5:12.0,,,49-36,2,G. Monroe makes 2-pt shot from 1 ft
5:04.0,Turnover by C. Anthony (step out of bounds),,49-36,,
4:58.0,Personal foul by J. Calderon (drawn by M. Carter-Williams),,49-36,,
4:58.0,S. Vujacic enters the game for J. Calderon,,49-36,,
4:54.0,,,49-39,3,K. Middleton makes 3-pt shot from 26 ft (assist by G. Monroe)
4:43.0,Turnover by R. Lopez (bad pass; steal by D. Inglis),,49-39,,
4:43.0,Personal foul by R. Lopez (drawn by M. Carter-Williams),,49-39,,
4:43.0,,,49-40,1,M. Carter-Williams makes free throw 1 of 2
4:43.0,,,49-41,1,M. Carter-Williams makes free throw 2 of 2
4:36.0,Shooting foul by D. Inglis (drawn by L. Galloway),,49-41,,
4:36.0,L. Galloway makes free throw 1 of 2,1,50-41,,
4:36.0,L. Galloway makes free throw 2 of 2,1,51-41,,
4:26.0,,,51-43,2,M. Carter-Williams makes 2-pt shot from 2 ft
4:04.0,S. Vujacic makes 3-pt shot from 27 ft (assist by L. Galloway),3,54-43,,
3:49.0,,,54-43,,Turnover by K. Middleton (lost ball; steal by C. Anthony)
3:43.0,C. Anthony misses 2-pt shot from 2 ft,,54-43,,
3:42.0,Offensive rebound by L. Galloway,,54-43,,
3:42.0,L. Galloway misses 2-pt shot at rim,,54-43,,
3:40.0,,,54-43,,Defensive rebound by Team
3:29.0,,,54-43,,Turnover by M. Carter-Williams (bad pass; steal by S. Vujacic)
3:26.0,L. Galloway misses 2-pt shot from 1 ft,,54-43,,
3:24.0,Offensive rebound by K. Porzingis,,54-43,,
3:24.0,K. Porzingis misses 2-pt shot from 1 ft,,54-43,,
3:23.0,Offensive rebound by K. Porzingis,,54-43,,
3:23.0,Shooting foul by M. Carter-Williams (drawn by K. Porzingis),,54-43,,
3:23.0,K. Porzingis makes free throw 1 of 2,1,55-43,,
3:23.0,K. Porzingis makes free throw 2 of 2,1,56-43,,
3:13.0,,,56-43,,Turnover by M. Carter-Williams (lost ball; steal by K. Porzingis)
3:05.0,S. Vujacic misses 2-pt shot from 11 ft,,56-43,,
3:03.0,Offensive rebound by R. Lopez,,56-43,,
3:03.0,R. Lopez misses 2-pt shot at rim,,56-43,,
3:02.0,,,56-43,,Defensive rebound by G. Monroe
2:54.0,,,56-43,,J. Bayless misses 2-pt shot from 7 ft
2:53.0,Defensive rebound by K. Porzingis,,56-43,,
2:43.0,C. Anthony misses 3-pt shot from 25 ft,,56-43,,
2:43.0,,,56-43,,Defensive rebound by Team
2:43.0,New York full timeout,,56-43,,
2:43.0,,,56-43,,C. Copeland enters the game for D. Inglis
2:43.0,K. O'Quinn enters the game for R. Lopez,,56-43,,
2:43.0,J. Grant enters the game for L. Galloway,,56-43,,
2:29.0,,,56-43,,Turnover by M. Carter-Williams (lost ball; steal by J. Grant)
2:26.0,Shooting foul by K. Middleton (drawn by K. Porzingis),,56-43,,
2:26.0,K. Porzingis makes free throw 1 of 2,1,57-43,,
2:26.0,K. Porzingis misses free throw 2 of 2,,57-43,,
2:25.0,Offensive rebound by K. O'Quinn,,57-43,,
2:16.0,K. O'Quinn misses 2-pt shot from 4 ft (block by G. Monroe),,57-43,,
2:15.0,Offensive rebound by K. O'Quinn,,57-43,,
2:14.0,K. O'Quinn makes 2-pt shot from 1 ft,2,59-43,,
1:53.0,,,59-46,3,C. Copeland makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
1:47.0,,,59-46,,Personal foul by C. Copeland (drawn by K. Porzingis)
1:47.0,K. Porzingis makes free throw 1 of 2,1,60-46,,
1:47.0,K. Porzingis makes free throw 2 of 2,1,61-46,,
1:36.0,,,61-49,3,K. Middleton makes 3-pt shot from 24 ft (assist by J. Bayless)
1:15.0,C. Anthony misses 2-pt shot from 2 ft,,61-49,,
1:14.0,Offensive rebound by K. O'Quinn,,61-49,,
1:14.0,K. O'Quinn misses 2-pt shot from 1 ft,,61-49,,
1:12.0,Offensive rebound by S. Vujacic,,61-49,,
1:05.0,Turnover by K. O'Quinn (bad pass),,61-49,,
0:59.0,,,61-49,,Turnover by J. Bayless (bad pass)
0:37.0,J. Grant misses 2-pt shot from 6 ft,,61-49,,
0:34.0,,,61-49,,Defensive rebound by C. Copeland
0:31.0,,,61-49,,Shooting foul by K. O'Quinn (drawn by J. Bayless)
0:31.0,,,61-50,1,J. Bayless makes free throw 1 of 2
0:31.0,,,61-50,,J. Henson enters the game for G. Monroe
0:31.0,,,61-51,1,J. Bayless makes free throw 2 of 2
0:25.0,New York full timeout,,61-51,,
0:18.0,,,61-51,,Personal foul by M. Carter-Williams (drawn by K. Porzingis)
0:18.0,K. Porzingis makes free throw 1 of 2,1,62-51,,
0:18.0,L. Thomas enters the game for J. Grant,,62-51,,
0:18.0,K. Porzingis makes free throw 2 of 2,1,63-51,,
0:03.0,,,63-51,,K. Middleton misses 3-pt shot from 25 ft
0:02.0,,,63-51,,Offensive rebound by J. Bayless
0:01.0,,,63-51,,J. Bayless misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by S. Vujacic,,63-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,63-51,,Turnover by M. Carter-Williams (lost ball; steal by S. Vujacic)
11:23.0,Turnover by K. Porzingis (bad pass; steal by C. Copeland),,63-51,,
11:12.0,,,63-51,,Shooting foul by S. Vujacic (drawn by M. Carter-Williams)
11:12.0,,,63-52,1,M. Carter-Williams makes free throw 1 of 2
11:12.0,,,63-52,,M. Carter-Williams misses free throw 2 of 2
11:11.0,Defensive rebound by Team,,63-52,,
10:54.0,C. Anthony makes 3-pt shot from 27 ft (assist by S. Vujacic),3,66-52,,
10:37.0,,,66-52,,G. Monroe misses 2-pt shot from 1 ft
10:35.0,Defensive rebound by K. Porzingis,,66-52,,
10:31.0,C. Anthony misses 3-pt shot from 25 ft,,66-52,,
10:28.0,,,66-52,,Defensive rebound by M. Carter-Williams
10:21.0,,,66-52,,C. Copeland misses 3-pt shot from 27 ft
10:19.0,Defensive rebound by C. Anthony,,66-52,,
9:58.0,C. Anthony misses 2-pt shot from 17 ft,,66-52,,
9:57.0,Offensive rebound by R. Lopez,,66-52,,
9:57.0,R. Lopez makes 2-pt shot from 1 ft,2,68-52,,
9:41.0,,,68-55,3,K. Middleton makes 3-pt shot from 23 ft (assist by M. Carter-Williams)
9:30.0,Shooting foul by J. Bayless (drawn by S. Vujacic),,68-55,,
9:30.0,S. Vujacic makes free throw 1 of 3,1,69-55,,
9:30.0,S. Vujacic misses free throw 2 of 3,,69-55,,
9:30.0,Offensive rebound by Team,,69-55,,
9:30.0,S. Vujacic makes free throw 3 of 3,1,70-55,,
9:17.0,,,70-55,,K. Middleton misses 2-pt shot from 15 ft
9:15.0,Defensive rebound by C. Anthony,,70-55,,
9:10.0,Turnover by R. Lopez (3 sec),,70-55,,
9:04.0,Personal foul by C. Anthony (drawn by K. Middleton),,70-55,,
9:00.0,,,70-55,,Turnover by M. Carter-Williams (offensive goaltending)
8:42.0,J. Calderon misses 3-pt shot from 25 ft,,70-55,,
8:42.0,,,70-55,,Defensive rebound by Team
8:42.0,Loose ball foul by R. Lopez (drawn by C. Copeland),,70-55,,
8:28.0,,,70-55,,Turnover by M. Carter-Williams (bad pass; steal by S. Vujacic)
8:25.0,S. Vujacic makes 2-pt shot from 2 ft,2,72-55,,
8:25.0,,,72-55,,Milwaukee full timeout
8:06.0,,,72-55,,Turnover by C. Copeland (lost ball)
7:56.0,,,72-55,,Personal foul by K. Middleton (drawn by C. Anthony)
7:56.0,,,72-55,,G. Vasquez enters the game for J. Bayless
7:48.0,J. Calderon makes 3-pt shot from 25 ft (assist by K. Porzingis),3,75-55,,
7:34.0,,,75-55,,M. Carter-Williams misses 2-pt shot at rim (block by C. Anthony)
7:31.0,,,75-55,,Offensive rebound by K. Middleton
7:28.0,,,75-55,,G. Vasquez misses 2-pt shot from 2 ft
7:27.0,,,75-55,,Offensive rebound by G. Monroe
7:27.0,,,75-55,,G. Monroe misses 2-pt shot from 1 ft
7:26.0,Defensive rebound by C. Anthony,,75-55,,
7:19.0,K. Porzingis makes 2-pt shot from 5 ft (assist by J. Calderon),2,77-55,,
7:01.0,,,77-55,,K. Middleton misses 2-pt shot from 13 ft
6:59.0,,,77-55,,Offensive rebound by G. Monroe
6:59.0,,,77-55,,Shooting foul by K. Porzingis (drawn by G. Monroe)
6:59.0,,,77-56,1,G. Monroe makes free throw 1 of 2
6:59.0,,,77-56,,D. Inglis enters the game for C. Copeland
6:59.0,,,77-57,1,G. Monroe makes free throw 2 of 2
6:41.0,R. Lopez misses 2-pt shot from 4 ft,,77-57,,
6:40.0,,,77-57,,Defensive rebound by G. Monroe
6:26.0,,,77-59,2,G. Monroe makes 2-pt shot from 3 ft (assist by G. Vasquez)
6:16.0,Offensive foul by C. Anthony,,77-59,,
6:16.0,Turnover by C. Anthony (offensive foul),,77-59,,
6:04.0,,,77-61,2,G. Vasquez makes 2-pt shot from 1 ft
6:03.0,New York full timeout,,77-61,,
5:46.0,K. Porzingis makes 3-pt shot from 25 ft (assist by C. Anthony),3,80-61,,
5:28.0,,,80-63,2,G. Monroe makes 2-pt shot from 3 ft (assist by D. Inglis)
5:05.0,C. Anthony misses 3-pt shot from 24 ft,,80-63,,
5:04.0,,,80-63,,Defensive rebound by D. Inglis
4:55.0,,,80-63,,D. Inglis misses 3-pt shot from 26 ft
4:54.0,Defensive rebound by Team,,80-63,,
4:54.0,L. Galloway enters the game for S. Vujacic,,80-63,,
4:38.0,K. Porzingis misses 2-pt shot from 5 ft,,80-63,,
4:37.0,,,80-63,,Defensive rebound by D. Inglis
4:35.0,,,80-63,,Shooting foul by L. Galloway (drawn by G. Vasquez)
4:35.0,,,80-64,1,G. Vasquez makes free throw 1 of 2
4:35.0,D. Williams enters the game for K. Porzingis,,80-64,,
4:35.0,K. O'Quinn enters the game for R. Lopez,,80-64,,
4:35.0,,,80-65,1,G. Vasquez makes free throw 2 of 2
4:17.0,D. Williams misses 3-pt shot from 22 ft,,80-65,,
4:15.0,,,80-65,,Defensive rebound by G. Monroe
4:08.0,,,80-65,,G. Vasquez misses 2-pt shot from 16 ft
4:07.0,Defensive rebound by J. Calderon,,80-65,,
3:53.0,J. Calderon misses 3-pt shot from 26 ft,,80-65,,
3:52.0,,,80-65,,Defensive rebound by G. Vasquez
3:37.0,,,80-65,,G. Monroe misses 2-pt shot from 12 ft
3:35.0,Defensive rebound by Team,,80-65,,
3:35.0,J. Grant enters the game for J. Calderon,,80-65,,
3:12.0,L. Galloway makes 3-pt shot from 25 ft (assist by C. Anthony),3,83-65,,
2:54.0,,,83-65,,Shooting foul by C. Anthony (drawn by G. Monroe)
2:54.0,,,83-66,1,G. Monroe makes free throw 1 of 2
2:54.0,L. Thomas enters the game for C. Anthony,,83-66,,
2:54.0,,,83-67,1,G. Monroe makes free throw 2 of 2
2:35.0,Turnover by D. Williams (bad pass; steal by G. Monroe),,83-67,,
2:26.0,,,83-67,,Shooting foul by K. O'Quinn (drawn by G. Monroe)
2:26.0,,,83-68,1,G. Monroe makes free throw 1 of 2
2:26.0,,,83-69,1,G. Monroe makes free throw 2 of 2
2:00.0,L. Galloway makes 3-pt shot from 25 ft (assist by J. Grant),3,86-69,,
1:49.0,,,86-71,2,M. Carter-Williams makes 2-pt shot from 6 ft
1:34.0,L. Galloway makes 3-pt shot from 25 ft (assist by L. Thomas),3,89-71,,
1:15.0,,,89-73,2,G. Monroe makes 2-pt shot at rim (assist by M. Carter-Williams)
0:52.0,Shooting foul by D. Inglis (drawn by D. Williams),,89-73,,
0:52.0,D. Williams makes free throw 1 of 2,1,90-73,,
0:52.0,D. Williams misses free throw 2 of 2,,90-73,,
0:51.0,,,90-73,,Defensive rebound by D. Inglis
0:43.0,,,90-73,,M. Carter-Williams misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by L. Thomas,,90-73,,
0:19.0,K. O'Quinn misses 3-pt shot from 28 ft,,90-73,,
0:18.0,,,90-73,,Defensive rebound by Team
0:00.0,,,90-73,,K. Middleton misses 2-pt shot from 17 ft
0:00.0,Defensive rebound by L. Galloway,,90-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,D. Williams makes 2-pt shot at rim (assist by J. Grant),2,92-73,,
11:26.0,,,92-73,,G. Vasquez misses 2-pt shot from 18 ft
11:24.0,Defensive rebound by D. Williams,,92-73,,
11:22.0,D. Williams makes 2-pt shot from 13 ft,2,94-73,,
11:22.0,Shooting foul by C. Copeland (drawn by D. Williams),,94-73,,
11:22.0,D. Williams makes free throw 1 of 1,1,95-73,,
10:59.0,,,95-73,,C. Copeland misses 2-pt shot from 18 ft
10:57.0,Defensive rebound by Team,,95-73,,
10:54.0,Turnover by D. Williams (bad pass; steal by J. Bayless),,95-73,,
10:46.0,,,95-73,,J. Bayless misses 2-pt shot from 1 ft
10:46.0,,,95-73,,Offensive rebound by J. Henson
10:46.0,,,95-73,,J. Henson misses 2-pt shot at rim
10:46.0,,,95-73,,Offensive rebound by Team
10:46.0,,,95-73,,J. O'Bryant enters the game for C. Copeland
10:35.0,,,95-75,2,G. Vasquez makes 2-pt shot from 10 ft
10:12.0,L. Galloway misses 2-pt shot from 19 ft,,95-75,,
10:11.0,Offensive rebound by K. O'Quinn,,95-75,,
10:09.0,K. O'Quinn misses 2-pt shot from 2 ft (block by J. Henson),,95-75,,
10:06.0,,,95-75,,Defensive rebound by G. Vasquez
10:01.0,,,95-75,,Shooting foul by K. O'Quinn (drawn by G. Vasquez)
10:01.0,,,95-76,1,G. Vasquez makes free throw 1 of 2
10:01.0,,,95-77,1,G. Vasquez makes free throw 2 of 2
9:47.0,D. Williams misses 2-pt shot from 16 ft,,95-77,,
9:45.0,Offensive rebound by K. O'Quinn,,95-77,,
9:44.0,,,95-77,,Personal foul by J. O'Bryant (drawn by D. Williams)
9:39.0,K. O'Quinn misses 2-pt shot from 1 ft,,95-77,,
9:37.0,,,95-77,,Defensive rebound by J. Bayless
9:32.0,,,95-77,,G. Vasquez misses 3-pt shot from 22 ft
9:31.0,,,95-77,,Offensive rebound by R. Vaughn
9:29.0,,,95-79,2,R. Vaughn makes 2-pt shot from 2 ft
