time,Dallas,pts.away,score,pts.home,Denver
6:59.0,,,7-11,2,G. Harris makes 2-pt shot from 18 ft (assist by E. Mudiay)
6:59.0,,,7-11,,Shooting foul by W. Matthews (drawn by G. Harris)
6:59.0,,,7-12,1,G. Harris makes free throw 1 of 1
6:46.0,J. Anderson misses 3-pt shot from 23 ft,,7-12,,
6:45.0,,,7-12,,Defensive rebound by K. Faried
6:43.0,,,7-12,,Turnover by K. Faried (lost ball; steal by D. Nowitzki)
6:30.0,W. Matthews misses 3-pt shot from 23 ft,,7-12,,
6:28.0,Offensive rebound by D. Powell,,7-12,,
6:25.0,D. Powell makes 2-pt shot at rim (assist by W. Matthews),2,9-12,,
6:25.0,,,9-12,,Denver full timeout
6:25.0,D. Harris enters the game for J. Anderson,,9-12,,
6:25.0,Z. Pachulia enters the game for D. Nowitzki,,9-12,,
6:25.0,,,9-12,,D. Arthur enters the game for K. Faried
6:07.0,,,9-14,2,J. Sampson makes 2-pt shot from 2 ft
5:54.0,D. Powell misses 2-pt shot from 18 ft,,9-14,,
5:52.0,Offensive rebound by R. Felton,,9-14,,
5:42.0,W. Matthews makes 3-pt shot from 24 ft (assist by R. Felton),3,12-14,,
5:25.0,,,12-14,,N. Jokic misses 2-pt shot from 6 ft
5:24.0,Defensive rebound by D. Powell,,12-14,,
5:16.0,,,12-14,,Personal foul by D. Arthur
5:16.0,,,12-14,,J. Lauvergne enters the game for N. Jokic
5:09.0,D. Powell misses 2-pt shot from 20 ft,,12-14,,
5:07.0,,,12-14,,Defensive rebound by J. Lauvergne
5:02.0,,,12-14,,Turnover by E. Mudiay (lost ball; steal by D. Harris)
4:50.0,R. Felton misses 2-pt shot from 2 ft (block by J. Lauvergne),,12-14,,
4:48.0,,,12-14,,Defensive rebound by J. Sampson
4:42.0,,,12-16,2,D. Arthur makes 2-pt shot at rim (assist by E. Mudiay)
4:18.0,R. Felton makes 2-pt shot from 6 ft,2,14-16,,
4:01.0,,,14-18,2,J. Lauvergne makes 2-pt shot from 17 ft (assist by G. Harris)
3:46.0,W. Matthews misses 3-pt shot from 24 ft,,14-18,,
3:45.0,,,14-18,,Defensive rebound by E. Mudiay
3:35.0,,,14-20,2,E. Mudiay makes 2-pt shot from 17 ft
3:35.0,Dallas full timeout,,14-20,,
3:35.0,,,14-20,,W. Barton enters the game for J. Sampson
3:35.0,,,14-20,,D. Augustin enters the game for G. Harris
3:35.0,D. Nowitzki enters the game for D. Powell,,14-20,,
3:35.0,J. Barea enters the game for W. Matthews,,14-20,,
3:35.0,J. Anderson enters the game for R. Felton,,14-20,,
3:20.0,Shooting foul by D. Arthur (drawn by D. Harris),,14-20,,
3:20.0,D. Harris makes free throw 1 of 2,1,15-20,,
3:20.0,D. Harris makes free throw 2 of 2,1,16-20,,
3:04.0,,,16-20,,Turnover by D. Arthur (lost ball; steal by D. Nowitzki)
2:56.0,D. Harris misses 3-pt shot from 26 ft,,16-20,,
2:53.0,Offensive rebound by D. Nowitzki,,16-20,,
2:38.0,J. Barea makes 2-pt shot from 7 ft,2,18-20,,
2:27.0,,,18-20,,Shooting foul by J. Barea (drawn by D. Augustin)
2:27.0,,,18-21,1,D. Augustin makes free throw 1 of 2
2:27.0,,,18-21,,K. Faried enters the game for D. Arthur
2:27.0,,,18-22,1,D. Augustin makes free throw 2 of 2
2:17.0,,,18-22,,Personal foul by K. Faried
2:17.0,,,18-22,,A. Toupane enters the game for E. Mudiay
2:10.0,J. Barea misses 2-pt shot from 15 ft,,18-22,,
2:09.0,Offensive rebound by J. Anderson,,18-22,,
2:08.0,J. Anderson makes 2-pt shot at rim,2,20-22,,
1:40.0,,,20-22,,J. Lauvergne misses 3-pt shot from 25 ft
1:39.0,Defensive rebound by Z. Pachulia,,20-22,,
1:31.0,J. Barea misses 2-pt shot from 1 ft (block by K. Faried),,20-22,,
1:30.0,Offensive rebound by D. Harris,,20-22,,
1:29.0,,,20-22,,Personal foul by A. Toupane
1:29.0,D. Harris makes free throw 1 of 2,1,21-22,,
1:29.0,D. Harris makes free throw 2 of 2,1,22-22,,
1:23.0,,,22-22,,Offensive foul by D. Augustin
1:23.0,,,22-22,,Turnover by D. Augustin (offensive foul)
1:17.0,,,22-22,,Personal foul by J. Lauvergne
1:17.0,Z. Pachulia makes free throw 1 of 2,1,23-22,,
1:17.0,Z. Pachulia makes free throw 2 of 2,1,24-22,,
1:03.0,,,24-24,2,A. Toupane makes 2-pt shot from 16 ft (assist by J. Lauvergne)
0:54.0,,,24-24,,Personal foul by A. Toupane
0:54.0,D. Nowitzki makes free throw 1 of 2,1,25-24,,
0:54.0,D. Nowitzki makes free throw 2 of 2,1,26-24,,
0:35.0,,,26-24,,Turnover by D. Augustin (lost ball; steal by D. Harris)
0:27.0,D. Harris makes 2-pt shot from 18 ft,2,28-24,,
0:04.0,,,28-24,,W. Barton misses 3-pt shot from 23 ft (block by J. Anderson)
0:03.0,Defensive rebound by Team,,28-24,,
0:00.0,D. Harris misses 3-pt shot from 41 ft,,28-24,,
0:00.0,Offensive rebound by Team,,28-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,D. Nowitzki misses 2-pt shot from 1 ft,,28-24,,
11:48.0,,,28-24,,Defensive rebound by K. Faried
11:25.0,,,28-26,2,J. Lauvergne makes 2-pt shot from 2 ft
11:14.0,Z. Pachulia misses 2-pt shot from 1 ft (block by K. Faried),,28-26,,
11:13.0,Offensive rebound by Team,,28-26,,
11:01.0,J. Anderson misses 3-pt shot from 24 ft,,28-26,,
11:00.0,,,28-26,,Defensive rebound by W. Barton
10:55.0,,,28-28,2,K. Faried makes 2-pt shot at rim (assist by W. Barton)
10:40.0,,,28-28,,Personal foul by K. Faried
10:31.0,D. Harris makes 3-pt shot from 22 ft (assist by J. Barea),3,31-28,,
10:19.0,Violation by D. Harris (kicked ball),,31-28,,
10:12.0,,,31-28,,Turnover by D. Augustin (lost ball; steal by D. Nowitzki)
10:08.0,J. Barea makes 2-pt shot at rim (assist by J. Anderson),2,33-28,,
9:43.0,,,33-28,,J. Nelson misses 2-pt shot from 23 ft
9:41.0,,,33-28,,Offensive rebound by K. Faried
9:40.0,,,33-28,,K. Faried misses 2-pt shot from 2 ft
9:39.0,,,33-28,,Offensive rebound by J. Lauvergne
9:30.0,,,33-28,,Offensive foul by K. Faried
9:30.0,,,33-28,,Turnover by K. Faried (offensive foul)
9:30.0,,,33-28,,D. Arthur enters the game for K. Faried
9:17.0,D. Harris makes 3-pt shot from 24 ft (assist by J. Barea),3,36-28,,
9:04.0,,,36-28,,W. Barton misses 3-pt shot from 23 ft
9:03.0,Defensive rebound by D. Harris,,36-28,,
8:45.0,D. Nowitzki misses 2-pt shot from 11 ft,,36-28,,
8:43.0,,,36-28,,Defensive rebound by W. Barton
8:23.0,,,36-28,,J. Lauvergne misses 3-pt shot from 24 ft
8:21.0,,,36-28,,Offensive rebound by D. Augustin
8:09.0,,,36-31,3,W. Barton makes 3-pt shot from 25 ft (assist by D. Augustin)
8:09.0,Dallas full timeout,,36-31,,
8:09.0,D. Powell enters the game for J. Anderson,,36-31,,
8:09.0,W. Matthews enters the game for D. Nowitzki,,36-31,,
8:09.0,,,36-31,,E. Mudiay enters the game for D. Augustin
7:55.0,D. Powell makes 2-pt shot from 21 ft (assist by J. Barea),2,38-31,,
7:41.0,,,38-34,3,W. Barton makes 3-pt shot from 24 ft (assist by E. Mudiay)
7:27.0,,,38-34,,Violation by W. Barton (def goaltending)
7:27.0,W. Matthews makes 2-pt shot from 2 ft (assist by J. Barea),2,40-34,,
7:14.0,,,40-36,2,W. Barton makes 2-pt shot from 1 ft (assist by E. Mudiay)
6:52.0,J. Barea makes 3-pt shot from 26 ft,3,43-36,,
6:30.0,,,43-36,,W. Barton misses 2-pt shot from 17 ft
6:29.0,Defensive rebound by J. Barea,,43-36,,
6:22.0,Z. Pachulia makes 2-pt shot from 8 ft (assist by J. Barea),2,45-36,,
6:22.0,Shooting foul by J. Nelson (drawn by Z. Pachulia),,45-36,,
6:22.0,R. Felton enters the game for D. Harris,,45-36,,
6:22.0,,,45-36,,N. Jokic enters the game for J. Lauvergne
6:22.0,Z. Pachulia makes free throw 1 of 1,1,46-36,,
6:12.0,,,46-36,,Turnover by E. Mudiay (lost ball; steal by W. Matthews)
5:50.0,W. Matthews misses 3-pt shot from 25 ft,,46-36,,
5:50.0,,,46-36,,Defensive rebound by J. Nelson
5:40.0,,,46-36,,D. Arthur misses 3-pt shot from 25 ft
5:39.0,Defensive rebound by R. Felton,,46-36,,
5:26.0,Turnover by W. Matthews (lost ball; steal by E. Mudiay),,46-36,,
5:22.0,Personal foul by D. Powell,,46-36,,
5:22.0,Official timeout,,46-36,,
5:22.0,J. Anderson enters the game for W. Matthews,,46-36,,
5:13.0,,,46-38,2,W. Barton makes 2-pt shot from 1 ft (assist by N. Jokic)
4:57.0,Z. Pachulia misses 2-pt shot from 3 ft,,46-38,,
4:56.0,,,46-38,,Defensive rebound by N. Jokic
4:53.0,,,46-38,,Turnover by E. Mudiay (lost ball)
4:53.0,,,46-38,,G. Harris enters the game for J. Nelson
4:30.0,J. Barea misses 2-pt shot from 3 ft,,46-38,,
4:29.0,,,46-38,,Defensive rebound by Team
4:29.0,Loose ball foul by Z. Pachulia,,46-38,,
4:29.0,D. Nowitzki enters the game for Z. Pachulia,,46-38,,
4:15.0,,,46-41,3,D. Arthur makes 3-pt shot from 24 ft (assist by E. Mudiay)
3:58.0,J. Barea misses 3-pt shot from 25 ft,,46-41,,
3:57.0,,,46-41,,Defensive rebound by W. Barton
3:53.0,,,46-41,,N. Jokic misses 2-pt shot from 2 ft (block by J. Anderson)
3:52.0,,,46-41,,Offensive rebound by Team
3:52.0,D. Lee enters the game for D. Powell,,46-41,,
3:39.0,,,46-43,2,G. Harris makes 2-pt shot from 14 ft (assist by E. Mudiay)
3:25.0,D. Nowitzki misses 2-pt shot from 20 ft,,46-43,,
3:25.0,,,46-43,,Defensive rebound by W. Barton
3:14.0,Personal foul by D. Nowitzki,,46-43,,
3:14.0,W. Matthews enters the game for J. Barea,,46-43,,
3:14.0,D. Harris enters the game for J. Anderson,,46-43,,
3:05.0,,,46-43,,E. Mudiay misses 2-pt shot from 2 ft (block by D. Nowitzki)
3:04.0,Defensive rebound by Team,,46-43,,
3:04.0,,,46-43,,Loose ball foul by E. Mudiay
2:40.0,D. Nowitzki makes 2-pt shot from 2 ft (assist by W. Matthews),2,48-43,,
2:31.0,,,48-46,3,W. Barton makes 3-pt shot from 27 ft (assist by D. Arthur)
2:02.0,D. Nowitzki misses 2-pt shot from 2 ft,,48-46,,
2:01.0,,,48-46,,Defensive rebound by W. Barton
1:55.0,,,48-46,,W. Barton misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by D. Lee,,48-46,,
1:43.0,,,48-46,,Personal foul by W. Barton
1:43.0,,,48-46,,Denver full timeout
1:30.0,D. Nowitzki misses 2-pt shot from 14 ft,,48-46,,
1:29.0,,,48-46,,Defensive rebound by W. Barton
1:07.0,,,48-46,,W. Barton misses 3-pt shot from 26 ft
1:03.0,Defensive rebound by D. Harris,,48-46,,
0:56.0,R. Felton makes 2-pt shot from 2 ft,2,50-46,,
0:36.0,Personal foul by R. Felton,,50-46,,
0:30.0,,,50-46,,D. Arthur misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by D. Lee,,50-46,,
0:05.0,D. Harris misses 2-pt shot from 11 ft,,50-46,,
0:04.0,,,50-46,,Defensive rebound by W. Barton
0:01.0,,,50-46,,Denver full timeout
0:01.0,D. Powell enters the game for D. Nowitzki,,50-46,,
0:01.0,J. Anderson enters the game for D. Harris,,50-46,,
0:00.0,,,50-46,,N. Jokic misses 2-pt shot from 12 ft
0:00.0,,,50-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,D. Nowitzki misses 2-pt shot from 5 ft,,50-46,,
11:48.0,,,50-46,,Defensive rebound by N. Jokic
11:39.0,,,50-48,2,E. Mudiay makes 2-pt shot from 1 ft
11:19.0,D. Nowitzki misses 2-pt shot from 20 ft,,50-48,,
11:18.0,,,50-48,,Defensive rebound by N. Jokic
11:07.0,,,50-48,,Turnover by G. Harris (lost ball; steal by D. Powell)
11:02.0,J. Anderson makes 2-pt shot at rim (assist by R. Felton),2,52-48,,
10:43.0,,,52-48,,G. Harris misses 3-pt shot from 23 ft
10:42.0,,,52-48,,Offensive rebound by K. Faried
10:35.0,Personal foul by R. Felton,,52-48,,
10:35.0,,,52-49,1,K. Faried makes free throw 1 of 2
10:35.0,,,52-49,,K. Faried misses free throw 2 of 2
10:33.0,Defensive rebound by R. Felton,,52-49,,
10:12.0,R. Felton misses 2-pt shot from 16 ft,,52-49,,
10:11.0,,,52-49,,Defensive rebound by J. Sampson
10:03.0,,,52-49,,K. Faried misses 2-pt shot from 7 ft
10:02.0,Defensive rebound by D. Nowitzki,,52-49,,
9:54.0,,,52-49,,Personal foul by N. Jokic
9:38.0,W. Matthews makes 3-pt shot from 27 ft,3,55-49,,
9:28.0,,,55-49,,E. Mudiay misses 2-pt shot from 17 ft
9:27.0,,,55-49,,Offensive rebound by K. Faried
9:26.0,,,55-49,,Shooting foul by D. Powell (drawn by K. Faried)
9:26.0,,,55-50,1,K. Faried makes free throw 1 of 2
9:26.0,Z. Pachulia enters the game for D. Powell,,55-50,,
9:26.0,,,55-51,1,K. Faried makes free throw 2 of 2
9:13.0,W. Matthews misses 2-pt shot from 22 ft,,55-51,,
9:11.0,,,55-51,,Defensive rebound by K. Faried
8:57.0,,,55-51,,G. Harris misses 2-pt shot from 3 ft (block by W. Matthews)
8:56.0,Defensive rebound by Team,,55-51,,
8:36.0,D. Nowitzki makes 2-pt shot from 17 ft (assist by R. Felton),2,57-51,,
8:24.0,,,57-51,,N. Jokic misses 3-pt shot from 25 ft
8:24.0,Defensive rebound by D. Nowitzki,,57-51,,
8:13.0,W. Matthews misses 2-pt shot from 1 ft,,57-51,,
8:12.0,,,57-51,,Defensive rebound by N. Jokic
8:04.0,,,57-53,2,E. Mudiay makes 2-pt shot from 2 ft
8:04.0,Technical foul by Z. Pachulia,,57-53,,
8:04.0,,,57-53,,E. Mudiay misses technical free throw
8:04.0,Offensive rebound by Team,,57-53,,
7:51.0,Z. Pachulia misses 2-pt shot from 1 ft (block by J. Sampson),,57-53,,
7:49.0,,,57-53,,Defensive rebound by K. Faried
7:38.0,,,57-55,2,G. Harris makes 2-pt shot from 7 ft (assist by J. Sampson)
7:32.0,Dallas full timeout,,57-55,,
7:32.0,D. Harris enters the game for J. Anderson,,57-55,,
7:13.0,Z. Pachulia misses 2-pt shot from 18 ft,,57-55,,
7:12.0,,,57-55,,Defensive rebound by K. Faried
6:52.0,,,57-55,,J. Sampson misses 2-pt shot from 5 ft
6:51.0,,,57-55,,Offensive rebound by Team
6:51.0,Loose ball foul by W. Matthews,,57-55,,
6:51.0,D. Powell enters the game for D. Nowitzki,,57-55,,
6:43.0,,,57-55,,Turnover by N. Jokic (bad pass)
6:24.0,R. Felton misses 2-pt shot from 19 ft,,57-55,,
6:23.0,,,57-55,,Defensive rebound by K. Faried
6:23.0,Loose ball foul by Z. Pachulia,,57-55,,
6:06.0,,,57-55,,G. Harris misses 2-pt shot from 19 ft
6:06.0,Defensive rebound by D. Powell,,57-55,,
5:55.0,W. Matthews misses 3-pt shot from 25 ft,,57-55,,
5:55.0,,,57-55,,Defensive rebound by N. Jokic
5:44.0,,,57-55,,K. Faried misses 2-pt shot from 6 ft
5:43.0,Defensive rebound by Z. Pachulia,,57-55,,
5:19.0,D. Powell misses 2-pt shot from 17 ft,,57-55,,
5:18.0,,,57-55,,Defensive rebound by Team
5:01.0,,,57-55,,Turnover by N. Jokic (lost ball; steal by D. Powell)
4:44.0,D. Powell misses 2-pt shot from 15 ft,,57-55,,
4:43.0,,,57-55,,Defensive rebound by N. Jokic
4:27.0,,,57-55,,K. Faried misses 2-pt shot from 6 ft
4:26.0,Defensive rebound by Z. Pachulia,,57-55,,
4:05.0,R. Felton makes 3-pt shot from 25 ft (assist by D. Harris),3,60-55,,
4:05.0,,,60-55,,Denver full timeout
4:05.0,,,60-55,,D. Arthur enters the game for J. Sampson
4:05.0,,,60-55,,W. Barton enters the game for K. Faried
4:05.0,,,60-55,,J. Lauvergne enters the game for N. Jokic
3:43.0,,,60-57,2,D. Arthur makes 2-pt shot from 9 ft
3:26.0,D. Powell makes 2-pt shot at rim (assist by D. Harris),2,62-57,,
3:15.0,,,62-57,,E. Mudiay misses 3-pt shot from 24 ft
3:13.0,Defensive rebound by W. Matthews,,62-57,,
2:55.0,D. Powell misses 2-pt shot from 20 ft,,62-57,,
2:55.0,,,62-57,,Defensive rebound by W. Barton
2:46.0,,,62-60,3,G. Harris makes 3-pt shot from 25 ft (assist by W. Barton)
2:44.0,Dallas full timeout,,62-60,,
2:44.0,D. Nowitzki enters the game for D. Powell,,62-60,,
2:44.0,J. Barea enters the game for W. Matthews,,62-60,,
2:44.0,J. Anderson enters the game for R. Felton,,62-60,,
2:44.0,,,62-60,,D. Augustin enters the game for G. Harris
2:29.0,D. Harris misses 3-pt shot from 26 ft,,62-60,,
2:29.0,,,62-60,,Defensive rebound by D. Augustin
2:12.0,,,62-60,,Turnover by D. Arthur (lost ball; steal by D. Nowitzki)
1:59.0,J. Barea makes 2-pt shot from 2 ft,2,64-60,,
1:46.0,,,64-60,,Turnover by W. Barton (lost ball; steal by D. Harris)
1:33.0,D. Nowitzki misses 3-pt shot from 26 ft,,64-60,,
1:32.0,,,64-60,,Defensive rebound by E. Mudiay
1:31.0,,,64-62,2,E. Mudiay makes 2-pt shot from 2 ft
1:31.0,,,64-62,,Shooting foul by J. Barea (drawn by E. Mudiay)
1:31.0,,,64-63,1,E. Mudiay makes free throw 1 of 1
1:16.0,D. Nowitzki misses 3-pt shot from 26 ft,,64-63,,
1:13.0,Offensive rebound by J. Anderson,,64-63,,
1:13.0,J. Anderson makes 2-pt shot at rim,2,66-63,,
0:54.0,,,66-63,,Turnover by J. Lauvergne (traveling)
0:33.0,J. Anderson makes 3-pt shot from 24 ft (assist by J. Barea),3,69-63,,
0:15.0,,,69-63,,Turnover by E. Mudiay (lost ball; steal by J. Barea)
0:05.0,,,69-63,,Personal take foul by E. Mudiay
0:02.0,J. Barea makes 3-pt shot from 24 ft (assist by J. Anderson),3,72-63,,
0:00.0,,,72-66,3,W. Barton makes 3-pt shot from 32 ft (assist by J. Lauvergne)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,72-66,,D. Arthur misses 2-pt shot from 1 ft
11:38.0,Defensive rebound by J. Anderson,,72-66,,
11:25.0,D. Harris misses 3-pt shot from 23 ft,,72-66,,
11:25.0,,,72-66,,Defensive rebound by D. Arthur
11:21.0,,,72-66,,Shooting foul by J. Anderson (drawn by D. Augustin)
11:21.0,,,72-67,1,D. Augustin makes free throw 1 of 2
11:21.0,,,72-68,1,D. Augustin makes free throw 2 of 2
10:57.0,D. Harris misses 3-pt shot from 25 ft,,72-68,,
10:57.0,,,72-68,,Defensive rebound by D. Augustin
10:48.0,,,72-68,,D. Augustin misses 2-pt shot from 3 ft
10:47.0,Defensive rebound by Z. Pachulia,,72-68,,
10:28.0,J. Anderson misses 2-pt shot from 4 ft,,72-68,,
10:27.0,,,72-68,,Defensive rebound by Team
10:27.0,Loose ball foul by Z. Pachulia,,72-68,,
10:27.0,W. Matthews enters the game for J. Anderson,,72-68,,
10:27.0,D. Powell enters the game for Z. Pachulia,,72-68,,
10:03.0,,,72-70,2,D. Arthur makes 2-pt shot from 9 ft
9:46.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by J. Barea),2,74-70,,
9:28.0,,,74-70,,D. Augustin misses 2-pt shot from 18 ft
9:27.0,Defensive rebound by D. Nowitzki,,74-70,,
9:15.0,J. Barea makes 2-pt shot from 15 ft,2,76-70,,
9:15.0,,,76-70,,Denver full timeout
8:58.0,,,76-72,2,J. Lauvergne makes 2-pt shot from 2 ft
8:37.0,D. Powell makes 2-pt shot from 1 ft (assist by D. Harris),2,78-72,,
8:09.0,,,78-72,,W. Barton misses 2-pt shot from 6 ft
8:08.0,Defensive rebound by W. Matthews,,78-72,,
7:51.0,D. Harris misses 3-pt shot from 26 ft,,78-72,,
7:50.0,,,78-72,,Defensive rebound by J. Lauvergne
7:37.0,,,78-74,2,J. Lauvergne makes 2-pt shot from 6 ft (assist by D. Augustin)
7:29.0,Dallas full timeout,,78-74,,
7:29.0,R. Felton enters the game for D. Nowitzki,,78-74,,
7:29.0,Z. Pachulia enters the game for D. Harris,,78-74,,
7:29.0,,,78-74,,G. Harris enters the game for A. Toupane
7:20.0,W. Matthews makes 3-pt shot from 24 ft (assist by J. Barea),3,81-74,,
7:05.0,Personal foul by Z. Pachulia,,81-74,,
7:05.0,,,81-74,,K. Faried enters the game for D. Arthur
6:56.0,,,81-77,3,G. Harris makes 3-pt shot from 24 ft (assist by D. Augustin)
6:34.0,D. Powell makes 2-pt shot at rim (assist by J. Barea),2,83-77,,
6:12.0,,,83-77,,Turnover by K. Faried (lost ball; steal by J. Barea)
5:52.0,D. Powell makes 2-pt shot from 18 ft (assist by J. Barea),2,85-77,,
5:35.0,,,85-77,,Denver full timeout
5:35.0,,,85-77,,E. Mudiay enters the game for D. Augustin
5:25.0,,,85-77,,W. Barton misses 2-pt shot from 6 ft
5:25.0,Defensive rebound by Team,,85-77,,
5:25.0,,,85-77,,Loose ball foul by J. Lauvergne
5:08.0,J. Barea misses 3-pt shot from 25 ft,,85-77,,
5:08.0,Offensive rebound by Z. Pachulia,,85-77,,
5:03.0,W. Matthews misses 3-pt shot from 24 ft,,85-77,,
5:02.0,Offensive rebound by D. Powell,,85-77,,
5:01.0,D. Powell makes 2-pt shot at rim,2,87-77,,
4:47.0,,,87-77,,J. Lauvergne misses 2-pt shot from 4 ft
4:46.0,,,87-77,,Offensive rebound by K. Faried
4:46.0,,,87-79,2,K. Faried makes 2-pt shot from 1 ft
4:23.0,D. Powell makes 2-pt shot from 13 ft (assist by J. Barea),2,89-79,,
4:23.0,,,89-79,,Denver full timeout
4:23.0,D. Harris enters the game for J. Barea,,89-79,,
4:23.0,,,89-79,,N. Jokic enters the game for J. Lauvergne
4:14.0,,,89-79,,Shooting foul by D. Powell (drawn by W. Barton)
4:14.0,,,89-80,1,W. Barton makes free throw 1 of 2
4:14.0,,,89-81,1,W. Barton makes free throw 2 of 2
3:48.0,W. Matthews misses 2-pt shot from 20 ft,,89-81,,
3:48.0,,,89-81,,Defensive rebound by E. Mudiay
3:45.0,,,89-81,,E. Mudiay misses 2-pt shot from 2 ft (block by D. Harris)
3:44.0,,,89-81,,Offensive rebound by Team
3:44.0,D. Nowitzki enters the game for Z. Pachulia,,89-81,,
3:44.0,J. Barea enters the game for D. Harris,,89-81,,
3:32.0,,,89-81,,E. Mudiay misses 3-pt shot from 26 ft
3:31.0,Defensive rebound by W. Matthews,,89-81,,
3:18.0,J. Barea makes 3-pt shot from 23 ft (assist by R. Felton),3,92-81,,
3:10.0,,,92-81,,Shooting foul by D. Nowitzki (drawn by W. Barton)
3:10.0,,,92-82,1,W. Barton makes free throw 1 of 2
3:10.0,,,92-82,,D. Arthur enters the game for K. Faried
3:10.0,,,92-83,1,W. Barton makes free throw 2 of 2
2:56.0,Turnover by J. Barea (lost ball; steal by N. Jokic),,92-83,,
2:52.0,Shooting block foul by R. Felton (drawn by E. Mudiay),,92-83,,
2:52.0,,,92-84,1,E. Mudiay makes free throw 1 of 2
2:52.0,,,92-85,1,E. Mudiay makes free throw 2 of 2
2:34.0,D. Nowitzki misses 2-pt shot from 18 ft,,92-85,,
2:33.0,Offensive rebound by R. Felton,,92-85,,
2:13.0,Turnover by R. Felton (lost ball; steal by N. Jokic),,92-85,,
2:06.0,,,92-85,,Offensive foul by D. Arthur
2:06.0,,,92-85,,Turnover by D. Arthur (offensive foul)
2:06.0,,,92-85,,J. Sampson enters the game for N. Jokic
1:45.0,J. Barea misses 3-pt shot from 25 ft,,92-85,,
1:44.0,,,92-85,,Defensive rebound by J. Sampson
1:27.0,,,92-85,,J. Sampson misses 3-pt shot from 26 ft
1:27.0,Defensive rebound by R. Felton,,92-85,,
1:11.0,Shooting foul by E. Mudiay (drawn by R. Felton),,92-85,,
1:11.0,R. Felton makes free throw 1 of 2,1,93-85,,
1:11.0,R. Felton makes free throw 2 of 2,1,94-85,,
1:02.0,,,94-88,3,W. Barton makes 3-pt shot from 25 ft (assist by E. Mudiay)
0:53.0,,,94-88,,Personal take foul by G. Harris
0:53.0,J. Barea misses free throw 1 of 2,,94-88,,
0:53.0,Offensive rebound by Team,,94-88,,
0:53.0,J. Barea makes free throw 2 of 2,1,95-88,,
0:38.0,,,95-88,,Turnover by J. Sampson (traveling)
0:37.0,,,95-88,,Personal take foul by J. Sampson
0:37.0,R. Felton makes free throw 1 of 2,1,96-88,,
0:37.0,R. Felton makes free throw 2 of 2,1,97-88,,
0:37.0,,,97-88,,Denver full timeout
