time,Oklahoma City,pts.away,score,pts.home,LA Lakers
0:37.0,R. Westbrook misses 2-pt shot from 12 ft,,54-46,,
0:34.0,,,54-46,,Defensive rebound by J. Clarkson
0:31.0,,,54-46,,Turnover by J. Clarkson (lost ball; steal by R. Westbrook)
0:30.0,Shooting foul by R. Sacre (drawn by R. Westbrook),,54-46,,
0:30.0,R. Westbrook makes free throw 1 of 2,1,55-46,,
0:30.0,R. Westbrook misses free throw 2 of 2,,55-46,,
0:28.0,,,55-46,,Defensive rebound by J. Clarkson
0:10.0,,,55-46,,L. Williams misses 3-pt shot from 23 ft
0:10.0,Defensive rebound by A. Roberson,,55-46,,
0:06.0,S. Ibaka makes 2-pt shot at rim (assist by A. Roberson),2,57-46,,
0:01.0,,,57-46,,K. Bryant misses 2-pt shot from 12 ft
0:00.0,,,57-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,57-46,,L. Williams misses 2-pt shot from 3 ft (block by A. Roberson)
11:46.0,Defensive rebound by K. Durant,,57-46,,
11:40.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,59-46,,
11:17.0,,,59-46,,K. Bryant misses 2-pt shot from 17 ft
11:17.0,Defensive rebound by K. Durant,,59-46,,
11:12.0,Shooting foul by K. Bryant (drawn by K. Durant),,59-46,,
11:12.0,K. Durant makes free throw 1 of 3,1,60-46,,
11:12.0,K. Durant makes free throw 2 of 3,1,61-46,,
11:12.0,K. Durant makes free throw 3 of 3,1,62-46,,
10:59.0,,,62-46,,J. Clarkson misses 2-pt shot from 12 ft
10:58.0,Defensive rebound by R. Westbrook,,62-46,,
10:52.0,K. Durant makes 2-pt shot at rim (assist by R. Westbrook),2,64-46,,
10:52.0,,,64-46,,LA Lakers full timeout
10:28.0,,,64-46,,J. Clarkson misses 3-pt shot from 22 ft
10:26.0,,,64-46,,Offensive rebound by L. Williams
10:12.0,,,64-46,,Turnover by R. Hibbert (bad pass; steal by A. Roberson)
10:06.0,R. Westbrook makes 2-pt shot at rim,2,66-46,,
9:50.0,,,66-46,,R. Hibbert misses 2-pt shot from 5 ft
9:48.0,Defensive rebound by S. Ibaka,,66-46,,
9:35.0,K. Durant makes 2-pt shot from 15 ft (assist by A. Roberson),2,68-46,,
9:08.0,,,68-46,,K. Bryant misses 2-pt shot from 3 ft
9:07.0,Defensive rebound by Team,,68-46,,
8:51.0,R. Westbrook makes 2-pt shot from 2 ft (assist by K. Durant),2,70-46,,
8:51.0,Shooting foul by R. Hibbert (drawn by R. Westbrook),,70-46,,
8:51.0,R. Westbrook makes free throw 1 of 1,1,71-46,,
8:36.0,,,71-46,,L. Nance misses 2-pt shot from 19 ft
8:35.0,Defensive rebound by S. Adams,,71-46,,
8:29.0,K. Durant makes 3-pt shot from 25 ft,3,74-46,,
8:18.0,,,74-46,,Shooting foul by A. Roberson (drawn by L. Williams)
8:18.0,,,74-46,,L. Williams misses free throw 1 of 2
8:18.0,,,74-46,,Offensive rebound by Team
8:18.0,,,74-46,,L. Williams misses free throw 2 of 2
8:17.0,Defensive rebound by K. Durant,,74-46,,
8:00.0,Turnover by S. Ibaka (bad pass),,74-46,,
7:52.0,,,74-46,,L. Williams misses 2-pt shot from 21 ft
7:51.0,Defensive rebound by K. Durant,,74-46,,
7:39.0,S. Ibaka makes 3-pt shot from 23 ft (assist by K. Durant),3,77-46,,
7:30.0,Personal foul by K. Durant (drawn by K. Bryant),,77-46,,
7:20.0,Personal foul by K. Durant (drawn by K. Bryant),,77-46,,
7:06.0,,,77-46,,K. Bryant misses 2-pt shot from 14 ft
7:05.0,Defensive rebound by R. Westbrook,,77-46,,
6:55.0,S. Ibaka misses 3-pt shot from 23 ft,,77-46,,
6:54.0,Offensive rebound by R. Westbrook,,77-46,,
6:46.0,R. Westbrook misses 2-pt shot from 18 ft,,77-46,,
6:46.0,Offensive rebound by S. Adams,,77-46,,
6:46.0,,,77-46,,Loose ball foul by L. Nance (drawn by S. Adams)
6:46.0,,,77-46,,B. Bass enters the game for L. Nance
6:39.0,R. Westbrook makes 2-pt shot at rim,2,79-46,,
6:39.0,Shooting foul by L. Williams (drawn by R. Westbrook),,79-46,,
6:39.0,Turnover by S. Adams (lane violation.),,79-46,,
6:21.0,,,79-48,2,K. Bryant makes 2-pt shot from 1 ft
6:08.0,Turnover by K. Durant (bad pass; steal by J. Clarkson),,79-48,,
6:02.0,,,79-48,,K. Bryant misses 2-pt shot from 1 ft (block by S. Ibaka)
6:02.0,,,79-48,,Offensive rebound by Team
6:02.0,Oklahoma City full timeout,,79-48,,
5:47.0,,,79-48,,K. Bryant misses 2-pt shot from 16 ft
5:46.0,Defensive rebound by R. Westbrook,,79-48,,
5:24.0,K. Durant makes 2-pt shot from 22 ft,2,81-48,,
5:05.0,,,81-48,,J. Clarkson misses 2-pt shot from 2 ft
5:04.0,,,81-48,,Offensive rebound by J. Clarkson
5:02.0,,,81-48,,J. Clarkson misses 2-pt shot from 1 ft
5:00.0,,,81-48,,Offensive rebound by B. Bass
4:58.0,,,81-48,,K. Bryant misses 3-pt shot from 25 ft
4:58.0,,,81-48,,Offensive rebound by J. Clarkson
4:58.0,,,81-48,,Shooting foul by S. Adams (drawn by J. Clarkson)
4:58.0,,,81-49,1,J. Clarkson makes free throw 1 of 2
4:58.0,N. Collison enters the game for S. Adams,,81-49,,
4:58.0,,,81-50,1,J. Clarkson makes free throw 2 of 2
4:37.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,83-50,,
4:26.0,,,83-50,,Shooting foul by S. Ibaka (drawn by L. Williams)
4:26.0,,,83-51,1,L. Williams makes free throw 1 of 2
4:26.0,,,83-51,,R. Sacre enters the game for R. Hibbert
4:26.0,,,83-51,,L. Williams misses free throw 2 of 2
4:25.0,Defensive rebound by S. Ibaka,,83-51,,
4:14.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,85-51,,
3:58.0,,,85-51,,D. Russell enters the game for L. Williams
3:49.0,Personal foul by K. Durant (drawn by R. Sacre),,85-51,,
3:49.0,,,85-52,1,R. Sacre makes free throw 1 of 2
3:49.0,,,85-52,,R. Sacre misses free throw 2 of 2
3:47.0,Defensive rebound by A. Roberson,,85-52,,
3:36.0,S. Ibaka misses 2-pt shot from 18 ft,,85-52,,
3:34.0,Offensive rebound by R. Westbrook,,85-52,,
3:33.0,Shooting foul by D. Russell (drawn by A. Roberson),,85-52,,
3:33.0,A. Roberson misses free throw 1 of 2,,85-52,,
3:33.0,Offensive rebound by Team,,85-52,,
3:33.0,D. Waiters enters the game for K. Durant,,85-52,,
3:33.0,A. Roberson makes free throw 2 of 2,1,86-52,,
3:14.0,,,86-52,,Shooting foul by S. Ibaka (drawn by D. Russell)
3:14.0,,,86-52,,D. Russell misses free throw 1 of 2
3:14.0,,,86-52,,Offensive rebound by Team
3:14.0,E. Kanter enters the game for S. Ibaka,,86-52,,
3:14.0,,,86-53,1,D. Russell makes free throw 2 of 2
3:01.0,R. Westbrook misses 2-pt shot from 3 ft (block by B. Bass),,86-53,,
3:00.0,Offensive rebound by R. Westbrook,,86-53,,
2:58.0,R. Westbrook makes 2-pt shot from 1 ft,2,88-53,,
2:51.0,,,88-55,2,D. Russell makes 2-pt shot from 5 ft
2:51.0,,,88-55,,Shooting foul by N. Collison (drawn by D. Russell)
2:51.0,,,88-55,,A. Brown enters the game for K. Bryant
2:51.0,,,88-56,1,D. Russell makes free throw 1 of 1
2:33.0,E. Kanter misses 2-pt shot from 3 ft (block by B. Bass),,88-56,,
2:32.0,,,88-56,,Defensive rebound by R. Sacre
2:28.0,,,88-56,,D. Russell misses 2-pt shot from 5 ft (block by A. Roberson)
2:25.0,Defensive rebound by N. Collison,,88-56,,
2:18.0,R. Westbrook misses 2-pt shot from 1 ft,,88-56,,
2:17.0,Offensive rebound by N. Collison,,88-56,,
2:14.0,N. Collison misses 2-pt shot from 5 ft,,88-56,,
2:12.0,Offensive rebound by E. Kanter,,88-56,,
2:09.0,E. Kanter makes 2-pt shot at rim,2,90-56,,
2:00.0,,,90-56,,B. Bass misses 2-pt shot from 15 ft
1:59.0,Defensive rebound by E. Kanter,,90-56,,
1:49.0,D. Waiters misses 2-pt shot from 15 ft,,90-56,,
1:48.0,,,90-56,,Defensive rebound by B. Bass
1:37.0,,,90-58,2,J. Clarkson makes 2-pt shot at rim
1:22.0,D. Waiters misses 3-pt shot from 23 ft,,90-58,,
1:21.0,,,90-58,,Defensive rebound by J. Clarkson
1:15.0,,,90-61,3,D. Russell makes 3-pt shot from 24 ft (assist by J. Clarkson)
1:14.0,Oklahoma City full timeout,,90-61,,
1:14.0,D. Augustin enters the game for R. Westbrook,,90-61,,
0:57.0,Turnover by E. Kanter (traveling),,90-61,,
0:45.0,,,90-61,,D. Russell misses 2-pt shot from 19 ft
0:44.0,Defensive rebound by A. Roberson,,90-61,,
0:33.0,A. Roberson misses 2-pt shot from 3 ft (block by R. Sacre),,90-61,,
0:32.0,Offensive rebound by A. Roberson,,90-61,,
0:30.0,Turnover by A. Roberson (lost ball; steal by R. Sacre),,90-61,,
0:19.0,,,90-61,,A. Brown misses 3-pt shot from 23 ft
0:18.0,,,90-61,,Offensive rebound by R. Sacre
0:11.0,,,90-61,,D. Russell misses 2-pt shot from 18 ft
0:10.0,,,90-61,,Offensive rebound by D. Russell
0:08.0,,,90-61,,D. Russell misses 2-pt shot from 1 ft (block by E. Kanter)
0:06.0,Defensive rebound by N. Collison,,90-61,,
0:02.0,E. Kanter makes 2-pt shot from 2 ft (assist by D. Augustin),2,92-61,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,D. Waiters misses 3-pt shot from 25 ft,,92-61,,
11:44.0,,,92-61,,Defensive rebound by R. Kelly
11:24.0,,,92-61,,Shooting foul by E. Kanter (drawn by R. Sacre)
11:24.0,,,92-62,1,R. Sacre makes free throw 1 of 2
11:24.0,,,92-62,,R. Sacre misses free throw 2 of 2
11:22.0,Defensive rebound by A. Morrow,,92-62,,
11:08.0,,,92-62,,Personal foul by M. Huertas (drawn by D. Augustin)
10:58.0,E. Kanter makes 2-pt shot from 1 ft (assist by D. Waiters),2,94-62,,
10:40.0,,,94-62,,Shooting foul by A. Morrow (drawn by R. Kelly)
10:40.0,,,94-63,1,R. Kelly makes free throw 1 of 2
10:40.0,,,94-63,,R. Kelly misses free throw 2 of 2
10:39.0,Defensive rebound by N. Collison,,94-63,,
10:19.0,A. Morrow makes 2-pt shot from 11 ft,2,96-63,,
9:58.0,,,96-63,,R. Sacre misses 2-pt shot from 3 ft
9:57.0,Defensive rebound by N. Collison,,96-63,,
9:40.0,N. Collison makes 2-pt shot from 2 ft (assist by D. Augustin),2,98-63,,
9:24.0,,,98-63,,R. Kelly misses 2-pt shot from 11 ft
9:23.0,Defensive rebound by E. Kanter,,98-63,,
9:14.0,E. Kanter makes 2-pt shot from 17 ft (assist by D. Augustin),2,100-63,,
9:14.0,,,100-63,,LA Lakers full timeout
9:01.0,,,100-65,2,R. Kelly makes 2-pt shot from 8 ft (assist by D. Russell)
8:46.0,A. Morrow misses 2-pt shot from 16 ft,,100-65,,
8:45.0,,,100-65,,Defensive rebound by R. Sacre
8:34.0,C. Payne enters the game for D. Augustin,,100-65,,
8:27.0,,,100-67,2,D. Russell makes 2-pt shot from 17 ft (assist by A. Brown)
8:13.0,D. Waiters misses 2-pt shot from 2 ft,,100-67,,
8:13.0,Offensive rebound by E. Kanter,,100-67,,
8:10.0,E. Kanter misses 2-pt shot from 1 ft,,100-67,,
8:06.0,Offensive rebound by E. Kanter,,100-67,,
8:03.0,E. Kanter makes 2-pt shot at rim,2,102-67,,
8:00.0,,,102-67,,Turnover by R. Sacre (lost ball)
7:38.0,N. Collison misses 2-pt shot from 2 ft,,102-67,,
7:38.0,Offensive rebound by E. Kanter,,102-67,,
7:35.0,E. Kanter misses 2-pt shot at rim,,102-67,,
7:32.0,Offensive rebound by N. Collison,,102-67,,
7:32.0,N. Collison makes 2-pt shot at rim,2,104-67,,
7:19.0,,,104-69,2,R. Kelly makes 2-pt shot from 2 ft (assist by A. Brown)
7:00.0,D. Waiters misses 2-pt shot from 16 ft,,104-69,,
7:00.0,,,104-69,,Defensive rebound by D. Russell
6:51.0,,,104-69,,R. Kelly misses 3-pt shot from 25 ft
6:51.0,Defensive rebound by N. Collison,,104-69,,
6:42.0,A. Morrow misses 3-pt shot from 23 ft,,104-69,,
6:41.0,,,104-69,,Defensive rebound by R. Kelly
6:22.0,,,104-69,,Turnover by A. Brown (bad pass; steal by C. Payne)
6:19.0,Turnover by N. Collison (bad pass; steal by A. Brown),,104-69,,
6:14.0,,,104-72,3,R. Kelly makes 3-pt shot from 23 ft (assist by A. Brown)
6:00.0,C. Payne misses 2-pt shot from 2 ft,,104-72,,
5:58.0,,,104-72,,Defensive rebound by A. Brown
5:46.0,Personal foul by D. Waiters (drawn by D. Russell),,104-72,,
5:46.0,Official timeout,,104-72,,
5:46.0,K. Singler enters the game for N. Collison,,104-72,,
5:46.0,S. Novak enters the game for D. Waiters,,104-72,,
5:36.0,,,104-74,2,R. Sacre makes 2-pt shot at rim (assist by M. Huertas)
5:24.0,C. Payne makes 3-pt shot from 24 ft,3,107-74,,
