time,Brooklyn,pts.away,score,pts.home,Orlando
7:39.0,S. Larkin makes free throw 1 of 2,1,13-9,,
7:39.0,S. Larkin makes free throw 2 of 2,1,14-9,,
7:22.0,,,14-11,2,D. Dedmon makes 2-pt shot from 2 ft (assist by E. Payton)
7:08.0,B. Lopez misses 2-pt shot from 13 ft,,14-11,,
7:07.0,,,14-11,,Defensive rebound by V. Oladipo
6:56.0,,,14-11,,E. Payton misses 2-pt shot from 11 ft
6:55.0,Defensive rebound by T. Robinson,,14-11,,
6:44.0,B. Bogdanovic misses 2-pt shot from 7 ft,,14-11,,
6:43.0,,,14-11,,Defensive rebound by A. Gordon
6:31.0,,,14-13,2,E. Fournier makes 2-pt shot from 2 ft (assist by V. Oladipo)
6:07.0,B. Lopez misses 2-pt shot from 2 ft,,14-13,,
6:07.0,,,14-13,,Defensive rebound by E. Payton
6:07.0,Personal foul by B. Lopez,,14-13,,
6:07.0,,,14-13,,Orlando full timeout
5:54.0,,,14-13,,D. Dedmon misses 2-pt shot from 2 ft (block by T. Robinson)
5:51.0,Defensive rebound by B. Lopez,,14-13,,
5:44.0,Shooting foul by E. Payton (drawn by B. Bogdanovic),,14-13,,
5:44.0,B. Bogdanovic makes free throw 1 of 2,1,15-13,,
5:44.0,B. Bogdanovic makes free throw 2 of 2,1,16-13,,
5:26.0,,,16-13,,Shooting foul by T. Robinson (drawn by D. Dedmon)
5:26.0,,,16-14,1,D. Dedmon makes free throw 1 of 2
5:26.0,,,16-15,1,D. Dedmon makes free throw 2 of 2
5:12.0,Turnover by S. Karasev (lost ball; steal by E. Payton),,16-15,,
5:08.0,,,16-17,2,A. Gordon makes 2-pt shot at rim (assist by E. Payton)
4:40.0,Shooting foul by D. Dedmon (drawn by B. Lopez),,16-17,,
4:40.0,B. Lopez misses free throw 1 of 2,,16-17,,
4:40.0,Offensive rebound by Team,,16-17,,
4:40.0,S. Kilpatrick enters the game for S. Karasev,,16-17,,
4:40.0,,,16-17,,J. Smith enters the game for D. Dedmon
4:40.0,B. Lopez makes free throw 2 of 2,1,17-17,,
4:29.0,,,17-17,,V. Oladipo misses 2-pt shot from 16 ft
4:28.0,Defensive rebound by S. Larkin,,17-17,,
4:11.0,S. Kilpatrick misses 3-pt shot from 25 ft,,17-17,,
4:10.0,,,17-17,,Defensive rebound by J. Smith
4:03.0,,,17-20,3,E. Fournier makes 3-pt shot from 25 ft (assist by E. Payton)
3:43.0,B. Bogdanovic misses 3-pt shot from 25 ft,,17-20,,
3:42.0,,,17-20,,Defensive rebound by J. Smith
3:32.0,Violation by B. Bogdanovic (kicked ball),,17-20,,
3:19.0,,,17-22,2,A. Gordon makes 2-pt shot at rim (assist by V. Oladipo)
2:57.0,Turnover by B. Lopez (traveling),,17-22,,
2:57.0,Brooklyn full timeout,,17-22,,
2:57.0,H. Sims enters the game for B. Lopez,,17-22,,
2:46.0,,,17-24,2,J. Smith makes 2-pt shot from 18 ft (assist by E. Payton)
2:27.0,Turnover by S. Kilpatrick (lost ball; steal by V. Oladipo),,17-24,,
2:18.0,,,17-26,2,A. Gordon makes 2-pt shot from 2 ft
2:04.0,T. Robinson makes 2-pt shot from 2 ft,2,19-26,,
1:49.0,,,19-26,,E. Fournier misses 2-pt shot from 4 ft (block by H. Sims)
1:49.0,,,19-26,,Offensive rebound by Team
1:49.0,D. Sloan enters the game for B. Bogdanovic,,19-26,,
1:49.0,M. Brown enters the game for S. Larkin,,19-26,,
1:49.0,,,19-26,,M. Hezonja enters the game for E. Fournier
1:47.0,,,19-28,2,M. Hezonja makes 2-pt shot from 2 ft (assist by E. Payton)
1:26.0,M. Brown makes 2-pt shot from 7 ft,2,21-28,,
1:26.0,Shooting foul by M. Hezonja (drawn by M. Brown),,21-28,,
1:26.0,M. Brown misses free throw 1 of 1,,21-28,,
1:25.0,,,21-28,,Defensive rebound by A. Gordon
1:15.0,,,21-28,,J. Smith misses 2-pt shot from 20 ft
1:14.0,Defensive rebound by S. Kilpatrick,,21-28,,
1:04.0,S. Kilpatrick misses 3-pt shot from 25 ft,,21-28,,
1:03.0,,,21-28,,Defensive rebound by A. Gordon
0:55.0,,,21-28,,E. Payton misses 2-pt shot from 2 ft
0:53.0,,,21-28,,Offensive rebound by E. Payton
0:53.0,,,21-30,2,E. Payton makes 2-pt shot from 2 ft
0:35.0,Turnover by S. Kilpatrick (lost ball; steal by V. Oladipo),,21-30,,
0:31.0,,,21-32,2,A. Gordon makes 2-pt shot at rim (assist by V. Oladipo)
0:06.0,T. Robinson makes 2-pt shot from 17 ft (assist by S. Kilpatrick),2,23-32,,
0:03.0,Personal take foul by D. Sloan,,23-32,,
0:03.0,C. McCullough enters the game for H. Sims,,23-32,,
0:03.0,,,23-32,,A. Nicholson enters the game for A. Gordon
0:01.0,,,23-32,,M. Hezonja misses 2-pt shot from 9 ft
0:00.0,,,23-32,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,H. Sims makes 2-pt shot at rim (assist by M. Brown),2,25-32,,
11:22.0,,,25-34,2,J. Smith makes 2-pt shot from 15 ft (assist by B. Jennings)
10:59.0,H. Sims misses 2-pt shot from 17 ft,,25-34,,
10:58.0,,,25-34,,Defensive rebound by B. Jennings
10:48.0,Violation by M. Brown (kicked ball),,25-34,,
10:41.0,,,25-36,2,A. Nicholson makes 2-pt shot at rim (assist by B. Jennings)
10:23.0,S. Kilpatrick misses 2-pt shot from 16 ft,,25-36,,
10:23.0,,,25-36,,Defensive rebound by Team
10:23.0,W. Ellington enters the game for S. Kilpatrick,,25-36,,
10:11.0,,,25-38,2,J. Smith makes 2-pt shot from 17 ft (assist by C. Watson)
10:11.0,Brooklyn full timeout,,25-38,,
9:55.0,M. Brown makes 2-pt shot from 19 ft (assist by C. McCullough),2,27-38,,
9:41.0,,,27-40,2,A. Nicholson makes 2-pt shot from 6 ft (assist by B. Jennings)
9:21.0,C. McCullough misses 3-pt shot from 26 ft,,27-40,,
9:20.0,,,27-40,,Defensive rebound by C. Watson
9:10.0,,,27-42,2,J. Smith makes 2-pt shot from 3 ft (assist by A. Nicholson)
8:54.0,D. Sloan misses 2-pt shot from 10 ft,,27-42,,
8:53.0,,,27-42,,Defensive rebound by C. Watson
8:46.0,,,27-44,2,J. Smith makes 2-pt shot from 17 ft (assist by C. Watson)
8:46.0,Brooklyn full timeout,,27-44,,
8:46.0,B. Lopez enters the game for H. Sims,,27-44,,
8:36.0,,,27-44,,Personal foul by C. Watson
8:30.0,W. Ellington misses 2-pt shot from 20 ft,,27-44,,
8:28.0,,,27-44,,Defensive rebound by J. Smith
8:13.0,,,27-46,2,A. Nicholson makes 2-pt shot from 15 ft
8:02.0,B. Lopez makes 2-pt shot from 7 ft (assist by D. Sloan),2,29-46,,
7:52.0,,,29-49,3,A. Nicholson makes 3-pt shot from 25 ft (assist by B. Jennings)
7:38.0,W. Ellington misses 2-pt shot from 8 ft,,29-49,,
7:37.0,Offensive rebound by B. Lopez,,29-49,,
7:36.0,Turnover by B. Lopez (lost ball; steal by C. Watson),,29-49,,
7:28.0,,,29-49,,J. Smith misses 2-pt shot from 19 ft
7:27.0,Defensive rebound by M. Brown,,29-49,,
7:20.0,Turnover by W. Ellington (lost ball; steal by B. Jennings),,29-49,,
7:16.0,,,29-49,,Shooting foul by M. Brown (drawn by C. Watson)
7:16.0,,,29-50,1,C. Watson makes free throw 1 of 2
7:16.0,S. Larkin enters the game for M. Brown,,29-50,,
7:16.0,T. Robinson enters the game for D. Sloan,,29-50,,
7:16.0,B. Bogdanovic enters the game for C. McCullough,,29-50,,
7:16.0,,,29-51,1,C. Watson makes free throw 2 of 2
7:04.0,S. Larkin misses 2-pt shot from 1 ft (block by M. Hezonja),,29-51,,
7:02.0,,,29-51,,Defensive rebound by A. Nicholson
6:55.0,,,29-54,3,A. Nicholson makes 3-pt shot from 24 ft (assist by B. Jennings)
6:54.0,Brooklyn full timeout,,29-54,,
6:38.0,W. Ellington makes 3-pt shot from 25 ft (assist by B. Bogdanovic),3,32-54,,
6:28.0,Personal foul by T. Robinson,,32-54,,
6:20.0,,,32-54,,B. Jennings misses 3-pt shot from 26 ft
6:19.0,Defensive rebound by B. Bogdanovic,,32-54,,
6:00.0,B. Lopez misses 2-pt shot from 8 ft,,32-54,,
5:59.0,,,32-54,,Defensive rebound by J. Smith
5:52.0,,,32-56,2,A. Nicholson makes 2-pt shot at rim (assist by B. Jennings)
5:25.0,W. Ellington makes 3-pt shot from 25 ft (assist by S. Larkin),3,35-56,,
5:11.0,,,35-58,2,M. Hezonja makes 2-pt shot from 7 ft
4:57.0,Offensive foul by B. Lopez,,35-58,,
4:57.0,Turnover by B. Lopez (offensive foul),,35-58,,
4:57.0,,,35-58,,E. Payton enters the game for M. Hezonja
4:57.0,,,35-58,,E. Fournier enters the game for B. Jennings
4:57.0,,,35-58,,V. Oladipo enters the game for C. Watson
4:39.0,,,35-60,2,E. Payton makes 2-pt shot from 6 ft
4:13.0,B. Lopez misses 2-pt shot from 7 ft,,35-60,,
4:10.0,Offensive rebound by S. Larkin,,35-60,,
4:09.0,S. Larkin makes 2-pt shot from 8 ft,2,37-60,,
4:09.0,,,37-60,,Orlando full timeout
4:09.0,,,37-60,,D. Dedmon enters the game for J. Smith
4:09.0,,,37-60,,A. Gordon enters the game for A. Nicholson
3:46.0,,,37-62,2,E. Fournier makes 2-pt shot from 10 ft (assist by V. Oladipo)
3:28.0,,,37-62,,Personal foul by V. Oladipo
3:19.0,S. Larkin misses 2-pt shot from 1 ft,,37-62,,
3:17.0,,,37-62,,Defensive rebound by D. Dedmon
3:11.0,,,37-62,,A. Gordon misses 3-pt shot from 23 ft
3:10.0,Defensive rebound by W. Ellington,,37-62,,
3:08.0,B. Bogdanovic makes 2-pt shot from 2 ft (assist by W. Ellington),2,39-62,,
3:08.0,,,39-62,,Away from play foul by E. Fournier
3:08.0,H. Sims enters the game for B. Lopez,,39-62,,
3:08.0,W. Ellington makes free throw 1 of 1,1,40-62,,
2:49.0,,,40-65,3,E. Fournier makes 3-pt shot from 25 ft (assist by V. Oladipo)
2:31.0,S. Larkin makes 2-pt shot from 2 ft,2,42-65,,
2:25.0,,,42-67,2,A. Gordon makes 2-pt shot from 1 ft (assist by E. Payton)
2:25.0,,,42-67,,Shooting foul by T. Robinson (drawn by A. Gordon)
2:25.0,C. McCullough enters the game for T. Robinson,,42-67,,
2:25.0,,,42-68,1,A. Gordon makes free throw 1 of 1
2:12.0,S. Larkin misses 2-pt shot from 2 ft,,42-68,,
2:11.0,Offensive rebound by H. Sims,,42-68,,
2:10.0,Turnover by H. Sims (lost ball; steal by A. Gordon),,42-68,,
2:10.0,Personal foul by S. Larkin,,42-68,,
2:10.0,S. Kilpatrick enters the game for B. Bogdanovic,,42-68,,
1:52.0,,,42-68,,E. Payton misses 2-pt shot from 6 ft
1:50.0,Defensive rebound by H. Sims,,42-68,,
1:46.0,S. Kilpatrick misses 2-pt shot from 1 ft,,42-68,,
1:45.0,,,42-68,,Defensive rebound by E. Fournier
1:30.0,,,42-70,2,D. Dedmon makes 2-pt shot at rim (assist by E. Fournier)
1:07.0,W. Ellington misses 2-pt shot from 18 ft,,42-70,,
1:05.0,,,42-70,,Defensive rebound by E. Payton
0:58.0,,,42-70,,E. Payton misses 2-pt shot from 10 ft
0:57.0,Defensive rebound by W. Ellington,,42-70,,
0:53.0,Shooting foul by V. Oladipo (drawn by S. Kilpatrick),,42-70,,
0:53.0,S. Kilpatrick makes free throw 1 of 2,1,43-70,,
0:53.0,S. Kilpatrick misses free throw 2 of 2,,43-70,,
0:53.0,,,43-70,,Defensive rebound by E. Payton
0:48.0,,,43-70,,Turnover by V. Oladipo (lost ball; steal by S. Kilpatrick)
0:43.0,Offensive charge foul by C. McCullough,,43-70,,
0:43.0,Turnover by C. McCullough (offensive foul),,43-70,,
0:34.0,,,43-73,3,E. Fournier makes 3-pt shot from 23 ft (assist by E. Payton)
0:17.0,S. Kilpatrick makes 2-pt shot from 2 ft,2,45-73,,
0:00.0,,,45-73,,V. Oladipo misses 3-pt shot from 25 ft
0:00.0,,,45-73,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,T. Robinson misses 2-pt shot from 7 ft (block by D. Dedmon),,45-73,,
11:43.0,,,45-73,,Defensive rebound by Team
11:34.0,,,45-73,,Turnover by V. Oladipo (lost ball; steal by S. Kilpatrick)
11:29.0,Turnover by T. Robinson (bad pass),,45-73,,
11:20.0,,,45-75,2,D. Dedmon makes 2-pt shot at rim (assist by V. Oladipo)
10:58.0,,,45-75,,Personal foul by A. Gordon
10:45.0,S. Larkin misses 2-pt shot from 2 ft (block by D. Dedmon),,45-75,,
10:43.0,,,45-75,,Defensive rebound by E. Payton
10:37.0,,,45-78,3,V. Oladipo makes 3-pt shot from 24 ft
10:36.0,Brooklyn full timeout,,45-78,,
10:22.0,W. Ellington makes 3-pt shot from 24 ft (assist by S. Kilpatrick),3,48-78,,
10:09.0,,,48-78,,E. Payton misses 2-pt shot from 20 ft
10:08.0,Defensive rebound by T. Robinson,,48-78,,
9:53.0,H. Sims misses 2-pt shot from 2 ft,,48-78,,
9:51.0,Offensive rebound by T. Robinson,,48-78,,
9:46.0,Turnover by T. Robinson (bad pass),,48-78,,
9:39.0,,,48-80,2,A. Gordon makes 2-pt shot at rim (assist by E. Payton)
9:13.0,S. Kilpatrick misses 3-pt shot from 25 ft,,48-80,,
9:12.0,,,48-80,,Defensive rebound by A. Gordon
8:59.0,,,48-80,,E. Fournier misses 2-pt shot from 2 ft
8:57.0,Defensive rebound by H. Sims,,48-80,,
8:49.0,Shooting foul by D. Dedmon (drawn by H. Sims),,48-80,,
8:49.0,H. Sims makes free throw 1 of 2,1,49-80,,
8:49.0,H. Sims makes free throw 2 of 2,1,50-80,,
8:32.0,,,50-82,2,A. Gordon makes 2-pt shot from 13 ft (assist by E. Fournier)
8:17.0,W. Ellington misses 3-pt shot from 24 ft,,50-82,,
8:16.0,,,50-82,,Defensive rebound by D. Dedmon
8:13.0,,,50-82,,Turnover by D. Dedmon (lost ball; steal by S. Larkin)
8:09.0,S. Larkin misses 2-pt shot from 14 ft,,50-82,,
8:07.0,Offensive rebound by T. Robinson,,50-82,,
8:07.0,T. Robinson misses 2-pt shot from 3 ft,,50-82,,
8:04.0,Offensive rebound by T. Robinson,,50-82,,
8:04.0,T. Robinson misses 2-pt shot from 2 ft (block by D. Dedmon),,50-82,,
8:04.0,Offensive rebound by T. Robinson,,50-82,,
8:04.0,T. Robinson misses 2-pt shot from 2 ft,,50-82,,
8:04.0,Offensive rebound by Team,,50-82,,
7:57.0,H. Sims misses 2-pt shot from 6 ft,,50-82,,
7:55.0,Offensive rebound by T. Robinson,,50-82,,
7:55.0,T. Robinson makes 2-pt shot at rim,2,52-82,,
7:33.0,,,52-84,2,D. Dedmon makes 2-pt shot at rim (assist by V. Oladipo)
7:10.0,S. Kilpatrick misses 2-pt shot from 16 ft,,52-84,,
7:09.0,Offensive rebound by S. Kilpatrick,,52-84,,
7:06.0,S. Kilpatrick makes 2-pt shot from 15 ft,2,54-84,,
6:57.0,,,54-84,,E. Payton misses 2-pt shot from 2 ft (block by H. Sims)
6:57.0,,,54-84,,Offensive rebound by Team
6:57.0,W. Reed enters the game for H. Sims,,54-84,,
6:51.0,,,54-84,,Turnover by D. Dedmon (3 sec)
6:34.0,S. Kilpatrick misses 2-pt shot from 10 ft,,54-84,,
6:33.0,,,54-84,,Defensive rebound by V. Oladipo
6:20.0,,,54-84,,E. Fournier misses 2-pt shot from 3 ft (block by W. Reed)
6:18.0,Defensive rebound by S. Larkin,,54-84,,
6:04.0,,,54-84,,Personal foul by E. Payton
5:57.0,W. Reed makes 2-pt shot at rim (assist by T. Robinson),2,56-84,,
5:42.0,,,56-86,2,D. Dedmon makes 2-pt shot at rim (assist by E. Payton)
5:42.0,,,56-86,,Shooting foul by W. Ellington (drawn by D. Dedmon)
5:42.0,,,56-87,1,D. Dedmon makes free throw 1 of 1
5:25.0,W. Ellington misses 2-pt shot from 19 ft,,56-87,,
5:24.0,Offensive rebound by W. Reed,,56-87,,
5:24.0,W. Reed makes 2-pt shot from 2 ft,2,58-87,,
5:17.0,,,58-89,2,D. Dedmon makes 2-pt shot at rim (assist by E. Payton)
5:03.0,Turnover by S. Kilpatrick (lost ball; steal by V. Oladipo),,58-89,,
4:58.0,,,58-91,2,E. Payton makes 2-pt shot from 2 ft
4:58.0,,,58-91,,Shooting foul by W. Reed (drawn by E. Payton)
4:58.0,,,58-92,1,E. Payton makes free throw 1 of 1
4:51.0,Shooting foul by A. Gordon (drawn by T. Robinson),,58-92,,
4:51.0,T. Robinson misses free throw 1 of 2,,58-92,,
4:51.0,Offensive rebound by Team,,58-92,,
4:51.0,M. Brown enters the game for S. Kilpatrick,,58-92,,
4:51.0,T. Robinson misses free throw 2 of 2,,58-92,,
4:50.0,,,58-92,,Defensive rebound by D. Dedmon
4:39.0,,,58-94,2,V. Oladipo makes 2-pt shot from 18 ft (assist by E. Payton)
4:27.0,Shooting foul by E. Payton (drawn by T. Robinson),,58-94,,
4:27.0,T. Robinson makes free throw 1 of 2,1,59-94,,
4:27.0,S. Karasev enters the game for W. Ellington,,59-94,,
4:27.0,T. Robinson makes free throw 2 of 2,1,60-94,,
4:15.0,,,60-94,,A. Gordon misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by S. Karasev,,60-94,,
4:04.0,T. Robinson makes 2-pt shot from 3 ft,2,62-94,,
3:54.0,,,62-94,,E. Payton misses 3-pt shot from 25 ft
3:53.0,,,62-94,,Offensive rebound by Team
3:53.0,C. McCullough enters the game for T. Robinson,,62-94,,
3:53.0,,,62-94,,M. Hezonja enters the game for E. Fournier
3:38.0,,,62-96,2,E. Payton makes 2-pt shot from 2 ft
3:26.0,,,62-96,,Personal foul by V. Oladipo
3:26.0,M. Brown makes free throw 1 of 2,1,63-96,,
3:26.0,,,63-96,,J. Smith enters the game for D. Dedmon
3:26.0,M. Brown makes free throw 2 of 2,1,64-96,,
3:10.0,,,64-96,,Shooting foul by S. Larkin (drawn by E. Payton)
3:10.0,,,64-97,1,E. Payton makes free throw 1 of 2
3:10.0,S. Kilpatrick enters the game for S. Larkin,,64-97,,
3:10.0,,,64-98,1,E. Payton makes free throw 2 of 2
2:52.0,,,64-98,,Personal foul by V. Oladipo
2:52.0,,,64-98,,Orlando full timeout
2:52.0,,,64-98,,C. Watson enters the game for V. Oladipo
2:52.0,,,64-98,,B. Jennings enters the game for E. Payton
2:52.0,S. Kilpatrick misses free throw 1 of 2,,64-98,,
2:52.0,Offensive rebound by Team,,64-98,,
2:52.0,S. Kilpatrick makes free throw 2 of 2,1,65-98,,
2:36.0,,,65-100,2,J. Smith makes 2-pt shot from 18 ft (assist by M. Hezonja)
2:24.0,Shooting foul by C. Watson (drawn by M. Brown),,65-100,,
2:24.0,M. Brown misses free throw 1 of 2,,65-100,,
2:24.0,Offensive rebound by Team,,65-100,,
2:24.0,M. Brown makes free throw 2 of 2,1,66-100,,
2:02.0,,,66-100,,M. Hezonja misses 3-pt shot from 25 ft
2:01.0,Defensive rebound by S. Karasev,,66-100,,
1:43.0,S. Kilpatrick misses 2-pt shot from 1 ft (block by J. Smith),,66-100,,
1:43.0,Offensive rebound by Team,,66-100,,
1:36.0,M. Brown misses 3-pt shot from 26 ft,,66-100,,
1:35.0,Offensive rebound by W. Reed,,66-100,,
1:33.0,W. Reed makes 2-pt shot at rim,2,68-100,,
1:33.0,Shooting foul by J. Smith (drawn by W. Reed),,68-100,,
1:33.0,W. Reed misses free throw 1 of 1,,68-100,,
1:32.0,,,68-100,,Defensive rebound by M. Hezonja
1:29.0,,,68-100,,Shooting foul by S. Karasev (drawn by M. Hezonja)
1:29.0,,,68-101,1,M. Hezonja makes free throw 1 of 2
1:29.0,,,68-101,,A. Nicholson enters the game for A. Gordon
1:29.0,,,68-101,,M. Hezonja misses free throw 2 of 2
1:28.0,Defensive rebound by C. McCullough,,68-101,,
1:19.0,S. Kilpatrick makes 2-pt shot from 1 ft (assist by M. Brown),2,70-101,,
1:19.0,Shooting foul by A. Nicholson (drawn by S. Kilpatrick),,70-101,,
1:19.0,S. Kilpatrick makes free throw 1 of 1,1,71-101,,
1:06.0,,,71-101,,Shooting foul by C. McCullough (drawn by A. Nicholson)
1:06.0,,,71-101,,A. Nicholson misses free throw 1 of 2
1:06.0,,,71-101,,Offensive rebound by Team
1:06.0,,,71-101,,A. Nicholson misses free throw 2 of 2
1:05.0,Defensive rebound by W. Reed,,71-101,,
0:52.0,W. Reed misses 2-pt shot from 5 ft,,71-101,,
0:50.0,,,71-101,,Defensive rebound by J. Smith
0:40.0,,,71-101,,B. Jennings misses 2-pt shot from 7 ft (block by C. McCullough)
0:38.0,Defensive rebound by S. Karasev,,71-101,,
0:36.0,,,71-101,,Personal foul by B. Jennings
0:36.0,S. Karasev makes free throw 1 of 2,1,72-101,,
0:36.0,S. Karasev makes free throw 2 of 2,1,73-101,,
0:22.0,,,73-103,2,J. Smith makes 2-pt shot from 18 ft (assist by C. Watson)
0:07.0,Turnover by M. Brown (lost ball; steal by M. Hezonja),,73-103,,
0:01.0,,,73-103,,C. Watson misses 2-pt shot from 4 ft
0:00.0,,,73-103,,Offensive rebound by B. Jennings
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,73-103,,Turnover by M. Hezonja (lost ball; steal by C. McCullough)
11:26.0,Turnover by S. Kilpatrick (lost ball; steal by C. Watson),,73-103,,
11:21.0,,,73-106,3,B. Jennings makes 3-pt shot from 24 ft (assist by C. Watson)
11:05.0,W. Reed makes 2-pt shot at rim (assist by M. Brown),2,75-106,,
10:49.0,,,75-106,,J. Smith misses 2-pt shot from 17 ft
10:47.0,Defensive rebound by W. Reed,,75-106,,
10:40.0,S. Karasev makes 3-pt shot from 24 ft (assist by M. Brown),3,78-106,,
10:23.0,,,78-106,,B. Jennings misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by W. Reed,,78-106,,
10:15.0,C. McCullough makes 2-pt shot at rim (assist by M. Brown),2,80-106,,
9:57.0,,,80-106,,J. Smith misses 2-pt shot from 20 ft
9:56.0,,,80-106,,Offensive rebound by A. Nicholson
9:51.0,,,80-106,,M. Hezonja misses 3-pt shot from 24 ft
9:50.0,,,80-106,,Offensive rebound by Team
9:47.0,,,80-108,2,B. Jennings makes 2-pt shot from 20 ft
9:44.0,,,80-108,,Personal foul by B. Jennings
9:41.0,,,80-108,,Personal foul by M. Hezonja
9:37.0,,,80-108,,Personal foul by B. Jennings
9:31.0,S. Kilpatrick makes 2-pt shot from 17 ft,2,82-108,,
9:13.0,,,82-108,,Shooting foul by C. McCullough (drawn by A. Nicholson)
9:13.0,,,82-109,1,A. Nicholson makes free throw 1 of 2
9:13.0,H. Sims enters the game for W. Reed,,82-109,,
9:13.0,,,82-110,1,A. Nicholson makes free throw 2 of 2
8:58.0,C. McCullough makes 3-pt shot from 24 ft (assist by S. Kilpatrick),3,85-110,,
8:43.0,,,85-110,,B. Jennings misses 3-pt shot from 25 ft
8:42.0,,,85-110,,Offensive rebound by Team
8:42.0,Official timeout,,85-110,,
8:37.0,,,85-112,2,M. Hezonja makes 2-pt shot from 16 ft
8:22.0,Shooting foul by M. Hezonja (drawn by S. Karasev),,85-112,,
8:22.0,S. Karasev makes free throw 1 of 2,1,86-112,,
8:22.0,S. Karasev makes free throw 2 of 2,1,87-112,,
8:06.0,,,87-112,,Turnover by A. Nicholson (lost ball; steal by M. Brown)
8:03.0,Turnover by M. Brown (bad pass),,87-112,,
7:43.0,,,87-115,3,A. Nicholson makes 3-pt shot from 23 ft (assist by M. Hezonja)
7:30.0,,,87-115,,Shooting block foul by A. Nicholson (drawn by M. Brown)
7:30.0,M. Brown misses free throw 1 of 2,,87-115,,
7:30.0,Offensive rebound by Team,,87-115,,
7:30.0,W. Ellington enters the game for S. Kilpatrick,,87-115,,
7:30.0,M. Brown makes free throw 2 of 2,1,88-115,,
7:18.0,,,88-118,3,B. Jennings makes 3-pt shot from 23 ft (assist by C. Watson)
7:06.0,M. Brown makes 2-pt shot from 21 ft,2,90-118,,
6:55.0,,,90-121,3,B. Jennings makes 3-pt shot from 26 ft
6:44.0,Shooting foul by B. Jennings (drawn by M. Brown),,90-121,,
6:44.0,M. Brown misses free throw 1 of 2,,90-121,,
6:44.0,Offensive rebound by Team,,90-121,,
6:44.0,T. Robinson enters the game for C. McCullough,,90-121,,
6:44.0,,,90-121,,D. Marble enters the game for J. Smith
6:44.0,S. Larkin enters the game for S. Karasev,,90-121,,
6:44.0,M. Brown makes free throw 2 of 2,1,91-121,,
6:31.0,,,91-121,,Shooting foul by H. Sims (drawn by A. Nicholson)
6:31.0,,,91-121,,A. Nicholson misses free throw 1 of 2
6:31.0,,,91-121,,Offensive rebound by Team
6:31.0,,,91-122,1,A. Nicholson makes free throw 2 of 2
6:15.0,T. Robinson misses 2-pt shot from 10 ft,,91-122,,
6:14.0,Offensive rebound by H. Sims,,91-122,,
6:06.0,M. Brown misses 2-pt shot from 2 ft,,91-122,,
6:05.0,Offensive rebound by T. Robinson,,91-122,,
6:04.0,Shooting foul by D. Marble (drawn by T. Robinson),,91-122,,
6:04.0,T. Robinson misses free throw 1 of 2,,91-122,,
6:04.0,Offensive rebound by Team,,91-122,,
6:04.0,T. Robinson misses free throw 2 of 2,,91-122,,
