time,LA Clippers,pts.away,score,pts.home,Milwaukee
6:25.0,Offensive rebound by L. Mbah a Moute,,12-10,,
6:15.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,12-10,,
6:13.0,Offensive rebound by D. Jordan,,12-10,,
6:10.0,Shooting foul by G. Antetokounmpo (drawn by B. Griffin),,12-10,,
6:10.0,B. Griffin misses free throw 1 of 2,,12-10,,
6:10.0,Offensive rebound by Team,,12-10,,
6:10.0,B. Griffin makes free throw 2 of 2,1,13-10,,
6:00.0,,,13-10,,G. Antetokounmpo misses 3-pt shot from 25 ft
5:58.0,,,13-10,,Offensive rebound by G. Monroe
5:49.0,,,13-12,2,G. Monroe makes 2-pt shot from 4 ft
5:27.0,Turnover by C. Paul (bad pass),,13-12,,
5:27.0,,,13-12,,Milwaukee full timeout
5:27.0,W. Johnson enters the game for L. Mbah a Moute,,13-12,,
5:27.0,,,13-12,,M. Carter-Williams enters the game for O. Mayo
5:21.0,Personal foul by B. Griffin (drawn by J. Parker),,13-12,,
5:09.0,,,13-12,,J. Parker misses 2-pt shot from 16 ft
5:08.0,Defensive rebound by C. Paul,,13-12,,
4:47.0,Shooting foul by G. Antetokounmpo (drawn by W. Johnson),,13-12,,
4:47.0,W. Johnson misses free throw 1 of 2,,13-12,,
4:47.0,Offensive rebound by Team,,13-12,,
4:47.0,,,13-12,,R. Vaughn enters the game for G. Antetokounmpo
4:47.0,W. Johnson makes free throw 2 of 2,1,14-12,,
4:38.0,,,14-12,,M. Carter-Williams misses 2-pt shot from 15 ft
4:36.0,Defensive rebound by B. Griffin,,14-12,,
4:26.0,C. Paul makes 2-pt shot from 9 ft (assist by B. Griffin),2,16-12,,
4:12.0,,,16-12,,M. Carter-Williams misses 2-pt shot at rim
4:10.0,Defensive rebound by B. Griffin,,16-12,,
4:05.0,J. Redick misses 3-pt shot from 27 ft,,16-12,,
4:03.0,Offensive rebound by B. Griffin,,16-12,,
4:03.0,B. Griffin misses 2-pt shot at rim,,16-12,,
4:01.0,,,16-12,,Defensive rebound by J. Parker
3:44.0,,,16-15,3,K. Middleton makes 3-pt shot from 27 ft
3:25.0,J. Redick makes 2-pt shot from 22 ft (assist by C. Paul),2,18-15,,
3:08.0,,,18-15,,R. Vaughn misses 3-pt shot from 23 ft
3:07.0,,,18-15,,Offensive rebound by Team
3:07.0,,,18-15,,J. O'Bryant enters the game for J. Parker
3:07.0,J. Crawford enters the game for D. Jordan,,18-15,,
3:07.0,J. Smith enters the game for J. Redick,,18-15,,
2:54.0,,,18-15,,K. Middleton misses 3-pt shot from 23 ft
2:53.0,Defensive rebound by B. Griffin,,18-15,,
2:44.0,J. Smith misses 2-pt shot from 2 ft,,18-15,,
2:42.0,Offensive rebound by J. Smith,,18-15,,
2:38.0,W. Johnson misses 3-pt shot from 26 ft,,18-15,,
2:37.0,,,18-15,,Defensive rebound by G. Monroe
2:24.0,,,18-17,2,G. Monroe makes 2-pt shot from 7 ft (assist by M. Carter-Williams)
2:11.0,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul),2,20-17,,
1:53.0,,,20-19,2,M. Carter-Williams makes 2-pt shot from 1 ft
1:51.0,LA Clippers full timeout,,20-19,,
1:51.0,A. Rivers enters the game for C. Paul,,20-19,,
1:27.0,Turnover by J. Crawford (bad pass; steal by R. Vaughn),,20-19,,
1:24.0,,,20-19,,Turnover by M. Carter-Williams (bad pass; steal by W. Johnson)
1:22.0,Shooting foul by J. O'Bryant (drawn by J. Smith),,20-19,,
1:22.0,J. Smith makes free throw 1 of 2,1,21-19,,
1:22.0,P. Pierce enters the game for B. Griffin,,21-19,,
1:22.0,J. Smith makes free throw 2 of 2,1,22-19,,
1:11.0,,,22-19,,G. Monroe misses 2-pt shot at rim (block by J. Smith)
1:09.0,Defensive rebound by P. Pierce,,22-19,,
1:03.0,Turnover by A. Rivers (lost ball; steal by M. Carter-Williams),,22-19,,
1:01.0,,,22-21,2,M. Carter-Williams makes 2-pt shot at rim
1:01.0,,,22-21,,Shooting foul by P. Pierce (drawn by M. Carter-Williams)
1:01.0,,,22-22,1,M. Carter-Williams makes free throw 1 of 1
0:50.0,J. Crawford misses 2-pt shot from 15 ft,,22-22,,
0:49.0,,,22-22,,Defensive rebound by K. Middleton
0:42.0,,,22-24,2,M. Carter-Williams makes 2-pt shot from 5 ft (assist by K. Middleton)
0:30.0,W. Johnson misses 2-pt shot from 2 ft,,22-24,,
0:28.0,,,22-24,,Defensive rebound by R. Vaughn
0:08.0,,,22-26,2,M. Carter-Williams makes 2-pt shot at rim
0:00.0,J. Smith makes 3-pt shot from 22 ft (assist by A. Rivers),3,25-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,25-28,2,J. Henson makes 2-pt shot from 6 ft (assist by M. Carter-Williams)
11:21.0,,,25-28,,Personal foul by J. Henson (drawn by D. Jordan)
11:05.0,J. Crawford misses 3-pt shot from 27 ft,,25-28,,
11:04.0,,,25-28,,Defensive rebound by O. Mayo
10:38.0,,,25-31,3,J. O'Bryant makes 3-pt shot from 23 ft (assist by O. Mayo)
10:13.0,P. Pierce misses 3-pt shot from 25 ft,,25-31,,
10:12.0,,,25-31,,Defensive rebound by R. Vaughn
10:01.0,Shooting block foul by A. Rivers (drawn by M. Carter-Williams),,25-31,,
10:01.0,,,25-32,1,M. Carter-Williams makes free throw 1 of 2
10:01.0,,,25-32,,M. Carter-Williams misses free throw 2 of 2
10:00.0,Defensive rebound by D. Jordan,,25-32,,
9:48.0,J. Crawford misses 2-pt shot from 7 ft,,25-32,,
9:46.0,Offensive rebound by J. Crawford,,25-32,,
9:46.0,J. Crawford misses 2-pt shot from 1 ft,,25-32,,
9:45.0,,,25-32,,Defensive rebound by R. Vaughn
9:40.0,Personal foul by L. Stephenson (drawn by O. Mayo),,25-32,,
9:40.0,C. Paul enters the game for A. Rivers,,25-32,,
9:27.0,,,25-34,2,J. Henson makes 2-pt shot at rim (assist by R. Vaughn)
9:18.0,J. Crawford makes 3-pt shot from 24 ft (assist by C. Paul),3,28-34,,
9:05.0,,,28-34,,R. Vaughn misses 2-pt shot from 1 ft (block by D. Jordan)
9:02.0,Defensive rebound by C. Paul,,28-34,,
8:50.0,Shooting foul by J. Henson (drawn by P. Pierce),,28-34,,
8:50.0,Official timeout,,28-34,,
8:50.0,P. Pierce misses free throw 1 of 2,,28-34,,
8:50.0,Offensive rebound by Team,,28-34,,
8:50.0,P. Pierce makes free throw 2 of 2,1,29-34,,
8:40.0,,,29-36,2,O. Mayo makes 2-pt shot from 15 ft (assist by M. Carter-Williams)
8:21.0,J. Crawford misses 2-pt shot from 12 ft,,29-36,,
8:20.0,,,29-36,,Defensive rebound by J. Henson
8:06.0,,,29-36,,J. Henson misses 2-pt shot from 2 ft
8:04.0,Defensive rebound by D. Jordan,,29-36,,
7:54.0,C. Paul misses 3-pt shot from 26 ft,,29-36,,
7:53.0,,,29-36,,Defensive rebound by O. Mayo
7:44.0,,,29-38,2,O. Mayo makes 2-pt shot from 16 ft
7:30.0,,,29-38,,Personal foul by M. Carter-Williams (drawn by C. Paul)
7:30.0,B. Griffin enters the game for P. Pierce,,29-38,,
7:30.0,J. Redick enters the game for J. Crawford,,29-38,,
7:19.0,Offensive foul by B. Griffin,,29-38,,
7:19.0,Turnover by B. Griffin (offensive foul),,29-38,,
7:19.0,,,29-38,,J. Parker enters the game for J. O'Bryant
7:05.0,,,29-40,2,J. Henson makes 2-pt shot at rim (assist by M. Carter-Williams)
6:55.0,B. Griffin misses 2-pt shot from 18 ft,,29-40,,
6:55.0,Offensive rebound by Team,,29-40,,
6:55.0,,,29-40,,Loose ball foul by O. Mayo (drawn by D. Jordan)
6:55.0,,,29-40,,K. Middleton enters the game for R. Vaughn
6:55.0,W. Johnson enters the game for L. Stephenson,,29-40,,
6:40.0,J. Redick misses 2-pt shot from 19 ft,,29-40,,
6:39.0,Offensive rebound by D. Jordan,,29-40,,
6:26.0,Turnover by C. Paul (bad pass; steal by O. Mayo),,29-40,,
6:21.0,,,29-40,,J. Parker misses 2-pt shot from 1 ft (block by W. Johnson)
6:18.0,Defensive rebound by J. Redick,,29-40,,
6:15.0,,,29-40,,Personal foul by O. Mayo (drawn by B. Griffin)
6:15.0,B. Griffin makes free throw 1 of 2,1,30-40,,
6:15.0,B. Griffin makes free throw 2 of 2,1,31-40,,
5:58.0,Personal foul by C. Paul (drawn by K. Middleton),,31-40,,
5:58.0,,,31-40,,Milwaukee full timeout
5:58.0,,,31-40,,G. Monroe enters the game for J. Henson
5:58.0,,,31-40,,G. Antetokounmpo enters the game for M. Carter-Williams
5:46.0,,,31-40,,Turnover by O. Mayo (bad pass; steal by W. Johnson)
5:42.0,Turnover by J. Redick (bad pass; steal by J. Parker),,31-40,,
5:36.0,,,31-40,,Turnover by K. Middleton (step out of bounds)
5:25.0,B. Griffin makes 2-pt shot from 1 ft (assist by J. Redick),2,33-40,,
5:08.0,,,33-42,2,O. Mayo makes 2-pt shot from 16 ft
4:51.0,W. Johnson misses 3-pt shot from 27 ft,,33-42,,
4:49.0,Offensive rebound by D. Jordan,,33-42,,
4:43.0,C. Paul makes 2-pt shot at rim,2,35-42,,
4:23.0,,,35-42,,O. Mayo misses 2-pt shot from 20 ft
4:22.0,Defensive rebound by J. Redick,,35-42,,
4:11.0,Turnover by D. Jordan (3 sec),,35-42,,
4:01.0,,,35-42,,G. Monroe misses 2-pt shot from 15 ft (block by W. Johnson)
3:59.0,Defensive rebound by W. Johnson,,35-42,,
3:57.0,W. Johnson makes 2-pt shot at rim,2,37-42,,
3:39.0,,,37-44,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by O. Mayo)
3:32.0,W. Johnson makes 2-pt shot at rim (assist by C. Paul),2,39-44,,
3:14.0,,,39-44,,O. Mayo misses 2-pt shot from 4 ft
3:13.0,,,39-44,,Offensive rebound by Team
3:10.0,,,39-44,,O. Mayo misses 2-pt shot from 13 ft
3:09.0,Defensive rebound by J. Redick,,39-44,,
3:05.0,C. Paul makes 2-pt shot at rim (assist by J. Redick),2,41-44,,
2:58.0,,,41-44,,Milwaukee full timeout
2:58.0,LA Clippers full timeout,,41-44,,
2:58.0,,,41-44,,M. Carter-Williams enters the game for O. Mayo
2:44.0,,,41-44,,G. Monroe misses 2-pt shot from 14 ft
2:43.0,Defensive rebound by D. Jordan,,41-44,,
2:32.0,W. Johnson misses 3-pt shot from 26 ft,,41-44,,
2:30.0,,,41-44,,Defensive rebound by G. Monroe
2:26.0,,,41-44,,Offensive foul by K. Middleton
2:26.0,,,41-44,,Turnover by K. Middleton (offensive foul)
2:13.0,B. Griffin misses 2-pt shot from 19 ft,,41-44,,
2:12.0,,,41-44,,Defensive rebound by G. Antetokounmpo
2:05.0,Personal foul by C. Paul (drawn by G. Antetokounmpo),,41-44,,
1:55.0,,,41-44,,K. Middleton misses 2-pt shot from 17 ft
1:54.0,,,41-44,,Offensive rebound by G. Monroe
1:53.0,,,41-46,2,G. Monroe makes 2-pt shot at rim
1:42.0,,,41-46,,Personal foul by K. Middleton (drawn by J. Redick)
1:42.0,J. Redick misses free throw 1 of 2,,41-46,,
1:42.0,Offensive rebound by Team,,41-46,,
1:42.0,,,41-46,,R. Vaughn enters the game for K. Middleton
1:42.0,J. Redick makes free throw 2 of 2,1,42-46,,
1:23.0,,,42-46,,Turnover by G. Monroe (lost ball; steal by B. Griffin)
1:21.0,Shooting foul by G. Antetokounmpo (drawn by B. Griffin),,42-46,,
1:21.0,B. Griffin makes free throw 1 of 2,1,43-46,,
1:21.0,B. Griffin misses free throw 2 of 2,,43-46,,
1:20.0,Offensive rebound by D. Jordan,,43-46,,
1:15.0,C. Paul makes 2-pt shot from 16 ft,2,45-46,,
0:57.0,,,45-48,2,J. Parker makes 2-pt shot from 16 ft (assist by M. Carter-Williams)
0:53.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,47-48,,
0:36.0,,,47-48,,M. Carter-Williams misses 2-pt shot from 14 ft
0:35.0,Defensive rebound by D. Jordan,,47-48,,
0:28.0,C. Paul misses 3-pt shot from 27 ft,,47-48,,
0:28.0,,,47-48,,Defensive rebound by G. Antetokounmpo
0:28.0,A. Rivers enters the game for C. Paul,,47-48,,
0:28.0,J. Smith enters the game for B. Griffin,,47-48,,
0:28.0,,,47-48,,J. O'Bryant enters the game for G. Antetokounmpo
0:28.0,L. Mbah a Moute enters the game for J. Redick,,47-48,,
0:05.0,,,47-48,,Turnover by Team (shot clock)
0:05.0,LA Clippers full timeout,,47-48,,
0:05.0,J. Redick enters the game for L. Mbah a Moute,,47-48,,
0:05.0,J. Crawford enters the game for D. Jordan,,47-48,,
0:05.0,C. Paul enters the game for J. Smith,,47-48,,
0:05.0,B. Griffin enters the game for A. Rivers,,47-48,,
0:02.0,C. Paul misses 2-pt shot from 1 ft,,47-48,,
0:00.0,,,47-48,,Defensive rebound by J. O'Bryant
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,47-48,,K. Middleton misses 2-pt shot from 16 ft
11:46.0,Defensive rebound by B. Griffin,,47-48,,
11:29.0,B. Griffin misses 2-pt shot from 17 ft,,47-48,,
11:28.0,,,47-48,,Defensive rebound by G. Antetokounmpo
11:17.0,,,47-50,2,J. Parker makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
11:00.0,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul),3,50-50,,
10:43.0,,,50-50,,J. Parker misses 2-pt shot from 18 ft
10:42.0,Defensive rebound by D. Jordan,,50-50,,
10:32.0,Turnover by B. Griffin (bad pass; steal by K. Middleton),,50-50,,
10:28.0,,,50-50,,Turnover by K. Middleton (bad pass)
10:17.0,J. Redick misses 2-pt shot from 21 ft,,50-50,,
10:16.0,,,50-50,,Defensive rebound by K. Middleton
10:04.0,,,50-52,2,J. Parker makes 2-pt shot at rim (assist by K. Middleton)
9:46.0,Turnover by L. Mbah a Moute (bad pass),,50-52,,
9:33.0,,,50-54,2,K. Middleton makes 2-pt shot at rim (assist by G. Monroe)
9:02.0,B. Griffin makes 2-pt shot from 10 ft,2,52-54,,
8:45.0,,,52-56,2,G. Monroe makes 2-pt shot at rim
8:31.0,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul),3,55-56,,
8:08.0,,,55-56,,O. Mayo misses 3-pt shot from 26 ft
8:06.0,Defensive rebound by D. Jordan,,55-56,,
7:43.0,J. Redick makes 2-pt shot from 5 ft,2,57-56,,
7:21.0,,,57-56,,J. Parker misses 2-pt shot from 2 ft
7:19.0,,,57-56,,Offensive rebound by G. Monroe
7:19.0,,,57-56,,G. Monroe misses 2-pt shot from 2 ft
7:17.0,Defensive rebound by B. Griffin,,57-56,,
7:08.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin),3,60-56,,
6:54.0,Violation by D. Jordan (kicked ball),,60-56,,
6:39.0,,,60-56,,J. Parker misses 2-pt shot from 4 ft
6:38.0,Defensive rebound by Team,,60-56,,
6:22.0,B. Griffin misses 2-pt shot from 13 ft,,60-56,,
6:21.0,,,60-56,,Defensive rebound by G. Antetokounmpo
6:05.0,,,60-56,,G. Antetokounmpo misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by D. Jordan,,60-56,,
5:40.0,C. Paul makes 3-pt shot from 26 ft,3,63-56,,
5:40.0,,,63-56,,Milwaukee full timeout
5:40.0,,,63-56,,M. Carter-Williams enters the game for J. Parker
5:33.0,,,63-58,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by O. Mayo)
5:15.0,J. Redick makes 2-pt shot from 18 ft (assist by D. Jordan),2,65-58,,
4:50.0,,,65-60,2,G. Monroe makes 2-pt shot from 2 ft
4:42.0,,,65-60,,Personal foul by O. Mayo (drawn by L. Mbah a Moute)
4:30.0,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul),2,67-60,,
4:16.0,,,67-62,2,M. Carter-Williams makes 2-pt shot from 2 ft (assist by O. Mayo)
3:54.0,C. Paul misses 2-pt shot from 16 ft,,67-62,,
3:53.0,,,67-62,,Defensive rebound by K. Middleton
3:47.0,Personal foul by C. Paul (drawn by G. Antetokounmpo),,67-62,,
3:47.0,W. Johnson enters the game for L. Mbah a Moute,,67-62,,
3:34.0,,,67-64,2,M. Carter-Williams makes 2-pt shot at rim (assist by G. Monroe)
3:09.0,C. Paul misses 2-pt shot from 16 ft,,67-64,,
3:08.0,,,67-64,,Defensive rebound by G. Antetokounmpo
2:57.0,,,67-64,,K. Middleton misses 2-pt shot from 16 ft
2:55.0,Defensive rebound by D. Jordan,,67-64,,
2:49.0,J. Redick misses 3-pt shot from 29 ft,,67-64,,
2:48.0,Offensive rebound by B. Griffin,,67-64,,
2:47.0,,,67-64,,Personal foul by M. Carter-Williams (drawn by B. Griffin)
2:47.0,LA Clippers full timeout,,67-64,,
2:47.0,J. Smith enters the game for B. Griffin,,67-64,,
2:35.0,Turnover by D. Jordan (traveling),,67-64,,
2:26.0,,,67-64,,G. Antetokounmpo misses 2-pt shot from 3 ft
2:25.0,Defensive rebound by J. Smith,,67-64,,
2:20.0,C. Paul makes 2-pt shot at rim,2,69-64,,
2:04.0,,,69-64,,Shooting foul by D. Jordan (drawn by G. Antetokounmpo)
2:04.0,,,69-65,1,G. Antetokounmpo makes free throw 1 of 2
2:04.0,J. Crawford enters the game for J. Redick,,69-65,,
2:04.0,,,69-66,1,G. Antetokounmpo makes free throw 2 of 2
1:53.0,J. Crawford misses 3-pt shot from 24 ft,,69-66,,
1:52.0,,,69-66,,Defensive rebound by G. Monroe
1:45.0,,,69-66,,G. Antetokounmpo misses 2-pt shot from 17 ft
1:44.0,Defensive rebound by D. Jordan,,69-66,,
1:25.0,J. Smith makes 3-pt shot from 25 ft (assist by C. Paul),3,72-66,,
1:12.0,,,72-66,,Turnover by K. Middleton (lost ball; steal by W. Johnson)
1:08.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,74-66,,
1:08.0,Shooting foul by G. Antetokounmpo (drawn by D. Jordan),,74-66,,
1:08.0,,,74-66,,J. Parker enters the game for G. Antetokounmpo
1:08.0,,,74-66,,J. Henson enters the game for G. Monroe
1:08.0,A. Rivers enters the game for C. Paul,,74-66,,
1:08.0,D. Jordan misses free throw 1 of 1,,74-66,,
1:07.0,,,74-66,,Defensive rebound by M. Carter-Williams
0:55.0,,,74-66,,M. Carter-Williams misses 2-pt shot from 17 ft
0:54.0,Defensive rebound by A. Rivers,,74-66,,
0:46.0,W. Johnson misses 3-pt shot from 26 ft,,74-66,,
0:43.0,,,74-66,,Defensive rebound by Team
0:43.0,B. Griffin enters the game for D. Jordan,,74-66,,
0:43.0,Violation by Team (delay of game),,74-66,,
0:29.0,,,74-66,,M. Carter-Williams misses 2-pt shot from 8 ft
0:28.0,Defensive rebound by W. Johnson,,74-66,,
0:07.0,,,74-66,,Shooting block foul by J. Henson (drawn by J. Smith)
0:07.0,J. Smith misses free throw 1 of 2,,74-66,,
0:07.0,Offensive rebound by Team,,74-66,,
0:07.0,L. Mbah a Moute enters the game for B. Griffin,,74-66,,
0:07.0,J. Smith makes free throw 2 of 2,1,75-66,,
0:05.0,Personal take foul by A. Rivers (drawn by M. Carter-Williams),,75-66,,
0:00.0,,,75-68,2,O. Mayo makes 2-pt shot at rim (assist by J. Henson)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,,,75-68,,Violation by Team (delay of game)
11:42.0,B. Griffin misses 2-pt shot from 19 ft,,75-68,,
11:41.0,,,75-68,,Defensive rebound by O. Mayo
11:32.0,,,75-68,,Turnover by O. Mayo (bad pass; steal by W. Johnson)
11:28.0,W. Johnson makes 2-pt shot at rim (assist by B. Griffin),2,77-68,,
11:28.0,Shooting foul by J. Henson (drawn by W. Johnson),,77-68,,
11:28.0,W. Johnson misses free throw 1 of 1,,77-68,,
11:26.0,,,77-68,,Defensive rebound by J. Parker
11:03.0,,,77-70,2,M. Carter-Williams makes 2-pt shot from 5 ft
10:37.0,B. Griffin misses 2-pt shot from 22 ft,,77-70,,
10:35.0,Offensive rebound by J. Smith,,77-70,,
10:31.0,W. Johnson misses 3-pt shot from 25 ft,,77-70,,
10:30.0,,,77-70,,Defensive rebound by R. Vaughn
10:22.0,,,77-70,,O. Mayo misses 3-pt shot from 27 ft
10:21.0,Defensive rebound by W. Johnson,,77-70,,
10:10.0,J. Smith misses 3-pt shot from 26 ft,,77-70,,
10:09.0,,,77-70,,Defensive rebound by R. Vaughn
9:48.0,,,77-70,,Turnover by O. Mayo (bad pass; steal by B. Griffin)
9:37.0,,,77-70,,Personal foul by O. Mayo (drawn by J. Crawford)
9:37.0,L. Stephenson enters the game for W. Johnson,,77-70,,
9:37.0,,,77-70,,K. Middleton enters the game for O. Mayo
9:33.0,A. Rivers makes 2-pt shot from 1 ft,2,79-70,,
9:33.0,Shooting foul by R. Vaughn (drawn by A. Rivers),,79-70,,
9:33.0,A. Rivers makes free throw 1 of 1,1,80-70,,
9:27.0,Personal block foul by A. Rivers (drawn by M. Carter-Williams),,80-70,,
9:20.0,,,80-72,2,J. Henson makes 2-pt shot from 4 ft (assist by M. Carter-Williams)
9:01.0,B. Griffin misses 2-pt shot from 20 ft,,80-72,,
8:59.0,,,80-72,,Defensive rebound by K. Middleton
8:49.0,,,80-72,,J. Parker misses 2-pt shot at rim (block by J. Smith)
8:47.0,Defensive rebound by B. Griffin,,80-72,,
8:40.0,J. Crawford misses 2-pt shot from 19 ft,,80-72,,
8:39.0,,,80-72,,Defensive rebound by K. Middleton
8:36.0,Technical foul by J. Crawford,,80-72,,
8:36.0,Official timeout,,80-72,,
8:36.0,,,80-73,1,K. Middleton makes technical free throw
8:24.0,,,80-73,,J. Henson misses 2-pt shot from 5 ft
8:23.0,,,80-73,,Offensive rebound by J. Henson
8:22.0,,,80-73,,J. Henson misses 2-pt shot from 1 ft
8:20.0,Defensive rebound by J. Smith,,80-73,,
8:03.0,Turnover by L. Stephenson (lost ball),,80-73,,
7:49.0,,,80-75,2,K. Middleton makes 2-pt shot from 15 ft (assist by M. Carter-Williams)
7:30.0,,,80-75,,Personal foul by J. Henson (drawn by J. Crawford)
7:30.0,C. Paul enters the game for A. Rivers,,80-75,,
7:30.0,J. Redick enters the game for L. Stephenson,,80-75,,
7:30.0,,,80-75,,G. Monroe enters the game for J. Henson
7:22.0,J. Crawford makes 2-pt shot from 4 ft,2,82-75,,
7:05.0,,,82-77,2,G. Monroe makes 2-pt shot at rim (assist by M. Carter-Williams)
6:47.0,Shooting foul by J. Parker (drawn by B. Griffin),,82-77,,
6:47.0,B. Griffin misses free throw 1 of 2,,82-77,,
6:47.0,Offensive rebound by Team,,82-77,,
6:47.0,D. Jordan enters the game for J. Smith,,82-77,,
6:47.0,B. Griffin makes free throw 2 of 2,1,83-77,,
6:29.0,,,83-77,,J. Parker misses 2-pt shot from 13 ft
6:28.0,Defensive rebound by C. Paul,,83-77,,
6:24.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,85-77,,
6:07.0,,,85-77,,G. Monroe misses 2-pt shot from 4 ft
6:07.0,,,85-77,,Offensive rebound by J. Parker
6:07.0,Personal foul by D. Jordan (drawn by J. Parker),,85-77,,
6:07.0,,,85-77,,O. Mayo enters the game for R. Vaughn
5:54.0,,,85-77,,M. Carter-Williams misses 2-pt shot from 15 ft
5:54.0,,,85-77,,Offensive rebound by Team
5:54.0,Loose ball foul by C. Paul (drawn by J. Parker),,85-77,,
5:54.0,,,85-77,,Milwaukee full timeout
5:47.0,,,85-77,,G. Monroe misses 2-pt shot from 2 ft
5:45.0,Defensive rebound by D. Jordan,,85-77,,
5:38.0,J. Crawford makes 3-pt shot from 23 ft (assist by C. Paul),3,88-77,,
5:16.0,,,88-77,,J. Parker misses 2-pt shot from 1 ft (block by D. Jordan)
5:15.0,Defensive rebound by D. Jordan,,88-77,,
5:15.0,Turnover by D. Jordan (bad pass),,88-77,,
5:05.0,,,88-77,,O. Mayo misses 2-pt shot from 7 ft
5:03.0,Defensive rebound by B. Griffin,,88-77,,
5:02.0,,,88-77,,Personal take foul by J. Parker (drawn by D. Jordan)
5:02.0,D. Jordan misses free throw 1 of 2,,88-77,,
5:02.0,Offensive rebound by Team,,88-77,,
