time,Golden State,pts.away,score,pts.home,LA Clippers
4:43.0,Personal foul by S. Curry (drawn by C. Paul),,21-10,,
4:43.0,S. Livingston enters the game for S. Curry,,21-10,,
4:21.0,,,21-12,2,J. Crawford makes 2-pt shot from 12 ft
4:04.0,Shooting foul by J. Green (drawn by K. Thompson),,21-12,,
4:04.0,K. Thompson makes free throw 1 of 2,1,22-12,,
4:04.0,L. Barbosa enters the game for B. Rush,,22-12,,
4:04.0,K. Thompson makes free throw 2 of 2,1,23-12,,
3:54.0,,,23-14,2,C. Paul makes 2-pt shot from 2 ft
3:35.0,K. Thompson misses 3-pt shot from 26 ft,,23-14,,
3:34.0,,,23-14,,Defensive rebound by C. Paul
3:27.0,,,23-17,3,C. Paul makes 3-pt shot from 25 ft
3:18.0,Golden State full timeout,,23-17,,
3:01.0,A. Iguodala misses 3-pt shot from 25 ft,,23-17,,
3:00.0,,,23-17,,Defensive rebound by C. Paul
2:49.0,,,23-17,,J. Crawford misses 3-pt shot from 25 ft
2:48.0,Defensive rebound by S. Livingston,,23-17,,
2:27.0,K. Thompson misses 2-pt shot from 11 ft,,23-17,,
2:25.0,,,23-17,,Defensive rebound by C. Paul
2:14.0,,,23-17,,C. Paul misses 3-pt shot from 26 ft
2:11.0,Defensive rebound by D. Green,,23-17,,
2:05.0,K. Thompson makes 2-pt shot from 3 ft,2,25-17,,
1:58.0,Technical foul by D. Green,,25-17,,
1:58.0,,,25-18,1,C. Paul makes technical free throw
1:46.0,,,25-18,,Turnover by J. Crawford (bad pass; steal by K. Thompson)
1:34.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,27-18,,
1:15.0,,,27-18,,C. Paul misses 2-pt shot from 2 ft
1:13.0,Defensive rebound by A. Iguodala,,27-18,,
1:08.0,K. Thompson makes 3-pt shot from 23 ft (assist by A. Iguodala),3,30-18,,
0:54.0,Personal foul by K. Thompson (drawn by C. Paul),,30-18,,
0:54.0,,,30-18,,P. Prigioni enters the game for C. Paul
0:42.0,,,30-18,,Turnover by J. Green (lost ball; steal by A. Iguodala)
0:37.0,Shooting foul by P. Prigioni (drawn by A. Iguodala),,30-18,,
0:37.0,A. Iguodala misses free throw 1 of 2,,30-18,,
0:37.0,Offensive rebound by Team,,30-18,,
0:37.0,,,30-18,,P. Pierce enters the game for D. Jordan
0:37.0,A. Iguodala makes free throw 2 of 2,1,31-18,,
0:31.0,,,31-18,,Shooting foul by S. Livingston (drawn by J. Crawford)
0:31.0,,,31-19,1,J. Crawford makes free throw 1 of 2
0:31.0,,,31-20,1,J. Crawford makes free throw 2 of 2
0:12.0,A. Iguodala misses 2-pt shot from 4 ft,,31-20,,
0:11.0,Offensive rebound by D. Green,,31-20,,
0:07.0,,,31-20,,Personal block foul by P. Pierce (drawn by K. Thompson)
0:07.0,K. Thompson makes free throw 1 of 2,1,32-20,,
0:07.0,,,32-20,,C. Paul enters the game for P. Prigioni
0:07.0,K. Thompson makes free throw 2 of 2,1,33-20,,
0:01.0,,,33-20,,J. Crawford misses 3-pt shot from 26 ft
0:00.0,,,33-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,33-20,,Personal foul by P. Prigioni (drawn by S. Curry)
11:41.0,A. Iguodala makes 2-pt shot from 19 ft (assist by S. Curry),2,35-20,,
11:31.0,Personal foul by S. Livingston (drawn by J. Green),,35-20,,
11:25.0,,,35-20,,W. Johnson misses 3-pt shot from 23 ft
11:25.0,Defensive rebound by Team,,35-20,,
11:25.0,,,35-20,,Loose ball foul by J. Green (drawn by A. Iguodala)
11:25.0,,,35-20,,C. Aldrich enters the game for J. Green
11:08.0,Turnover by S. Livingston (bad pass; steal by J. Crawford),,35-20,,
10:58.0,Personal foul by S. Livingston (drawn by C. Aldrich),,35-20,,
10:58.0,B. Rush enters the game for S. Livingston,,35-20,,
10:50.0,,,35-23,3,W. Johnson makes 3-pt shot from 23 ft (assist by P. Prigioni)
10:36.0,,,35-23,,Personal foul by P. Pierce (drawn by M. Speights)
10:36.0,,,35-23,,J. Redick enters the game for P. Pierce
10:31.0,S. Curry misses 3-pt shot from 25 ft,,35-23,,
10:30.0,,,35-23,,Defensive rebound by P. Prigioni
10:22.0,,,35-23,,J. Crawford misses 2-pt shot from 2 ft
10:18.0,,,35-23,,Offensive rebound by C. Aldrich
10:17.0,,,35-25,2,W. Johnson makes 2-pt shot from 19 ft (assist by C. Aldrich)
10:08.0,M. Speights misses 2-pt shot from 21 ft,,35-25,,
10:07.0,,,35-25,,Defensive rebound by C. Aldrich
10:00.0,,,35-25,,Offensive charge foul by C. Aldrich
10:00.0,,,35-25,,Turnover by C. Aldrich (offensive foul)
9:39.0,S. Curry misses 2-pt shot from 15 ft,,35-25,,
9:36.0,Offensive rebound by H. Barnes,,35-25,,
9:36.0,H. Barnes makes 2-pt shot at rim,2,37-25,,
9:09.0,,,37-25,,P. Prigioni misses 3-pt shot from 27 ft
9:08.0,Defensive rebound by A. Iguodala,,37-25,,
8:54.0,Offensive foul by M. Speights,,37-25,,
8:54.0,Turnover by M. Speights (offensive foul),,37-25,,
8:54.0,Official timeout,,37-25,,
8:31.0,,,37-25,,J. Redick misses 2-pt shot from 11 ft
8:30.0,,,37-25,,Offensive rebound by C. Aldrich
8:20.0,,,37-27,2,J. Redick makes 2-pt shot from 1 ft (assist by P. Prigioni)
8:19.0,,,37-27,,Technical foul by J. Redick
8:19.0,S. Curry makes technical free throw,1,38-27,,
8:19.0,,,38-27,,C. Paul enters the game for P. Prigioni
8:04.0,M. Speights makes 2-pt shot at rim (assist by S. Curry),2,40-27,,
7:42.0,,,40-27,,C. Paul misses 2-pt shot from 6 ft
7:41.0,,,40-27,,Offensive rebound by C. Aldrich
7:38.0,,,40-27,,C. Aldrich misses 2-pt shot from 1 ft
7:36.0,,,40-27,,Offensive rebound by C. Aldrich
7:35.0,,,40-29,2,C. Aldrich makes 2-pt shot from 2 ft
7:27.0,B. Rush makes 2-pt shot from 2 ft (assist by S. Curry),2,42-29,,
7:23.0,,,42-32,3,J. Crawford makes 3-pt shot from 25 ft (assist by C. Paul)
7:23.0,,,42-32,,Shooting foul by H. Barnes (drawn by J. Crawford)
7:23.0,D. Green enters the game for M. Speights,,42-32,,
7:23.0,,,42-32,,D. Jordan enters the game for C. Aldrich
7:23.0,,,42-32,,J. Green enters the game for W. Johnson
7:23.0,K. Thompson enters the game for A. Iguodala,,42-32,,
7:23.0,,,42-33,1,J. Crawford makes free throw 1 of 1
7:13.0,,,42-33,,Personal foul by C. Paul (drawn by S. Curry)
7:12.0,,,42-33,,Technical foul by C. Paul (drawn by S. Curry)
7:12.0,S. Curry makes technical free throw,1,43-33,,
7:12.0,Golden State full timeout,,43-33,,
7:01.0,Shooting foul by D. Jordan (drawn by H. Barnes),,43-33,,
7:01.0,H. Barnes misses free throw 1 of 2,,43-33,,
7:01.0,Offensive rebound by Team,,43-33,,
7:01.0,H. Barnes makes free throw 2 of 2,1,44-33,,
6:51.0,Personal foul by H. Barnes (drawn by J. Green),,44-33,,
6:51.0,L. Barbosa enters the game for H. Barnes,,44-33,,
6:43.0,,,44-33,,J. Green misses 3-pt shot from 26 ft
6:42.0,,,44-33,,Offensive rebound by D. Jordan
6:42.0,,,44-33,,D. Jordan misses 2-pt shot from 3 ft
6:41.0,Defensive rebound by Team,,44-33,,
6:31.0,Shooting foul by D. Jordan (drawn by S. Curry),,44-33,,
6:31.0,S. Curry makes free throw 1 of 2,1,45-33,,
6:31.0,S. Curry makes free throw 2 of 2,1,46-33,,
6:15.0,,,46-35,2,J. Redick makes 2-pt shot from 1 ft
6:09.0,D. Green makes 2-pt shot from 2 ft,2,48-35,,
5:54.0,Personal foul by L. Barbosa (drawn by J. Crawford),,48-35,,
5:54.0,,,48-36,1,J. Crawford makes free throw 1 of 2
5:54.0,,,48-37,1,J. Crawford makes free throw 2 of 2
5:39.0,D. Green makes 2-pt shot from 1 ft (assist by B. Rush),2,50-37,,
5:27.0,Personal foul by L. Barbosa (drawn by D. Jordan),,50-37,,
5:27.0,,,50-38,1,D. Jordan makes free throw 1 of 2
5:27.0,,,50-38,,D. Jordan misses free throw 2 of 2
5:27.0,Defensive rebound by K. Thompson,,50-38,,
5:09.0,L. Barbosa misses 3-pt shot from 24 ft,,50-38,,
5:08.0,,,50-38,,Defensive rebound by D. Jordan
4:56.0,,,50-40,2,J. Green makes 2-pt shot from 2 ft (assist by J. Redick)
4:43.0,D. Green makes 2-pt shot from 4 ft,2,52-40,,
4:26.0,,,52-40,,J. Green misses 2-pt shot from 1 ft (block by B. Rush)
4:24.0,,,52-40,,Offensive rebound by D. Jordan
4:23.0,,,52-43,3,J. Redick makes 3-pt shot from 24 ft (assist by D. Jordan)
4:13.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry),2,54-43,,
3:55.0,,,54-43,,J. Green misses 2-pt shot at rim
3:52.0,Defensive rebound by D. Green,,54-43,,
3:48.0,Shooting foul by J. Redick (drawn by S. Curry),,54-43,,
3:48.0,,,54-43,,LA Clippers full timeout
3:48.0,,,54-43,,W. Johnson enters the game for J. Redick
3:48.0,A. Iguodala enters the game for B. Rush,,54-43,,
3:48.0,S. Curry makes free throw 1 of 3,1,55-43,,
3:48.0,S. Curry misses free throw 2 of 3,,55-43,,
3:48.0,Offensive rebound by Team,,55-43,,
3:48.0,S. Curry makes free throw 3 of 3,1,56-43,,
3:39.0,,,56-43,,Turnover by J. Green (bad pass; steal by S. Curry)
3:18.0,K. Thompson misses 2-pt shot from 2 ft,,56-43,,
3:17.0,,,56-43,,Defensive rebound by W. Johnson
3:09.0,,,56-43,,Turnover by J. Green (bad pass; steal by K. Thompson)
3:04.0,L. Barbosa makes 2-pt shot at rim (assist by K. Thompson),2,58-43,,
2:42.0,,,58-46,3,J. Crawford makes 3-pt shot from 24 ft
2:26.0,D. Green makes 2-pt shot from 2 ft (assist by A. Iguodala),2,60-46,,
2:01.0,,,60-48,2,J. Green makes 2-pt shot from 16 ft
1:50.0,Turnover by A. Iguodala (bad pass),,60-48,,
1:50.0,,,60-48,,L. Mbah a Moute enters the game for J. Green
1:38.0,,,60-48,,Shooting foul by L. Barbosa (drawn by J. Crawford)
1:38.0,,,60-49,1,J. Crawford makes free throw 1 of 2
1:38.0,,,60-50,1,J. Crawford makes free throw 2 of 2
1:24.0,Turnover by L. Barbosa (lost ball; steal by J. Crawford),,60-50,,
1:24.0,Personal foul by L. Barbosa (drawn by D. Jordan),,60-50,,
1:24.0,,,60-50,,D. Jordan misses free throw 1 of 2
1:24.0,,,60-50,,Offensive rebound by Team
1:24.0,I. Clark enters the game for L. Barbosa,,60-50,,
1:24.0,,,60-51,1,D. Jordan makes free throw 2 of 2
1:10.0,A. Iguodala makes 3-pt shot from 26 ft (assist by D. Green),3,63-51,,
1:00.0,,,63-51,,Turnover by D. Jordan (traveling)
0:43.0,S. Curry misses 3-pt shot from 27 ft,,63-51,,
0:41.0,,,63-51,,Defensive rebound by D. Jordan
0:32.0,,,63-53,2,C. Paul makes 2-pt shot from 11 ft
0:09.0,A. Iguodala misses 3-pt shot from 25 ft,,63-53,,
0:08.0,,,63-53,,Defensive rebound by C. Paul
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,S. Curry misses 2-pt shot from 19 ft,,63-53,,
11:43.0,,,63-53,,Defensive rebound by D. Jordan
11:31.0,,,63-55,2,D. Jordan makes 2-pt shot from 2 ft (assist by C. Paul)
11:17.0,K. Thompson makes 2-pt shot from 11 ft (assist by D. Green),2,65-55,,
10:46.0,,,65-55,,P. Pierce misses 2-pt shot from 19 ft
10:45.0,Defensive rebound by B. Rush,,65-55,,
10:34.0,K. Thompson makes 3-pt shot from 25 ft (assist by H. Barnes),3,68-55,,
10:14.0,,,68-55,,Turnover by L. Mbah a Moute (lost ball; steal by B. Rush)
10:09.0,H. Barnes makes 2-pt shot at rim (assist by K. Thompson),2,70-55,,
10:09.0,,,70-55,,LA Clippers full timeout
9:50.0,,,70-55,,D. Jordan misses 2-pt shot from 1 ft
9:49.0,,,70-55,,Offensive rebound by D. Jordan
9:48.0,,,70-55,,D. Jordan misses 2-pt shot from 2 ft
9:45.0,Defensive rebound by S. Curry,,70-55,,
9:27.0,K. Thompson misses 2-pt shot from 15 ft,,70-55,,
9:26.0,,,70-55,,Defensive rebound by D. Jordan
9:16.0,,,70-55,,C. Paul misses 2-pt shot from 16 ft
9:16.0,,,70-55,,Offensive rebound by D. Jordan
9:15.0,,,70-57,2,D. Jordan makes 2-pt shot at rim
8:54.0,H. Barnes misses 2-pt shot from 3 ft,,70-57,,
8:53.0,,,70-57,,Defensive rebound by J. Redick
8:45.0,,,70-57,,Turnover by J. Redick (lost ball)
8:36.0,D. Green misses 3-pt shot from 25 ft,,70-57,,
8:35.0,,,70-57,,Defensive rebound by D. Jordan
8:25.0,,,70-57,,P. Pierce misses 3-pt shot from 26 ft
8:24.0,Defensive rebound by K. Thompson,,70-57,,
8:17.0,Turnover by D. Green (bad pass; steal by D. Jordan),,70-57,,
8:11.0,,,70-59,2,J. Redick makes 2-pt shot from 2 ft (assist by D. Jordan)
7:59.0,S. Curry misses 2-pt shot from 2 ft (block by D. Jordan),,70-59,,
7:55.0,,,70-59,,Defensive rebound by D. Jordan
7:52.0,,,70-61,2,C. Paul makes 2-pt shot at rim
7:34.0,D. Green misses 2-pt shot from 5 ft (block by D. Jordan),,70-61,,
7:34.0,Offensive rebound by Team,,70-61,,
7:31.0,B. Rush makes 2-pt shot at rim (assist by S. Curry),2,72-61,,
7:19.0,,,72-64,3,C. Paul makes 3-pt shot from 26 ft
7:05.0,Turnover by S. Curry (traveling),,72-64,,
7:05.0,,,72-64,,J. Crawford enters the game for L. Mbah a Moute
6:56.0,,,72-64,,Offensive foul by P. Pierce
6:56.0,,,72-64,,Turnover by P. Pierce (offensive foul)
6:56.0,,,72-64,,W. Johnson enters the game for P. Pierce
6:41.0,D. Green misses 3-pt shot from 23 ft,,72-64,,
6:40.0,,,72-64,,Defensive rebound by C. Paul
6:26.0,,,72-64,,C. Paul misses 3-pt shot from 27 ft
6:25.0,,,72-64,,Offensive rebound by D. Jordan
6:21.0,,,72-64,,C. Paul misses 2-pt shot from 1 ft
6:19.0,,,72-64,,Offensive rebound by D. Jordan
6:15.0,,,72-64,,J. Crawford misses 3-pt shot from 26 ft
6:13.0,Defensive rebound by S. Curry,,72-64,,
6:12.0,,,72-64,,Personal foul by J. Crawford (drawn by S. Curry)
6:12.0,Golden State full timeout,,72-64,,
6:12.0,A. Iguodala enters the game for B. Rush,,72-64,,
6:03.0,K. Thompson misses 3-pt shot from 27 ft,,72-64,,
6:01.0,,,72-64,,Defensive rebound by C. Paul
5:49.0,,,72-64,,J. Redick misses 3-pt shot from 26 ft
5:48.0,Defensive rebound by K. Thompson,,72-64,,
5:36.0,K. Thompson misses 2-pt shot from 2 ft,,72-64,,
5:35.0,,,72-64,,Defensive rebound by D. Jordan
5:11.0,,,72-64,,C. Paul misses 3-pt shot from 26 ft
5:10.0,Defensive rebound by H. Barnes,,72-64,,
5:05.0,D. Green makes 2-pt shot from 2 ft (assist by S. Curry),2,74-64,,
4:59.0,,,74-66,2,J. Crawford makes 2-pt shot from 1 ft
4:59.0,,,74-66,,Shooting foul by A. Iguodala (drawn by J. Crawford)
4:59.0,,,74-67,1,J. Crawford makes free throw 1 of 1
4:49.0,S. Curry misses 3-pt shot from 25 ft,,74-67,,
4:48.0,,,74-67,,Defensive rebound by J. Crawford
4:41.0,,,74-67,,Turnover by J. Crawford (bad pass; steal by S. Curry)
4:35.0,K. Thompson makes 2-pt shot at rim (assist by A. Iguodala),2,76-67,,
4:17.0,,,76-67,,Turnover by J. Redick (bad pass; steal by K. Thompson)
4:12.0,A. Iguodala makes 2-pt shot from 2 ft (assist by K. Thompson),2,78-67,,
3:52.0,,,78-69,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
3:44.0,Turnover by S. Curry (lost ball; steal by C. Paul),,78-69,,
3:38.0,,,78-71,2,J. Crawford makes 2-pt shot from 2 ft (assist by C. Paul)
3:30.0,Shooting foul by J. Redick (drawn by H. Barnes),,78-71,,
3:30.0,H. Barnes makes free throw 1 of 2,1,79-71,,
3:30.0,,,79-71,,J. Green enters the game for J. Redick
3:30.0,H. Barnes makes free throw 2 of 2,1,80-71,,
3:14.0,,,80-71,,Turnover by C. Paul (lost ball; steal by S. Curry)
3:10.0,Turnover by A. Iguodala (lost ball; steal by J. Crawford),,80-71,,
2:55.0,,,80-74,3,W. Johnson makes 3-pt shot from 25 ft (assist by C. Paul)
2:39.0,Turnover by D. Green (bad pass; steal by D. Jordan),,80-74,,
2:34.0,,,80-74,,D. Jordan misses 2-pt shot at rim
2:31.0,Defensive rebound by D. Green,,80-74,,
2:31.0,Shooting foul by W. Johnson (drawn by K. Thompson),,80-74,,
2:31.0,K. Thompson makes free throw 1 of 2,1,81-74,,
2:31.0,B. Rush enters the game for H. Barnes,,81-74,,
2:31.0,K. Thompson makes free throw 2 of 2,1,82-74,,
2:18.0,L. Barbosa enters the game for K. Thompson,,82-74,,
2:08.0,,,82-77,3,J. Crawford makes 3-pt shot from 29 ft
1:51.0,Shooting foul by J. Green (drawn by S. Curry),,82-77,,
1:51.0,S. Curry makes free throw 1 of 2,1,83-77,,
1:51.0,S. Curry makes free throw 2 of 2,1,84-77,,
1:34.0,,,84-77,,J. Crawford misses 2-pt shot from 17 ft
1:32.0,,,84-77,,Offensive rebound by D. Jordan
1:32.0,,,84-79,2,D. Jordan makes 2-pt shot at rim
1:19.0,S. Curry makes 3-pt shot from 26 ft (assist by D. Green),3,87-79,,
1:02.0,,,87-82,3,C. Paul makes 3-pt shot from 26 ft (assist by J. Green)
0:44.0,D. Green makes 2-pt shot from 1 ft,2,89-82,,
0:35.0,,,89-84,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
0:30.0,Shooting foul by W. Johnson (drawn by S. Curry),,89-84,,
0:30.0,S. Curry makes free throw 1 of 3,1,90-84,,
0:30.0,S. Curry misses free throw 2 of 3,,90-84,,
0:30.0,Offensive rebound by Team,,90-84,,
0:30.0,S. Curry makes free throw 3 of 3,1,91-84,,
0:30.0,Loose ball foul by D. Green (drawn by D. Jordan),,91-84,,
0:30.0,,,91-84,,P. Pierce enters the game for D. Jordan
0:07.0,,,91-84,,J. Crawford misses 2-pt shot from 10 ft
0:04.0,Defensive rebound by B. Rush,,91-84,,
0:01.0,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala),2,93-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,93-86,2,C. Aldrich makes 2-pt shot from 2 ft (assist by W. Johnson)
11:25.0,M. Speights misses 2-pt shot from 16 ft,,93-86,,
11:24.0,,,93-86,,Defensive rebound by P. Prigioni
11:06.0,,,93-86,,J. Crawford misses 3-pt shot from 24 ft
11:05.0,Defensive rebound by K. Thompson,,93-86,,
10:45.0,A. Iguodala misses 3-pt shot from 26 ft,,93-86,,
10:44.0,Offensive rebound by M. Speights,,93-86,,
10:42.0,M. Speights makes 2-pt shot from 2 ft,2,95-86,,
10:27.0,,,95-86,,J. Green misses 2-pt shot from 20 ft
10:26.0,Defensive rebound by S. Livingston,,95-86,,
10:20.0,H. Barnes makes 3-pt shot from 24 ft (assist by A. Iguodala),3,98-86,,
10:17.0,,,98-86,,LA Clippers full timeout
9:59.0,,,98-86,,W. Johnson misses 3-pt shot from 27 ft
9:58.0,Defensive rebound by H. Barnes,,98-86,,
9:38.0,Offensive foul by M. Speights,,98-86,,
9:38.0,Turnover by M. Speights (offensive foul),,98-86,,
9:38.0,,,98-86,,J. Redick enters the game for J. Green
9:26.0,,,98-86,,C. Aldrich misses 2-pt shot from 3 ft (block by S. Livingston)
9:23.0,Defensive rebound by S. Livingston,,98-86,,
9:04.0,H. Barnes makes 2-pt shot from 19 ft,2,100-86,,
8:47.0,,,100-88,2,J. Redick makes 2-pt shot from 19 ft (assist by C. Aldrich)
8:25.0,S. Livingston misses 2-pt shot from 8 ft,,100-88,,
8:24.0,,,100-88,,Defensive rebound by C. Aldrich
8:09.0,,,100-88,,Turnover by P. Prigioni (bad pass)
8:09.0,,,100-88,,C. Paul enters the game for P. Prigioni
7:55.0,Shooting foul by C. Aldrich (drawn by A. Iguodala),,100-88,,
7:55.0,A. Iguodala misses free throw 1 of 2,,100-88,,
7:55.0,Offensive rebound by Team,,100-88,,
7:55.0,D. Green enters the game for M. Speights,,100-88,,
7:55.0,,,100-88,,D. Jordan enters the game for C. Aldrich
7:55.0,A. Iguodala misses free throw 2 of 2,,100-88,,
7:54.0,,,100-88,,Defensive rebound by D. Jordan
7:42.0,,,100-90,2,D. Jordan makes 2-pt shot from 1 ft (assist by J. Crawford)
7:21.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,103-90,,
7:04.0,,,103-90,,J. Crawford misses 2-pt shot from 19 ft
7:03.0,Defensive rebound by D. Green,,103-90,,
6:54.0,K. Thompson misses 2-pt shot from 16 ft,,103-90,,
6:52.0,,,103-90,,Defensive rebound by W. Johnson
6:35.0,,,103-92,2,C. Paul makes 2-pt shot from 2 ft (assist by J. Redick)
6:15.0,K. Thompson makes 2-pt shot from 13 ft (assist by D. Green),2,105-92,,
5:57.0,,,105-92,,C. Paul misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by A. Iguodala,,105-92,,
5:47.0,H. Barnes makes 3-pt shot from 27 ft (assist by S. Livingston),3,108-92,,
5:47.0,,,108-92,,LA Clippers full timeout
5:47.0,,,108-92,,P. Pierce enters the game for W. Johnson
5:47.0,S. Curry enters the game for H. Barnes,,108-92,,
5:47.0,B. Rush enters the game for A. Iguodala,,108-92,,
5:35.0,,,108-92,,P. Pierce misses 2-pt shot from 1 ft
5:34.0,Defensive rebound by D. Green,,108-92,,
5:20.0,D. Green makes 2-pt shot from 2 ft (assist by S. Curry),2,110-92,,
4:57.0,,,110-94,2,C. Paul makes 2-pt shot from 9 ft
4:47.0,,,110-94,,Personal foul by J. Redick (drawn by K. Thompson)
4:47.0,,,110-94,,C. Wilcox enters the game for C. Paul
4:47.0,Turnover by S. Curry (lost ball),,110-94,,
4:34.0,,,110-94,,J. Redick misses 3-pt shot from 27 ft
4:33.0,Defensive rebound by B. Rush,,110-94,,
4:24.0,K. Thompson misses 3-pt shot from 25 ft,,110-94,,
4:23.0,,,110-94,,Defensive rebound by J. Crawford
4:16.0,,,110-96,2,J. Crawford makes 2-pt shot from 3 ft
3:59.0,D. Green misses 2-pt shot from 2 ft,,110-96,,
3:58.0,,,110-96,,Defensive rebound by D. Jordan
3:50.0,,,110-96,,P. Pierce misses 3-pt shot from 26 ft
3:49.0,Defensive rebound by K. Thompson,,110-96,,
3:43.0,Golden State full timeout,,110-96,,
3:43.0,A. Iguodala enters the game for B. Rush,,110-96,,
3:43.0,H. Barnes enters the game for S. Livingston,,110-96,,
3:35.0,K. Thompson misses 2-pt shot from 14 ft,,110-96,,
3:34.0,,,110-96,,Defensive rebound by C. Wilcox
