time,Dallas,pts.away,score,pts.home,Sacramento
4:21.0,Defensive rebound by D. Harris,,11-17,,
4:15.0,W. Matthews misses 3-pt shot from 24 ft,,11-17,,
4:15.0,,,11-17,,Defensive rebound by Team
4:15.0,,,11-17,,D. Collison enters the game for R. Gay
4:15.0,,,11-17,,O. Casspi enters the game for S. Curry
4:02.0,,,11-19,2,R. Rondo makes 2-pt shot from 2 ft
3:40.0,D. Lee makes 2-pt shot at rim (assist by D. Harris),2,13-19,,
3:15.0,,,13-19,,Turnover by R. Rondo (bad pass)
3:03.0,,,13-19,,Violation by W. Cauley-Stein (kicked ball)
2:52.0,D. Lee misses 2-pt shot from 6 ft,,13-19,,
2:50.0,,,13-19,,Defensive rebound by D. Cousins
2:45.0,Personal foul by D. Harris,,13-19,,
2:45.0,,,13-19,,Sacramento full timeout
2:45.0,,,13-20,1,R. Rondo makes free throw 1 of 2
2:45.0,,,13-20,,R. Rondo misses free throw 2 of 2
2:44.0,Defensive rebound by D. Harris,,13-20,,
2:28.0,Z. Pachulia misses 2-pt shot from 17 ft,,13-20,,
2:26.0,Offensive rebound by D. Lee,,13-20,,
2:25.0,D. Lee misses 2-pt shot from 3 ft,,13-20,,
2:22.0,Offensive rebound by D. Lee,,13-20,,
2:22.0,D. Lee makes 2-pt shot from 1 ft,2,15-20,,
1:59.0,,,15-20,,D. Cousins misses 2-pt shot from 16 ft
1:58.0,Defensive rebound by D. Lee,,15-20,,
1:49.0,R. Felton misses 2-pt shot from 17 ft,,15-20,,
1:47.0,,,15-20,,Defensive rebound by O. Casspi
1:35.0,,,15-20,,D. Collison misses 3-pt shot from 25 ft
1:35.0,Defensive rebound by D. Lee,,15-20,,
1:24.0,,,15-20,,Def 3 sec tech foul by D. Collison
1:24.0,W. Matthews makes technical free throw,1,16-20,,
1:24.0,,,16-20,,K. Koufos enters the game for D. Cousins
1:24.0,J. Anderson enters the game for W. Matthews,,16-20,,
1:24.0,J. Barea enters the game for R. Felton,,16-20,,
1:24.0,D. Nowitzki enters the game for Z. Pachulia,,16-20,,
1:14.0,Turnover by J. Anderson (lost ball; steal by D. Collison),,16-20,,
1:10.0,Violation by J. Anderson (def goaltending),,16-20,,
1:10.0,,,16-22,2,R. Rondo makes 2-pt shot from 1 ft (assist by W. Cauley-Stein)
0:55.0,Shooting foul by K. Koufos (drawn by D. Lee),,16-22,,
0:55.0,D. Lee makes free throw 1 of 2,1,17-22,,
0:55.0,D. Lee makes free throw 2 of 2,1,18-22,,
0:35.0,,,18-22,,K. Koufos misses 2-pt shot from 8 ft
0:34.0,Defensive rebound by D. Lee,,18-22,,
0:25.0,D. Nowitzki makes 2-pt shot from 2 ft (assist by J. Anderson),2,20-22,,
0:03.0,,,20-25,3,O. Casspi makes 3-pt shot from 26 ft
0:00.0,D. Harris misses 3-pt shot from 41 ft,,20-25,,
0:00.0,Offensive rebound by Team,,20-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,D. Nowitzki makes 2-pt shot from 12 ft (assist by D. Lee),2,22-25,,
11:27.0,,,22-27,2,O. Casspi makes 2-pt shot from 4 ft
11:20.0,J. Barea misses 2-pt shot from 2 ft (block by K. Koufos),,22-27,,
11:18.0,,,22-27,,Defensive rebound by D. Collison
11:10.0,Personal foul by D. Harris,,22-27,,
11:10.0,W. Matthews enters the game for D. Harris,,22-27,,
11:08.0,,,22-27,,Shooting foul by J. Barea (drawn by D. Collison)
11:08.0,,,22-28,1,D. Collison makes free throw 1 of 2
11:08.0,,,22-29,1,D. Collison makes free throw 2 of 2
10:58.0,,,22-29,,Personal foul by W. Cauley-Stein
10:49.0,J. Barea makes 2-pt shot from 10 ft,2,24-29,,
10:36.0,,,24-31,2,W. Cauley-Stein makes 2-pt shot from 6 ft (assist by B. McLemore)
10:23.0,J. Anderson misses 3-pt shot from 22 ft,,24-31,,
10:23.0,,,24-31,,Defensive rebound by K. Koufos
10:10.0,,,24-33,2,W. Cauley-Stein makes 2-pt shot from 9 ft
10:10.0,Dallas full timeout,,24-33,,
10:10.0,,,24-33,,R. Gay enters the game for W. Cauley-Stein
9:54.0,J. Anderson makes 2-pt shot from 3 ft (assist by D. Lee),2,26-33,,
9:54.0,Shooting foul by O. Casspi (drawn by J. Anderson),,26-33,,
9:54.0,J. Anderson makes free throw 1 of 1,1,27-33,,
9:42.0,Personal foul by J. Anderson,,27-33,,
9:42.0,D. Harris enters the game for D. Lee,,27-33,,
9:33.0,,,27-35,2,K. Koufos makes 2-pt shot at rim (assist by O. Casspi)
9:11.0,Shooting foul by B. McLemore (drawn by W. Matthews),,27-35,,
9:11.0,W. Matthews makes free throw 1 of 3,1,28-35,,
9:11.0,W. Matthews makes free throw 2 of 3,1,29-35,,
9:11.0,W. Matthews makes free throw 3 of 3,1,30-35,,
8:53.0,,,30-37,2,B. McLemore makes 2-pt shot from 15 ft (assist by R. Gay)
8:53.0,Shooting block foul by D. Harris (drawn by B. McLemore),,30-37,,
8:53.0,R. Felton enters the game for D. Harris,,30-37,,
8:53.0,,,30-37,,B. McLemore misses free throw 1 of 1
8:52.0,Defensive rebound by J. Anderson,,30-37,,
8:36.0,R. Felton makes 3-pt shot from 25 ft (assist by J. Anderson),3,33-37,,
8:20.0,,,33-37,,R. Gay misses 2-pt shot from 7 ft
8:19.0,Defensive rebound by W. Matthews,,33-37,,
8:00.0,J. Barea misses 3-pt shot from 25 ft,,33-37,,
7:59.0,Offensive rebound by D. Nowitzki,,33-37,,
7:54.0,D. Nowitzki makes 2-pt shot from 19 ft,2,35-37,,
7:38.0,,,35-39,2,K. Koufos makes 2-pt shot from 9 ft (assist by D. Collison)
7:27.0,J. Barea misses 3-pt shot from 25 ft,,35-39,,
7:26.0,,,35-39,,Defensive rebound by K. Koufos
7:19.0,Personal foul by W. Matthews,,35-39,,
7:19.0,,,35-39,,D. Cousins enters the game for K. Koufos
7:19.0,,,35-40,1,R. Gay makes free throw 1 of 2
7:19.0,C. Villanueva enters the game for D. Nowitzki,,35-40,,
7:19.0,Z. Pachulia enters the game for J. Barea,,35-40,,
7:19.0,,,35-40,,R. Gay misses free throw 2 of 2
7:18.0,Defensive rebound by R. Felton,,35-40,,
7:01.0,Offensive charge foul by C. Villanueva,,35-40,,
7:01.0,Turnover by C. Villanueva (offensive foul),,35-40,,
6:46.0,,,35-42,2,D. Collison makes 2-pt shot from 19 ft
6:19.0,J. Anderson misses 2-pt shot from 10 ft,,35-42,,
6:17.0,,,35-42,,Defensive rebound by D. Collison
6:11.0,,,35-45,3,B. McLemore makes 3-pt shot from 25 ft (assist by D. Collison)
6:10.0,Dallas full timeout,,35-45,,
5:55.0,W. Matthews misses 3-pt shot from 23 ft,,35-45,,
5:52.0,Offensive rebound by Z. Pachulia,,35-45,,
5:48.0,J. Anderson misses 3-pt shot from 22 ft,,35-45,,
5:48.0,,,35-45,,Defensive rebound by D. Cousins
5:36.0,,,35-47,2,D. Collison makes 2-pt shot from 15 ft
5:22.0,R. Felton misses 2-pt shot from 10 ft,,35-47,,
5:22.0,,,35-47,,Defensive rebound by D. Cousins
5:11.0,,,35-47,,D. Cousins misses 3-pt shot from 25 ft
5:11.0,Defensive rebound by J. Anderson,,35-47,,
4:45.0,C. Villanueva misses 3-pt shot from 23 ft,,35-47,,
4:44.0,,,35-47,,Defensive rebound by D. Cousins
4:26.0,,,35-49,2,D. Cousins makes 2-pt shot from 3 ft
4:26.0,,,35-49,,Shooting foul by Z. Pachulia (drawn by D. Cousins)
4:26.0,,,35-49,,W. Cauley-Stein enters the game for O. Casspi
4:26.0,,,35-49,,R. Rondo enters the game for B. McLemore
4:26.0,J. Barea enters the game for J. Anderson,,35-49,,
4:26.0,D. Nowitzki enters the game for C. Villanueva,,35-49,,
4:26.0,,,35-50,1,D. Cousins makes free throw 1 of 1
4:11.0,Z. Pachulia makes 2-pt shot from 3 ft (assist by W. Matthews),2,37-50,,
4:04.0,,,37-52,2,D. Collison makes 2-pt shot from 2 ft
3:54.0,Turnover by Z. Pachulia (lost ball; steal by D. Cousins),,37-52,,
3:42.0,,,37-52,,D. Collison misses 2-pt shot from 20 ft
3:41.0,Defensive rebound by W. Matthews,,37-52,,
3:40.0,,,37-52,,Personal foul by D. Collison
3:28.0,D. Nowitzki misses 2-pt shot from 22 ft,,37-52,,
3:27.0,,,37-52,,Defensive rebound by D. Cousins
3:12.0,,,37-54,2,D. Cousins makes 2-pt shot from 6 ft
3:12.0,,,37-54,,Shooting foul by R. Felton (drawn by D. Cousins)
3:12.0,,,37-55,1,D. Cousins makes free throw 1 of 1
3:02.0,J. Barea misses 2-pt shot from 18 ft,,37-55,,
2:59.0,,,37-55,,Defensive rebound by R. Gay
2:46.0,,,37-57,2,D. Collison makes 2-pt shot from 3 ft (assist by D. Cousins)
2:42.0,Dallas full timeout,,37-57,,
2:30.0,R. Felton makes 2-pt shot from 16 ft,2,39-57,,
2:16.0,,,39-57,,Shooting foul by Z. Pachulia (drawn by D. Cousins)
2:16.0,Technical foul by Z. Pachulia,,39-57,,
2:16.0,,,39-58,1,D. Cousins makes technical free throw
2:16.0,J. McGee enters the game for Z. Pachulia,,39-58,,
2:16.0,,,39-58,,D. Cousins misses free throw 1 of 2
2:16.0,,,39-58,,Offensive rebound by Team
2:16.0,,,39-58,,D. Cousins misses free throw 2 of 2
2:15.0,Defensive rebound by R. Felton,,39-58,,
2:06.0,Shooting foul by D. Cousins (drawn by R. Felton),,39-58,,
2:06.0,R. Felton makes free throw 1 of 2,1,40-58,,
2:06.0,R. Felton makes free throw 2 of 2,1,41-58,,
1:47.0,,,41-58,,R. Rondo misses 2-pt shot from 13 ft
1:46.0,Defensive rebound by D. Nowitzki,,41-58,,
1:34.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by W. Matthews),3,44-58,,
1:27.0,Personal foul by J. McGee,,44-58,,
1:27.0,,,44-58,,D. Cousins misses free throw 1 of 2
1:27.0,,,44-58,,Offensive rebound by Team
1:27.0,,,44-59,1,D. Cousins makes free throw 2 of 2
1:18.0,J. Barea misses 2-pt shot from 3 ft,,44-59,,
1:16.0,,,44-59,,Defensive rebound by D. Cousins
1:04.0,,,44-59,,R. Gay misses 3-pt shot from 25 ft
1:03.0,Defensive rebound by W. Matthews,,44-59,,
0:56.0,D. Nowitzki misses 2-pt shot from 16 ft,,44-59,,
0:55.0,,,44-59,,Defensive rebound by D. Cousins
0:51.0,,,44-61,2,R. Gay makes 2-pt shot at rim (assist by R. Rondo)
0:33.0,R. Felton misses 2-pt shot from 16 ft,,44-61,,
0:32.0,,,44-61,,Defensive rebound by R. Rondo
0:22.0,,,44-63,2,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Rondo)
0:03.0,D. Nowitzki misses 2-pt shot from 17 ft,,44-63,,
0:03.0,Offensive rebound by J. Barea,,44-63,,
0:03.0,J. Barea makes 2-pt shot from 16 ft,2,46-63,,
0:00.0,,,46-63,,R. Rondo misses 2-pt shot from 16 ft
0:00.0,,,46-63,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,D. Nowitzki makes 2-pt shot from 16 ft,2,48-63,,
11:26.0,,,48-63,,D. Cousins misses 2-pt shot from 5 ft
11:24.0,,,48-63,,Offensive rebound by D. Cousins
11:23.0,,,48-65,2,D. Cousins makes 2-pt shot from 5 ft
11:09.0,,,48-65,,Personal foul by D. Cousins
11:00.0,Shooting foul by Q. Acy (drawn by R. Felton),,48-65,,
11:00.0,R. Felton makes free throw 1 of 2,1,49-65,,
11:00.0,R. Felton makes free throw 2 of 2,1,50-65,,
10:44.0,,,50-67,2,S. Curry makes 2-pt shot from 14 ft (assist by R. Rondo)
10:29.0,J. Barea makes 2-pt shot from 8 ft,2,52-67,,
10:11.0,,,52-70,3,Q. Acy makes 3-pt shot from 23 ft (assist by R. Rondo)
9:54.0,D. Nowitzki misses 2-pt shot from 15 ft,,52-70,,
9:53.0,,,52-70,,Defensive rebound by R. Rondo
9:44.0,,,52-70,,R. Gay misses 2-pt shot from 3 ft
9:43.0,Defensive rebound by D. Nowitzki,,52-70,,
9:32.0,Turnover by W. Matthews (lost ball; steal by R. Rondo),,52-70,,
9:28.0,,,52-72,2,R. Gay makes 2-pt shot at rim (assist by R. Rondo)
9:27.0,Technical foul by W. Matthews,,52-72,,
9:27.0,,,52-73,1,S. Curry makes technical free throw
9:15.0,R. Felton makes 2-pt shot from 7 ft,2,54-73,,
8:54.0,,,54-75,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Cousins)
8:39.0,J. McGee misses 2-pt shot from 9 ft,,54-75,,
8:39.0,,,54-75,,Defensive rebound by D. Cousins
8:21.0,,,54-77,2,R. Gay makes 2-pt shot from 2 ft (assist by R. Rondo)
8:11.0,Turnover by J. Barea (lost ball; steal by R. Gay),,54-77,,
8:03.0,,,54-77,,Q. Acy misses 2-pt shot from 4 ft
8:03.0,Defensive rebound by D. Nowitzki,,54-77,,
8:03.0,,,54-77,,Personal foul by R. Gay
7:50.0,W. Matthews makes 3-pt shot from 23 ft (assist by R. Felton),3,57-77,,
7:46.0,,,57-77,,Offensive foul by R. Gay
7:46.0,,,57-77,,Turnover by R. Gay (offensive foul)
7:30.0,W. Matthews makes 2-pt shot from 16 ft,2,59-77,,
7:10.0,,,59-80,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Cousins)
6:44.0,W. Matthews makes 3-pt shot from 27 ft (assist by J. Barea),3,62-80,,
6:27.0,,,62-80,,Turnover by D. Cousins (lost ball; steal by R. Felton)
6:21.0,R. Felton makes 2-pt shot from 2 ft,2,64-80,,
6:21.0,,,64-80,,Sacramento full timeout
6:21.0,D. Harris enters the game for J. Barea,,64-80,,
6:02.0,,,64-83,3,S. Curry makes 3-pt shot from 24 ft (assist by D. Cousins)
5:46.0,D. Harris makes 3-pt shot from 25 ft (assist by R. Felton),3,67-83,,
5:26.0,,,67-85,2,D. Cousins makes 2-pt shot from 2 ft (assist by S. Curry)
5:06.0,R. Felton misses 3-pt shot from 25 ft,,67-85,,
5:06.0,,,67-85,,Defensive rebound by Q. Acy
4:51.0,,,67-88,3,R. Rondo makes 3-pt shot from 24 ft
4:25.0,D. Nowitzki misses 3-pt shot from 26 ft,,67-88,,
4:24.0,,,67-88,,Defensive rebound by S. Curry
4:13.0,Violation by J. McGee (kicked ball),,67-88,,
4:13.0,D. Powell enters the game for D. Nowitzki,,67-88,,
4:13.0,D. Lee enters the game for J. McGee,,67-88,,
4:13.0,,,67-88,,W. Cauley-Stein enters the game for R. Gay
4:13.0,,,67-88,,O. Casspi enters the game for Q. Acy
4:09.0,,,67-88,,Shooting foul by D. Harris (drawn by S. Curry)
4:09.0,,,67-89,1,S. Curry makes free throw 1 of 3
4:09.0,,,67-90,1,S. Curry makes free throw 2 of 3
4:09.0,,,67-91,1,S. Curry makes free throw 3 of 3
3:52.0,W. Matthews misses 3-pt shot from 27 ft,,67-91,,
3:51.0,,,67-91,,Defensive rebound by R. Rondo
3:42.0,,,67-91,,Turnover by D. Cousins (lost ball; steal by D. Harris)
3:38.0,D. Harris makes 2-pt shot from 1 ft,2,69-91,,
3:18.0,,,69-91,,D. Cousins misses 2-pt shot from 17 ft
3:17.0,Defensive rebound by D. Harris,,69-91,,
3:13.0,D. Lee makes 2-pt shot from 2 ft (assist by D. Harris),2,71-91,,
2:59.0,,,71-93,2,D. Cousins makes 2-pt shot at rim (assist by R. Rondo)
2:36.0,D. Lee makes 2-pt shot from 2 ft (assist by D. Powell),2,73-93,,
2:17.0,,,73-93,,Turnover by W. Cauley-Stein (lost ball; steal by R. Felton)
2:12.0,Turnover by W. Matthews (lost ball; steal by S. Curry),,73-93,,
2:08.0,,,73-93,,O. Casspi misses 2-pt shot from 1 ft
2:06.0,Defensive rebound by R. Felton,,73-93,,
1:58.0,D. Lee makes 2-pt shot from 16 ft (assist by R. Felton),2,75-93,,
1:50.0,Personal foul by D. Lee,,75-93,,
1:50.0,Dallas full timeout,,75-93,,
1:50.0,J. Anderson enters the game for W. Matthews,,75-93,,
1:50.0,,,75-93,,K. Koufos enters the game for D. Cousins
1:50.0,,,75-93,,D. Collison enters the game for S. Curry
1:39.0,,,75-96,3,D. Collison makes 3-pt shot from 22 ft (assist by O. Casspi)
1:17.0,Shooting foul by O. Casspi (drawn by D. Powell),,75-96,,
1:17.0,D. Powell makes free throw 1 of 2,1,76-96,,
1:17.0,D. Powell misses free throw 2 of 2,,76-96,,
1:16.0,,,76-96,,Defensive rebound by W. Cauley-Stein
1:03.0,,,76-96,,Shooting foul by D. Lee (drawn by W. Cauley-Stein)
1:03.0,,,76-97,1,W. Cauley-Stein makes free throw 1 of 2
1:03.0,,,76-98,1,W. Cauley-Stein makes free throw 2 of 2
0:49.0,Turnover by R. Felton (lost ball; steal by O. Casspi),,76-98,,
0:45.0,,,76-100,2,O. Casspi makes 2-pt shot at rim
0:38.0,D. Harris makes 3-pt shot from 25 ft (assist by D. Powell),3,79-100,,
0:25.0,,,79-102,2,K. Koufos makes 2-pt shot from 5 ft (assist by R. Rondo)
0:06.0,Turnover by R. Felton (bad pass),,79-102,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,79-102,,Shooting foul by D. Nowitzki (drawn by O. Casspi)
11:48.0,,,79-102,,O. Casspi misses free throw 1 of 2
11:48.0,,,79-102,,Offensive rebound by Team
11:48.0,,,79-103,1,O. Casspi makes free throw 2 of 2
11:35.0,Shooting foul by O. Casspi (drawn by D. Harris),,79-103,,
11:35.0,D. Harris makes free throw 1 of 2,1,80-103,,
11:35.0,D. Harris makes free throw 2 of 2,1,81-103,,
11:19.0,,,81-103,,D. Collison misses 2-pt shot from 16 ft
11:19.0,Defensive rebound by D. Nowitzki,,81-103,,
11:04.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea),3,84-103,,
10:44.0,,,84-103,,Turnover by B. McLemore (lost ball; steal by D. Harris)
10:29.0,J. Anderson makes 2-pt shot at rim (assist by J. Barea),2,86-103,,
10:09.0,Personal foul by J. Barea,,86-103,,
9:59.0,,,86-103,,W. Cauley-Stein misses 2-pt shot from 5 ft
9:56.0,,,86-103,,Offensive rebound by K. Koufos
9:56.0,,,86-105,2,K. Koufos makes 2-pt shot from 1 ft
9:48.0,J. Barea makes 2-pt shot from 8 ft,2,88-105,,
9:31.0,,,88-107,2,O. Casspi makes 2-pt shot from 6 ft
9:14.0,J. Anderson misses 2-pt shot from 9 ft,,88-107,,
9:13.0,,,88-107,,Defensive rebound by K. Koufos
9:07.0,,,88-107,,Shooting foul by D. Powell (drawn by B. McLemore)
9:07.0,,,88-108,1,B. McLemore makes free throw 1 of 2
9:07.0,,,88-109,1,B. McLemore makes free throw 2 of 2
9:01.0,J. Barea misses 2-pt shot from 9 ft (block by K. Koufos),,88-109,,
8:59.0,,,88-109,,Defensive rebound by K. Koufos
8:56.0,,,88-111,2,W. Cauley-Stein makes 2-pt shot at rim (assist by D. Collison)
8:55.0,Dallas full timeout,,88-111,,
8:55.0,R. Felton enters the game for D. Nowitzki,,88-111,,
8:55.0,W. Matthews enters the game for D. Harris,,88-111,,
8:32.0,W. Matthews misses 2-pt shot from 7 ft,,88-111,,
8:31.0,Offensive rebound by J. Anderson,,88-111,,
8:28.0,J. Anderson makes 2-pt shot from 6 ft,2,90-111,,
8:21.0,,,90-111,,Turnover by O. Casspi (offensive foul)
8:21.0,,,90-111,,Offensive foul by O. Casspi
8:11.0,J. Anderson makes 2-pt shot from 6 ft,2,92-111,,
7:55.0,,,92-113,2,B. McLemore makes 2-pt shot from 20 ft (assist by O. Casspi)
7:32.0,J. Barea misses 2-pt shot from 6 ft,,92-113,,
7:31.0,,,92-113,,Defensive rebound by K. Koufos
7:27.0,Personal foul by W. Matthews,,92-113,,
7:27.0,D. Harris enters the game for J. Barea,,92-113,,
7:27.0,D. Lee enters the game for J. Anderson,,92-113,,
7:21.0,,,92-113,,B. McLemore misses 2-pt shot from 19 ft
7:20.0,Defensive rebound by D. Lee,,92-113,,
7:10.0,D. Harris misses 3-pt shot from 22 ft,,92-113,,
7:09.0,,,92-113,,Defensive rebound by O. Casspi
7:01.0,,,92-113,,B. McLemore misses 3-pt shot from 22 ft
7:00.0,Defensive rebound by D. Powell,,92-113,,
6:54.0,Shooting foul by K. Koufos (drawn by D. Powell),,92-113,,
6:54.0,D. Powell makes free throw 1 of 2,1,93-113,,
6:54.0,D. Powell makes free throw 2 of 2,1,94-113,,
6:39.0,,,94-115,2,D. Collison makes 2-pt shot from 14 ft
6:26.0,R. Felton misses 2-pt shot from 7 ft,,94-115,,
6:25.0,,,94-115,,Defensive rebound by B. McLemore
6:15.0,,,94-118,3,B. McLemore makes 3-pt shot from 24 ft (assist by W. Cauley-Stein)
6:08.0,Dallas full timeout,,94-118,,
6:08.0,J. Anderson enters the game for W. Matthews,,94-118,,
6:08.0,C. Villanueva enters the game for D. Lee,,94-118,,
5:56.0,J. Anderson misses 2-pt shot from 5 ft (block by O. Casspi),,94-118,,
5:55.0,,,94-118,,Defensive rebound by O. Casspi
5:51.0,,,94-120,2,D. Collison makes 2-pt shot from 5 ft (assist by O. Casspi)
5:41.0,D. Powell makes 2-pt shot from 3 ft (assist by R. Felton),2,96-120,,
5:26.0,,,96-122,2,K. Koufos makes 2-pt shot at rim (assist by D. Collison)
5:13.0,R. Felton misses 2-pt shot from 9 ft,,96-122,,
5:12.0,Offensive rebound by D. Powell,,96-122,,
5:12.0,D. Powell misses 2-pt shot from 1 ft,,96-122,,
5:11.0,Offensive rebound by D. Powell,,96-122,,
5:11.0,Shooting foul by K. Koufos (drawn by D. Powell),,96-122,,
5:11.0,Official timeout,,96-122,,
5:11.0,S. Mejri enters the game for R. Felton,,96-122,,
5:11.0,D. Powell makes free throw 1 of 2,1,97-122,,
5:11.0,D. Powell misses free throw 2 of 2,,97-122,,
5:10.0,,,97-122,,Defensive rebound by W. Cauley-Stein
4:52.0,Personal foul by J. Anderson,,97-122,,
4:52.0,,,97-123,1,W. Cauley-Stein makes free throw 1 of 2
4:52.0,,,97-123,,S. Curry enters the game for K. Koufos
4:52.0,,,97-124,1,W. Cauley-Stein makes free throw 2 of 2
4:38.0,,,97-124,,J. Anderson enters the game for O. Casspi
4:35.0,C. Villanueva makes 2-pt shot from 4 ft (assist by D. Harris),2,99-124,,
4:21.0,,,99-124,,D. Collison misses 2-pt shot from 19 ft
4:20.0,Defensive rebound by C. Villanueva,,99-124,,
4:13.0,J. Anderson misses 3-pt shot from 25 ft,,99-124,,
4:12.0,,,99-124,,Defensive rebound by W. Cauley-Stein
4:00.0,,,99-124,,Turnover by W. Cauley-Stein (lost ball; steal by D. Harris)
3:46.0,C. Villanueva makes 3-pt shot from 24 ft (assist by D. Harris),3,102-124,,
3:29.0,,,102-126,2,B. McLemore makes 2-pt shot from 14 ft (assist by S. Curry)
3:17.0,D. Powell makes 2-pt shot at rim (assist by S. Mejri),2,104-126,,
3:17.0,Shooting foul by B. McLemore (drawn by D. Powell),,104-126,,
3:17.0,,,104-126,,Q. Acy enters the game for D. Collison
3:17.0,J. McGee enters the game for D. Harris,,104-126,,
3:17.0,D. Powell makes free throw 1 of 1,1,105-126,,
3:04.0,,,105-126,,B. McLemore misses 3-pt shot from 26 ft
