time,Toronto,pts.away,score,pts.home,Indiana
10:46.0,,,17-33,1,S. Hill makes free throw 1 of 2
10:46.0,,,17-33,,S. Hill misses free throw 2 of 2
10:46.0,Defensive rebound by B. Biyombo,,17-33,,
10:27.0,K. Lowry makes 2-pt shot from 13 ft,2,19-33,,
10:10.0,,,19-33,,R. Stuckey misses 3-pt shot from 24 ft
10:09.0,Defensive rebound by T. Ross,,19-33,,
10:03.0,Shooting foul by C. Miles (drawn by K. Lowry),,19-33,,
10:03.0,K. Lowry misses free throw 1 of 2,,19-33,,
10:03.0,Offensive rebound by Team,,19-33,,
10:03.0,K. Lowry misses free throw 2 of 2,,19-33,,
10:03.0,Offensive rebound by K. Lowry,,19-33,,
9:55.0,T. Ross makes 3-pt shot from 26 ft (assist by P. Patterson),3,22-33,,
9:35.0,,,22-33,,R. Stuckey misses 2-pt shot from 2 ft
9:34.0,Defensive rebound by Team,,22-33,,
9:16.0,Turnover by K. Lowry (dbl dribble),,22-33,,
9:05.0,,,22-35,2,I. Mahinmi makes 2-pt shot from 3 ft (assist by T. Lawson)
8:45.0,K. Lowry misses 3-pt shot from 25 ft,,22-35,,
8:45.0,,,22-35,,Defensive rebound by Team
8:45.0,Official timeout,,22-35,,
8:27.0,,,22-37,2,C. Miles makes 2-pt shot from 18 ft (assist by I. Mahinmi)
8:10.0,T. Ross misses 3-pt shot from 27 ft,,22-37,,
8:09.0,Offensive rebound by B. Biyombo,,22-37,,
8:07.0,B. Biyombo makes 2-pt shot from 2 ft,2,24-37,,
7:50.0,,,24-39,2,R. Stuckey makes 2-pt shot from 9 ft
7:25.0,T. Ross misses 2-pt shot from 13 ft,,24-39,,
7:24.0,,,24-39,,Defensive rebound by I. Mahinmi
7:12.0,,,24-39,,R. Stuckey misses 2-pt shot from 9 ft
7:12.0,Defensive rebound by B. Biyombo,,24-39,,
7:02.0,Turnover by B. Biyombo (offensive foul),,24-39,,
7:02.0,Offensive foul by B. Biyombo,,24-39,,
6:52.0,,,24-39,,T. Lawson misses 2-pt shot from 1 ft (block by B. Biyombo)
6:50.0,Defensive rebound by C. Joseph,,24-39,,
6:43.0,K. Lowry misses 3-pt shot from 25 ft,,24-39,,
6:42.0,,,24-39,,Defensive rebound by R. Stuckey
6:33.0,,,24-42,3,S. Hill makes 3-pt shot from 26 ft (assist by R. Stuckey)
6:24.0,Toronto full timeout,,24-42,,
6:24.0,D. DeRozan enters the game for C. Joseph,,24-42,,
6:24.0,J. Valanciunas enters the game for B. Biyombo,,24-42,,
6:24.0,N. Powell enters the game for T. Ross,,24-42,,
6:06.0,P. Patterson misses 3-pt shot from 24 ft,,24-42,,
6:04.0,Offensive rebound by J. Valanciunas,,24-42,,
6:04.0,J. Valanciunas makes 2-pt shot at rim,2,26-42,,
5:41.0,,,26-42,,R. Stuckey misses 3-pt shot from 25 ft
5:39.0,,,26-42,,Offensive rebound by I. Mahinmi
5:27.0,,,26-44,2,I. Mahinmi makes 2-pt shot from 2 ft (assist by C. Miles)
5:27.0,,,26-44,,Shooting foul by J. Valanciunas (drawn by I. Mahinmi)
5:27.0,,,26-44,,P. George enters the game for S. Hill
5:27.0,,,26-44,,G. Hill enters the game for R. Stuckey
5:27.0,,,26-45,1,I. Mahinmi makes free throw 1 of 1
5:10.0,Turnover by D. DeRozan (lost ball; steal by T. Lawson),,26-45,,
5:05.0,,,26-47,2,G. Hill makes 2-pt shot from 1 ft (assist by P. George)
4:37.0,K. Lowry makes 2-pt shot from 21 ft,2,28-47,,
4:22.0,,,28-49,2,G. Hill makes 2-pt shot at rim (assist by I. Mahinmi)
4:18.0,Turnover by J. Valanciunas (lost ball; steal by T. Lawson),,28-49,,
4:16.0,,,28-51,2,T. Lawson makes 2-pt shot from 17 ft
3:46.0,K. Lowry misses 3-pt shot from 26 ft,,28-51,,
3:44.0,,,28-51,,Defensive rebound by Team
3:44.0,,,28-51,,M. Ellis enters the game for T. Lawson
3:44.0,,,28-51,,M. Turner enters the game for I. Mahinmi
3:44.0,D. Carroll enters the game for P. Patterson,,28-51,,
3:44.0,,,28-51,,Indiana full timeout
3:26.0,,,28-51,,Shooting foul by J. Valanciunas (drawn by G. Hill)
3:26.0,,,28-52,1,G. Hill makes free throw 1 of 2
3:26.0,,,28-53,1,G. Hill makes free throw 2 of 2
3:11.0,D. DeRozan makes 2-pt shot from 21 ft (assist by K. Lowry),2,30-53,,
2:44.0,,,30-53,,M. Turner misses 2-pt shot from 1 ft
2:43.0,Defensive rebound by D. DeRozan,,30-53,,
2:32.0,D. DeRozan misses 2-pt shot from 19 ft,,30-53,,
2:31.0,,,30-53,,Defensive rebound by C. Miles
2:22.0,,,30-53,,Turnover by M. Turner (lost ball; steal by N. Powell)
2:17.0,D. Carroll misses 2-pt shot from 1 ft,,30-53,,
2:16.0,Offensive rebound by N. Powell,,30-53,,
2:16.0,N. Powell makes 2-pt shot from 2 ft,2,32-53,,
1:58.0,,,32-55,2,G. Hill makes 2-pt shot from 1 ft
1:46.0,N. Powell makes 3-pt shot from 27 ft (assist by K. Lowry),3,35-55,,
1:32.0,Personal foul by N. Powell,,35-55,,
1:26.0,,,35-55,,M. Turner misses 2-pt shot from 17 ft
1:24.0,Defensive rebound by K. Lowry,,35-55,,
1:09.0,K. Lowry makes 2-pt shot from 1 ft,2,37-55,,
0:57.0,Personal foul by D. Carroll,,37-55,,
0:57.0,,,37-56,1,P. George makes free throw 1 of 2
0:57.0,,,37-56,,S. Hill enters the game for C. Miles
0:57.0,,,37-57,1,P. George makes free throw 2 of 2
0:43.0,D. DeRozan misses 2-pt shot from 1 ft (block by M. Turner),,37-57,,
0:42.0,Offensive rebound by Team,,37-57,,
0:34.0,D. Carroll makes 3-pt shot from 26 ft (assist by D. DeRozan),3,40-57,,
0:33.0,,,40-57,,Indiana full timeout
0:33.0,B. Biyombo enters the game for J. Valanciunas,,40-57,,
0:33.0,,,40-57,,C. Miles enters the game for S. Hill
0:20.0,,,40-57,,P. George misses 3-pt shot from 23 ft
0:19.0,Defensive rebound by D. Carroll,,40-57,,
0:01.0,Shooting foul by M. Turner (drawn by K. Lowry),,40-57,,
0:01.0,K. Lowry makes free throw 1 of 2,1,41-57,,
0:01.0,,,41-57,,I. Mahinmi enters the game for C. Miles
0:01.0,K. Lowry makes free throw 2 of 2,1,42-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,Turnover by D. DeRozan (lost ball; steal by P. George),,42-57,,
11:32.0,,,42-57,,Turnover by M. Ellis (bad pass)
11:24.0,D. DeRozan makes 2-pt shot from 17 ft,2,44-57,,
11:05.0,,,44-57,,M. Turner misses 2-pt shot from 9 ft
11:03.0,Defensive rebound by J. Valanciunas,,44-57,,
10:56.0,L. Scola misses 3-pt shot from 25 ft,,44-57,,
10:54.0,Offensive rebound by D. Carroll,,44-57,,
10:50.0,K. Lowry misses 3-pt shot from 26 ft,,44-57,,
10:49.0,,,44-57,,Defensive rebound by M. Turner
10:34.0,,,44-59,2,I. Mahinmi makes 2-pt shot at rim (assist by M. Ellis)
10:11.0,D. DeRozan misses 3-pt shot from 23 ft,,44-59,,
10:11.0,,,44-59,,Defensive rebound by M. Turner
10:00.0,,,44-61,2,G. Hill makes 2-pt shot from 20 ft
9:34.0,Turnover by Team (shot clock),,44-61,,
9:22.0,,,44-61,,M. Ellis misses 2-pt shot from 21 ft
9:21.0,Defensive rebound by L. Scola,,44-61,,
9:10.0,D. Carroll misses 3-pt shot from 24 ft,,44-61,,
9:09.0,,,44-61,,Defensive rebound by M. Ellis
9:07.0,,,44-61,,Turnover by M. Ellis (lost ball; steal by K. Lowry)
8:55.0,J. Valanciunas makes 2-pt shot at rim,2,46-61,,
8:38.0,,,46-61,,G. Hill misses 3-pt shot from 24 ft
8:37.0,Defensive rebound by D. DeRozan,,46-61,,
8:31.0,,,46-61,,Personal foul by P. George
8:24.0,L. Scola misses 3-pt shot from 25 ft,,46-61,,
8:23.0,Offensive rebound by J. Valanciunas,,46-61,,
8:23.0,J. Valanciunas makes 2-pt shot from 1 ft,2,48-61,,
7:56.0,,,48-63,2,G. Hill makes 2-pt shot from 14 ft
7:31.0,D. Carroll makes 3-pt shot from 25 ft (assist by D. DeRozan),3,51-63,,
7:14.0,,,51-63,,P. George misses 3-pt shot from 27 ft
7:13.0,,,51-63,,Offensive rebound by M. Ellis
7:08.0,,,51-63,,G. Hill misses 3-pt shot from 24 ft
7:07.0,,,51-63,,Offensive rebound by M. Turner
7:07.0,,,51-63,,M. Turner misses 2-pt shot from 1 ft
7:06.0,Defensive rebound by D. DeRozan,,51-63,,
6:47.0,L. Scola misses 3-pt shot from 24 ft,,51-63,,
6:47.0,,,51-63,,Defensive rebound by I. Mahinmi
6:39.0,Personal block foul by D. DeRozan,,51-63,,
6:35.0,,,51-63,,P. George misses 2-pt shot from 10 ft
6:34.0,Defensive rebound by Team,,51-63,,
6:18.0,L. Scola misses 3-pt shot from 23 ft,,51-63,,
6:17.0,,,51-63,,Defensive rebound by P. George
6:04.0,,,51-65,2,P. George makes 2-pt shot from 4 ft
5:55.0,Shooting foul by M. Ellis (drawn by L. Scola),,51-65,,
5:55.0,,,51-65,,Indiana full timeout
5:55.0,L. Scola misses free throw 1 of 2,,51-65,,
5:55.0,Offensive rebound by Team,,51-65,,
5:55.0,L. Scola makes free throw 2 of 2,1,52-65,,
5:44.0,,,52-65,,Shooting foul by K. Lowry (drawn by I. Mahinmi)
5:44.0,,,52-65,,I. Mahinmi misses free throw 1 of 2
5:44.0,,,52-65,,Offensive rebound by Team
5:44.0,P. Patterson enters the game for L. Scola,,52-65,,
5:44.0,,,52-66,1,I. Mahinmi makes free throw 2 of 2
5:33.0,Shooting foul by P. George (drawn by J. Valanciunas),,52-66,,
5:33.0,J. Valanciunas makes free throw 1 of 2,1,53-66,,
5:33.0,,,53-66,,S. Hill enters the game for I. Mahinmi
5:33.0,J. Valanciunas makes free throw 2 of 2,1,54-66,,
5:19.0,,,54-66,,M. Turner misses 2-pt shot from 2 ft (block by J. Valanciunas)
5:19.0,,,54-66,,Offensive rebound by M. Turner
5:19.0,Jump ball: K. Lowry vs. M. Turner (M. Ellis gains possession),,,,Jump ball: K. Lowry vs. M. Turner (M. Ellis gains possession)
5:13.0,,,54-66,,Turnover by P. George (bad pass)
5:05.0,K. Lowry misses 2-pt shot from 1 ft,,54-66,,
5:05.0,,,54-66,,Defensive rebound by M. Turner
4:46.0,,,54-68,2,M. Turner makes 2-pt shot from 20 ft (assist by G. Hill)
4:30.0,D. DeRozan makes 2-pt shot from 21 ft (assist by K. Lowry),2,56-68,,
4:17.0,,,56-68,,M. Turner misses 2-pt shot from 19 ft
4:17.0,,,56-68,,Offensive rebound by S. Hill
4:17.0,Loose ball foul by K. Lowry,,56-68,,
4:07.0,,,56-68,,M. Turner misses 2-pt shot from 19 ft
4:05.0,Defensive rebound by J. Valanciunas,,56-68,,
3:57.0,D. DeRozan misses 2-pt shot from 15 ft,,56-68,,
3:56.0,,,56-68,,Defensive rebound by G. Hill
3:41.0,,,56-68,,M. Ellis misses 3-pt shot from 24 ft
3:39.0,Defensive rebound by D. DeRozan,,56-68,,
3:17.0,D. Carroll misses 3-pt shot from 25 ft,,56-68,,
3:17.0,,,56-68,,Defensive rebound by Team
3:17.0,Loose ball foul by J. Valanciunas,,56-68,,
3:17.0,C. Joseph enters the game for K. Lowry,,56-68,,
3:17.0,,,56-68,,R. Stuckey enters the game for G. Hill
3:17.0,B. Biyombo enters the game for J. Valanciunas,,56-68,,
3:04.0,Personal block foul by D. Carroll,,56-68,,
3:04.0,,,56-68,,P. George misses free throw 1 of 2
3:04.0,,,56-68,,Offensive rebound by Team
3:04.0,,,56-69,1,P. George makes free throw 2 of 2
2:50.0,D. DeRozan misses 3-pt shot from 25 ft,,56-69,,
2:49.0,Offensive rebound by Team,,56-69,,
2:49.0,Toronto full timeout,,56-69,,
2:49.0,T. Ross enters the game for D. DeRozan,,56-69,,
2:48.0,Turnover by C. Joseph (lost ball; steal by M. Ellis),,56-69,,
2:45.0,,,56-69,,Turnover by S. Hill (lost ball; steal by C. Joseph)
2:32.0,T. Ross makes 2-pt shot from 2 ft,2,58-69,,
2:12.0,,,58-69,,M. Turner misses 2-pt shot from 20 ft
2:11.0,Defensive rebound by D. Carroll,,58-69,,
1:47.0,C. Joseph misses 2-pt shot from 17 ft,,58-69,,
1:47.0,Offensive rebound by Team,,58-69,,
1:47.0,Turnover by Team (shot clock),,58-69,,
1:32.0,,,58-69,,P. George misses 2-pt shot from 16 ft
1:28.0,Defensive rebound by B. Biyombo,,58-69,,
1:28.0,,,58-69,,T. Lawson enters the game for M. Ellis
1:28.0,Turnover by B. Biyombo (lost ball; steal by M. Turner),,58-69,,
1:28.0,Jump ball: B. Biyombo vs. M. Turner (R. Stuckey gains possession),,,,Jump ball: B. Biyombo vs. M. Turner (R. Stuckey gains possession)
1:17.0,,,58-69,,S. Hill misses 3-pt shot from 24 ft
1:15.0,,,58-69,,Offensive rebound by M. Turner
1:04.0,,,58-69,,Shooting foul by C. Joseph (drawn by P. George)
1:04.0,,,58-70,1,P. George makes free throw 1 of 2
1:04.0,,,58-70,,I. Mahinmi enters the game for M. Turner
1:04.0,,,58-71,1,P. George makes free throw 2 of 2
0:52.0,T. Ross misses 3-pt shot from 25 ft,,58-71,,
0:50.0,,,58-71,,Defensive rebound by R. Stuckey
0:39.0,,,58-71,,Turnover by R. Stuckey (lost ball; steal by C. Joseph)
0:37.0,,,58-71,,Clear path foul by R. Stuckey
0:37.0,B. Biyombo misses clear path free throw 1 of 2,,58-71,,
0:37.0,Offensive rebound by Team,,58-71,,
0:37.0,,,58-71,,C. Miles enters the game for P. George
0:37.0,N. Powell enters the game for D. Carroll,,58-71,,
0:37.0,B. Biyombo misses clear path free throw 2 of 2,,58-71,,
0:37.0,Offensive rebound by Team,,58-71,,
0:24.0,Turnover by C. Joseph (bad pass),,58-71,,
0:01.0,,,58-71,,S. Hill misses 2-pt shot from 15 ft
0:00.0,,,58-71,,Offensive rebound by C. Miles
0:00.0,,,58-73,2,C. Miles makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,58-73,,I. Mahinmi misses 2-pt shot from 2 ft
11:38.0,Defensive rebound by B. Biyombo,,58-73,,
11:21.0,T. Ross misses 2-pt shot from 18 ft (block by C. Miles),,58-73,,
11:19.0,,,58-73,,Defensive rebound by R. Stuckey
11:07.0,,,58-73,,I. Mahinmi misses 2-pt shot from 1 ft
11:06.0,Defensive rebound by B. Biyombo,,58-73,,
11:02.0,Shooting foul by T. Lawson (drawn by K. Lowry),,58-73,,
11:02.0,K. Lowry makes free throw 1 of 2,1,59-73,,
11:02.0,K. Lowry makes free throw 2 of 2,1,60-73,,
10:46.0,,,60-75,2,I. Mahinmi makes 2-pt shot from 1 ft
10:27.0,K. Lowry misses 2-pt shot from 1 ft,,60-75,,
10:26.0,Offensive rebound by B. Biyombo,,60-75,,
10:25.0,Shooting foul by I. Mahinmi (drawn by B. Biyombo),,60-75,,
10:25.0,B. Biyombo misses free throw 1 of 2,,60-75,,
10:25.0,Offensive rebound by Team,,60-75,,
10:25.0,B. Biyombo misses free throw 2 of 2,,60-75,,
10:25.0,,,60-75,,Defensive rebound by C. Miles
10:22.0,Technical foul by P. Patterson,,60-75,,
10:22.0,,,60-75,,C. Miles misses technical free throw
10:22.0,,,60-75,,Offensive rebound by Team
10:22.0,D. Carroll enters the game for B. Biyombo,,60-75,,
10:04.0,,,60-75,,I. Mahinmi misses 2-pt shot from 1 ft
10:03.0,Defensive rebound by K. Lowry,,60-75,,
9:57.0,N. Powell misses 3-pt shot from 23 ft,,60-75,,
9:56.0,,,60-75,,Defensive rebound by I. Mahinmi
9:50.0,,,60-77,2,R. Stuckey makes 2-pt shot from 18 ft (assist by T. Lawson)
9:32.0,,,60-77,,Personal foul by C. Miles
9:25.0,P. Patterson misses 3-pt shot from 26 ft,,60-77,,
9:23.0,,,60-77,,Defensive rebound by T. Lawson
9:16.0,,,60-77,,Turnover by R. Stuckey (lost ball; steal by N. Powell)
9:11.0,Shooting foul by S. Hill (drawn by T. Ross),,60-77,,
9:11.0,T. Ross makes free throw 1 of 2,1,61-77,,
9:11.0,T. Ross makes free throw 2 of 2,1,62-77,,
8:56.0,,,62-77,,C. Miles misses 2-pt shot from 11 ft
8:56.0,Defensive rebound by N. Powell,,62-77,,
8:47.0,P. Patterson makes 3-pt shot from 26 ft (assist by K. Lowry),3,65-77,,
8:47.0,,,65-77,,Indiana full timeout
8:47.0,D. DeRozan enters the game for N. Powell,,65-77,,
8:47.0,,,65-77,,G. Hill enters the game for T. Lawson
8:47.0,,,65-77,,P. George enters the game for C. Miles
8:38.0,,,65-77,,Offensive foul by I. Mahinmi
8:38.0,,,65-77,,Turnover by I. Mahinmi (offensive foul)
8:27.0,T. Ross misses 2-pt shot from 12 ft,,65-77,,
8:26.0,,,65-77,,Defensive rebound by I. Mahinmi
8:05.0,,,65-77,,R. Stuckey misses 2-pt shot from 16 ft
8:04.0,,,65-77,,Offensive rebound by G. Hill
8:02.0,,,65-79,2,G. Hill makes 2-pt shot from 1 ft
7:48.0,P. Patterson makes 2-pt shot from 6 ft,2,67-79,,
7:25.0,Personal foul by K. Lowry,,67-79,,
7:25.0,,,67-79,,M. Ellis enters the game for R. Stuckey
7:14.0,,,67-79,,P. George misses 2-pt shot from 1 ft (block by P. Patterson)
7:13.0,,,67-79,,Offensive rebound by I. Mahinmi
7:11.0,,,67-81,2,P. George makes 2-pt shot at rim (assist by I. Mahinmi)
6:58.0,T. Ross misses 3-pt shot from 27 ft,,67-81,,
6:57.0,,,67-81,,Defensive rebound by S. Hill
6:34.0,,,67-81,,P. George misses 2-pt shot from 17 ft
6:33.0,,,67-81,,Offensive rebound by I. Mahinmi
6:18.0,,,67-83,2,G. Hill makes 2-pt shot from 17 ft (assist by S. Hill)
6:03.0,,,67-83,,Personal foul by P. George
6:03.0,P. Patterson makes free throw 1 of 2,1,68-83,,
6:03.0,J. Valanciunas enters the game for T. Ross,,68-83,,
6:03.0,P. Patterson makes free throw 2 of 2,1,69-83,,
5:46.0,,,69-83,,P. George misses 2-pt shot from 2 ft
5:46.0,,,69-83,,Offensive rebound by I. Mahinmi
5:46.0,,,69-85,2,I. Mahinmi makes 2-pt shot at rim
5:20.0,D. DeRozan misses 2-pt shot from 16 ft,,69-85,,
5:19.0,Offensive rebound by P. Patterson,,69-85,,
5:16.0,Offensive charge foul by D. DeRozan,,69-85,,
5:16.0,Turnover by D. DeRozan (offensive foul),,69-85,,
5:16.0,Official timeout,,69-85,,
5:03.0,,,69-85,,Shooting foul by D. Carroll (drawn by I. Mahinmi)
5:03.0,,,69-86,1,I. Mahinmi makes free throw 1 of 2
5:03.0,,,69-87,1,I. Mahinmi makes free throw 2 of 2
5:03.0,,,69-87,,Technical foul by P. George
5:03.0,Technical foul by J. Valanciunas,,69-87,,
5:03.0,Technical foul by D. Carroll,,69-87,,
5:03.0,,,69-88,1,P. George makes technical free throw
4:54.0,D. DeRozan misses 2-pt shot from 1 ft (block by I. Mahinmi),,69-88,,
4:54.0,Offensive rebound by Team,,69-88,,
4:50.0,Shooting foul by I. Mahinmi (drawn by J. Valanciunas),,69-88,,
4:50.0,J. Valanciunas makes free throw 1 of 2,1,70-88,,
4:50.0,J. Valanciunas makes free throw 2 of 2,1,71-88,,
4:41.0,Personal foul by K. Lowry,,71-88,,
4:41.0,C. Joseph enters the game for K. Lowry,,71-88,,
4:25.0,,,71-88,,M. Ellis misses 2-pt shot from 1 ft
4:25.0,Defensive rebound by J. Valanciunas,,71-88,,
4:14.0,D. Carroll makes 3-pt shot from 24 ft (assist by P. Patterson),3,74-88,,
3:55.0,,,74-90,2,I. Mahinmi makes 2-pt shot from 3 ft
3:43.0,Turnover by D. DeRozan (lost ball; steal by M. Ellis),,74-90,,
3:29.0,,,74-93,3,S. Hill makes 3-pt shot from 25 ft (assist by G. Hill)
3:19.0,Toronto full timeout,,74-93,,
3:19.0,J. Johnson enters the game for D. Carroll,,74-93,,
3:19.0,J. Thompson enters the game for J. Valanciunas,,74-93,,
3:19.0,D. Wright enters the game for D. DeRozan,,74-93,,
