time,Washington,pts.away,score,pts.home,Chicago
9:26.0,G. Neal makes 2-pt shot from 18 ft,2,38-33,,
9:26.0,Shooting foul by T. Snell (drawn by G. Neal),,38-33,,
9:26.0,G. Neal makes free throw 1 of 1,1,39-33,,
9:04.0,,,39-33,,J. Noah misses 2-pt shot from 7 ft
9:03.0,Defensive rebound by R. Sessions,,39-33,,
8:54.0,D. Blair misses 2-pt shot from 12 ft,,39-33,,
8:53.0,,,39-33,,Defensive rebound by J. Noah
8:44.0,Personal foul by D. Blair (drawn by T. Snell),,39-33,,
8:44.0,,,39-33,,Chicago full timeout
8:44.0,,,39-33,,D. Rose enters the game for T. Snell
8:44.0,N. Hilario enters the game for D. Blair,,39-33,,
8:44.0,O. Porter enters the game for D. Gooden,,39-33,,
8:35.0,,,39-33,,B. Portis misses 2-pt shot from 20 ft
8:33.0,Defensive rebound by O. Porter,,39-33,,
8:23.0,O. Porter makes 3-pt shot from 24 ft (assist by R. Sessions),3,42-33,,
8:08.0,,,42-35,2,D. Rose makes 2-pt shot from 19 ft
7:53.0,N. Hilario misses 2-pt shot from 15 ft,,42-35,,
7:52.0,Offensive rebound by G. Neal,,42-35,,
7:52.0,G. Neal makes 2-pt shot from 1 ft,2,44-35,,
7:33.0,,,44-35,,A. Brooks misses 2-pt shot from 2 ft
7:32.0,Defensive rebound by O. Porter,,44-35,,
7:26.0,K. Oubre makes 2-pt shot at rim (assist by G. Neal),2,46-35,,
7:11.0,,,46-35,,Turnover by J. Noah (bad pass)
7:11.0,J. Wall enters the game for K. Oubre,,46-35,,
7:00.0,R. Sessions makes 2-pt shot from 16 ft,2,48-35,,
6:46.0,,,48-35,,D. Rose misses 2-pt shot from 9 ft
6:45.0,,,48-35,,Offensive rebound by J. Noah
6:45.0,,,48-35,,J. Noah misses 2-pt shot at rim
6:43.0,,,48-35,,Offensive rebound by B. Portis
6:43.0,,,48-35,,B. Portis misses 2-pt shot from 2 ft
6:43.0,Defensive rebound by Team,,48-35,,
6:43.0,,,48-35,,P. Gasol enters the game for J. Noah
6:43.0,,,48-35,,J. Butler enters the game for A. Brooks
6:31.0,R. Sessions makes 2-pt shot from 10 ft,2,50-35,,
6:30.0,,,50-35,,Chicago full timeout
6:30.0,,,50-35,,N. Mirotic enters the game for B. Portis
6:12.0,,,50-37,2,J. Butler makes 2-pt shot from 1 ft
6:00.0,O. Porter misses 2-pt shot from 19 ft,,50-37,,
5:59.0,,,50-37,,Defensive rebound by P. Gasol
5:48.0,,,50-39,2,N. Mirotic makes 2-pt shot from 1 ft (assist by P. Gasol)
5:33.0,O. Porter makes 2-pt shot from 20 ft (assist by G. Neal),2,52-39,,
5:21.0,,,52-39,,Shooting foul by N. Hilario (drawn by J. Butler)
5:21.0,,,52-39,,Chicago full timeout
5:21.0,G. Temple enters the game for G. Neal,,52-39,,
5:21.0,,,52-40,1,J. Butler makes free throw 1 of 2
5:21.0,,,52-41,1,J. Butler makes free throw 2 of 2
5:08.0,R. Sessions makes 2-pt shot from 10 ft,2,54-41,,
4:53.0,,,54-41,,P. Gasol misses 2-pt shot from 1 ft
4:52.0,Defensive rebound by N. Hilario,,54-41,,
4:46.0,O. Porter makes 2-pt shot from 3 ft (assist by J. Wall),2,56-41,,
4:37.0,,,56-43,2,D. Rose makes 2-pt shot from 2 ft
4:22.0,N. Hilario misses 2-pt shot from 14 ft,,56-43,,
4:21.0,,,56-43,,Defensive rebound by P. Gasol
4:12.0,,,56-43,,Shooting foul by O. Porter (drawn by N. Mirotic)
4:12.0,,,56-43,,N. Mirotic misses free throw 1 of 2
4:12.0,,,56-43,,Offensive rebound by Team
4:12.0,,,56-43,,T. Gibson enters the game for D. McDermott
4:12.0,D. Gooden enters the game for N. Hilario,,56-43,,
4:12.0,,,56-43,,N. Mirotic misses free throw 2 of 2
4:11.0,Defensive rebound by O. Porter,,56-43,,
3:48.0,G. Temple misses 3-pt shot from 23 ft,,56-43,,
3:46.0,,,56-43,,Defensive rebound by J. Butler
3:37.0,Personal foul by O. Porter (drawn by T. Gibson),,56-43,,
3:36.0,J. Dudley enters the game for R. Sessions,,56-43,,
3:24.0,,,56-43,,D. Rose misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by Team,,56-43,,
3:00.0,Shooting foul by T. Gibson (drawn by D. Gooden),,56-43,,
3:00.0,D. Gooden makes free throw 1 of 2,1,57-43,,
3:00.0,D. Gooden makes free throw 2 of 2,1,58-43,,
2:45.0,,,58-45,2,J. Butler makes 2-pt shot from 2 ft
2:26.0,O. Porter misses 3-pt shot from 24 ft,,58-45,,
2:25.0,,,58-45,,Defensive rebound by N. Mirotic
2:16.0,,,58-45,,Shooting foul by D. Gooden (drawn by P. Gasol)
2:16.0,Washington full timeout,,58-45,,
2:16.0,,,58-46,1,P. Gasol makes free throw 1 of 2
2:16.0,,,58-46,,P. Gasol misses free throw 2 of 2
2:15.0,Defensive rebound by D. Gooden,,58-46,,
2:00.0,D. Gooden makes 2-pt shot from 16 ft,2,60-46,,
1:33.0,,,60-46,,J. Butler misses 2-pt shot from 14 ft
1:32.0,,,60-46,,Offensive rebound by P. Gasol
1:32.0,,,60-46,,Shooting foul by J. Wall (drawn by P. Gasol)
1:32.0,,,60-47,1,P. Gasol makes free throw 1 of 2
1:32.0,K. Oubre enters the game for G. Temple,,60-47,,
1:32.0,D. Blair enters the game for J. Dudley,,60-47,,
1:32.0,G. Neal enters the game for O. Porter,,60-47,,
1:32.0,,,60-48,1,P. Gasol makes free throw 2 of 2
1:09.0,G. Neal misses 2-pt shot from 5 ft (block by N. Mirotic),,60-48,,
1:09.0,Offensive rebound by Team,,60-48,,
1:06.0,G. Neal makes 2-pt shot from 11 ft (assist by D. Gooden),2,62-48,,
1:01.0,,,62-48,,N. Mirotic misses 2-pt shot from 2 ft (block by K. Oubre)
1:00.0,Defensive rebound by J. Wall,,62-48,,
0:45.0,G. Neal misses 2-pt shot from 18 ft,,62-48,,
0:44.0,,,62-48,,Defensive rebound by P. Gasol
0:33.0,,,62-48,,D. Rose misses 2-pt shot from 21 ft
0:32.0,Defensive rebound by D. Blair,,62-48,,
0:08.0,Turnover by Team (shot clock),,62-48,,
0:08.0,,,62-48,,D. McDermott enters the game for T. Gibson
0:08.0,J. Eddie enters the game for D. Gooden,,62-48,,
0:00.0,,,62-48,,J. Butler misses 3-pt shot from 24 ft
0:00.0,,,62-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,62-48,,N. Mirotic misses 3-pt shot from 23 ft
11:40.0,Defensive rebound by N. Hilario,,62-48,,
11:23.0,J. Dudley makes 3-pt shot from 24 ft (assist by J. Wall),3,65-48,,
11:06.0,,,65-50,2,P. Gasol makes 2-pt shot from 20 ft (assist by N. Mirotic)
10:44.0,N. Hilario makes 2-pt shot at rim (assist by J. Dudley),2,67-50,,
10:28.0,Def 3 sec tech foul by J. Dudley,,67-50,,
10:28.0,,,67-51,1,J. Butler makes technical free throw
10:21.0,,,67-53,2,D. Rose makes 2-pt shot from 12 ft
10:16.0,N. Hilario makes 2-pt shot at rim (assist by G. Temple),2,69-53,,
9:56.0,,,69-53,,Turnover by P. Gasol (bad pass; steal by O. Porter)
9:50.0,J. Wall misses 3-pt shot from 24 ft,,69-53,,
9:49.0,,,69-53,,Defensive rebound by P. Gasol
9:39.0,,,69-56,3,D. Rose makes 3-pt shot from 25 ft (assist by J. Butler)
9:24.0,Turnover by N. Hilario (bad pass; steal by J. Butler),,69-56,,
9:18.0,,,69-56,,J. Butler misses 3-pt shot from 26 ft
9:15.0,,,69-56,,Offensive rebound by T. Gibson
9:13.0,,,69-58,2,T. Gibson makes 2-pt shot at rim
8:56.0,Turnover by J. Dudley (traveling),,69-58,,
8:30.0,,,69-58,,P. Gasol misses 2-pt shot from 17 ft
8:29.0,Defensive rebound by O. Porter,,69-58,,
8:19.0,,,69-58,,Violation by P. Gasol (kicked ball)
8:13.0,O. Porter misses 2-pt shot from 8 ft,,69-58,,
8:12.0,,,69-58,,Defensive rebound by T. Gibson
8:06.0,,,69-60,2,D. Rose makes 2-pt shot from 5 ft
8:06.0,,,69-60,,Shooting foul by J. Dudley (drawn by D. Rose)
8:06.0,Washington full timeout,,69-60,,
8:06.0,,,69-60,,T. Snell enters the game for N. Mirotic
8:06.0,,,69-61,1,D. Rose makes free throw 1 of 1
7:54.0,Turnover by J. Wall (bad pass; steal by J. Butler),,69-61,,
7:51.0,,,69-63,2,J. Butler makes 2-pt shot at rim
7:27.0,J. Wall misses 2-pt shot from 17 ft,,69-63,,
7:26.0,,,69-63,,Defensive rebound by T. Gibson
7:08.0,,,69-63,,Offensive foul by T. Gibson
7:08.0,,,69-63,,Turnover by T. Gibson (offensive foul)
7:08.0,D. Gooden enters the game for N. Hilario,,69-63,,
6:53.0,D. Gooden misses 2-pt shot from 6 ft,,69-63,,
6:52.0,Offensive rebound by D. Gooden,,69-63,,
6:48.0,J. Dudley makes 3-pt shot from 26 ft (assist by D. Gooden),3,72-63,,
6:29.0,,,72-65,2,J. Butler makes 2-pt shot from 7 ft
6:19.0,Turnover by J. Dudley (bad pass; steal by J. Butler),,72-65,,
6:15.0,,,72-65,,Offensive charge foul by J. Butler
6:15.0,,,72-65,,Turnover by J. Butler (offensive foul)
5:54.0,O. Porter misses 2-pt shot from 21 ft,,72-65,,
5:53.0,Offensive rebound by D. Gooden,,72-65,,
5:35.0,G. Temple makes 2-pt shot from 22 ft (assist by J. Dudley),2,74-65,,
5:18.0,,,74-65,,T. Gibson misses 2-pt shot from 15 ft
5:17.0,Defensive rebound by D. Gooden,,74-65,,
4:57.0,J. Wall misses 2-pt shot from 19 ft,,74-65,,
4:56.0,Offensive rebound by O. Porter,,74-65,,
4:56.0,O. Porter misses 2-pt shot from 1 ft,,74-65,,
4:56.0,Offensive rebound by D. Gooden,,74-65,,
4:56.0,D. Gooden makes 2-pt shot from 2 ft,2,76-65,,
4:56.0,,,76-65,,Chicago full timeout
4:56.0,,,76-65,,J. Noah enters the game for T. Gibson
4:56.0,,,76-65,,N. Mirotic enters the game for P. Gasol
4:56.0,,,76-65,,A. Brooks enters the game for D. Rose
4:35.0,,,76-65,,T. Snell misses 2-pt shot from 7 ft
4:33.0,,,76-65,,Offensive rebound by N. Mirotic
4:33.0,,,76-65,,N. Mirotic misses 2-pt shot from 1 ft
4:32.0,,,76-65,,Offensive rebound by J. Noah
4:32.0,,,76-65,,J. Noah misses 2-pt shot from 1 ft
4:31.0,Defensive rebound by O. Porter,,76-65,,
4:24.0,G. Temple misses 3-pt shot from 22 ft,,76-65,,
4:23.0,,,76-65,,Defensive rebound by N. Mirotic
4:17.0,,,76-68,3,J. Butler makes 3-pt shot from 22 ft (assist by A. Brooks)
4:02.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,79-68,,
3:43.0,,,79-68,,A. Brooks misses 3-pt shot from 25 ft
3:42.0,Defensive rebound by J. Wall,,79-68,,
3:36.0,D. Gooden misses 3-pt shot from 25 ft,,79-68,,
3:34.0,,,79-68,,Defensive rebound by J. Noah
3:21.0,,,79-70,2,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Noah)
3:05.0,J. Wall makes 2-pt shot from 10 ft,2,81-70,,
2:45.0,,,81-70,,T. Snell misses 3-pt shot from 26 ft
2:44.0,Defensive rebound by O. Porter,,81-70,,
2:25.0,Turnover by J. Wall (bad pass; steal by N. Mirotic),,81-70,,
2:19.0,,,81-70,,J. Noah misses 2-pt shot from 1 ft (block by J. Wall)
2:19.0,,,81-70,,Offensive rebound by J. Butler
2:19.0,,,81-70,,Shooting foul by J. Wall (drawn by J. Butler)
2:19.0,,,81-71,1,J. Butler makes free throw 1 of 2
2:19.0,R. Sessions enters the game for J. Wall,,81-71,,
2:19.0,,,81-71,,J. Butler misses free throw 2 of 2
2:17.0,Defensive rebound by O. Porter,,81-71,,
1:59.0,R. Sessions misses 3-pt shot from 25 ft,,81-71,,
1:58.0,,,81-71,,Defensive rebound by N. Mirotic
1:49.0,Personal foul by O. Porter (drawn by J. Butler),,81-71,,
1:47.0,,,81-71,,Turnover by T. Snell (bad pass; steal by O. Porter)
1:33.0,G. Temple misses 2-pt shot from 19 ft,,81-71,,
1:32.0,,,81-71,,Defensive rebound by N. Mirotic
1:23.0,,,81-71,,J. Noah misses 2-pt shot from 3 ft (block by G. Temple)
1:21.0,Defensive rebound by R. Sessions,,81-71,,
1:00.0,O. Porter makes 2-pt shot from 19 ft (assist by R. Sessions),2,83-71,,
0:46.0,,,83-74,3,N. Mirotic makes 3-pt shot from 23 ft (assist by J. Butler)
0:28.0,D. Gooden misses 3-pt shot from 24 ft,,83-74,,
0:27.0,,,83-74,,Defensive rebound by N. Mirotic
0:07.0,,,83-74,,J. Butler misses 2-pt shot from 2 ft (block by D. Gooden)
0:06.0,Defensive rebound by D. Gooden,,83-74,,
0:06.0,,,83-74,,Personal foul by J. Noah (drawn by D. Gooden)
0:06.0,D. Blair enters the game for J. Dudley,,83-74,,
0:06.0,J. Wall enters the game for D. Gooden,,83-74,,
0:06.0,,,83-74,,E. Moore enters the game for N. Mirotic
0:00.0,J. Wall misses 2-pt shot from 3 ft,,83-74,,
0:00.0,Offensive rebound by Team,,83-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,R. Sessions misses 2-pt shot from 4 ft,,83-74,,
11:39.0,Offensive rebound by D. Gooden,,83-74,,
11:39.0,D. Gooden misses 2-pt shot from 1 ft,,83-74,,
11:38.0,Offensive rebound by D. Gooden,,83-74,,
11:38.0,D. Gooden makes 2-pt shot from 1 ft,2,85-74,,
11:28.0,,,85-77,3,A. Brooks makes 3-pt shot from 23 ft (assist by N. Mirotic)
11:11.0,Turnover by G. Neal (lost ball; steal by J. Noah),,85-77,,
11:09.0,,,85-77,,Shooting foul by R. Sessions (drawn by J. Butler)
11:09.0,,,85-78,1,J. Butler makes free throw 1 of 2
11:09.0,,,85-79,1,J. Butler makes free throw 2 of 2
10:58.0,Turnover by R. Sessions (lost ball),,85-79,,
10:48.0,,,85-81,2,A. Brooks makes 2-pt shot from 2 ft
10:43.0,Washington full timeout,,85-81,,
10:30.0,G. Neal misses 2-pt shot from 6 ft (block by N. Mirotic),,85-81,,
10:28.0,,,85-81,,Defensive rebound by N. Mirotic
10:20.0,,,85-81,,Turnover by D. McDermott (bad pass; steal by G. Neal)
10:10.0,D. Blair makes 2-pt shot from 2 ft (assist by R. Sessions),2,87-81,,
9:55.0,,,87-81,,D. McDermott misses 3-pt shot from 23 ft
9:52.0,Defensive rebound by D. Blair,,87-81,,
9:49.0,Shooting foul by J. Butler (drawn by R. Sessions),,87-81,,
9:49.0,R. Sessions makes free throw 1 of 2,1,88-81,,
9:49.0,J. Dudley enters the game for O. Porter,,88-81,,
9:49.0,J. Wall enters the game for D. Gooden,,88-81,,
9:49.0,N. Hilario enters the game for D. Blair,,88-81,,
9:49.0,R. Sessions makes free throw 2 of 2,1,89-81,,
9:34.0,,,89-84,3,D. McDermott makes 3-pt shot from 22 ft (assist by J. Noah)
9:34.0,,,89-84,,Shooting foul by G. Neal (drawn by D. McDermott)
9:34.0,,,89-84,,D. Rose enters the game for A. Brooks
9:34.0,,,89-85,1,D. McDermott makes free throw 1 of 1
9:15.0,Offensive charge foul by G. Neal,,89-85,,
9:15.0,Turnover by G. Neal (offensive foul),,89-85,,
9:15.0,G. Temple enters the game for G. Neal,,89-85,,
9:04.0,,,89-85,,J. Butler misses 2-pt shot from 1 ft
9:03.0,,,89-85,,Offensive rebound by J. Noah
9:03.0,,,89-85,,J. Noah misses 2-pt shot from 1 ft
9:02.0,,,89-85,,Offensive rebound by J. Noah
9:02.0,,,89-85,,J. Noah misses 2-pt shot from 1 ft
9:01.0,Defensive rebound by J. Dudley,,89-85,,
8:52.0,J. Wall makes 2-pt shot from 16 ft,2,91-85,,
8:42.0,,,91-85,,Turnover by J. Noah (offensive foul)
8:42.0,,,91-85,,Offensive foul by J. Noah
8:33.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Wall),2,93-85,,
8:15.0,,,93-87,2,D. Rose makes 2-pt shot from 5 ft
8:00.0,G. Temple makes 3-pt shot from 23 ft (assist by J. Dudley),3,96-87,,
7:57.0,,,96-87,,Chicago full timeout
7:57.0,,,96-87,,P. Gasol enters the game for J. Noah
7:45.0,,,96-87,,Turnover by D. Rose (bad pass; steal by J. Wall)
7:38.0,J. Dudley misses 3-pt shot from 26 ft,,96-87,,
7:37.0,,,96-87,,Defensive rebound by D. McDermott
7:30.0,,,96-87,,Turnover by D. Rose (bad pass; steal by G. Temple)
7:25.0,J. Wall makes 2-pt shot from 2 ft (assist by G. Temple),2,98-87,,
7:13.0,Personal foul by J. Dudley (drawn by N. Mirotic),,98-87,,
7:03.0,,,98-87,,J. Butler misses 2-pt shot from 7 ft (block by N. Hilario)
7:01.0,Defensive rebound by J. Wall,,98-87,,
6:49.0,J. Wall misses 2-pt shot from 19 ft,,98-87,,
6:48.0,,,98-87,,Defensive rebound by P. Gasol
6:39.0,,,98-87,,D. Rose misses 2-pt shot from 1 ft
6:39.0,Defensive rebound by Team,,98-87,,
6:26.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Wall),2,100-87,,
6:10.0,,,100-87,,P. Gasol misses 2-pt shot from 20 ft
6:09.0,Defensive rebound by R. Sessions,,100-87,,
5:56.0,R. Sessions makes 2-pt shot from 2 ft,2,102-87,,
5:56.0,,,102-87,,Chicago full timeout
5:56.0,,,102-87,,A. Brooks enters the game for N. Mirotic
5:56.0,D. Gooden enters the game for N. Hilario,,102-87,,
5:41.0,,,102-89,2,P. Gasol makes 2-pt shot from 2 ft (assist by D. Rose)
5:22.0,J. Wall misses 2-pt shot from 8 ft (block by P. Gasol),,102-89,,
5:20.0,,,102-89,,Defensive rebound by P. Gasol
5:13.0,,,102-89,,Offensive charge foul by D. McDermott
4:52.0,J. Wall makes 3-pt shot from 24 ft (assist by J. Dudley),3,105-89,,
4:40.0,,,105-89,,Turnover by D. Rose (bad pass; steal by R. Sessions)
4:37.0,R. Sessions misses 2-pt shot from 1 ft,,105-89,,
4:36.0,Offensive rebound by G. Temple,,105-89,,
4:36.0,G. Temple makes 2-pt shot at rim,2,107-89,,
4:36.0,,,107-89,,Chicago full timeout
4:36.0,,,107-89,,E. Moore enters the game for P. Gasol
4:36.0,,,107-89,,B. Portis enters the game for J. Butler
4:36.0,,,107-89,,T. Snell enters the game for D. Rose
4:36.0,,,107-89,,C. Bairstow enters the game for A. Brooks
4:28.0,Personal foul by R. Sessions (drawn by D. McDermott),,107-89,,
4:16.0,,,107-91,2,B. Portis makes 2-pt shot from 11 ft
3:49.0,J. Wall misses 3-pt shot from 27 ft,,107-91,,
3:49.0,Offensive rebound by Team,,107-91,,
3:49.0,Turnover by Team (shot clock),,107-91,,
