time,Boston,pts.away,score,pts.home,New York
3:39.0,A. Johnson misses 3-pt shot from 25 ft,,21-28,,
3:39.0,,,21-28,,Defensive rebound by A. Afflalo
3:26.0,,,21-30,2,R. Lopez makes 2-pt shot from 5 ft
3:05.0,Shooting foul by R. Lopez (drawn by I. Thomas),,21-30,,
3:05.0,I. Thomas makes free throw 1 of 2,1,22-30,,
3:05.0,,,22-30,,L. Thomas enters the game for R. Lopez
3:05.0,J. Jerebko enters the game for A. Johnson,,22-30,,
3:05.0,I. Thomas makes free throw 2 of 2,1,23-30,,
2:57.0,,,23-30,,Turnover by L. Thomas (bad pass; steal by J. Jerebko)
2:50.0,Turnover by I. Thomas (bad pass; steal by L. Thomas),,23-30,,
2:45.0,,,23-30,,J. Calderon misses 3-pt shot from 25 ft
2:44.0,Defensive rebound by J. Sullinger,,23-30,,
2:37.0,I. Thomas makes 2-pt shot from 1 ft,2,25-30,,
2:21.0,,,25-32,2,C. Anthony makes 2-pt shot from 2 ft
2:19.0,,,25-32,,Personal foul by J. Calderon (drawn by I. Thomas)
2:19.0,,,25-32,,New York full timeout
2:19.0,M. Smart enters the game for J. Crowder,,25-32,,
2:19.0,,,25-32,,J. Grant enters the game for J. Calderon
2:04.0,J. Sullinger misses 2-pt shot from 11 ft,,25-32,,
2:03.0,,,25-32,,Defensive rebound by C. Anthony
1:45.0,,,25-32,,K. Porzingis misses 2-pt shot from 10 ft
1:44.0,Defensive rebound by M. Smart,,25-32,,
1:35.0,E. Turner makes 2-pt shot from 1 ft,2,27-32,,
1:17.0,,,27-34,2,A. Afflalo makes 2-pt shot from 10 ft (assist by C. Anthony)
0:59.0,I. Thomas misses 2-pt shot from 6 ft (block by J. Grant),,27-34,,
0:58.0,,,27-34,,Defensive rebound by K. Porzingis
0:51.0,,,27-34,,K. Porzingis misses 3-pt shot from 25 ft
0:51.0,Defensive rebound by J. Jerebko,,27-34,,
0:46.0,Turnover by E. Turner (bad pass; steal by K. Porzingis),,27-34,,
0:35.0,,,27-34,,L. Thomas misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by I. Thomas,,27-34,,
0:29.0,Turnover by I. Thomas (lost ball; steal by J. Grant),,27-34,,
0:23.0,,,27-36,2,K. Porzingis makes 2-pt shot from 7 ft
0:01.0,E. Turner misses 2-pt shot from 19 ft,,27-36,,
0:00.0,,,27-36,,Defensive rebound by A. Afflalo
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,27-38,2,J. Grant makes 2-pt shot from 2 ft (assist by K. O'Quinn)
11:26.0,A. Bradley misses 2-pt shot from 14 ft (block by L. Galloway),,27-38,,
11:23.0,,,27-38,,Defensive rebound by K. O'Quinn
11:02.0,,,27-38,,D. Williams misses 3-pt shot from 26 ft
11:01.0,Defensive rebound by A. Bradley,,27-38,,
10:55.0,J. Jerebko makes 3-pt shot from 23 ft (assist by M. Smart),3,30-38,,
10:29.0,,,30-40,2,J. Grant makes 2-pt shot from 19 ft
10:17.0,J. Sullinger misses 2-pt shot from 20 ft,,30-40,,
10:17.0,,,30-40,,Defensive rebound by D. Williams
10:00.0,,,30-42,2,D. Williams makes 2-pt shot at rim (assist by J. Grant)
9:59.0,Boston full timeout,,30-42,,
9:59.0,K. Olynyk enters the game for J. Sullinger,,30-42,,
9:59.0,,,30-42,,L. Amundson enters the game for K. O'Quinn
9:41.0,Turnover by A. Bradley (bad pass),,30-42,,
9:17.0,,,30-42,,D. Williams misses 3-pt shot from 23 ft
9:15.0,Defensive rebound by K. Olynyk,,30-42,,
9:08.0,A. Bradley misses 3-pt shot from 23 ft,,30-42,,
9:07.0,Offensive rebound by A. Bradley,,30-42,,
9:03.0,M. Smart makes 3-pt shot from 25 ft,3,33-42,,
8:48.0,,,33-42,,L. Amundson misses 2-pt shot from 14 ft
8:47.0,Defensive rebound by E. Turner,,33-42,,
8:37.0,K. Olynyk misses 2-pt shot from 2 ft,,33-42,,
8:37.0,,,33-42,,Defensive rebound by D. Williams
8:32.0,,,33-42,,Shooting foul by E. Turner (drawn by D. Williams)
8:32.0,,,33-43,1,D. Williams makes free throw 1 of 2
8:32.0,,,33-44,1,D. Williams makes free throw 2 of 2
8:19.0,M. Smart misses 3-pt shot from 24 ft,,33-44,,
8:19.0,,,33-44,,Defensive rebound by D. Williams
8:10.0,,,33-44,,Turnover by L. Thomas (bad pass; steal by J. Jerebko)
7:57.0,E. Turner makes 3-pt shot from 24 ft (assist by K. Olynyk),3,36-44,,
7:33.0,,,36-46,2,L. Thomas makes 2-pt shot from 16 ft (assist by L. Galloway)
7:12.0,K. Olynyk misses 2-pt shot from 4 ft,,36-46,,
7:11.0,,,36-46,,Defensive rebound by L. Amundson
7:04.0,,,36-46,,Turnover by L. Amundson (offensive foul)
7:04.0,,,36-46,,Offensive foul by L. Amundson
6:49.0,A. Bradley makes 2-pt shot at rim (assist by K. Olynyk),2,38-46,,
6:49.0,,,38-46,,New York full timeout
6:49.0,,,38-46,,C. Anthony enters the game for L. Thomas
6:49.0,,,38-46,,A. Afflalo enters the game for J. Grant
6:49.0,,,38-46,,J. Calderon enters the game for L. Galloway
6:49.0,,,38-46,,K. Porzingis enters the game for L. Amundson
6:33.0,Personal foul by K. Olynyk (drawn by D. Williams),,38-46,,
6:25.0,,,38-46,,A. Afflalo misses 2-pt shot from 19 ft
6:24.0,Defensive rebound by E. Turner,,38-46,,
6:11.0,M. Smart misses 2-pt shot from 14 ft,,38-46,,
6:10.0,,,38-46,,Defensive rebound by D. Williams
6:05.0,,,38-46,,Shooting foul by K. Olynyk (drawn by D. Williams)
6:05.0,,,38-47,1,D. Williams makes free throw 1 of 2
6:05.0,,,38-48,1,D. Williams makes free throw 2 of 2
5:54.0,K. Olynyk makes 3-pt shot from 25 ft (assist by A. Bradley),3,41-48,,
5:40.0,Def 3 sec tech foul by A. Bradley,,41-48,,
5:40.0,,,41-49,1,C. Anthony makes technical free throw
5:40.0,J. Crowder enters the game for M. Smart,,41-49,,
5:32.0,,,41-49,,C. Anthony misses 2-pt shot from 12 ft
5:32.0,Defensive rebound by K. Olynyk,,41-49,,
5:25.0,A. Bradley misses 2-pt shot from 1 ft,,41-49,,
5:25.0,,,41-49,,Defensive rebound by Team
5:12.0,,,41-49,,K. Porzingis misses 3-pt shot from 25 ft
5:11.0,,,41-49,,Offensive rebound by D. Williams
5:03.0,,,41-49,,D. Williams misses 2-pt shot at rim (block by A. Bradley)
5:02.0,Defensive rebound by J. Jerebko,,41-49,,
4:53.0,E. Turner misses 2-pt shot from 15 ft,,41-49,,
4:53.0,,,41-49,,Defensive rebound by D. Williams
4:42.0,,,41-51,2,K. Porzingis makes 2-pt shot at rim (assist by C. Anthony)
4:42.0,Boston full timeout,,41-51,,
4:42.0,I. Thomas enters the game for J. Jerebko,,41-51,,
4:31.0,K. Olynyk misses 3-pt shot from 25 ft,,41-51,,
4:30.0,,,41-51,,Defensive rebound by J. Calderon
4:13.0,,,41-53,2,D. Williams makes 2-pt shot at rim (assist by A. Afflalo)
4:05.0,Turnover by K. Olynyk (traveling),,41-53,,
3:46.0,,,41-55,2,C. Anthony makes 2-pt shot from 16 ft
3:36.0,I. Thomas makes 2-pt shot at rim,2,43-55,,
3:36.0,Shooting foul by K. Porzingis (drawn by I. Thomas),,43-55,,
3:36.0,A. Johnson enters the game for K. Olynyk,,43-55,,
3:36.0,I. Thomas makes free throw 1 of 1,1,44-55,,
3:21.0,,,44-55,,C. Anthony misses 2-pt shot from 15 ft
3:20.0,Defensive rebound by A. Johnson,,44-55,,
3:09.0,I. Thomas misses 3-pt shot from 24 ft,,44-55,,
3:08.0,,,44-55,,Defensive rebound by D. Williams
2:56.0,,,44-57,2,C. Anthony makes 2-pt shot from 16 ft
2:35.0,E. Turner misses 3-pt shot from 23 ft,,44-57,,
2:34.0,,,44-57,,Defensive rebound by C. Anthony
2:26.0,Official timeout,,44-57,,
2:26.0,M. Smart enters the game for E. Turner,,44-57,,
2:09.0,,,44-57,,D. Williams misses 2-pt shot from 13 ft
2:08.0,Defensive rebound by J. Crowder,,44-57,,
1:55.0,A. Bradley misses 3-pt shot from 23 ft,,44-57,,
1:54.0,Offensive rebound by A. Johnson,,44-57,,
1:54.0,Shooting foul by A. Afflalo (drawn by A. Johnson),,44-57,,
1:54.0,A. Johnson misses free throw 1 of 2,,44-57,,
1:54.0,Offensive rebound by Team,,44-57,,
1:54.0,,,44-57,,L. Thomas enters the game for D. Williams
1:54.0,A. Johnson makes free throw 2 of 2,1,45-57,,
1:42.0,,,45-57,,L. Thomas misses 2-pt shot from 2 ft
1:41.0,Defensive rebound by M. Smart,,45-57,,
1:36.0,I. Thomas misses 3-pt shot from 23 ft,,45-57,,
1:36.0,,,45-57,,Defensive rebound by C. Anthony
1:20.0,,,45-57,,K. Porzingis misses 3-pt shot from 24 ft
1:19.0,Defensive rebound by J. Crowder,,45-57,,
1:16.0,Shooting foul by K. Porzingis (drawn by I. Thomas),,45-57,,
1:16.0,,,45-57,,New York full timeout
1:16.0,,,45-57,,D. Williams enters the game for C. Anthony
1:16.0,I. Thomas makes free throw 1 of 2,1,46-57,,
1:16.0,I. Thomas makes free throw 2 of 2,1,47-57,,
0:54.0,,,47-57,,K. Porzingis misses 3-pt shot from 24 ft
0:50.0,,,47-57,,Offensive rebound by J. Calderon
0:48.0,,,47-57,,A. Afflalo misses 2-pt shot at rim (block by A. Johnson)
0:44.0,Defensive rebound by J. Crowder,,47-57,,
0:43.0,A. Bradley misses 3-pt shot from 24 ft,,47-57,,
0:39.0,,,47-57,,Defensive rebound by K. Porzingis
0:30.0,Shooting block foul by M. Smart (drawn by K. Porzingis),,47-57,,
0:30.0,,,47-58,1,K. Porzingis makes free throw 1 of 2
0:30.0,,,47-59,1,K. Porzingis makes free throw 2 of 2
0:09.0,I. Thomas makes 2-pt shot from 1 ft,2,49-59,,
0:02.0,,,49-59,,A. Afflalo misses 2-pt shot from 15 ft (block by I. Thomas)
0:00.0,Defensive rebound by A. Johnson,,49-59,,
0:00.0,,,49-59,,Technical foul by A. Afflalo
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,I. Thomas makes technical free throw,1,50-59,,
11:41.0,,,50-59,,Turnover by R. Lopez (dbl dribble)
11:41.0,,,50-59,,New York full timeout
11:41.0,,,50-59,,L. Thomas enters the game for C. Anthony
11:35.0,Shooting foul by L. Thomas (drawn by M. Smart),,50-59,,
11:35.0,M. Smart makes free throw 1 of 2,1,51-59,,
11:35.0,M. Smart misses free throw 2 of 2,,51-59,,
11:34.0,,,51-59,,Defensive rebound by L. Thomas
11:24.0,Personal foul by A. Bradley (drawn by A. Afflalo),,51-59,,
11:09.0,,,51-59,,L. Thomas misses 2-pt shot from 20 ft
11:08.0,Defensive rebound by I. Thomas,,51-59,,
11:03.0,J. Crowder makes 2-pt shot at rim (assist by I. Thomas),2,53-59,,
10:46.0,,,53-59,,Shooting foul by A. Johnson (drawn by L. Thomas)
10:46.0,,,53-60,1,L. Thomas makes free throw 1 of 2
10:46.0,,,53-61,1,L. Thomas makes free throw 2 of 2
10:30.0,J. Crowder misses 3-pt shot from 24 ft,,53-61,,
10:29.0,,,53-61,,Defensive rebound by L. Thomas
10:20.0,Personal foul by M. Smart (drawn by K. Porzingis),,53-61,,
10:11.0,,,53-61,,A. Afflalo misses 2-pt shot from 11 ft
10:10.0,Defensive rebound by J. Crowder,,53-61,,
9:49.0,I. Thomas makes 2-pt shot from 12 ft (assist by M. Smart),2,55-61,,
9:35.0,,,55-61,,K. Porzingis misses 2-pt shot from 1 ft
9:34.0,Defensive rebound by M. Smart,,55-61,,
9:34.0,,,55-61,,Personal foul by K. Porzingis (drawn by M. Smart)
9:20.0,A. Johnson makes 2-pt shot from 1 ft (assist by I. Thomas),2,57-61,,
9:03.0,,,57-63,2,K. Porzingis makes 2-pt shot from 10 ft (assist by L. Thomas)
8:49.0,,,57-63,,Shooting block foul by K. Porzingis (drawn by J. Crowder)
8:49.0,J. Crowder makes free throw 1 of 2,1,58-63,,
8:49.0,,,58-63,,D. Williams enters the game for K. Porzingis
8:49.0,J. Crowder makes free throw 2 of 2,1,59-63,,
8:30.0,,,59-63,,A. Afflalo misses 2-pt shot from 4 ft
8:29.0,,,59-63,,Offensive rebound by R. Lopez
8:29.0,,,59-65,2,R. Lopez makes 2-pt shot from 1 ft
8:19.0,I. Thomas misses 2-pt shot from 1 ft,,59-65,,
8:18.0,,,59-65,,Defensive rebound by R. Lopez
8:03.0,,,59-65,,L. Thomas misses 2-pt shot from 3 ft (block by J. Crowder)
8:02.0,Defensive rebound by M. Smart,,59-65,,
7:59.0,A. Bradley makes 2-pt shot at rim (assist by M. Smart),2,61-65,,
7:43.0,,,61-65,,Shooting foul by M. Smart (drawn by L. Thomas)
7:43.0,,,61-66,1,L. Thomas makes free throw 1 of 3
7:43.0,,,61-67,1,L. Thomas makes free throw 2 of 3
7:43.0,,,61-68,1,L. Thomas makes free throw 3 of 3
7:31.0,J. Crowder misses 2-pt shot from 3 ft,,61-68,,
7:29.0,Offensive rebound by A. Johnson,,61-68,,
7:29.0,A. Johnson makes 2-pt shot at rim,2,63-68,,
7:14.0,Personal foul by A. Johnson (drawn by R. Lopez),,63-68,,
7:14.0,,,63-69,1,R. Lopez makes free throw 1 of 2
7:14.0,,,63-69,,R. Lopez misses free throw 2 of 2
7:13.0,Defensive rebound by J. Crowder,,63-69,,
6:53.0,J. Crowder makes 2-pt shot from 1 ft (assist by A. Johnson),2,65-69,,
6:27.0,,,65-69,,D. Williams misses 2-pt shot from 20 ft
6:27.0,,,65-69,,Offensive rebound by R. Lopez
6:21.0,,,65-71,2,R. Lopez makes 2-pt shot from 3 ft
6:01.0,I. Thomas makes 2-pt shot from 21 ft,2,67-71,,
5:46.0,,,67-73,2,A. Afflalo makes 2-pt shot from 1 ft
5:46.0,,,67-73,,Shooting foul by A. Bradley (drawn by A. Afflalo)
5:46.0,,,67-73,,New York full timeout
5:46.0,,,67-74,1,A. Afflalo makes free throw 1 of 1
5:46.0,,,67-74,,Violation by Team (delay of game)
5:30.0,A. Bradley misses 2-pt shot from 19 ft,,67-74,,
5:30.0,,,67-74,,Defensive rebound by Team
5:30.0,Loose ball foul by A. Johnson (drawn by R. Lopez),,67-74,,
5:30.0,,,67-75,1,R. Lopez makes free throw 1 of 2
5:30.0,E. Turner enters the game for A. Bradley,,67-75,,
5:30.0,J. Jerebko enters the game for M. Smart,,67-75,,
5:30.0,,,67-75,,L. Galloway enters the game for L. Thomas
5:30.0,,,67-76,1,R. Lopez makes free throw 2 of 2
5:16.0,E. Turner misses 3-pt shot from 23 ft,,67-76,,
5:15.0,,,67-76,,Defensive rebound by J. Calderon
5:07.0,,,67-76,,J. Calderon misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by J. Crowder,,67-76,,
4:56.0,Shooting foul by R. Lopez (drawn by I. Thomas),,67-76,,
4:56.0,I. Thomas makes free throw 1 of 2,1,68-76,,
4:56.0,I. Thomas makes free throw 2 of 2,1,69-76,,
4:42.0,,,69-78,2,A. Afflalo makes 2-pt shot from 2 ft
4:32.0,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas),3,72-78,,
4:21.0,,,72-78,,Turnover by D. Williams (bad pass; steal by I. Thomas)
4:18.0,I. Thomas makes 2-pt shot from 2 ft,2,74-78,,
3:58.0,,,74-78,,A. Afflalo misses 2-pt shot from 16 ft
3:58.0,Defensive rebound by A. Johnson,,74-78,,
3:54.0,,,74-78,,J. Grant enters the game for J. Calderon
3:48.0,I. Thomas misses 3-pt shot from 25 ft,,74-78,,
3:47.0,,,74-78,,Defensive rebound by Team
3:21.0,,,74-81,3,A. Afflalo makes 3-pt shot from 25 ft
3:00.0,I. Thomas makes 2-pt shot from 10 ft,2,76-81,,
2:41.0,,,76-81,,R. Lopez misses 2-pt shot from 6 ft
2:39.0,Defensive rebound by J. Crowder,,76-81,,
2:32.0,J. Crowder misses 3-pt shot from 25 ft,,76-81,,
2:31.0,,,76-81,,Defensive rebound by R. Lopez
2:23.0,,,76-83,2,A. Afflalo makes 2-pt shot from 2 ft (assist by J. Grant)
2:15.0,,,76-83,,Personal foul by J. Grant (drawn by I. Thomas)
2:15.0,Boston full timeout,,76-83,,
2:15.0,M. Smart enters the game for J. Crowder,,76-83,,
2:15.0,J. Sullinger enters the game for A. Johnson,,76-83,,
2:15.0,,,76-83,,L. Thomas enters the game for R. Lopez
2:15.0,,,76-83,,K. Seraphin enters the game for A. Afflalo
2:15.0,I. Thomas makes free throw 1 of 2,1,77-83,,
2:15.0,I. Thomas makes free throw 2 of 2,1,78-83,,
2:05.0,,,78-83,,Turnover by L. Thomas (traveling)
1:50.0,I. Thomas makes 3-pt shot from 25 ft (assist by E. Turner),3,81-83,,
1:35.0,,,81-83,,L. Thomas misses 2-pt shot from 17 ft
1:34.0,,,81-83,,Offensive rebound by K. Seraphin
1:30.0,,,81-83,,K. Seraphin misses 2-pt shot from 5 ft
1:28.0,Defensive rebound by J. Sullinger,,81-83,,
1:15.0,I. Thomas misses 3-pt shot from 25 ft,,81-83,,
1:14.0,,,81-83,,Defensive rebound by L. Thomas
0:54.0,,,81-83,,D. Williams misses 2-pt shot from 22 ft
0:50.0,Defensive rebound by M. Smart,,81-83,,
0:37.0,I. Thomas misses 3-pt shot from 25 ft,,81-83,,
0:36.0,Offensive rebound by J. Jerebko,,81-83,,
0:28.0,Boston full timeout,,81-83,,
0:22.0,M. Smart misses 2-pt shot from 3 ft,,81-83,,
0:21.0,,,81-83,,Defensive rebound by L. Thomas
0:00.0,,,81-85,2,J. Grant makes 2-pt shot from 12 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,M. Smart misses 2-pt shot from 2 ft,,81-85,,
11:40.0,,,81-85,,Defensive rebound by K. Porzingis
11:35.0,,,81-85,,J. Grant misses 2-pt shot from 2 ft
11:34.0,Defensive rebound by J. Sullinger,,81-85,,
11:26.0,J. Jerebko makes 3-pt shot from 24 ft (assist by M. Smart),3,84-85,,
10:59.0,,,84-85,,K. Porzingis misses 3-pt shot from 25 ft
10:58.0,Defensive rebound by M. Smart,,84-85,,
10:55.0,M. Smart misses 2-pt shot at rim,,84-85,,
10:53.0,Offensive rebound by J. Sullinger,,84-85,,
10:52.0,J. Sullinger misses 2-pt shot from 1 ft (block by K. Porzingis),,84-85,,
10:51.0,Offensive rebound by J. Jerebko,,84-85,,
10:50.0,J. Jerebko misses 2-pt shot at rim (block by K. Porzingis),,84-85,,
10:44.0,,,84-85,,Defensive rebound by Team
10:44.0,Loose ball foul by M. Smart (drawn by A. Afflalo),,84-85,,
10:30.0,Personal foul by E. Turner (drawn by L. Thomas),,84-85,,
10:19.0,,,84-87,2,A. Afflalo makes 2-pt shot at rim (assist by K. Porzingis)
10:07.0,M. Smart makes 2-pt shot at rim,2,86-87,,
10:00.0,,,86-87,,Shooting foul by M. Smart (drawn by J. Grant)
10:00.0,,,86-88,1,J. Grant makes free throw 1 of 2
10:00.0,,,86-88,,J. Grant misses free throw 2 of 2
9:59.0,Defensive rebound by J. Sullinger,,86-88,,
9:45.0,J. Sullinger makes 2-pt shot from 20 ft (assist by J. Jerebko),2,88-88,,
9:25.0,,,88-91,3,J. Grant makes 3-pt shot from 26 ft (assist by L. Thomas)
9:09.0,J. Sullinger makes 2-pt shot from 1 ft (assist by J. Jerebko),2,90-91,,
8:51.0,,,90-93,2,K. Porzingis makes 2-pt shot from 9 ft
8:26.0,Shooting foul by K. Porzingis (drawn by J. Sullinger),,90-93,,
8:26.0,Official timeout,,90-93,,
8:26.0,J. Crowder enters the game for M. Smart,,90-93,,
8:26.0,,,90-93,,D. Williams enters the game for L. Thomas
8:26.0,,,90-93,,R. Lopez enters the game for K. Porzingis
8:26.0,J. Sullinger makes free throw 2 of 2,1,91-93,,
8:26.0,J. Sullinger misses free throw 1 of 2,,91-93,,
8:26.0,Offensive rebound by Team,,91-93,,
8:08.0,,,91-93,,L. Galloway misses 3-pt shot from 25 ft
8:07.0,Defensive rebound by J. Sullinger,,91-93,,
7:54.0,J. Sullinger makes 2-pt shot at rim (assist by E. Turner),2,93-93,,
7:34.0,,,93-93,,A. Afflalo misses 3-pt shot from 23 ft
7:33.0,Defensive rebound by J. Sullinger,,93-93,,
7:14.0,E. Turner makes 2-pt shot from 5 ft,2,95-93,,
7:01.0,,,95-95,2,R. Lopez makes 2-pt shot from 5 ft (assist by J. Grant)
6:37.0,E. Turner misses 2-pt shot from 4 ft,,95-95,,
6:35.0,,,95-95,,Defensive rebound by D. Williams
6:29.0,,,95-95,,Turnover by D. Williams (lost ball; steal by E. Turner)
6:23.0,A. Bradley makes 2-pt shot at rim (assist by E. Turner),2,97-95,,
6:03.0,,,97-95,,Shooting foul by J. Crowder (drawn by A. Afflalo)
6:03.0,,,97-96,1,A. Afflalo makes free throw 1 of 2
6:03.0,,,97-96,,J. Calderon enters the game for L. Galloway
6:03.0,I. Thomas enters the game for E. Turner,,97-96,,
6:03.0,,,97-97,1,A. Afflalo makes free throw 2 of 2
5:52.0,J. Sullinger makes 2-pt shot from 20 ft (assist by J. Jerebko),2,99-97,,
5:28.0,,,99-99,2,A. Afflalo makes 2-pt shot from 8 ft
5:12.0,J. Sullinger makes 2-pt shot at rim (assist by I. Thomas),2,101-99,,
5:12.0,Shooting foul by R. Lopez (drawn by J. Sullinger),,101-99,,
5:12.0,,,101-99,,New York full timeout
5:12.0,J. Sullinger makes free throw 1 of 1,1,102-99,,
4:50.0,,,102-101,2,A. Afflalo makes 2-pt shot from 8 ft (assist by J. Calderon)
4:28.0,I. Thomas misses 3-pt shot from 25 ft,,102-101,,
4:27.0,,,102-101,,Defensive rebound by D. Williams
4:19.0,,,102-103,2,D. Williams makes 2-pt shot from 1 ft (assist by J. Grant)
4:19.0,,,102-103,,Shooting foul by J. Sullinger (drawn by D. Williams)
4:19.0,,,102-104,1,D. Williams makes free throw 1 of 1
4:05.0,J. Sullinger misses 2-pt shot from 22 ft,,102-104,,
4:00.0,,,102-104,,Defensive rebound by Team
4:00.0,E. Turner enters the game for J. Jerebko,,102-104,,
4:00.0,A. Johnson enters the game for J. Sullinger,,102-104,,
4:00.0,,,102-104,,K. Porzingis enters the game for R. Lopez
3:46.0,Jump ball: K. Porzingis vs. I. Thomas,,,,Jump ball: K. Porzingis vs. I. Thomas
3:38.0,,,102-106,2,K. Porzingis makes 2-pt shot from 11 ft
3:29.0,Boston full timeout,,102-106,,
3:20.0,J. Crowder makes 3-pt shot from 25 ft (assist by E. Turner),3,105-106,,
2:53.0,,,105-106,,K. Porzingis misses 3-pt shot from 27 ft
2:53.0,Defensive rebound by I. Thomas,,105-106,,
2:44.0,Shooting foul by K. Porzingis (drawn by J. Crowder),,105-106,,
2:44.0,,,105-106,,R. Lopez enters the game for K. Porzingis
2:44.0,J. Crowder makes free throw 1 of 3,1,106-106,,
2:44.0,J. Crowder misses free throw 2 of 3,,106-106,,
2:44.0,Offensive rebound by Team,,106-106,,
2:44.0,J. Crowder makes free throw 3 of 3,1,107-106,,
2:21.0,,,107-108,2,R. Lopez makes 2-pt shot from 5 ft (assist by J. Grant)
