time,Phoenix,pts.away,score,pts.home,Golden State
2:59.0,,,61-96,,Offensive rebound by Team
2:59.0,,,61-96,,S. Curry misses free throw 2 of 2
2:57.0,Defensive rebound by R. Price,,61-96,,
2:50.0,,,61-96,,Personal foul by F. Ezeli (drawn by T. Warren)
2:50.0,T. Warren misses free throw 1 of 2,,61-96,,
2:50.0,Offensive rebound by Team,,61-96,,
2:50.0,T. Warren makes free throw 2 of 2,1,62-96,,
2:27.0,,,62-98,2,K. Thompson makes 2-pt shot from 18 ft (assist by D. Green)
2:05.0,,,62-98,,Personal foul by S. Curry (drawn by R. Price)
2:05.0,R. Price makes free throw 1 of 3,1,63-98,,
2:05.0,R. Price makes free throw 2 of 3,1,64-98,,
2:05.0,R. Price makes free throw 3 of 3,1,65-98,,
1:47.0,,,65-101,3,K. Thompson makes 3-pt shot from 26 ft
1:32.0,R. Price misses 3-pt shot from 26 ft,,65-101,,
1:32.0,,,65-101,,Defensive rebound by F. Ezeli
1:29.0,,,65-101,,Turnover by F. Ezeli (bad pass; steal by R. Price)
1:24.0,D. Booker misses 3-pt shot from 27 ft,,65-101,,
1:23.0,,,65-101,,Defensive rebound by F. Ezeli
1:18.0,,,65-101,,Turnover by D. Green (lost ball; steal by R. Price)
1:14.0,Turnover by M. Teletovic (lost ball; steal by A. Iguodala),,65-101,,
1:08.0,,,65-101,,K. Thompson misses 3-pt shot from 29 ft
1:08.0,Defensive rebound by T. Warren,,65-101,,
0:54.0,Turnover by A. Len (bad pass; steal by D. Green),,65-101,,
0:49.0,,,65-103,2,S. Curry makes 2-pt shot from 20 ft (assist by D. Green)
0:29.0,T. Warren misses 3-pt shot from 25 ft,,65-103,,
0:28.0,Offensive rebound by A. Len,,65-103,,
0:25.0,D. Booker misses 3-pt shot from 25 ft,,65-103,,
0:24.0,,,65-103,,Defensive rebound by S. Curry
0:15.0,,,65-105,2,F. Ezeli makes 2-pt shot from 1 ft (assist by D. Green)
0:02.0,R. Price misses 2-pt shot from 9 ft,,65-105,,
0:00.0,,,65-105,,Defensive rebound by K. Thompson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by M. Teletovic (lost ball; steal by S. Livingston),,65-105,,
11:27.0,,,65-105,,Shooting foul by T. Warren (drawn by F. Ezeli)
11:27.0,,,65-105,,F. Ezeli misses free throw 1 of 2
11:27.0,,,65-105,,Offensive rebound by Team
11:27.0,,,65-106,1,F. Ezeli makes free throw 2 of 2
11:13.0,M. Teletovic makes 2-pt shot from 16 ft (assist by A. Goodwin),2,67-106,,
10:59.0,,,67-106,,M. Speights misses 2-pt shot from 3 ft (block by T. Warren)
10:58.0,Defensive rebound by A. Goodwin,,67-106,,
10:54.0,B. Knight makes 2-pt shot at rim (assist by A. Goodwin),2,69-106,,
10:32.0,,,69-106,,Shooting foul by T. Warren (drawn by M. Speights)
10:32.0,,,69-107,1,M. Speights makes free throw 1 of 2
10:32.0,,,69-107,,B. Rush enters the game for F. Ezeli
10:32.0,,,69-108,1,M. Speights makes free throw 2 of 2
10:20.0,A. Goodwin makes 2-pt shot from 2 ft (assist by M. Teletovic),2,71-108,,
10:13.0,,,71-110,2,L. Barbosa makes 2-pt shot from 1 ft
9:58.0,M. Teletovic makes 2-pt shot from 1 ft (assist by B. Knight),2,73-110,,
9:47.0,,,73-110,,S. Livingston misses 2-pt shot from 9 ft
9:46.0,,,73-110,,Offensive rebound by M. Speights
9:44.0,,,73-112,2,M. Speights makes 2-pt shot from 3 ft
9:33.0,A. Goodwin misses 3-pt shot from 27 ft,,73-112,,
9:32.0,,,73-112,,Defensive rebound by S. Livingston
9:27.0,,,73-112,,L. Barbosa misses 3-pt shot from 26 ft
9:26.0,Defensive rebound by M. Teletovic,,73-112,,
9:13.0,M. Teletovic makes 3-pt shot from 26 ft (assist by T. Warren),3,76-112,,
8:55.0,,,76-112,,Offensive foul by M. Speights
8:55.0,,,76-112,,Turnover by M. Speights (offensive foul)
8:55.0,Official timeout,,76-112,,
8:37.0,Shooting foul by M. Speights (drawn by A. Goodwin),,76-112,,
8:37.0,A. Goodwin makes free throw 1 of 2,1,77-112,,
8:37.0,A. Goodwin makes free throw 2 of 2,1,78-112,,
8:19.0,,,78-112,,L. Barbosa misses 3-pt shot from 24 ft
8:18.0,Defensive rebound by M. Teletovic,,78-112,,
8:09.0,B. Knight misses 2-pt shot from 4 ft (block by S. Livingston),,78-112,,
8:08.0,,,78-112,,Defensive rebound by A. Iguodala
7:58.0,,,78-112,,S. Livingston misses 3-pt shot from 23 ft
7:58.0,Defensive rebound by A. Goodwin,,78-112,,
7:52.0,Offensive foul by A. Goodwin,,78-112,,
7:52.0,Turnover by A. Goodwin (offensive foul),,78-112,,
7:37.0,,,78-114,2,M. Speights makes 2-pt shot from 1 ft (assist by B. Rush)
7:17.0,M. Teletovic makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,80-114,,
7:02.0,,,80-116,2,A. Iguodala makes 2-pt shot from 7 ft
7:02.0,,,80-116,,Shooting foul by M. Teletovic (drawn by A. Iguodala)
7:02.0,,,80-117,1,A. Iguodala makes free throw 1 of 1
6:44.0,Turnover by A. Goodwin (bad pass; steal by L. Barbosa),,80-117,,
6:38.0,,,80-119,2,A. Iguodala makes 2-pt shot from 2 ft (assist by L. Barbosa)
6:26.0,A. Goodwin misses 3-pt shot from 24 ft,,80-119,,
6:26.0,Offensive rebound by T. Warren,,80-119,,
6:21.0,T. Warren makes 2-pt shot from 11 ft,2,82-119,,
6:20.0,,,82-119,,Golden State full timeout
6:20.0,R. Price enters the game for B. Knight,,82-119,,
6:20.0,S. Weems enters the game for E. Bledsoe,,82-119,,
6:20.0,A. Len enters the game for M. Teletovic,,82-119,,
6:20.0,,,82-119,,I. Clark enters the game for A. Iguodala
6:02.0,,,82-121,2,M. Speights makes 2-pt shot at rim (assist by S. Livingston)
5:40.0,T. Warren misses 2-pt shot from 11 ft,,82-121,,
5:39.0,,,82-121,,Defensive rebound by I. Clark
5:30.0,,,82-121,,M. Speights misses 2-pt shot from 19 ft
5:29.0,Defensive rebound by A. Goodwin,,82-121,,
5:11.0,R. Price misses 2-pt shot from 18 ft,,82-121,,
5:10.0,Offensive rebound by R. Price,,82-121,,
5:04.0,T. Warren makes 2-pt shot from 17 ft (assist by R. Price),2,84-121,,
4:39.0,,,84-123,2,I. Clark makes 2-pt shot from 15 ft
4:14.0,A. Len misses 2-pt shot from 13 ft,,84-123,,
4:12.0,Offensive rebound by T. Warren,,84-123,,
4:12.0,T. Warren makes 2-pt shot from 1 ft,2,86-123,,
