time,Atlanta,pts.away,score,pts.home,Washington
5:11.0,T. Hardaway enters the game for K. Korver,,16-20,,
4:59.0,,,16-20,,Turnover by M. Thornton (lost ball; steal by P. Millsap)
4:43.0,J. Teague misses 3-pt shot from 28 ft,,16-20,,
4:42.0,,,16-20,,Defensive rebound by M. Thornton
4:35.0,,,16-20,,O. Porter misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by T. Sefolosha,,16-20,,
4:26.0,K. Humphries misses 2-pt shot from 18 ft,,16-20,,
4:25.0,,,16-20,,Defensive rebound by R. Sessions
4:19.0,,,16-20,,R. Sessions misses 2-pt shot at rim
4:18.0,,,16-20,,Offensive rebound by J. Hickson
4:18.0,,,16-22,2,J. Hickson makes 2-pt shot from 1 ft
3:58.0,Shooting foul by M. Thornton (drawn by T. Sefolosha),,16-22,,
3:58.0,T. Sefolosha misses free throw 1 of 2,,16-22,,
3:58.0,Offensive rebound by Team,,16-22,,
3:58.0,D. Schroder enters the game for J. Teague,,16-22,,
3:58.0,,,16-22,,K. Oubre enters the game for O. Porter
3:58.0,,,16-22,,A. Anderson enters the game for J. Dudley
3:58.0,T. Sefolosha misses free throw 2 of 2,,16-22,,
3:57.0,,,16-22,,Defensive rebound by A. Anderson
3:33.0,,,16-22,,Shooting foul by T. Sefolosha (drawn by J. Hickson)
3:33.0,,,16-22,,J. Hickson misses free throw 1 of 2
3:33.0,,,16-22,,Offensive rebound by Team
3:33.0,,,16-22,,G. Temple enters the game for M. Thornton
3:33.0,,,16-22,,J. Hickson misses free throw 2 of 2
3:33.0,Defensive rebound by T. Sefolosha,,16-22,,
3:13.0,P. Millsap makes 2-pt shot from 1 ft,2,18-22,,
3:11.0,Violation by Team (delay of game),,18-22,,
3:03.0,,,18-22,,J. Hickson misses 2-pt shot from 5 ft
3:02.0,Defensive rebound by P. Millsap,,18-22,,
2:42.0,Turnover by P. Millsap (lost ball; steal by A. Anderson),,18-22,,
2:30.0,,,18-22,,R. Sessions misses 2-pt shot from 1 ft (block by P. Millsap)
2:28.0,Defensive rebound by T. Hardaway,,18-22,,
2:19.0,T. Hardaway makes 3-pt shot from 24 ft (assist by T. Sefolosha),3,21-22,,
2:08.0,,,21-25,3,A. Anderson makes 3-pt shot from 24 ft (assist by J. Hickson)
1:58.0,,,21-25,,Personal foul by A. Anderson
1:58.0,,,21-25,,Washington full timeout
1:58.0,A. Horford enters the game for P. Millsap,,21-25,,
1:58.0,M. Scott enters the game for K. Humphries,,21-25,,
1:58.0,,,21-25,,J. Eddie enters the game for R. Sessions
1:44.0,A. Horford makes 3-pt shot from 25 ft (assist by T. Hardaway),3,24-25,,
1:24.0,,,24-25,,A. Anderson misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by T. Hardaway,,24-25,,
1:14.0,T. Sefolosha misses 2-pt shot from 21 ft,,24-25,,
1:13.0,Offensive rebound by M. Scott,,24-25,,
1:10.0,T. Hardaway makes 3-pt shot from 26 ft (assist by M. Scott),3,27-25,,
1:00.0,,,27-28,3,G. Temple makes 3-pt shot from 26 ft
0:51.0,A. Horford makes 2-pt shot at rim (assist by D. Schroder),2,29-28,,
0:51.0,Shooting foul by A. Anderson (drawn by A. Horford),,29-28,,
0:51.0,A. Horford makes free throw 1 of 1,1,30-28,,
0:36.0,,,30-30,2,J. Eddie makes 2-pt shot from 19 ft (assist by G. Temple)
0:28.0,T. Hardaway makes 3-pt shot from 25 ft (assist by T. Sefolosha),3,33-30,,
0:08.0,,,33-33,3,G. Temple makes 3-pt shot from 25 ft
0:03.0,Turnover by D. Schroder (bad pass),,33-33,,
0:01.0,,,33-33,,G. Temple misses 3-pt shot from 38 ft
0:00.0,,,33-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,T. Hardaway makes 2-pt shot from 2 ft,2,35-33,,
11:25.0,,,35-33,,A. Anderson misses 3-pt shot from 27 ft
11:23.0,Defensive rebound by A. Horford,,35-33,,
11:05.0,T. Sefolosha misses 2-pt shot from 8 ft,,35-33,,
11:04.0,,,35-33,,Defensive rebound by J. Hickson
11:00.0,,,35-33,,J. Eddie misses 3-pt shot from 28 ft
10:58.0,Defensive rebound by T. Sefolosha,,35-33,,
10:49.0,Shooting foul by K. Oubre (drawn by D. Schroder),,35-33,,
10:49.0,D. Schroder misses free throw 1 of 2,,35-33,,
10:49.0,Offensive rebound by Team,,35-33,,
10:49.0,K. Korver enters the game for T. Sefolosha,,35-33,,
10:49.0,D. Schroder misses free throw 2 of 2,,35-33,,
10:48.0,,,35-33,,Defensive rebound by J. Hickson
10:36.0,,,35-33,,Shooting foul by K. Korver (drawn by J. Eddie)
10:36.0,,,35-34,1,J. Eddie makes free throw 1 of 2
10:36.0,,,35-35,1,J. Eddie makes free throw 2 of 2
10:17.0,Shooting foul by A. Anderson (drawn by D. Schroder),,35-35,,
10:17.0,D. Schroder misses free throw 1 of 2,,35-35,,
10:17.0,Offensive rebound by Team,,35-35,,
10:17.0,,,35-35,,J. Dudley enters the game for A. Anderson
10:17.0,D. Schroder makes free throw 2 of 2,1,36-35,,
10:00.0,,,36-35,,K. Oubre misses 2-pt shot from 1 ft
9:59.0,,,36-35,,Offensive rebound by J. Hickson
9:50.0,K. Bazemore enters the game for T. Hardaway,,36-35,,
9:45.0,D. Schroder misses 2-pt shot from 2 ft (block by G. Temple),,36-35,,
9:42.0,Offensive rebound by M. Scott,,36-35,,
9:45.0,,,36-35,,Turnover by G. Temple (lost ball; steal by K. Bazemore)
9:35.0,K. Bazemore misses 3-pt shot from 26 ft,,36-35,,
9:34.0,,,36-35,,Defensive rebound by J. Eddie
9:26.0,,,36-37,2,K. Oubre makes 2-pt shot from 4 ft
9:06.0,D. Schroder misses 3-pt shot from 26 ft,,36-37,,
9:05.0,,,36-37,,Defensive rebound by J. Eddie
8:57.0,,,36-37,,K. Oubre misses 2-pt shot from 8 ft
8:56.0,,,36-37,,Offensive rebound by J. Hickson
8:56.0,,,36-37,,J. Hickson misses 2-pt shot from 1 ft
8:55.0,,,36-37,,Offensive rebound by J. Hickson
8:55.0,,,36-39,2,J. Hickson makes 2-pt shot from 1 ft
8:39.0,K. Bazemore misses 3-pt shot from 27 ft,,36-39,,
8:38.0,,,36-39,,Defensive rebound by J. Hickson
8:28.0,,,36-41,2,G. Temple makes 2-pt shot from 14 ft
8:27.0,Atlanta full timeout,,36-41,,
8:27.0,P. Millsap enters the game for D. Schroder,,36-41,,
8:27.0,J. Teague enters the game for M. Scott,,36-41,,
8:17.0,P. Millsap misses 2-pt shot from 1 ft (block by J. Hickson),,36-41,,
8:15.0,Offensive rebound by P. Millsap,,36-41,,
8:11.0,P. Millsap misses 2-pt shot from 2 ft,,36-41,,
8:10.0,,,36-41,,Defensive rebound by J. Eddie
8:03.0,,,36-41,,J. Eddie misses 3-pt shot from 26 ft (block by A. Horford)
8:01.0,Defensive rebound by K. Bazemore,,36-41,,
7:59.0,,,36-41,,Shooting block foul by J. Eddie (drawn by K. Bazemore)
7:59.0,K. Bazemore makes free throw 1 of 2,1,37-41,,
7:59.0,K. Bazemore makes free throw 2 of 2,1,38-41,,
7:50.0,,,38-41,,Turnover by K. Oubre (traveling)
7:50.0,M. Muscala enters the game for A. Horford,,38-41,,
7:38.0,J. Teague misses 3-pt shot from 25 ft,,38-41,,
7:36.0,,,38-41,,Defensive rebound by J. Eddie
7:20.0,,,38-41,,K. Oubre misses 3-pt shot from 26 ft
7:19.0,Defensive rebound by K. Bazemore,,38-41,,
7:13.0,K. Korver makes 3-pt shot from 26 ft (assist by K. Bazemore),3,41-41,,
6:57.0,,,41-41,,J. Dudley misses 3-pt shot from 24 ft
6:56.0,Defensive rebound by K. Bazemore,,41-41,,
6:52.0,K. Bazemore misses 3-pt shot from 25 ft,,41-41,,
6:50.0,,,41-41,,Defensive rebound by G. Temple
6:40.0,,,41-41,,Shooting foul by M. Muscala (drawn by J. Hickson)
6:40.0,,,41-41,,J. Hickson misses free throw 1 of 2
6:40.0,,,41-41,,Offensive rebound by Team
6:40.0,,,41-41,,M. Thornton enters the game for K. Oubre
6:40.0,,,41-41,,O. Porter enters the game for J. Eddie
6:40.0,,,41-41,,J. Hickson misses free throw 2 of 2
6:39.0,,,41-41,,Offensive rebound by J. Dudley
6:27.0,,,41-41,,Shooting foul by K. Bazemore (drawn by J. Hickson)
6:27.0,,,41-42,1,J. Hickson makes free throw 1 of 2
6:27.0,,,41-42,,R. Sessions enters the game for G. Temple
6:27.0,,,41-43,1,J. Hickson makes free throw 2 of 2
6:15.0,Shooting foul by J. Dudley (drawn by P. Millsap),,41-43,,
6:15.0,P. Millsap makes free throw 1 of 2,1,42-43,,
6:15.0,,,42-43,,N. Hilario enters the game for J. Hickson
6:15.0,P. Millsap makes free throw 2 of 2,1,43-43,,
5:57.0,,,43-43,,Turnover by N. Hilario (lost ball; steal by J. Teague)
5:52.0,M. Muscala misses 2-pt shot from 1 ft,,43-43,,
5:50.0,,,43-43,,Defensive rebound by M. Thornton
5:46.0,,,43-45,2,R. Sessions makes 2-pt shot at rim (assist by M. Thornton)
5:31.0,,,43-45,,Personal foul by J. Dudley
5:31.0,Official timeout,,43-45,,
5:31.0,P. Millsap makes free throw 1 of 2,1,44-45,,
5:31.0,P. Millsap makes free throw 2 of 2,1,45-45,,
5:13.0,,,45-47,2,N. Hilario makes 2-pt shot from 2 ft
5:02.0,J. Teague makes 2-pt shot from 1 ft,2,47-47,,
4:48.0,,,47-47,,Turnover by J. Dudley (lost ball; steal by K. Bazemore)
4:36.0,J. Teague misses 2-pt shot from 1 ft (block by O. Porter),,47-47,,
4:36.0,Offensive rebound by Team,,47-47,,
4:36.0,T. Hardaway enters the game for K. Bazemore,,47-47,,
4:36.0,T. Sefolosha enters the game for K. Korver,,47-47,,
4:34.0,M. Muscala makes 2-pt shot at rim (assist by J. Teague),2,49-47,,
4:18.0,,,49-50,3,J. Dudley makes 3-pt shot from 22 ft (assist by N. Hilario)
4:17.0,Atlanta full timeout,,49-50,,
4:06.0,Turnover by J. Teague (lost ball; steal by M. Thornton),,49-50,,
3:55.0,,,49-50,,Turnover by R. Sessions (lost ball)
3:50.0,,,49-50,,Personal foul by R. Sessions
3:50.0,J. Teague makes free throw 1 of 2,1,50-50,,
3:50.0,J. Teague makes free throw 2 of 2,1,51-50,,
3:33.0,,,51-50,,R. Sessions misses 3-pt shot from 24 ft
3:31.0,Defensive rebound by J. Teague,,51-50,,
3:26.0,J. Teague makes 2-pt shot from 7 ft,2,53-50,,
3:14.0,,,53-50,,O. Porter misses 3-pt shot from 24 ft
3:13.0,Defensive rebound by P. Millsap,,53-50,,
3:02.0,Turnover by P. Millsap (lost ball; steal by N. Hilario),,53-50,,
2:59.0,,,53-52,2,R. Sessions makes 2-pt shot from 14 ft (assist by N. Hilario)
2:59.0,,,53-52,,Shooting foul by J. Teague (drawn by R. Sessions)
2:59.0,,,53-52,,Washington full timeout
2:59.0,A. Horford enters the game for P. Millsap,,53-52,,
2:59.0,,,53-52,,R. Sessions misses free throw 1 of 1
2:58.0,,,53-52,,Offensive rebound by J. Dudley
2:49.0,,,53-54,2,J. Dudley makes 2-pt shot from 1 ft (assist by N. Hilario)
2:39.0,,,53-54,,Personal foul by R. Sessions
2:39.0,A. Horford makes free throw 1 of 2,1,54-54,,
2:39.0,A. Horford makes free throw 2 of 2,1,55-54,,
2:26.0,,,55-54,,Shooting foul by M. Muscala (drawn by N. Hilario)
2:26.0,,,55-55,1,N. Hilario makes free throw 1 of 2
2:26.0,,,55-55,,D. Gooden enters the game for J. Dudley
2:26.0,,,55-56,1,N. Hilario makes free throw 2 of 2
2:21.0,P. Millsap enters the game for M. Muscala,,55-56,,
2:13.0,T. Hardaway misses 2-pt shot from 4 ft,,55-56,,
2:12.0,,,55-56,,Defensive rebound by R. Sessions
2:02.0,Personal foul by J. Teague,,55-56,,
2:02.0,,,55-56,,D. Gooden misses free throw 1 of 2
2:02.0,,,55-56,,Offensive rebound by Team
2:02.0,,,55-56,,G. Temple enters the game for R. Sessions
2:02.0,,,55-57,1,D. Gooden makes free throw 2 of 2
1:51.0,Turnover by T. Hardaway (lost ball; steal by D. Gooden),,55-57,,
1:34.0,,,55-57,,O. Porter misses 3-pt shot from 26 ft
1:33.0,Defensive rebound by Team,,55-57,,
1:20.0,A. Horford makes 2-pt shot from 16 ft (assist by J. Teague),2,57-57,,
1:07.0,,,57-57,,N. Hilario misses 2-pt shot from 20 ft
1:06.0,Defensive rebound by T. Sefolosha,,57-57,,
1:01.0,Offensive foul by A. Horford,,57-57,,
1:01.0,Turnover by A. Horford (offensive foul),,57-57,,
0:52.0,,,57-57,,M. Thornton misses 2-pt shot from 16 ft
0:51.0,Defensive rebound by A. Horford,,57-57,,
0:37.0,P. Millsap makes 2-pt shot from 6 ft,2,59-57,,
0:26.0,,,59-57,,G. Temple misses 3-pt shot from 26 ft
0:25.0,,,59-57,,Offensive rebound by N. Hilario
0:23.0,,,59-57,,M. Thornton misses 3-pt shot from 25 ft
0:21.0,Defensive rebound by P. Millsap,,59-57,,
0:06.0,Turnover by J. Teague (discontinued dribble),,59-57,,
0:06.0,M. Muscala enters the game for A. Horford,,59-57,,
0:06.0,D. Schroder enters the game for J. Teague,,59-57,,
0:02.0,,,59-57,,G. Temple misses 2-pt shot from 1 ft (block by M. Muscala)
0:01.0,,,59-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Turnover by K. Bazemore (lost ball; steal by O. Porter),,59-57,,
11:17.0,,,59-57,,O. Porter misses 2-pt shot from 15 ft
11:16.0,,,59-57,,Offensive rebound by N. Hilario
11:09.0,,,59-57,,Turnover by N. Hilario (lost ball; steal by P. Millsap)
11:00.0,Turnover by J. Teague (lost ball),,59-57,,
10:52.0,,,59-57,,R. Sessions misses 2-pt shot from 4 ft
10:51.0,Defensive rebound by K. Bazemore,,59-57,,
10:47.0,J. Teague makes 2-pt shot at rim (assist by K. Bazemore),2,61-57,,
10:27.0,,,61-57,,M. Thornton misses 2-pt shot from 1 ft (block by P. Millsap)
10:27.0,,,61-57,,Offensive rebound by Team
10:24.0,,,61-60,3,R. Sessions makes 3-pt shot from 23 ft (assist by M. Thornton)
10:08.0,Turnover by P. Millsap (lost ball; steal by O. Porter),,61-60,,
10:05.0,,,61-60,,Shooting foul by J. Teague (drawn by J. Dudley)
10:05.0,,,61-61,1,J. Dudley makes free throw 1 of 2
10:05.0,,,61-61,,J. Dudley misses free throw 2 of 2
10:04.0,Defensive rebound by A. Horford,,61-61,,
9:47.0,Shooting foul by N. Hilario (drawn by P. Millsap),,61-61,,
9:47.0,P. Millsap makes free throw 1 of 2,1,62-61,,
9:47.0,P. Millsap misses free throw 2 of 2,,62-61,,
9:45.0,,,62-61,,Defensive rebound by J. Dudley
9:27.0,,,62-61,,M. Thornton misses 3-pt shot from 26 ft
9:26.0,Defensive rebound by P. Millsap,,62-61,,
9:09.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,64-61,,
8:57.0,,,64-61,,Turnover by R. Sessions (bad pass)
8:44.0,P. Millsap misses 3-pt shot from 26 ft,,64-61,,
8:43.0,,,64-61,,Defensive rebound by N. Hilario
8:29.0,,,64-61,,Shooting foul by K. Bazemore (drawn by N. Hilario)
8:29.0,,,64-61,,N. Hilario misses free throw 1 of 2
8:29.0,,,64-61,,Offensive rebound by Team
8:29.0,,,64-62,1,N. Hilario makes free throw 2 of 2
8:16.0,A. Horford misses 2-pt shot from 15 ft,,64-62,,
8:15.0,Offensive rebound by P. Millsap,,64-62,,
8:02.0,Turnover by P. Millsap (lost ball; steal by J. Dudley),,64-62,,
7:57.0,,,64-64,2,R. Sessions makes 2-pt shot at rim
7:46.0,Turnover by J. Teague (lost ball; steal by N. Hilario),,64-64,,
7:40.0,,,64-66,2,M. Thornton makes 2-pt shot from 2 ft
7:23.0,Turnover by K. Korver (lost ball; steal by O. Porter),,64-66,,
7:19.0,,,64-68,2,O. Porter makes 2-pt shot from 5 ft
7:19.0,Shooting block foul by K. Korver (drawn by O. Porter),,64-68,,
7:19.0,,,64-69,1,O. Porter makes free throw 1 of 1
7:07.0,K. Bazemore misses 2-pt shot from 7 ft,,64-69,,
7:06.0,,,64-69,,Defensive rebound by J. Dudley
7:00.0,,,64-71,2,R. Sessions makes 2-pt shot at rim
7:00.0,Atlanta full timeout,,64-71,,
6:51.0,Turnover by K. Bazemore (lost ball),,64-71,,
6:39.0,,,64-71,,J. Dudley misses 3-pt shot from 26 ft
6:38.0,Defensive rebound by J. Teague,,64-71,,
6:31.0,A. Horford makes 3-pt shot from 26 ft (assist by J. Teague),3,67-71,,
6:18.0,,,67-73,2,J. Dudley makes 2-pt shot from 19 ft (assist by R. Sessions)
6:10.0,,,67-73,,Personal foul by O. Porter
6:10.0,T. Sefolosha enters the game for K. Bazemore,,67-73,,
5:58.0,J. Teague misses 3-pt shot from 25 ft,,67-73,,
5:57.0,,,67-73,,Defensive rebound by M. Thornton
5:38.0,,,67-75,2,M. Thornton makes 2-pt shot from 10 ft (assist by N. Hilario)
5:12.0,K. Korver misses 2-pt shot from 13 ft,,67-75,,
5:11.0,,,67-75,,Defensive rebound by R. Sessions
5:02.0,,,67-75,,N. Hilario misses 2-pt shot from 18 ft
5:01.0,Defensive rebound by A. Horford,,67-75,,
4:47.0,A. Horford misses 3-pt shot from 26 ft,,67-75,,
4:46.0,Offensive rebound by T. Sefolosha,,67-75,,
4:42.0,A. Horford misses 3-pt shot from 23 ft,,67-75,,
4:41.0,,,67-75,,Defensive rebound by O. Porter
4:30.0,,,67-75,,O. Porter misses 3-pt shot from 32 ft
4:29.0,Defensive rebound by P. Millsap,,67-75,,
4:18.0,P. Millsap misses 2-pt shot from 5 ft,,67-75,,
4:17.0,Offensive rebound by P. Millsap,,67-75,,
4:16.0,P. Millsap misses 2-pt shot from 1 ft,,67-75,,
4:16.0,,,67-75,,Defensive rebound by O. Porter
4:16.0,Personal foul by P. Millsap,,67-75,,
4:16.0,,,67-75,,K. Oubre enters the game for O. Porter
4:16.0,D. Schroder enters the game for A. Horford,,67-75,,
4:16.0,T. Hardaway enters the game for K. Korver,,67-75,,
4:16.0,K. Humphries enters the game for J. Teague,,67-75,,
4:16.0,,,67-75,,J. Hickson enters the game for N. Hilario
3:58.0,,,67-77,2,M. Thornton makes 2-pt shot from 1 ft (assist by J. Dudley)
3:44.0,,,67-77,,Violation by J. Dudley (kicked ball)
3:44.0,,,67-77,,A. Anderson enters the game for J. Dudley
3:33.0,D. Schroder misses 2-pt shot from 20 ft,,67-77,,
3:32.0,,,67-77,,Defensive rebound by J. Hickson
3:21.0,,,67-77,,Shooting foul by P. Millsap (drawn by M. Thornton)
3:21.0,,,67-79,2,M. Thornton makes 2-pt shot at rim
3:21.0,,,67-80,1,M. Thornton makes free throw 1 of 1
3:01.0,T. Hardaway misses 2-pt shot from 17 ft,,67-80,,
2:59.0,,,67-80,,Defensive rebound by R. Sessions
2:47.0,,,67-80,,J. Hickson misses 2-pt shot from 8 ft
2:46.0,Defensive rebound by K. Humphries,,67-80,,
2:36.0,P. Millsap misses 2-pt shot from 7 ft,,67-80,,
2:34.0,Offensive rebound by P. Millsap,,67-80,,
2:32.0,P. Millsap misses 2-pt shot from 3 ft,,67-80,,
2:31.0,,,67-80,,Defensive rebound by J. Hickson
2:26.0,,,67-80,,Turnover by J. Hickson (lost ball; steal by K. Humphries)
2:14.0,T. Hardaway misses 2-pt shot from 16 ft,,67-80,,
2:12.0,,,67-80,,Defensive rebound by A. Anderson
2:02.0,,,67-80,,Washington full timeout
2:02.0,M. Scott enters the game for P. Millsap,,67-80,,
2:02.0,,,67-80,,G. Temple enters the game for R. Sessions
1:57.0,Personal foul by D. Schroder,,67-80,,
1:57.0,,,67-81,1,G. Temple makes free throw 1 of 2
1:57.0,,,67-82,1,G. Temple makes free throw 2 of 2
1:39.0,D. Schroder misses 2-pt shot from 1 ft,,67-82,,
1:38.0,Offensive rebound by K. Humphries,,67-82,,
1:34.0,M. Scott makes 3-pt shot from 23 ft (assist by K. Humphries),3,70-82,,
1:20.0,,,70-82,,M. Thornton misses 3-pt shot from 27 ft
1:19.0,Defensive rebound by T. Hardaway,,70-82,,
1:16.0,Shooting foul by A. Anderson (drawn by T. Hardaway),,70-82,,
1:16.0,T. Hardaway makes free throw 1 of 2,1,71-82,,
1:16.0,,,71-82,,J. Eddie enters the game for M. Thornton
1:16.0,T. Hardaway makes free throw 2 of 2,1,72-82,,
1:04.0,Personal foul by K. Humphries,,72-82,,
1:04.0,,,72-82,,J. Hickson misses free throw 1 of 2
1:04.0,,,72-82,,Offensive rebound by Team
1:04.0,,,72-82,,J. Hickson misses free throw 2 of 2
1:03.0,Defensive rebound by T. Hardaway,,72-82,,
0:55.0,D. Schroder misses 2-pt shot from 16 ft,,72-82,,
0:54.0,,,72-82,,Defensive rebound by J. Hickson
0:45.0,,,72-82,,A. Anderson misses 2-pt shot from 6 ft
0:43.0,,,72-82,,Offensive rebound by J. Hickson
0:42.0,,,72-82,,J. Hickson misses 2-pt shot from 3 ft
0:41.0,Defensive rebound by M. Scott,,72-82,,
0:30.0,M. Scott makes 2-pt shot from 8 ft (assist by D. Schroder),2,74-82,,
0:28.0,,,74-84,2,G. Temple makes 2-pt shot at rim (assist by A. Anderson)
0:28.0,Atlanta full timeout,,74-84,,
0:28.0,Violation by Team (delay of game),,74-84,,
0:28.0,Technical foul by Team,,74-84,,
0:28.0,,,74-84,,G. Temple misses technical free throw
0:28.0,Offensive rebound by Team,,74-84,,
0:28.0,A. Horford enters the game for K. Humphries,,74-84,,
0:28.0,K. Korver enters the game for T. Hardaway,,74-84,,
0:08.0,Turnover by D. Schroder (lost ball; steal by G. Temple),,74-84,,
0:04.0,,,74-84,,Turnover by G. Temple (bad pass)
0:01.0,D. Schroder makes 2-pt shot from 7 ft,2,76-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,76-84,,Turnover by G. Temple (lost ball; steal by T. Sefolosha)
11:40.0,T. Sefolosha misses 3-pt shot from 26 ft,,76-84,,
11:39.0,,,76-84,,Defensive rebound by J. Hickson
11:28.0,,,76-84,,Turnover by G. Temple (lost ball; steal by A. Horford)
11:18.0,T. Sefolosha misses 3-pt shot from 26 ft,,76-84,,
11:17.0,,,76-84,,Defensive rebound by A. Anderson
11:00.0,,,76-84,,J. Hickson misses 2-pt shot from 17 ft
10:59.0,Defensive rebound by T. Sefolosha,,76-84,,
10:39.0,D. Schroder misses 2-pt shot from 1 ft,,76-84,,
10:38.0,,,76-84,,Defensive rebound by A. Anderson
10:32.0,,,76-84,,Turnover by G. Temple (lost ball; steal by D. Schroder)
10:24.0,T. Sefolosha misses 2-pt shot from 1 ft,,76-84,,
10:24.0,Offensive rebound by Team,,76-84,,
10:21.0,D. Schroder makes 2-pt shot from 15 ft (assist by K. Korver),2,78-84,,
10:12.0,,,78-84,,Washington full timeout
9:54.0,,,78-84,,K. Oubre misses 2-pt shot from 5 ft
9:53.0,Defensive rebound by T. Sefolosha,,78-84,,
9:32.0,D. Schroder makes 3-pt shot from 25 ft (assist by A. Horford),3,81-84,,
9:15.0,,,81-84,,Turnover by G. Temple (lost ball; steal by T. Sefolosha)
