time,Boston,pts.away,score,pts.home,Minnesota
8:08.0,Offensive rebound by Team,,6-10,,
8:08.0,J. Sullinger misses free throw 2 of 2,,6-10,,
8:08.0,,,6-10,,Defensive rebound by G. Dieng
7:55.0,,,6-12,2,R. Rubio makes 2-pt shot from 13 ft
7:40.0,A. Johnson misses 2-pt shot from 5 ft,,6-12,,
7:38.0,Offensive rebound by Team,,6-12,,
7:26.0,I. Thomas misses 3-pt shot from 24 ft,,6-12,,
7:23.0,Offensive rebound by A. Johnson,,6-12,,
7:19.0,J. Crowder misses 3-pt shot from 24 ft,,6-12,,
7:18.0,,,6-12,,Defensive rebound by Z. LaVine
7:08.0,,,6-12,,G. Dieng misses 2-pt shot at rim
7:07.0,Defensive rebound by J. Crowder,,6-12,,
7:04.0,,,6-12,,Violation by Z. LaVine (def goaltending)
7:04.0,A. Bradley makes 2-pt shot from 1 ft (assist by J. Crowder),2,8-12,,
6:49.0,,,8-15,3,Z. LaVine makes 3-pt shot from 24 ft (assist by A. Wiggins)
6:35.0,A. Bradley misses 2-pt shot from 12 ft,,8-15,,
6:34.0,,,8-15,,Defensive rebound by R. Rubio
6:24.0,,,8-17,2,K. Towns makes 2-pt shot from 4 ft (assist by R. Rubio)
6:22.0,Boston full timeout,,8-17,,
6:12.0,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas),3,11-17,,
5:59.0,Personal foul by A. Johnson,,11-17,,
5:50.0,,,11-17,,A. Wiggins misses 2-pt shot from 16 ft
5:48.0,,,11-17,,Offensive rebound by K. Towns
5:45.0,,,11-20,3,Z. LaVine makes 3-pt shot from 22 ft (assist by K. Towns)
5:22.0,I. Thomas misses 3-pt shot from 22 ft,,11-20,,
5:21.0,,,11-20,,Defensive rebound by G. Dieng
5:07.0,,,11-22,2,G. Dieng makes 2-pt shot from 13 ft (assist by R. Rubio)
4:56.0,J. Sullinger makes 2-pt shot from 20 ft (assist by I. Thomas),2,13-22,,
4:34.0,,,13-24,2,K. Towns makes 2-pt shot from 21 ft
4:23.0,I. Thomas misses 2-pt shot from 1 ft (block by G. Dieng),,13-24,,
4:22.0,,,13-24,,Defensive rebound by K. Towns
4:19.0,M. Smart enters the game for A. Bradley,,13-24,,
4:19.0,E. Turner enters the game for A. Johnson,,13-24,,
4:10.0,,,13-24,,A. Wiggins misses 2-pt shot from 6 ft
4:09.0,Defensive rebound by E. Turner,,13-24,,
4:01.0,J. Crowder misses 3-pt shot from 23 ft,,13-24,,
4:00.0,,,13-24,,Defensive rebound by Z. LaVine
3:56.0,,,13-24,,Turnover by Z. LaVine (lost ball; steal by M. Smart)
3:50.0,M. Smart makes 2-pt shot from 2 ft,2,15-24,,
3:40.0,,,15-24,,Minnesota full timeout
3:40.0,,,15-24,,T. Prince enters the game for G. Dieng
3:27.0,,,15-26,2,K. Towns makes 2-pt shot from 10 ft (assist by A. Wiggins)
3:12.0,M. Smart misses 3-pt shot from 24 ft,,15-26,,
3:11.0,,,15-26,,Defensive rebound by K. Towns
3:07.0,,,15-26,,Turnover by R. Rubio (lost ball; steal by M. Smart)
3:01.0,I. Thomas misses 2-pt shot from 21 ft,,15-26,,
3:00.0,,,15-26,,Defensive rebound by K. Towns
2:43.0,,,15-26,,Shooting foul by J. Sullinger (drawn by K. Towns)
2:43.0,,,15-27,1,K. Towns makes free throw 1 of 2
2:43.0,J. Jerebko enters the game for J. Sullinger,,15-27,,
2:43.0,T. Zeller enters the game for I. Thomas,,15-27,,
2:43.0,,,15-27,,T. Jones enters the game for R. Rubio
2:43.0,,,15-27,,K. Towns misses free throw 2 of 2
2:43.0,Defensive rebound by J. Jerebko,,15-27,,
2:24.0,T. Zeller misses 2-pt shot at rim,,15-27,,
2:23.0,Offensive rebound by T. Zeller,,15-27,,
2:21.0,T. Zeller misses 2-pt shot from 3 ft,,15-27,,
2:20.0,,,15-27,,Defensive rebound by K. Towns
2:13.0,,,15-27,,Z. LaVine misses 2-pt shot from 20 ft
2:12.0,Defensive rebound by E. Turner,,15-27,,
2:03.0,Turnover by E. Turner (bad pass),,15-27,,
1:52.0,,,15-27,,K. Towns misses 2-pt shot from 7 ft
1:51.0,,,15-27,,Offensive rebound by K. Towns
1:48.0,,,15-29,2,K. Towns makes 2-pt shot from 5 ft
1:32.0,J. Jerebko misses 2-pt shot from 7 ft,,15-29,,
1:31.0,,,15-29,,Defensive rebound by T. Jones
1:16.0,,,15-31,2,K. Towns makes 2-pt shot at rim (assist by T. Prince)
0:58.0,E. Turner makes 2-pt shot from 12 ft (assist by M. Smart),2,17-31,,
0:46.0,,,17-31,,K. Towns misses 2-pt shot from 18 ft
0:45.0,Defensive rebound by J. Jerebko,,17-31,,
0:37.0,E. Turner makes 2-pt shot from 14 ft,2,19-31,,
0:21.0,,,19-31,,Turnover by A. Wiggins (lost ball; steal by E. Turner)
0:17.0,J. Crowder misses 2-pt shot from 1 ft,,19-31,,
0:16.0,Offensive rebound by M. Smart,,19-31,,
0:16.0,M. Smart makes 2-pt shot at rim,2,21-31,,
0:03.0,,,21-31,,Turnover by Z. LaVine (lost ball; steal by J. Crowder)
0:02.0,,,21-31,,Clear path foul by T. Jones
0:02.0,M. Smart makes clear path free throw 1 of 2,1,22-31,,
0:02.0,M. Smart makes clear path free throw 2 of 2,1,23-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,M. Smart misses 2-pt shot from 1 ft,,23-31,,
11:48.0,,,23-31,,Defensive rebound by K. Martin
11:36.0,,,23-31,,Offensive foul by K. Martin
11:36.0,,,23-31,,Turnover by K. Martin (offensive foul)
11:24.0,T. Zeller misses 2-pt shot from 2 ft,,23-31,,
11:23.0,Offensive rebound by T. Zeller,,23-31,,
11:22.0,T. Zeller makes 2-pt shot from 1 ft,2,25-31,,
10:56.0,,,25-31,,T. Jones misses 3-pt shot from 24 ft
10:55.0,,,25-31,,Offensive rebound by G. Dieng
10:41.0,,,25-31,,T. Prince misses 2-pt shot from 18 ft
10:40.0,Defensive rebound by E. Turner,,25-31,,
10:36.0,Shooting foul by K. Martin (drawn by T. Zeller),,25-31,,
10:36.0,T. Zeller makes free throw 1 of 2,1,26-31,,
10:36.0,,,26-31,,A. Payne enters the game for T. Prince
10:36.0,T. Zeller makes free throw 2 of 2,1,27-31,,
10:13.0,,,27-31,,T. Jones misses 2-pt shot from 12 ft (block by J. Jerebko)
10:11.0,Defensive rebound by E. Turner,,27-31,,
10:06.0,A. Bradley makes 3-pt shot from 24 ft (assist by M. Smart),3,30-31,,
9:45.0,,,30-31,,A. Payne misses 2-pt shot from 14 ft
9:43.0,Defensive rebound by E. Turner,,30-31,,
9:36.0,E. Turner misses 2-pt shot from 1 ft (block by S. Muhammad),,30-31,,
9:36.0,Offensive rebound by Team,,30-31,,
9:34.0,T. Zeller misses 2-pt shot from 15 ft,,30-31,,
9:33.0,Offensive rebound by Team,,30-31,,
9:33.0,,,30-31,,Loose ball foul by S. Muhammad
9:28.0,M. Smart makes 2-pt shot from 2 ft (assist by E. Turner),2,32-31,,
9:12.0,,,32-33,2,G. Dieng makes 2-pt shot from 10 ft
8:51.0,M. Smart misses 2-pt shot from 7 ft,,32-33,,
8:50.0,,,32-33,,Defensive rebound by K. Martin
8:44.0,,,32-33,,Shooting foul by M. Smart (drawn by K. Martin)
8:44.0,,,32-33,,Minnesota full timeout
8:44.0,,,32-34,1,K. Martin makes free throw 1 of 2
8:44.0,,,32-34,,K. Martin misses free throw 2 of 2
8:44.0,Defensive rebound by E. Turner,,32-34,,
8:27.0,A. Bradley makes 3-pt shot from 23 ft,3,35-34,,
8:15.0,,,35-34,,Turnover by K. Martin (lost ball; steal by A. Bradley)
8:11.0,J. Jerebko makes 2-pt shot at rim,2,37-34,,
7:53.0,Personal foul by M. Smart,,37-34,,
7:45.0,,,37-36,2,S. Muhammad makes 2-pt shot from 11 ft
7:30.0,Turnover by E. Turner (lost ball; steal by T. Jones),,37-36,,
7:27.0,,,37-38,2,T. Jones makes 2-pt shot from 1 ft
7:03.0,E. Turner makes 2-pt shot from 10 ft,2,39-38,,
6:38.0,,,39-40,2,K. Martin makes 2-pt shot at rim
6:17.0,J. Jerebko misses 3-pt shot from 24 ft,,39-40,,
6:16.0,,,39-40,,Defensive rebound by K. Martin
6:05.0,,,39-43,3,T. Jones makes 3-pt shot from 22 ft (assist by G. Dieng)
6:04.0,Boston full timeout,,39-43,,
6:04.0,I. Thomas enters the game for M. Smart,,39-43,,
6:04.0,J. Sullinger enters the game for T. Zeller,,39-43,,
6:04.0,,,39-43,,R. Rubio enters the game for T. Jones
5:46.0,J. Jerebko makes 2-pt shot at rim (assist by E. Turner),2,41-43,,
5:30.0,,,41-43,,Shooting foul by J. Sullinger (drawn by K. Martin)
5:30.0,,,41-44,1,K. Martin makes free throw 1 of 2
5:30.0,,,41-44,,K. Towns enters the game for G. Dieng
5:30.0,,,41-45,1,K. Martin makes free throw 2 of 2
5:20.0,,,41-45,,Personal foul by R. Rubio
5:20.0,J. Crowder enters the game for J. Jerebko,,41-45,,
5:12.0,E. Turner misses 2-pt shot from 14 ft (block by A. Payne),,41-45,,
5:10.0,,,41-45,,Defensive rebound by A. Payne
5:07.0,,,41-47,2,S. Muhammad makes 2-pt shot at rim (assist by K. Martin)
4:54.0,I. Thomas misses 2-pt shot from 11 ft,,41-47,,
4:53.0,,,41-47,,Defensive rebound by K. Martin
4:38.0,,,41-47,,A. Payne misses 2-pt shot from 1 ft
4:37.0,,,41-47,,Offensive rebound by Team
4:37.0,Loose ball foul by E. Turner,,41-47,,
4:37.0,,,41-47,,Z. LaVine enters the game for K. Martin
4:37.0,M. Smart enters the game for A. Bradley,,41-47,,
4:22.0,,,41-49,2,S. Muhammad makes 2-pt shot from 6 ft
4:04.0,M. Smart misses 2-pt shot at rim,,41-49,,
4:03.0,,,41-49,,Defensive rebound by A. Payne
3:56.0,,,41-52,3,S. Muhammad makes 3-pt shot from 22 ft (assist by Z. LaVine)
3:55.0,Boston full timeout,,41-52,,
3:55.0,A. Johnson enters the game for E. Turner,,41-52,,
3:55.0,,,41-52,,A. Wiggins enters the game for A. Payne
3:45.0,M. Smart makes 2-pt shot from 1 ft (assist by J. Sullinger),2,43-52,,
3:30.0,,,43-52,,Turnover by A. Wiggins (traveling)
3:30.0,,,43-52,,G. Dieng enters the game for S. Muhammad
3:19.0,I. Thomas misses 2-pt shot from 12 ft,,43-52,,
3:17.0,,,43-52,,Defensive rebound by R. Rubio
3:06.0,,,43-52,,Z. LaVine misses 2-pt shot from 21 ft
3:04.0,Defensive rebound by J. Crowder,,43-52,,
3:00.0,A. Johnson misses 2-pt shot at rim,,43-52,,
2:57.0,Offensive rebound by Team,,43-52,,
2:57.0,,,43-52,,Minnesota full timeout
2:54.0,M. Smart misses 3-pt shot from 23 ft,,43-52,,
2:52.0,,,43-52,,Defensive rebound by R. Rubio
2:32.0,,,43-55,3,K. Towns makes 3-pt shot from 23 ft (assist by Z. LaVine)
2:13.0,J. Crowder makes 3-pt shot from 24 ft (assist by A. Johnson),3,46-55,,
1:55.0,,,46-57,2,K. Towns makes 2-pt shot from 1 ft
1:48.0,I. Thomas makes 2-pt shot from 14 ft,2,48-57,,
1:47.0,,,48-57,,Minnesota full timeout
1:47.0,J. Mickey enters the game for A. Johnson,,48-57,,
1:36.0,,,48-59,2,G. Dieng makes 2-pt shot from 14 ft (assist by R. Rubio)
1:23.0,I. Thomas makes 2-pt shot from 1 ft,2,50-59,,
1:06.0,,,50-59,,Shooting foul by J. Crowder (drawn by A. Wiggins)
1:06.0,,,50-59,,A. Wiggins misses free throw 1 of 2
1:06.0,,,50-59,,Offensive rebound by Team
1:06.0,,,50-59,,A. Wiggins misses free throw 2 of 2
1:06.0,Defensive rebound by J. Crowder,,50-59,,
0:53.0,I. Thomas makes 3-pt shot from 24 ft (assist by J. Sullinger),3,53-59,,
0:37.0,,,53-59,,K. Towns misses 3-pt shot from 24 ft
0:36.0,Defensive rebound by J. Sullinger,,53-59,,
0:15.0,J. Mickey misses 2-pt shot from 3 ft,,53-59,,
0:14.0,Offensive rebound by J. Crowder,,53-59,,
0:03.0,I. Thomas misses 3-pt shot from 25 ft,,53-59,,
0:02.0,,,53-59,,Defensive rebound by G. Dieng
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,A. Johnson makes 2-pt shot from 5 ft (assist by I. Thomas),2,55-59,,
11:21.0,,,55-59,,K. Towns misses 2-pt shot from 5 ft
11:19.0,,,55-59,,Offensive rebound by G. Dieng
10:58.0,,,55-62,3,Z. LaVine makes 3-pt shot from 23 ft (assist by K. Towns)
10:49.0,J. Sullinger makes 2-pt shot from 19 ft (assist by I. Thomas),2,57-62,,
10:33.0,,,57-62,,R. Rubio misses 2-pt shot from 9 ft
10:31.0,Defensive rebound by J. Crowder,,57-62,,
10:15.0,A. Bradley makes 3-pt shot from 23 ft (assist by I. Thomas),3,60-62,,
9:56.0,,,60-64,2,R. Rubio makes 2-pt shot from 4 ft
9:48.0,I. Thomas misses 2-pt shot from 4 ft (block by K. Towns),,60-64,,
9:46.0,,,60-64,,Defensive rebound by Z. LaVine
9:39.0,,,60-66,2,A. Wiggins makes 2-pt shot from 10 ft
9:17.0,J. Crowder makes 2-pt shot from 13 ft (assist by J. Sullinger),2,62-66,,
9:01.0,,,62-66,,R. Rubio misses 2-pt shot at rim
9:00.0,Defensive rebound by J. Sullinger,,62-66,,
8:54.0,A. Bradley misses 3-pt shot from 25 ft,,62-66,,
8:53.0,,,62-66,,Defensive rebound by G. Dieng
8:45.0,,,62-66,,A. Wiggins misses 3-pt shot from 25 ft
8:44.0,Defensive rebound by J. Sullinger,,62-66,,
8:40.0,J. Crowder makes 2-pt shot from 1 ft (assist by J. Sullinger),2,64-66,,
8:30.0,,,64-66,,Minnesota full timeout
8:22.0,,,64-66,,Z. LaVine misses 3-pt shot from 26 ft
8:21.0,Defensive rebound by J. Sullinger,,64-66,,
8:10.0,,,64-66,,Personal foul by R. Rubio
7:58.0,A. Bradley misses 3-pt shot from 24 ft,,64-66,,
7:56.0,,,64-66,,Defensive rebound by R. Rubio
7:52.0,Personal foul by A. Johnson,,64-66,,
7:35.0,,,64-69,3,Z. LaVine makes 3-pt shot from 23 ft (assist by K. Towns)
7:17.0,Shooting foul by A. Wiggins (drawn by J. Crowder),,64-69,,
7:17.0,J. Crowder makes free throw 1 of 2,1,65-69,,
7:17.0,J. Crowder makes free throw 2 of 2,1,66-69,,
7:08.0,,,66-71,2,K. Towns makes 2-pt shot from 5 ft (assist by R. Rubio)
6:58.0,J. Sullinger makes 2-pt shot from 21 ft (assist by I. Thomas),2,68-71,,
6:35.0,,,68-71,,Shooting foul by A. Bradley (drawn by R. Rubio)
6:35.0,,,68-72,1,R. Rubio makes free throw 1 of 3
6:35.0,,,68-73,1,R. Rubio makes free throw 2 of 3
6:35.0,M. Smart enters the game for A. Johnson,,68-73,,
6:35.0,,,68-74,1,R. Rubio makes free throw 3 of 3
6:21.0,M. Smart misses 2-pt shot from 8 ft,,68-74,,
6:20.0,,,68-74,,Defensive rebound by Z. LaVine
6:11.0,,,68-74,,A. Wiggins misses 2-pt shot from 7 ft
6:09.0,,,68-74,,Offensive rebound by K. Towns
6:08.0,,,68-76,2,K. Towns makes 2-pt shot from 2 ft
5:56.0,J. Sullinger misses 3-pt shot from 25 ft,,68-76,,
5:55.0,,,68-76,,Defensive rebound by R. Rubio
5:52.0,E. Turner enters the game for A. Bradley,,68-76,,
5:36.0,,,68-78,2,K. Towns makes 2-pt shot from 4 ft
5:19.0,E. Turner misses 2-pt shot from 16 ft,,68-78,,
5:18.0,,,68-78,,Defensive rebound by K. Towns
5:07.0,,,68-80,2,A. Wiggins makes 2-pt shot at rim (assist by Z. LaVine)
5:07.0,Boston full timeout,,68-80,,
4:56.0,J. Crowder misses 2-pt shot from 17 ft,,68-80,,
4:55.0,Offensive rebound by Team,,68-80,,
4:50.0,J. Crowder misses 2-pt shot from 7 ft,,68-80,,
4:49.0,,,68-80,,Defensive rebound by R. Rubio
4:43.0,,,68-80,,K. Towns misses 2-pt shot from 1 ft
4:42.0,Defensive rebound by J. Sullinger,,68-80,,
4:40.0,Turnover by J. Sullinger (lost ball; steal by A. Wiggins),,68-80,,
4:36.0,,,68-80,,G. Dieng misses 2-pt shot from 6 ft
4:35.0,,,68-80,,Offensive rebound by K. Towns
4:35.0,,,68-80,,K. Towns misses 2-pt shot from 1 ft
4:32.0,Defensive rebound by E. Turner,,68-80,,
4:27.0,I. Thomas misses 3-pt shot from 22 ft,,68-80,,
4:25.0,,,68-80,,Defensive rebound by K. Towns
4:20.0,,,68-80,,Turnover by K. Towns (lost ball; steal by M. Smart)
4:14.0,Offensive charge foul by I. Thomas,,68-80,,
4:14.0,Turnover by I. Thomas (offensive foul),,68-80,,
4:14.0,,,68-80,,S. Muhammad enters the game for G. Dieng
4:00.0,,,68-80,,Turnover by R. Rubio (lost ball; steal by J. Crowder)
3:56.0,Turnover by M. Smart (step out of bounds),,68-80,,
3:44.0,,,68-80,,Shooting foul by M. Smart (drawn by A. Wiggins)
3:44.0,,,68-80,,A. Wiggins misses free throw 1 of 2
3:44.0,,,68-80,,Offensive rebound by Team
3:44.0,,,68-80,,T. Jones enters the game for R. Rubio
3:44.0,J. Jerebko enters the game for I. Thomas,,68-80,,
3:44.0,,,68-81,1,A. Wiggins makes free throw 2 of 2
3:30.0,J. Crowder makes 3-pt shot from 24 ft (assist by J. Jerebko),3,71-81,,
3:16.0,,,71-81,,K. Towns misses 2-pt shot at rim
3:15.0,Defensive rebound by J. Sullinger,,71-81,,
3:09.0,Shooting foul by A. Wiggins (drawn by J. Crowder),,71-81,,
3:09.0,J. Crowder makes 2-pt shot from 5 ft,2,73-81,,
3:09.0,J. Crowder makes free throw 1 of 1,1,74-81,,
2:54.0,,,74-81,,Shooting foul by J. Jerebko (drawn by A. Wiggins)
2:54.0,,,74-82,1,A. Wiggins makes free throw 1 of 2
2:54.0,,,74-83,1,A. Wiggins makes free throw 2 of 2
2:41.0,J. Crowder makes 2-pt shot from 18 ft (assist by M. Smart),2,76-83,,
2:24.0,Def 3 sec tech foul by J. Jerebko,,76-83,,
2:24.0,,,76-84,1,Z. LaVine makes technical free throw
2:24.0,,,76-84,,K. Martin enters the game for Z. LaVine
2:12.0,,,76-86,2,K. Towns makes 2-pt shot from 3 ft (assist by A. Wiggins)
1:57.0,J. Crowder makes 2-pt shot from 1 ft (assist by M. Smart),2,78-86,,
1:39.0,,,78-88,2,A. Wiggins makes 2-pt shot from 1 ft (assist by K. Towns)
1:23.0,J. Crowder misses 2-pt shot from 2 ft,,78-88,,
1:22.0,Offensive rebound by J. Sullinger,,78-88,,
1:21.0,J. Sullinger makes 2-pt shot from 3 ft,2,80-88,,
1:14.0,,,80-88,,K. Martin misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by J. Crowder,,80-88,,
1:02.0,E. Turner makes 2-pt shot from 2 ft,2,82-88,,
0:44.0,,,82-88,,K. Towns misses 2-pt shot from 1 ft
0:43.0,Defensive rebound by J. Crowder,,82-88,,
0:39.0,J. Jerebko makes 2-pt shot from 1 ft (assist by M. Smart),2,84-88,,
0:33.0,,,84-88,,T. Jones misses 2-pt shot from 5 ft
0:33.0,,,84-88,,Offensive rebound by T. Jones
0:33.0,,,84-90,2,T. Jones makes 2-pt shot from 5 ft
0:17.0,J. Sullinger misses 2-pt shot from 1 ft,,84-90,,
0:15.0,,,84-90,,Defensive rebound by Team
0:15.0,,,84-90,,G. Dieng enters the game for K. Towns
0:15.0,T. Zeller enters the game for J. Sullinger,,84-90,,
0:03.0,,,84-90,,Turnover by T. Jones (lost ball; steal by M. Smart)
0:01.0,Turnover by M. Smart (lost ball),,84-90,,
0:00.0,,,84-93,3,G. Dieng makes 3-pt shot from 25 ft (assist by A. Wiggins)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,84-93,,S. Muhammad misses 2-pt shot from 3 ft
11:46.0,,,84-93,,Offensive rebound by G. Dieng
11:46.0,,,84-95,2,G. Dieng makes 2-pt shot at rim
11:34.0,M. Smart makes 2-pt shot from 1 ft (assist by A. Bradley),2,86-95,,
11:34.0,Shooting foul by T. Jones (drawn by M. Smart),,86-95,,
11:34.0,M. Smart makes free throw 1 of 1,1,87-95,,
11:13.0,,,87-95,,S. Muhammad misses 2-pt shot from 10 ft
11:12.0,Defensive rebound by E. Turner,,87-95,,
11:06.0,,,87-95,,Personal foul by S. Muhammad
10:58.0,A. Bradley misses 3-pt shot from 26 ft,,87-95,,
10:57.0,,,87-95,,Defensive rebound by G. Dieng
10:41.0,,,87-95,,G. Dieng misses 2-pt shot from 15 ft
10:40.0,Defensive rebound by E. Turner,,87-95,,
10:34.0,M. Smart misses 3-pt shot from 24 ft,,87-95,,
10:33.0,,,87-95,,Defensive rebound by K. Martin
10:27.0,,,87-95,,K. Martin misses 2-pt shot from 1 ft
10:26.0,,,87-95,,Offensive rebound by S. Muhammad
10:26.0,,,87-95,,S. Muhammad misses 2-pt shot at rim
10:24.0,Defensive rebound by Team,,87-95,,
10:11.0,E. Turner misses 2-pt shot from 10 ft,,87-95,,
10:09.0,Offensive rebound by T. Zeller,,87-95,,
10:08.0,T. Zeller makes 2-pt shot at rim,2,89-95,,
9:53.0,,,89-97,2,T. Jones makes 2-pt shot from 12 ft
9:36.0,J. Jerebko misses 2-pt shot from 2 ft,,89-97,,
9:35.0,,,89-97,,Defensive rebound by S. Muhammad
9:28.0,,,89-97,,Shooting foul by T. Zeller (drawn by S. Muhammad)
9:28.0,,,89-98,1,S. Muhammad makes free throw 1 of 2
9:28.0,,,89-99,1,S. Muhammad makes free throw 2 of 2
9:13.0,Turnover by T. Zeller (lost ball; steal by S. Muhammad),,89-99,,
9:00.0,,,89-101,2,A. Payne makes 2-pt shot from 11 ft (assist by T. Jones)
8:48.0,A. Bradley makes 2-pt shot from 12 ft (assist by E. Turner),2,91-101,,
8:24.0,,,91-101,,Shooting foul by J. Jerebko (drawn by G. Dieng)
8:24.0,,,91-101,,Minnesota full timeout
8:24.0,,,91-101,,R. Rubio enters the game for T. Jones
8:24.0,I. Thomas enters the game for M. Smart,,91-101,,
8:24.0,,,91-102,1,G. Dieng makes free throw 1 of 2
8:24.0,,,91-103,1,G. Dieng makes free throw 2 of 2
8:09.0,J. Jerebko makes 2-pt shot from 1 ft (assist by A. Bradley),2,93-103,,
8:09.0,Shooting foul by K. Martin (drawn by J. Jerebko),,93-103,,
8:09.0,J. Jerebko makes free throw 1 of 1,1,94-103,,
7:56.0,,,94-103,,A. Payne misses 2-pt shot from 6 ft
7:55.0,Defensive rebound by I. Thomas,,94-103,,
7:53.0,,,94-103,,Personal foul by A. Payne
7:53.0,,,94-103,,A. Wiggins enters the game for K. Martin
7:47.0,Turnover by J. Jerebko (lost ball; steal by G. Dieng),,94-103,,
7:22.0,,,94-103,,A. Payne misses 2-pt shot from 6 ft
7:21.0,,,94-103,,Offensive rebound by A. Payne
7:19.0,,,94-105,2,A. Payne makes 2-pt shot at rim
7:10.0,Turnover by I. Thomas (lost ball; steal by R. Rubio),,94-105,,
7:10.0,Personal foul by J. Jerebko,,94-105,,
7:10.0,,,94-105,,K. Towns enters the game for A. Payne
7:10.0,J. Crowder enters the game for J. Jerebko,,94-105,,
7:10.0,J. Sullinger enters the game for T. Zeller,,94-105,,
6:57.0,,,94-105,,R. Rubio misses 2-pt shot from 21 ft
6:55.0,,,94-105,,Offensive rebound by K. Towns
6:51.0,,,94-105,,Shooting foul by J. Sullinger (drawn by S. Muhammad)
6:51.0,,,94-106,1,S. Muhammad makes free throw 1 of 2
6:51.0,,,94-107,1,S. Muhammad makes free throw 2 of 2
6:42.0,I. Thomas makes 3-pt shot from 25 ft (assist by J. Sullinger),3,97-107,,
6:24.0,,,97-107,,Turnover by R. Rubio (lost ball; steal by E. Turner)
6:20.0,A. Bradley makes 2-pt shot at rim (assist by E. Turner),2,99-107,,
6:09.0,,,99-107,,Minnesota full timeout
6:00.0,,,99-107,,Turnover by K. Towns (lost ball; steal by A. Bradley)
5:55.0,I. Thomas misses 3-pt shot from 24 ft,,99-107,,
5:54.0,,,99-107,,Defensive rebound by Team
5:54.0,,,99-107,,Z. LaVine enters the game for S. Muhammad
5:36.0,,,99-109,2,R. Rubio makes 2-pt shot from 16 ft
5:18.0,Shooting foul by G. Dieng (drawn by E. Turner),,99-109,,
5:18.0,E. Turner makes free throw 1 of 2,1,100-109,,
5:18.0,E. Turner misses free throw 2 of 2,,100-109,,
5:18.0,,,100-109,,Defensive rebound by K. Towns
5:04.0,,,100-109,,Shooting foul by J. Crowder (drawn by Z. LaVine)
5:04.0,,,100-110,1,Z. LaVine makes free throw 1 of 2
5:04.0,,,100-111,1,Z. LaVine makes free throw 2 of 2
4:56.0,Turnover by J. Crowder (lost ball),,100-111,,
4:33.0,,,100-111,,Turnover by R. Rubio (lost ball; steal by J. Sullinger)
4:29.0,I. Thomas misses 2-pt shot from 2 ft (block by A. Wiggins),,100-111,,
4:28.0,Offensive rebound by A. Bradley,,100-111,,
4:27.0,A. Bradley misses 2-pt shot from 3 ft,,100-111,,
4:26.0,,,100-111,,Defensive rebound by G. Dieng
4:16.0,Personal foul by I. Thomas,,100-111,,
4:16.0,,,100-112,1,A. Wiggins makes free throw 1 of 2
