time,Toronto,pts.away,score,pts.home,Miami
0:00.0,Offensive rebound by Team,,23-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,T. Ross makes 2-pt shot from 16 ft (assist by C. Joseph),2,25-19,,
11:29.0,,,25-19,,Turnover by J. Richardson (step out of bounds)
11:17.0,Turnover by T. Ross (lost ball; steal by G. Green),,25-19,,
10:55.0,,,25-19,,G. Green misses 2-pt shot from 18 ft
10:54.0,,,25-19,,Offensive rebound by Team
10:54.0,Loose ball foul by K. Lowry,,25-19,,
10:54.0,,,25-19,,J. McRoberts enters the game for H. Whiteside
10:47.0,,,25-21,2,G. Dragic makes 2-pt shot from 9 ft (assist by J. Richardson)
10:37.0,Turnover by C. Joseph (lost ball; steal by J. Richardson),,25-21,,
10:35.0,,,25-21,,Shooting foul by T. Ross (drawn by J. Richardson)
10:35.0,,,25-22,1,J. Richardson makes free throw 1 of 2
10:35.0,,,25-22,,J. Johnson enters the game for G. Green
10:35.0,,,25-22,,J. Richardson misses free throw 2 of 2
10:34.0,Defensive rebound by B. Biyombo,,25-22,,
10:21.0,K. Lowry makes 2-pt shot from 3 ft,2,27-22,,
10:02.0,,,27-24,2,G. Dragic makes 2-pt shot from 17 ft
9:42.0,Turnover by K. Lowry (lost ball; steal by L. Deng),,27-24,,
9:38.0,,,27-24,,L. Deng misses 2-pt shot from 2 ft
9:37.0,Defensive rebound by Team,,27-24,,
9:37.0,,,27-24,,Loose ball foul by J. Richardson
9:37.0,J. Valanciunas enters the game for B. Biyombo,,27-24,,
9:37.0,,,27-24,,G. Green enters the game for J. Richardson
9:37.0,D. Carroll enters the game for N. Powell,,27-24,,
9:22.0,T. Ross makes 2-pt shot from 2 ft (assist by K. Lowry),2,29-24,,
9:03.0,,,29-24,,G. Green misses 3-pt shot from 24 ft
9:02.0,,,29-24,,Offensive rebound by J. McRoberts
8:56.0,Official timeout,,29-24,,
8:38.0,,,29-24,,J. McRoberts misses 3-pt shot from 23 ft
8:37.0,Defensive rebound by Team,,29-24,,
8:22.0,Shooting foul by J. McRoberts (drawn by J. Valanciunas),,29-24,,
8:22.0,J. Valanciunas misses free throw 1 of 2,,29-24,,
8:22.0,Offensive rebound by Team,,29-24,,
8:22.0,J. Valanciunas misses free throw 2 of 2,,29-24,,
8:21.0,,,29-24,,Defensive rebound by G. Green
8:07.0,,,29-24,,G. Dragic misses 3-pt shot from 25 ft
8:06.0,Defensive rebound by T. Ross,,29-24,,
7:53.0,Turnover by J. Valanciunas (traveling),,29-24,,
7:34.0,,,29-26,2,J. Johnson makes 2-pt shot from 5 ft
7:19.0,J. Valanciunas misses 2-pt shot at rim (block by J. McRoberts),,29-26,,
7:18.0,,,29-26,,Defensive rebound by J. Johnson
7:14.0,,,29-28,2,L. Deng makes 2-pt shot from 1 ft (assist by J. Johnson)
7:06.0,Toronto full timeout,,29-28,,
7:06.0,D. DeRozan enters the game for C. Joseph,,29-28,,
7:06.0,,,29-28,,D. Wade enters the game for L. Deng
7:06.0,,,29-28,,J. Richardson enters the game for G. Dragic
6:55.0,Turnover by T. Ross (step out of bounds),,29-28,,
6:34.0,,,29-28,,J. Johnson misses 2-pt shot from 8 ft
6:33.0,,,29-28,,Offensive rebound by J. McRoberts
6:31.0,,,29-28,,Turnover by J. McRoberts (lost ball; steal by J. Valanciunas)
6:20.0,D. DeRozan misses 2-pt shot from 11 ft,,29-28,,
6:19.0,,,29-28,,Defensive rebound by J. Richardson
6:11.0,,,29-28,,D. Wade misses 2-pt shot from 8 ft
6:10.0,Defensive rebound by J. Valanciunas,,29-28,,
5:59.0,K. Lowry makes 2-pt shot from 17 ft,2,31-28,,
5:34.0,,,31-30,2,J. Johnson makes 2-pt shot from 16 ft
5:22.0,K. Lowry misses 3-pt shot from 25 ft,,31-30,,
5:21.0,,,31-30,,Defensive rebound by G. Green
5:10.0,,,31-32,2,J. Johnson makes 2-pt shot from 8 ft (assist by J. McRoberts)
4:52.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry),2,33-32,,
4:52.0,Shooting foul by J. McRoberts (drawn by J. Valanciunas),,33-32,,
4:52.0,P. Patterson enters the game for T. Ross,,33-32,,
4:52.0,J. Valanciunas makes free throw 1 of 1,1,34-32,,
4:36.0,,,34-32,,D. Wade misses 2-pt shot from 2 ft
4:35.0,Defensive rebound by J. Valanciunas,,34-32,,
4:21.0,D. Carroll makes 3-pt shot from 23 ft (assist by D. DeRozan),3,37-32,,
4:17.0,,,37-32,,Miami full timeout
4:17.0,,,37-32,,L. Deng enters the game for G. Green
4:17.0,,,37-32,,A. Stoudemire enters the game for J. McRoberts
3:59.0,Personal foul by P. Patterson,,37-32,,
3:50.0,,,37-34,2,J. Johnson makes 2-pt shot from 9 ft
3:25.0,D. Carroll misses 2-pt shot from 12 ft,,37-34,,
3:24.0,Offensive rebound by J. Valanciunas,,37-34,,
3:23.0,J. Valanciunas makes 2-pt shot from 1 ft,2,39-34,,
3:03.0,,,39-34,,J. Richardson misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by J. Valanciunas,,39-34,,
2:50.0,D. DeRozan makes 2-pt shot from 2 ft,2,41-34,,
2:42.0,,,41-34,,Miami full timeout
2:42.0,,,41-34,,G. Dragic enters the game for J. Johnson
2:42.0,,,41-34,,G. Green enters the game for J. Richardson
2:34.0,,,41-34,,D. Wade misses 2-pt shot from 14 ft
2:33.0,Defensive rebound by D. Carroll,,41-34,,
2:28.0,K. Lowry misses 3-pt shot from 25 ft,,41-34,,
2:27.0,,,41-34,,Defensive rebound by G. Green
2:14.0,Personal foul by D. Carroll,,41-34,,
2:14.0,C. Joseph enters the game for K. Lowry,,41-34,,
2:04.0,,,41-34,,A. Stoudemire misses 2-pt shot from 1 ft
2:03.0,Defensive rebound by J. Valanciunas,,41-34,,
1:42.0,C. Joseph makes 2-pt shot from 2 ft,2,43-34,,
1:31.0,,,43-36,2,D. Wade makes 2-pt shot from 17 ft
1:08.0,,,43-36,,Personal foul by A. Stoudemire
1:08.0,J. Valanciunas makes free throw 1 of 2,1,44-36,,
1:08.0,,,44-36,,J. Johnson enters the game for G. Green
1:08.0,J. Valanciunas misses free throw 2 of 2,,44-36,,
1:07.0,,,44-36,,Defensive rebound by J. Johnson
0:48.0,,,44-38,2,L. Deng makes 2-pt shot from 17 ft
0:34.0,P. Patterson makes 3-pt shot from 26 ft (assist by C. Joseph),3,47-38,,
0:26.0,,,47-38,,Turnover by G. Dragic (lost ball)
0:26.0,,,47-38,,U. Haslem enters the game for A. Stoudemire
0:26.0,Toronto full timeout,,47-38,,
0:26.0,K. Lowry enters the game for D. Carroll,,47-38,,
0:06.0,J. Valanciunas makes 2-pt shot at rim (assist by C. Joseph),2,49-38,,
0:01.0,,,49-40,2,U. Haslem makes 2-pt shot from 1 ft (assist by D. Wade)
0:01.0,,,49-40,,Shooting foul by C. Joseph (drawn by U. Haslem)
0:01.0,,,49-40,,U. Haslem misses free throw 1 of 1
0:00.0,,,49-40,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan),3,52-40,,
11:21.0,,,52-40,,G. Dragic misses 2-pt shot from 2 ft
11:20.0,,,52-40,,Offensive rebound by U. Haslem
11:19.0,,,52-42,2,U. Haslem makes 2-pt shot from 2 ft
10:57.0,J. Valanciunas misses 2-pt shot from 13 ft,,52-42,,
10:56.0,,,52-42,,Defensive rebound by D. Wade
10:39.0,,,52-42,,U. Haslem misses 2-pt shot from 16 ft
10:38.0,Defensive rebound by P. Patterson,,52-42,,
10:29.0,,,52-42,,Personal foul by U. Haslem
10:15.0,D. Carroll misses 2-pt shot from 22 ft,,52-42,,
10:14.0,,,52-42,,Defensive rebound by D. Wade
10:06.0,,,52-42,,D. Wade misses 2-pt shot from 20 ft
10:05.0,Defensive rebound by J. Valanciunas,,52-42,,
9:46.0,K. Lowry makes 3-pt shot from 25 ft,3,55-42,,
9:32.0,Personal foul by K. Lowry,,55-42,,
9:17.0,,,55-42,,J. Johnson misses 3-pt shot from 25 ft
9:16.0,Defensive rebound by J. Valanciunas,,55-42,,
9:01.0,Turnover by D. DeRozan (lost ball),,55-42,,
8:53.0,,,55-42,,Shooting foul by J. Valanciunas (drawn by D. Wade)
8:53.0,B. Biyombo enters the game for J. Valanciunas,,55-42,,
8:53.0,,,55-43,1,D. Wade makes free throw 1 of 2
8:53.0,,,55-44,1,D. Wade makes free throw 2 of 2
8:45.0,D. DeRozan misses 2-pt shot from 19 ft,,55-44,,
8:44.0,,,55-44,,Defensive rebound by U. Haslem
8:39.0,,,55-44,,D. Wade misses 2-pt shot from 12 ft
8:38.0,,,55-44,,Offensive rebound by D. Wade
8:37.0,,,55-46,2,D. Wade makes 2-pt shot at rim
8:11.0,D. Carroll misses 2-pt shot from 15 ft,,55-46,,
8:09.0,Offensive rebound by B. Biyombo,,55-46,,
8:03.0,,,55-46,,Personal foul by G. Dragic
7:55.0,K. Lowry misses 2-pt shot from 19 ft,,55-46,,
7:54.0,,,55-46,,Defensive rebound by U. Haslem
7:43.0,,,55-48,2,G. Dragic makes 2-pt shot from 10 ft
7:43.0,Toronto full timeout,,55-48,,
7:26.0,,,55-48,,Personal foul by G. Dragic
7:26.0,K. Lowry makes free throw 1 of 2,1,56-48,,
7:26.0,K. Lowry makes free throw 2 of 2,1,57-48,,
7:20.0,,,57-48,,Shooting foul by D. Carroll (drawn by D. Wade)
7:20.0,,,57-49,1,D. Wade makes free throw 1 of 2
7:20.0,,,57-50,1,D. Wade makes free throw 2 of 2
6:58.0,D. DeRozan misses 2-pt shot from 20 ft,,57-50,,
6:57.0,,,57-50,,Defensive rebound by D. Wade
6:51.0,,,57-50,,D. Wade misses 2-pt shot from 14 ft
6:50.0,Defensive rebound by Team,,57-50,,
6:50.0,,,57-50,,Loose ball foul by U. Haslem
6:36.0,D. Carroll makes 2-pt shot from 2 ft (assist by D. DeRozan),2,59-50,,
6:08.0,,,59-50,,G. Dragic misses 2-pt shot from 12 ft
6:07.0,Defensive rebound by D. DeRozan,,59-50,,
5:56.0,Shooting foul by G. Dragic (drawn by K. Lowry),,59-50,,
5:56.0,K. Lowry makes free throw 1 of 2,1,60-50,,
5:56.0,,,60-50,,J. Richardson enters the game for G. Dragic
5:56.0,K. Lowry makes free throw 2 of 2,1,61-50,,
5:36.0,,,61-50,,J. Johnson misses 2-pt shot from 18 ft
5:35.0,Defensive rebound by D. DeRozan,,61-50,,
5:30.0,P. Patterson misses 3-pt shot from 24 ft,,61-50,,
5:29.0,,,61-50,,Defensive rebound by Team
5:29.0,Loose ball foul by B. Biyombo,,61-50,,
5:29.0,,,61-50,,G. Green enters the game for J. Johnson
5:21.0,Personal foul by D. Carroll,,61-50,,
5:21.0,,,61-51,1,D. Wade makes free throw 1 of 2
5:21.0,,,61-52,1,D. Wade makes free throw 2 of 2
4:58.0,K. Lowry misses 2-pt shot from 21 ft,,61-52,,
4:57.0,Offensive rebound by B. Biyombo,,61-52,,
4:57.0,,,61-52,,Personal foul by L. Deng
4:57.0,B. Biyombo misses free throw 1 of 2,,61-52,,
4:57.0,Offensive rebound by Team,,61-52,,
4:57.0,B. Biyombo makes free throw 2 of 2,1,62-52,,
4:31.0,,,62-54,2,G. Green makes 2-pt shot from 14 ft
4:18.0,K. Lowry makes 2-pt shot from 11 ft,2,64-54,,
4:18.0,,,64-54,,Miami full timeout
4:18.0,T. Ross enters the game for D. Carroll,,64-54,,
4:01.0,,,64-54,,D. Wade misses 2-pt shot from 12 ft
4:00.0,,,64-54,,Offensive rebound by U. Haslem
3:53.0,,,64-57,3,D. Wade makes 3-pt shot from 23 ft
3:35.0,D. DeRozan misses 2-pt shot from 19 ft,,64-57,,
3:34.0,,,64-57,,Defensive rebound by U. Haslem
3:23.0,,,64-60,3,D. Wade makes 3-pt shot from 24 ft
3:05.0,Turnover by K. Lowry (lost ball; steal by G. Green),,64-60,,
2:59.0,,,64-60,,U. Haslem misses 2-pt shot at rim
2:58.0,Defensive rebound by B. Biyombo,,64-60,,
2:40.0,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan),3,67-60,,
2:20.0,Personal foul by T. Ross,,67-60,,
2:20.0,,,67-60,,G. Green misses free throw 1 of 2
2:20.0,,,67-60,,Offensive rebound by Team
2:20.0,,,67-60,,J. McRoberts enters the game for U. Haslem
2:20.0,C. Joseph enters the game for K. Lowry,,67-60,,
2:20.0,,,67-61,1,G. Green makes free throw 2 of 2
2:11.0,,,67-61,,Personal foul by G. Green
2:11.0,T. Ross misses free throw 1 of 2,,67-61,,
2:11.0,Offensive rebound by Team,,67-61,,
2:11.0,L. Scola enters the game for B. Biyombo,,67-61,,
2:11.0,T. Ross makes free throw 2 of 2,1,68-61,,
1:52.0,,,68-61,,G. Green misses 3-pt shot from 24 ft
1:51.0,Defensive rebound by T. Ross,,68-61,,
1:48.0,Turnover by T. Ross (lost ball; steal by G. Green),,68-61,,
1:45.0,,,68-63,2,G. Green makes 2-pt shot from 2 ft
1:45.0,,,68-63,,Shooting foul by C. Joseph (drawn by G. Green)
1:45.0,,,68-64,1,G. Green makes free throw 1 of 1
1:27.0,C. Joseph misses 2-pt shot from 21 ft,,68-64,,
1:26.0,,,68-64,,Defensive rebound by L. Deng
1:08.0,,,68-66,2,D. Wade makes 2-pt shot from 14 ft
0:38.0,C. Joseph misses 3-pt shot from 24 ft,,68-66,,
0:37.0,,,68-66,,Defensive rebound by J. McRoberts
0:23.0,,,68-68,2,D. Wade makes 2-pt shot from 17 ft
0:02.0,L. Scola misses 3-pt shot from 25 ft,,68-68,,
0:00.0,Offensive rebound by Team,,68-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Personal foul by L. Scola,,68-68,,
11:35.0,,,68-68,,J. Johnson misses 2-pt shot from 19 ft
11:34.0,Defensive rebound by Team,,68-68,,
11:12.0,Turnover by K. Lowry (lost ball; steal by J. McRoberts),,68-68,,
10:58.0,,,68-68,,L. Deng misses 2-pt shot from 17 ft
10:57.0,Defensive rebound by D. Carroll,,68-68,,
10:48.0,D. Carroll misses 3-pt shot from 25 ft,,68-68,,
10:47.0,,,68-68,,Defensive rebound by G. Dragic
10:32.0,,,68-68,,Shooting foul by K. Lowry (drawn by J. McRoberts)
10:32.0,,,68-69,1,J. McRoberts makes free throw 1 of 2
10:32.0,,,68-70,1,J. McRoberts makes free throw 2 of 2
10:10.0,K. Lowry misses 2-pt shot from 21 ft,,68-70,,
10:09.0,,,68-70,,Defensive rebound by J. Richardson
10:07.0,Personal foul by L. Scola,,68-70,,
9:49.0,,,68-70,,G. Dragic misses 2-pt shot from 1 ft
9:48.0,,,68-70,,Offensive rebound by G. Dragic
9:48.0,,,68-70,,Shooting foul by C. Joseph (drawn by G. Dragic)
9:48.0,,,68-71,1,G. Dragic makes free throw 1 of 2
9:48.0,,,68-72,1,G. Dragic makes free throw 2 of 2
9:40.0,,,68-72,,Personal foul by G. Dragic
9:40.0,,,68-72,,G. Green enters the game for L. Deng
9:30.0,D. Carroll misses 2-pt shot from 12 ft,,68-72,,
9:29.0,,,68-72,,Defensive rebound by Team
9:29.0,Loose ball foul by L. Scola,,68-72,,
9:29.0,,,68-73,1,J. McRoberts makes free throw 1 of 2
9:29.0,,,68-74,1,J. McRoberts makes free throw 2 of 2
9:09.0,L. Scola misses 3-pt shot from 25 ft,,68-74,,
9:08.0,,,68-74,,Defensive rebound by J. Johnson
8:50.0,,,68-74,,G. Dragic misses 3-pt shot from 24 ft
8:49.0,Defensive rebound by Team,,68-74,,
8:49.0,Official timeout,,68-74,,
8:49.0,D. DeRozan enters the game for C. Joseph,,68-74,,
8:49.0,P. Patterson enters the game for L. Scola,,68-74,,
8:36.0,P. Patterson makes 2-pt shot from 1 ft,2,70-74,,
8:36.0,Shooting foul by J. McRoberts (drawn by P. Patterson),,70-74,,
8:36.0,P. Patterson makes free throw 1 of 1,1,71-74,,
8:12.0,,,71-74,,Turnover by J. Johnson (lost ball; steal by T. Ross)
8:11.0,Turnover by T. Ross (lost ball; steal by J. McRoberts),,71-74,,
8:10.0,,,71-74,,J. McRoberts misses 2-pt shot from 4 ft
8:06.0,,,71-74,,Offensive rebound by J. McRoberts
7:46.0,,,71-74,,Turnover by G. Dragic (lost ball; steal by K. Lowry)
7:42.0,,,71-74,,Violation by J. Richardson (def goaltending)
7:42.0,K. Lowry makes 2-pt shot from 1 ft (assist by T. Ross),2,73-74,,
7:42.0,,,73-74,,Miami full timeout
7:42.0,C. Joseph enters the game for T. Ross,,73-74,,
7:42.0,,,73-74,,U. Haslem enters the game for G. Green
7:42.0,,,73-74,,D. Wade enters the game for J. McRoberts
7:20.0,,,73-76,2,U. Haslem makes 2-pt shot from 1 ft (assist by D. Wade)
7:00.0,D. DeRozan makes 2-pt shot from 10 ft,2,75-76,,
6:44.0,,,75-78,2,D. Wade makes 2-pt shot at rim (assist by U. Haslem)
6:23.0,D. DeRozan makes 2-pt shot from 17 ft,2,77-78,,
6:01.0,,,77-78,,G. Dragic misses 2-pt shot from 6 ft
6:00.0,Defensive rebound by K. Lowry,,77-78,,
6:00.0,,,77-78,,Personal foul by G. Dragic
6:00.0,,,77-78,,L. Deng enters the game for G. Dragic
5:47.0,D. DeRozan misses 2-pt shot from 21 ft,,77-78,,
5:46.0,Offensive rebound by D. DeRozan,,77-78,,
5:46.0,Offensive charge foul by D. DeRozan,,77-78,,
5:46.0,Turnover by D. DeRozan (offensive foul),,77-78,,
5:27.0,,,77-78,,D. Wade misses 3-pt shot from 24 ft
5:26.0,Defensive rebound by P. Patterson,,77-78,,
5:15.0,K. Lowry makes 3-pt shot from 25 ft (assist by P. Patterson),3,80-78,,
4:57.0,,,80-78,,Turnover by D. Wade (lost ball; steal by P. Patterson)
4:47.0,Toronto full timeout,,80-78,,
4:34.0,K. Lowry makes 2-pt shot from 2 ft (assist by D. Carroll),2,82-78,,
4:16.0,,,82-78,,Shooting foul by C. Joseph (drawn by D. Wade)
4:16.0,,,82-79,1,D. Wade makes free throw 1 of 2
4:16.0,,,82-80,1,D. Wade makes free throw 2 of 2
3:56.0,D. DeRozan misses 2-pt shot from 19 ft,,82-80,,
3:55.0,,,82-80,,Defensive rebound by D. Wade
3:35.0,,,82-80,,Shooting foul by K. Lowry (drawn by J. Johnson)
3:35.0,,,82-81,1,J. Johnson makes free throw 1 of 2
3:35.0,,,82-82,1,J. Johnson makes free throw 2 of 2
3:13.0,K. Lowry misses 2-pt shot from 16 ft,,82-82,,
3:12.0,,,82-82,,Defensive rebound by J. Richardson
2:59.0,,,82-82,,J. Johnson misses 2-pt shot from 9 ft
2:58.0,Defensive rebound by D. DeRozan,,82-82,,
2:37.0,D. Carroll misses 2-pt shot from 8 ft (block by L. Deng),,82-82,,
2:36.0,,,82-82,,Defensive rebound by J. Richardson
2:26.0,,,82-82,,D. Wade misses 2-pt shot from 2 ft
2:25.0,Defensive rebound by P. Patterson,,82-82,,
2:20.0,,,82-82,,Personal foul by U. Haslem
2:20.0,Toronto full timeout,,82-82,,
2:07.0,K. Lowry makes 3-pt shot from 25 ft,3,85-82,,
1:51.0,,,85-82,,U. Haslem misses 2-pt shot from 16 ft
1:50.0,Defensive rebound by K. Lowry,,85-82,,
1:34.0,,,85-82,,Shooting block foul by U. Haslem (drawn by K. Lowry)
1:34.0,K. Lowry makes free throw 1 of 2,1,86-82,,
1:34.0,K. Lowry makes free throw 2 of 2,1,87-82,,
1:18.0,,,87-84,2,U. Haslem makes 2-pt shot from 2 ft (assist by D. Wade)
1:00.0,D. DeRozan misses 2-pt shot from 13 ft,,87-84,,
0:59.0,,,87-84,,Defensive rebound by D. Wade
0:52.0,,,87-86,2,D. Wade makes 2-pt shot from 5 ft
0:52.0,Toronto full timeout,,87-86,,
0:32.0,K. Lowry makes 2-pt shot from 15 ft,2,89-86,,
0:32.0,,,89-86,,Miami full timeout
0:25.0,,,89-88,2,D. Wade makes 2-pt shot from 4 ft
0:24.0,,,89-88,,Personal foul by L. Deng
0:24.0,D. DeRozan makes free throw 1 of 2,1,90-88,,
0:24.0,D. DeRozan makes free throw 2 of 2,1,91-88,,
0:24.0,,,91-88,,Miami full timeout
0:24.0,B. Biyombo enters the game for P. Patterson,,91-88,,
0:17.0,,,91-88,,J. Johnson misses 3-pt shot from 24 ft
0:16.0,Defensive rebound by D. DeRozan,,91-88,,
0:16.0,,,91-88,,Personal foul by L. Deng
0:16.0,D. DeRozan makes free throw 1 of 2,1,92-88,,
0:16.0,D. DeRozan misses free throw 2 of 2,,92-88,,
0:16.0,,,92-88,,Defensive rebound by L. Deng
0:16.0,,,92-88,,Miami full timeout
0:16.0,,,92-88,,G. Dragic enters the game for U. Haslem
0:11.0,,,92-88,,D. Wade misses 3-pt shot from 24 ft
0:10.0,Defensive rebound by D. DeRozan,,92-88,,
0:10.0,,,92-88,,Personal foul by J. Johnson
0:10.0,D. DeRozan makes free throw 1 of 2,1,93-88,,
0:10.0,D. DeRozan makes free throw 2 of 2,1,94-88,,
0:02.0,,,94-91,3,D. Wade makes 3-pt shot from 23 ft (assist by G. Dragic)
0:01.0,Shooting foul by D. Wade (drawn by D. Wade),,94-91,,
0:01.0,D. Carroll makes free throw 1 of 2,1,95-91,,
