time,Golden State,pts.away,score,pts.home,Utah
1:31.0,,,22-17,,Defensive rebound by T. Lyles
1:22.0,,,22-17,,G. Hayward misses 2-pt shot from 4 ft
1:20.0,,,22-17,,Offensive rebound by D. Favors
1:20.0,,,22-19,2,D. Favors makes 2-pt shot at rim
1:04.0,L. Barbosa makes 2-pt shot from 12 ft,2,24-19,,
0:52.0,,,24-19,,G. Hayward misses 2-pt shot from 5 ft
0:51.0,Defensive rebound by Team,,24-19,,
0:51.0,,,24-19,,R. Hood enters the game for G. Hayward
0:32.0,Turnover by S. Curry (lost ball; steal by T. Lyles),,24-19,,
0:27.0,,,24-21,2,T. Lyles makes 2-pt shot from 1 ft
0:11.0,,,24-21,,Personal foul by J. Ingles
0:01.0,S. Curry makes 2-pt shot from 15 ft,2,26-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,Turnover by S. Livingston (offensive foul),,26-21,,
11:52.0,Offensive charge foul by S. Livingston,,26-21,,
11:34.0,,,26-21,,Turnover by R. Neto (lost ball; steal by S. Livingston)
11:33.0,,,26-21,,Personal foul by R. Neto
11:33.0,,,26-21,,T. Booker enters the game for D. Favors
11:18.0,S. Livingston misses 2-pt shot from 16 ft,,26-21,,
11:18.0,,,26-21,,Defensive rebound by T. Lyles
11:01.0,,,26-21,,Turnover by J. Ingles (bad pass)
10:36.0,L. Barbosa misses 2-pt shot from 5 ft,,26-21,,
10:36.0,,,26-21,,Defensive rebound by T. Lyles
10:24.0,,,26-21,,J. Ingles misses 3-pt shot from 25 ft
10:23.0,,,26-21,,Offensive rebound by R. Hood
10:09.0,,,26-21,,T. Lyles misses 3-pt shot from 24 ft
10:09.0,Defensive rebound by H. Barnes,,26-21,,
9:59.0,M. Speights misses 2-pt shot from 6 ft,,26-21,,
9:58.0,,,26-21,,Defensive rebound by R. Hood
9:43.0,,,26-21,,J. Ingles misses 3-pt shot from 24 ft
9:43.0,Defensive rebound by H. Barnes,,26-21,,
9:29.0,L. Barbosa makes 3-pt shot from 23 ft (assist by S. Livingston),3,29-21,,
9:22.0,,,29-21,,Turnover by T. Booker (lost ball; steal by L. Barbosa)
9:17.0,L. Barbosa makes 2-pt shot from 1 ft,2,31-21,,
9:00.0,,,31-21,,R. Neto misses 2-pt shot from 3 ft (block by M. Speights)
9:00.0,,,31-21,,Offensive rebound by Team
9:00.0,,,31-21,,G. Hayward enters the game for J. Ingles
9:00.0,,,31-21,,R. Gobert enters the game for T. Lyles
9:00.0,D. Green enters the game for B. Rush,,31-21,,
8:54.0,,,31-21,,Shooting foul by D. Green (drawn by R. Neto)
8:54.0,,,31-21,,Utah full timeout
8:54.0,K. Thompson enters the game for L. Barbosa,,31-21,,
8:54.0,,,31-22,1,R. Neto makes free throw 1 of 2
8:54.0,,,31-23,1,R. Neto makes free throw 2 of 2
8:38.0,Turnover by M. Speights (lost ball; steal by G. Hayward),,31-23,,
8:26.0,,,31-23,,G. Hayward misses 3-pt shot from 24 ft
8:25.0,,,31-23,,Offensive rebound by T. Booker
8:18.0,,,31-23,,R. Hood misses 3-pt shot from 24 ft
8:18.0,Defensive rebound by S. Livingston,,31-23,,
8:03.0,M. Speights makes 2-pt shot from 19 ft (assist by H. Barnes),2,33-23,,
7:46.0,,,33-23,,Turnover by G. Hayward (bad pass)
7:44.0,,,33-23,,S. Mack enters the game for R. Neto
7:34.0,S. Livingston misses 2-pt shot from 1 ft,,33-23,,
7:34.0,Offensive rebound by Team,,33-23,,
7:31.0,M. Speights misses 3-pt shot from 24 ft,,33-23,,
7:30.0,,,33-23,,Defensive rebound by R. Hood
7:21.0,,,33-23,,T. Booker misses 2-pt shot from 3 ft
7:20.0,,,33-23,,Offensive rebound by T. Booker
7:17.0,,,33-25,2,T. Booker makes 2-pt shot at rim
7:00.0,K. Thompson misses 2-pt shot from 13 ft,,33-25,,
6:59.0,,,33-25,,Defensive rebound by R. Hood
6:46.0,,,33-25,,T. Booker misses 2-pt shot from 17 ft
6:46.0,Defensive rebound by H. Barnes,,33-25,,
6:38.0,S. Livingston misses 2-pt shot from 13 ft,,33-25,,
6:38.0,,,33-25,,Defensive rebound by R. Gobert
6:20.0,Personal foul by M. Speights,,33-25,,
6:20.0,,,33-25,,D. Favors enters the game for T. Booker
6:20.0,,,33-25,,T. Lyles enters the game for R. Gobert
6:07.0,,,33-25,,R. Hood misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by H. Barnes,,33-25,,
5:57.0,Turnover by M. Speights (lost ball),,33-25,,
5:57.0,,,33-25,,Utah full timeout
5:57.0,S. Curry enters the game for S. Livingston,,33-25,,
5:57.0,B. Rush enters the game for M. Speights,,33-25,,
5:57.0,A. Bogut enters the game for H. Barnes,,33-25,,
5:41.0,,,33-27,2,S. Mack makes 2-pt shot from 2 ft (assist by T. Lyles)
5:30.0,Shooting foul by R. Hood (drawn by K. Thompson),,33-27,,
5:30.0,K. Thompson makes free throw 1 of 2,1,34-27,,
5:30.0,K. Thompson misses free throw 2 of 2,,34-27,,
5:29.0,,,34-27,,Defensive rebound by T. Lyles
5:08.0,,,34-27,,S. Mack misses 2-pt shot from 2 ft
5:07.0,,,34-27,,Offensive rebound by S. Mack
4:57.0,,,34-27,,T. Lyles misses 2-pt shot from 2 ft (block by D. Green)
4:56.0,,,34-27,,Offensive rebound by D. Favors
4:53.0,,,34-29,2,D. Favors makes 2-pt shot from 1 ft
4:39.0,D. Green makes 2-pt shot from 8 ft,2,36-29,,
4:18.0,,,36-31,2,D. Favors makes 2-pt shot from 11 ft (assist by G. Hayward)
3:59.0,,,36-31,,Personal foul by T. Lyles
3:44.0,B. Rush misses 2-pt shot from 4 ft,,36-31,,
3:44.0,Offensive rebound by Team,,36-31,,
3:44.0,Golden State full timeout,,36-31,,
3:44.0,,,36-31,,J. Ingles enters the game for R. Hood
3:42.0,Turnover by B. Rush (lost ball; steal by T. Lyles),,36-31,,
3:33.0,,,36-31,,D. Favors misses 2-pt shot from 12 ft
3:32.0,Defensive rebound by A. Bogut,,36-31,,
3:15.0,B. Rush misses 3-pt shot from 24 ft,,36-31,,
3:14.0,,,36-31,,Defensive rebound by D. Favors
2:53.0,,,36-33,2,S. Mack makes 2-pt shot from 18 ft
2:43.0,Turnover by D. Green (lost ball; steal by D. Favors),,36-33,,
2:31.0,,,36-33,,D. Favors misses 2-pt shot from 15 ft
2:31.0,Defensive rebound by A. Bogut,,36-33,,
2:23.0,S. Curry makes 3-pt shot from 27 ft (assist by A. Bogut),3,39-33,,
2:17.0,,,39-33,,Utah full timeout
2:17.0,Golden State full timeout,,39-33,,
2:17.0,,,39-33,,R. Gobert enters the game for D. Favors
2:17.0,H. Barnes enters the game for A. Bogut,,39-33,,
2:17.0,S. Livingston enters the game for B. Rush,,39-33,,
2:08.0,,,39-35,2,R. Gobert makes 2-pt shot at rim (assist by S. Mack)
1:41.0,Turnover by S. Curry (lost ball; steal by S. Mack),,39-35,,
1:33.0,,,39-35,,Shooting foul by K. Thompson (drawn by G. Hayward)
1:33.0,,,39-36,1,G. Hayward makes free throw 1 of 2
1:33.0,,,39-36,,R. Hood enters the game for J. Ingles
1:33.0,,,39-37,1,G. Hayward makes free throw 2 of 2
1:09.0,D. Green misses 3-pt shot from 25 ft,,39-37,,
1:09.0,,,39-37,,Defensive rebound by R. Gobert
0:53.0,,,39-40,3,R. Hood makes 3-pt shot from 23 ft (assist by S. Mack)
0:42.0,H. Barnes makes 3-pt shot from 24 ft (assist by S. Livingston),3,42-40,,
0:30.0,,,42-40,,S. Mack misses 3-pt shot from 24 ft
0:30.0,Defensive rebound by D. Green,,42-40,,
0:12.0,H. Barnes misses 3-pt shot from 23 ft,,42-40,,
0:11.0,,,42-40,,Defensive rebound by S. Mack
0:02.0,,,42-40,,G. Hayward misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by H. Barnes,,42-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Turnover by A. Bogut (bad pass),,42-40,,
11:32.0,,,42-42,2,D. Favors makes 2-pt shot from 1 ft (assist by R. Gobert)
11:20.0,K. Thompson misses 2-pt shot from 13 ft,,42-42,,
11:19.0,,,42-42,,Defensive rebound by R. Gobert
11:02.0,,,42-42,,Shooting foul by A. Bogut (drawn by D. Favors)
11:02.0,,,42-42,,D. Favors misses free throw 1 of 2
11:02.0,,,42-42,,Offensive rebound by Team
11:02.0,,,42-42,,D. Favors misses free throw 2 of 2
11:01.0,Defensive rebound by A. Bogut,,42-42,,
10:47.0,K. Thompson misses 3-pt shot from 25 ft,,42-42,,
10:46.0,,,42-42,,Defensive rebound by S. Mack
10:37.0,,,42-45,3,G. Hayward makes 3-pt shot from 24 ft
10:28.0,,,42-45,,Personal foul by S. Mack
10:15.0,H. Barnes misses 2-pt shot from 10 ft,,42-45,,
10:14.0,,,42-45,,Defensive rebound by R. Gobert
10:02.0,,,42-45,,R. Gobert misses 2-pt shot from 9 ft
10:02.0,Defensive rebound by H. Barnes,,42-45,,
9:48.0,S. Curry misses 2-pt shot from 3 ft,,42-45,,
9:47.0,Offensive rebound by D. Green,,42-45,,
9:46.0,D. Green misses 2-pt shot from 1 ft,,42-45,,
9:44.0,,,42-45,,Defensive rebound by R. Gobert
9:32.0,,,42-45,,G. Hayward misses 2-pt shot from 5 ft
9:32.0,Defensive rebound by Team,,42-45,,
9:32.0,,,42-45,,Personal foul by R. Gobert
9:17.0,S. Curry misses 2-pt shot from 3 ft (block by R. Gobert),,42-45,,
9:16.0,,,42-45,,Defensive rebound by S. Mack
9:09.0,,,42-45,,G. Hayward misses 3-pt shot from 22 ft
9:08.0,,,42-45,,Offensive rebound by D. Favors
9:01.0,,,42-47,2,R. Hood makes 2-pt shot from 13 ft
8:51.0,,,42-47,,Personal foul by D. Favors
8:51.0,Golden State full timeout,,42-47,,
8:42.0,H. Barnes misses 3-pt shot from 24 ft,,42-47,,
8:42.0,,,42-47,,Defensive rebound by R. Gobert
8:23.0,Personal foul by S. Curry,,42-47,,
8:11.0,,,42-49,2,D. Favors makes 2-pt shot from 15 ft (assist by S. Mack)
7:57.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,45-49,,
7:38.0,,,45-49,,R. Gobert misses 2-pt shot from 2 ft
7:37.0,Defensive rebound by Team,,45-49,,
7:29.0,K. Thompson misses 3-pt shot from 24 ft,,45-49,,
7:29.0,,,45-49,,Defensive rebound by D. Favors
7:13.0,,,45-51,2,R. Hood makes 2-pt shot from 20 ft
7:00.0,Turnover by A. Bogut (lost ball; steal by R. Hood),,45-51,,
6:50.0,,,45-51,,Shooting foul by A. Bogut (drawn by D. Favors)
6:50.0,,,45-51,,D. Favors misses free throw 1 of 2
6:50.0,,,45-51,,Offensive rebound by Team
6:50.0,A. Varejao enters the game for A. Bogut,,45-51,,
6:50.0,,,45-52,1,D. Favors makes free throw 2 of 2
6:44.0,H. Barnes makes 2-pt shot at rim (assist by S. Curry),2,47-52,,
6:38.0,,,47-52,,Utah full timeout
6:38.0,,,47-52,,T. Booker enters the game for D. Favors
6:38.0,,,47-52,,J. Ingles enters the game for R. Hood
6:19.0,,,47-52,,Offensive charge foul by T. Booker
6:19.0,,,47-52,,Turnover by T. Booker (offensive foul)
6:03.0,S. Curry misses 3-pt shot from 25 ft,,47-52,,
6:03.0,,,47-52,,Defensive rebound by Team
5:40.0,,,47-55,3,S. Mack makes 3-pt shot from 24 ft
5:30.0,D. Green misses 2-pt shot from 3 ft,,47-55,,
5:29.0,,,47-55,,Defensive rebound by R. Gobert
5:22.0,,,47-57,2,S. Mack makes 2-pt shot from 1 ft
5:07.0,S. Curry makes 3-pt shot from 26 ft (assist by D. Green),3,50-57,,
4:51.0,,,50-57,,G. Hayward misses 3-pt shot from 24 ft
4:51.0,Defensive rebound by H. Barnes,,50-57,,
4:48.0,Shooting foul by G. Hayward (drawn by K. Thompson),,50-57,,
4:48.0,K. Thompson makes free throw 1 of 2,1,51-57,,
4:48.0,S. Livingston enters the game for H. Barnes,,51-57,,
4:48.0,K. Thompson makes free throw 2 of 2,1,52-57,,
4:30.0,,,52-59,2,R. Gobert makes 2-pt shot at rim (assist by S. Mack)
4:14.0,D. Green makes 3-pt shot from 22 ft (assist by A. Varejao),3,55-59,,
3:58.0,,,55-59,,Turnover by S. Mack (bad pass)
3:58.0,L. Barbosa enters the game for K. Thompson,,55-59,,
3:52.0,S. Curry makes 3-pt shot from 26 ft,3,58-59,,
3:26.0,,,58-62,3,J. Ingles makes 3-pt shot from 24 ft (assist by R. Gobert)
3:17.0,S. Curry misses 3-pt shot from 27 ft,,58-62,,
3:14.0,Offensive rebound by A. Varejao,,58-62,,
3:06.0,D. Green misses 2-pt shot from 14 ft,,58-62,,
3:06.0,,,58-62,,Defensive rebound by T. Booker
2:53.0,,,58-62,,Turnover by J. Ingles (lost ball; steal by L. Barbosa)
2:43.0,S. Curry misses 2-pt shot from 6 ft (block by R. Gobert),,58-62,,
2:42.0,,,58-62,,Defensive rebound by T. Booker
2:22.0,,,58-64,2,S. Mack makes 2-pt shot from 2 ft
2:10.0,A. Varejao misses 2-pt shot from 19 ft,,58-64,,
2:09.0,,,58-64,,Defensive rebound by T. Booker
1:52.0,,,58-64,,T. Booker misses 3-pt shot from 22 ft
1:52.0,Defensive rebound by L. Barbosa,,58-64,,
1:37.0,A. Varejao misses 2-pt shot from 17 ft,,58-64,,
1:36.0,,,58-64,,Defensive rebound by R. Gobert
1:16.0,,,58-64,,G. Hayward misses 2-pt shot from 5 ft (block by S. Livingston)
1:16.0,Defensive rebound by S. Livingston,,58-64,,
1:16.0,,,58-64,,Loose ball foul by G. Hayward
1:16.0,,,58-64,,Technical foul by G. Hayward
1:16.0,S. Curry makes technical free throw,1,59-64,,
1:16.0,M. Speights enters the game for A. Varejao,,59-64,,
1:16.0,,,59-64,,R. Neto enters the game for G. Hayward
1:16.0,,,59-64,,R. Hood enters the game for R. Gobert
1:16.0,,,59-64,,T. Lyles enters the game for S. Mack
1:16.0,S. Livingston makes free throw 1 of 2,1,60-64,,
1:16.0,S. Livingston makes free throw 2 of 2,1,61-64,,
0:53.0,,,61-64,,Shooting foul by D. Green (drawn by R. Hood)
0:53.0,,,61-65,1,R. Hood makes free throw 1 of 3
0:53.0,,,61-65,,R. Hood misses free throw 2 of 3
0:53.0,,,61-65,,Offensive rebound by Team
0:53.0,,,61-66,1,R. Hood makes free throw 3 of 3
0:42.0,L. Barbosa misses 3-pt shot from 23 ft,,61-66,,
0:40.0,,,61-66,,Defensive rebound by R. Hood
0:24.0,,,61-66,,T. Lyles misses 3-pt shot from 24 ft
0:24.0,,,61-66,,Offensive rebound by Team
0:24.0,Personal foul by D. Green,,61-66,,
0:24.0,,,61-67,1,T. Booker makes free throw 1 of 2
0:24.0,H. Barnes enters the game for D. Green,,61-67,,
0:24.0,,,61-67,,T. Booker misses free throw 2 of 2
0:24.0,Defensive rebound by S. Curry,,61-67,,
0:06.0,S. Curry makes 2-pt shot from 19 ft,2,63-67,,
0:01.0,,,63-69,2,T. Lyles makes 2-pt shot from 7 ft (assist by T. Booker)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,63-69,,Offensive foul by T. Booker
11:42.0,,,63-69,,Turnover by T. Booker (offensive foul)
11:26.0,H. Barnes makes 2-pt shot from 19 ft,2,65-69,,
11:03.0,Personal foul by M. Speights,,65-69,,
10:49.0,,,65-71,2,G. Hayward makes 2-pt shot from 2 ft
10:24.0,H. Barnes misses 3-pt shot from 23 ft,,65-71,,
10:24.0,Offensive rebound by M. Speights,,65-71,,
10:22.0,M. Speights makes 2-pt shot from 1 ft,2,67-71,,
10:05.0,,,67-71,,Shooting foul by M. Speights (drawn by T. Booker)
10:05.0,,,67-71,,T. Booker misses free throw 1 of 2
10:05.0,,,67-71,,Offensive rebound by Team
10:05.0,,,67-71,,T. Booker misses free throw 2 of 2
10:04.0,Defensive rebound by S. Livingston,,67-71,,
9:46.0,H. Barnes misses 2-pt shot from 8 ft,,67-71,,
9:45.0,,,67-71,,Defensive rebound by R. Neto
9:31.0,,,67-71,,Shooting foul by S. Livingston (drawn by G. Hayward)
9:31.0,,,67-71,,G. Hayward misses free throw 1 of 2
9:31.0,,,67-71,,Offensive rebound by Team
9:31.0,,,67-71,,R. Hood enters the game for J. Ingles
9:31.0,,,67-71,,R. Gobert enters the game for T. Booker
9:31.0,,,67-72,1,G. Hayward makes free throw 2 of 2
9:15.0,Turnover by M. Speights (traveling),,67-72,,
8:58.0,,,67-75,3,R. Neto makes 3-pt shot from 24 ft
8:39.0,Golden State full timeout,,67-75,,
8:39.0,K. Thompson enters the game for L. Barbosa,,67-75,,
8:39.0,,,67-75,,J. Ingles enters the game for G. Hayward
8:36.0,,,67-75,,Personal foul by R. Gobert
8:22.0,I. Clark makes 2-pt shot from 7 ft,2,69-75,,
8:07.0,,,69-77,2,R. Hood makes 2-pt shot from 3 ft
7:59.0,S. Livingston makes 2-pt shot from 13 ft,2,71-77,,
7:39.0,,,71-77,,R. Hood misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by I. Clark,,71-77,,
7:30.0,K. Thompson misses 3-pt shot from 25 ft,,71-77,,
7:30.0,,,71-77,,Defensive rebound by R. Gobert
7:21.0,,,71-77,,T. Lyles misses 3-pt shot from 22 ft
7:20.0,,,71-77,,Offensive rebound by R. Gobert
7:19.0,,,71-79,2,R. Gobert makes 2-pt shot at rim
7:19.0,Golden State full timeout,,71-79,,
7:19.0,D. Green enters the game for S. Livingston,,71-79,,
7:19.0,S. Curry enters the game for M. Speights,,71-79,,
7:19.0,,,71-79,,S. Mack enters the game for R. Neto
7:06.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,74-79,,
6:51.0,,,74-79,,Shooting foul by I. Clark (drawn by R. Hood)
6:51.0,,,74-79,,R. Hood misses free throw 1 of 2
6:51.0,,,74-79,,Offensive rebound by Team
6:51.0,,,74-79,,G. Hayward enters the game for T. Lyles
6:51.0,,,74-80,1,R. Hood makes free throw 2 of 2
6:38.0,H. Barnes misses 3-pt shot from 24 ft,,74-80,,
6:37.0,,,74-80,,Defensive rebound by S. Mack
6:19.0,,,74-80,,S. Mack misses 2-pt shot from 3 ft
6:18.0,,,74-80,,Offensive rebound by R. Gobert
6:18.0,,,74-82,2,R. Gobert makes 2-pt shot from 1 ft
6:09.0,S. Curry makes 2-pt shot from 1 ft,2,76-82,,
5:54.0,Personal foul by S. Curry,,76-82,,
5:54.0,,,76-82,,G. Hayward misses free throw 1 of 2
5:54.0,,,76-82,,Offensive rebound by Team
5:54.0,,,76-82,,G. Hayward misses free throw 2 of 2
5:53.0,Defensive rebound by K. Thompson,,76-82,,
5:46.0,S. Curry misses 3-pt shot from 26 ft,,76-82,,
5:43.0,Offensive rebound by Team,,76-82,,
5:38.0,Shooting foul by S. Mack (drawn by H. Barnes),,76-82,,
5:38.0,H. Barnes misses free throw 1 of 2,,76-82,,
5:38.0,Offensive rebound by Team,,76-82,,
5:38.0,H. Barnes makes free throw 2 of 2,1,77-82,,
5:21.0,,,77-82,,Turnover by R. Hood (lost ball; steal by S. Curry)
5:19.0,,,77-82,,Personal foul by S. Mack
5:12.0,I. Clark makes 3-pt shot from 22 ft (assist by D. Green),3,80-82,,
4:52.0,,,80-84,2,G. Hayward makes 2-pt shot from 19 ft
4:41.0,K. Thompson misses 2-pt shot from 2 ft,,80-84,,
4:41.0,,,80-84,,Defensive rebound by J. Ingles
4:36.0,Personal foul by S. Curry,,80-84,,
4:36.0,,,80-84,,R. Gobert misses free throw 1 of 2
4:36.0,,,80-84,,Offensive rebound by Team
4:36.0,,,80-85,1,R. Gobert makes free throw 2 of 2
4:25.0,S. Curry misses 2-pt shot from 2 ft,,80-85,,
4:24.0,Offensive rebound by D. Green,,80-85,,
4:21.0,I. Clark misses 3-pt shot from 24 ft,,80-85,,
4:21.0,Offensive rebound by Team,,80-85,,
4:21.0,,,80-85,,Loose ball foul by S. Mack
4:21.0,,,80-85,,T. Lyles enters the game for J. Ingles
4:12.0,Turnover by S. Curry (traveling),,80-85,,
3:57.0,,,80-85,,G. Hayward misses 2-pt shot from 10 ft
3:56.0,Defensive rebound by D. Green,,80-85,,
3:47.0,H. Barnes makes 2-pt shot at rim,2,82-85,,
3:23.0,,,82-85,,S. Mack misses 2-pt shot from 9 ft
3:22.0,Defensive rebound by D. Green,,82-85,,
3:18.0,K. Thompson misses 3-pt shot from 24 ft,,82-85,,
3:16.0,,,82-85,,Defensive rebound by R. Gobert
2:51.0,,,82-85,,R. Hood misses 3-pt shot from 31 ft
2:49.0,Defensive rebound by S. Curry,,82-85,,
2:38.0,,,82-85,,Personal foul by T. Lyles
2:38.0,,,82-85,,Utah full timeout
2:38.0,S. Livingston enters the game for I. Clark,,82-85,,
2:38.0,,,82-85,,J. Ingles enters the game for T. Lyles
2:38.0,H. Barnes misses free throw 1 of 2,,82-85,,
2:38.0,Offensive rebound by Team,,82-85,,
2:38.0,H. Barnes makes free throw 2 of 2,1,83-85,,
2:37.0,Personal take foul by H. Barnes,,83-85,,
2:37.0,,,83-85,,R. Gobert misses free throw 1 of 2
2:37.0,,,83-85,,Offensive rebound by Team
2:37.0,,,83-85,,R. Gobert misses free throw 2 of 2
2:36.0,Defensive rebound by K. Thompson,,83-85,,
2:18.0,D. Green makes 2-pt shot from 1 ft (assist by S. Livingston),2,85-85,,
2:00.0,,,85-85,,R. Hood misses 2-pt shot from 2 ft
2:00.0,Defensive rebound by Team,,85-85,,
1:40.0,S. Curry misses 3-pt shot from 25 ft,,85-85,,
1:40.0,,,85-85,,Defensive rebound by R. Hood
