time,Toronto,pts.away,score,pts.home,Indiana
8:16.0,Offensive rebound by N. Powell,,6-10,,
8:13.0,N. Powell misses 2-pt shot at rim,,6-10,,
8:12.0,,,6-10,,Defensive rebound by J. Hill
8:07.0,,,6-10,,Turnover by M. Ellis (bad pass)
7:50.0,Shooting foul by M. Ellis (drawn by D. DeRozan),,6-10,,
7:50.0,D. DeRozan makes free throw 1 of 2,1,7-10,,
7:50.0,D. DeRozan makes free throw 2 of 2,1,8-10,,
7:34.0,,,8-10,,J. Hill misses 2-pt shot from 14 ft
7:34.0,Defensive rebound by B. Biyombo,,8-10,,
7:18.0,L. Scola misses 3-pt shot from 25 ft,,8-10,,
7:18.0,,,8-10,,Defensive rebound by P. George
7:01.0,,,8-10,,Offensive charge foul by L. Allen
7:01.0,,,8-10,,Turnover by L. Allen (offensive foul)
6:43.0,L. Scola makes 2-pt shot from 8 ft,2,10-10,,
6:27.0,,,10-10,,P. George misses 2-pt shot from 15 ft
6:25.0,Defensive rebound by K. Lowry,,10-10,,
6:20.0,N. Powell makes 2-pt shot from 2 ft (assist by K. Lowry),2,12-10,,
6:15.0,,,12-10,,Indiana full timeout
5:58.0,,,12-10,,P. George misses 2-pt shot from 19 ft
5:58.0,Defensive rebound by K. Lowry,,12-10,,
5:42.0,L. Scola makes 2-pt shot from 5 ft (assist by D. DeRozan),2,14-10,,
5:29.0,,,14-10,,G. Hill misses 3-pt shot from 24 ft
5:28.0,Defensive rebound by Team,,14-10,,
5:04.0,L. Scola misses 2-pt shot from 7 ft,,14-10,,
5:04.0,,,14-10,,Defensive rebound by L. Allen
4:51.0,,,14-10,,J. Hill misses 2-pt shot from 11 ft
4:50.0,Defensive rebound by B. Biyombo,,14-10,,
4:44.0,K. Lowry makes 3-pt shot from 26 ft,3,17-10,,
4:28.0,,,17-10,,M. Ellis misses 2-pt shot from 19 ft
4:28.0,,,17-10,,Offensive rebound by Team
4:28.0,Loose ball foul by L. Scola,,17-10,,
4:28.0,P. Patterson enters the game for L. Scola,,17-10,,
4:24.0,Violation by K. Lowry (kicked ball),,17-10,,
4:14.0,Personal foul by N. Powell,,17-10,,
4:07.0,,,17-12,2,J. Hill makes 2-pt shot from 12 ft (assist by L. Allen)
3:54.0,Turnover by K. Lowry (lost ball; steal by M. Ellis),,17-12,,
3:47.0,,,17-12,,G. Hill misses 2-pt shot from 1 ft (block by B. Biyombo)
3:47.0,Defensive rebound by N. Powell,,17-12,,
3:42.0,K. Lowry makes 3-pt shot from 25 ft (assist by N. Powell),3,20-12,,
3:32.0,Personal foul by P. Patterson,,20-12,,
3:32.0,,,20-12,,P. George misses free throw 1 of 2
3:32.0,,,20-12,,Offensive rebound by Team
3:32.0,,,20-12,,R. Stuckey enters the game for G. Hill
3:32.0,,,20-13,1,P. George makes free throw 2 of 2
3:21.0,K. Lowry misses 2-pt shot from 15 ft,,20-13,,
3:21.0,Offensive rebound by B. Biyombo,,20-13,,
3:19.0,,,20-13,,Personal foul by L. Allen
3:19.0,,,20-13,,S. Hill enters the game for L. Allen
3:05.0,B. Biyombo makes 2-pt shot from 2 ft (assist by K. Lowry),2,22-13,,
2:47.0,Personal foul by N. Powell,,22-13,,
2:47.0,Toronto full timeout,,22-13,,
2:47.0,C. Joseph enters the game for B. Biyombo,,22-13,,
2:47.0,T. Ross enters the game for N. Powell,,22-13,,
2:47.0,J. Thompson enters the game for K. Lowry,,22-13,,
2:47.0,,,22-14,1,R. Stuckey makes free throw 1 of 2
2:47.0,,,22-14,,R. Stuckey misses free throw 2 of 2
2:46.0,Defensive rebound by T. Ross,,22-14,,
2:34.0,Shooting foul by P. George (drawn by J. Thompson),,22-14,,
2:34.0,J. Thompson makes free throw 1 of 2,1,23-14,,
2:34.0,J. Thompson makes free throw 2 of 2,1,24-14,,
2:23.0,,,24-14,,R. Stuckey misses 2-pt shot from 16 ft
2:21.0,,,24-14,,Offensive rebound by Team
2:12.0,,,24-14,,M. Ellis misses 2-pt shot from 21 ft
2:11.0,,,24-14,,Offensive rebound by J. Hill
2:09.0,,,24-16,2,J. Hill makes 2-pt shot from 1 ft
1:55.0,D. DeRozan misses 2-pt shot from 13 ft,,24-16,,
1:54.0,,,24-16,,Defensive rebound by J. Hill
1:37.0,,,24-18,2,J. Hill makes 2-pt shot from 6 ft (assist by R. Stuckey)
1:24.0,D. DeRozan makes 2-pt shot from 1 ft,2,26-18,,
1:15.0,,,26-18,,P. George misses 2-pt shot from 1 ft (block by T. Ross)
1:14.0,,,26-18,,Offensive rebound by P. George
1:14.0,,,26-20,2,P. George makes 2-pt shot from 1 ft
1:14.0,,,26-20,,Shooting foul by J. Thompson (drawn by P. George)
1:14.0,,,26-20,,P. George misses free throw 1 of 1
1:14.0,Defensive rebound by D. DeRozan,,26-20,,
1:04.0,Turnover by T. Ross (lost ball),,26-20,,
0:51.0,,,26-20,,R. Stuckey misses 2-pt shot from 1 ft
0:50.0,,,26-20,,Offensive rebound by J. Hill
0:50.0,,,26-22,2,J. Hill makes 2-pt shot from 1 ft
0:50.0,,,26-22,,Shooting foul by J. Thompson (drawn by J. Hill)
0:50.0,,,26-23,1,J. Hill makes free throw 1 of 1
0:32.0,D. DeRozan misses 2-pt shot from 11 ft,,26-23,,
0:32.0,Offensive rebound by J. Thompson,,26-23,,
0:30.0,Shooting foul by J. Hill (drawn by D. DeRozan),,26-23,,
0:30.0,D. DeRozan misses free throw 1 of 2,,26-23,,
0:30.0,Offensive rebound by Team,,26-23,,
0:30.0,D. DeRozan makes free throw 2 of 2,1,27-23,,
0:09.0,,,27-23,,R. Stuckey misses 2-pt shot from 16 ft
0:09.0,Defensive rebound by J. Thompson,,27-23,,
0:06.0,Turnover by J. Thompson (bad pass),,27-23,,
0:04.0,,,27-25,2,P. George makes 2-pt shot from 1 ft (assist by R. Stuckey)
0:00.0,C. Joseph misses 2-pt shot from 20 ft,,27-25,,
0:00.0,Offensive rebound by Team,,27-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,27-25,,R. Stuckey misses 2-pt shot from 15 ft (block by T. Ross)
11:36.0,,,27-25,,Offensive rebound by M. Turner
11:36.0,,,27-25,,M. Turner misses 2-pt shot from 4 ft
11:36.0,,,27-25,,Offensive rebound by Team
11:36.0,,,27-25,,Turnover by Team (shot clock)
11:22.0,C. Joseph misses 2-pt shot from 6 ft,,27-25,,
11:21.0,Offensive rebound by B. Biyombo,,27-25,,
11:20.0,Shooting foul by M. Turner (drawn by B. Biyombo),,27-25,,
11:20.0,B. Biyombo misses free throw 1 of 2,,27-25,,
11:20.0,Offensive rebound by Team,,27-25,,
11:20.0,,,27-25,,L. Allen enters the game for M. Turner
11:20.0,B. Biyombo makes free throw 2 of 2,1,28-25,,
11:05.0,,,28-25,,L. Allen misses 2-pt shot from 3 ft
11:04.0,,,28-25,,Offensive rebound by Team
10:57.0,,,28-25,,C. Miles misses 2-pt shot from 14 ft
10:55.0,,,28-25,,Offensive rebound by J. Young
10:52.0,,,28-25,,J. Young misses 2-pt shot from 4 ft
10:51.0,Defensive rebound by B. Biyombo,,28-25,,
10:42.0,T. Ross misses 3-pt shot from 25 ft,,28-25,,
10:41.0,,,28-25,,Defensive rebound by C. Miles
10:32.0,,,28-25,,L. Allen misses 2-pt shot from 16 ft
10:31.0,Defensive rebound by C. Joseph,,28-25,,
10:15.0,K. Lowry makes 2-pt shot from 21 ft,2,30-25,,
10:00.0,,,30-25,,S. Hill misses 3-pt shot from 25 ft
9:59.0,Defensive rebound by K. Lowry,,30-25,,
9:48.0,P. Patterson misses 3-pt shot from 24 ft,,30-25,,
9:48.0,,,30-25,,Defensive rebound by R. Stuckey
9:39.0,,,30-25,,C. Miles misses 3-pt shot from 25 ft
9:39.0,Defensive rebound by T. Ross,,30-25,,
9:29.0,Shooting foul by L. Allen (drawn by B. Biyombo),,30-25,,
9:29.0,B. Biyombo misses free throw 1 of 2,,30-25,,
9:29.0,Offensive rebound by Team,,30-25,,
9:29.0,,,30-25,,S. Whittington enters the game for L. Allen
9:29.0,B. Biyombo misses free throw 2 of 2,,30-25,,
9:29.0,,,30-25,,Defensive rebound by S. Hill
9:18.0,,,30-25,,J. Young misses 2-pt shot from 3 ft
9:17.0,Defensive rebound by B. Biyombo,,30-25,,
9:05.0,T. Ross misses 2-pt shot from 13 ft,,30-25,,
9:02.0,,,30-25,,Defensive rebound by S. Hill
8:53.0,,,30-28,3,C. Miles makes 3-pt shot from 24 ft (assist by J. Young)
8:43.0,Shooting foul by S. Whittington (drawn by K. Lowry),,30-28,,
8:43.0,Official timeout,,30-28,,
8:43.0,K. Lowry makes free throw 1 of 2,1,31-28,,
8:43.0,K. Lowry makes free throw 2 of 2,1,32-28,,
8:17.0,,,32-28,,J. Young misses 3-pt shot from 29 ft
8:16.0,Defensive rebound by B. Biyombo,,32-28,,
7:58.0,Turnover by K. Lowry (lost ball; steal by R. Stuckey),,32-28,,
7:51.0,,,32-28,,C. Miles misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by B. Biyombo,,32-28,,
7:39.0,K. Lowry misses 3-pt shot from 24 ft,,32-28,,
7:36.0,,,32-28,,Defensive rebound by J. Young
7:25.0,,,32-28,,Turnover by J. Young (lost ball; steal by K. Lowry)
7:25.0,,,32-28,,Personal foul by J. Young
7:25.0,,,32-28,,G. Hill enters the game for J. Young
7:08.0,C. Joseph misses 2-pt shot from 11 ft,,32-28,,
7:07.0,Offensive rebound by B. Biyombo,,32-28,,
7:04.0,B. Biyombo makes 2-pt shot from 3 ft,2,34-28,,
6:48.0,Personal foul by B. Biyombo,,34-28,,
6:36.0,,,34-31,3,G. Hill makes 3-pt shot from 26 ft (assist by S. Hill)
6:27.0,C. Joseph misses 2-pt shot from 3 ft (block by C. Miles),,34-31,,
6:26.0,,,34-31,,Defensive rebound by S. Hill
6:18.0,,,34-31,,S. Whittington misses 3-pt shot from 24 ft
6:17.0,Defensive rebound by K. Lowry,,34-31,,
6:02.0,Shooting foul by R. Stuckey (drawn by B. Biyombo),,34-31,,
6:02.0,B. Biyombo misses free throw 1 of 2,,34-31,,
6:02.0,Offensive rebound by Team,,34-31,,
6:02.0,,,34-31,,M. Ellis enters the game for R. Stuckey
6:02.0,D. DeRozan enters the game for C. Joseph,,34-31,,
6:02.0,N. Powell enters the game for T. Ross,,34-31,,
6:02.0,B. Biyombo makes free throw 2 of 2,1,35-31,,
5:59.0,,,35-31,,Indiana full timeout
5:59.0,,,35-31,,J. Hill enters the game for C. Miles
5:59.0,,,35-31,,P. George enters the game for S. Whittington
5:43.0,,,35-33,2,P. George makes 2-pt shot from 16 ft
5:19.0,D. DeRozan makes 2-pt shot from 15 ft,2,37-33,,
5:00.0,,,37-33,,P. George misses 2-pt shot from 1 ft
4:58.0,Defensive rebound by N. Powell,,37-33,,
4:47.0,K. Lowry misses 2-pt shot from 3 ft (block by J. Hill),,37-33,,
4:46.0,,,37-33,,Defensive rebound by P. George
4:46.0,Personal take foul by D. DeRozan,,37-33,,
4:37.0,,,37-33,,P. George misses 2-pt shot from 21 ft
4:37.0,Defensive rebound by B. Biyombo,,37-33,,
4:19.0,B. Biyombo misses 2-pt shot from 14 ft,,37-33,,
4:18.0,,,37-33,,Defensive rebound by M. Ellis
4:08.0,,,37-35,2,S. Hill makes 2-pt shot from 14 ft (assist by M. Ellis)
3:50.0,D. DeRozan misses 2-pt shot from 20 ft,,37-35,,
3:49.0,,,37-35,,Defensive rebound by S. Hill
3:45.0,Shooting block foul by N. Powell (drawn by M. Ellis),,37-35,,
3:45.0,,,37-35,,M. Ellis misses free throw 1 of 2
3:45.0,,,37-35,,Offensive rebound by Team
3:45.0,T. Ross enters the game for N. Powell,,37-35,,
3:45.0,L. Scola enters the game for P. Patterson,,37-35,,
3:45.0,,,37-36,1,M. Ellis makes free throw 2 of 2
3:31.0,D. DeRozan misses 3-pt shot from 22 ft,,37-36,,
3:31.0,,,37-36,,Defensive rebound by S. Hill
3:20.0,,,37-36,,S. Hill misses 3-pt shot from 25 ft
3:20.0,Defensive rebound by L. Scola,,37-36,,
3:17.0,Turnover by L. Scola (lost ball; steal by M. Ellis),,37-36,,
3:14.0,,,37-36,,Shooting foul by B. Biyombo (drawn by S. Hill)
3:14.0,,,37-37,1,S. Hill makes free throw 1 of 2
3:14.0,J. Thompson enters the game for B. Biyombo,,37-37,,
3:14.0,,,37-38,1,S. Hill makes free throw 2 of 2
3:09.0,Toronto full timeout,,37-38,,
3:01.0,Turnover by K. Lowry (lost ball; steal by P. George),,37-38,,
2:49.0,,,37-38,,Turnover by J. Hill (lost ball; steal by K. Lowry)
2:45.0,K. Lowry misses 2-pt shot from 6 ft (block by G. Hill),,37-38,,
2:45.0,,,37-38,,Defensive rebound by P. George
2:41.0,,,37-38,,Turnover by P. George (bad pass)
2:21.0,D. DeRozan misses 2-pt shot from 9 ft,,37-38,,
2:21.0,Offensive rebound by Team,,37-38,,
2:21.0,,,37-38,,Loose ball foul by M. Ellis
2:21.0,J. Thompson makes free throw 1 of 2,1,38-38,,
2:21.0,C. Joseph enters the game for K. Lowry,,38-38,,
2:21.0,J. Thompson makes free throw 2 of 2,1,39-38,,
2:08.0,,,39-40,2,P. George makes 2-pt shot from 14 ft (assist by M. Ellis)
1:38.0,D. DeRozan misses 2-pt shot from 14 ft,,39-40,,
1:36.0,,,39-40,,Defensive rebound by P. George
1:34.0,,,39-40,,Turnover by P. George (lost ball; steal by T. Ross)
1:28.0,L. Scola makes 2-pt shot from 2 ft (assist by T. Ross),2,41-40,,
1:05.0,,,41-40,,S. Hill misses 2-pt shot from 2 ft
1:03.0,Defensive rebound by C. Joseph,,41-40,,
0:55.0,Turnover by T. Ross (lost ball; steal by M. Ellis),,41-40,,
0:50.0,,,41-42,2,G. Hill makes 2-pt shot at rim (assist by P. George)
0:34.0,D. DeRozan misses 2-pt shot from 3 ft (block by J. Hill),,41-42,,
0:34.0,Offensive rebound by Team,,41-42,,
0:34.0,Toronto full timeout,,41-42,,
0:34.0,Technical foul by D. DeRozan,,41-42,,
0:34.0,,,41-42,,R. Stuckey enters the game for M. Ellis
0:34.0,,,41-43,1,S. Hill makes technical free throw
0:33.0,,,41-43,,Personal foul by G. Hill
0:33.0,D. DeRozan makes free throw 1 of 2,1,42-43,,
0:33.0,D. DeRozan makes free throw 2 of 2,1,43-43,,
0:31.0,,,43-43,,Indiana full timeout
0:31.0,,,43-43,,C. Miles enters the game for R. Stuckey
0:31.0,,,43-43,,M. Ellis enters the game for S. Hill
0:14.0,,,43-43,,M. Ellis misses 2-pt shot from 5 ft
0:13.0,,,43-43,,Offensive rebound by M. Ellis
0:00.0,,,43-46,3,G. Hill makes 3-pt shot from 24 ft (assist by M. Ellis)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,43-48,2,M. Turner makes 2-pt shot from 10 ft (assist by G. Hill)
11:21.0,N. Powell makes 2-pt shot from 11 ft,2,45-48,,
11:08.0,,,45-50,2,M. Turner makes 2-pt shot from 15 ft (assist by G. Hill)
10:53.0,,,45-50,,Violation by P. George (kicked ball)
10:47.0,D. DeRozan makes 2-pt shot from 11 ft (assist by K. Lowry),2,47-50,,
10:28.0,,,47-50,,Turnover by P. George (lost ball; steal by K. Lowry)
10:19.0,N. Powell misses 2-pt shot from 16 ft,,47-50,,
10:18.0,Offensive rebound by B. Biyombo,,47-50,,
10:14.0,B. Biyombo makes 2-pt shot from 1 ft,2,49-50,,
9:57.0,,,49-50,,G. Hill misses 2-pt shot from 18 ft
9:57.0,Defensive rebound by D. DeRozan,,49-50,,
9:32.0,N. Powell misses 3-pt shot from 25 ft,,49-50,,
9:31.0,,,49-50,,Defensive rebound by G. Hill
9:18.0,,,49-50,,P. George misses 2-pt shot from 12 ft
9:17.0,Defensive rebound by L. Scola,,49-50,,
9:08.0,K. Lowry misses 3-pt shot from 23 ft,,49-50,,
9:07.0,,,49-50,,Defensive rebound by G. Hill
8:52.0,,,49-52,2,M. Turner makes 2-pt shot from 12 ft (assist by P. George)
8:38.0,,,49-52,,Def 3 sec tech foul by J. Hill
8:38.0,D. DeRozan makes technical free throw,1,50-52,,
8:29.0,N. Powell misses 2-pt shot from 4 ft (block by J. Hill),,50-52,,
8:28.0,,,50-52,,Defensive rebound by M. Ellis
8:22.0,,,50-52,,M. Ellis misses 2-pt shot from 10 ft
8:21.0,Defensive rebound by D. DeRozan,,50-52,,
8:07.0,L. Scola misses 2-pt shot from 3 ft,,50-52,,
8:07.0,,,50-52,,Defensive rebound by P. George
7:58.0,,,50-54,2,G. Hill makes 2-pt shot from 2 ft (assist by P. George)
7:35.0,Turnover by K. Lowry (bad pass),,50-54,,
7:19.0,,,50-56,2,M. Ellis makes 2-pt shot from 17 ft
7:18.0,Toronto full timeout,,50-56,,
7:08.0,K. Lowry makes 3-pt shot from 26 ft (assist by L. Scola),3,53-56,,
6:53.0,,,53-56,,M. Ellis misses 2-pt shot from 21 ft
6:53.0,Defensive rebound by B. Biyombo,,53-56,,
6:41.0,D. DeRozan misses 2-pt shot from 4 ft,,53-56,,
6:40.0,,,53-56,,Defensive rebound by M. Turner
6:20.0,,,53-56,,J. Hill misses 2-pt shot from 5 ft
6:19.0,Defensive rebound by B. Biyombo,,53-56,,
6:00.0,K. Lowry misses 2-pt shot from 22 ft,,53-56,,
5:59.0,,,53-56,,Defensive rebound by M. Turner
5:46.0,,,53-56,,M. Turner misses 3-pt shot from 25 ft
5:45.0,Defensive rebound by B. Biyombo,,53-56,,
5:34.0,D. DeRozan misses 2-pt shot from 15 ft,,53-56,,
5:28.0,Offensive rebound by D. DeRozan,,53-56,,
5:19.0,N. Powell makes 2-pt shot from 2 ft,2,55-56,,
5:03.0,,,55-56,,P. George misses 2-pt shot from 19 ft
5:02.0,Defensive rebound by B. Biyombo,,55-56,,
4:41.0,Turnover by K. Lowry (lost ball; steal by P. George),,55-56,,
4:41.0,Loose ball foul by K. Lowry,,55-56,,
4:19.0,,,55-56,,P. George misses 3-pt shot from 25 ft
4:18.0,Defensive rebound by N. Powell,,55-56,,
4:11.0,N. Powell misses 2-pt shot from 5 ft,,55-56,,
4:11.0,Offensive rebound by N. Powell,,55-56,,
4:04.0,L. Scola misses 3-pt shot from 23 ft,,55-56,,
4:04.0,,,55-56,,Defensive rebound by P. George
3:50.0,,,55-58,2,M. Ellis makes 2-pt shot from 19 ft (assist by P. George)
3:28.0,D. DeRozan misses 2-pt shot from 21 ft,,55-58,,
3:27.0,Offensive rebound by B. Biyombo,,55-58,,
3:24.0,B. Biyombo makes 2-pt shot from 3 ft,2,57-58,,
3:17.0,,,57-58,,Indiana full timeout
3:17.0,,,57-58,,R. Stuckey enters the game for J. Hill
3:17.0,,,57-58,,L. Allen enters the game for G. Hill
3:17.0,T. Ross enters the game for L. Scola,,57-58,,
3:17.0,P. Patterson enters the game for N. Powell,,57-58,,
3:06.0,,,57-58,,P. George misses 3-pt shot from 24 ft
3:05.0,Defensive rebound by T. Ross,,57-58,,
2:43.0,T. Ross misses 2-pt shot from 8 ft,,57-58,,
2:41.0,,,57-58,,Defensive rebound by M. Turner
2:27.0,,,57-58,,M. Ellis misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by B. Biyombo,,57-58,,
2:14.0,,,57-58,,Personal foul by M. Ellis
2:14.0,C. Joseph enters the game for K. Lowry,,57-58,,
1:58.0,T. Ross makes 3-pt shot from 26 ft,3,60-58,,
1:46.0,,,60-58,,Offensive foul by M. Turner
1:46.0,,,60-58,,Turnover by M. Turner (offensive foul)
1:46.0,,,60-58,,S. Hill enters the game for M. Turner
1:35.0,T. Ross misses 3-pt shot from 24 ft,,60-58,,
1:35.0,Offensive rebound by Team,,60-58,,
1:35.0,,,60-58,,Loose ball foul by S. Hill
1:19.0,D. DeRozan makes 2-pt shot from 1 ft,2,62-58,,
1:00.0,Violation by C. Joseph (kicked ball),,62-58,,
0:56.0,,,62-58,,S. Hill misses 2-pt shot from 2 ft
0:55.0,Defensive rebound by B. Biyombo,,62-58,,
0:43.0,D. DeRozan misses 2-pt shot from 2 ft,,62-58,,
0:42.0,Offensive rebound by B. Biyombo,,62-58,,
0:42.0,,,62-58,,Loose ball foul by P. George
0:42.0,B. Biyombo makes free throw 1 of 2,1,63-58,,
0:42.0,B. Biyombo misses free throw 2 of 2,,63-58,,
0:42.0,,,63-58,,Defensive rebound by P. George
0:19.0,,,63-60,2,R. Stuckey makes 2-pt shot from 17 ft (assist by S. Hill)
0:01.0,D. DeRozan misses 2-pt shot from 17 ft,,63-60,,
0:00.0,Offensive rebound by P. Patterson,,63-60,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:54.0,,,63-60,,Personal foul by L. Allen
11:38.0,Turnover by C. Joseph (dbl dribble),,63-60,,
11:26.0,,,63-60,,Turnover by R. Stuckey (lost ball; steal by T. Ross)
11:09.0,Turnover by D. DeRozan (lost ball; steal by R. Stuckey),,63-60,,
11:09.0,Loose ball foul by J. Thompson,,63-60,,
10:55.0,,,63-62,2,L. Allen makes 2-pt shot from 9 ft
10:34.0,P. Patterson misses 2-pt shot from 12 ft,,63-62,,
10:33.0,,,63-62,,Defensive rebound by S. Hill
10:21.0,,,63-62,,C. Miles misses 3-pt shot from 25 ft
10:21.0,Defensive rebound by C. Joseph,,63-62,,
10:03.0,T. Ross makes 3-pt shot from 23 ft (assist by D. DeRozan),3,66-62,,
9:46.0,,,66-62,,Offensive charge foul by L. Allen
9:46.0,,,66-62,,Turnover by L. Allen (offensive foul)
9:46.0,K. Lowry enters the game for D. DeRozan,,66-62,,
9:46.0,,,66-62,,M. Turner enters the game for L. Allen
9:33.0,T. Ross misses 2-pt shot from 9 ft (block by C. Miles),,66-62,,
9:32.0,,,66-62,,Defensive rebound by M. Turner
9:12.0,,,66-64,2,C. Miles makes 2-pt shot from 13 ft
9:00.0,C. Joseph misses 2-pt shot from 1 ft,,66-64,,
8:59.0,,,66-64,,Defensive rebound by M. Turner
8:53.0,,,66-67,3,C. Miles makes 3-pt shot from 25 ft (assist by R. Stuckey)
8:32.0,K. Lowry misses 3-pt shot from 25 ft,,66-67,,
8:31.0,,,66-67,,Defensive rebound by S. Hill
8:22.0,,,66-67,,C. Miles misses 3-pt shot from 25 ft
8:21.0,Defensive rebound by Team,,66-67,,
8:21.0,Official timeout,,66-67,,
8:13.0,Shooting foul by S. Hill (drawn by K. Lowry),,66-67,,
8:13.0,K. Lowry makes free throw 1 of 2,1,67-67,,
8:13.0,K. Lowry makes free throw 2 of 2,1,68-67,,
8:01.0,,,68-67,,Shooting foul by K. Lowry (drawn by C. Miles)
8:01.0,,,68-68,1,C. Miles makes free throw 1 of 2
8:01.0,,,68-69,1,C. Miles makes free throw 2 of 2
7:48.0,,,68-69,,Shooting block foul by G. Hill (drawn by K. Lowry)
7:48.0,K. Lowry makes free throw 1 of 2,1,69-69,,
7:48.0,,,69-69,,M. Ellis enters the game for R. Stuckey
7:48.0,K. Lowry makes free throw 2 of 2,1,70-69,,
7:35.0,,,70-69,,M. Turner misses 2-pt shot from 20 ft
7:34.0,Defensive rebound by P. Patterson,,70-69,,
7:22.0,T. Ross misses 3-pt shot from 23 ft,,70-69,,
7:22.0,,,70-69,,Defensive rebound by C. Miles
7:14.0,,,70-69,,Shooting foul by C. Joseph (drawn by G. Hill)
7:14.0,,,70-70,1,G. Hill makes free throw 1 of 2
7:14.0,,,70-70,,P. George enters the game for C. Miles
7:14.0,,,70-70,,J. Hill enters the game for M. Turner
7:14.0,B. Biyombo enters the game for J. Thompson,,70-70,,
7:14.0,,,70-71,1,G. Hill makes free throw 2 of 2
6:54.0,K. Lowry misses 3-pt shot from 24 ft,,70-71,,
6:54.0,,,70-71,,Defensive rebound by M. Ellis
6:45.0,Personal foul by T. Ross,,70-71,,
6:45.0,,,70-71,,Indiana full timeout
6:45.0,D. DeRozan enters the game for T. Ross,,70-71,,
6:34.0,,,70-74,3,P. George makes 3-pt shot from 24 ft (assist by M. Ellis)
6:17.0,,,70-74,,Personal foul by J. Hill
6:17.0,Toronto full timeout,,70-74,,
6:03.0,D. DeRozan makes 2-pt shot from 18 ft,2,72-74,,
5:50.0,,,72-74,,Turnover by M. Ellis (bad pass)
5:38.0,K. Lowry misses 3-pt shot from 24 ft,,72-74,,
5:36.0,,,72-74,,Defensive rebound by P. George
5:24.0,,,72-74,,P. George misses 3-pt shot from 23 ft (block by D. DeRozan)
5:24.0,,,72-74,,Offensive rebound by Team
5:14.0,,,72-74,,Turnover by P. George (offensive foul)
5:14.0,,,72-74,,Offensive foul by P. George
4:50.0,D. DeRozan makes 2-pt shot from 20 ft,2,74-74,,
4:32.0,,,74-76,2,M. Ellis makes 2-pt shot from 10 ft
4:22.0,D. DeRozan makes 2-pt shot from 4 ft,2,76-76,,
4:22.0,Shooting foul by J. Hill (drawn by D. DeRozan),,76-76,,
4:22.0,D. DeRozan makes free throw 1 of 1,1,77-76,,
4:06.0,,,77-79,3,S. Hill makes 3-pt shot from 24 ft (assist by M. Ellis)
3:49.0,Shooting foul by S. Hill (drawn by D. DeRozan),,77-79,,
