time,Utah,pts.away,score,pts.home,Houston
7:54.0,Defensive rebound by Team,,45-50,,
7:37.0,S. Mack misses 2-pt shot from 3 ft,,45-50,,
7:35.0,Offensive rebound by D. Favors,,45-50,,
7:34.0,D. Favors misses 2-pt shot from 2 ft (block by D. Howard),,45-50,,
7:32.0,Offensive rebound by T. Booker,,45-50,,
7:28.0,R. Hood misses 3-pt shot from 24 ft,,45-50,,
7:28.0,,,45-50,,Defensive rebound by T. Ariza
7:22.0,,,45-50,,C. Capela enters the game for D. Howard
7:11.0,,,45-52,2,T. Ariza makes 2-pt shot at rim (assist by J. Harden)
7:00.0,,,45-52,,Personal foul by T. Ariza
6:48.0,S. Mack misses 3-pt shot from 24 ft,,45-52,,
6:47.0,,,45-52,,Defensive rebound by T. Ariza
6:43.0,,,45-52,,Shooting foul by R. Hood (drawn by J. Harden)
6:43.0,,,45-53,1,J. Harden makes free throw 1 of 2
6:43.0,,,45-54,1,J. Harden makes free throw 2 of 2
6:29.0,G. Hayward misses 2-pt shot from 2 ft,,45-54,,
6:28.0,,,45-54,,Defensive rebound by M. Beasley
6:21.0,,,45-56,2,M. Beasley makes 2-pt shot from 3 ft (assist by J. Harden)
6:15.0,Utah full timeout,,45-56,,
6:15.0,R. Neto enters the game for S. Mack,,45-56,,
6:10.0,Turnover by R. Hood (bad pass),,45-56,,
5:49.0,,,45-56,,Shooting foul by T. Booker (drawn by M. Beasley)
5:49.0,,,45-56,,M. Beasley misses free throw 1 of 2
5:49.0,,,45-56,,Offensive rebound by Team
5:49.0,,,45-56,,M. Beasley misses free throw 2 of 2
5:49.0,Defensive rebound by D. Favors,,45-56,,
5:26.0,T. Booker makes 2-pt shot from 5 ft,2,47-56,,
5:15.0,,,47-58,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
4:57.0,R. Neto makes 3-pt shot from 25 ft (assist by G. Hayward),3,50-58,,
4:44.0,,,50-58,,J. Terry misses 2-pt shot from 12 ft
4:42.0,Defensive rebound by G. Hayward,,50-58,,
4:31.0,D. Favors makes 2-pt shot at rim (assist by T. Booker),2,52-58,,
4:22.0,,,52-58,,M. Beasley misses 2-pt shot from 20 ft
4:20.0,Defensive rebound by R. Hood,,52-58,,
4:15.0,Offensive charge foul by G. Hayward,,52-58,,
4:15.0,Turnover by G. Hayward (offensive foul),,52-58,,
4:15.0,R. Gobert enters the game for D. Favors,,52-58,,
4:15.0,J. Ingles enters the game for R. Hood,,52-58,,
3:55.0,,,52-58,,J. Harden misses 3-pt shot from 24 ft
3:54.0,,,52-58,,Offensive rebound by J. Terry
3:48.0,,,52-58,,C. Capela misses 2-pt shot from 3 ft
3:47.0,Defensive rebound by T. Booker,,52-58,,
3:33.0,Turnover by R. Neto (lost ball; steal by J. Harden),,52-58,,
3:28.0,,,52-58,,J. Harden misses 2-pt shot from 2 ft
3:28.0,,,52-58,,Offensive rebound by Team
3:28.0,Loose ball foul by J. Ingles,,52-58,,
3:28.0,,,52-58,,D. Motiejunas enters the game for M. Beasley
3:28.0,T. Lyles enters the game for T. Booker,,52-58,,
3:18.0,,,52-58,,D. Motiejunas misses 2-pt shot from 4 ft
3:17.0,Defensive rebound by R. Gobert,,52-58,,
3:03.0,Turnover by T. Lyles (step out of bounds),,52-58,,
2:54.0,,,52-58,,Turnover by D. Motiejunas (bad pass)
2:33.0,R. Neto misses 3-pt shot from 24 ft,,52-58,,
2:32.0,,,52-58,,Defensive rebound by J. Harden
2:25.0,,,52-58,,J. Harden misses 2-pt shot from 1 ft
2:24.0,Defensive rebound by J. Ingles,,52-58,,
2:22.0,G. Hayward makes 2-pt shot from 1 ft,2,54-58,,
2:22.0,Shooting foul by D. Motiejunas (drawn by G. Hayward),,54-58,,
2:22.0,,,54-58,,D. Howard enters the game for D. Motiejunas
2:22.0,G. Hayward makes free throw 1 of 1,1,55-58,,
2:01.0,,,55-58,,Shooting foul by R. Neto (drawn by J. Harden)
2:01.0,,,55-59,1,J. Harden makes free throw 1 of 2
2:01.0,R. Hood enters the game for G. Hayward,,55-59,,
2:01.0,,,55-59,,C. Brewer enters the game for T. Ariza
2:01.0,,,55-59,,J. Harden misses free throw 2 of 2
2:01.0,Defensive rebound by R. Gobert,,55-59,,
1:50.0,Turnover by R. Hood (lost ball; steal by C. Brewer),,55-59,,
1:48.0,,,55-61,2,C. Brewer makes 2-pt shot from 11 ft
1:48.0,,,55-61,,Shooting foul by R. Hood (drawn by C. Brewer)
1:48.0,,,55-61,,C. Brewer misses free throw 1 of 1
1:48.0,Defensive rebound by T. Lyles,,55-61,,
1:22.0,J. Ingles makes 3-pt shot from 25 ft (assist by R. Hood),3,58-61,,
1:01.0,,,58-64,3,C. Brewer makes 3-pt shot from 23 ft (assist by J. Harden)
0:44.0,R. Hood misses 2-pt shot from 3 ft (block by C. Capela),,58-64,,
0:44.0,Offensive rebound by Team,,58-64,,
0:39.0,R. Hood makes 2-pt shot from 20 ft (assist by R. Gobert),2,60-64,,
0:28.0,,,60-66,2,J. Harden makes 2-pt shot from 13 ft
0:03.0,R. Hood misses 3-pt shot from 24 ft,,60-66,,
0:02.0,,,60-66,,Defensive rebound by D. Howard
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Turnover by J. Ingles (step out of bounds),,60-66,,
11:32.0,,,60-66,,Shooting foul by R. Hood (drawn by J. Harden)
11:32.0,,,60-67,1,J. Harden makes free throw 1 of 3
11:32.0,,,60-68,1,J. Harden makes free throw 2 of 3
11:32.0,T. Booker enters the game for T. Lyles,,60-68,,
11:32.0,,,60-69,1,J. Harden makes free throw 3 of 3
11:24.0,,,60-69,,Personal foul by P. Beverley
11:10.0,Turnover by S. Mack (bad pass),,60-69,,
11:03.0,,,60-69,,Turnover by J. Harden (traveling)
10:46.0,Shooting foul by C. Capela (drawn by R. Hood),,60-69,,
10:46.0,R. Hood makes free throw 1 of 2,1,61-69,,
10:46.0,R. Hood makes free throw 2 of 2,1,62-69,,
10:28.0,,,62-69,,Turnover by D. Howard (3 sec)
10:16.0,R. Gobert misses 2-pt shot at rim (block by C. Capela),,62-69,,
10:15.0,,,62-69,,Defensive rebound by J. Harden
10:06.0,,,62-71,2,J. Harden makes 2-pt shot from 2 ft
9:43.0,T. Booker misses 3-pt shot from 22 ft,,62-71,,
9:42.0,Offensive rebound by R. Gobert,,62-71,,
9:42.0,R. Gobert misses 2-pt shot from 1 ft,,62-71,,
9:40.0,,,62-71,,Defensive rebound by J. Harden
9:36.0,,,62-71,,Turnover by J. Harden (lost ball; steal by T. Booker)
9:31.0,R. Hood makes 3-pt shot from 24 ft (assist by J. Ingles),3,65-71,,
9:14.0,,,65-71,,C. Brewer misses 2-pt shot from 7 ft
9:14.0,,,65-71,,Offensive rebound by Team
9:14.0,G. Hayward enters the game for J. Ingles,,65-71,,
9:14.0,D. Favors enters the game for R. Gobert,,65-71,,
9:14.0,,,65-71,,T. Ariza enters the game for C. Capela
9:06.0,,,65-71,,D. Howard misses 2-pt shot from 4 ft (block by T. Booker)
9:05.0,Defensive rebound by D. Favors,,65-71,,
8:57.0,Utah full timeout,,65-71,,
8:44.0,G. Hayward makes 3-pt shot from 24 ft (assist by D. Favors),3,68-71,,
8:23.0,,,68-71,,P. Beverley misses 3-pt shot from 24 ft
8:23.0,Defensive rebound by R. Hood,,68-71,,
8:02.0,S. Mack makes 2-pt shot from 9 ft (assist by G. Hayward),2,70-71,,
7:51.0,,,70-71,,C. Brewer misses 3-pt shot from 22 ft
7:50.0,,,70-71,,Offensive rebound by D. Howard
7:43.0,Personal foul by D. Favors,,70-71,,
7:30.0,,,70-73,2,J. Harden makes 2-pt shot from 11 ft
7:10.0,Turnover by S. Mack (lost ball; steal by J. Harden),,70-73,,
7:03.0,,,70-73,,T. Ariza misses 3-pt shot from 22 ft
7:02.0,Defensive rebound by S. Mack,,70-73,,
6:48.0,D. Favors misses 2-pt shot from 16 ft,,70-73,,
6:48.0,Offensive rebound by Team,,70-73,,
6:31.0,S. Mack misses 3-pt shot from 24 ft,,70-73,,
6:30.0,Offensive rebound by D. Favors,,70-73,,
6:24.0,R. Hood misses 3-pt shot from 25 ft,,70-73,,
6:24.0,Offensive rebound by Team,,70-73,,
6:24.0,,,70-73,,Loose ball foul by T. Ariza
6:05.0,S. Mack makes 3-pt shot from 23 ft (assist by G. Hayward),3,73-73,,
5:54.0,,,73-73,,J. Harden misses 2-pt shot from 4 ft (block by D. Favors)
5:54.0,,,73-73,,Offensive rebound by Team
5:54.0,,,73-73,,Houston full timeout
5:54.0,,,73-73,,M. Beasley enters the game for C. Brewer
5:48.0,,,73-76,3,J. Harden makes 3-pt shot from 25 ft (assist by D. Howard)
5:31.0,Turnover by T. Booker (lost ball; steal by J. Harden),,73-76,,
5:26.0,,,73-78,2,T. Ariza makes 2-pt shot at rim (assist by P. Beverley)
5:04.0,T. Booker makes 2-pt shot at rim (assist by D. Favors),2,75-78,,
4:35.0,,,75-78,,J. Harden misses 2-pt shot from 11 ft
4:34.0,Defensive rebound by G. Hayward,,75-78,,
4:16.0,Shooting foul by T. Ariza (drawn by G. Hayward),,75-78,,
4:16.0,G. Hayward makes free throw 1 of 2,1,76-78,,
4:16.0,J. Ingles enters the game for R. Hood,,76-78,,
4:16.0,G. Hayward makes free throw 2 of 2,1,77-78,,
3:59.0,,,77-78,,J. Harden misses 2-pt shot from 13 ft
3:58.0,Defensive rebound by D. Favors,,77-78,,
3:43.0,G. Hayward misses 2-pt shot from 10 ft (block by D. Howard),,77-78,,
3:43.0,Offensive rebound by Team,,77-78,,
3:41.0,,,77-78,,Personal foul by T. Ariza
3:41.0,G. Hayward makes free throw 1 of 2,1,78-78,,
3:41.0,G. Hayward makes free throw 2 of 2,1,79-78,,
3:18.0,,,79-81,3,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden)
3:00.0,D. Favors makes 2-pt shot from 12 ft (assist by T. Booker),2,81-81,,
2:34.0,,,81-81,,Turnover by Team (shot clock)
2:34.0,Utah full timeout,,81-81,,
2:34.0,R. Hood enters the game for J. Ingles,,81-81,,
2:20.0,,,81-81,,Personal foul by D. Howard
2:20.0,G. Hayward misses free throw 1 of 2,,81-81,,
2:20.0,Offensive rebound by Team,,81-81,,
2:20.0,G. Hayward makes free throw 2 of 2,1,82-81,,
1:58.0,,,82-81,,Shooting foul by T. Booker (drawn by J. Harden)
1:58.0,,,82-82,1,J. Harden makes free throw 1 of 2
1:58.0,,,82-83,1,J. Harden makes free throw 2 of 2
1:34.0,Turnover by Team (shot clock),,82-83,,
1:08.0,,,82-85,2,P. Beverley makes 2-pt shot from 15 ft (assist by J. Harden)
1:08.0,Utah full timeout,,82-85,,
1:08.0,J. Ingles enters the game for T. Booker,,82-85,,
1:08.0,,,82-85,,C. Brewer enters the game for M. Beasley
0:56.0,S. Mack makes 3-pt shot from 25 ft (assist by R. Hood),3,85-85,,
