time,Portland,pts.away,score,pts.home,Utah
2:40.0,A. Crabbe misses 3-pt shot from 24 ft,,21-19,,
2:39.0,,,21-19,,Defensive rebound by J. Ingles
2:22.0,,,21-19,,A. Burks misses 2-pt shot from 13 ft
2:22.0,Defensive rebound by M. Harkless,,21-19,,
2:17.0,Turnover by M. Harkless (bad pass; steal by A. Burks),,21-19,,
2:05.0,,,21-19,,T. Lyles misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by D. Lillard,,21-19,,
1:53.0,M. Leonard misses 3-pt shot from 23 ft,,21-19,,
1:52.0,,,21-19,,Defensive rebound by A. Burks
1:40.0,,,21-21,2,T. Burke makes 2-pt shot from 20 ft
1:18.0,D. Lillard makes 2-pt shot from 19 ft,2,23-21,,
1:00.0,,,23-24,3,J. Ingles makes 3-pt shot from 24 ft (assist by T. Lyles)
0:48.0,M. Leonard makes 2-pt shot from 19 ft (assist by D. Lillard),2,25-24,,
0:34.0,,,25-24,,Shooting foul by M. Leonard (drawn by T. Burke)
0:34.0,,,25-25,1,T. Burke makes free throw 1 of 2
0:34.0,N. Vonleh enters the game for M. Leonard,,25-25,,
0:34.0,C. McCollum enters the game for D. Lillard,,25-25,,
0:34.0,,,25-26,1,T. Burke makes free throw 2 of 2
0:17.0,E. Davis makes 2-pt shot at rim (assist by C. McCollum),2,27-26,,
0:02.0,,,27-26,,T. Lyles misses 2-pt shot from 18 ft
0:02.0,Defensive rebound by Team,,27-26,,
0:02.0,,,27-26,,Loose ball foul by A. Burks (drawn by A. Crabbe)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:34.0,C. McCollum makes 2-pt shot from 8 ft,2,29-26,,
11:17.0,,,29-26,,T. Burke misses 3-pt shot from 22 ft
11:17.0,Defensive rebound by M. Harkless,,29-26,,
11:09.0,C. McCollum makes 2-pt shot from 11 ft,2,31-26,,
10:50.0,,,31-28,2,R. Gobert makes 2-pt shot from 1 ft (assist by A. Burks)
10:36.0,A. Crabbe misses 2-pt shot from 18 ft,,31-28,,
10:35.0,,,31-28,,Defensive rebound by R. Gobert
10:23.0,,,31-28,,T. Booker misses 2-pt shot from 1 ft
10:23.0,,,31-28,,Offensive rebound by Team
10:23.0,,,31-28,,R. Hood enters the game for J. Ingles
10:09.0,,,31-28,,T. Burke misses 2-pt shot from 19 ft
10:07.0,,,31-28,,Offensive rebound by T. Booker
10:06.0,,,31-28,,T. Booker misses 2-pt shot from 1 ft (block by M. Harkless)
10:03.0,Defensive rebound by M. Harkless,,31-28,,
9:58.0,Turnover by C. McCollum (bad pass; steal by T. Booker),,31-28,,
9:52.0,,,31-28,,T. Booker misses 2-pt shot from 2 ft
9:50.0,Defensive rebound by E. Davis,,31-28,,
9:36.0,Turnover by M. Harkless (bad pass),,31-28,,
9:36.0,,,31-28,,D. Favors enters the game for T. Booker
9:20.0,,,31-30,2,T. Burke makes 2-pt shot from 2 ft
9:04.0,M. Harkless makes 3-pt shot from 23 ft (assist by C. McCollum),3,34-30,,
8:54.0,,,34-30,,A. Burks misses 2-pt shot from 20 ft
8:54.0,Defensive rebound by A. Crabbe,,34-30,,
8:45.0,Shooting foul by D. Favors (drawn by C. McCollum),,34-30,,
8:45.0,Portland full timeout,,34-30,,
8:45.0,C. McCollum makes free throw 1 of 2,1,35-30,,
8:45.0,C. McCollum makes free throw 2 of 2,1,36-30,,
8:36.0,,,36-30,,Shooting foul by N. Vonleh (drawn by A. Burks)
8:36.0,,,36-31,1,A. Burks makes free throw 1 of 2
8:36.0,,,36-32,1,A. Burks makes free throw 2 of 2
8:25.0,N. Vonleh misses 3-pt shot from 23 ft,,36-32,,
8:23.0,,,36-32,,Defensive rebound by A. Burks
8:10.0,,,36-32,,T. Burke misses 2-pt shot from 16 ft
8:10.0,,,36-32,,Offensive rebound by Team
8:10.0,Loose ball foul by M. Harkless (drawn by R. Gobert),,36-32,,
8:10.0,A. Aminu enters the game for A. Crabbe,,36-32,,
8:10.0,,,36-32,,G. Hayward enters the game for A. Burks
8:01.0,,,36-34,2,R. Gobert makes 2-pt shot at rim (assist by R. Hood)
7:46.0,,,36-34,,Personal foul by G. Hayward (drawn by A. Aminu)
7:37.0,E. Davis misses 2-pt shot from 4 ft (block by R. Gobert),,36-34,,
7:37.0,Offensive rebound by E. Davis,,36-34,,
7:33.0,E. Davis misses 2-pt shot from 2 ft (block by D. Favors),,36-34,,
7:33.0,Offensive rebound by Team,,36-34,,
7:32.0,Shooting foul by D. Favors (drawn by M. Harkless),,36-34,,
7:32.0,M. Harkless makes free throw 1 of 2,1,37-34,,
7:32.0,,,37-34,,T. Lyles enters the game for D. Favors
7:32.0,M. Harkless makes free throw 2 of 2,1,38-34,,
7:18.0,,,38-34,,R. Hood misses 2-pt shot from 5 ft
7:17.0,,,38-34,,Offensive rebound by R. Hood
7:03.0,,,38-34,,R. Hood misses 3-pt shot from 23 ft
7:02.0,,,38-34,,Offensive rebound by R. Gobert
7:02.0,,,38-34,,R. Gobert misses 2-pt shot from 2 ft
7:01.0,,,38-34,,Offensive rebound by R. Gobert
7:01.0,,,38-34,,Shooting foul by N. Vonleh (drawn by R. Gobert)
7:01.0,,,38-34,,R. Gobert misses free throw 1 of 2
7:01.0,,,38-34,,Offensive rebound by Team
7:01.0,,,38-34,,R. Neto enters the game for T. Burke
7:01.0,M. Plumlee enters the game for E. Davis,,38-34,,
7:01.0,D. Lillard enters the game for C. McCollum,,38-34,,
7:01.0,,,38-34,,R. Gobert misses free throw 2 of 2
6:59.0,Defensive rebound by M. Plumlee,,38-34,,
6:47.0,Shooting foul by R. Hood (drawn by A. Aminu),,38-34,,
6:47.0,A. Aminu misses free throw 1 of 2,,38-34,,
6:47.0,Offensive rebound by Team,,38-34,,
6:47.0,,,38-34,,J. Ingles enters the game for R. Gobert
6:47.0,A. Aminu misses free throw 2 of 2,,38-34,,
6:45.0,Offensive rebound by M. Harkless,,38-34,,
6:32.0,,,38-34,,Shooting block foul by R. Hood (drawn by N. Vonleh)
6:32.0,N. Vonleh makes free throw 1 of 2,1,39-34,,
6:32.0,,,39-34,,A. Burks enters the game for R. Hood
6:32.0,N. Vonleh misses free throw 2 of 2,,39-34,,
6:30.0,,,39-34,,Defensive rebound by R. Neto
6:16.0,Personal foul by M. Harkless (drawn by G. Hayward),,39-34,,
6:16.0,,,39-34,,T. Booker enters the game for T. Lyles
6:05.0,,,39-34,,A. Burks misses 3-pt shot from 24 ft
6:04.0,Defensive rebound by D. Lillard,,39-34,,
6:01.0,Turnover by D. Lillard (bad pass),,39-34,,
5:50.0,,,39-36,2,G. Hayward makes 2-pt shot from 16 ft
5:33.0,N. Vonleh misses 3-pt shot from 23 ft,,39-36,,
5:32.0,,,39-36,,Defensive rebound by R. Neto
5:21.0,,,39-36,,Turnover by R. Neto (bad pass; steal by D. Lillard)
5:14.0,M. Plumlee misses 2-pt shot from 2 ft,,39-36,,
5:13.0,,,39-36,,Defensive rebound by J. Ingles
5:08.0,,,39-36,,T. Booker misses 2-pt shot from 2 ft
5:08.0,,,39-36,,Offensive rebound by A. Burks
5:08.0,,,39-36,,A. Burks misses 2-pt shot at rim
5:08.0,Defensive rebound by Team,,39-36,,
5:08.0,,,39-36,,Utah full timeout
5:08.0,A. Crabbe enters the game for N. Vonleh,,39-36,,
4:53.0,M. Plumlee makes 2-pt shot from 7 ft,2,41-36,,
4:53.0,Shooting foul by A. Burks (drawn by M. Plumlee),,41-36,,
4:53.0,,,41-36,,R. Gobert enters the game for T. Booker
4:53.0,M. Plumlee misses free throw 1 of 1,,41-36,,
4:52.0,,,41-36,,Defensive rebound by R. Gobert
4:30.0,,,41-38,2,G. Hayward makes 2-pt shot from 4 ft
4:16.0,D. Lillard makes 3-pt shot from 23 ft (assist by M. Plumlee),3,44-38,,
3:49.0,,,44-41,3,R. Neto makes 3-pt shot from 24 ft
3:36.0,D. Lillard makes 2-pt shot from 13 ft,2,46-41,,
3:20.0,Personal foul by A. Aminu (drawn by G. Hayward),,46-41,,
3:20.0,Portland full timeout,,46-41,,
3:20.0,,,46-41,,T. Burke enters the game for R. Neto
3:20.0,C. McCollum enters the game for M. Harkless,,46-41,,
3:20.0,,,46-41,,G. Hayward misses free throw 1 of 2
3:20.0,,,46-41,,Offensive rebound by Team
3:20.0,,,46-42,1,G. Hayward makes free throw 2 of 2
3:03.0,C. McCollum makes 2-pt shot from 7 ft,2,48-42,,
2:53.0,,,48-42,,Turnover by R. Gobert (lost ball; steal by M. Plumlee)
2:49.0,Shooting foul by T. Burke (drawn by C. McCollum),,48-42,,
2:49.0,C. McCollum misses free throw 1 of 2,,48-42,,
2:49.0,Offensive rebound by Team,,48-42,,
2:49.0,C. McCollum makes free throw 2 of 2,1,49-42,,
2:35.0,,,49-45,3,G. Hayward makes 3-pt shot from 24 ft
2:23.0,D. Lillard makes 3-pt shot from 25 ft,3,52-45,,
2:11.0,,,52-45,,Turnover by T. Burke (bad pass; steal by M. Plumlee)
2:08.0,Shooting foul by J. Ingles (drawn by M. Plumlee),,52-45,,
2:08.0,M. Plumlee misses free throw 1 of 2,,52-45,,
2:08.0,Offensive rebound by Team,,52-45,,
2:08.0,,,52-45,,E. Millsap enters the game for A. Burks
2:08.0,M. Plumlee makes free throw 2 of 2,1,53-45,,
1:56.0,,,53-47,2,J. Ingles makes 2-pt shot from 18 ft
1:46.0,,,53-47,,Personal foul by R. Gobert (drawn by M. Plumlee)
1:46.0,M. Plumlee misses free throw 1 of 2,,53-47,,
1:46.0,Offensive rebound by Team,,53-47,,
1:46.0,M. Plumlee misses free throw 2 of 2,,53-47,,
1:45.0,Offensive rebound by A. Crabbe,,53-47,,
1:39.0,Turnover by D. Lillard (lost ball; steal by J. Ingles),,53-47,,
1:31.0,,,53-49,2,T. Burke makes 2-pt shot from 1 ft
1:24.0,D. Lillard misses 2-pt shot from 2 ft (block by R. Gobert),,53-49,,
1:23.0,Offensive rebound by A. Crabbe,,53-49,,
1:18.0,A. Aminu makes 2-pt shot at rim (assist by D. Lillard),2,55-49,,
0:59.0,,,55-49,,G. Hayward misses 2-pt shot from 15 ft
0:57.0,Defensive rebound by M. Plumlee,,55-49,,
0:36.0,D. Lillard misses 3-pt shot from 25 ft,,55-49,,
0:35.0,,,55-49,,Defensive rebound by J. Ingles
0:21.0,,,55-49,,G. Hayward misses 2-pt shot from 13 ft
0:20.0,Defensive rebound by A. Aminu,,55-49,,
0:00.0,C. McCollum makes 2-pt shot from 22 ft,2,57-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Turnover by A. Aminu (bad pass; steal by D. Favors),,57-49,,
11:28.0,,,57-49,,R. Neto misses 3-pt shot from 24 ft
11:26.0,,,57-49,,Offensive rebound by R. Gobert
11:22.0,,,57-51,2,D. Favors makes 2-pt shot at rim (assist by R. Hood)
11:01.0,M. Plumlee misses 2-pt shot from 2 ft,,57-51,,
11:01.0,Offensive rebound by Team,,57-51,,
10:47.0,M. Plumlee misses 2-pt shot from 6 ft,,57-51,,
10:46.0,,,57-51,,Defensive rebound by D. Favors
10:44.0,,,57-51,,Shooting foul by C. McCollum (drawn by R. Hood)
10:44.0,,,57-52,1,R. Hood makes free throw 1 of 2
10:44.0,,,57-53,1,R. Hood makes free throw 2 of 2
10:31.0,Turnover by D. Lillard (bad pass),,57-53,,
10:18.0,Personal foul by D. Lillard (drawn by G. Hayward),,57-53,,
10:11.0,Personal block foul by D. Lillard (drawn by G. Hayward),,57-53,,
10:03.0,,,57-53,,D. Favors misses 2-pt shot from 16 ft
10:03.0,Defensive rebound by E. Davis,,57-53,,
9:53.0,C. McCollum makes 2-pt shot from 9 ft,2,59-53,,
9:37.0,,,59-53,,G. Hayward misses 2-pt shot from 5 ft
9:36.0,Defensive rebound by A. Aminu,,59-53,,
9:30.0,A. Aminu makes 2-pt shot at rim (assist by E. Davis),2,61-53,,
9:09.0,,,61-53,,R. Hood misses 2-pt shot from 13 ft
9:08.0,Defensive rebound by M. Plumlee,,61-53,,
8:57.0,D. Lillard misses 2-pt shot from 3 ft,,61-53,,
8:56.0,Offensive rebound by M. Plumlee,,61-53,,
8:45.0,D. Lillard misses 2-pt shot from 2 ft (block by R. Gobert),,61-53,,
8:43.0,Offensive rebound by E. Davis,,61-53,,
8:42.0,Shooting foul by R. Hood (drawn by E. Davis),,61-53,,
8:42.0,E. Davis misses free throw 1 of 2,,61-53,,
8:42.0,Offensive rebound by Team,,61-53,,
8:42.0,,,61-53,,A. Burks enters the game for R. Hood
8:42.0,E. Davis misses free throw 2 of 2,,61-53,,
8:41.0,,,61-53,,Defensive rebound by D. Favors
8:33.0,Personal foul by D. Lillard (drawn by R. Neto),,61-53,,
8:22.0,,,61-53,,G. Hayward misses 2-pt shot from 12 ft
8:21.0,,,61-53,,Offensive rebound by R. Gobert
8:18.0,,,61-55,2,R. Gobert makes 2-pt shot from 1 ft
7:54.0,A. Aminu makes 3-pt shot from 24 ft (assist by C. McCollum),3,64-55,,
7:36.0,,,64-55,,R. Neto misses 3-pt shot from 23 ft
7:34.0,,,64-55,,Offensive rebound by D. Favors
7:30.0,,,64-55,,G. Hayward misses 3-pt shot from 24 ft
7:30.0,Defensive rebound by D. Lillard,,64-55,,
7:18.0,Turnover by C. McCollum (lost ball),,64-55,,
7:18.0,,,64-55,,T. Burke enters the game for R. Neto
7:18.0,,,64-55,,T. Lyles enters the game for D. Favors
7:04.0,,,64-57,2,A. Burks makes 2-pt shot from 1 ft
6:47.0,D. Lillard makes 2-pt shot from 1 ft,2,66-57,,
6:30.0,,,66-59,2,G. Hayward makes 2-pt shot from 17 ft
6:14.0,D. Lillard misses 3-pt shot from 22 ft,,66-59,,
6:12.0,,,66-59,,Defensive rebound by Team
6:12.0,N. Vonleh enters the game for E. Davis,,66-59,,
6:12.0,,,66-59,,T. Booker enters the game for R. Gobert
5:56.0,,,66-59,,A. Burks misses 2-pt shot from 16 ft
5:56.0,Defensive rebound by A. Aminu,,66-59,,
5:40.0,Turnover by M. Plumlee (bad pass),,66-59,,
5:40.0,,,66-59,,Utah full timeout
5:40.0,,,66-59,,R. Gobert enters the game for T. Booker
5:40.0,A. Crabbe enters the game for C. McCollum,,66-59,,
5:29.0,,,66-59,,G. Hayward misses 3-pt shot from 24 ft
5:28.0,Defensive rebound by M. Plumlee,,66-59,,
5:12.0,N. Vonleh misses 2-pt shot from 3 ft,,66-59,,
5:12.0,,,66-59,,Defensive rebound by R. Gobert
5:00.0,,,66-59,,T. Burke misses 2-pt shot from 7 ft
5:00.0,Defensive rebound by Team,,66-59,,
5:00.0,,,66-59,,Loose ball foul by T. Lyles (drawn by N. Vonleh)
5:00.0,M. Harkless enters the game for A. Aminu,,66-59,,
4:47.0,D. Lillard makes 3-pt shot from 24 ft,3,69-59,,
4:28.0,,,69-59,,Shooting foul by M. Plumlee (drawn by A. Burks)
4:28.0,,,69-59,,A. Burks misses free throw 1 of 2
4:28.0,,,69-59,,Offensive rebound by Team
4:28.0,,,69-60,1,A. Burks makes free throw 2 of 2
4:13.0,D. Lillard makes 2-pt shot from 13 ft,2,71-60,,
3:59.0,,,71-60,,R. Gobert misses 2-pt shot from 3 ft
3:59.0,Defensive rebound by M. Harkless,,71-60,,
3:50.0,M. Harkless makes 2-pt shot from 2 ft,2,73-60,,
3:35.0,,,73-60,,G. Hayward misses 2-pt shot from 2 ft
3:34.0,Defensive rebound by M. Plumlee,,73-60,,
3:32.0,Shooting foul by R. Gobert (drawn by M. Plumlee),,73-60,,
3:32.0,M. Plumlee makes free throw 1 of 2,1,74-60,,
3:32.0,,,74-60,,T. Booker enters the game for T. Lyles
3:32.0,,,74-60,,E. Millsap enters the game for G. Hayward
3:32.0,,,74-60,,D. Favors enters the game for R. Gobert
3:32.0,M. Plumlee misses free throw 2 of 2,,74-60,,
3:31.0,,,74-60,,Defensive rebound by D. Favors
3:12.0,,,74-60,,E. Millsap misses 2-pt shot from 2 ft (block by M. Harkless)
3:12.0,,,74-60,,Offensive rebound by Team
3:09.0,,,74-60,,Shooting foul by N. Vonleh (drawn by A. Burks)
3:09.0,,,74-61,1,A. Burks makes free throw 1 of 2
3:09.0,Portland full timeout,,74-61,,
3:09.0,E. Davis enters the game for M. Plumlee,,74-61,,
3:09.0,,,74-61,,A. Burks misses free throw 2 of 2
3:08.0,,,74-61,,Offensive rebound by D. Favors
2:48.0,,,74-61,,A. Burks misses 3-pt shot from 22 ft
2:47.0,,,74-61,,Offensive rebound by T. Burke
2:42.0,,,74-64,3,T. Burke makes 3-pt shot from 24 ft (assist by D. Favors)
2:29.0,Turnover by N. Vonleh (bad pass; steal by D. Favors),,74-64,,
2:21.0,,,74-64,,A. Burks misses 2-pt shot from 2 ft (block by M. Harkless)
2:19.0,,,74-64,,Offensive rebound by T. Booker
2:18.0,,,74-64,,T. Booker misses 2-pt shot from 2 ft
2:16.0,,,74-64,,Offensive rebound by D. Favors
2:15.0,,,74-64,,Shooting foul by E. Davis (drawn by D. Favors)
2:15.0,,,74-65,1,D. Favors makes free throw 1 of 2
2:15.0,,,74-65,,D. Favors misses free throw 2 of 2
2:15.0,Defensive rebound by E. Davis,,74-65,,
2:04.0,,,74-65,,Personal foul by E. Millsap (drawn by D. Lillard)
2:04.0,C. McCollum enters the game for D. Lillard,,74-65,,
1:54.0,A. Crabbe misses 3-pt shot from 24 ft,,74-65,,
1:52.0,Offensive rebound by M. Harkless,,74-65,,
1:49.0,M. Harkless misses 2-pt shot at rim,,74-65,,
1:48.0,Offensive rebound by M. Harkless,,74-65,,
1:48.0,,,74-65,,Personal foul by E. Millsap (drawn by M. Harkless)
1:48.0,M. Harkless makes free throw 1 of 2,1,75-65,,
1:48.0,M. Harkless misses free throw 2 of 2,,75-65,,
1:47.0,,,75-65,,Defensive rebound by D. Favors
1:41.0,,,75-65,,Turnover by T. Burke (lost ball)
1:41.0,,,75-65,,J. Ingles enters the game for A. Burks
1:27.0,C. McCollum misses 3-pt shot from 23 ft,,75-65,,
1:27.0,,,75-65,,Defensive rebound by D. Favors
1:07.0,,,75-67,2,T. Burke makes 2-pt shot from 21 ft
0:54.0,Offensive foul by C. McCollum,,75-67,,
0:54.0,Turnover by C. McCollum (offensive foul),,75-67,,
0:40.0,,,75-67,,T. Burke misses 3-pt shot from 24 ft
0:39.0,,,75-67,,Offensive rebound by J. Ingles
0:24.0,,,75-67,,Shooting foul by E. Davis (drawn by D. Favors)
0:24.0,,,75-67,,D. Favors misses free throw 1 of 2
0:24.0,,,75-67,,Offensive rebound by Team
0:24.0,D. Lillard enters the game for N. Vonleh,,75-67,,
0:24.0,,,75-67,,D. Favors misses free throw 2 of 2
0:23.0,Defensive rebound by Team,,75-67,,
0:23.0,,,75-67,,Loose ball foul by T. Booker (drawn by A. Crabbe)
0:23.0,A. Crabbe misses free throw 1 of 2,,75-67,,
0:23.0,Offensive rebound by Team,,75-67,,
0:23.0,N. Vonleh enters the game for D. Lillard,,75-67,,
0:23.0,,,75-67,,A. Burks enters the game for E. Millsap
0:23.0,,,75-67,,G. Hayward enters the game for T. Booker
0:23.0,A. Crabbe makes free throw 2 of 2,1,76-67,,
0:20.0,,,76-67,,Shooting foul by A. Crabbe (drawn by A. Burks)
0:20.0,,,76-67,,A. Burks misses free throw 1 of 2
0:20.0,,,76-67,,Offensive rebound by Team
0:20.0,D. Lillard enters the game for N. Vonleh,,76-67,,
0:20.0,,,76-68,1,A. Burks makes free throw 2 of 2
0:01.0,D. Lillard misses 2-pt shot from 10 ft,,76-68,,
0:00.0,,,76-68,,Defensive rebound by T. Burke
0:00.0,,,76-68,,T. Burke misses 3-pt shot from 51 ft
0:00.0,,,76-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,76-70,2,G. Hayward makes 2-pt shot from 2 ft (assist by J. Ingles)
11:10.0,D. Lillard makes 3-pt shot from 24 ft (assist by C. McCollum),3,79-70,,
11:00.0,,,79-70,,Shooting foul by E. Davis (drawn by G. Hayward)
11:00.0,,,79-71,1,G. Hayward makes free throw 1 of 2
11:00.0,,,79-72,1,G. Hayward makes free throw 2 of 2
10:38.0,M. Harkless makes 2-pt shot from 2 ft,2,81-72,,
10:26.0,,,81-72,,Shooting foul by E. Davis (drawn by A. Burks)
10:26.0,,,81-73,1,A. Burks makes free throw 1 of 2
10:26.0,,,81-73,,R. Hood enters the game for T. Burke
10:26.0,,,81-74,1,A. Burks makes free throw 2 of 2
10:11.0,M. Harkless makes 3-pt shot from 23 ft (assist by D. Lillard),3,84-74,,
9:59.0,Personal foul by M. Harkless (drawn by G. Hayward),,84-74,,
9:51.0,,,84-74,,Shooting foul by E. Davis (drawn by A. Burks)
9:51.0,,,84-74,,A. Burks misses free throw 1 of 2
9:51.0,,,84-74,,Offensive rebound by Team
9:51.0,M. Plumlee enters the game for E. Davis,,84-74,,
9:51.0,,,84-74,,R. Gobert enters the game for D. Favors
9:51.0,,,84-75,1,A. Burks makes free throw 2 of 2
9:36.0,C. McCollum misses 3-pt shot from 25 ft,,84-75,,
9:36.0,Offensive rebound by A. Aminu,,84-75,,
9:32.0,A. Aminu makes 2-pt shot from 3 ft,2,86-75,,
9:32.0,Shooting foul by R. Gobert (drawn by A. Aminu),,86-75,,
9:32.0,A. Aminu makes free throw 1 of 1,1,87-75,,
9:18.0,,,87-75,,Turnover by G. Hayward (traveling)
8:59.0,D. Lillard misses 3-pt shot from 25 ft,,87-75,,
8:59.0,,,87-75,,Defensive rebound by A. Burks
8:54.0,,,87-75,,Turnover by R. Gobert (traveling)
8:54.0,Portland full timeout,,87-75,,
8:40.0,D. Lillard misses 2-pt shot from 2 ft,,87-75,,
8:38.0,Offensive rebound by M. Plumlee,,87-75,,
8:38.0,M. Plumlee makes 2-pt shot at rim,2,89-75,,
8:25.0,,,89-75,,R. Hood misses 3-pt shot from 24 ft
8:24.0,Defensive rebound by M. Plumlee,,89-75,,
8:08.0,A. Aminu misses 2-pt shot from 4 ft,,89-75,,
8:08.0,,,89-75,,Defensive rebound by Team
7:56.0,,,89-75,,J. Ingles misses 3-pt shot from 23 ft
7:55.0,Defensive rebound by M. Plumlee,,89-75,,
7:41.0,Offensive foul by M. Plumlee,,89-75,,
7:41.0,Turnover by M. Plumlee (offensive foul),,89-75,,
7:29.0,,,89-77,2,G. Hayward makes 2-pt shot from 14 ft
7:07.0,M. Harkless misses 2-pt shot from 9 ft (block by R. Gobert),,89-77,,
7:05.0,,,89-77,,Defensive rebound by J. Ingles
7:01.0,,,89-79,2,A. Burks makes 2-pt shot from 3 ft (assist by J. Ingles)
