time,LA Clippers,pts.away,score,pts.home,San Antonio
4:33.0,LA Clippers full timeout,,95-103,,
4:33.0,,,95-103,,Personal take foul by T. Duncan (drawn by D. Jordan)
4:33.0,D. Jordan misses free throw 1 of 2,,95-103,,
4:33.0,Offensive rebound by Team,,95-103,,
4:33.0,D. Jordan misses free throw 2 of 2,,95-103,,
4:33.0,,,95-103,,Defensive rebound by K. Leonard
4:15.0,,,95-103,,P. Mills misses 3-pt shot from 25 ft
4:13.0,Defensive rebound by Team,,95-103,,
4:13.0,,,95-103,,Loose ball foul by T. Duncan (drawn by W. Johnson)
4:13.0,W. Johnson makes free throw 1 of 2,1,96-103,,
4:13.0,J. Smith enters the game for D. Jordan,,96-103,,
4:13.0,W. Johnson makes free throw 2 of 2,1,97-103,,
4:02.0,,,97-103,,Shooting foul by J. Smith (drawn by L. Aldridge)
4:02.0,,,97-104,1,L. Aldridge makes free throw 1 of 2
4:02.0,,,97-105,1,L. Aldridge makes free throw 2 of 2
3:43.0,B. Griffin misses 2-pt shot from 16 ft,,97-105,,
3:42.0,,,97-105,,Defensive rebound by L. Aldridge
3:35.0,,,97-105,,T. Parker misses 2-pt shot from 2 ft
3:34.0,,,97-105,,Offensive rebound by K. Leonard
3:30.0,,,97-105,,T. Duncan misses 2-pt shot at rim
3:30.0,Defensive rebound by Team,,97-105,,
3:17.0,J. Smith misses 2-pt shot at rim,,97-105,,
3:17.0,,,97-105,,Defensive rebound by Team
3:07.0,Personal foul by B. Griffin (drawn by L. Aldridge),,97-105,,
2:54.0,,,97-105,,L. Aldridge misses 2-pt shot from 12 ft
2:53.0,Defensive rebound by W. Johnson,,97-105,,
2:43.0,C. Paul makes 2-pt shot from 17 ft,2,99-105,,
2:29.0,Violation by W. Johnson (kicked ball),,99-105,,
2:19.0,,,99-105,,T. Parker misses 2-pt shot from 16 ft
2:18.0,Defensive rebound by Team,,99-105,,
2:09.0,J. Smith makes 2-pt shot from 2 ft,2,101-105,,
1:44.0,,,101-105,,K. Leonard misses 2-pt shot from 6 ft (block by W. Johnson)
1:42.0,Defensive rebound by J. Smith,,101-105,,
1:34.0,W. Johnson misses 3-pt shot from 23 ft,,101-105,,
1:33.0,,,101-105,,Defensive rebound by L. Aldridge
1:19.0,,,101-107,2,T. Parker makes 2-pt shot from 14 ft
1:19.0,LA Clippers full timeout,,101-107,,
1:19.0,,,101-107,,M. Ginobili enters the game for P. Mills
1:19.0,D. Jordan enters the game for J. Smith,,101-107,,
1:15.0,D. Jordan makes 2-pt shot from 2 ft (assist by C. Paul),2,103-107,,
0:56.0,,,103-107,,M. Ginobili misses 3-pt shot from 24 ft
0:54.0,,,103-107,,Offensive rebound by T. Parker
0:38.0,Personal foul by B. Griffin (drawn by T. Parker),,103-107,,
0:31.0,,,103-107,,T. Parker misses 2-pt shot from 9 ft
0:31.0,,,103-107,,Offensive rebound by T. Duncan
0:31.0,,,103-109,2,T. Duncan makes 2-pt shot from 1 ft
0:31.0,LA Clippers full timeout,,103-109,,
0:31.0,J. Crawford enters the game for W. Johnson,,103-109,,
0:29.0,J. Redick misses 3-pt shot from 24 ft,,103-109,,
0:28.0,,,103-109,,Defensive rebound by K. Leonard
0:25.0,Personal take foul by C. Paul (drawn by K. Leonard),,103-109,,
0:25.0,,,103-110,1,K. Leonard makes free throw 1 of 2
0:25.0,,,103-110,,D. Green enters the game for T. Duncan
0:25.0,,,103-111,1,K. Leonard makes free throw 2 of 2
0:19.0,,,103-111,,Personal foul by L. Aldridge (drawn by C. Paul)
0:19.0,C. Paul makes free throw 1 of 2,1,104-111,,
0:19.0,,,104-111,,T. Duncan enters the game for D. Green
0:19.0,C. Paul misses free throw 2 of 2,,104-111,,
0:17.0,Offensive rebound by Team,,104-111,,
0:17.0,,,104-111,,D. Green enters the game for T. Duncan
0:15.0,B. Griffin makes 3-pt shot from 25 ft (assist by C. Paul),3,107-111,,
0:15.0,,,107-111,,San Antonio full timeout
0:15.0,,,107-111,,T. Duncan enters the game for D. Green
0:11.0,Personal foul by D. Jordan (drawn by K. Leonard),,107-111,,
0:11.0,,,107-112,1,K. Leonard makes free throw 1 of 2
0:11.0,,,107-112,,D. Green enters the game for T. Duncan
0:11.0,W. Johnson enters the game for D. Jordan,,107-112,,
0:11.0,,,107-113,1,K. Leonard makes free throw 2 of 2
0:03.0,W. Johnson misses 3-pt shot from 24 ft,,107-113,,
0:02.0,,,107-113,,Defensive rebound by L. Aldridge
0:02.0,Personal take foul by C. Paul (drawn by L. Aldridge),,107-113,,
0:02.0,,,107-114,1,L. Aldridge makes free throw 1 of 2
0:02.0,,,107-115,1,L. Aldridge makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
