time,Dallas,pts.away,score,pts.home,Miami
3:32.0,Offensive rebound by R. Felton,,8-18,,
3:27.0,D. Powell misses 2-pt shot from 13 ft,,8-18,,
3:26.0,,,8-18,,Defensive rebound by L. Deng
3:13.0,,,8-18,,H. Whiteside misses 2-pt shot from 4 ft
3:12.0,Defensive rebound by Z. Pachulia,,8-18,,
2:56.0,Z. Pachulia misses 2-pt shot from 12 ft,,8-18,,
2:55.0,,,8-18,,Defensive rebound by B. Udrih
2:45.0,,,8-18,,L. Deng misses 3-pt shot from 26 ft
2:44.0,Defensive rebound by W. Matthews,,8-18,,
2:31.0,W. Matthews misses 2-pt shot from 11 ft,,8-18,,
2:30.0,,,8-18,,Defensive rebound by H. Whiteside
2:22.0,,,8-18,,Miami full timeout
2:22.0,C. Parsons enters the game for Z. Pachulia,,8-18,,
2:22.0,D. Harris enters the game for W. Matthews,,8-18,,
2:22.0,D. Nowitzki enters the game for R. Felton,,8-18,,
2:22.0,J. Barea enters the game for D. Williams,,8-18,,
2:22.0,,,8-18,,C. Bosh enters the game for L. Deng
2:22.0,,,8-18,,G. Dragic enters the game for T. Johnson
2:07.0,,,8-20,2,G. Dragic makes 2-pt shot from 16 ft (assist by C. Bosh)
1:53.0,D. Nowitzki misses 2-pt shot from 19 ft,,8-20,,
1:52.0,,,8-20,,Defensive rebound by H. Whiteside
1:35.0,,,8-20,,C. Bosh misses 2-pt shot from 15 ft
1:34.0,Defensive rebound by D. Nowitzki,,8-20,,
1:09.0,C. Parsons misses 3-pt shot from 24 ft,,8-20,,
1:08.0,Offensive rebound by D. Powell,,8-20,,
0:56.0,D. Nowitzki makes 2-pt shot from 17 ft,2,10-20,,
0:40.0,,,10-22,2,G. Green makes 2-pt shot from 18 ft (assist by C. Bosh)
0:30.0,Turnover by J. Barea (bad pass; steal by G. Dragic),,10-22,,
0:08.0,,,10-22,,Turnover by H. Whiteside (traveling)
0:03.0,Offensive charge foul by D. Harris,,10-22,,
0:03.0,Turnover by D. Harris (offensive foul),,10-22,,
0:03.0,Z. Pachulia enters the game for D. Nowitzki,,10-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,D. Williams enters the game for D. Harris,,10-22,,
11:42.0,D. Nowitzki misses 2-pt shot from 18 ft,,10-22,,
11:41.0,,,10-22,,Defensive rebound by A. Stoudemire
11:30.0,,,10-22,,Shooting foul by D. Williams (drawn by C. Bosh)
11:30.0,,,10-23,1,C. Bosh makes free throw 1 of 2
11:30.0,,,10-23,,C. Bosh misses free throw 2 of 2
11:29.0,Defensive rebound by C. Villanueva,,10-23,,
11:12.0,C. Villanueva misses 3-pt shot from 22 ft,,10-23,,
11:11.0,Offensive rebound by C. Parsons,,10-23,,
11:06.0,C. Villanueva makes 3-pt shot from 26 ft (assist by D. Williams),3,13-23,,
10:45.0,,,13-26,3,C. Bosh makes 3-pt shot from 24 ft (assist by G. Dragic)
10:31.0,C. Villanueva makes 2-pt shot from 1 ft (assist by C. Parsons),2,15-26,,
10:10.0,,,15-29,3,G. Dragic makes 3-pt shot from 24 ft (assist by B. Udrih)
9:58.0,D. Nowitzki misses 2-pt shot from 10 ft,,15-29,,
9:57.0,,,15-29,,Defensive rebound by B. Udrih
9:51.0,,,15-31,2,G. Dragic makes 2-pt shot from 2 ft
9:50.0,Dallas full timeout,,15-31,,
9:40.0,D. Williams makes 3-pt shot from 24 ft (assist by J. Barea),3,18-31,,
9:24.0,,,18-31,,Turnover by A. Stoudemire (traveling)
8:58.0,D. Nowitzki makes 2-pt shot from 12 ft (assist by J. Barea),2,20-31,,
8:46.0,,,20-33,2,B. Udrih makes 2-pt shot at rim
8:31.0,C. Villanueva misses 3-pt shot from 24 ft,,20-33,,
8:30.0,,,20-33,,Defensive rebound by C. Bosh
8:13.0,,,20-36,3,G. Green makes 3-pt shot from 24 ft (assist by C. Bosh)
7:53.0,C. Villanueva makes 2-pt shot from 2 ft (assist by J. Barea),2,22-36,,
7:46.0,,,22-36,,Miami full timeout
7:46.0,R. Felton enters the game for C. Parsons,,22-36,,
7:46.0,J. McGee enters the game for D. Nowitzki,,22-36,,
7:46.0,W. Matthews enters the game for J. Barea,,22-36,,
7:46.0,,,22-36,,D. Wade enters the game for G. Dragic
7:46.0,,,22-36,,L. Deng enters the game for A. Stoudemire
7:36.0,,,22-36,,B. Udrih misses 2-pt shot from 18 ft
7:35.0,Defensive rebound by R. Felton,,22-36,,
7:21.0,J. McGee makes 2-pt shot at rim (assist by R. Felton),2,24-36,,
7:01.0,,,24-36,,C. Bosh misses 2-pt shot from 1 ft (block by J. McGee)
7:00.0,Defensive rebound by W. Matthews,,24-36,,
6:50.0,,,24-36,,Personal foul by L. Deng (drawn by J. McGee)
6:50.0,,,24-36,,H. Whiteside enters the game for C. Bosh
6:35.0,D. Williams makes 3-pt shot from 25 ft,3,27-36,,
6:19.0,,,27-39,3,G. Green makes 3-pt shot from 24 ft (assist by D. Wade)
6:01.0,Shooting foul by B. Udrih (drawn by R. Felton),,27-39,,
6:01.0,R. Felton makes free throw 1 of 2,1,28-39,,
6:01.0,R. Felton makes free throw 2 of 2,1,29-39,,
5:47.0,,,29-39,,G. Green misses 3-pt shot from 22 ft
5:46.0,Defensive rebound by J. McGee,,29-39,,
5:34.0,C. Villanueva makes 2-pt shot from 1 ft (assist by D. Williams),2,31-39,,
5:22.0,,,31-39,,Shooting foul by C. Villanueva (drawn by L. Deng)
5:22.0,,,31-40,1,L. Deng makes free throw 1 of 2
5:22.0,,,31-40,,T. Johnson enters the game for B. Udrih
5:22.0,,,31-41,1,L. Deng makes free throw 2 of 2
5:05.0,C. Villanueva misses 2-pt shot from 8 ft,,31-41,,
5:04.0,,,31-41,,Defensive rebound by G. Green
4:48.0,,,31-41,,D. Wade misses 2-pt shot from 2 ft
4:47.0,Defensive rebound by W. Matthews,,31-41,,
4:41.0,D. Williams misses 3-pt shot from 25 ft,,31-41,,
4:40.0,,,31-41,,Defensive rebound by L. Deng
4:31.0,,,31-43,2,H. Whiteside makes 2-pt shot from 8 ft (assist by D. Wade)
4:25.0,Turnover by C. Villanueva (lost ball),,31-43,,
4:08.0,,,31-43,,G. Green misses 3-pt shot from 24 ft
4:07.0,Defensive rebound by D. Williams,,31-43,,
3:57.0,J. McGee makes 2-pt shot at rim (assist by D. Williams),2,33-43,,
3:40.0,,,33-43,,G. Green misses 2-pt shot from 6 ft
3:39.0,,,33-43,,Offensive rebound by H. Whiteside
3:34.0,,,33-45,2,H. Whiteside makes 2-pt shot at rim
3:25.0,Z. Pachulia enters the game for C. Villanueva,,33-45,,
3:25.0,D. Nowitzki enters the game for J. McGee,,33-45,,
3:25.0,,,33-45,,C. Bosh enters the game for G. Green
3:18.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,35-45,,
3:18.0,Shooting foul by D. Wade (drawn by Z. Pachulia),,35-45,,
3:18.0,C. Parsons enters the game for D. Williams,,35-45,,
3:18.0,Z. Pachulia misses free throw 1 of 1,,35-45,,
3:17.0,,,35-45,,Defensive rebound by H. Whiteside
3:02.0,,,35-47,2,D. Wade makes 2-pt shot from 8 ft
2:50.0,W. Matthews makes 3-pt shot from 25 ft (assist by R. Felton),3,38-47,,
2:34.0,Personal foul by Z. Pachulia (drawn by C. Bosh),,38-47,,
2:34.0,Official timeout,,38-47,,
2:34.0,J. Barea enters the game for R. Felton,,38-47,,
2:34.0,,,38-47,,G. Dragic enters the game for T. Johnson
2:24.0,,,38-49,2,H. Whiteside makes 2-pt shot from 17 ft (assist by G. Dragic)
2:01.0,,,38-49,,Personal foul by L. Deng (drawn by C. Parsons)
1:56.0,C. Parsons makes 2-pt shot from 2 ft,2,40-49,,
1:33.0,,,40-51,2,H. Whiteside makes 2-pt shot from 1 ft (assist by D. Wade)
1:20.0,C. Parsons misses 2-pt shot from 2 ft,,40-51,,
1:19.0,,,40-51,,Defensive rebound by H. Whiteside
1:09.0,,,40-54,3,C. Bosh makes 3-pt shot from 24 ft (assist by D. Wade)
0:48.0,W. Matthews makes 3-pt shot from 25 ft (assist by C. Parsons),3,43-54,,
0:34.0,,,43-54,,G. Dragic misses 2-pt shot from 18 ft
0:33.0,,,43-54,,Offensive rebound by H. Whiteside
0:31.0,,,43-56,2,H. Whiteside makes 2-pt shot from 1 ft
0:21.0,Shooting foul by H. Whiteside (drawn by Z. Pachulia),,43-56,,
0:21.0,Z. Pachulia makes free throw 1 of 2,1,44-56,,
0:21.0,D. Powell enters the game for D. Nowitzki,,44-56,,
0:21.0,R. Felton enters the game for J. Barea,,44-56,,
0:21.0,,,44-56,,T. Johnson enters the game for L. Deng
0:21.0,Z. Pachulia makes free throw 2 of 2,1,45-56,,
0:17.0,,,45-56,,Miami full timeout
0:17.0,,,45-56,,G. Green enters the game for T. Johnson
0:05.0,,,45-58,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
0:04.0,,,45-58,,Violation by G. Dragic (kicked ball)
0:04.0,C. Villanueva enters the game for D. Powell,,45-58,,
0:04.0,D. Williams enters the game for C. Parsons,,45-58,,
0:04.0,J. McGee enters the game for Z. Pachulia,,45-58,,
0:01.0,C. Villanueva misses 3-pt shot from 29 ft,,45-58,,
0:00.0,Offensive rebound by Team,,45-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Turnover by J. Barea (bad pass; steal by D. Wade),,45-58,,
11:37.0,,,45-60,2,L. Deng makes 2-pt shot from 1 ft (assist by D. Wade)
11:24.0,D. Nowitzki misses 3-pt shot from 24 ft,,45-60,,
11:23.0,,,45-60,,Defensive rebound by H. Whiteside
11:07.0,,,45-60,,C. Bosh misses 3-pt shot from 22 ft
11:06.0,Defensive rebound by Z. Pachulia,,45-60,,
10:50.0,J. Barea misses 2-pt shot from 7 ft,,45-60,,
10:49.0,,,45-60,,Defensive rebound by G. Dragic
10:42.0,,,45-60,,Turnover by G. Dragic (bad pass; steal by D. Nowitzki)
10:31.0,C. Parsons misses 2-pt shot from 1 ft,,45-60,,
10:30.0,Offensive rebound by Z. Pachulia,,45-60,,
10:28.0,Z. Pachulia misses 2-pt shot at rim,,45-60,,
10:27.0,,,45-60,,Defensive rebound by C. Bosh
10:11.0,,,45-62,2,C. Bosh makes 2-pt shot from 19 ft (assist by G. Dragic)
9:48.0,Turnover by Z. Pachulia (lost ball),,45-62,,
9:48.0,Dallas full timeout,,45-62,,
9:35.0,,,45-62,,H. Whiteside misses 2-pt shot at rim
9:34.0,Defensive rebound by Z. Pachulia,,45-62,,
9:28.0,J. Barea makes 2-pt shot from 1 ft,2,47-62,,
9:19.0,,,47-62,,Offensive foul by C. Bosh
9:19.0,,,47-62,,Turnover by C. Bosh (offensive foul)
9:05.0,D. Nowitzki misses 2-pt shot from 16 ft,,47-62,,
9:04.0,Offensive rebound by Z. Pachulia,,47-62,,
8:59.0,J. Barea misses 3-pt shot from 24 ft,,47-62,,
8:58.0,,,47-62,,Defensive rebound by D. Wade
8:42.0,,,47-62,,L. Deng misses 2-pt shot from 19 ft
8:41.0,Defensive rebound by Z. Pachulia,,47-62,,
8:31.0,Z. Pachulia makes 2-pt shot from 13 ft (assist by W. Matthews),2,49-62,,
8:16.0,,,49-62,,G. Dragic misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by C. Parsons,,49-62,,
8:05.0,D. Nowitzki makes 2-pt shot from 17 ft (assist by C. Parsons),2,51-62,,
7:56.0,,,51-62,,Miami full timeout
7:45.0,,,51-64,2,H. Whiteside makes 2-pt shot from 1 ft (assist by D. Wade)
7:26.0,Z. Pachulia makes 2-pt shot at rim (assist by J. Barea),2,53-64,,
7:02.0,,,53-66,2,D. Wade makes 2-pt shot from 19 ft (assist by G. Dragic)
6:38.0,D. Nowitzki misses 2-pt shot from 16 ft,,53-66,,
6:37.0,,,53-66,,Defensive rebound by D. Wade
6:14.0,,,53-68,2,L. Deng makes 2-pt shot from 17 ft
5:54.0,D. Nowitzki misses 2-pt shot from 17 ft,,53-68,,
5:53.0,,,53-68,,Defensive rebound by C. Bosh
5:40.0,,,53-70,2,H. Whiteside makes 2-pt shot from 4 ft (assist by C. Bosh)
5:40.0,Dallas full timeout,,53-70,,
5:40.0,C. Villanueva enters the game for C. Parsons,,53-70,,
5:40.0,D. Williams enters the game for D. Nowitzki,,53-70,,
5:40.0,J. McGee enters the game for Z. Pachulia,,53-70,,
5:40.0,R. Felton enters the game for J. Barea,,53-70,,
5:40.0,,,53-70,,G. Green enters the game for C. Bosh
5:18.0,W. Matthews makes 3-pt shot from 25 ft (assist by R. Felton),3,56-70,,
4:58.0,,,56-72,2,G. Dragic makes 2-pt shot from 15 ft
4:47.0,Turnover by C. Villanueva (bad pass),,56-72,,
4:36.0,,,56-72,,Offensive foul by H. Whiteside
4:36.0,,,56-72,,Turnover by H. Whiteside (offensive foul)
4:28.0,,,56-72,,Personal foul by H. Whiteside (drawn by R. Felton)
4:20.0,R. Felton misses 3-pt shot from 24 ft,,56-72,,
4:19.0,,,56-72,,Defensive rebound by G. Green
4:03.0,,,56-72,,L. Deng misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by W. Matthews,,56-72,,
3:56.0,W. Matthews misses 2-pt shot from 1 ft,,56-72,,
3:55.0,,,56-72,,Defensive rebound by H. Whiteside
3:46.0,,,56-74,2,D. Wade makes 2-pt shot from 1 ft (assist by G. Green)
3:41.0,Dallas full timeout,,56-74,,
3:41.0,J. Jenkins enters the game for W. Matthews,,56-74,,
3:33.0,D. Williams misses 2-pt shot from 1 ft,,56-74,,
3:32.0,,,56-74,,Defensive rebound by G. Dragic
3:23.0,,,56-74,,Turnover by D. Wade (bad pass; steal by J. McGee)
3:21.0,,,56-74,,Personal foul by G. Dragic (drawn by J. Jenkins)
3:11.0,Turnover by J. Jenkins (bad pass; steal by G. Dragic),,56-74,,
3:06.0,,,56-74,,G. Green misses 2-pt shot at rim
3:05.0,Defensive rebound by R. Felton,,56-74,,
3:00.0,J. Jenkins misses 3-pt shot from 23 ft,,56-74,,
2:59.0,Offensive rebound by J. McGee,,56-74,,
2:55.0,J. McGee misses 2-pt shot from 11 ft,,56-74,,
2:54.0,,,56-74,,Defensive rebound by L. Deng
2:50.0,,,56-76,2,G. Dragic makes 2-pt shot from 1 ft
2:32.0,J. McGee makes 2-pt shot from 16 ft (assist by D. Williams),2,58-76,,
2:10.0,,,58-78,2,D. Wade makes 2-pt shot from 16 ft
2:03.0,Shooting foul by H. Whiteside (drawn by D. Williams),,58-78,,
2:03.0,D. Williams makes free throw 1 of 2,1,59-78,,
2:03.0,,,59-78,,C. Bosh enters the game for H. Whiteside
2:03.0,D. Williams misses free throw 2 of 2,,59-78,,
2:02.0,,,59-78,,Defensive rebound by C. Bosh
1:42.0,,,59-80,2,D. Wade makes 2-pt shot from 20 ft
1:26.0,J. Jenkins makes 2-pt shot from 2 ft (assist by D. Williams),2,61-80,,
1:02.0,,,61-80,,Turnover by D. Wade (bad pass; steal by J. Jenkins)
0:59.0,,,61-80,,Personal foul by G. Dragic (drawn by J. Jenkins)
0:59.0,,,61-80,,T. Johnson enters the game for G. Dragic
0:59.0,,,61-80,,B. Udrih enters the game for D. Wade
0:49.0,J. McGee misses 2-pt shot from 6 ft,,61-80,,
0:48.0,,,61-80,,Defensive rebound by L. Deng
0:37.0,,,61-80,,C. Bosh misses 2-pt shot from 11 ft
0:36.0,,,61-80,,Offensive rebound by Team
0:36.0,D. Powell enters the game for J. McGee,,61-80,,
0:20.0,,,61-80,,T. Johnson misses 2-pt shot from 16 ft
0:19.0,Defensive rebound by J. Jenkins,,61-80,,
0:03.0,D. Williams misses 3-pt shot from 25 ft,,61-80,,
0:02.0,Offensive rebound by D. Powell,,61-80,,
0:01.0,D. Powell misses 2-pt shot from 16 ft,,61-80,,
0:00.0,Offensive rebound by Team,,61-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,61-80,,C. Bosh misses 2-pt shot from 19 ft
11:39.0,Defensive rebound by C. Parsons,,61-80,,
11:32.0,,,61-80,,Personal foul by G. Green (drawn by C. Parsons)
11:32.0,,,61-80,,A. Stoudemire enters the game for L. Deng
11:15.0,W. Matthews misses 3-pt shot from 23 ft,,61-80,,
11:14.0,,,61-80,,Defensive rebound by B. Udrih
11:03.0,,,61-83,3,C. Bosh makes 3-pt shot from 25 ft (assist by B. Udrih)
10:48.0,J. Barea makes 2-pt shot from 1 ft,2,63-83,,
10:43.0,,,63-83,,Turnover by B. Udrih (bad pass)
10:33.0,W. Matthews makes 3-pt shot from 23 ft (assist by C. Parsons),3,66-83,,
10:12.0,,,66-83,,G. Green misses 2-pt shot from 12 ft (block by C. Parsons)
10:11.0,,,66-83,,Offensive rebound by Team
10:08.0,,,66-85,2,T. Johnson makes 2-pt shot from 19 ft (assist by G. Green)
9:56.0,,,66-85,,Personal foul by A. Stoudemire (drawn by Z. Pachulia)
9:56.0,,,66-85,,Technical foul by A. Stoudemire (drawn by Z. Pachulia)
9:56.0,D. Nowitzki makes technical free throw,1,67-85,,
9:42.0,Z. Pachulia misses 2-pt shot from 8 ft,,67-85,,
9:41.0,,,67-85,,Defensive rebound by G. Green
9:36.0,,,67-87,2,G. Green makes 2-pt shot from 10 ft
9:36.0,,,67-87,,Shooting foul by C. Parsons (drawn by G. Green)
9:36.0,,,67-88,1,G. Green makes free throw 1 of 1
9:23.0,C. Parsons misses 3-pt shot from 26 ft,,67-88,,
9:22.0,Offensive rebound by Z. Pachulia,,67-88,,
9:08.0,C. Parsons makes 2-pt shot from 3 ft,2,69-88,,
8:52.0,,,69-90,2,T. Johnson makes 2-pt shot from 17 ft (assist by A. Stoudemire)
8:39.0,J. Barea misses 3-pt shot from 24 ft,,69-90,,
8:38.0,Offensive rebound by D. Nowitzki,,69-90,,
8:34.0,D. Nowitzki makes 2-pt shot from 12 ft,2,71-90,,
8:21.0,,,71-90,,T. Johnson misses 2-pt shot from 2 ft
8:20.0,Defensive rebound by Team,,71-90,,
8:20.0,Official timeout,,71-90,,
8:05.0,W. Matthews misses 3-pt shot from 25 ft,,71-90,,
8:04.0,,,71-90,,Defensive rebound by A. Stoudemire
7:50.0,Personal foul by W. Matthews (drawn by T. Johnson),,71-90,,
7:38.0,,,71-92,2,C. Bosh makes 2-pt shot from 19 ft
7:20.0,Shooting foul by G. Green (drawn by D. Nowitzki),,71-92,,
7:20.0,D. Nowitzki makes free throw 1 of 2,1,72-92,,
7:20.0,D. Nowitzki makes free throw 2 of 2,1,73-92,,
7:02.0,,,73-94,2,G. Green makes 2-pt shot from 13 ft
6:49.0,C. Parsons misses 3-pt shot from 24 ft,,73-94,,
6:48.0,,,73-94,,Defensive rebound by C. Bosh
6:37.0,,,73-94,,C. Bosh misses 3-pt shot from 24 ft
6:36.0,Defensive rebound by C. Parsons,,73-94,,
6:30.0,Shooting foul by G. Green (drawn by Z. Pachulia),,73-94,,
6:30.0,Z. Pachulia makes free throw 1 of 2,1,74-94,,
6:30.0,,,74-94,,H. Whiteside enters the game for A. Stoudemire
6:30.0,R. Felton enters the game for C. Parsons,,74-94,,
6:30.0,C. Villanueva enters the game for D. Nowitzki,,74-94,,
6:30.0,D. Williams enters the game for J. Barea,,74-94,,
6:30.0,Z. Pachulia makes free throw 2 of 2,1,75-94,,
6:20.0,Personal foul by C. Villanueva (drawn by T. Johnson),,75-94,,
6:20.0,J. Evans enters the game for W. Matthews,,75-94,,
6:20.0,D. Powell enters the game for Z. Pachulia,,75-94,,
6:05.0,,,75-94,,C. Bosh misses 2-pt shot from 16 ft
6:04.0,Defensive rebound by C. Villanueva,,75-94,,
5:55.0,C. Villanueva misses 3-pt shot from 23 ft,,75-94,,
5:54.0,,,75-94,,Defensive rebound by C. Bosh
5:36.0,,,75-96,2,G. Green makes 2-pt shot from 19 ft
5:20.0,R. Felton makes 2-pt shot from 13 ft,2,77-96,,
5:07.0,,,77-96,,Shooting foul by D. Powell (drawn by H. Whiteside)
5:07.0,,,77-96,,Miami full timeout
5:07.0,,,77-96,,G. Dragic enters the game for B. Udrih
5:07.0,,,77-96,,H. Whiteside misses free throw 1 of 2
5:07.0,,,77-96,,Offensive rebound by Team
5:07.0,,,77-97,1,H. Whiteside makes free throw 2 of 2
4:54.0,C. Villanueva misses 3-pt shot from 24 ft,,77-97,,
4:53.0,,,77-97,,Defensive rebound by H. Whiteside
4:37.0,,,77-97,,C. Bosh misses 2-pt shot from 6 ft
4:36.0,,,77-97,,Offensive rebound by H. Whiteside
4:35.0,,,77-97,,Turnover by H. Whiteside (lost ball; steal by D. Powell)
4:29.0,D. Williams misses 2-pt shot from 12 ft,,77-97,,
4:28.0,Offensive rebound by D. Powell,,77-97,,
4:28.0,Shooting foul by T. Johnson (drawn by D. Powell),,77-97,,
4:28.0,D. Powell makes free throw 1 of 2,1,78-97,,
4:28.0,J. Jenkins enters the game for D. Williams,,78-97,,
4:28.0,D. Powell misses free throw 2 of 2,,78-97,,
4:27.0,,,78-97,,Defensive rebound by H. Whiteside
4:12.0,,,78-97,,Turnover by H. Whiteside (3 sec)
4:01.0,C. Villanueva misses 2-pt shot from 12 ft,,78-97,,
4:00.0,,,78-97,,Defensive rebound by G. Dragic
3:48.0,,,78-99,2,G. Green makes 2-pt shot at rim
3:36.0,D. Powell misses 2-pt shot from 1 ft (block by H. Whiteside),,78-99,,
3:35.0,Offensive rebound by D. Powell,,78-99,,
3:32.0,D. Powell misses 2-pt shot from 3 ft,,78-99,,
3:31.0,,,78-99,,Defensive rebound by H. Whiteside
3:05.0,,,78-101,2,H. Whiteside makes 2-pt shot from 11 ft
2:58.0,Dallas full timeout,,78-101,,
2:58.0,,,78-101,,B. Udrih enters the game for C. Bosh
2:58.0,,,78-101,,U. Haslem enters the game for H. Whiteside
2:58.0,,,78-101,,C. Andersen enters the game for G. Dragic
2:49.0,J. Jenkins makes 2-pt shot from 19 ft (assist by R. Felton),2,80-101,,
2:29.0,,,80-103,2,U. Haslem makes 2-pt shot from 5 ft
2:14.0,D. Powell misses 2-pt shot from 13 ft,,80-103,,
2:13.0,,,80-103,,Defensive rebound by U. Haslem
2:03.0,,,80-105,2,G. Green makes 2-pt shot at rim
1:48.0,Turnover by J. Jenkins (traveling),,80-105,,
1:26.0,,,80-105,,C. Andersen misses 3-pt shot from 24 ft
1:25.0,,,80-105,,Offensive rebound by T. Johnson
1:14.0,,,80-105,,T. Johnson misses 3-pt shot from 25 ft
1:13.0,,,80-105,,Offensive rebound by C. Andersen
1:02.0,,,80-105,,Turnover by T. Johnson (bad pass; steal by J. Evans)
0:45.0,J. Evans misses 3-pt shot from 24 ft,,80-105,,
0:44.0,,,80-105,,Defensive rebound by Team
0:43.0,Personal foul by D. Powell (drawn by T. Johnson),,80-105,,
