time,LA Clippers,pts.away,score,pts.home,Golden State
4:36.0,Shooting foul by D. Green (drawn by B. Griffin),,19-19,,
4:36.0,B. Griffin makes free throw 1 of 2,1,20-19,,
4:36.0,J. Crawford enters the game for J. Redick,,20-19,,
4:36.0,,,20-19,,M. Speights enters the game for F. Ezeli
4:36.0,B. Griffin makes free throw 2 of 2,1,21-19,,
4:26.0,,,21-19,,M. Speights misses 2-pt shot from 20 ft
4:26.0,Defensive rebound by P. Pierce,,21-19,,
4:19.0,,,21-19,,Personal foul by S. Livingston (drawn by C. Paul)
4:19.0,C. Paul makes free throw 1 of 2,1,22-19,,
4:19.0,J. Smith enters the game for D. Jordan,,22-19,,
4:19.0,C. Paul makes free throw 2 of 2,1,23-19,,
4:04.0,,,23-19,,K. Thompson misses 2-pt shot from 20 ft
4:03.0,Defensive rebound by B. Griffin,,23-19,,
3:52.0,J. Crawford misses 2-pt shot from 1 ft,,23-19,,
3:49.0,Offensive rebound by B. Griffin,,23-19,,
3:49.0,B. Griffin misses 2-pt shot from 2 ft,,23-19,,
3:49.0,,,23-19,,Defensive rebound by A. Iguodala
3:39.0,,,23-19,,S. Livingston misses 2-pt shot from 7 ft
3:38.0,Defensive rebound by B. Griffin,,23-19,,
3:34.0,J. Crawford misses 3-pt shot from 26 ft,,23-19,,
3:33.0,,,23-19,,Defensive rebound by D. Green
3:29.0,,,23-19,,Shooting foul by J. Smith (drawn by D. Green)
3:29.0,,,23-20,1,D. Green makes free throw 1 of 2
3:29.0,,,23-20,,L. Barbosa enters the game for K. Thompson
3:29.0,A. Rivers enters the game for C. Paul,,23-20,,
3:29.0,,,23-21,1,D. Green makes free throw 2 of 2
3:06.0,B. Griffin misses 2-pt shot from 10 ft,,23-21,,
3:05.0,,,23-21,,Defensive rebound by M. Speights
3:00.0,,,23-21,,A. Iguodala misses 3-pt shot from 27 ft
2:59.0,Defensive rebound by B. Griffin,,23-21,,
2:50.0,Turnover by J. Smith (bad pass),,23-21,,
2:45.0,,,23-23,2,M. Speights makes 2-pt shot at rim (assist by S. Livingston)
2:26.0,LA Clippers full timeout,,23-23,,
2:18.0,Turnover by Team (shot clock),,23-23,,
1:59.0,,,23-23,,S. Livingston misses 2-pt shot from 11 ft
1:59.0,,,23-23,,Offensive rebound by Team
1:59.0,Personal foul by B. Griffin (drawn by M. Speights),,23-23,,
1:59.0,W. Johnson enters the game for B. Griffin,,23-23,,
1:59.0,,,23-23,,H. Barnes enters the game for D. Green
1:54.0,,,23-25,2,M. Speights makes 2-pt shot from 20 ft (assist by L. Barbosa)
1:35.0,J. Smith makes 2-pt shot from 3 ft,2,25-25,,
1:17.0,,,25-25,,Shooting foul by W. Johnson (drawn by H. Barnes)
1:17.0,,,25-26,1,H. Barnes makes free throw 1 of 2
1:17.0,,,25-27,1,H. Barnes makes free throw 2 of 2
1:05.0,A. Rivers misses 3-pt shot from 27 ft,,25-27,,
1:04.0,,,25-27,,Defensive rebound by M. Speights
0:58.0,,,25-29,2,A. Iguodala makes 2-pt shot from 20 ft
0:50.0,J. Smith misses 3-pt shot from 25 ft,,25-29,,
0:49.0,,,25-29,,Defensive rebound by H. Barnes
0:40.0,,,25-31,2,L. Barbosa makes 2-pt shot from 1 ft (assist by H. Barnes)
0:27.0,J. Crawford misses 2-pt shot from 22 ft,,25-31,,
0:26.0,,,25-31,,Defensive rebound by S. Livingston
0:01.0,,,25-31,,M. Speights misses 2-pt shot from 16 ft
0:00.0,Defensive rebound by J. Smith,,25-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,25-31,,Turnover by M. Speights (lost ball; steal by J. Smith)
11:24.0,W. Johnson makes 2-pt shot from 6 ft (assist by J. Smith),2,27-31,,
11:08.0,Shooting block foul by W. Johnson (drawn by M. Speights),,27-31,,
11:08.0,,,27-32,1,M. Speights makes free throw 1 of 2
11:08.0,,,27-33,1,M. Speights makes free throw 2 of 2
10:49.0,A. Rivers misses 2-pt shot from 11 ft (block by M. Speights),,27-33,,
10:48.0,,,27-33,,Defensive rebound by S. Curry
10:40.0,,,27-35,2,A. Iguodala makes 2-pt shot from 17 ft
10:17.0,J. Crawford misses 2-pt shot from 12 ft,,27-35,,
10:13.0,Offensive rebound by J. Crawford,,27-35,,
10:13.0,J. Crawford misses 2-pt shot at rim,,27-35,,
10:12.0,,,27-35,,Defensive rebound by H. Barnes
10:07.0,,,27-37,2,L. Barbosa makes 2-pt shot from 1 ft
10:01.0,LA Clippers full timeout,,27-37,,
10:01.0,D. Jordan enters the game for J. Smith,,27-37,,
10:01.0,,,27-37,,D. Green enters the game for M. Speights
9:53.0,Turnover by D. Jordan (lost ball),,27-37,,
9:42.0,,,27-40,3,S. Curry makes 3-pt shot from 26 ft
9:26.0,Shooting foul by L. Barbosa (drawn by P. Pierce),,27-40,,
9:26.0,P. Pierce makes free throw 1 of 2,1,28-40,,
9:26.0,C. Paul enters the game for A. Rivers,,28-40,,
9:26.0,P. Pierce makes free throw 2 of 2,1,29-40,,
9:12.0,,,29-40,,Shooting foul by W. Johnson (drawn by S. Curry)
9:12.0,,,29-41,1,S. Curry makes free throw 1 of 3
9:12.0,,,29-42,1,S. Curry makes free throw 2 of 3
9:12.0,B. Griffin enters the game for W. Johnson,,29-42,,
9:12.0,,,29-43,1,S. Curry makes free throw 3 of 3
8:48.0,J. Crawford misses 3-pt shot from 26 ft,,29-43,,
8:47.0,,,29-43,,Defensive rebound by S. Curry
8:39.0,,,29-43,,H. Barnes misses 2-pt shot from 18 ft
8:39.0,Defensive rebound by P. Pierce,,29-43,,
8:29.0,C. Paul misses 2-pt shot from 17 ft,,29-43,,
8:28.0,,,29-43,,Defensive rebound by H. Barnes
8:13.0,,,29-43,,H. Barnes misses 2-pt shot from 15 ft
8:12.0,,,29-43,,Offensive rebound by L. Barbosa
8:09.0,,,29-43,,Turnover by L. Barbosa (bad pass; steal by C. Paul)
8:03.0,P. Pierce misses 3-pt shot from 24 ft,,29-43,,
8:01.0,,,29-43,,Defensive rebound by H. Barnes
8:00.0,Personal foul by C. Paul (drawn by A. Iguodala),,29-43,,
8:00.0,J. Redick enters the game for J. Crawford,,29-43,,
8:00.0,L. Stephenson enters the game for P. Pierce,,29-43,,
8:00.0,,,29-43,,K. Thompson enters the game for L. Barbosa
8:00.0,,,29-43,,F. Ezeli enters the game for H. Barnes
7:56.0,Away from play foul by L. Stephenson (drawn by F. Ezeli),,29-43,,
7:56.0,,,29-46,3,S. Curry makes 3-pt shot from 29 ft (assist by A. Iguodala)
7:56.0,,,29-46,,F. Ezeli misses free throw 1 of 1
7:55.0,Defensive rebound by D. Jordan,,29-46,,
7:33.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,31-46,,
7:14.0,,,31-46,,D. Green misses 2-pt shot from 14 ft (block by D. Jordan)
7:14.0,Defensive rebound by L. Stephenson,,31-46,,
7:09.0,Turnover by C. Paul (lost ball; steal by S. Curry),,31-46,,
6:57.0,,,31-46,,S. Curry misses 2-pt shot from 18 ft
6:55.0,Defensive rebound by D. Jordan,,31-46,,
6:43.0,B. Griffin makes 2-pt shot from 2 ft,2,33-46,,
6:43.0,Shooting foul by F. Ezeli (drawn by B. Griffin),,33-46,,
6:43.0,B. Griffin makes free throw 1 of 1,1,34-46,,
6:32.0,Personal foul by C. Paul (drawn by S. Curry),,34-46,,
6:32.0,,,34-46,,S. Curry misses free throw 1 of 2
6:32.0,,,34-46,,Offensive rebound by Team
6:32.0,,,34-47,1,S. Curry makes free throw 2 of 2
6:08.0,B. Griffin misses 3-pt shot from 23 ft,,34-47,,
6:07.0,,,34-47,,Defensive rebound by D. Green
5:57.0,,,34-47,,S. Curry misses 3-pt shot from 23 ft
5:56.0,Defensive rebound by D. Jordan,,34-47,,
5:44.0,C. Paul makes 3-pt shot from 24 ft (assist by B. Griffin),3,37-47,,
5:18.0,,,37-47,,F. Ezeli misses 2-pt shot from 2 ft
5:17.0,Defensive rebound by D. Jordan,,37-47,,
5:07.0,,,37-47,,Personal foul by A. Iguodala (drawn by B. Griffin)
5:07.0,Official timeout,,37-47,,
5:07.0,,,37-47,,H. Barnes enters the game for A. Iguodala
5:02.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,40-47,,
4:44.0,,,40-49,2,F. Ezeli makes 2-pt shot at rim (assist by S. Curry)
4:17.0,L. Stephenson makes 3-pt shot from 24 ft (assist by B. Griffin),3,43-49,,
3:55.0,,,43-51,2,K. Thompson makes 2-pt shot from 14 ft (assist by D. Green)
3:30.0,,,43-51,,Personal foul by H. Barnes (drawn by D. Jordan)
3:19.0,B. Griffin makes 2-pt shot at rim (assist by L. Stephenson),2,45-51,,
3:09.0,,,45-51,,D. Green misses 2-pt shot from 2 ft (block by D. Jordan)
3:08.0,,,45-51,,Offensive rebound by Team
3:05.0,,,45-53,2,H. Barnes makes 2-pt shot from 1 ft (assist by S. Curry)
3:05.0,,,45-53,,Shooting foul by L. Stephenson (drawn by H. Barnes)
3:05.0,,,45-54,1,H. Barnes makes free throw 1 of 1
2:53.0,C. Paul makes 2-pt shot from 1 ft,2,47-54,,
2:40.0,,,47-54,,K. Thompson misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by Team,,47-54,,
2:39.0,,,47-54,,Golden State full timeout
2:39.0,A. Rivers enters the game for L. Stephenson,,47-54,,
2:22.0,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul),3,50-54,,
2:08.0,,,50-57,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
1:50.0,C. Paul makes 2-pt shot from 10 ft,2,52-57,,
1:41.0,,,52-60,3,D. Green makes 3-pt shot from 26 ft (assist by K. Thompson)
1:26.0,,,52-60,,Personal foul by K. Thompson (drawn by C. Paul)
1:26.0,C. Paul makes free throw 1 of 2,1,53-60,,
1:26.0,C. Paul makes free throw 2 of 2,1,54-60,,
1:16.0,,,54-60,,Turnover by D. Green (bad pass)
1:09.0,C. Paul makes 2-pt shot from 18 ft,2,56-60,,
0:55.0,,,56-62,2,K. Thompson makes 2-pt shot from 22 ft (assist by F. Ezeli)
0:35.0,B. Griffin misses 2-pt shot from 18 ft,,56-62,,
0:34.0,,,56-62,,Defensive rebound by K. Thompson
0:10.0,,,56-62,,K. Thompson misses 2-pt shot from 11 ft
0:10.0,,,56-62,,Offensive rebound by D. Green
0:10.0,,,56-62,,D. Green misses 2-pt shot at rim
0:10.0,,,56-62,,Offensive rebound by D. Green
0:10.0,,,56-62,,Shooting foul by C. Paul (drawn by D. Green)
0:10.0,,,56-63,1,D. Green makes free throw 1 of 2
0:10.0,J. Crawford enters the game for A. Rivers,,56-63,,
0:10.0,,,56-63,,A. Iguodala enters the game for S. Curry
0:10.0,,,56-63,,J. McAdoo enters the game for F. Ezeli
0:10.0,,,56-63,,D. Green misses free throw 2 of 2
0:09.0,Defensive rebound by D. Jordan,,56-63,,
0:09.0,LA Clippers full timeout,,56-63,,
0:09.0,P. Pierce enters the game for D. Jordan,,56-63,,
0:06.0,B. Griffin misses 3-pt shot from 25 ft,,56-63,,
0:04.0,,,56-63,,Defensive rebound by A. Iguodala
0:01.0,,,56-63,,A. Iguodala misses 3-pt shot from 42 ft
0:00.0,,,56-63,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,56-65,2,F. Ezeli makes 2-pt shot at rim (assist by D. Green)
11:15.0,L. Stephenson makes 3-pt shot from 24 ft (assist by B. Griffin),3,59-65,,
11:03.0,,,59-65,,Turnover by D. Green (bad pass)
10:44.0,Turnover by C. Paul (bad pass),,59-65,,
10:39.0,,,59-65,,S. Curry misses 2-pt shot from 16 ft
10:38.0,Defensive rebound by C. Paul,,59-65,,
10:28.0,Turnover by D. Jordan (lost ball; steal by K. Thompson),,59-65,,
10:22.0,,,59-67,2,K. Thompson makes 2-pt shot from 1 ft
10:03.0,B. Griffin makes 2-pt shot from 6 ft,2,61-67,,
9:48.0,,,61-69,2,K. Thompson makes 2-pt shot from 12 ft
9:43.0,Shooting foul by D. Green (drawn by L. Stephenson),,61-69,,
9:43.0,L. Stephenson misses free throw 1 of 2,,61-69,,
9:43.0,Offensive rebound by Team,,61-69,,
9:43.0,L. Stephenson makes free throw 2 of 2,1,62-69,,
9:31.0,,,62-71,2,F. Ezeli makes 2-pt shot at rim (assist by D. Green)
9:15.0,C. Paul misses 2-pt shot from 18 ft,,62-71,,
9:14.0,,,62-71,,Defensive rebound by K. Thompson
9:08.0,,,62-71,,K. Thompson misses 3-pt shot from 25 ft
9:07.0,Defensive rebound by Team,,62-71,,
8:51.0,B. Griffin makes 2-pt shot from 8 ft (assist by J. Redick),2,64-71,,
8:39.0,,,64-71,,Turnover by K. Thompson (lost ball)
8:25.0,Turnover by D. Jordan (lost ball; steal by K. Thompson),,64-71,,
8:25.0,Personal foul by D. Jordan (drawn by K. Thompson),,64-71,,
8:14.0,,,64-71,,Shooting foul by C. Paul (drawn by S. Curry)
8:14.0,,,64-72,1,S. Curry makes free throw 1 of 2
8:14.0,A. Rivers enters the game for C. Paul,,64-72,,
8:14.0,,,64-73,1,S. Curry makes free throw 2 of 2
8:00.0,J. Redick makes 2-pt shot from 21 ft (assist by B. Griffin),2,66-73,,
7:49.0,,,66-73,,S. Curry misses 3-pt shot from 30 ft
7:49.0,Defensive rebound by L. Stephenson,,66-73,,
7:25.0,L. Stephenson misses 2-pt shot from 19 ft,,66-73,,
7:24.0,Offensive rebound by D. Jordan,,66-73,,
7:24.0,Shooting foul by F. Ezeli (drawn by D. Jordan),,66-73,,
7:24.0,D. Jordan misses free throw 1 of 2,,66-73,,
7:24.0,Offensive rebound by Team,,66-73,,
7:24.0,D. Jordan misses free throw 2 of 2,,66-73,,
7:23.0,,,66-73,,Defensive rebound by Team
7:13.0,,,66-73,,K. Thompson misses 2-pt shot from 7 ft
7:12.0,Defensive rebound by B. Griffin,,66-73,,
6:57.0,L. Stephenson misses 2-pt shot at rim (block by F. Ezeli),,66-73,,
6:56.0,,,66-73,,Defensive rebound by S. Curry
6:56.0,,,66-73,,S. Curry misses 2-pt shot at rim (block by A. Rivers)
6:56.0,Defensive rebound by Team,,66-73,,
6:46.0,A. Rivers misses 2-pt shot from 11 ft,,66-73,,
6:45.0,,,66-73,,Defensive rebound by H. Barnes
6:24.0,,,66-75,2,K. Thompson makes 2-pt shot from 20 ft (assist by F. Ezeli)
6:05.0,,,66-75,,Personal foul by D. Green (drawn by J. Redick)
6:05.0,,,66-75,,Golden State full timeout
6:05.0,,,66-75,,A. Iguodala enters the game for H. Barnes
5:51.0,J. Redick makes 2-pt shot from 7 ft,2,68-75,,
5:38.0,,,68-77,2,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson)
5:22.0,J. Redick misses 2-pt shot from 20 ft,,68-77,,
5:21.0,,,68-77,,Defensive rebound by F. Ezeli
5:14.0,Personal foul by A. Rivers (drawn by D. Green),,68-77,,
5:08.0,,,68-77,,K. Thompson misses 2-pt shot from 16 ft
5:07.0,Defensive rebound by L. Stephenson,,68-77,,
4:48.0,B. Griffin misses 2-pt shot from 11 ft,,68-77,,
4:47.0,Offensive rebound by D. Jordan,,68-77,,
4:42.0,J. Redick makes 3-pt shot from 27 ft (assist by L. Stephenson),3,71-77,,
4:23.0,,,71-77,,A. Iguodala misses 3-pt shot from 23 ft
4:23.0,,,71-77,,Offensive rebound by Team
4:23.0,Loose ball foul by J. Redick (drawn by D. Green),,71-77,,
4:23.0,,,71-77,,M. Speights enters the game for F. Ezeli
4:23.0,,,71-77,,S. Livingston enters the game for K. Thompson
4:23.0,J. Crawford enters the game for J. Redick,,71-77,,
4:06.0,,,71-77,,M. Speights misses 2-pt shot from 19 ft
4:06.0,Defensive rebound by B. Griffin,,71-77,,
3:55.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,73-77,,
3:38.0,,,73-77,,S. Curry misses 3-pt shot from 25 ft
3:37.0,,,73-77,,Offensive rebound by A. Iguodala
3:30.0,,,73-77,,D. Green misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by J. Crawford,,73-77,,
3:17.0,J. Crawford misses 2-pt shot from 14 ft,,73-77,,
3:17.0,,,73-77,,Defensive rebound by S. Livingston
3:00.0,,,73-77,,S. Curry misses 2-pt shot from 8 ft
2:59.0,Defensive rebound by B. Griffin,,73-77,,
2:51.0,B. Griffin makes 2-pt shot from 18 ft,2,75-77,,
2:35.0,,,75-77,,S. Curry misses 3-pt shot from 26 ft
2:34.0,Defensive rebound by J. Crawford,,75-77,,
2:26.0,A. Rivers makes 2-pt shot from 1 ft,2,77-77,,
2:16.0,,,77-77,,Golden State full timeout
2:16.0,,,77-77,,L. Barbosa enters the game for S. Curry
2:06.0,,,77-77,,M. Speights misses 2-pt shot from 20 ft
2:05.0,Defensive rebound by J. Crawford,,77-77,,
1:57.0,J. Crawford makes 2-pt shot from 15 ft,2,79-77,,
1:42.0,,,79-79,2,L. Barbosa makes 2-pt shot from 16 ft (assist by D. Green)
1:19.0,B. Griffin makes 2-pt shot from 18 ft (assist by J. Crawford),2,81-79,,
1:11.0,,,81-79,,Shooting foul by A. Rivers (drawn by L. Barbosa)
1:11.0,,,81-79,,L. Barbosa misses free throw 1 of 2
1:11.0,,,81-79,,Offensive rebound by Team
1:11.0,J. Smith enters the game for D. Jordan,,81-79,,
1:11.0,,,81-79,,H. Barnes enters the game for D. Green
1:11.0,,,81-80,1,L. Barbosa makes free throw 2 of 2
1:03.0,Turnover by J. Smith (bad pass; steal by A. Iguodala),,81-80,,
1:03.0,Personal foul by A. Rivers (drawn by A. Iguodala),,81-80,,
1:03.0,,,81-81,1,A. Iguodala makes free throw 1 of 2
1:03.0,P. Pierce enters the game for L. Stephenson,,81-81,,
1:03.0,,,81-82,1,A. Iguodala makes free throw 2 of 2
0:45.0,B. Griffin misses 2-pt shot from 4 ft,,81-82,,
0:44.0,,,81-82,,Defensive rebound by M. Speights
0:29.0,,,81-82,,Turnover by H. Barnes (lost ball; steal by J. Crawford)
0:08.0,J. Crawford makes 2-pt shot at rim,2,83-82,,
0:02.0,,,83-82,,A. Iguodala misses 2-pt shot from 7 ft
0:00.0,,,83-82,,Offensive rebound by H. Barnes
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,A. Rivers makes 2-pt shot from 1 ft,2,85-82,,
11:32.0,Personal foul by A. Rivers (drawn by L. Barbosa),,85-82,,
11:26.0,,,85-84,2,L. Barbosa makes 2-pt shot from 3 ft (assist by S. Livingston)
11:04.0,,,85-84,,Personal foul by S. Livingston (drawn by J. Crawford)
10:55.0,J. Crawford makes 2-pt shot from 19 ft,2,87-84,,
10:44.0,,,87-84,,Shooting foul by J. Smith (drawn by M. Speights)
10:44.0,,,87-84,,M. Speights misses free throw 1 of 2
10:44.0,,,87-84,,Offensive rebound by Team
10:44.0,,,87-85,1,M. Speights makes free throw 2 of 2
10:29.0,J. Crawford misses 2-pt shot from 11 ft,,87-85,,
10:29.0,,,87-85,,Defensive rebound by M. Speights
10:21.0,,,87-85,,Turnover by S. Livingston (bad pass)
10:07.0,P. Pierce misses 3-pt shot from 28 ft,,87-85,,
10:05.0,,,87-85,,Defensive rebound by M. Speights
9:59.0,,,87-85,,Offensive foul by S. Livingston
9:59.0,,,87-85,,Turnover by S. Livingston (offensive foul)
9:50.0,A. Rivers makes 2-pt shot from 16 ft,2,89-85,,
9:39.0,,,89-87,2,S. Livingston makes 2-pt shot from 13 ft
9:23.0,C. Paul enters the game for A. Rivers,,89-87,,
9:23.0,Jump ball: J. Smith vs. M. Speights (C. Paul gains possession),,,,Jump ball: J. Smith vs. M. Speights (C. Paul gains possession)
9:12.0,C. Paul misses 3-pt shot from 27 ft,,89-87,,
9:11.0,Offensive rebound by J. Smith,,89-87,,
8:57.0,W. Johnson makes 3-pt shot from 23 ft (assist by C. Paul),3,92-87,,
8:39.0,,,92-87,,M. Speights misses 2-pt shot from 10 ft
8:38.0,,,92-87,,Offensive rebound by S. Livingston
8:34.0,,,92-87,,S. Livingston misses 2-pt shot from 16 ft
8:33.0,Defensive rebound by C. Paul,,92-87,,
8:26.0,J. Smith makes 3-pt shot from 25 ft (assist by C. Paul),3,95-87,,
8:19.0,,,95-87,,Golden State full timeout
8:19.0,,,95-87,,D. Green enters the game for S. Livingston
8:19.0,,,95-87,,K. Thompson enters the game for M. Speights
8:19.0,,,95-87,,S. Curry enters the game for L. Barbosa
8:05.0,,,95-87,,Turnover by A. Iguodala (lost ball; steal by P. Pierce)
7:57.0,J. Smith misses 2-pt shot from 2 ft,,95-87,,
7:56.0,Offensive rebound by J. Crawford,,95-87,,
7:56.0,J. Crawford makes 2-pt shot at rim,2,97-87,,
7:48.0,,,97-89,2,H. Barnes makes 2-pt shot from 7 ft (assist by S. Curry)
7:26.0,Shooting foul by K. Thompson (drawn by P. Pierce),,97-89,,
7:26.0,P. Pierce misses free throw 1 of 2,,97-89,,
7:26.0,Offensive rebound by Team,,97-89,,
7:26.0,P. Pierce makes free throw 2 of 2,1,98-89,,
7:14.0,,,98-92,3,H. Barnes makes 3-pt shot from 23 ft (assist by A. Iguodala)
6:49.0,J. Crawford misses 2-pt shot from 12 ft,,98-92,,
6:48.0,,,98-92,,Defensive rebound by H. Barnes
6:36.0,,,98-95,3,H. Barnes makes 3-pt shot from 23 ft (assist by K. Thompson)
6:36.0,LA Clippers full timeout,,98-95,,
6:36.0,D. Jordan enters the game for J. Smith,,98-95,,
6:36.0,B. Griffin enters the game for W. Johnson,,98-95,,
6:20.0,J. Crawford misses 2-pt shot from 17 ft (block by H. Barnes),,98-95,,
6:19.0,,,98-95,,Defensive rebound by A. Iguodala
6:15.0,,,98-97,2,H. Barnes makes 2-pt shot at rim (assist by A. Iguodala)
5:48.0,P. Pierce misses 3-pt shot from 23 ft,,98-97,,
5:47.0,Offensive rebound by D. Jordan,,98-97,,
5:42.0,Shooting foul by D. Green (drawn by P. Pierce),,98-97,,
5:42.0,P. Pierce misses free throw 1 of 2,,98-97,,
5:42.0,Offensive rebound by Team,,98-97,,
5:42.0,J. Redick enters the game for J. Crawford,,98-97,,
5:42.0,P. Pierce makes free throw 2 of 2,1,99-97,,
5:32.0,,,99-100,3,S. Curry makes 3-pt shot from 24 ft
5:21.0,,,99-100,,Personal foul by S. Curry (drawn by C. Paul)
5:21.0,,,99-100,,Technical foul by D. Green
5:21.0,Technical foul by C. Paul,,99-100,,
5:21.0,A. Rivers enters the game for P. Pierce,,99-100,,
5:06.0,Turnover by Team (shot clock),,99-100,,
5:03.0,Personal foul by A. Rivers (drawn by H. Barnes),,99-100,,
4:56.0,,,99-103,3,S. Curry makes 3-pt shot from 26 ft (assist by A. Iguodala)
4:36.0,B. Griffin misses 2-pt shot from 11 ft,,99-103,,
4:34.0,Offensive rebound by B. Griffin,,99-103,,
