time,Denver,pts.away,score,pts.home,Oklahoma City
1:16.0,Offensive rebound by Team,,20-26,,
1:06.0,D. Arthur makes 2-pt shot from 18 ft (assist by J. Nelson),2,22-26,,
0:53.0,,,22-29,3,D. Augustin makes 3-pt shot from 24 ft (assist by E. Kanter)
0:44.0,D. Arthur misses 2-pt shot from 19 ft,,22-29,,
0:43.0,,,22-29,,Defensive rebound by E. Kanter
0:39.0,,,22-29,,Offensive foul by E. Kanter
0:39.0,,,22-29,,Turnover by E. Kanter (offensive foul)
0:31.0,R. Foye misses 3-pt shot from 25 ft,,22-29,,
0:31.0,Offensive rebound by N. Jokic,,22-29,,
0:29.0,N. Jokic misses 2-pt shot from 1 ft (block by K. Singler),,22-29,,
0:27.0,Offensive rebound by Team,,22-29,,
0:12.0,Turnover by N. Jokic (3 sec),,22-29,,
0:03.0,,,22-29,,D. Augustin misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by W. Barton,,22-29,,
0:00.0,W. Barton misses 3-pt shot from 57 ft,,22-29,,
0:00.0,Offensive rebound by Team,,22-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,22-29,,K. Singler misses 2-pt shot from 12 ft
11:37.0,Defensive rebound by Team,,22-29,,
11:12.0,R. Foye misses 2-pt shot from 21 ft,,22-29,,
11:11.0,,,22-29,,Defensive rebound by E. Kanter
11:01.0,,,22-29,,E. Kanter misses 2-pt shot from 16 ft
11:01.0,Defensive rebound by W. Barton,,22-29,,
10:49.0,,,22-29,,Personal foul by K. Singler (drawn by W. Barton)
10:35.0,W. Barton misses 2-pt shot from 12 ft (block by K. Singler),,22-29,,
10:34.0,,,22-29,,Defensive rebound by K. Singler
10:25.0,,,22-29,,D. Waiters misses 2-pt shot from 14 ft
10:22.0,Defensive rebound by W. Barton,,22-29,,
10:21.0,W. Barton misses 2-pt shot from 6 ft,,22-29,,
10:19.0,,,22-29,,Defensive rebound by N. Collison
10:09.0,,,22-32,3,K. Singler makes 3-pt shot from 25 ft (assist by D. Augustin)
9:43.0,W. Barton makes 2-pt shot from 11 ft,2,24-32,,
9:24.0,,,24-32,,D. Waiters misses 3-pt shot from 22 ft
9:23.0,,,24-32,,Offensive rebound by N. Collison
9:19.0,,,24-32,,K. Singler misses 2-pt shot from 23 ft
9:17.0,,,24-32,,Offensive rebound by E. Kanter
9:17.0,,,24-32,,E. Kanter misses 2-pt shot at rim
9:16.0,Defensive rebound by D. Arthur,,24-32,,
9:12.0,J. Nelson makes 2-pt shot from 8 ft,2,26-32,,
9:12.0,Shooting foul by K. Singler (drawn by J. Nelson),,26-32,,
9:12.0,,,26-32,,S. Adams enters the game for E. Kanter
9:12.0,J. Nelson makes free throw 1 of 1,1,27-32,,
8:54.0,,,27-32,,Offensive foul by S. Adams
8:54.0,,,27-32,,Turnover by S. Adams (offensive foul)
8:54.0,Official timeout,,27-32,,
8:54.0,,,27-32,,S. Ibaka enters the game for S. Adams
8:54.0,,,27-32,,K. Durant enters the game for N. Collison
8:42.0,J. Nelson misses 2-pt shot from 13 ft,,27-32,,
8:40.0,Offensive rebound by N. Jokic,,27-32,,
8:31.0,,,27-32,,Personal foul by K. Singler (drawn by N. Jokic)
8:31.0,,,27-32,,A. Morrow enters the game for K. Singler
8:26.0,N. Jokic misses 2-pt shot from 2 ft (block by S. Ibaka),,27-32,,
8:26.0,Offensive rebound by Team,,27-32,,
8:21.0,J. Nelson makes 3-pt shot from 24 ft (assist by D. Arthur),3,30-32,,
8:05.0,,,30-35,3,D. Augustin makes 3-pt shot from 24 ft
7:52.0,J. Nelson makes 2-pt shot from 1 ft,2,32-35,,
7:38.0,,,32-37,2,S. Ibaka makes 2-pt shot at rim (assist by D. Augustin)
7:25.0,R. Foye makes 3-pt shot from 25 ft (assist by J. Nelson),3,35-37,,
7:10.0,,,35-39,2,D. Augustin makes 2-pt shot from 1 ft
6:58.0,N. Jokic makes 2-pt shot from 2 ft (assist by J. Nelson),2,37-39,,
6:31.0,,,37-42,3,D. Augustin makes 3-pt shot from 24 ft (assist by S. Ibaka)
6:17.0,W. Barton misses 3-pt shot from 25 ft,,37-42,,
6:16.0,Offensive rebound by D. Arthur,,37-42,,
6:07.0,Offensive foul by J. Nelson,,37-42,,
6:07.0,Turnover by J. Nelson (offensive foul),,37-42,,
6:07.0,J. Lauvergne enters the game for N. Jokic,,37-42,,
6:07.0,E. Mudiay enters the game for R. Foye,,37-42,,
6:07.0,D. Gallinari enters the game for W. Barton,,37-42,,
6:07.0,,,37-42,,R. Westbrook enters the game for D. Augustin
5:57.0,,,37-45,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
5:55.0,Denver full timeout,,37-45,,
5:55.0,G. Harris enters the game for D. Arthur,,37-45,,
5:40.0,,,37-45,,A. Roberson enters the game for D. Waiters
5:34.0,E. Mudiay misses 2-pt shot from 3 ft (block by S. Ibaka),,37-45,,
5:33.0,,,37-45,,Defensive rebound by A. Morrow
5:24.0,,,37-48,3,A. Morrow makes 3-pt shot from 22 ft (assist by K. Durant)
5:07.0,D. Gallinari misses 2-pt shot from 3 ft,,37-48,,
5:06.0,Offensive rebound by E. Mudiay,,37-48,,
5:03.0,E. Mudiay makes 2-pt shot at rim,2,39-48,,
4:53.0,,,39-48,,K. Durant misses 3-pt shot from 24 ft
4:52.0,Defensive rebound by G. Harris,,39-48,,
4:44.0,G. Harris misses 2-pt shot from 2 ft,,39-48,,
4:44.0,Offensive rebound by D. Gallinari,,39-48,,
4:39.0,J. Nelson misses 3-pt shot from 25 ft,,39-48,,
4:39.0,,,39-48,,Defensive rebound by S. Ibaka
4:30.0,,,39-48,,Turnover by R. Westbrook (bad pass; steal by J. Nelson)
4:10.0,J. Lauvergne makes 3-pt shot from 22 ft (assist by J. Nelson),3,42-48,,
3:46.0,,,42-50,2,K. Durant makes 2-pt shot from 13 ft (assist by R. Westbrook)
3:26.0,Turnover by J. Nelson (bad pass; steal by R. Westbrook),,42-50,,
3:20.0,,,42-52,2,A. Roberson makes 2-pt shot from 1 ft (assist by S. Ibaka)
2:59.0,D. Gallinari misses 2-pt shot from 8 ft,,42-52,,
2:59.0,Offensive rebound by J. Lauvergne,,42-52,,
2:57.0,J. Lauvergne makes 2-pt shot from 1 ft,2,44-52,,
2:57.0,Shooting foul by S. Ibaka (drawn by J. Lauvergne),,44-52,,
2:57.0,,,44-52,,Oklahoma City full timeout
2:57.0,J. Lauvergne makes free throw 1 of 1,1,45-52,,
2:42.0,,,45-54,2,S. Ibaka makes 2-pt shot from 2 ft (assist by K. Durant)
2:23.0,E. Mudiay misses 3-pt shot from 24 ft,,45-54,,
2:23.0,,,45-54,,Defensive rebound by R. Westbrook
2:16.0,,,45-54,,Shooting foul by J. Nelson (drawn by S. Ibaka)
2:16.0,,,45-55,1,S. Ibaka makes free throw 1 of 2
2:16.0,,,45-55,,S. Ibaka misses free throw 2 of 2
2:15.0,Defensive rebound by J. Lauvergne,,45-55,,
2:01.0,Turnover by E. Mudiay (lost ball; steal by A. Morrow),,45-55,,
1:55.0,,,45-55,,R. Westbrook misses 3-pt shot from 26 ft
1:54.0,Defensive rebound by G. Harris,,45-55,,
1:42.0,J. Lauvergne makes 3-pt shot from 24 ft (assist by E. Mudiay),3,48-55,,
1:25.0,,,48-58,3,K. Durant makes 3-pt shot from 24 ft (assist by A. Roberson)
1:07.0,D. Gallinari misses 2-pt shot from 2 ft (block by S. Ibaka),,48-58,,
1:06.0,Offensive rebound by J. Lauvergne,,48-58,,
1:06.0,,,48-58,,Violation by S. Ibaka (def goaltending)
1:06.0,J. Lauvergne makes 2-pt shot from 3 ft,2,50-58,,
0:53.0,,,50-58,,A. Morrow misses 3-pt shot from 24 ft
0:52.0,,,50-58,,Offensive rebound by R. Westbrook
0:52.0,,,50-58,,R. Westbrook misses 2-pt shot from 1 ft
0:52.0,Defensive rebound by J. Lauvergne,,50-58,,
0:44.0,E. Mudiay misses 2-pt shot from 1 ft (block by S. Ibaka),,50-58,,
0:43.0,Offensive rebound by Team,,50-58,,
0:43.0,W. Barton enters the game for J. Nelson,,50-58,,
0:43.0,,,50-58,,D. Waiters enters the game for K. Durant
0:35.0,D. Gallinari misses 3-pt shot from 24 ft,,50-58,,
0:34.0,,,50-58,,Defensive rebound by A. Roberson
0:22.0,,,50-58,,A. Morrow misses 2-pt shot from 12 ft
0:21.0,Defensive rebound by E. Mudiay,,50-58,,
0:03.0,E. Mudiay misses 2-pt shot from 6 ft,,50-58,,
0:02.0,Offensive rebound by Team,,50-58,,
0:01.0,Denver full timeout,,50-58,,
0:01.0,,,50-58,,S. Adams enters the game for A. Morrow
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,50-58,,S. Ibaka misses 2-pt shot from 16 ft
11:48.0,,,50-58,,Offensive rebound by Team
11:48.0,Loose ball foul by J. Lauvergne (drawn by S. Adams),,50-58,,
11:41.0,,,50-58,,R. Westbrook misses 2-pt shot from 3 ft
11:41.0,Defensive rebound by D. Gallinari,,50-58,,
11:22.0,Turnover by G. Harris (lost ball; steal by R. Westbrook),,50-58,,
11:17.0,,,50-60,2,R. Westbrook makes 2-pt shot at rim
11:05.0,Shooting foul by S. Adams (drawn by D. Gallinari),,50-60,,
11:05.0,D. Gallinari makes free throw 1 of 2,1,51-60,,
11:05.0,D. Gallinari makes free throw 2 of 2,1,52-60,,
10:59.0,,,52-60,,Shooting foul by D. Gallinari (drawn by K. Durant)
10:59.0,,,52-61,1,K. Durant makes free throw 1 of 2
10:59.0,,,52-62,1,K. Durant makes free throw 2 of 2
10:39.0,E. Mudiay misses 2-pt shot from 17 ft (block by S. Adams),,52-62,,
10:38.0,,,52-62,,Defensive rebound by R. Westbrook
10:30.0,,,52-62,,A. Roberson misses 2-pt shot from 1 ft
10:29.0,,,52-62,,Offensive rebound by S. Adams
10:29.0,,,52-62,,S. Adams misses 2-pt shot at rim
10:28.0,,,52-62,,Offensive rebound by A. Roberson
10:17.0,,,52-64,2,R. Westbrook makes 2-pt shot from 9 ft
10:06.0,Offensive foul by J. Lauvergne,,52-64,,
10:06.0,Turnover by J. Lauvergne (offensive foul),,52-64,,
9:44.0,,,52-64,,S. Ibaka misses 2-pt shot from 4 ft (block by K. Faried)
9:44.0,,,52-64,,Offensive rebound by Team
9:41.0,,,52-66,2,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook)
9:41.0,Denver full timeout,,52-66,,
9:23.0,G. Harris misses 3-pt shot from 22 ft,,52-66,,
9:22.0,Offensive rebound by D. Gallinari,,52-66,,
9:19.0,D. Gallinari misses 2-pt shot from 17 ft,,52-66,,
9:18.0,Offensive rebound by G. Harris,,52-66,,
9:15.0,Jump ball: G. Harris vs. A. Roberson (K. Durant gains possession),,,,Jump ball: G. Harris vs. A. Roberson (K. Durant gains possession)
9:15.0,Turnover by G. Harris (lost ball; steal by A. Roberson),,52-66,,
9:11.0,,,52-68,2,R. Westbrook makes 2-pt shot at rim (assist by K. Durant)
8:56.0,,,52-68,,Personal foul by S. Ibaka (drawn by D. Gallinari)
8:50.0,K. Faried makes 2-pt shot at rim (assist by E. Mudiay),2,54-68,,
8:30.0,Def 3 sec tech foul by J. Lauvergne,,54-68,,
8:30.0,,,54-69,1,K. Durant makes technical free throw
8:30.0,D. Arthur enters the game for J. Lauvergne,,54-69,,
8:14.0,,,54-69,,S. Adams misses 2-pt shot from 14 ft
8:13.0,,,54-69,,Offensive rebound by R. Westbrook
8:13.0,,,54-71,2,R. Westbrook makes 2-pt shot at rim
7:55.0,G. Harris misses 2-pt shot from 20 ft,,54-71,,
7:54.0,,,54-71,,Defensive rebound by R. Westbrook
7:49.0,,,54-73,2,K. Durant makes 2-pt shot from 7 ft
7:49.0,,,54-73,,Shooting foul by K. Faried (drawn by K. Durant)
7:49.0,,,54-74,1,K. Durant makes free throw 1 of 1
7:41.0,,,54-74,,Personal foul by A. Roberson (drawn by G. Harris)
7:34.0,E. Mudiay misses 2-pt shot from 1 ft,,54-74,,
7:34.0,,,54-74,,Defensive rebound by S. Ibaka
7:29.0,,,54-76,2,A. Roberson makes 2-pt shot from 3 ft (assist by K. Durant)
7:29.0,Denver full timeout,,54-76,,
7:29.0,,,54-76,,D. Augustin enters the game for R. Westbrook
7:29.0,R. Foye enters the game for G. Harris,,54-76,,
7:29.0,J. Nelson enters the game for E. Mudiay,,54-76,,
7:12.0,J. Nelson misses 2-pt shot from 3 ft,,54-76,,
7:07.0,Offensive rebound by K. Faried,,54-76,,
7:07.0,K. Faried makes 2-pt shot at rim,2,56-76,,
6:47.0,,,56-79,3,D. Augustin makes 3-pt shot from 24 ft (assist by S. Ibaka)
6:31.0,,,56-79,,Violation by A. Roberson (kicked ball)
6:31.0,,,56-79,,R. Westbrook enters the game for D. Augustin
6:31.0,N. Jokic enters the game for K. Faried,,56-79,,
6:16.0,D. Gallinari misses 3-pt shot from 24 ft,,56-79,,
6:16.0,Offensive rebound by N. Jokic,,56-79,,
6:08.0,N. Jokic makes 2-pt shot from 2 ft,2,58-79,,
5:43.0,,,58-82,3,A. Roberson makes 3-pt shot from 22 ft (assist by R. Westbrook)
5:26.0,J. Nelson misses 2-pt shot from 6 ft,,58-82,,
5:26.0,Offensive rebound by J. Nelson,,58-82,,
5:19.0,J. Nelson misses 3-pt shot from 22 ft,,58-82,,
5:19.0,,,58-82,,Defensive rebound by S. Ibaka
5:12.0,,,58-82,,K. Durant misses 3-pt shot from 24 ft
5:12.0,Defensive rebound by Team,,58-82,,
5:12.0,,,58-82,,Loose ball foul by S. Adams (drawn by N. Jokic)
4:50.0,D. Gallinari makes 2-pt shot from 17 ft,2,60-82,,
4:38.0,,,60-82,,S. Ibaka misses 2-pt shot from 17 ft
4:38.0,,,60-82,,Offensive rebound by Team
4:38.0,Loose ball foul by N. Jokic (drawn by S. Adams),,60-82,,
4:29.0,,,60-82,,K. Durant misses 2-pt shot from 16 ft
4:28.0,,,60-82,,Offensive rebound by Team
4:25.0,Personal foul by D. Gallinari (drawn by K. Durant),,60-82,,
4:25.0,,,60-83,1,K. Durant makes free throw 1 of 2
4:25.0,,,60-84,1,K. Durant makes free throw 2 of 2
4:08.0,D. Gallinari misses 2-pt shot from 16 ft,,60-84,,
4:07.0,,,60-84,,Defensive rebound by S. Ibaka
3:57.0,,,60-86,2,A. Roberson makes 2-pt shot from 8 ft (assist by R. Westbrook)
3:36.0,R. Foye misses 3-pt shot from 26 ft,,60-86,,
3:35.0,,,60-86,,Defensive rebound by Team
3:35.0,Loose ball foul by D. Arthur (drawn by A. Roberson),,60-86,,
3:35.0,,,60-86,,A. Roberson misses free throw 1 of 2
3:35.0,,,60-86,,Offensive rebound by Team
3:35.0,W. Barton enters the game for D. Gallinari,,60-86,,
3:35.0,,,60-87,1,A. Roberson makes free throw 2 of 2
3:21.0,R. Foye misses 3-pt shot from 24 ft,,60-87,,
3:21.0,,,60-87,,Defensive rebound by A. Roberson
3:11.0,,,60-87,,Turnover by K. Durant (lost ball; steal by D. Arthur)
3:07.0,W. Barton makes 2-pt shot from 1 ft,2,62-87,,
3:07.0,Shooting foul by A. Roberson (drawn by W. Barton),,62-87,,
3:07.0,,,62-87,,D. Waiters enters the game for A. Roberson
3:07.0,W. Barton makes free throw 1 of 1,1,63-87,,
3:03.0,,,63-87,,Oklahoma City full timeout
2:54.0,,,63-87,,Offensive foul by S. Ibaka
2:54.0,,,63-87,,Turnover by S. Ibaka (offensive foul)
2:41.0,N. Jokic makes 2-pt shot from 1 ft (assist by W. Barton),2,65-87,,
2:30.0,,,65-87,,Turnover by R. Westbrook (lost ball)
2:13.0,J. Nelson misses 2-pt shot from 18 ft,,65-87,,
2:12.0,,,65-87,,Defensive rebound by S. Ibaka
2:02.0,,,65-90,3,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Adams)
1:33.0,J. Nelson makes 3-pt shot from 24 ft (assist by R. Foye),3,68-90,,
1:16.0,,,68-92,2,D. Waiters makes 2-pt shot from 16 ft (assist by R. Westbrook)
0:52.0,J. Nelson makes 2-pt shot from 2 ft,2,70-92,,
0:34.0,,,70-95,3,K. Durant makes 3-pt shot from 23 ft
0:21.0,N. Jokic misses 2-pt shot from 5 ft,,70-95,,
0:20.0,,,70-95,,Defensive rebound by R. Westbrook
0:01.0,,,70-95,,R. Westbrook misses 3-pt shot from 24 ft
0:01.0,,,70-95,,Offensive rebound by S. Adams
0:01.0,Loose ball foul by D. Arthur (drawn by S. Adams),,70-95,,
0:01.0,,,70-95,,Technical foul by R. Westbrook
0:01.0,Technical foul by J. Nelson,,70-95,,
0:01.0,,,70-95,,S. Adams misses free throw 1 of 2
0:01.0,,,70-95,,Offensive rebound by Team
0:01.0,,,70-95,,S. Adams misses free throw 2 of 2
0:00.0,,,70-95,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Turnover by E. Mudiay (bad pass),,70-95,,
11:26.0,,,70-95,,E. Kanter misses 2-pt shot from 16 ft
11:25.0,Defensive rebound by E. Mudiay,,70-95,,
11:09.0,N. Jokic makes 2-pt shot from 7 ft,2,72-95,,
10:57.0,Personal foul by D. Arthur (drawn by K. Singler),,72-95,,
10:48.0,,,72-98,3,D. Waiters makes 3-pt shot from 23 ft
10:37.0,Shooting foul by K. Singler (drawn by W. Barton),,72-98,,
10:37.0,W. Barton makes free throw 1 of 2,1,73-98,,
10:37.0,W. Barton misses free throw 2 of 2,,73-98,,
10:37.0,,,73-98,,Defensive rebound by N. Collison
10:19.0,,,73-100,2,E. Kanter makes 2-pt shot from 4 ft (assist by N. Collison)
10:08.0,D. Arthur makes 2-pt shot from 16 ft (assist by J. Nelson),2,75-100,,
9:55.0,Personal foul by N. Jokic (drawn by E. Kanter),,75-100,,
9:44.0,,,75-100,,Turnover by K. Singler (bad pass)
9:36.0,Turnover by E. Mudiay (bad pass; steal by N. Collison),,75-100,,
9:30.0,,,75-100,,D. Augustin misses 2-pt shot at rim (block by D. Arthur)
9:29.0,Defensive rebound by E. Mudiay,,75-100,,
9:23.0,W. Barton makes 2-pt shot from 1 ft (assist by E. Mudiay),2,77-100,,
9:05.0,,,77-102,2,E. Kanter makes 2-pt shot from 2 ft (assist by D. Waiters)
8:50.0,D. Arthur makes 2-pt shot from 19 ft (assist by J. Nelson),2,79-102,,
8:41.0,,,79-102,,Oklahoma City full timeout
8:41.0,D. Gallinari enters the game for D. Arthur,,79-102,,
8:30.0,,,79-102,,K. Singler misses 3-pt shot from 22 ft
8:30.0,Defensive rebound by N. Jokic,,79-102,,
8:14.0,N. Jokic misses 2-pt shot from 7 ft,,79-102,,
8:14.0,,,79-102,,Defensive rebound by N. Collison
8:00.0,,,79-104,2,D. Waiters makes 2-pt shot from 18 ft
7:46.0,E. Mudiay misses 2-pt shot from 14 ft,,79-104,,
7:46.0,,,79-104,,Defensive rebound by E. Kanter
7:43.0,,,79-104,,Turnover by E. Kanter (bad pass; steal by W. Barton)
7:39.0,W. Barton makes 2-pt shot from 14 ft,2,81-104,,
7:18.0,,,81-104,,Shooting foul by J. Nelson (drawn by D. Waiters)
7:18.0,,,81-105,1,D. Waiters makes free throw 1 of 2
7:18.0,,,81-105,,A. Morrow enters the game for N. Collison
7:18.0,,,81-106,1,D. Waiters makes free throw 2 of 2
7:02.0,Shooting foul by K. Singler (drawn by D. Gallinari),,81-106,,
7:02.0,D. Gallinari makes free throw 1 of 2,1,82-106,,
7:02.0,G. Harris enters the game for J. Nelson,,82-106,,
7:02.0,D. Gallinari makes free throw 2 of 2,1,83-106,,
6:41.0,,,83-108,2,E. Kanter makes 2-pt shot from 1 ft (assist by D. Waiters)
6:35.0,W. Barton makes 2-pt shot from 14 ft (assist by E. Mudiay),2,85-108,,
6:14.0,,,85-110,2,E. Kanter makes 2-pt shot from 2 ft (assist by A. Morrow)
6:03.0,E. Mudiay misses 3-pt shot from 24 ft,,85-110,,
6:03.0,,,85-110,,Defensive rebound by A. Morrow
5:50.0,,,85-110,,Turnover by E. Kanter (3 sec)
5:50.0,Official timeout,,85-110,,
5:50.0,D. Arthur enters the game for D. Gallinari,,85-110,,
