time,Toronto,pts.away,score,pts.home,Indiana
3:14.0,C. Joseph enters the game for J. Valanciunas,,20-11,,
3:14.0,N. Powell enters the game for K. Lowry,,20-11,,
3:14.0,,,20-11,,R. Stuckey enters the game for M. Ellis
2:59.0,N. Powell misses 2-pt shot from 1 ft,,20-11,,
2:58.0,Offensive rebound by B. Biyombo,,20-11,,
2:56.0,B. Biyombo makes 2-pt shot from 1 ft,2,22-11,,
2:42.0,,,22-13,2,I. Mahinmi makes 2-pt shot from 6 ft (assist by P. George)
2:28.0,Turnover by D. DeRozan (bad pass),,22-13,,
2:15.0,,,22-16,3,S. Hill makes 3-pt shot from 24 ft (assist by P. George)
1:43.0,P. Patterson misses 2-pt shot from 17 ft,,22-16,,
1:42.0,,,22-16,,Defensive rebound by Team
1:20.0,,,22-16,,I. Mahinmi misses 2-pt shot from 4 ft
1:19.0,Defensive rebound by B. Biyombo,,22-16,,
0:58.0,B. Biyombo misses 2-pt shot from 16 ft,,22-16,,
0:58.0,,,22-16,,Defensive rebound by P. George
0:48.0,,,22-16,,T. Lawson enters the game for G. Hill
0:35.0,,,22-16,,S. Hill misses 2-pt shot from 2 ft
0:35.0,,,22-16,,Offensive rebound by I. Mahinmi
0:35.0,,,22-18,2,I. Mahinmi makes 2-pt shot from 1 ft
0:19.0,D. DeRozan misses 2-pt shot from 1 ft,,22-18,,
0:17.0,Offensive rebound by B. Biyombo,,22-18,,
0:17.0,B. Biyombo misses 2-pt shot at rim,,22-18,,
0:16.0,,,22-18,,Defensive rebound by T. Lawson
0:05.0,,,22-18,,Shooting foul by B. Biyombo (drawn by P. George)
0:05.0,,,22-19,1,P. George makes free throw 1 of 2
0:05.0,,,22-20,1,P. George makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,K. Lowry misses 2-pt shot at rim (block by P. George),,22-20,,
11:47.0,,,22-20,,Defensive rebound by T. Lawson
11:41.0,,,22-20,,C. Miles misses 2-pt shot from 1 ft (block by B. Biyombo)
11:40.0,Defensive rebound by N. Powell,,22-20,,
11:32.0,C. Joseph makes 3-pt shot from 26 ft (assist by K. Lowry),3,25-20,,
11:17.0,Personal foul by N. Powell,,25-20,,
11:06.0,,,25-20,,C. Miles misses 3-pt shot from 24 ft
11:05.0,Defensive rebound by B. Biyombo,,25-20,,
11:00.0,N. Powell misses 3-pt shot from 28 ft,,25-20,,
10:58.0,Offensive rebound by C. Joseph,,25-20,,
10:47.0,C. Joseph makes 3-pt shot from 25 ft (assist by K. Lowry),3,28-20,,
10:24.0,,,28-20,,R. Stuckey misses 3-pt shot from 26 ft
10:23.0,,,28-20,,Offensive rebound by C. Miles
10:19.0,,,28-22,2,C. Miles makes 2-pt shot from 6 ft
9:55.0,N. Powell misses 3-pt shot from 26 ft,,28-22,,
9:54.0,,,28-22,,Defensive rebound by M. Turner
9:37.0,,,28-22,,M. Turner misses 2-pt shot from 20 ft
9:36.0,Defensive rebound by B. Biyombo,,28-22,,
9:27.0,K. Lowry makes 2-pt shot from 21 ft,2,30-22,,
9:25.0,,,30-22,,Indiana full timeout
9:25.0,,,30-22,,S. Hill enters the game for P. George
9:10.0,,,30-24,2,C. Miles makes 2-pt shot from 20 ft (assist by R. Stuckey)
8:56.0,,,30-24,,Personal foul by M. Turner
8:50.0,C. Joseph misses 2-pt shot from 21 ft,,30-24,,
8:50.0,,,30-24,,Defensive rebound by C. Miles
8:41.0,,,30-24,,C. Miles misses 2-pt shot from 2 ft (block by T. Ross)
8:40.0,Defensive rebound by T. Ross,,30-24,,
8:28.0,T. Ross misses 2-pt shot from 5 ft,,30-24,,
8:28.0,Offensive rebound by B. Biyombo,,30-24,,
8:22.0,T. Ross misses 3-pt shot from 25 ft,,30-24,,
8:19.0,Offensive rebound by B. Biyombo,,30-24,,
8:12.0,,,30-24,,Personal foul by T. Lawson
8:04.0,Turnover by C. Joseph (lost ball; steal by M. Turner),,30-24,,
7:58.0,,,30-26,2,T. Lawson makes 2-pt shot from 1 ft
7:42.0,K. Lowry misses 3-pt shot from 26 ft,,30-26,,
7:41.0,,,30-26,,Defensive rebound by C. Miles
7:20.0,,,30-28,2,M. Turner makes 2-pt shot from 19 ft (assist by R. Stuckey)
7:12.0,Toronto full timeout,,30-28,,
7:12.0,D. DeRozan enters the game for N. Powell,,30-28,,
7:12.0,,,30-28,,G. Hill enters the game for R. Stuckey
7:00.0,T. Ross misses 3-pt shot from 26 ft,,30-28,,
7:00.0,,,30-28,,Defensive rebound by G. Hill
6:47.0,,,30-28,,C. Miles misses 3-pt shot from 26 ft
6:46.0,,,30-28,,Offensive rebound by M. Turner
6:46.0,,,30-30,2,M. Turner makes 2-pt shot from 1 ft
6:30.0,K. Lowry misses 2-pt shot from 17 ft,,30-30,,
6:29.0,,,30-30,,Defensive rebound by T. Lawson
6:21.0,,,30-30,,C. Miles misses 2-pt shot from 4 ft
6:20.0,,,30-30,,Offensive rebound by C. Miles
6:20.0,,,30-30,,C. Miles misses 2-pt shot from 4 ft
6:19.0,Defensive rebound by K. Lowry,,30-30,,
6:05.0,Shooting foul by T. Lawson (drawn by C. Joseph),,30-30,,
6:05.0,C. Joseph misses free throw 1 of 2,,30-30,,
6:05.0,Offensive rebound by Team,,30-30,,
6:05.0,J. Valanciunas enters the game for B. Biyombo,,30-30,,
6:05.0,,,30-30,,M. Ellis enters the game for T. Lawson
6:05.0,C. Joseph makes free throw 2 of 2,1,31-30,,
5:49.0,,,31-30,,M. Turner misses 2-pt shot from 21 ft
5:48.0,Defensive rebound by Team,,31-30,,
5:38.0,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry),2,33-30,,
5:25.0,,,33-30,,G. Hill misses 2-pt shot from 2 ft
5:24.0,Defensive rebound by K. Lowry,,33-30,,
5:15.0,J. Valanciunas makes 2-pt shot from 3 ft,2,35-30,,
4:59.0,,,35-30,,Shooting foul by J. Valanciunas (drawn by M. Turner)
4:59.0,,,35-31,1,M. Turner makes free throw 1 of 2
4:59.0,,,35-31,,P. George enters the game for C. Miles
4:59.0,D. Carroll enters the game for C. Joseph,,35-31,,
4:59.0,P. Patterson enters the game for T. Ross,,35-31,,
4:59.0,,,35-32,1,M. Turner makes free throw 2 of 2
4:47.0,K. Lowry misses 3-pt shot from 24 ft,,35-32,,
4:45.0,Offensive rebound by D. Carroll,,35-32,,
4:45.0,,,35-32,,Personal foul by S. Hill
4:30.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,37-32,,
4:07.0,Personal foul by P. Patterson,,37-32,,
3:59.0,,,37-32,,Offensive foul by M. Turner
3:59.0,,,37-32,,Turnover by M. Turner (offensive foul)
3:59.0,,,37-32,,I. Mahinmi enters the game for M. Turner
3:40.0,P. Patterson misses 3-pt shot from 24 ft,,37-32,,
3:40.0,,,37-32,,Defensive rebound by P. George
3:35.0,,,37-32,,Turnover by P. George (lost ball; steal by J. Valanciunas)
3:19.0,D. Carroll makes 3-pt shot from 23 ft (assist by K. Lowry),3,40-32,,
3:05.0,,,40-32,,Shooting foul by D. Carroll (drawn by P. George)
3:05.0,,,40-33,1,P. George makes free throw 1 of 2
3:05.0,,,40-34,1,P. George makes free throw 2 of 2
2:53.0,Turnover by J. Valanciunas (bad pass),,40-34,,
2:53.0,Official timeout,,40-34,,
2:31.0,,,40-34,,G. Hill misses 2-pt shot from 6 ft
2:30.0,,,40-34,,Offensive rebound by G. Hill
2:28.0,,,40-34,,Turnover by G. Hill (lost ball; steal by K. Lowry)
2:17.0,Shooting foul by S. Hill (drawn by J. Valanciunas),,40-34,,
2:17.0,J. Valanciunas makes free throw 1 of 2,1,41-34,,
2:17.0,,,41-34,,M. Turner enters the game for S. Hill
2:17.0,J. Valanciunas makes free throw 2 of 2,1,42-34,,
2:02.0,,,42-34,,M. Ellis misses 2-pt shot from 2 ft
2:02.0,Defensive rebound by P. Patterson,,42-34,,
1:46.0,D. Carroll misses 3-pt shot from 25 ft,,42-34,,
1:45.0,,,42-34,,Defensive rebound by I. Mahinmi
1:41.0,,,42-36,2,M. Ellis makes 2-pt shot from 2 ft
1:41.0,Shooting block foul by D. DeRozan (drawn by M. Ellis),,42-36,,
1:41.0,,,42-37,1,M. Ellis makes free throw 1 of 1
1:22.0,D. DeRozan misses 2-pt shot from 20 ft,,42-37,,
1:21.0,,,42-37,,Defensive rebound by M. Turner
1:05.0,,,42-40,3,P. George makes 3-pt shot from 24 ft (assist by M. Ellis)
0:53.0,Shooting foul by I. Mahinmi (drawn by D. DeRozan),,42-40,,
0:53.0,D. DeRozan makes free throw 1 of 2,1,43-40,,
0:53.0,N. Powell enters the game for D. Carroll,,43-40,,
0:53.0,B. Biyombo enters the game for J. Valanciunas,,43-40,,
0:53.0,D. DeRozan makes free throw 2 of 2,1,44-40,,
0:38.0,,,44-40,,P. George misses 3-pt shot from 26 ft
0:37.0,Defensive rebound by B. Biyombo,,44-40,,
0:29.0,K. Lowry misses 3-pt shot from 25 ft,,44-40,,
0:28.0,Offensive rebound by B. Biyombo,,44-40,,
0:23.0,Toronto full timeout,,44-40,,
0:23.0,J. Valanciunas enters the game for B. Biyombo,,44-40,,
0:06.0,Turnover by D. DeRozan (lost ball; steal by P. George),,44-40,,
0:00.0,,,44-40,,M. Ellis misses 3-pt shot from 24 ft
0:00.0,,,44-40,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,D. Carroll misses 3-pt shot from 28 ft,,44-40,,
11:43.0,Offensive rebound by J. Valanciunas,,44-40,,
11:43.0,J. Valanciunas makes 2-pt shot from 2 ft,2,46-40,,
11:31.0,Personal foul by J. Valanciunas,,46-40,,
11:15.0,,,46-43,3,M. Ellis makes 3-pt shot from 25 ft (assist by P. George)
10:57.0,Turnover by D. DeRozan (lost ball; steal by I. Mahinmi),,46-43,,
10:53.0,,,46-45,2,G. Hill makes 2-pt shot from 1 ft
10:35.0,P. Patterson misses 2-pt shot from 8 ft (block by M. Turner),,46-45,,
10:34.0,,,46-45,,Defensive rebound by M. Turner
10:27.0,Personal block foul by D. DeRozan,,46-45,,
10:18.0,,,46-47,2,M. Turner makes 2-pt shot from 21 ft (assist by I. Mahinmi)
9:55.0,D. DeRozan makes 2-pt shot from 18 ft (assist by K. Lowry),2,48-47,,
9:35.0,,,48-47,,G. Hill misses 2-pt shot from 8 ft
9:34.0,,,48-47,,Offensive rebound by M. Turner
9:33.0,,,48-47,,M. Turner misses 2-pt shot at rim
9:32.0,,,48-47,,Offensive rebound by I. Mahinmi
9:32.0,,,48-49,2,I. Mahinmi makes 2-pt shot from 2 ft
9:21.0,,,48-49,,Personal foul by I. Mahinmi
9:11.0,D. DeRozan misses 2-pt shot from 18 ft,,48-49,,
9:09.0,,,48-49,,Defensive rebound by P. George
8:53.0,,,48-49,,Shooting foul by K. Lowry (drawn by I. Mahinmi)
8:53.0,,,48-49,,I. Mahinmi misses free throw 1 of 2
8:53.0,,,48-49,,Offensive rebound by Team
8:53.0,,,48-50,1,I. Mahinmi makes free throw 2 of 2
8:46.0,,,48-50,,Personal foul by M. Turner
8:35.0,K. Lowry makes 2-pt shot from 14 ft,2,50-50,,
8:16.0,,,50-50,,Shooting foul by D. Carroll (drawn by I. Mahinmi)
8:16.0,,,50-51,1,I. Mahinmi makes free throw 1 of 2
8:16.0,,,50-51,,I. Mahinmi misses free throw 2 of 2
8:15.0,,,50-51,,Offensive rebound by M. Turner
8:14.0,,,50-51,,Turnover by M. Turner (lost ball; steal by J. Valanciunas)
8:14.0,Jump ball: M. Turner vs. J. Valanciunas (D. DeRozan gains possession),,,,Jump ball: M. Turner vs. J. Valanciunas (D. DeRozan gains possession)
7:57.0,P. Patterson misses 3-pt shot from 27 ft,,50-51,,
7:56.0,,,50-51,,Defensive rebound by M. Turner
7:40.0,,,50-54,3,G. Hill makes 3-pt shot from 26 ft
7:23.0,Turnover by K. Lowry (lost ball; steal by I. Mahinmi),,50-54,,
7:19.0,,,50-54,,Shooting foul by K. Lowry (drawn by G. Hill)
7:19.0,,,50-54,,G. Hill misses free throw 1 of 2
7:19.0,,,50-54,,Offensive rebound by Team
7:19.0,,,50-55,1,G. Hill makes free throw 2 of 2
7:19.0,Toronto full timeout,,50-55,,
7:10.0,K. Lowry misses 2-pt shot from 6 ft,,50-55,,
7:09.0,Offensive rebound by J. Valanciunas,,50-55,,
7:07.0,J. Valanciunas misses 2-pt shot from 1 ft (block by M. Turner),,50-55,,
7:05.0,Offensive rebound by D. Carroll,,50-55,,
7:03.0,D. Carroll makes 2-pt shot from 11 ft,2,52-55,,
6:51.0,Personal foul by D. DeRozan,,52-55,,
6:51.0,,,52-56,1,G. Hill makes free throw 1 of 2
6:51.0,,,52-57,1,G. Hill makes free throw 2 of 2
6:28.0,Shooting foul by M. Ellis (drawn by D. Carroll),,52-57,,
6:28.0,D. Carroll misses free throw 1 of 2,,52-57,,
6:28.0,Offensive rebound by Team,,52-57,,
6:28.0,D. Carroll makes free throw 2 of 2,1,53-57,,
6:18.0,,,53-57,,M. Ellis misses 3-pt shot from 26 ft
6:17.0,Defensive rebound by J. Valanciunas,,53-57,,
6:04.0,Turnover by J. Valanciunas (lost ball; steal by M. Ellis),,53-57,,
5:55.0,,,53-59,2,M. Ellis makes 2-pt shot from 17 ft
5:35.0,Shooting foul by M. Ellis (drawn by J. Valanciunas),,53-59,,
5:35.0,J. Valanciunas misses free throw 1 of 2,,53-59,,
5:35.0,Offensive rebound by Team,,53-59,,
5:35.0,C. Joseph enters the game for P. Patterson,,53-59,,
5:35.0,J. Valanciunas misses free throw 2 of 2,,53-59,,
5:35.0,,,53-59,,Defensive rebound by M. Turner
5:19.0,,,53-61,2,P. George makes 2-pt shot from 17 ft (assist by M. Ellis)
5:01.0,Turnover by K. Lowry (lost ball; steal by G. Hill),,53-61,,
4:55.0,,,53-61,,Turnover by M. Ellis (bad pass)
4:40.0,D. Carroll misses 3-pt shot from 26 ft,,53-61,,
4:40.0,Offensive rebound by Team,,53-61,,
4:40.0,,,53-61,,Loose ball foul by I. Mahinmi
4:40.0,J. Valanciunas makes free throw 1 of 2,1,54-61,,
4:40.0,J. Valanciunas makes free throw 2 of 2,1,55-61,,
4:24.0,,,55-63,2,M. Ellis makes 2-pt shot from 2 ft
4:09.0,C. Joseph makes 3-pt shot from 23 ft (assist by K. Lowry),3,58-63,,
3:44.0,,,58-63,,Turnover by M. Ellis (lost ball; steal by K. Lowry)
3:42.0,Shooting foul by P. George (drawn by K. Lowry),,58-63,,
3:42.0,K. Lowry misses free throw 1 of 2,,58-63,,
3:42.0,Offensive rebound by Team,,58-63,,
3:42.0,K. Lowry makes free throw 2 of 2,1,59-63,,
3:26.0,,,59-63,,Turnover by P. George (lost ball; steal by D. DeRozan)
3:18.0,D. DeRozan misses 2-pt shot from 17 ft,,59-63,,
3:16.0,,,59-63,,Defensive rebound by G. Hill
3:11.0,,,59-65,2,M. Ellis makes 2-pt shot at rim (assist by G. Hill)
2:49.0,Shooting foul by M. Ellis (drawn by C. Joseph),,59-65,,
2:49.0,,,59-65,,Indiana full timeout
2:49.0,B. Biyombo enters the game for J. Valanciunas,,59-65,,
2:49.0,N. Powell enters the game for K. Lowry,,59-65,,
2:49.0,,,59-65,,R. Stuckey enters the game for M. Turner
2:49.0,,,59-65,,S. Hill enters the game for M. Ellis
2:49.0,C. Joseph makes free throw 1 of 2,1,60-65,,
2:49.0,C. Joseph misses free throw 2 of 2,,60-65,,
2:49.0,,,60-65,,Defensive rebound by G. Hill
2:25.0,,,60-65,,P. George misses 3-pt shot from 23 ft
2:24.0,Defensive rebound by B. Biyombo,,60-65,,
2:10.0,Shooting foul by R. Stuckey (drawn by C. Joseph),,60-65,,
2:10.0,C. Joseph makes free throw 1 of 2,1,61-65,,
2:10.0,C. Joseph makes free throw 2 of 2,1,62-65,,
1:52.0,,,62-65,,Turnover by G. Hill (lost ball; steal by C. Joseph)
1:49.0,N. Powell makes 2-pt shot at rim (assist by C. Joseph),2,64-65,,
1:35.0,,,64-65,,Shooting foul by B. Biyombo (drawn by P. George)
1:35.0,,,64-66,1,P. George makes free throw 1 of 2
1:35.0,,,64-67,1,P. George makes free throw 2 of 2
1:23.0,C. Joseph misses 2-pt shot from 2 ft (block by I. Mahinmi),,64-67,,
1:23.0,Offensive rebound by Team,,64-67,,
1:16.0,D. Carroll misses 3-pt shot from 27 ft,,64-67,,
1:15.0,,,64-67,,Defensive rebound by S. Hill
1:05.0,,,64-69,2,R. Stuckey makes 2-pt shot from 17 ft
0:43.0,D. DeRozan misses 2-pt shot from 21 ft,,64-69,,
0:42.0,,,64-69,,Defensive rebound by R. Stuckey
0:31.0,Personal foul by C. Joseph,,64-69,,
0:31.0,,,64-70,1,G. Hill makes free throw 1 of 2
0:31.0,,,64-71,1,G. Hill makes free throw 2 of 2
0:07.0,N. Powell misses 3-pt shot from 23 ft,,64-71,,
0:06.0,,,64-71,,Defensive rebound by P. George
0:00.0,,,64-71,,P. George misses 2-pt shot from 11 ft
0:00.0,,,64-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,64-73,2,P. George makes 2-pt shot from 1 ft (assist by R. Stuckey)
11:38.0,,,64-73,,Violation by Team (jump ball)
11:19.0,Turnover by K. Lowry (bad pass),,64-73,,
11:02.0,,,64-75,2,M. Turner makes 2-pt shot from 9 ft (assist by P. George)
10:42.0,Turnover by N. Powell (lost ball; steal by R. Stuckey),,64-75,,
10:38.0,,,64-77,2,P. George makes 2-pt shot at rim (assist by M. Ellis)
10:38.0,Toronto full timeout,,64-77,,
10:38.0,J. Valanciunas enters the game for B. Biyombo,,64-77,,
10:27.0,T. Ross misses 2-pt shot from 9 ft,,64-77,,
10:26.0,,,64-77,,Defensive rebound by R. Stuckey
10:14.0,,,64-80,3,R. Stuckey makes 3-pt shot from 26 ft (assist by M. Ellis)
9:59.0,K. Lowry misses 3-pt shot from 27 ft,,64-80,,
9:58.0,,,64-80,,Defensive rebound by P. George
9:49.0,,,64-80,,Shooting foul by J. Valanciunas (drawn by M. Turner)
9:49.0,,,64-82,2,M. Turner makes 2-pt shot at rim (assist by R. Stuckey)
9:49.0,,,64-83,1,M. Turner makes free throw 1 of 1
9:36.0,Offensive charge foul by C. Joseph,,64-83,,
9:36.0,Turnover by C. Joseph (offensive foul),,64-83,,
9:36.0,D. Carroll enters the game for C. Joseph,,64-83,,
9:36.0,D. DeRozan enters the game for N. Powell,,64-83,,
9:36.0,P. Patterson enters the game for T. Ross,,64-83,,
9:24.0,,,64-83,,P. George misses 3-pt shot from 25 ft
9:23.0,Defensive rebound by D. DeRozan,,64-83,,
9:08.0,D. Carroll misses 2-pt shot from 1 ft (block by M. Turner),,64-83,,
9:07.0,Offensive rebound by D. Carroll,,64-83,,
9:05.0,Turnover by D. Carroll (lost ball; steal by S. Hill),,64-83,,
8:51.0,Personal block foul by J. Valanciunas,,64-83,,
8:39.0,,,64-83,,Turnover by M. Ellis (lost ball; steal by D. Carroll)
8:35.0,Turnover by D. Carroll (lost ball; steal by M. Ellis),,64-83,,
8:31.0,,,64-83,,P. George misses 2-pt shot from 1 ft
8:29.0,,,64-83,,Offensive rebound by P. George
8:29.0,Personal foul by J. Valanciunas,,64-83,,
8:20.0,,,64-83,,Offensive foul by M. Turner
8:20.0,,,64-83,,Turnover by M. Turner (offensive foul)
8:20.0,B. Biyombo enters the game for J. Valanciunas,,64-83,,
8:01.0,D. DeRozan misses 2-pt shot from 1 ft (block by M. Turner),,64-83,,
7:59.0,,,64-83,,Defensive rebound by P. George
7:52.0,,,64-83,,Turnover by M. Ellis (lost ball; steal by B. Biyombo)
7:47.0,D. DeRozan misses 2-pt shot from 3 ft,,64-83,,
7:45.0,,,64-83,,Defensive rebound by P. George
7:33.0,,,64-83,,S. Hill misses 3-pt shot from 24 ft
7:32.0,,,64-83,,Offensive rebound by P. George
7:32.0,Personal foul by D. DeRozan,,64-83,,
7:23.0,,,64-83,,M. Turner misses 2-pt shot from 20 ft
7:22.0,Defensive rebound by D. Carroll,,64-83,,
7:13.0,K. Lowry makes 3-pt shot from 26 ft,3,67-83,,
7:12.0,,,67-83,,Indiana full timeout
7:12.0,,,67-83,,G. Hill enters the game for M. Ellis
7:01.0,Loose ball foul by D. Carroll,,67-83,,
7:01.0,,,67-84,1,P. George makes free throw 1 of 2
7:01.0,,,67-85,1,P. George makes free throw 2 of 2
6:52.0,K. Lowry misses 3-pt shot from 27 ft,,67-85,,
6:51.0,,,67-85,,Defensive rebound by M. Turner
6:35.0,,,67-87,2,M. Turner makes 2-pt shot from 16 ft (assist by S. Hill)
6:17.0,D. DeRozan misses 2-pt shot from 21 ft,,67-87,,
6:16.0,Offensive rebound by Team,,67-87,,
6:16.0,C. Joseph enters the game for P. Patterson,,67-87,,
6:06.0,D. DeRozan makes 2-pt shot from 17 ft,2,69-87,,
5:46.0,,,69-87,,Turnover by G. Hill (bad pass)
5:37.0,,,69-87,,Personal foul by S. Hill
5:26.0,D. Carroll misses 3-pt shot from 23 ft,,69-87,,
5:22.0,,,69-87,,Defensive rebound by S. Hill
5:16.0,,,69-90,3,S. Hill makes 3-pt shot from 27 ft (assist by P. George)
4:59.0,,,69-90,,Personal foul by M. Turner
4:59.0,,,69-90,,I. Mahinmi enters the game for M. Turner
4:49.0,,,69-90,,Personal foul by P. George
4:49.0,N. Powell enters the game for D. Carroll,,69-90,,
4:43.0,,,69-90,,Personal foul by P. George
4:28.0,D. DeRozan misses 2-pt shot from 21 ft,,69-90,,
4:27.0,,,69-90,,Defensive rebound by S. Hill
4:06.0,,,69-93,3,R. Stuckey makes 3-pt shot from 26 ft (assist by G. Hill)
3:45.0,N. Powell misses 3-pt shot from 26 ft,,69-93,,
3:44.0,,,69-93,,Defensive rebound by R. Stuckey
3:27.0,,,69-95,2,P. George makes 2-pt shot from 18 ft
3:27.0,Toronto full timeout,,69-95,,
3:27.0,J. Thompson enters the game for D. DeRozan,,69-95,,
3:27.0,D. Wright enters the game for K. Lowry,,69-95,,
3:27.0,T. Ross enters the game for B. Biyombo,,69-95,,
3:12.0,Turnover by D. Wright (lost ball; steal by P. George),,69-95,,
3:09.0,,,69-95,,Shooting foul by C. Joseph (drawn by P. George)
3:09.0,,,69-96,1,P. George makes free throw 1 of 2
3:09.0,,,69-96,,J. Hill enters the game for I. Mahinmi
3:09.0,,,69-97,1,P. George makes free throw 2 of 2
3:08.0,,,69-97,,Personal take foul by R. Stuckey
3:08.0,T. Ross misses free throw 1 of 2,,69-97,,
3:08.0,Offensive rebound by Team,,69-97,,
