time,New Orleans,pts.away,score,pts.home,Sacramento
6:04.0,J. Holiday misses 2-pt shot from 2 ft,,15-9,,
6:04.0,Offensive rebound by Team,,15-9,,
6:04.0,,,15-9,,Loose ball foul by D. Collison
5:52.0,J. Holiday makes 3-pt shot from 24 ft (assist by T. Douglas),3,18-9,,
5:52.0,,,18-9,,Sacramento full timeout
5:52.0,,,18-9,,O. Casspi enters the game for W. Cauley-Stein
5:52.0,,,18-9,,S. Curry enters the game for D. Collison
5:33.0,,,18-12,3,J. Anderson makes 3-pt shot from 24 ft (assist by D. Cousins)
5:09.0,A. Davis misses 2-pt shot from 8 ft,,18-12,,
5:09.0,,,18-12,,Defensive rebound by O. Casspi
4:52.0,,,18-14,2,D. Cousins makes 2-pt shot from 1 ft
4:39.0,T. Douglas misses 3-pt shot from 22 ft,,18-14,,
4:38.0,,,18-14,,Defensive rebound by D. Cousins
4:30.0,,,18-16,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Cousins)
4:22.0,New Orleans full timeout,,18-16,,
4:22.0,T. Frazier enters the game for T. Douglas,,18-16,,
4:14.0,Shooting foul by R. Gay (drawn by A. Davis),,18-16,,
4:14.0,A. Davis makes free throw 1 of 2,1,19-16,,
4:14.0,A. Davis misses free throw 2 of 2,,19-16,,
4:12.0,,,19-16,,Defensive rebound by D. Cousins
3:53.0,,,19-18,2,D. Cousins makes 2-pt shot from 2 ft
3:38.0,J. Holiday makes 2-pt shot from 2 ft (assist by O. Asik),2,21-18,,
3:22.0,,,21-20,2,D. Cousins makes 2-pt shot from 16 ft (assist by S. Curry)
3:13.0,J. Holiday misses 2-pt shot from 17 ft,,21-20,,
3:12.0,,,21-20,,Defensive rebound by J. Anderson
3:00.0,,,21-20,,S. Curry misses 2-pt shot from 14 ft
3:00.0,Defensive rebound by T. Frazier,,21-20,,
2:51.0,T. Frazier makes 2-pt shot from 19 ft,2,23-20,,
2:40.0,,,23-23,3,J. Anderson makes 3-pt shot from 26 ft (assist by D. Cousins)
2:28.0,A. Davis makes 2-pt shot from 18 ft (assist by T. Frazier),2,25-23,,
2:15.0,,,25-25,2,R. Gay makes 2-pt shot from 18 ft
2:01.0,D. Cunningham makes 2-pt shot from 2 ft (assist by T. Frazier),2,27-25,,
1:50.0,,,27-25,,Offensive foul by S. Curry
1:50.0,,,27-25,,Turnover by S. Curry (offensive foul)
1:50.0,,,27-25,,W. Cauley-Stein enters the game for R. Gay
1:32.0,O. Asik makes 2-pt shot from 3 ft (assist by T. Frazier),2,29-25,,
1:25.0,,,29-25,,D. Cousins misses 2-pt shot from 2 ft
1:23.0,Defensive rebound by A. Davis,,29-25,,
1:15.0,T. Frazier makes 2-pt shot from 2 ft,2,31-25,,
1:00.0,,,31-27,2,S. Curry makes 2-pt shot from 15 ft
0:50.0,O. Asik makes 2-pt shot at rim (assist by A. Davis),2,33-27,,
0:34.0,,,33-29,2,J. Anderson makes 2-pt shot from 3 ft
0:27.0,T. Frazier misses 3-pt shot from 24 ft,,33-29,,
0:26.0,,,33-29,,Defensive rebound by D. Cousins
0:04.0,,,33-31,2,S. Curry makes 2-pt shot from 8 ft
0:00.0,T. Frazier misses 2-pt shot from 17 ft,,33-31,,
0:00.0,Offensive rebound by Team,,33-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,33-34,3,O. Casspi makes 3-pt shot from 25 ft
11:24.0,R. Anderson makes 3-pt shot from 25 ft,3,36-34,,
11:10.0,,,36-36,2,K. Koufos makes 2-pt shot from 9 ft (assist by S. Curry)
10:56.0,K. Perkins makes 2-pt shot from 8 ft (assist by T. Frazier),2,38-36,,
10:35.0,,,38-36,,W. Cauley-Stein misses 2-pt shot from 5 ft
10:34.0,Defensive rebound by A. Gee,,38-36,,
10:26.0,A. Gee makes 2-pt shot from 3 ft (assist by T. Frazier),2,40-36,,
10:19.0,Personal foul by T. Frazier,,40-36,,
10:19.0,,,40-36,,D. Collison enters the game for J. Anderson
10:08.0,,,40-36,,S. Curry misses 3-pt shot from 24 ft
10:07.0,Defensive rebound by R. Anderson,,40-36,,
9:45.0,Turnover by Team (shot clock),,40-36,,
9:35.0,,,40-36,,O. Casspi misses 2-pt shot from 8 ft
9:34.0,,,40-36,,Offensive rebound by Team
9:34.0,,,40-36,,R. Gay enters the game for S. Curry
9:34.0,A. Davis enters the game for K. Perkins,,40-36,,
9:20.0,,,40-38,2,W. Cauley-Stein makes 2-pt shot from 4 ft
9:03.0,R. Anderson makes 2-pt shot from 17 ft,2,42-38,,
8:48.0,,,42-38,,Offensive foul by K. Koufos
8:48.0,,,42-38,,Turnover by K. Koufos (offensive foul)
8:48.0,Official timeout,,42-38,,
8:31.0,Shooting foul by W. Cauley-Stein (drawn by A. Davis),,42-38,,
8:31.0,A. Davis makes free throw 1 of 2,1,43-38,,
8:31.0,A. Davis makes free throw 2 of 2,1,44-38,,
8:16.0,,,44-38,,Shooting foul by A. Gee (drawn by R. Gay)
8:16.0,,,44-38,,R. Gay misses free throw 1 of 2
8:16.0,,,44-38,,Offensive rebound by Team
8:16.0,,,44-39,1,R. Gay makes free throw 2 of 2
8:05.0,R. Anderson misses 3-pt shot from 24 ft,,44-39,,
8:04.0,,,44-39,,Defensive rebound by O. Casspi
7:42.0,,,44-39,,R. Gay misses 2-pt shot from 17 ft
7:40.0,Defensive rebound by Team,,44-39,,
7:30.0,R. Anderson misses 2-pt shot from 15 ft,,44-39,,
7:29.0,,,44-39,,Defensive rebound by O. Casspi
7:25.0,,,44-39,,Shooting foul by A. Davis (drawn by D. Collison)
7:25.0,,,44-40,1,D. Collison makes free throw 1 of 2
7:25.0,K. Perkins enters the game for A. Davis,,44-40,,
7:25.0,,,44-40,,D. Cousins enters the game for K. Koufos
7:25.0,,,44-41,1,D. Collison makes free throw 2 of 2
7:09.0,R. Anderson misses 2-pt shot from 17 ft,,44-41,,
7:09.0,Offensive rebound by Team,,44-41,,
7:08.0,Shooting foul by D. Collison (drawn by T. Frazier),,44-41,,
7:08.0,T. Frazier makes free throw 1 of 2,1,45-41,,
7:08.0,,,45-41,,J. Anderson enters the game for D. Collison
7:08.0,,,45-41,,S. Curry enters the game for O. Casspi
7:08.0,T. Frazier makes free throw 2 of 2,1,46-41,,
6:43.0,,,46-41,,D. Cousins misses 2-pt shot from 15 ft
6:42.0,Defensive rebound by K. Perkins,,46-41,,
6:34.0,L. Babbitt makes 3-pt shot from 24 ft (assist by A. Gee),3,49-41,,
6:16.0,,,49-41,,J. Anderson misses 3-pt shot from 25 ft
6:15.0,Defensive rebound by K. Perkins,,49-41,,
6:14.0,Turnover by K. Perkins (lost ball; steal by D. Cousins),,49-41,,
6:07.0,,,49-43,2,D. Cousins makes 2-pt shot from 8 ft
5:42.0,R. Anderson makes 2-pt shot from 21 ft (assist by T. Frazier),2,51-43,,
5:24.0,,,51-43,,Turnover by R. Gay (lost ball; steal by A. Gee)
5:16.0,A. Gee makes 3-pt shot from 22 ft (assist by T. Frazier),3,54-43,,
5:16.0,,,54-43,,Sacramento full timeout
5:16.0,T. Douglas enters the game for T. Frazier,,54-43,,
5:16.0,,,54-43,,O. Casspi enters the game for W. Cauley-Stein
5:03.0,,,54-45,2,D. Cousins makes 2-pt shot from 19 ft (assist by S. Curry)
4:47.0,Shooting foul by D. Cousins (drawn by R. Anderson),,54-45,,
4:47.0,R. Anderson makes free throw 1 of 2,1,55-45,,
4:47.0,J. Holiday enters the game for L. Babbitt,,55-45,,
4:47.0,R. Anderson makes free throw 2 of 2,1,56-45,,
4:29.0,,,56-45,,D. Cousins misses 2-pt shot from 8 ft
4:28.0,Defensive rebound by A. Gee,,56-45,,
4:13.0,R. Anderson makes 2-pt shot from 17 ft,2,58-45,,
3:55.0,,,58-45,,O. Casspi misses 2-pt shot from 9 ft
3:54.0,,,58-45,,Offensive rebound by R. Gay
3:54.0,,,58-45,,R. Gay misses 2-pt shot at rim
3:52.0,,,58-45,,Offensive rebound by J. Anderson
3:51.0,,,58-45,,O. Casspi misses 2-pt shot from 5 ft (block by A. Gee)
3:50.0,,,58-45,,Offensive rebound by R. Gay
3:47.0,,,58-48,3,J. Anderson makes 3-pt shot from 25 ft (assist by R. Gay)
3:24.0,R. Anderson makes 3-pt shot from 25 ft,3,61-48,,
3:06.0,,,61-50,2,O. Casspi makes 2-pt shot from 2 ft
2:55.0,J. Holiday makes 2-pt shot from 8 ft,2,63-50,,
2:43.0,,,63-50,,D. Cousins misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by T. Douglas,,63-50,,
2:23.0,R. Anderson makes 2-pt shot from 16 ft,2,65-50,,
2:04.0,,,65-50,,Turnover by J. Anderson (lost ball)
2:04.0,New Orleans full timeout,,65-50,,
2:04.0,,,65-50,,D. Collison enters the game for J. Anderson
2:02.0,Violation by Team (jump ball),,65-50,,
1:47.0,Turnover by R. Anderson (lost ball; steal by R. Gay),,65-50,,
1:43.0,,,65-50,,Offensive charge foul by D. Cousins
1:43.0,,,65-50,,Turnover by D. Cousins (offensive foul)
1:34.0,T. Douglas makes 2-pt shot from 7 ft (assist by J. Holiday),2,67-50,,
1:24.0,,,67-50,,Turnover by R. Gay (lost ball; steal by T. Douglas)
1:23.0,,,67-50,,Personal foul by R. Gay
1:13.0,R. Anderson makes 2-pt shot from 18 ft (assist by T. Douglas),2,69-50,,
0:53.0,,,69-50,,O. Casspi misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by K. Perkins,,69-50,,
0:36.0,K. Perkins makes 2-pt shot from 3 ft (assist by R. Anderson),2,71-50,,
0:30.0,,,71-50,,D. Collison misses 2-pt shot from 11 ft
0:29.0,Defensive rebound by K. Perkins,,71-50,,
0:23.0,R. Anderson makes 3-pt shot from 25 ft (assist by A. Gee),3,74-50,,
0:04.0,,,74-53,3,D. Collison makes 3-pt shot from 25 ft (assist by S. Curry)
0:02.0,Turnover by J. Holiday (lost ball; steal by O. Casspi),,74-53,,
0:00.0,,,74-53,,D. Collison misses 2-pt shot from 23 ft
0:00.0,,,74-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Personal foul by T. Douglas,,74-53,,
11:42.0,,,74-53,,R. Gay misses 2-pt shot from 16 ft
11:41.0,Defensive rebound by A. Davis,,74-53,,
11:26.0,Turnover by J. Holiday (lost ball; steal by J. Anderson),,74-53,,
11:09.0,,,74-55,2,J. Anderson makes 2-pt shot from 3 ft (assist by R. Gay)
10:55.0,J. Holiday misses 2-pt shot from 17 ft,,74-55,,
10:53.0,,,74-55,,Defensive rebound by Q. Acy
10:46.0,,,74-57,2,D. Collison makes 2-pt shot from 19 ft
10:25.0,D. Cunningham misses 2-pt shot from 22 ft,,74-57,,
10:25.0,,,74-57,,Defensive rebound by D. Cousins
10:17.0,,,74-59,2,D. Collison makes 2-pt shot from 3 ft
10:17.0,New Orleans full timeout,,74-59,,
10:03.0,A. Davis misses 2-pt shot from 20 ft,,74-59,,
10:03.0,,,74-59,,Defensive rebound by D. Cousins
9:51.0,,,74-61,2,D. Cousins makes 2-pt shot from 3 ft (assist by D. Collison)
9:42.0,Turnover by J. Holiday (lost ball; steal by D. Cousins),,74-61,,
9:36.0,,,74-63,2,D. Collison makes 2-pt shot from 3 ft
9:22.0,Shooting foul by Q. Acy (drawn by J. Holiday),,74-63,,
9:22.0,J. Holiday makes free throw 1 of 2,1,75-63,,
9:22.0,R. Anderson enters the game for D. Cunningham,,75-63,,
9:22.0,J. Holiday makes free throw 2 of 2,1,76-63,,
9:09.0,,,76-63,,R. Gay misses 2-pt shot from 17 ft
9:08.0,Defensive rebound by A. Davis,,76-63,,
8:56.0,A. Davis makes 2-pt shot from 18 ft (assist by T. Douglas),2,78-63,,
8:44.0,Personal foul by A. Davis,,78-63,,
8:37.0,,,78-65,2,R. Gay makes 2-pt shot from 3 ft
8:15.0,J. Holiday makes 2-pt shot from 19 ft,2,80-65,,
8:07.0,,,80-65,,Shooting foul by T. Douglas (drawn by D. Collison)
8:07.0,,,80-66,1,D. Collison makes free throw 1 of 2
8:07.0,,,80-67,1,D. Collison makes free throw 2 of 2
8:04.0,,,80-67,,Personal foul by D. Collison
7:51.0,A. Davis makes 3-pt shot from 24 ft (assist by R. Anderson),3,83-67,,
7:35.0,,,83-67,,R. Gay misses 2-pt shot from 20 ft
7:33.0,Defensive rebound by T. Douglas,,83-67,,
7:24.0,T. Douglas misses 2-pt shot from 4 ft,,83-67,,
7:22.0,Offensive rebound by A. Davis,,83-67,,
7:22.0,A. Davis misses 2-pt shot from 1 ft,,83-67,,
7:19.0,,,83-67,,Defensive rebound by D. Cousins
7:15.0,,,83-69,2,R. Gay makes 2-pt shot from 3 ft (assist by D. Collison)
7:15.0,,,83-69,,Shooting foul by O. Asik (drawn by R. Gay)
7:15.0,,,83-69,,S. Curry enters the game for D. Collison
7:15.0,,,83-70,1,R. Gay makes free throw 1 of 1
6:58.0,R. Anderson misses 2-pt shot from 19 ft,,83-70,,
6:58.0,,,83-70,,Defensive rebound by J. Anderson
6:46.0,,,83-70,,J. Anderson misses 2-pt shot from 10 ft
6:46.0,Defensive rebound by Team,,83-70,,
6:46.0,,,83-70,,Loose ball foul by J. Anderson
6:27.0,J. Holiday makes 2-pt shot from 11 ft,2,85-70,,
6:08.0,,,85-70,,Turnover by D. Cousins (lost ball; steal by O. Asik)
6:00.0,T. Douglas makes 3-pt shot from 24 ft (assist by R. Anderson),3,88-70,,
6:00.0,,,88-70,,Sacramento full timeout
5:46.0,,,88-70,,D. Cousins misses 2-pt shot from 3 ft
5:45.0,Defensive rebound by O. Asik,,88-70,,
5:37.0,T. Douglas misses 2-pt shot from 7 ft,,88-70,,
5:36.0,,,88-70,,Defensive rebound by D. Cousins
5:29.0,,,88-72,2,Q. Acy makes 2-pt shot at rim (assist by D. Cousins)
5:12.0,R. Anderson misses 2-pt shot from 3 ft (block by D. Cousins),,88-72,,
5:11.0,,,88-72,,Defensive rebound by D. Cousins
5:08.0,,,88-72,,Turnover by D. Cousins (bad pass)
4:54.0,J. Holiday makes 2-pt shot from 18 ft,2,90-72,,
4:38.0,,,90-74,2,D. Cousins makes 2-pt shot from 17 ft (assist by J. Anderson)
4:12.0,A. Davis misses 3-pt shot from 25 ft,,90-74,,
4:11.0,,,90-74,,Defensive rebound by D. Cousins
4:04.0,,,90-74,,Turnover by D. Cousins (lost ball; steal by A. Davis)
3:56.0,T. Douglas makes 3-pt shot from 25 ft,3,93-74,,
3:39.0,,,93-74,,S. Curry misses 2-pt shot from 17 ft (block by T. Douglas)
3:37.0,Defensive rebound by R. Anderson,,93-74,,
3:26.0,Shooting foul by Q. Acy (drawn by O. Asik),,93-74,,
3:26.0,O. Asik makes free throw 1 of 2,1,94-74,,
3:26.0,,,94-74,,D. Collison enters the game for J. Anderson
3:26.0,,,94-74,,O. Casspi enters the game for Q. Acy
3:26.0,T. Frazier enters the game for T. Douglas,,94-74,,
3:26.0,O. Asik misses free throw 2 of 2,,94-74,,
3:24.0,,,94-74,,Defensive rebound by R. Gay
3:10.0,,,94-74,,D. Collison misses 2-pt shot from 20 ft
3:09.0,Defensive rebound by O. Asik,,94-74,,
2:47.0,R. Anderson misses 2-pt shot from 3 ft,,94-74,,
2:46.0,,,94-74,,Defensive rebound by R. Gay
2:31.0,Shooting block foul by R. Anderson (drawn by D. Cousins),,94-74,,
2:31.0,,,94-75,1,D. Cousins makes free throw 1 of 2
2:31.0,K. Perkins enters the game for O. Asik,,94-75,,
2:31.0,,,94-76,1,D. Cousins makes free throw 2 of 2
2:19.0,T. Frazier makes 2-pt shot from 12 ft,2,96-76,,
2:09.0,,,96-76,,Offensive foul by O. Casspi
2:09.0,,,96-76,,Turnover by O. Casspi (offensive foul)
2:09.0,,,96-76,,C. Butler enters the game for R. Gay
1:50.0,J. Holiday misses 3-pt shot from 25 ft,,96-76,,
1:49.0,Offensive rebound by R. Anderson,,96-76,,
1:49.0,R. Anderson misses 2-pt shot from 2 ft,,96-76,,
1:48.0,,,96-76,,Defensive rebound by Team
1:48.0,Loose ball foul by R. Anderson,,96-76,,
1:48.0,,,96-77,1,C. Butler makes free throw 1 of 2
1:48.0,,,96-78,1,C. Butler makes free throw 2 of 2
1:35.0,J. Holiday misses 2-pt shot from 2 ft,,96-78,,
1:34.0,,,96-78,,Defensive rebound by D. Cousins
1:34.0,Personal foul by J. Holiday,,96-78,,
1:34.0,,,96-79,1,D. Cousins makes free throw 1 of 2
1:34.0,,,96-80,1,D. Cousins makes free throw 2 of 2
1:18.0,Turnover by A. Davis (lost ball; steal by C. Butler),,96-80,,
1:10.0,,,96-83,3,D. Collison makes 3-pt shot from 25 ft (assist by O. Casspi)
0:50.0,K. Perkins misses 2-pt shot from 10 ft,,96-83,,
0:50.0,,,96-83,,Defensive rebound by O. Casspi
0:40.0,,,96-83,,O. Casspi misses 2-pt shot from 8 ft
0:39.0,,,96-83,,Offensive rebound by D. Cousins
0:39.0,,,96-83,,D. Cousins misses 2-pt shot from 2 ft
0:38.0,Defensive rebound by A. Davis,,96-83,,
0:27.0,Shooting foul by C. Butler (drawn by A. Davis),,96-83,,
0:27.0,A. Davis makes free throw 1 of 2,1,97-83,,
0:27.0,A. Gee enters the game for J. Holiday,,97-83,,
0:27.0,D. Cunningham enters the game for R. Anderson,,97-83,,
0:27.0,A. Davis makes free throw 2 of 2,1,98-83,,
0:06.0,,,98-83,,D. Cousins misses 2-pt shot from 5 ft
0:05.0,Defensive rebound by K. Perkins,,98-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,A. Davis misses 3-pt shot from 25 ft,,98-83,,
11:48.0,,,98-83,,Defensive rebound by O. Casspi
11:29.0,,,98-83,,D. Collison misses 2-pt shot from 21 ft
11:28.0,Defensive rebound by T. Frazier,,98-83,,
11:15.0,A. Davis makes 2-pt shot from 8 ft,2,100-83,,
11:00.0,,,100-83,,O. Casspi misses 2-pt shot from 7 ft
10:59.0,,,100-83,,Offensive rebound by Team
10:59.0,L. Babbitt enters the game for K. Perkins,,100-83,,
10:47.0,,,100-83,,S. Curry misses 2-pt shot from 4 ft (block by A. Davis)
10:46.0,,,100-83,,Offensive rebound by W. Cauley-Stein
10:45.0,,,100-83,,W. Cauley-Stein misses 2-pt shot from 5 ft (block by A. Davis)
10:44.0,Defensive rebound by A. Davis,,100-83,,
10:36.0,Shooting foul by C. Butler (drawn by A. Davis),,100-83,,
10:36.0,A. Davis misses free throw 1 of 2,,100-83,,
10:36.0,Offensive rebound by Team,,100-83,,
10:36.0,A. Davis makes free throw 2 of 2,1,101-83,,
10:27.0,,,101-85,2,D. Collison makes 2-pt shot from 2 ft
10:16.0,A. Gee makes 2-pt shot at rim (assist by T. Frazier),2,103-85,,
10:03.0,,,103-87,2,O. Casspi makes 2-pt shot at rim (assist by C. Butler)
9:49.0,A. Davis makes 2-pt shot from 18 ft,2,105-87,,
9:33.0,,,105-87,,S. Curry misses 3-pt shot from 25 ft
9:32.0,Defensive rebound by T. Frazier,,105-87,,
9:26.0,A. Davis misses 2-pt shot at rim,,105-87,,
9:25.0,,,105-87,,Defensive rebound by S. Curry
9:14.0,,,105-87,,D. Collison misses 2-pt shot from 1 ft
9:12.0,Defensive rebound by L. Babbitt,,105-87,,
8:59.0,T. Frazier makes 2-pt shot from 2 ft,2,107-87,,
8:59.0,,,107-87,,Sacramento full timeout
8:59.0,,,107-87,,J. Anderson enters the game for C. Butler
8:36.0,,,107-87,,O. Casspi misses 3-pt shot from 25 ft
8:35.0,Defensive rebound by A. Davis,,107-87,,
8:26.0,A. Davis misses 2-pt shot from 21 ft,,107-87,,
8:25.0,,,107-87,,Defensive rebound by O. Casspi
8:04.0,,,107-89,2,J. Anderson makes 2-pt shot from 3 ft (assist by D. Collison)
7:48.0,D. Cunningham misses 3-pt shot from 23 ft,,107-89,,
7:48.0,,,107-89,,Defensive rebound by W. Cauley-Stein
7:31.0,,,107-89,,D. Collison misses 2-pt shot from 3 ft
7:29.0,,,107-89,,Offensive rebound by W. Cauley-Stein
7:29.0,,,107-89,,W. Cauley-Stein misses 2-pt shot at rim
7:28.0,Defensive rebound by A. Davis,,107-89,,
7:20.0,A. Davis misses 2-pt shot from 4 ft,,107-89,,
7:18.0,Offensive rebound by A. Davis,,107-89,,
7:18.0,A. Davis makes 2-pt shot from 2 ft,2,109-89,,
7:07.0,,,109-89,,Turnover by S. Curry (lost ball; steal by T. Frazier)
7:00.0,D. Cunningham makes 2-pt shot from 1 ft (assist by A. Davis),2,111-89,,
7:00.0,,,111-89,,Sacramento full timeout
7:00.0,K. Perkins enters the game for A. Davis,,111-89,,
7:00.0,R. Anderson enters the game for L. Babbitt,,111-89,,
7:00.0,,,111-89,,R. Gay enters the game for W. Cauley-Stein
7:00.0,,,111-89,,D. Cousins enters the game for O. Casspi
6:40.0,,,111-89,,D. Cousins misses 2-pt shot from 18 ft
6:39.0,Defensive rebound by R. Anderson,,111-89,,
6:20.0,T. Frazier makes 2-pt shot from 21 ft,2,113-89,,
5:58.0,,,113-89,,D. Cousins misses 2-pt shot from 18 ft
5:58.0,Defensive rebound by A. Gee,,113-89,,
5:34.0,T. Frazier makes 2-pt shot from 9 ft,2,115-89,,
5:19.0,,,115-89,,R. Gay misses 2-pt shot from 21 ft
5:18.0,Defensive rebound by K. Perkins,,115-89,,
5:13.0,A. Gee misses 2-pt shot from 1 ft,,115-89,,
5:12.0,,,115-89,,Defensive rebound by R. Gay
5:05.0,,,115-89,,Shooting foul by A. Gee (drawn by R. Gay)
5:05.0,,,115-90,1,R. Gay makes free throw 1 of 2
5:05.0,,,115-90,,Q. Acy enters the game for S. Curry
5:05.0,,,115-91,1,R. Gay makes free throw 2 of 2
4:51.0,R. Anderson misses 2-pt shot from 4 ft (block by D. Cousins),,115-91,,
4:50.0,Offensive rebound by Team,,115-91,,
4:45.0,R. Anderson makes 3-pt shot from 23 ft,3,118-91,,
4:31.0,,,118-93,2,D. Collison makes 2-pt shot from 10 ft
4:21.0,,,118-93,,Personal foul by Q. Acy
4:21.0,,,118-93,,W. Cauley-Stein enters the game for R. Gay
4:21.0,,,118-93,,C. Butler enters the game for D. Cousins
4:21.0,,,118-93,,O. Casspi enters the game for D. Collison
4:16.0,T. Frazier misses 3-pt shot from 24 ft,,118-93,,
4:16.0,,,118-93,,Defensive rebound by W. Cauley-Stein
4:10.0,Personal foul by T. Frazier,,118-93,,
4:10.0,,,118-93,,S. Curry enters the game for J. Anderson
3:55.0,,,118-95,2,Q. Acy makes 2-pt shot from 16 ft (assist by S. Curry)
3:40.0,Turnover by A. Gee (lost ball),,118-95,,
3:23.0,,,118-98,3,O. Casspi makes 3-pt shot from 24 ft
3:05.0,R. Anderson makes 3-pt shot from 23 ft (assist by T. Frazier),3,121-98,,
2:45.0,,,121-101,3,S. Curry makes 3-pt shot from 24 ft (assist by C. Butler)
2:21.0,R. Anderson misses 2-pt shot from 10 ft,,121-101,,
2:20.0,,,121-101,,Defensive rebound by S. Curry
2:14.0,,,121-101,,S. Curry misses 3-pt shot from 25 ft
2:14.0,,,121-101,,Offensive rebound by C. Butler
2:10.0,,,121-103,2,C. Butler makes 2-pt shot from 17 ft
1:47.0,K. Perkins misses 2-pt shot from 2 ft,,121-103,,
1:47.0,Offensive rebound by R. Anderson,,121-103,,
1:47.0,R. Anderson makes 2-pt shot from 2 ft,2,123-103,,
1:38.0,,,123-103,,C. Butler misses 2-pt shot from 18 ft
1:37.0,,,123-103,,Offensive rebound by W. Cauley-Stein
1:36.0,,,123-105,2,O. Casspi makes 2-pt shot from 3 ft (assist by W. Cauley-Stein)
1:31.0,New Orleans full timeout,,123-105,,
1:31.0,Official timeout,,123-105,,
1:31.0,O. Johnson enters the game for D. Cunningham,,123-105,,
1:31.0,L. Babbitt enters the game for K. Perkins,,123-105,,
1:31.0,,,123-105,,J. Anderson enters the game for O. Casspi
1:24.0,Turnover by O. Johnson (lost ball; steal by Q. Acy),,123-105,,
1:23.0,Clear path foul by O. Johnson,,123-105,,
1:23.0,,,123-106,1,Q. Acy makes clear path free throw 1 of 2
1:23.0,,,123-106,,Q. Acy misses clear path free throw 2 of 2
1:23.0,,,123-106,,Offensive rebound by Team
1:08.0,,,123-106,,W. Cauley-Stein misses 2-pt shot from 7 ft
1:07.0,Defensive rebound by A. Gee,,123-106,,
0:46.0,T. Frazier misses 2-pt shot from 11 ft,,123-106,,
0:45.0,,,123-106,,Defensive rebound by J. Anderson
0:34.0,,,123-106,,C. Butler misses 3-pt shot from 23 ft
0:33.0,Defensive rebound by O. Johnson,,123-106,,
0:16.0,R. Anderson misses 2-pt shot from 5 ft,,123-106,,
0:15.0,,,123-106,,Defensive rebound by W. Cauley-Stein
0:05.0,,,123-108,2,S. Curry makes 2-pt shot from 3 ft (assist by W. Cauley-Stein)
