time,Sacramento,pts.away,score,pts.home,New Orleans
11:16.0,Turnover by Q. Acy (lost ball; steal by A. Gee),,53-66,,
11:15.0,Personal foul by R. Rondo (drawn by N. Cole),,53-66,,
11:03.0,,,53-66,,N. Cole misses 2-pt shot from 17 ft
11:02.0,Defensive rebound by O. Casspi,,53-66,,
10:55.0,Shooting foul by O. Asik (drawn by D. Cousins),,53-66,,
10:55.0,D. Cousins makes free throw 1 of 2,1,54-66,,
10:55.0,D. Cousins makes free throw 2 of 2,1,55-66,,
10:34.0,,,55-66,,Shooting foul by O. Casspi (drawn by B. Dejean-Jones)
10:34.0,,,55-66,,B. Dejean-Jones misses free throw 1 of 2
10:34.0,,,55-66,,Offensive rebound by Team
10:34.0,,,55-66,,B. Dejean-Jones misses free throw 2 of 2
10:33.0,Defensive rebound by R. Rondo,,55-66,,
10:20.0,D. Cousins makes 2-pt shot from 1 ft (assist by R. Rondo),2,57-66,,
10:01.0,,,57-66,,Offensive charge foul by R. Anderson
10:01.0,,,57-66,,Turnover by R. Anderson (offensive foul)
9:44.0,B. McLemore misses 2-pt shot from 16 ft,,57-66,,
9:43.0,,,57-66,,Defensive rebound by O. Asik
9:32.0,Personal foul by Q. Acy (drawn by R. Anderson),,57-66,,
9:26.0,,,57-66,,R. Anderson misses 2-pt shot from 2 ft
9:24.0,Defensive rebound by D. Cousins,,57-66,,
9:14.0,R. Rondo makes 2-pt shot from 2 ft,2,59-66,,
8:59.0,,,59-68,2,N. Cole makes 2-pt shot from 18 ft
8:43.0,D. Cousins misses 2-pt shot from 21 ft,,59-68,,
8:42.0,,,59-68,,Defensive rebound by Team
8:30.0,,,59-70,2,N. Cole makes 2-pt shot at rim
8:18.0,B. McLemore makes 2-pt shot from 2 ft,2,61-70,,
8:14.0,,,61-70,,N. Cole misses 2-pt shot at rim
8:12.0,Defensive rebound by O. Casspi,,61-70,,
8:00.0,R. Rondo makes 2-pt shot from 17 ft,2,63-70,,
7:42.0,,,63-72,2,N. Cole makes 2-pt shot from 1 ft
7:30.0,Turnover by R. Rondo (lost ball; steal by B. Dejean-Jones),,63-72,,
7:24.0,,,63-72,,A. Gee misses 3-pt shot from 24 ft
7:24.0,Defensive rebound by D. Cousins,,63-72,,
7:20.0,Turnover by D. Cousins (bad pass; steal by A. Gee),,63-72,,
7:15.0,,,63-72,,N. Cole misses 2-pt shot from 3 ft
7:13.0,Defensive rebound by Q. Acy,,63-72,,
7:10.0,O. Casspi misses 2-pt shot from 1 ft (block by B. Dejean-Jones),,63-72,,
7:09.0,Offensive rebound by B. McLemore,,63-72,,
7:07.0,O. Casspi misses 2-pt shot from 6 ft,,63-72,,
7:06.0,,,63-72,,Defensive rebound by R. Anderson
7:00.0,,,63-72,,R. Anderson misses 3-pt shot from 24 ft
6:57.0,,,63-72,,Offensive rebound by O. Asik
6:56.0,,,63-72,,O. Asik misses 2-pt shot from 1 ft (block by D. Cousins)
6:55.0,Defensive rebound by D. Cousins,,63-72,,
6:49.0,Q. Acy misses 2-pt shot from 1 ft,,63-72,,
6:47.0,,,63-72,,Defensive rebound by O. Asik
6:42.0,,,63-72,,New Orleans full timeout
6:42.0,,,63-72,,A. Ajinca enters the game for O. Asik
6:42.0,,,63-72,,J. Holiday enters the game for N. Cole
6:42.0,W. Cauley-Stein enters the game for O. Casspi,,63-72,,
6:42.0,J. Anderson enters the game for Q. Acy,,63-72,,
6:34.0,,,63-72,,Shooting foul by B. McLemore (drawn by J. Holiday)
6:34.0,,,63-73,1,J. Holiday makes free throw 1 of 2
6:34.0,,,63-74,1,J. Holiday makes free throw 2 of 2
6:15.0,B. McLemore makes 2-pt shot from 1 ft,2,65-74,,
5:59.0,,,65-74,,A. Ajinca misses 2-pt shot from 1 ft
5:57.0,,,65-74,,Offensive rebound by R. Anderson
5:57.0,,,65-76,2,R. Anderson makes 2-pt shot from 1 ft
5:45.0,,,65-76,,Personal foul by A. Ajinca (drawn by D. Cousins)
5:35.0,B. McLemore misses 3-pt shot from 24 ft,,65-76,,
5:35.0,,,65-76,,Defensive rebound by A. Ajinca
5:27.0,,,65-76,,B. Dejean-Jones misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by J. Anderson,,65-76,,
5:16.0,B. McLemore misses 3-pt shot from 24 ft,,65-76,,
5:16.0,,,65-76,,Defensive rebound by J. Holiday
5:13.0,,,65-76,,Shooting foul by R. Rondo (drawn by A. Gee)
5:13.0,,,65-77,1,A. Gee makes free throw 1 of 2
5:13.0,,,65-78,1,A. Gee makes free throw 2 of 2
4:55.0,W. Cauley-Stein makes 2-pt shot at rim (assist by D. Cousins),2,67-78,,
4:46.0,,,67-78,,Offensive foul by A. Ajinca
4:46.0,,,67-78,,Turnover by A. Ajinca (offensive foul)
4:34.0,J. Anderson makes 3-pt shot from 25 ft (assist by W. Cauley-Stein),3,70-78,,
4:21.0,,,70-80,2,J. Holiday makes 2-pt shot from 1 ft
4:15.0,Shooting foul by A. Gee (drawn by B. McLemore),,70-80,,
4:15.0,B. McLemore makes free throw 1 of 2,1,71-80,,
4:15.0,B. McLemore makes free throw 2 of 2,1,72-80,,
3:58.0,,,72-80,,B. Dejean-Jones misses 2-pt shot from 11 ft
3:58.0,Defensive rebound by D. Cousins,,72-80,,
3:53.0,R. Rondo makes 2-pt shot from 2 ft,2,74-80,,
3:38.0,,,74-80,,B. Dejean-Jones misses 3-pt shot from 23 ft
3:36.0,Defensive rebound by R. Rondo,,74-80,,
3:33.0,Shooting foul by J. Holiday (drawn by R. Rondo),,74-80,,
3:33.0,R. Rondo misses free throw 1 of 2,,74-80,,
3:33.0,Offensive rebound by Team,,74-80,,
3:33.0,,,74-80,,N. Cole enters the game for B. Dejean-Jones
3:33.0,M. Belinelli enters the game for B. McLemore,,74-80,,
3:33.0,R. Rondo makes free throw 2 of 2,1,75-80,,
3:13.0,,,75-80,,N. Cole misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by D. Cousins,,75-80,,
3:03.0,D. Cousins misses 2-pt shot from 2 ft,,75-80,,
3:03.0,,,75-80,,Defensive rebound by A. Ajinca
2:51.0,,,75-82,2,A. Gee makes 2-pt shot at rim (assist by J. Holiday)
2:32.0,J. Anderson makes 2-pt shot from 1 ft (assist by R. Rondo),2,77-82,,
2:20.0,,,77-82,,J. Holiday misses 3-pt shot from 25 ft
2:19.0,Defensive rebound by D. Cousins,,77-82,,
2:12.0,J. Anderson misses 3-pt shot from 25 ft,,77-82,,
2:11.0,,,77-82,,Defensive rebound by J. Holiday
2:05.0,,,77-85,3,R. Anderson makes 3-pt shot from 25 ft (assist by J. Holiday)
2:04.0,Sacramento full timeout,,77-85,,
1:51.0,Shooting foul by A. Gee (drawn by W. Cauley-Stein),,77-85,,
1:51.0,W. Cauley-Stein makes free throw 1 of 2,1,78-85,,
1:51.0,W. Cauley-Stein makes free throw 2 of 2,1,79-85,,
1:36.0,,,79-88,3,N. Cole makes 3-pt shot from 25 ft (assist by J. Holiday)
1:21.0,D. Collison enters the game for J. Anderson,,79-88,,
1:08.0,D. Collison misses 3-pt shot from 24 ft,,79-88,,
1:07.0,,,79-88,,Defensive rebound by A. Ajinca
1:00.0,,,79-89,1,J. Holiday makes free throw 1 of 2
1:00.0,Personal foul by D. Collison (drawn by J. Holiday),,79-89,,
1:00.0,,,79-90,1,J. Holiday makes free throw 2 of 2
0:36.0,Turnover by Team (shot clock),,79-90,,
0:36.0,K. Koufos enters the game for D. Cousins,,79-90,,
0:20.0,,,79-90,,R. Anderson misses 2-pt shot from 21 ft
0:19.0,Defensive rebound by M. Belinelli,,79-90,,
0:18.0,Turnover by M. Belinelli (lost ball; steal by A. Gee),,79-90,,
0:18.0,,,79-90,,Shooting foul by K. Koufos (drawn by A. Gee)
0:18.0,,,79-91,1,A. Gee makes free throw 1 of 2
0:18.0,D. Cousins enters the game for W. Cauley-Stein,,79-91,,
0:18.0,O. Casspi enters the game for K. Koufos,,79-91,,
0:18.0,,,79-92,1,A. Gee makes free throw 2 of 2
0:03.0,O. Casspi misses 3-pt shot from 24 ft,,79-92,,
0:02.0,,,79-92,,Defensive rebound by R. Anderson
0:00.0,,,79-92,,R. Anderson misses 3-pt shot from 72 ft
0:00.0,,,79-92,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,79-92,,Turnover by A. Ajinca (lost ball; steal by O. Casspi)
11:31.0,M. Belinelli misses 3-pt shot from 27 ft,,79-92,,
11:31.0,,,79-92,,Defensive rebound by R. Anderson
11:22.0,,,79-92,,J. Holiday misses 2-pt shot from 2 ft
11:21.0,,,79-92,,Offensive rebound by A. Ajinca
11:21.0,,,79-94,2,A. Ajinca makes 2-pt shot from 1 ft
11:06.0,D. Collison misses 2-pt shot from 23 ft,,79-94,,
11:06.0,,,79-94,,Defensive rebound by Team
11:06.0,Q. Acy enters the game for W. Cauley-Stein,,79-94,,
10:54.0,,,79-94,,J. Holiday misses 2-pt shot from 6 ft
10:54.0,,,79-94,,Offensive rebound by B. Dejean-Jones
10:46.0,,,79-94,,Shooting foul by K. Koufos (drawn by R. Anderson)
10:46.0,,,79-94,,R. Anderson misses free throw 1 of 2
10:46.0,,,79-94,,Offensive rebound by Team
10:46.0,,,79-95,1,R. Anderson makes free throw 2 of 2
10:36.0,Turnover by O. Casspi (bad pass; steal by B. Dejean-Jones),,79-95,,
10:33.0,,,79-95,,Shooting foul by O. Casspi (drawn by B. Dejean-Jones)
10:33.0,,,79-95,,B. Dejean-Jones misses free throw 1 of 2
10:33.0,,,79-95,,Offensive rebound by Team
10:33.0,,,79-95,,D. Cunningham enters the game for R. Anderson
10:33.0,,,79-95,,B. Dejean-Jones misses free throw 2 of 2
10:31.0,Defensive rebound by Q. Acy,,79-95,,
10:09.0,Q. Acy misses 3-pt shot from 23 ft,,79-95,,
10:07.0,,,79-95,,Defensive rebound by Team
9:57.0,Violation by Q. Acy (kicked ball),,79-95,,
9:57.0,D. Cousins enters the game for K. Koufos,,79-95,,
9:47.0,,,79-95,,A. Ajinca misses 2-pt shot from 5 ft
9:45.0,Defensive rebound by O. Casspi,,79-95,,
9:41.0,Turnover by D. Cousins (lost ball; steal by A. Ajinca),,79-95,,
9:36.0,,,79-97,2,N. Cole makes 2-pt shot from 1 ft (assist by A. Ajinca)
9:35.0,Sacramento full timeout,,79-97,,
9:35.0,R. Rondo enters the game for M. Belinelli,,79-97,,
9:10.0,D. Cousins makes 2-pt shot at rim (assist by R. Rondo),2,81-97,,
8:59.0,,,81-97,,J. Holiday misses 2-pt shot from 18 ft
8:58.0,Defensive rebound by O. Casspi,,81-97,,
8:49.0,D. Cousins misses 3-pt shot from 25 ft,,81-97,,
8:47.0,Offensive rebound by R. Rondo,,81-97,,
8:46.0,Shooting foul by A. Ajinca (drawn by D. Cousins),,81-97,,
8:46.0,D. Cousins misses free throw 1 of 2,,81-97,,
8:46.0,Offensive rebound by Team,,81-97,,
8:46.0,,,81-97,,O. Asik enters the game for A. Ajinca
8:46.0,D. Cousins makes free throw 2 of 2,1,82-97,,
8:27.0,,,82-99,2,N. Cole makes 2-pt shot from 17 ft
8:09.0,D. Collison misses 3-pt shot from 25 ft,,82-99,,
8:08.0,,,82-99,,Defensive rebound by B. Dejean-Jones
7:55.0,Personal foul by D. Collison (drawn by N. Cole),,82-99,,
7:55.0,B. McLemore enters the game for Q. Acy,,82-99,,
7:43.0,,,82-101,2,N. Cole makes 2-pt shot from 6 ft
7:29.0,B. McLemore makes 3-pt shot from 25 ft (assist by D. Cousins),3,85-101,,
7:14.0,,,85-101,,J. Holiday misses 2-pt shot from 4 ft
7:13.0,,,85-101,,Offensive rebound by J. Holiday
7:12.0,,,85-101,,J. Holiday misses 2-pt shot from 1 ft (block by D. Cousins)
7:10.0,,,85-101,,Offensive rebound by J. Holiday
7:07.0,,,85-101,,D. Cunningham misses 3-pt shot from 24 ft
