time,Denver,pts.away,score,pts.home,Houston
7:00.0,Turnover by N. Jokic (bad pass; steal by C. Capela),,35-31,,
6:56.0,,,35-31,,Turnover by C. Capela (bad pass; steal by K. Faried)
6:38.0,G. Harris misses 2-pt shot from 22 ft,,35-31,,
6:37.0,Offensive rebound by K. Faried,,35-31,,
6:23.0,D. Gallinari enters the game for N. Jokic,,35-31,,
6:23.0,,,35-31,,J. Harden enters the game for T. Ariza
6:23.0,,,35-31,,C. Brewer enters the game for T. Lawson
6:23.0,Jump ball: E. Mudiay vs. J. Terry (C. Capela gains possession),,,,Jump ball: E. Mudiay vs. J. Terry (C. Capela gains possession)
6:23.0,Turnover by E. Mudiay (lost ball; steal by J. Terry),,35-31,,
6:15.0,,,35-31,,Offensive charge foul by J. Harden
6:15.0,,,35-31,,Turnover by J. Harden (offensive foul)
6:15.0,,,35-31,,P. Beverley enters the game for J. Terry
6:15.0,J. Lauvergne enters the game for R. Foye,,35-31,,
5:54.0,K. Faried makes 2-pt shot from 13 ft (assist by G. Harris),2,37-31,,
5:40.0,,,37-31,,Shooting foul by K. Faried (drawn by C. Capela)
5:40.0,,,37-32,1,C. Capela makes free throw 1 of 2
5:40.0,,,37-32,,C. Capela misses free throw 2 of 2
5:39.0,,,37-32,,Offensive rebound by Team
5:21.0,,,37-34,2,P. Beverley makes 2-pt shot from 3 ft
5:00.0,D. Gallinari misses 2-pt shot from 16 ft,,37-34,,
4:59.0,,,37-34,,Defensive rebound by T. Jones
4:50.0,,,37-36,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
4:40.0,Denver full timeout,,37-36,,
4:27.0,E. Mudiay misses 2-pt shot from 9 ft,,37-36,,
4:26.0,,,37-36,,Defensive rebound by C. Brewer
4:26.0,Loose ball foul by K. Faried (drawn by C. Brewer),,37-36,,
4:11.0,,,37-36,,J. Harden misses 2-pt shot from 2 ft
4:09.0,,,37-36,,Offensive rebound by C. Capela
4:05.0,,,37-36,,P. Beverley misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by G. Harris,,37-36,,
3:59.0,K. Faried misses 2-pt shot from 2 ft (block by C. Capela),,37-36,,
3:57.0,,,37-36,,Defensive rebound by P. Beverley
3:52.0,,,37-36,,J. Harden misses 3-pt shot from 26 ft
3:52.0,Defensive rebound by E. Mudiay,,37-36,,
3:47.0,K. Faried makes 2-pt shot at rim (assist by G. Harris),2,39-36,,
3:46.0,,,39-36,,Houston full timeout
3:36.0,,,39-36,,C. Brewer misses 2-pt shot from 3 ft (block by D. Gallinari)
3:33.0,,,39-36,,Offensive rebound by T. Jones
3:17.0,,,39-36,,P. Beverley misses 3-pt shot from 24 ft
3:17.0,Defensive rebound by Team,,39-36,,
3:07.0,J. Lauvergne makes 3-pt shot from 25 ft (assist by D. Gallinari),3,42-36,,
2:45.0,,,42-38,2,T. Jones makes 2-pt shot from 3 ft
2:26.0,E. Mudiay makes 3-pt shot from 24 ft (assist by D. Gallinari),3,45-38,,
2:17.0,,,45-40,2,J. Harden makes 2-pt shot from 3 ft
2:17.0,,,45-40,,Shooting foul by G. Harris (drawn by J. Harden)
2:17.0,,,45-40,,T. Ariza enters the game for T. Jones
2:17.0,,,45-40,,M. Harrell enters the game for C. Capela
2:17.0,,,45-40,,T. Lawson enters the game for P. Beverley
2:17.0,,,45-41,1,J. Harden makes free throw 1 of 1
2:02.0,,,45-41,,Personal foul by C. Brewer (drawn by J. Lauvergne)
1:46.0,D. Gallinari makes 2-pt shot from 21 ft (assist by E. Mudiay),2,47-41,,
1:32.0,,,47-41,,J. Harden misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by J. Lauvergne,,47-41,,
1:21.0,Turnover by K. Faried (bad pass),,47-41,,
1:21.0,R. Foye enters the game for G. Harris,,47-41,,
1:21.0,W. Barton enters the game for J. Lauvergne,,47-41,,
1:09.0,,,47-44,3,J. Harden makes 3-pt shot from 24 ft (assist by T. Lawson)
0:53.0,R. Foye makes 3-pt shot from 24 ft (assist by E. Mudiay),3,50-44,,
0:48.0,,,50-46,2,T. Lawson makes 2-pt shot from 2 ft
0:25.0,D. Gallinari makes 3-pt shot from 23 ft (assist by K. Faried),3,53-46,,
0:02.0,,,53-49,3,J. Harden makes 3-pt shot from 24 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,Turnover by E. Mudiay (bad pass; steal by J. Harden),,53-49,,
11:38.0,,,53-49,,Turnover by J. Harden (bad pass; steal by D. Gallinari)
11:34.0,Shooting foul by T. Ariza (drawn by K. Faried),,53-49,,
11:34.0,K. Faried misses free throw 1 of 2,,53-49,,
11:34.0,Offensive rebound by Team,,53-49,,
11:34.0,K. Faried misses free throw 2 of 2,,53-49,,
11:34.0,,,53-49,,Defensive rebound by T. Lawson
11:10.0,,,53-49,,Turnover by Team (shot clock)
10:53.0,D. Gallinari makes 2-pt shot at rim (assist by G. Harris),2,55-49,,
10:43.0,,,55-49,,T. Lawson misses 2-pt shot from 3 ft
10:42.0,,,55-49,,Offensive rebound by C. Capela
10:41.0,,,55-51,2,C. Capela makes 2-pt shot at rim
10:20.0,K. Faried makes 2-pt shot from 8 ft,2,57-51,,
10:08.0,,,57-51,,T. Jones misses 3-pt shot from 24 ft
10:07.0,Defensive rebound by J. Lauvergne,,57-51,,
9:51.0,,,57-51,,Personal foul by T. Ariza (drawn by K. Faried)
9:45.0,K. Faried makes 2-pt shot from 1 ft (assist by E. Mudiay),2,59-51,,
9:34.0,,,59-51,,T. Lawson misses 2-pt shot from 16 ft (block by G. Harris)
9:32.0,Defensive rebound by D. Gallinari,,59-51,,
9:26.0,D. Gallinari misses 3-pt shot from 25 ft,,59-51,,
9:25.0,,,59-51,,Defensive rebound by J. Harden
9:19.0,,,59-51,,Turnover by T. Lawson (bad pass; steal by G. Harris)
9:17.0,Turnover by G. Harris (bad pass),,59-51,,
9:17.0,,,59-51,,Houston full timeout
9:10.0,,,59-51,,Turnover by T. Ariza (step out of bounds)
8:57.0,G. Harris misses 2-pt shot from 19 ft,,59-51,,
8:57.0,,,59-51,,Defensive rebound by J. Harden
8:52.0,,,59-51,,Turnover by J. Harden (bad pass; steal by G. Harris)
8:50.0,,,59-51,,Personal foul by J. Harden (drawn by G. Harris)
8:29.0,J. Lauvergne misses 2-pt shot from 5 ft (block by C. Capela),,59-51,,
8:28.0,,,59-51,,Defensive rebound by J. Harden
8:26.0,Personal foul by G. Harris (drawn by J. Harden),,59-51,,
8:11.0,,,59-51,,T. Lawson misses 3-pt shot from 24 ft
8:10.0,Defensive rebound by G. Harris,,59-51,,
8:02.0,Turnover by E. Mudiay (bad pass; steal by T. Jones),,59-51,,
7:39.0,,,59-51,,J. Harden misses 2-pt shot from 5 ft
7:39.0,,,59-51,,Offensive rebound by T. Jones
7:39.0,,,59-53,2,T. Jones makes 2-pt shot from 1 ft
7:22.0,E. Mudiay makes 2-pt shot from 5 ft,2,61-53,,
7:12.0,,,61-53,,T. Jones misses 2-pt shot from 1 ft (block by J. Lauvergne)
7:10.0,Defensive rebound by G. Harris,,61-53,,
7:03.0,Turnover by E. Mudiay (traveling),,61-53,,
6:50.0,,,61-55,2,T. Jones makes 2-pt shot from 2 ft (assist by J. Harden)
6:50.0,Denver full timeout,,61-55,,
6:50.0,,,61-55,,M. Harrell enters the game for C. Capela
6:25.0,D. Gallinari misses 2-pt shot from 21 ft,,61-55,,
6:25.0,Offensive rebound by D. Gallinari,,61-55,,
6:22.0,D. Gallinari misses 3-pt shot from 24 ft,,61-55,,
6:21.0,,,61-55,,Defensive rebound by T. Jones
6:15.0,,,61-55,,J. Harden misses 3-pt shot from 24 ft
6:13.0,Defensive rebound by E. Mudiay,,61-55,,
6:04.0,Turnover by E. Mudiay (lost ball; steal by J. Harden),,61-55,,
5:58.0,,,61-57,2,J. Harden makes 2-pt shot from 1 ft
5:43.0,,,61-57,,Shooting block foul by M. Harrell (drawn by D. Gallinari)
5:43.0,D. Gallinari makes free throw 1 of 2,1,62-57,,
5:43.0,J. Nelson enters the game for E. Mudiay,,62-57,,
5:43.0,D. Gallinari makes free throw 2 of 2,1,63-57,,
5:27.0,,,63-59,2,T. Ariza makes 2-pt shot from 21 ft (assist by J. Harden)
5:11.0,Shooting foul by M. Harrell (drawn by J. Lauvergne),,63-59,,
5:11.0,J. Lauvergne makes free throw 1 of 2,1,64-59,,
5:11.0,,,64-59,,C. Brewer enters the game for M. Harrell
5:11.0,,,64-59,,P. Beverley enters the game for T. Lawson
5:11.0,J. Lauvergne makes free throw 2 of 2,1,65-59,,
4:52.0,Violation by J. Lauvergne (kicked ball),,65-59,,
4:46.0,,,65-59,,Shooting foul by K. Faried (drawn by J. Harden)
4:46.0,,,65-60,1,J. Harden makes free throw 1 of 2
4:46.0,W. Barton enters the game for J. Lauvergne,,65-60,,
4:46.0,,,65-61,1,J. Harden makes free throw 2 of 2
4:35.0,J. Nelson misses 3-pt shot from 24 ft,,65-61,,
4:34.0,Offensive rebound by K. Faried,,65-61,,
4:34.0,K. Faried misses 2-pt shot from 1 ft,,65-61,,
4:32.0,,,65-61,,Defensive rebound by C. Brewer
4:13.0,,,65-61,,T. Ariza misses 3-pt shot from 24 ft
4:13.0,,,65-61,,Offensive rebound by P. Beverley
4:13.0,Personal foul by J. Nelson (drawn by P. Beverley),,65-61,,
3:51.0,,,65-61,,P. Beverley misses 2-pt shot from 1 ft (block by K. Faried)
3:50.0,,,65-61,,Offensive rebound by T. Ariza
3:45.0,,,65-61,,C. Brewer misses 3-pt shot from 27 ft
3:44.0,,,65-61,,Offensive rebound by J. Harden
3:36.0,,,65-61,,J. Harden misses 3-pt shot from 24 ft
3:35.0,,,65-61,,Offensive rebound by T. Jones
3:31.0,,,65-61,,Turnover by T. Jones (bad pass)
3:16.0,J. Nelson misses 2-pt shot from 6 ft (block by T. Jones),,65-61,,
3:14.0,,,65-61,,Defensive rebound by C. Brewer
3:11.0,,,65-61,,C. Brewer misses 2-pt shot from 1 ft
3:09.0,,,65-61,,Offensive rebound by P. Beverley
3:04.0,,,65-61,,J. Harden misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by D. Gallinari,,65-61,,
2:46.0,D. Gallinari makes 2-pt shot at rim,2,67-61,,
2:33.0,Personal foul by G. Harris (drawn by J. Harden),,67-61,,
2:33.0,D. Arthur enters the game for K. Faried,,67-61,,
2:33.0,,,67-61,,C. Capela enters the game for T. Jones
2:33.0,R. Foye enters the game for G. Harris,,67-61,,
2:21.0,,,67-61,,Turnover by P. Beverley (bad pass; steal by R. Foye)
2:17.0,W. Barton makes 2-pt shot at rim (assist by R. Foye),2,69-61,,
1:59.0,,,69-61,,C. Capela misses 2-pt shot from 1 ft (block by D. Arthur)
1:57.0,Defensive rebound by J. Nelson,,69-61,,
1:53.0,W. Barton misses 2-pt shot from 3 ft (block by T. Ariza),,69-61,,
1:51.0,,,69-61,,Defensive rebound by C. Brewer
1:50.0,Personal foul by J. Nelson (drawn by J. Harden),,69-61,,
1:50.0,,,69-62,1,J. Harden makes free throw 1 of 2
1:50.0,,,69-62,,T. Lawson enters the game for T. Ariza
1:50.0,,,69-63,1,J. Harden makes free throw 2 of 2
1:38.0,D. Gallinari makes 3-pt shot from 25 ft (assist by J. Nelson),3,72-63,,
1:21.0,,,72-63,,Turnover by P. Beverley (bad pass; steal by R. Foye)
1:17.0,W. Barton makes 2-pt shot at rim (assist by R. Foye),2,74-63,,
0:51.0,,,74-63,,J. Harden misses 3-pt shot from 26 ft
0:50.0,Defensive rebound by J. Nelson,,74-63,,
0:39.0,W. Barton misses 2-pt shot from 11 ft,,74-63,,
0:39.0,,,74-63,,Defensive rebound by P. Beverley
0:31.0,,,74-63,,Turnover by T. Lawson (bad pass)
0:13.0,J. Nelson makes 2-pt shot from 1 ft,2,76-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,76-63,,C. Brewer misses 2-pt shot at rim
11:48.0,,,76-63,,Offensive rebound by C. Capela
11:48.0,,,76-65,2,C. Capela makes 2-pt shot at rim
11:37.0,D. Arthur misses 2-pt shot from 2 ft (block by C. Capela),,76-65,,
11:37.0,Offensive rebound by Team,,76-65,,
11:24.0,R. Foye misses 3-pt shot from 25 ft,,76-65,,
11:24.0,,,76-65,,Defensive rebound by P. Beverley
11:24.0,Personal foul by R. Foye (drawn by C. Brewer),,76-65,,
11:04.0,,,76-65,,T. Lawson misses 2-pt shot from 9 ft
11:04.0,,,76-65,,Offensive rebound by Team
11:04.0,Personal foul by J. Nelson (drawn by C. Capela),,76-65,,
10:53.0,,,76-65,,Turnover by P. Beverley (bad pass; steal by J. Nelson)
10:51.0,,,76-65,,Personal foul by P. Beverley (drawn by W. Barton)
10:35.0,R. Foye misses 3-pt shot from 23 ft,,76-65,,
10:35.0,,,76-65,,Defensive rebound by J. Terry
10:31.0,,,76-67,2,C. Brewer makes 2-pt shot at rim (assist by J. Terry)
10:31.0,Denver full timeout,,76-67,,
10:14.0,J. Nelson misses 3-pt shot from 27 ft,,76-67,,
10:14.0,,,76-67,,Defensive rebound by C. Brewer
10:06.0,,,76-67,,P. Beverley misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by R. Foye,,76-67,,
9:41.0,E. Mudiay makes 3-pt shot from 25 ft,3,79-67,,
9:22.0,,,79-70,3,C. Brewer makes 3-pt shot from 22 ft (assist by J. Terry)
9:07.0,W. Barton makes 2-pt shot at rim (assist by E. Mudiay),2,81-70,,
8:58.0,,,81-70,,C. Brewer misses 2-pt shot from 2 ft
8:58.0,Defensive rebound by W. Barton,,81-70,,
8:58.0,,,81-70,,Personal foul by C. Capela (drawn by W. Barton)
8:34.0,E. Mudiay makes 2-pt shot from 9 ft,2,83-70,,
8:24.0,,,83-70,,T. Lawson misses 2-pt shot from 2 ft
8:23.0,,,83-70,,Offensive rebound by C. Capela
8:23.0,,,83-72,2,C. Capela makes 2-pt shot at rim
8:02.0,E. Mudiay makes 2-pt shot from 18 ft,2,85-72,,
7:48.0,,,85-72,,P. Beverley misses 3-pt shot from 24 ft
7:47.0,Defensive rebound by D. Arthur,,85-72,,
7:32.0,Turnover by J. Nelson (bad pass; steal by C. Brewer),,85-72,,
7:29.0,Personal foul by J. Nelson (drawn by T. Lawson),,85-72,,
7:29.0,,,85-72,,J. Harden enters the game for C. Capela
7:29.0,,,85-72,,T. Ariza enters the game for P. Beverley
7:22.0,,,85-72,,Turnover by T. Ariza (traveling)
7:08.0,W. Barton misses 2-pt shot from 10 ft,,85-72,,
7:06.0,,,85-72,,Defensive rebound by J. Harden
7:00.0,,,85-72,,T. Ariza misses 3-pt shot from 24 ft
6:59.0,Defensive rebound by R. Foye,,85-72,,
6:42.0,R. Foye misses 3-pt shot from 22 ft,,85-72,,
6:42.0,,,85-72,,Defensive rebound by Team
6:42.0,D. Gallinari enters the game for W. Barton,,85-72,,
6:33.0,,,85-72,,Shooting foul by E. Mudiay (drawn by J. Harden)
6:33.0,,,85-73,1,J. Harden makes free throw 1 of 2
6:33.0,K. Faried enters the game for R. Foye,,85-73,,
6:33.0,G. Harris enters the game for D. Arthur,,85-73,,
6:33.0,,,85-74,1,J. Harden makes free throw 2 of 2
6:20.0,J. Nelson misses 2-pt shot from 3 ft,,85-74,,
6:18.0,,,85-74,,Defensive rebound by T. Lawson
6:11.0,,,85-74,,J. Harden misses 3-pt shot from 27 ft
6:09.0,Defensive rebound by K. Faried,,85-74,,
5:55.0,E. Mudiay misses 2-pt shot from 20 ft,,85-74,,
5:54.0,,,85-74,,Defensive rebound by C. Brewer
5:37.0,,,85-74,,C. Brewer misses 2-pt shot from 2 ft
5:36.0,Defensive rebound by G. Harris,,85-74,,
5:23.0,E. Mudiay misses 2-pt shot from 2 ft (block by J. Harden),,85-74,,
5:22.0,Offensive rebound by K. Faried,,85-74,,
5:21.0,K. Faried makes 2-pt shot from 2 ft,2,87-74,,
5:11.0,,,87-74,,Houston full timeout
5:11.0,,,87-74,,T. Jones enters the game for J. Terry
5:00.0,,,87-74,,T. Jones misses 2-pt shot from 2 ft (block by D. Gallinari)
4:59.0,Defensive rebound by Team,,87-74,,
4:59.0,,,87-74,,Loose ball foul by T. Jones (drawn by D. Gallinari)
4:37.0,Turnover by E. Mudiay (bad pass),,87-74,,
4:25.0,,,87-74,,C. Brewer misses 3-pt shot from 24 ft
4:24.0,Defensive rebound by E. Mudiay,,87-74,,
4:06.0,Shooting foul by C. Brewer (drawn by D. Gallinari),,87-74,,
4:06.0,D. Gallinari makes free throw 1 of 2,1,88-74,,
4:06.0,D. Gallinari makes free throw 2 of 2,1,89-74,,
3:59.0,Personal foul by E. Mudiay (drawn by T. Lawson),,89-74,,
3:59.0,,,89-74,,T. Lawson misses free throw 1 of 2
3:59.0,,,89-74,,Offensive rebound by Team
