time,Boston,pts.away,score,pts.home,Indiana
10:14.0,J. Jerebko makes 2-pt shot from 3 ft (assist by E. Turner),2,22-24,,
9:59.0,,,22-24,,Turnover by L. Allen (bad pass)
9:45.0,T. Zeller makes 2-pt shot from 7 ft (assist by A. Bradley),2,24-24,,
9:37.0,,,24-24,,Indiana full timeout
9:37.0,,,24-24,,P. George enters the game for R. Stuckey
9:35.0,,,24-24,,Turnover by S. Hill (lost ball; steal by A. Bradley)
9:27.0,A. Bradley misses 2-pt shot from 21 ft,,24-24,,
9:26.0,,,24-24,,Defensive rebound by P. George
9:14.0,Personal foul by E. Turner,,24-24,,
9:08.0,,,24-27,3,J. Young makes 3-pt shot from 24 ft
8:51.0,A. Bradley misses 2-pt shot from 19 ft,,24-27,,
8:50.0,,,24-27,,Defensive rebound by L. Allen
8:42.0,,,24-29,2,P. George makes 2-pt shot from 16 ft
8:21.0,J. Jerebko misses 2-pt shot from 17 ft,,24-29,,
8:18.0,,,24-29,,Defensive rebound by J. Young
8:18.0,Personal foul by T. Zeller,,24-29,,
8:18.0,J. Sullinger enters the game for T. Zeller,,24-29,,
8:18.0,C. Clarke enters the game for J. Jerebko,,24-29,,
8:04.0,,,24-29,,J. Hill misses 2-pt shot from 17 ft
8:04.0,Defensive rebound by T. Rozier,,24-29,,
7:50.0,A. Bradley makes 2-pt shot from 19 ft (assist by J. Sullinger),2,26-29,,
7:40.0,,,26-31,2,J. Young makes 2-pt shot from 19 ft
7:16.0,Shooting foul by L. Allen (drawn by J. Sullinger),,26-31,,
7:16.0,J. Sullinger makes free throw 1 of 2,1,27-31,,
7:16.0,I. Thomas enters the game for T. Rozier,,27-31,,
7:16.0,,,27-31,,G. Hill enters the game for J. Young
7:16.0,J. Sullinger misses free throw 2 of 2,,27-31,,
7:16.0,,,27-31,,Defensive rebound by P. George
7:00.0,,,27-33,2,J. Hill makes 2-pt shot from 3 ft (assist by P. George)
6:35.0,C. Clarke makes 3-pt shot from 23 ft (assist by A. Bradley),3,30-33,,
6:22.0,,,30-35,2,P. George makes 2-pt shot from 19 ft (assist by G. Hill)
5:59.0,Turnover by J. Sullinger (lost ball; steal by P. George),,30-35,,
5:53.0,,,30-37,2,G. Hill makes 2-pt shot from 2 ft
5:53.0,Boston full timeout,,30-37,,
5:28.0,C. Clarke misses 2-pt shot from 17 ft,,30-37,,
5:28.0,,,30-37,,Defensive rebound by G. Hill
5:10.0,,,30-37,,J. Hill misses 2-pt shot from 19 ft
5:08.0,Defensive rebound by C. Clarke,,30-37,,
5:02.0,C. Clarke misses 2-pt shot from 3 ft,,30-37,,
5:02.0,Offensive rebound by J. Sullinger,,30-37,,
5:02.0,Shooting foul by J. Hill (drawn by J. Sullinger),,30-37,,
5:02.0,J. Sullinger misses free throw 1 of 2,,30-37,,
5:02.0,Offensive rebound by Team,,30-37,,
5:02.0,,,30-37,,M. Turner enters the game for L. Allen
5:02.0,M. Smart enters the game for E. Turner,,30-37,,
5:02.0,A. Johnson enters the game for C. Clarke,,30-37,,
5:02.0,J. Sullinger makes free throw 2 of 2,1,31-37,,
4:35.0,,,31-39,2,M. Turner makes 2-pt shot from 19 ft (assist by P. George)
4:13.0,J. Sullinger makes 2-pt shot from 19 ft (assist by I. Thomas),2,33-39,,
3:51.0,,,33-41,2,P. George makes 2-pt shot from 18 ft
3:38.0,I. Thomas misses 2-pt shot from 11 ft,,33-41,,
3:38.0,,,33-41,,Defensive rebound by M. Turner
3:38.0,,,33-41,,M. Ellis enters the game for S. Hill
3:15.0,,,33-41,,P. George misses 2-pt shot from 12 ft
3:14.0,Defensive rebound by I. Thomas,,33-41,,
3:09.0,Turnover by A. Bradley (traveling),,33-41,,
2:55.0,,,33-41,,J. Hill misses 2-pt shot from 4 ft (block by I. Thomas)
2:54.0,Defensive rebound by A. Bradley,,33-41,,
2:49.0,I. Thomas misses 3-pt shot from 25 ft,,33-41,,
2:49.0,,,33-41,,Defensive rebound by Team
2:49.0,Official timeout,,33-41,,
2:49.0,,,33-41,,I. Mahinmi enters the game for J. Hill
2:33.0,,,33-43,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by M. Ellis)
2:18.0,M. Smart makes 2-pt shot from 12 ft,2,35-43,,
1:53.0,,,35-43,,P. George misses 2-pt shot from 5 ft
1:52.0,Defensive rebound by J. Sullinger,,35-43,,
1:44.0,J. Sullinger misses 2-pt shot from 14 ft,,35-43,,
1:44.0,,,35-43,,Defensive rebound by M. Ellis
1:34.0,Personal foul by J. Sullinger,,35-43,,
1:34.0,J. Jerebko enters the game for J. Sullinger,,35-43,,
1:24.0,,,35-43,,M. Turner misses 2-pt shot at rim
1:24.0,Defensive rebound by A. Johnson,,35-43,,
1:18.0,I. Thomas misses 2-pt shot from 2 ft,,35-43,,
1:17.0,Offensive rebound by J. Jerebko,,35-43,,
1:16.0,J. Jerebko makes 2-pt shot from 2 ft,2,37-43,,
1:00.0,,,37-43,,G. Hill misses 2-pt shot from 8 ft
1:00.0,Defensive rebound by A. Johnson,,37-43,,
0:55.0,A. Bradley misses 3-pt shot from 23 ft,,37-43,,
0:54.0,,,37-43,,Defensive rebound by M. Turner
0:47.0,,,37-43,,P. George misses 2-pt shot from 18 ft
0:46.0,Defensive rebound by A. Bradley,,37-43,,
0:40.0,Shooting foul by M. Ellis (drawn by M. Smart),,37-43,,
0:40.0,M. Smart makes free throw 1 of 2,1,38-43,,
0:40.0,E. Turner enters the game for I. Thomas,,38-43,,
0:40.0,M. Smart makes free throw 2 of 2,1,39-43,,
0:19.0,,,39-43,,M. Ellis misses 2-pt shot from 8 ft (block by M. Smart)
0:18.0,,,39-43,,Offensive rebound by Team
0:18.0,,,39-43,,Indiana full timeout
0:16.0,,,39-43,,M. Turner misses 2-pt shot from 10 ft
0:16.0,,,39-43,,Offensive rebound by Team
0:16.0,,,39-43,,Turnover by Team (shot clock)
0:16.0,Boston full timeout,,39-43,,
0:16.0,J. Sullinger enters the game for M. Smart,,39-43,,
0:16.0,I. Thomas enters the game for A. Johnson,,39-43,,
0:16.0,,,39-43,,L. Allen enters the game for P. George
0:16.0,,,39-43,,S. Hill enters the game for M. Turner
0:02.0,I. Thomas misses 2-pt shot from 15 ft,,39-43,,
0:00.0,Offensive rebound by Team,,39-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,J. Sullinger misses 3-pt shot from 26 ft,,39-43,,
11:38.0,Offensive rebound by Team,,39-43,,
11:27.0,,,39-43,,Violation by M. Turner (def goaltending)
11:27.0,A. Johnson makes 2-pt shot from 4 ft (assist by M. Smart),2,41-43,,
11:09.0,,,41-45,2,P. George makes 2-pt shot from 9 ft
10:54.0,,,41-45,,Personal foul by G. Hill
10:50.0,M. Smart misses 3-pt shot from 24 ft,,41-45,,
10:49.0,,,41-45,,Defensive rebound by M. Ellis
10:40.0,,,41-45,,Turnover by M. Ellis (lost ball; steal by I. Thomas)
10:19.0,A. Johnson makes 2-pt shot from 3 ft,2,43-45,,
10:06.0,Personal foul by A. Johnson,,43-45,,
10:03.0,,,43-45,,M. Ellis misses 3-pt shot from 25 ft
10:02.0,Defensive rebound by A. Bradley,,43-45,,
9:49.0,A. Bradley makes 2-pt shot from 1 ft (assist by J. Sullinger),2,45-45,,
9:25.0,,,45-45,,P. George misses 2-pt shot from 17 ft
9:25.0,Defensive rebound by A. Johnson,,45-45,,
9:08.0,A. Johnson makes 2-pt shot from 3 ft (assist by I. Thomas),2,47-45,,
8:50.0,,,47-47,2,G. Hill makes 2-pt shot from 21 ft
8:39.0,Shooting foul by G. Hill (drawn by I. Thomas),,47-47,,
8:39.0,I. Thomas makes free throw 1 of 2,1,48-47,,
8:39.0,I. Thomas makes free throw 2 of 2,1,49-47,,
8:31.0,,,49-49,2,M. Ellis makes 2-pt shot from 2 ft
8:31.0,Violation by A. Johnson (def goaltending),,49-49,,
8:18.0,J. Sullinger misses 3-pt shot from 24 ft,,49-49,,
8:17.0,,,49-49,,Defensive rebound by M. Turner
8:10.0,,,49-49,,G. Hill misses 3-pt shot from 24 ft
8:08.0,,,49-49,,Offensive rebound by M. Ellis
7:59.0,,,49-49,,P. George misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by A. Johnson,,49-49,,
7:53.0,I. Thomas misses 3-pt shot from 24 ft,,49-49,,
7:52.0,Offensive rebound by M. Smart,,49-49,,
7:42.0,A. Bradley misses 2-pt shot from 6 ft,,49-49,,
7:42.0,,,49-49,,Defensive rebound by I. Mahinmi
7:31.0,,,49-51,2,I. Mahinmi makes 2-pt shot from 16 ft (assist by G. Hill)
7:13.0,I. Thomas makes 3-pt shot from 25 ft (assist by J. Sullinger),3,52-51,,
7:12.0,,,52-51,,Indiana full timeout
6:56.0,,,52-51,,M. Turner misses 2-pt shot from 23 ft
6:55.0,Defensive rebound by J. Sullinger,,52-51,,
6:40.0,A. Johnson misses 2-pt shot from 7 ft,,52-51,,
6:40.0,,,52-51,,Defensive rebound by I. Mahinmi
6:18.0,,,52-51,,G. Hill misses 2-pt shot from 4 ft
6:18.0,,,52-51,,Offensive rebound by I. Mahinmi
6:15.0,,,52-51,,I. Mahinmi misses 2-pt shot from 13 ft
6:15.0,Defensive rebound by J. Sullinger,,52-51,,
6:06.0,Shooting foul by M. Turner (drawn by I. Thomas),,52-51,,
6:06.0,I. Thomas makes free throw 1 of 2,1,53-51,,
6:06.0,I. Thomas makes free throw 2 of 2,1,54-51,,
5:50.0,Personal foul by A. Johnson,,54-51,,
5:34.0,,,54-54,3,M. Ellis makes 3-pt shot from 24 ft (assist by M. Turner)
5:17.0,Offensive charge foul by M. Smart,,54-54,,
5:17.0,Turnover by M. Smart (offensive foul),,54-54,,
5:06.0,,,54-54,,Offensive foul by G. Hill
5:06.0,,,54-54,,Turnover by G. Hill (offensive foul)
5:06.0,,,54-54,,R. Stuckey enters the game for G. Hill
4:54.0,M. Smart misses 3-pt shot from 26 ft,,54-54,,
4:53.0,Offensive rebound by A. Johnson,,54-54,,
4:49.0,I. Thomas misses 3-pt shot from 24 ft,,54-54,,
4:49.0,Offensive rebound by I. Thomas,,54-54,,
4:49.0,Shooting foul by M. Turner (drawn by I. Thomas),,54-54,,
4:49.0,I. Thomas makes free throw 1 of 2,1,55-54,,
4:49.0,,,55-54,,L. Allen enters the game for M. Turner
4:49.0,E. Turner enters the game for J. Sullinger,,55-54,,
4:49.0,J. Jerebko enters the game for A. Bradley,,55-54,,
4:49.0,I. Thomas makes free throw 2 of 2,1,56-54,,
4:37.0,,,56-54,,M. Ellis misses 2-pt shot from 21 ft
4:36.0,Defensive rebound by Team,,56-54,,
4:18.0,I. Thomas misses 3-pt shot from 26 ft,,56-54,,
4:17.0,Offensive rebound by A. Johnson,,56-54,,
4:17.0,A. Johnson makes 2-pt shot from 2 ft,2,58-54,,
4:01.0,,,58-57,3,P. George makes 3-pt shot from 25 ft (assist by R. Stuckey)
3:43.0,J. Jerebko misses 3-pt shot from 24 ft,,58-57,,
3:41.0,,,58-57,,Defensive rebound by P. George
3:30.0,,,58-59,2,P. George makes 2-pt shot from 11 ft
3:18.0,Shooting foul by P. George (drawn by I. Thomas),,58-59,,
3:18.0,I. Thomas makes free throw 1 of 2,1,59-59,,
3:18.0,A. Bradley enters the game for M. Smart,,59-59,,
3:18.0,I. Thomas makes free throw 2 of 2,1,60-59,,
3:04.0,,,60-61,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by P. George)
2:52.0,I. Thomas makes 2-pt shot from 8 ft,2,62-61,,
2:45.0,,,62-61,,Turnover by M. Ellis (lost ball; steal by I. Thomas)
2:41.0,Boston full timeout,,62-61,,
2:41.0,T. Zeller enters the game for A. Johnson,,62-61,,
2:41.0,,,62-61,,J. Hill enters the game for I. Mahinmi
2:34.0,I. Thomas makes 3-pt shot from 25 ft (assist by J. Jerebko),3,65-61,,
2:15.0,,,65-63,2,L. Allen makes 2-pt shot from 2 ft (assist by P. George)
2:00.0,T. Zeller misses 2-pt shot from 2 ft,,65-63,,
1:59.0,,,65-63,,Defensive rebound by J. Hill
1:49.0,,,65-65,2,M. Ellis makes 2-pt shot from 16 ft
1:31.0,T. Zeller misses 2-pt shot from 2 ft,,65-65,,
1:29.0,Offensive rebound by T. Zeller,,65-65,,
1:29.0,T. Zeller makes 2-pt shot from 2 ft,2,67-65,,
1:29.0,Violation by Team (delay of game),,67-65,,
1:17.0,,,67-65,,Shooting foul by A. Bradley (drawn by P. George)
1:17.0,,,67-66,1,P. George makes free throw 1 of 2
1:17.0,,,67-67,1,P. George makes free throw 2 of 2
1:04.0,Turnover by I. Thomas (lost ball; steal by M. Ellis),,67-67,,
1:04.0,Personal foul by I. Thomas,,67-67,,
1:04.0,,,67-67,,J. Hill misses free throw 1 of 2
1:04.0,,,67-67,,Offensive rebound by Team
1:04.0,M. Smart enters the game for I. Thomas,,67-67,,
1:04.0,,,67-68,1,J. Hill makes free throw 2 of 2
0:41.0,E. Turner makes 2-pt shot from 14 ft,2,69-68,,
0:32.0,,,69-68,,Shooting foul by J. Jerebko (drawn by P. George)
0:32.0,,,69-68,,P. George misses free throw 1 of 2
0:32.0,,,69-68,,Offensive rebound by Team
0:32.0,,,69-69,1,P. George makes free throw 2 of 2
0:14.0,Shooting foul by L. Allen (drawn by M. Smart),,69-69,,
0:14.0,M. Smart misses free throw 1 of 2,,69-69,,
0:14.0,Offensive rebound by Team,,69-69,,
0:14.0,A. Johnson enters the game for T. Zeller,,69-69,,
0:14.0,J. Sullinger enters the game for J. Jerebko,,69-69,,
0:14.0,M. Smart makes free throw 2 of 2,1,70-69,,
0:01.0,,,70-71,2,M. Ellis makes 2-pt shot from 13 ft
0:00.0,M. Smart misses 3-pt shot from 79 ft (block by P. George),,70-71,,
0:00.0,Offensive rebound by Team,,70-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,70-73,2,R. Stuckey makes 2-pt shot from 10 ft
11:31.0,T. Zeller misses 2-pt shot from 8 ft,,70-73,,
11:30.0,,,70-73,,Defensive rebound by L. Allen
11:18.0,,,70-75,2,J. Hill makes 2-pt shot from 10 ft
10:59.0,E. Turner misses 2-pt shot from 10 ft,,70-75,,
10:58.0,,,70-75,,Defensive rebound by J. Hill
10:36.0,,,70-75,,J. Young misses 2-pt shot from 18 ft
10:35.0,Defensive rebound by T. Zeller,,70-75,,
10:21.0,J. Jerebko makes 3-pt shot from 26 ft (assist by T. Rozier),3,73-75,,
9:57.0,,,73-75,,J. Young misses 2-pt shot from 1 ft
9:57.0,Defensive rebound by E. Turner,,73-75,,
9:51.0,E. Turner misses 2-pt shot from 19 ft,,73-75,,
9:51.0,,,73-75,,Defensive rebound by Team
9:51.0,Loose ball foul by T. Zeller,,73-75,,
9:40.0,,,73-75,,Shooting foul by A. Bradley (drawn by R. Stuckey)
9:40.0,,,73-75,,R. Stuckey misses free throw 1 of 2
9:40.0,,,73-75,,Offensive rebound by Team
9:40.0,,,73-76,1,R. Stuckey makes free throw 2 of 2
9:19.0,A. Bradley misses 2-pt shot from 17 ft,,73-76,,
9:17.0,Offensive rebound by T. Rozier,,73-76,,
8:59.0,T. Rozier makes 2-pt shot from 11 ft,2,75-76,,
8:40.0,,,75-76,,R. Stuckey misses 2-pt shot from 5 ft
8:40.0,,,75-76,,Offensive rebound by L. Allen
8:33.0,,,75-76,,J. Hill misses 2-pt shot from 14 ft
8:33.0,Defensive rebound by J. Jerebko,,75-76,,
8:26.0,T. Rozier misses 3-pt shot from 23 ft,,75-76,,
8:26.0,,,75-76,,Defensive rebound by J. Young
8:16.0,,,75-76,,L. Allen misses 2-pt shot from 13 ft
8:15.0,Defensive rebound by T. Zeller,,75-76,,
8:05.0,Shooting foul by L. Allen (drawn by E. Turner),,75-76,,
8:05.0,Official timeout,,75-76,,
8:05.0,,,75-76,,G. Hill enters the game for J. Young
8:05.0,E. Turner makes free throw 1 of 2,1,76-76,,
8:05.0,E. Turner makes free throw 2 of 2,1,77-76,,
7:45.0,,,77-76,,J. Hill misses 2-pt shot from 4 ft
7:44.0,,,77-76,,Offensive rebound by G. Hill
7:43.0,,,77-76,,Shooting foul by J. Jerebko (drawn by G. Hill)
7:43.0,,,77-77,1,G. Hill makes free throw 1 of 2
7:43.0,,,77-77,,P. George enters the game for S. Hill
7:43.0,I. Thomas enters the game for T. Rozier,,77-77,,
7:43.0,,,77-78,1,G. Hill makes free throw 2 of 2
7:21.0,T. Zeller misses 2-pt shot from 16 ft,,77-78,,
7:20.0,,,77-78,,Defensive rebound by P. George
7:06.0,,,77-78,,Shooting foul by E. Turner (drawn by P. George)
7:06.0,,,77-79,1,P. George makes free throw 1 of 2
7:06.0,M. Smart enters the game for A. Bradley,,77-79,,
7:06.0,A. Johnson enters the game for T. Zeller,,77-79,,
7:06.0,,,77-80,1,P. George makes free throw 2 of 2
6:47.0,J. Jerebko misses 3-pt shot from 24 ft,,77-80,,
6:46.0,,,77-80,,Defensive rebound by G. Hill
6:28.0,,,77-80,,G. Hill misses 2-pt shot from 1 ft
6:27.0,Defensive rebound by E. Turner,,77-80,,
6:20.0,I. Thomas misses 3-pt shot from 23 ft,,77-80,,
6:19.0,,,77-80,,Defensive rebound by L. Allen
6:12.0,,,77-80,,Turnover by P. George (bad pass)
6:12.0,Boston full timeout,,77-80,,
6:12.0,J. Sullinger enters the game for J. Jerebko,,77-80,,
6:12.0,,,77-80,,M. Ellis enters the game for R. Stuckey
6:01.0,,,77-80,,Personal foul by M. Ellis
5:51.0,Turnover by A. Johnson (lost ball; steal by P. George),,77-80,,
5:42.0,,,77-82,2,J. Hill makes 2-pt shot from 4 ft (assist by M. Ellis)
5:26.0,J. Sullinger makes 2-pt shot from 8 ft,2,79-82,,
5:01.0,,,79-82,,G. Hill misses 3-pt shot from 23 ft
5:00.0,Defensive rebound by M. Smart,,79-82,,
4:54.0,Turnover by M. Smart (bad pass),,79-82,,
4:54.0,A. Bradley enters the game for E. Turner,,79-82,,
4:54.0,J. Jerebko enters the game for A. Johnson,,79-82,,
4:47.0,,,79-82,,Shooting foul by I. Thomas (drawn by M. Ellis)
4:47.0,,,79-82,,Technical foul by M. Ellis
4:47.0,Technical foul by I. Thomas,,79-82,,
4:47.0,,,79-83,1,M. Ellis makes free throw 1 of 2
4:47.0,,,79-84,1,M. Ellis makes free throw 2 of 2
4:31.0,A. Bradley makes 2-pt shot from 20 ft (assist by J. Jerebko),2,81-84,,
4:10.0,,,81-86,2,J. Hill makes 2-pt shot from 10 ft (assist by M. Ellis)
3:58.0,Turnover by M. Smart (lost ball; steal by L. Allen),,81-86,,
3:52.0,,,81-86,,P. George misses 2-pt shot from 5 ft
3:52.0,Defensive rebound by M. Smart,,81-86,,
3:45.0,Turnover by I. Thomas (lost ball),,81-86,,
3:30.0,,,81-86,,M. Ellis misses 3-pt shot from 26 ft
3:30.0,Defensive rebound by I. Thomas,,81-86,,
3:19.0,M. Smart misses 3-pt shot from 23 ft,,81-86,,
3:18.0,,,81-86,,Defensive rebound by L. Allen
2:54.0,,,81-86,,G. Hill misses 2-pt shot from 21 ft
2:53.0,,,81-86,,Offensive rebound by L. Allen
2:51.0,,,81-88,2,L. Allen makes 2-pt shot from 6 ft
