time,Boston,pts.away,score,pts.home,Chicago
6:44.0,,,9-7,1,N. Mirotic makes free throw 2 of 2
6:23.0,J. Crowder misses 2-pt shot from 6 ft,,9-7,,
6:20.0,Offensive rebound by J. Crowder,,9-7,,
6:20.0,J. Crowder makes 3-pt shot from 23 ft,3,12-7,,
6:13.0,,,12-9,2,T. Gibson makes 2-pt shot from 16 ft
5:59.0,J. Crowder makes 2-pt shot from 1 ft (assist by K. Olynyk),2,14-9,,
5:50.0,,,14-9,,N. Mirotic misses 3-pt shot from 27 ft
5:50.0,Defensive rebound by Team,,14-9,,
5:38.0,I. Thomas misses 3-pt shot from 24 ft,,14-9,,
5:36.0,,,14-9,,Defensive rebound by J. Butler
5:27.0,,,14-11,2,D. Rose makes 2-pt shot from 1 ft (assist by J. Butler)
5:02.0,J. Crowder misses 2-pt shot from 1 ft (block by N. Mirotic),,14-11,,
5:01.0,,,14-11,,Defensive rebound by P. Gasol
4:46.0,,,14-11,,J. Butler misses 3-pt shot from 22 ft
4:44.0,Defensive rebound by K. Olynyk,,14-11,,
4:38.0,I. Thomas misses 3-pt shot from 24 ft,,14-11,,
4:37.0,,,14-11,,Defensive rebound by J. Butler
4:29.0,,,14-13,2,T. Gibson makes 2-pt shot from 13 ft (assist by J. Butler)
4:03.0,I. Thomas misses 2-pt shot from 5 ft,,14-13,,
4:02.0,,,14-13,,Defensive rebound by N. Mirotic
3:52.0,,,14-13,,T. Gibson misses 2-pt shot from 1 ft (block by A. Johnson)
3:49.0,,,14-13,,Offensive rebound by P. Gasol
3:49.0,,,14-13,,P. Gasol misses 2-pt shot from 4 ft
3:48.0,Defensive rebound by A. Johnson,,14-13,,
3:42.0,K. Olynyk makes 2-pt shot at rim (assist by J. Crowder),2,16-13,,
3:30.0,,,16-15,2,D. Rose makes 2-pt shot from 13 ft
3:26.0,Boston full timeout,,16-15,,
3:26.0,M. Smart enters the game for A. Johnson,,16-15,,
3:26.0,J. Sullinger enters the game for I. Thomas,,16-15,,
3:26.0,,,16-15,,T. Snell enters the game for T. Gibson
3:26.0,,,16-15,,B. Portis enters the game for N. Mirotic
3:22.0,,,16-15,,Personal foul by B. Portis (drawn by K. Olynyk)
3:14.0,J. Sullinger makes 2-pt shot from 21 ft (assist by E. Turner),2,18-15,,
3:02.0,,,18-15,,Turnover by P. Gasol (bad pass; steal by E. Turner)
2:57.0,E. Turner misses 2-pt shot from 14 ft,,18-15,,
2:55.0,,,18-15,,Defensive rebound by J. Butler
2:49.0,,,18-15,,J. Butler misses 2-pt shot from 18 ft
2:48.0,Defensive rebound by K. Olynyk,,18-15,,
2:34.0,K. Olynyk makes 3-pt shot from 24 ft (assist by J. Sullinger),3,21-15,,
2:13.0,,,21-17,2,P. Gasol makes 2-pt shot from 14 ft (assist by T. Snell)
1:55.0,K. Olynyk misses 2-pt shot from 19 ft,,21-17,,
1:54.0,,,21-17,,Defensive rebound by D. Rose
1:45.0,,,21-19,2,D. Rose makes 2-pt shot from 10 ft
1:25.0,J. Sullinger makes 2-pt shot from 20 ft (assist by E. Turner),2,23-19,,
1:03.0,,,23-19,,Turnover by J. Butler (bad pass; steal by M. Smart)
0:59.0,,,23-19,,Shooting block foul by D. Rose (drawn by K. Olynyk)
0:59.0,K. Olynyk makes free throw 1 of 2,1,24-19,,
0:59.0,,,24-19,,K. Hinrich enters the game for D. Rose
0:59.0,J. Young enters the game for J. Crowder,,24-19,,
0:59.0,K. Olynyk makes free throw 2 of 2,1,25-19,,
0:41.0,,,25-19,,J. Butler misses 2-pt shot from 13 ft
0:39.0,,,25-19,,Offensive rebound by B. Portis
0:38.0,,,25-21,2,B. Portis makes 2-pt shot from 3 ft
0:28.0,J. Sullinger makes 2-pt shot from 20 ft (assist by M. Smart),2,27-21,,
0:05.0,,,27-21,,Turnover by J. Butler (lost ball; steal by E. Turner)
0:00.0,J. Sullinger misses 2-pt shot from 21 ft,,27-21,,
0:00.0,Offensive rebound by Team,,27-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,27-21,,K. Hinrich misses 2-pt shot from 20 ft
11:46.0,Defensive rebound by T. Zeller,,27-21,,
11:30.0,Shooting foul by T. Gibson (drawn by J. Sullinger),,27-21,,
11:30.0,J. Sullinger makes free throw 1 of 2,1,28-21,,
11:30.0,J. Sullinger misses free throw 2 of 2,,28-21,,
11:28.0,,,28-21,,Defensive rebound by T. Gibson
11:17.0,,,28-21,,B. Portis misses 2-pt shot from 20 ft
11:16.0,Defensive rebound by T. Zeller,,28-21,,
11:05.0,,,28-21,,Def 3 sec tech foul by T. Snell
11:05.0,I. Thomas makes technical free throw,1,29-21,,
10:52.0,J. Sullinger misses 2-pt shot from 13 ft,,29-21,,
10:51.0,,,29-21,,Defensive rebound by D. McDermott
10:43.0,,,29-21,,B. Portis misses 2-pt shot from 10 ft
10:41.0,Defensive rebound by T. Zeller,,29-21,,
10:40.0,Turnover by T. Zeller (lost ball; steal by T. Gibson),,29-21,,
10:31.0,,,29-24,3,D. McDermott makes 3-pt shot from 25 ft (assist by T. Gibson)
10:09.0,J. Young misses 3-pt shot from 23 ft,,29-24,,
10:08.0,,,29-24,,Defensive rebound by K. Hinrich
10:01.0,,,29-27,3,T. Snell makes 3-pt shot from 24 ft (assist by K. Hinrich)
9:45.0,I. Thomas makes 2-pt shot from 2 ft,2,31-27,,
9:39.0,,,31-27,,Turnover by K. Hinrich (offensive foul)
9:39.0,,,31-27,,Offensive charge foul by K. Hinrich
9:30.0,Offensive foul by I. Thomas,,31-27,,
9:30.0,Turnover by J. Sullinger (offensive foul),,31-27,,
9:12.0,,,31-27,,D. McDermott misses 3-pt shot from 24 ft
9:12.0,,,31-27,,Offensive rebound by Team
9:07.0,,,31-27,,B. Portis misses 2-pt shot from 14 ft
9:06.0,Defensive rebound by T. Zeller,,31-27,,
9:06.0,Turnover by T. Zeller (lost ball),,31-27,,
8:55.0,,,31-27,,T. Snell misses 2-pt shot from 9 ft
8:53.0,Defensive rebound by T. Zeller,,31-27,,
8:50.0,Offensive charge foul by I. Thomas,,31-27,,
8:50.0,Turnover by I. Thomas (offensive foul),,31-27,,
8:50.0,,,31-27,,Chicago full timeout
8:50.0,Violation by Team (delay of game),,31-27,,
8:50.0,J. Crowder enters the game for J. Young,,31-27,,
8:38.0,,,31-27,,Turnover by T. Snell (lost ball; steal by M. Smart)
8:24.0,J. Crowder misses 3-pt shot from 24 ft,,31-27,,
8:23.0,,,31-27,,Defensive rebound by T. Gibson
8:06.0,,,31-27,,T. Gibson misses 2-pt shot from 16 ft
8:04.0,Defensive rebound by T. Zeller,,31-27,,
8:00.0,Turnover by T. Zeller (bad pass; steal by D. McDermott),,31-27,,
7:56.0,,,31-27,,Turnover by T. Snell (bad pass)
7:43.0,M. Smart misses 3-pt shot from 25 ft,,31-27,,
7:42.0,,,31-27,,Defensive rebound by B. Portis
7:29.0,,,31-27,,D. McDermott misses 2-pt shot from 15 ft
7:28.0,Defensive rebound by J. Sullinger,,31-27,,
7:17.0,Turnover by I. Thomas (lost ball),,31-27,,
7:17.0,,,31-27,,D. Rose enters the game for K. Hinrich
7:17.0,,,31-27,,J. Butler enters the game for T. Snell
7:02.0,,,31-27,,D. Rose misses 2-pt shot from 19 ft
7:01.0,,,31-27,,Offensive rebound by B. Portis
6:57.0,,,31-29,2,B. Portis makes 2-pt shot from 7 ft
6:44.0,J. Crowder makes 2-pt shot from 18 ft,2,33-29,,
6:29.0,,,33-29,,B. Portis misses 3-pt shot from 24 ft
6:27.0,Defensive rebound by T. Zeller,,33-29,,
6:19.0,I. Thomas makes 2-pt shot from 19 ft (assist by J. Sullinger),2,35-29,,
6:10.0,Personal foul by J. Crowder (drawn by J. Butler),,35-29,,
6:00.0,,,35-29,,D. McDermott misses 2-pt shot from 11 ft
6:00.0,,,35-29,,Offensive rebound by Team
5:52.0,,,35-29,,Shooting foul by J. Sullinger (drawn by J. Butler)
5:52.0,,,35-29,,Chicago full timeout
5:52.0,A. Johnson enters the game for T. Zeller,,35-29,,
5:52.0,,,35-30,1,J. Butler makes free throw 1 of 2
5:52.0,,,35-31,1,J. Butler makes free throw 2 of 2
5:39.0,,,35-31,,Personal foul by B. Portis (drawn by M. Smart)
5:39.0,M. Smart makes free throw 1 of 2,1,36-31,,
5:39.0,M. Smart makes free throw 2 of 2,1,37-31,,
5:27.0,Personal foul by A. Johnson (drawn by J. Butler),,37-31,,
5:27.0,E. Turner enters the game for M. Smart,,37-31,,
5:27.0,,,37-31,,P. Gasol enters the game for T. Gibson
5:17.0,Personal foul by A. Johnson (drawn by J. Butler),,37-31,,
5:09.0,,,37-31,,P. Gasol misses 2-pt shot from 19 ft
5:08.0,Defensive rebound by A. Johnson,,37-31,,
4:58.0,A. Johnson makes 2-pt shot from 4 ft (assist by E. Turner),2,39-31,,
4:38.0,,,39-31,,J. Butler misses 2-pt shot from 20 ft
4:37.0,,,39-31,,Offensive rebound by P. Gasol
4:37.0,,,39-31,,P. Gasol misses 2-pt shot from 1 ft
4:36.0,Defensive rebound by I. Thomas,,39-31,,
4:31.0,A. Johnson makes 2-pt shot from 2 ft (assist by I. Thomas),2,41-31,,
4:31.0,,,41-31,,Chicago full timeout
4:31.0,,,41-31,,N. Mirotic enters the game for B. Portis
4:31.0,K. Olynyk enters the game for J. Sullinger,,41-31,,
4:12.0,,,41-33,2,N. Mirotic makes 2-pt shot from 22 ft (assist by J. Butler)
3:58.0,E. Turner makes 2-pt shot from 1 ft,2,43-33,,
3:42.0,,,43-33,,D. Rose misses 2-pt shot from 8 ft
3:40.0,,,43-33,,Offensive rebound by P. Gasol
3:40.0,,,43-33,,P. Gasol misses 2-pt shot from 1 ft
3:39.0,,,43-33,,Offensive rebound by P. Gasol
3:38.0,,,43-35,2,P. Gasol makes 2-pt shot from 1 ft
3:17.0,E. Turner misses 2-pt shot from 10 ft,,43-35,,
3:16.0,,,43-35,,Defensive rebound by P. Gasol
3:04.0,,,43-38,3,N. Mirotic makes 3-pt shot from 25 ft (assist by D. Rose)
2:44.0,Turnover by I. Thomas (lost ball; steal by N. Mirotic),,43-38,,
2:39.0,,,43-40,2,D. Rose makes 2-pt shot from 1 ft (assist by N. Mirotic)
2:33.0,I. Thomas misses 2-pt shot from 1 ft,,43-40,,
2:31.0,Offensive rebound by J. Crowder,,43-40,,
2:17.0,J. Crowder misses 3-pt shot from 24 ft,,43-40,,
2:15.0,,,43-40,,Defensive rebound by J. Butler
2:12.0,,,43-42,2,J. Butler makes 2-pt shot from 19 ft
2:12.0,,,43-42,,Shooting foul by J. Crowder (drawn by J. Butler)
2:12.0,Boston full timeout,,43-42,,
2:12.0,M. Smart enters the game for I. Thomas,,43-42,,
2:12.0,,,43-43,1,J. Butler makes free throw 1 of 1
1:59.0,E. Turner misses 2-pt shot from 16 ft,,43-43,,
1:58.0,,,43-43,,Defensive rebound by Team
1:42.0,,,43-43,,J. Butler misses 2-pt shot from 19 ft
1:41.0,Defensive rebound by M. Smart,,43-43,,
1:27.0,A. Johnson misses 2-pt shot from 12 ft,,43-43,,
1:26.0,,,43-43,,Defensive rebound by P. Gasol
1:12.0,,,43-43,,Turnover by J. Butler (bad pass; steal by J. Crowder)
1:09.0,,,43-43,,Shooting block foul by D. Rose (drawn by J. Crowder)
1:09.0,J. Crowder makes free throw 1 of 2,1,44-43,,
1:09.0,J. Crowder makes free throw 2 of 2,1,45-43,,
0:58.0,,,45-46,3,N. Mirotic makes 3-pt shot from 25 ft (assist by P. Gasol)
0:40.0,K. Olynyk misses 3-pt shot from 24 ft,,45-46,,
0:39.0,Offensive rebound by M. Smart,,45-46,,
0:33.0,E. Turner makes 2-pt shot from 15 ft,2,47-46,,
0:23.0,,,47-48,2,D. Rose makes 2-pt shot from 4 ft
0:05.0,Turnover by E. Turner (bad pass),,47-48,,
0:00.0,,,47-48,,J. Butler misses 3-pt shot from 25 ft
0:00.0,,,47-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:54.0,,,47-48,,Turnover by N. Mirotic (illegal screen)
11:40.0,J. Crowder misses 2-pt shot from 21 ft,,47-48,,
11:39.0,,,47-48,,Defensive rebound by T. Gibson
11:20.0,,,47-48,,P. Gasol misses 2-pt shot from 7 ft
11:20.0,,,47-48,,Offensive rebound by Team
11:20.0,Loose ball foul by E. Turner (drawn by J. Butler),,47-48,,
11:14.0,,,47-51,3,J. Butler makes 3-pt shot from 24 ft (assist by P. Gasol)
10:54.0,I. Thomas misses 2-pt shot from 2 ft,,47-51,,
10:52.0,Offensive rebound by K. Olynyk,,47-51,,
10:52.0,K. Olynyk misses 2-pt shot from 2 ft,,47-51,,
10:51.0,,,47-51,,Defensive rebound by N. Mirotic
10:48.0,,,47-53,2,T. Gibson makes 2-pt shot at rim (assist by J. Butler)
10:37.0,K. Olynyk misses 3-pt shot from 25 ft,,47-53,,
10:37.0,,,47-53,,Defensive rebound by Team
10:22.0,,,47-53,,P. Gasol misses 3-pt shot from 23 ft
10:22.0,Defensive rebound by Team,,47-53,,
10:22.0,,,47-53,,Loose ball foul by T. Gibson (drawn by E. Turner)
10:11.0,J. Crowder misses 2-pt shot from 14 ft,,47-53,,
10:10.0,,,47-53,,Defensive rebound by P. Gasol
9:59.0,Personal block foul by J. Crowder (drawn by N. Mirotic),,47-53,,
9:52.0,,,47-53,,N. Mirotic misses 3-pt shot from 23 ft
9:51.0,Defensive rebound by A. Johnson,,47-53,,
9:46.0,I. Thomas makes 2-pt shot from 2 ft,2,49-53,,
9:37.0,,,49-55,2,P. Gasol makes 2-pt shot from 14 ft (assist by J. Butler)
9:30.0,E. Turner misses 2-pt shot from 16 ft,,49-55,,
9:29.0,,,49-55,,Defensive rebound by N. Mirotic
9:19.0,,,49-57,2,P. Gasol makes 2-pt shot from 2 ft (assist by T. Gibson)
9:10.0,Boston full timeout,,49-57,,
9:02.0,K. Olynyk misses 2-pt shot from 4 ft (block by P. Gasol),,49-57,,
8:59.0,,,49-57,,Defensive rebound by T. Gibson
8:45.0,,,49-59,2,T. Gibson makes 2-pt shot from 11 ft (assist by J. Butler)
8:34.0,I. Thomas misses 2-pt shot from 7 ft,,49-59,,
8:33.0,,,49-59,,Defensive rebound by N. Mirotic
8:29.0,,,49-59,,Turnover by N. Mirotic (lost ball; steal by I. Thomas)
8:24.0,J. Crowder misses 2-pt shot from 1 ft,,49-59,,
8:24.0,,,49-59,,Defensive rebound by Team
8:24.0,Loose ball foul by A. Johnson (drawn by P. Gasol),,49-59,,
8:05.0,,,49-61,2,T. Gibson makes 2-pt shot from 4 ft
7:44.0,,,49-61,,Personal foul by J. Butler (drawn by I. Thomas)
7:44.0,M. Smart enters the game for E. Turner,,49-61,,
7:33.0,K. Olynyk makes 2-pt shot from 1 ft,2,51-61,,
7:13.0,,,51-61,,J. Butler misses 2-pt shot from 1 ft
7:12.0,Defensive rebound by K. Olynyk,,51-61,,
7:06.0,I. Thomas misses 2-pt shot from 22 ft,,51-61,,
7:02.0,Offensive rebound by A. Johnson,,51-61,,
7:02.0,A. Johnson misses 2-pt shot from 2 ft,,51-61,,
6:59.0,Offensive rebound by J. Crowder,,51-61,,
6:58.0,M. Smart misses 3-pt shot from 24 ft,,51-61,,
6:52.0,,,51-61,,Defensive rebound by P. Gasol
6:44.0,,,51-61,,N. Mirotic misses 3-pt shot from 23 ft
6:43.0,Defensive rebound by K. Olynyk,,51-61,,
6:33.0,A. Johnson makes 2-pt shot from 1 ft (assist by K. Olynyk),2,53-61,,
6:14.0,,,53-61,,Turnover by T. Gibson (bad pass)
6:14.0,,,53-61,,B. Portis enters the game for T. Gibson
6:03.0,M. Smart misses 2-pt shot from 7 ft,,53-61,,
6:02.0,,,53-61,,Defensive rebound by P. Gasol
5:52.0,,,53-63,2,D. Rose makes 2-pt shot from 8 ft
5:38.0,A. Johnson makes 2-pt shot at rim (assist by J. Crowder),2,55-63,,
5:21.0,,,55-63,,N. Mirotic misses 3-pt shot from 23 ft
5:20.0,Defensive rebound by K. Olynyk,,55-63,,
5:13.0,I. Thomas misses 3-pt shot from 24 ft,,55-63,,
5:12.0,,,55-63,,Defensive rebound by N. Mirotic
5:05.0,,,55-63,,J. Butler misses 2-pt shot from 7 ft
5:00.0,,,55-63,,Offensive rebound by B. Portis
5:00.0,,,55-63,,B. Portis misses 2-pt shot from 2 ft
4:58.0,,,55-63,,Offensive rebound by P. Gasol
4:58.0,,,55-65,2,P. Gasol makes 2-pt shot from 1 ft
4:50.0,Shooting foul by D. Rose (drawn by I. Thomas),,55-65,,
4:50.0,I. Thomas makes free throw 1 of 2,1,56-65,,
4:50.0,J. Sullinger enters the game for A. Johnson,,56-65,,
4:50.0,,,56-65,,K. Hinrich enters the game for D. Rose
4:50.0,I. Thomas makes free throw 2 of 2,1,57-65,,
4:23.0,,,57-65,,N. Mirotic misses 3-pt shot from 26 ft
4:23.0,Defensive rebound by J. Sullinger,,57-65,,
4:14.0,J. Crowder misses 3-pt shot from 22 ft,,57-65,,
4:13.0,,,57-65,,Defensive rebound by P. Gasol
4:00.0,,,57-67,2,P. Gasol makes 2-pt shot from 19 ft (assist by J. Butler)
3:54.0,,,57-67,,Personal foul by K. Hinrich (drawn by I. Thomas)
3:48.0,I. Thomas makes 2-pt shot from 13 ft,2,59-67,,
3:31.0,,,59-67,,Shooting foul by M. Smart (drawn by J. Butler)
3:31.0,,,59-68,1,J. Butler makes free throw 1 of 2
3:31.0,E. Turner enters the game for I. Thomas,,59-68,,
3:31.0,,,59-68,,T. Snell enters the game for N. Mirotic
3:31.0,,,59-69,1,J. Butler makes free throw 2 of 2
3:11.0,J. Sullinger makes 2-pt shot from 20 ft,2,61-69,,
2:52.0,,,61-69,,P. Gasol misses 2-pt shot from 11 ft (block by J. Sullinger)
2:50.0,Defensive rebound by J. Sullinger,,61-69,,
2:38.0,M. Smart misses 2-pt shot from 2 ft (block by J. Butler),,61-69,,
2:36.0,,,61-69,,Defensive rebound by B. Portis
2:29.0,,,61-69,,B. Portis misses 2-pt shot from 21 ft
2:28.0,Defensive rebound by E. Turner,,61-69,,
2:21.0,K. Olynyk misses 2-pt shot from 2 ft (block by B. Portis),,61-69,,
2:19.0,,,61-69,,Defensive rebound by P. Gasol
2:13.0,,,61-72,3,T. Snell makes 3-pt shot from 24 ft
1:53.0,K. Olynyk makes 2-pt shot from 1 ft (assist by M. Smart),2,63-72,,
1:44.0,,,63-72,,Chicago full timeout
1:44.0,J. Jerebko enters the game for J. Crowder,,63-72,,
1:40.0,,,63-74,2,J. Butler makes 2-pt shot from 18 ft (assist by P. Gasol)
1:23.0,J. Sullinger misses 3-pt shot from 24 ft,,63-74,,
1:18.0,Jump ball: K. Hinrich vs. J. Jerebko,,,,Jump ball: K. Hinrich vs. J. Jerebko
1:18.0,Offensive rebound by Team,,63-74,,
1:11.0,M. Smart misses 2-pt shot from 2 ft,,63-74,,
1:10.0,Offensive rebound by K. Olynyk,,63-74,,
1:10.0,K. Olynyk misses 2-pt shot from 1 ft,,63-74,,
1:08.0,Offensive rebound by J. Jerebko,,63-74,,
1:08.0,J. Jerebko misses 2-pt shot from 2 ft,,63-74,,
1:05.0,Offensive rebound by E. Turner,,63-74,,
0:46.0,M. Smart misses 2-pt shot from 13 ft,,63-74,,
0:45.0,Offensive rebound by Team,,63-74,,
0:44.0,J. Jerebko misses 2-pt shot from 1 ft,,63-74,,
0:43.0,,,63-74,,Defensive rebound by P. Gasol
0:37.0,,,63-74,,K. Hinrich misses 3-pt shot from 24 ft
0:34.0,Defensive rebound by J. Jerebko,,63-74,,
0:26.0,J. Sullinger misses 2-pt shot from 3 ft (block by B. Portis),,63-74,,
0:26.0,,,63-74,,Defensive rebound by Team
0:03.0,,,63-74,,T. Snell misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by M. Smart,,63-74,,
0:00.0,M. Smart misses 3-pt shot from 41 ft,,63-74,,
0:00.0,Offensive rebound by Team,,63-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,M. Smart makes 3-pt shot from 24 ft (assist by E. Turner),3,66-74,,
11:23.0,,,66-74,,B. Portis misses 2-pt shot from 6 ft
11:21.0,Defensive rebound by J. Sullinger,,66-74,,
11:12.0,E. Turner makes 2-pt shot from 19 ft,2,68-74,,
10:58.0,Personal foul by M. Smart (drawn by T. Gibson),,68-74,,
10:42.0,,,68-74,,T. Gibson misses 2-pt shot from 15 ft
10:41.0,Defensive rebound by E. Turner,,68-74,,
10:25.0,T. Zeller misses 2-pt shot from 11 ft,,68-74,,
10:24.0,,,68-74,,Defensive rebound by B. Portis
10:16.0,,,68-74,,Shooting foul by J. Sullinger (drawn by T. Snell)
10:16.0,,,68-75,1,T. Snell makes free throw 1 of 2
10:16.0,,,68-76,1,T. Snell makes free throw 2 of 2
9:59.0,E. Turner misses 2-pt shot from 19 ft,,68-76,,
9:58.0,Offensive rebound by J. Sullinger,,68-76,,
9:56.0,Shooting foul by B. Portis (drawn by J. Sullinger),,68-76,,
9:56.0,J. Sullinger makes free throw 1 of 2,1,69-76,,
9:56.0,J. Sullinger makes free throw 2 of 2,1,70-76,,
9:44.0,,,70-79,3,K. Hinrich makes 3-pt shot from 25 ft (assist by T. Gibson)
9:30.0,T. Zeller misses 2-pt shot from 17 ft,,70-79,,
9:29.0,,,70-79,,Defensive rebound by B. Portis
9:12.0,,,70-79,,D. McDermott misses 2-pt shot from 14 ft
9:12.0,Defensive rebound by J. Sullinger,,70-79,,
9:12.0,,,70-79,,Personal foul by T. Gibson (drawn by J. Sullinger)
8:59.0,,,70-79,,Personal foul by T. Gibson (drawn by J. Sullinger)
8:59.0,Boston full timeout,,70-79,,
8:59.0,,,70-79,,D. Rose enters the game for K. Hinrich
8:59.0,J. Crowder enters the game for T. Zeller,,70-79,,
8:48.0,J. Crowder makes 2-pt shot from 6 ft,2,72-79,,
8:30.0,,,72-79,,T. Snell misses 2-pt shot from 5 ft (block by J. Crowder)
8:30.0,,,72-79,,Offensive rebound by Team
8:28.0,,,72-82,3,D. McDermott makes 3-pt shot from 23 ft (assist by D. Rose)
8:09.0,Shooting foul by D. McDermott (drawn by J. Crowder),,72-82,,
8:09.0,J. Crowder makes free throw 1 of 2,1,73-82,,
8:09.0,J. Crowder misses free throw 2 of 2,,73-82,,
8:06.0,,,73-82,,Defensive rebound by B. Portis
7:52.0,,,73-82,,D. Rose misses 2-pt shot from 16 ft
7:51.0,Defensive rebound by M. Smart,,73-82,,
7:45.0,J. Jerebko misses 2-pt shot from 5 ft,,73-82,,
7:44.0,Offensive rebound by J. Sullinger,,73-82,,
7:42.0,J. Sullinger misses 2-pt shot from 2 ft,,73-82,,
7:41.0,Offensive rebound by J. Sullinger,,73-82,,
7:37.0,M. Smart makes 3-pt shot from 23 ft (assist by E. Turner),3,76-82,,
7:23.0,Personal foul by E. Turner (drawn by D. Rose),,76-82,,
7:22.0,,,76-82,,J. Butler enters the game for T. Snell
7:17.0,,,76-82,,D. Rose misses 2-pt shot from 2 ft
7:17.0,,,76-82,,Offensive rebound by Team
7:17.0,,,76-82,,Technical foul by D. Rose
7:17.0,J. Crowder misses technical free throw,,76-82,,
7:17.0,,,76-82,,Offensive rebound by Team
7:08.0,,,76-84,2,J. Butler makes 2-pt shot from 3 ft
6:59.0,J. Crowder misses 2-pt shot at rim,,76-84,,
6:56.0,Offensive rebound by M. Smart,,76-84,,
6:56.0,M. Smart makes 2-pt shot from 1 ft,2,78-84,,
6:43.0,,,78-84,,J. Butler misses 2-pt shot from 18 ft
6:41.0,Defensive rebound by J. Sullinger,,78-84,,
6:37.0,M. Smart misses 3-pt shot from 25 ft,,78-84,,
6:36.0,,,78-84,,Defensive rebound by J. Butler
6:28.0,,,78-87,3,D. McDermott makes 3-pt shot from 25 ft (assist by J. Butler)
6:08.0,I. Thomas enters the game for M. Smart,,78-87,,
6:02.0,J. Sullinger misses 2-pt shot from 1 ft,,78-87,,
6:00.0,Offensive rebound by J. Sullinger,,78-87,,
6:00.0,J. Sullinger makes 2-pt shot from 4 ft,2,80-87,,
5:39.0,,,80-87,,Turnover by T. Gibson (lost ball; steal by J. Crowder)
5:39.0,,,80-87,,Personal foul by T. Gibson (drawn by J. Crowder)
5:39.0,,,80-87,,Chicago full timeout
5:39.0,,,80-87,,N. Mirotic enters the game for T. Gibson
5:39.0,,,80-87,,P. Gasol enters the game for B. Portis
5:39.0,K. Olynyk enters the game for J. Jerebko,,80-87,,
5:39.0,J. Crowder misses free throw 1 of 2,,80-87,,
5:39.0,Offensive rebound by Team,,80-87,,
5:39.0,J. Crowder makes free throw 2 of 2,1,81-87,,
5:22.0,,,81-87,,Shooting foul by J. Sullinger (drawn by J. Butler)
5:22.0,,,81-87,,J. Butler misses free throw 1 of 2
5:22.0,,,81-87,,Offensive rebound by Team
