time,Cleveland,pts.away,score,pts.home,Indiana
1:58.0,J. Smith makes 3-pt shot from 25 ft (assist by K. Love),3,92-93,,
1:58.0,,,92-93,,Indiana full timeout
1:39.0,,,92-93,,Turnover by P. George (lost ball; steal by K. Love)
1:39.0,Jump ball: P. George vs. K. Love (L. James gains possession),,,,Jump ball: P. George vs. K. Love (L. James gains possession)
1:16.0,L. James makes 2-pt shot from 5 ft,2,94-93,,
0:54.0,,,94-96,3,G. Hill makes 3-pt shot from 24 ft (assist by P. George)
0:54.0,Cleveland full timeout,,94-96,,
0:54.0,,,94-96,,L. Allen enters the game for J. Hill
0:44.0,K. Irving makes 2-pt shot from 12 ft,2,96-96,,
0:21.0,,,96-96,,G. Hill misses 2-pt shot from 21 ft
0:21.0,,,96-96,,Offensive rebound by Team
0:21.0,Loose ball foul by K. Love (drawn by L. Allen),,96-96,,
0:21.0,,,96-96,,Indiana full timeout
0:21.0,I. Shumpert enters the game for K. Irving,,96-96,,
0:21.0,,,96-96,,C. Miles enters the game for L. Allen
0:21.0,M. Dellavedova enters the game for K. Love,,96-96,,
0:00.0,,,96-96,,M. Ellis misses 2-pt shot from 18 ft
0:00.0,,,96-96,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:41.0,,,96-98,2,M. Turner makes 2-pt shot from 17 ft (assist by P. George)
4:21.0,L. James misses 2-pt shot from 3 ft (block by M. Turner),,96-98,,
4:20.0,Offensive rebound by L. James,,96-98,,
4:20.0,,,96-98,,Personal foul by M. Turner (drawn by L. James)
4:10.0,K. Love makes 3-pt shot from 27 ft (assist by K. Irving),3,99-98,,
3:51.0,,,99-100,2,M. Turner makes 2-pt shot from 19 ft (assist by M. Ellis)
3:29.0,K. Irving makes 2-pt shot from 2 ft,2,101-100,,
3:18.0,,,101-100,,Turnover by M. Ellis (bad pass; steal by K. Love)
3:01.0,K. Irving makes 2-pt shot from 18 ft,2,103-100,,
3:00.0,,,103-100,,Indiana full timeout
3:00.0,,,103-100,,L. Allen enters the game for M. Turner
2:47.0,,,103-102,2,J. Hill makes 2-pt shot from 9 ft (assist by P. George)
2:21.0,L. James misses 3-pt shot from 26 ft,,103-102,,
2:20.0,,,103-102,,Defensive rebound by J. Hill
2:05.0,,,103-104,2,J. Hill makes 2-pt shot from 2 ft
1:40.0,L. James makes 2-pt shot from 10 ft,2,105-104,,
1:27.0,,,105-104,,Turnover by M. Ellis (bad pass)
1:06.0,L. James misses 2-pt shot from 9 ft,,105-104,,
1:05.0,,,105-104,,Defensive rebound by L. Allen
0:49.0,,,105-104,,P. George misses 2-pt shot from 3 ft (block by K. Love)
0:48.0,Defensive rebound by K. Love,,105-104,,
0:43.0,Shooting foul by G. Hill (drawn by K. Irving),,105-104,,
0:43.0,K. Irving makes free throw 1 of 2,1,106-104,,
0:43.0,K. Irving makes free throw 2 of 2,1,107-104,,
0:43.0,,,107-104,,Indiana full timeout
0:43.0,,,107-104,,M. Turner enters the game for L. Allen
0:41.0,,,107-104,,Shooting foul by K. Love (drawn by M. Ellis)
0:41.0,,,107-105,1,M. Ellis makes free throw 1 of 2
0:41.0,,,107-105,,L. Allen enters the game for J. Hill
0:41.0,,,107-106,1,M. Ellis makes free throw 2 of 2
0:22.0,K. Irving misses 3-pt shot from 24 ft,,107-106,,
0:22.0,Offensive rebound by L. James,,107-106,,
0:19.0,Cleveland full timeout,,107-106,,
0:19.0,,,107-106,,S. Hill enters the game for M. Turner
0:19.0,M. Dellavedova enters the game for T. Thompson,,107-106,,
0:14.0,,,107-106,,Personal foul by G. Hill (drawn by K. Irving)
0:14.0,K. Irving makes free throw 1 of 2,1,108-106,,
0:14.0,,,108-106,,J. Hill enters the game for S. Hill
0:14.0,T. Thompson enters the game for K. Love,,108-106,,
0:14.0,K. Irving makes free throw 2 of 2,1,109-106,,
0:14.0,,,109-106,,Indiana full timeout
0:14.0,I. Shumpert enters the game for K. Irving,,109-106,,
0:14.0,,,109-106,,C. Miles enters the game for J. Hill
0:14.0,,,109-106,,M. Turner enters the game for L. Allen
0:04.0,,,109-106,,G. Hill misses 2-pt shot from 22 ft
0:04.0,Defensive rebound by L. James,,109-106,,
0:03.0,,,109-106,,Personal take foul by M. Ellis (drawn by L. James)
0:03.0,L. James makes free throw 1 of 2,1,110-106,,
0:03.0,L. James makes free throw 2 of 2,1,111-106,,
0:00.0,,,111-106,,M. Ellis misses 3-pt shot from 47 ft
0:00.0,,,111-106,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
