time,Memphis,pts.away,score,pts.home,Phoenix
2:29.0,,,12-15,,Offensive rebound by Team
2:29.0,,,12-16,1,A. Len makes free throw 2 of 2
2:09.0,V. Carter misses 3-pt shot from 26 ft,,12-16,,
2:09.0,,,12-16,,Defensive rebound by P. Pressey
1:57.0,,,12-16,,Offensive foul by A. Len
1:57.0,,,12-16,,Turnover by A. Len (offensive foul)
1:57.0,,,12-16,,J. Leuer enters the game for A. Len
1:44.0,L. Stephenson makes 2-pt shot from 17 ft,2,14-16,,
1:31.0,,,14-19,3,M. Teletovic makes 3-pt shot from 24 ft (assist by P. Pressey)
1:22.0,J. Green makes 2-pt shot from 1 ft (assist by L. Stephenson),2,16-19,,
1:03.0,,,16-19,,P. Tucker misses 2-pt shot at rim
1:03.0,,,16-19,,Offensive rebound by P. Tucker
1:03.0,,,16-21,2,P. Tucker makes 2-pt shot at rim
1:03.0,,,16-21,,Shooting foul by L. Stephenson (drawn by P. Tucker)
1:03.0,,,16-22,1,P. Tucker makes free throw 1 of 1
0:50.0,V. Carter misses 3-pt shot from 24 ft,,16-22,,
0:49.0,Offensive rebound by C. Andersen,,16-22,,
0:49.0,,,16-22,,Loose ball foul by M. Teletovic (drawn by C. Andersen)
0:49.0,C. Andersen misses free throw 1 of 2,,16-22,,
0:49.0,Offensive rebound by Team,,16-22,,
0:49.0,C. Andersen misses free throw 2 of 2,,16-22,,
0:49.0,,,16-22,,Defensive rebound by M. Teletovic
0:41.0,,,16-22,,J. Leuer misses 2-pt shot from 3 ft (block by J. Green)
0:38.0,Defensive rebound by L. Stephenson,,16-22,,
0:32.0,L. Stephenson misses 2-pt shot at rim,,16-22,,
0:32.0,Offensive rebound by Team,,16-22,,
0:23.0,L. Stephenson makes 2-pt shot from 4 ft,2,18-22,,
0:02.0,,,18-25,3,D. Booker makes 3-pt shot from 24 ft
0:00.0,M. Chalmers misses 3-pt shot from 61 ft,,18-25,,
0:00.0,Offensive rebound by Team,,18-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Shooting foul by P. Pressey (drawn by M. Chalmers),,18-25,,
11:45.0,M. Chalmers makes free throw 1 of 2,1,19-25,,
11:45.0,M. Chalmers makes free throw 2 of 2,1,20-25,,
11:28.0,,,20-25,,M. Teletovic misses 3-pt shot from 24 ft
11:27.0,Defensive rebound by C. Andersen,,20-25,,
11:18.0,V. Carter misses 2-pt shot from 12 ft,,20-25,,
11:17.0,,,20-25,,Defensive rebound by J. Leuer
11:09.0,,,20-28,3,M. Teletovic makes 3-pt shot from 24 ft (assist by P. Pressey)
10:55.0,Shooting foul by J. Leuer (drawn by L. Stephenson),,20-28,,
10:55.0,L. Stephenson makes free throw 1 of 2,1,21-28,,
10:55.0,B. Wright enters the game for J. Green,,21-28,,
10:55.0,M. Conley enters the game for C. Andersen,,21-28,,
10:55.0,L. Stephenson makes free throw 2 of 2,1,22-28,,
10:43.0,,,22-28,,Turnover by P. Pressey (bad pass; steal by B. Wright)
10:34.0,Turnover by L. Stephenson (lost ball),,22-28,,
10:18.0,,,22-28,,J. Leuer misses 2-pt shot from 9 ft
10:18.0,Defensive rebound by B. Wright,,22-28,,
10:18.0,,,22-28,,Loose ball foul by J. Leuer (drawn by B. Wright)
10:07.0,,,22-28,,Personal foul by M. Teletovic (drawn by M. Conley)
10:07.0,,,22-28,,T. Chandler enters the game for J. Leuer
9:59.0,B. Wright makes 2-pt shot at rim (assist by M. Conley),2,24-28,,
9:48.0,,,24-28,,Shooting foul by L. Stephenson (drawn by A. Goodwin)
9:48.0,,,24-29,1,A. Goodwin makes free throw 1 of 2
9:48.0,,,24-30,1,A. Goodwin makes free throw 2 of 2
9:29.0,Shooting foul by T. Chandler (drawn by V. Carter),,24-30,,
9:29.0,V. Carter makes free throw 1 of 2,1,25-30,,
9:29.0,V. Carter makes free throw 2 of 2,1,26-30,,
9:20.0,,,26-30,,M. Teletovic misses 3-pt shot from 27 ft
9:20.0,,,26-30,,Offensive rebound by T. Chandler
9:20.0,,,26-30,,Shooting foul by B. Wright (drawn by T. Chandler)
9:20.0,,,26-30,,T. Chandler misses free throw 1 of 2
9:20.0,,,26-30,,Offensive rebound by Team
9:20.0,M. Barnes enters the game for M. Chalmers,,26-30,,
9:20.0,,,26-31,1,T. Chandler makes free throw 2 of 2
9:01.0,M. Conley makes 2-pt shot from 1 ft,2,28-31,,
8:50.0,,,28-31,,Turnover by P. Pressey (bad pass)
8:50.0,Official timeout,,28-31,,
8:50.0,,,28-31,,D. Booker enters the game for P. Pressey
8:29.0,M. Conley misses 3-pt shot from 24 ft,,28-31,,
8:27.0,,,28-31,,Defensive rebound by D. Booker
8:18.0,Personal foul by V. Carter (drawn by M. Teletovic),,28-31,,
8:07.0,,,28-31,,M. Teletovic misses 2-pt shot from 2 ft
8:06.0,Defensive rebound by B. Wright,,28-31,,
8:04.0,Turnover by M. Barnes (bad pass),,28-31,,
7:49.0,,,28-31,,M. Teletovic misses 2-pt shot from 17 ft
7:48.0,Defensive rebound by M. Barnes,,28-31,,
7:36.0,Shooting foul by D. Booker (drawn by M. Barnes),,28-31,,
7:36.0,M. Barnes makes free throw 1 of 2,1,29-31,,
7:36.0,,,29-31,,J. Leuer enters the game for M. Teletovic
7:36.0,M. Barnes makes free throw 2 of 2,1,30-31,,
7:21.0,,,30-31,,J. Leuer misses 2-pt shot from 13 ft (block by V. Carter)
7:19.0,Defensive rebound by L. Stephenson,,30-31,,
7:11.0,M. Barnes makes 2-pt shot from 22 ft (assist by L. Stephenson),2,32-31,,
7:07.0,,,32-31,,Phoenix full timeout
7:07.0,,,32-31,,P. Tucker enters the game for J. Jenkins
7:07.0,P. Hairston enters the game for L. Stephenson,,32-31,,
7:07.0,L. Stephenson enters the game for V. Carter,,32-31,,
7:01.0,,,32-31,,Shooting foul by M. Conley (drawn by A. Goodwin)
7:01.0,,,32-32,1,A. Goodwin makes free throw 1 of 2
7:01.0,,,32-33,1,A. Goodwin makes free throw 2 of 2
6:41.0,M. Conley misses 2-pt shot from 19 ft,,32-33,,
6:41.0,,,32-33,,Defensive rebound by A. Goodwin
6:35.0,,,32-35,2,A. Goodwin makes 2-pt shot at rim
6:22.0,L. Stephenson misses 2-pt shot from 17 ft,,32-35,,
6:21.0,,,32-35,,Defensive rebound by T. Chandler
5:59.0,,,32-38,3,J. Leuer makes 3-pt shot from 25 ft (assist by P. Tucker)
5:39.0,M. Conley makes 2-pt shot from 1 ft,2,34-38,,
5:28.0,,,34-38,,D. Booker misses 3-pt shot from 24 ft
5:28.0,Defensive rebound by L. Stephenson,,34-38,,
5:13.0,M. Barnes misses 3-pt shot from 24 ft,,34-38,,
5:13.0,,,34-38,,Defensive rebound by P. Tucker
5:04.0,,,34-38,,J. Leuer misses 2-pt shot from 8 ft
5:03.0,Defensive rebound by B. Wright,,34-38,,
4:52.0,L. Stephenson makes 2-pt shot at rim (assist by M. Conley),2,36-38,,
4:34.0,,,36-38,,Shooting foul by P. Hairston (drawn by J. Leuer)
4:34.0,,,36-39,1,J. Leuer makes free throw 1 of 2
4:34.0,Z. Randolph enters the game for L. Stephenson,,36-39,,
4:34.0,,,36-40,1,J. Leuer makes free throw 2 of 2
4:23.0,M. Barnes makes 3-pt shot from 24 ft (assist by M. Conley),3,39-40,,
4:10.0,,,39-43,3,J. Leuer makes 3-pt shot from 25 ft (assist by P. Tucker)
3:51.0,Turnover by M. Conley (bad pass; steal by A. Goodwin),,39-43,,
3:34.0,,,39-45,2,T. Chandler makes 2-pt shot at rim (assist by P. Tucker)
3:21.0,Turnover by M. Conley (bad pass; steal by J. Leuer),,39-45,,
3:19.0,,,39-45,,J. Leuer misses 2-pt shot from 1 ft
3:17.0,,,39-45,,Offensive rebound by D. Booker
3:16.0,,,39-47,2,D. Booker makes 2-pt shot from 1 ft
3:04.0,Memphis full timeout,,39-47,,
3:04.0,,,39-47,,A. Len enters the game for J. Leuer
3:04.0,J. Green enters the game for B. Wright,,39-47,,
3:04.0,M. Chalmers enters the game for M. Conley,,39-47,,
2:57.0,,,39-47,,Def 3 sec tech foul by A. Len
2:57.0,M. Chalmers makes technical free throw,1,40-47,,
2:49.0,Z. Randolph makes 2-pt shot from 15 ft,2,42-47,,
2:32.0,,,42-47,,D. Booker misses 3-pt shot from 24 ft
2:31.0,Defensive rebound by Z. Randolph,,42-47,,
2:22.0,,,42-47,,Personal foul by T. Chandler (drawn by Z. Randolph)
2:22.0,Z. Randolph makes free throw 1 of 2,1,43-47,,
2:22.0,,,43-47,,M. Teletovic enters the game for T. Chandler
2:22.0,Z. Randolph makes free throw 2 of 2,1,44-47,,
1:56.0,,,44-49,2,A. Goodwin makes 2-pt shot from 10 ft
1:44.0,M. Chalmers misses 2-pt shot from 3 ft,,44-49,,
1:44.0,,,44-49,,Defensive rebound by A. Goodwin
1:39.0,Personal foul by J. Green (drawn by M. Teletovic),,44-49,,
1:39.0,,,44-49,,M. Teletovic misses free throw 1 of 2
1:39.0,,,44-49,,Offensive rebound by Team
1:39.0,,,44-49,,M. Teletovic misses free throw 2 of 2
1:39.0,,,44-49,,Offensive rebound by D. Booker
1:34.0,,,44-52,3,M. Teletovic makes 3-pt shot from 24 ft (assist by A. Len)
1:09.0,Z. Randolph misses 2-pt shot from 5 ft,,44-52,,
1:08.0,,,44-52,,Defensive rebound by P. Tucker
0:49.0,,,44-52,,D. Booker misses 2-pt shot from 2 ft
0:49.0,Defensive rebound by J. Green,,44-52,,
0:48.0,,,44-52,,Personal foul by P. Tucker (drawn by M. Chalmers)
0:48.0,M. Chalmers makes free throw 1 of 2,1,45-52,,
0:48.0,M. Conley enters the game for J. Green,,45-52,,
0:48.0,M. Chalmers makes free throw 2 of 2,1,46-52,,
0:34.0,,,46-52,,A. Goodwin misses 2-pt shot from 3 ft (block by M. Chalmers)
0:33.0,,,46-52,,Offensive rebound by P. Tucker
0:31.0,,,46-54,2,P. Tucker makes 2-pt shot at rim
0:11.0,M. Chalmers misses 2-pt shot from 15 ft,,46-54,,
0:09.0,Offensive rebound by Z. Randolph,,46-54,,
0:08.0,Z. Randolph misses 2-pt shot from 1 ft,,46-54,,
0:06.0,,,46-54,,Defensive rebound by A. Len
0:02.0,,,46-54,,M. Teletovic misses 3-pt shot from 40 ft
0:00.0,,,46-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,Z. Randolph misses 2-pt shot from 2 ft,,46-54,,
11:40.0,Offensive rebound by M. Barnes,,46-54,,
11:36.0,P. Hairston makes 3-pt shot from 25 ft (assist by M. Barnes),3,49-54,,
11:22.0,,,49-56,2,A. Len makes 2-pt shot from 18 ft (assist by R. Price)
11:05.0,Offensive foul by B. Wright,,49-56,,
11:05.0,Turnover by B. Wright (offensive foul),,49-56,,
11:05.0,Memphis full timeout,,49-56,,
11:05.0,C. Andersen enters the game for B. Wright,,49-56,,
10:51.0,,,49-56,,D. Booker misses 3-pt shot from 23 ft
10:51.0,,,49-56,,Offensive rebound by P. Tucker
10:47.0,,,49-58,2,D. Booker makes 2-pt shot from 7 ft (assist by P. Tucker)
10:29.0,M. Barnes makes 3-pt shot from 24 ft (assist by Z. Randolph),3,52-58,,
10:15.0,,,52-61,3,R. Price makes 3-pt shot from 22 ft (assist by P. Tucker)
10:02.0,P. Hairston misses 2-pt shot from 17 ft,,52-61,,
10:02.0,,,52-61,,Defensive rebound by A. Len
9:51.0,,,52-61,,Turnover by T. Chandler (bad pass)
9:44.0,M. Conley makes 2-pt shot from 16 ft,2,54-61,,
9:29.0,,,54-61,,Shooting foul by Z. Randolph (drawn by A. Len)
9:29.0,,,54-62,1,A. Len makes free throw 1 of 2
9:29.0,,,54-63,1,A. Len makes free throw 2 of 2
9:11.0,P. Hairston misses 3-pt shot from 27 ft,,54-63,,
9:10.0,,,54-63,,Defensive rebound by Team
8:59.0,Personal block foul by M. Conley (drawn by A. Len),,54-63,,
8:53.0,,,54-63,,P. Tucker misses 2-pt shot from 3 ft
8:52.0,Defensive rebound by Team,,54-63,,
8:39.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Conley),2,56-63,,
8:22.0,,,56-63,,Loose ball foul by T. Chandler (drawn by M. Conley)
8:22.0,,,56-63,,Turnover by T. Chandler (offensive foul)
8:22.0,,,56-63,,M. Teletovic enters the game for T. Chandler
8:00.0,Z. Randolph makes 2-pt shot from 2 ft,2,58-63,,
7:36.0,,,58-63,,M. Teletovic misses 3-pt shot from 25 ft
7:36.0,Defensive rebound by M. Barnes,,58-63,,
7:13.0,Z. Randolph makes 2-pt shot from 4 ft,2,60-63,,
6:48.0,,,60-66,3,R. Price makes 3-pt shot from 23 ft (assist by P. Tucker)
6:29.0,M. Conley misses 2-pt shot from 7 ft (block by P. Tucker),,60-66,,
6:29.0,Offensive rebound by Team,,60-66,,
6:29.0,L. Stephenson enters the game for M. Barnes,,60-66,,
6:26.0,P. Hairston misses 3-pt shot from 23 ft,,60-66,,
6:26.0,,,60-66,,Defensive rebound by A. Len
6:16.0,,,60-66,,Turnover by A. Len (bad pass)
6:05.0,M. Conley misses 2-pt shot from 11 ft,,60-66,,
6:05.0,,,60-66,,Defensive rebound by P. Tucker
5:57.0,,,60-68,2,A. Len makes 2-pt shot from 1 ft (assist by P. Tucker)
5:38.0,Shooting foul by P. Tucker (drawn by Z. Randolph),,60-68,,
5:38.0,Z. Randolph makes 2-pt shot from 4 ft (assist by M. Conley),2,62-68,,
5:38.0,V. Carter enters the game for P. Hairston,,62-68,,
5:38.0,Z. Randolph makes free throw 1 of 1,1,63-68,,
5:28.0,,,63-70,2,A. Len makes 2-pt shot at rim (assist by R. Price)
5:06.0,M. Conley makes 2-pt shot from 18 ft,2,65-70,,
5:01.0,,,65-72,2,P. Tucker makes 2-pt shot from 2 ft (assist by R. Price)
5:01.0,,,65-72,,Shooting foul by V. Carter (drawn by P. Tucker)
5:01.0,,,65-73,1,P. Tucker makes free throw 1 of 1
4:52.0,,,65-73,,Shooting block foul by P. Tucker (drawn by Z. Randolph)
4:52.0,Z. Randolph makes free throw 1 of 2,1,66-73,,
4:52.0,M. Chalmers enters the game for M. Conley,,66-73,,
4:52.0,Z. Randolph makes free throw 2 of 2,1,67-73,,
4:38.0,,,67-73,,D. Booker misses 2-pt shot from 17 ft
4:37.0,Defensive rebound by C. Andersen,,67-73,,
4:24.0,Turnover by Z. Randolph (lost ball; steal by M. Teletovic),,67-73,,
4:18.0,,,67-76,3,R. Price makes 3-pt shot from 24 ft (assist by D. Booker)
3:58.0,V. Carter misses 3-pt shot from 26 ft,,67-76,,
3:58.0,,,67-76,,Defensive rebound by A. Len
3:43.0,,,67-79,3,P. Tucker makes 3-pt shot from 23 ft (assist by M. Teletovic)
3:41.0,Memphis full timeout,,67-79,,
3:41.0,J. Green enters the game for C. Andersen,,67-79,,
3:28.0,Shooting foul by M. Teletovic (drawn by L. Stephenson),,67-79,,
3:28.0,L. Stephenson makes free throw 1 of 2,1,68-79,,
3:28.0,L. Stephenson makes free throw 2 of 2,1,69-79,,
3:21.0,,,69-79,,Offensive foul by M. Teletovic
3:21.0,,,69-79,,Turnover by M. Teletovic (offensive foul)
3:09.0,Turnover by M. Chalmers (bad pass; steal by A. Len),,69-79,,
3:05.0,,,69-81,2,P. Tucker makes 2-pt shot from 2 ft
3:05.0,Shooting block foul by V. Carter (drawn by P. Tucker),,69-81,,
3:05.0,,,69-81,,P. Tucker misses free throw 1 of 1
3:05.0,,,69-81,,Offensive rebound by M. Teletovic
2:56.0,,,69-81,,P. Tucker misses 3-pt shot from 24 ft
2:55.0,Defensive rebound by M. Chalmers,,69-81,,
2:44.0,M. Chalmers misses 2-pt shot from 15 ft,,69-81,,
2:43.0,,,69-81,,Defensive rebound by A. Len
2:36.0,,,69-81,,D. Booker misses 3-pt shot from 24 ft
2:36.0,Defensive rebound by V. Carter,,69-81,,
2:34.0,,,69-81,,Personal foul by D. Booker (drawn by M. Chalmers)
2:34.0,M. Chalmers makes free throw 1 of 2,1,70-81,,
2:34.0,M. Barnes enters the game for Z. Randolph,,70-81,,
2:34.0,M. Chalmers makes free throw 2 of 2,1,71-81,,
2:21.0,Personal foul by J. Green (drawn by A. Len),,71-81,,
2:21.0,,,71-81,,A. Len misses free throw 1 of 2
2:21.0,,,71-81,,Offensive rebound by Team
2:21.0,,,71-82,1,A. Len makes free throw 2 of 2
2:08.0,,,71-82,,Personal block foul by R. Price (drawn by M. Chalmers)
2:08.0,M. Chalmers makes free throw 1 of 2,1,72-82,,
2:08.0,M. Chalmers misses free throw 2 of 2,,72-82,,
2:07.0,,,72-82,,Defensive rebound by M. Teletovic
1:57.0,Personal foul by V. Carter (drawn by R. Price),,72-82,,
1:57.0,,,72-83,1,R. Price makes free throw 1 of 2
1:57.0,,,72-84,1,R. Price makes free throw 2 of 2
1:33.0,J. Green misses 2-pt shot from 1 ft,,72-84,,
1:32.0,Offensive rebound by J. Green,,72-84,,
1:30.0,J. Green makes 2-pt shot from 1 ft,2,74-84,,
1:07.0,,,74-86,2,M. Teletovic makes 2-pt shot from 4 ft
0:54.0,M. Chalmers makes 2-pt shot from 18 ft,2,76-86,,
0:40.0,,,76-86,,Turnover by R. Price (lost ball; steal by M. Chalmers)
0:40.0,Memphis full timeout,,76-86,,
0:28.0,M. Barnes misses 3-pt shot from 24 ft,,76-86,,
0:28.0,,,76-86,,Defensive rebound by A. Len
0:03.0,,,76-86,,D. Booker misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by L. Stephenson,,76-86,,
0:00.0,M. Barnes misses 2-pt shot from 7 ft,,76-86,,
0:00.0,Offensive rebound by Team,,76-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,76-86,,Shooting foul by J. Green (drawn by M. Teletovic)
11:41.0,,,76-87,1,M. Teletovic makes free throw 1 of 2
11:41.0,,,76-88,1,M. Teletovic makes free throw 2 of 2
11:25.0,J. Green makes 2-pt shot at rim (assist by L. Stephenson),2,78-88,,
11:10.0,Personal foul by L. Stephenson (drawn by A. Goodwin),,78-88,,
10:57.0,,,78-88,,Turnover by J. Leuer (lost ball; steal by V. Carter)
10:51.0,M. Barnes misses 2-pt shot from 2 ft,,78-88,,
10:50.0,,,78-88,,Defensive rebound by A. Goodwin
10:45.0,,,78-88,,A. Goodwin misses 2-pt shot from 1 ft
10:45.0,,,78-88,,Offensive rebound by Team
10:43.0,,,78-88,,Turnover by J. Leuer (lost ball; steal by M. Chalmers)
10:37.0,M. Barnes makes 2-pt shot from 1 ft (assist by M. Chalmers),2,80-88,,
10:37.0,,,80-88,,Phoenix full timeout
10:19.0,,,80-88,,J. Leuer misses 3-pt shot from 25 ft
10:18.0,Defensive rebound by V. Carter,,80-88,,
9:58.0,L. Stephenson makes 2-pt shot from 3 ft,2,82-88,,
9:45.0,,,82-88,,Turnover by J. Leuer (traveling)
9:26.0,L. Stephenson misses 2-pt shot from 4 ft,,82-88,,
9:25.0,,,82-88,,Defensive rebound by M. Teletovic
9:17.0,Personal foul by M. Chalmers (drawn by P. Pressey),,82-88,,
9:17.0,,,82-88,,A. Len enters the game for J. Leuer
9:17.0,C. Andersen enters the game for J. Green,,82-88,,
9:09.0,,,82-91,3,M. Teletovic makes 3-pt shot from 24 ft (assist by P. Pressey)
8:51.0,M. Chalmers makes 2-pt shot from 4 ft,2,84-91,,
8:51.0,Shooting foul by P. Pressey (drawn by M. Chalmers),,84-91,,
8:51.0,,,84-91,,D. Booker enters the game for P. Pressey
8:51.0,M. Chalmers makes free throw 1 of 1,1,85-91,,
8:42.0,,,85-91,,Shooting foul by M. Barnes (drawn by D. Booker)
8:42.0,,,85-91,,D. Booker misses free throw 1 of 2
8:42.0,,,85-91,,Offensive rebound by Team
8:42.0,M. Conley enters the game for M. Chalmers,,85-91,,
8:42.0,,,85-92,1,D. Booker makes free throw 2 of 2
8:25.0,M. Conley misses 2-pt shot from 18 ft,,85-92,,
8:25.0,,,85-92,,Defensive rebound by M. Teletovic
8:16.0,,,85-92,,A. Len misses 2-pt shot from 17 ft
8:15.0,,,85-92,,Offensive rebound by P. Tucker
8:13.0,,,85-94,2,P. Tucker makes 2-pt shot from 3 ft
7:52.0,M. Conley misses 3-pt shot from 24 ft,,85-94,,
7:51.0,,,85-94,,Defensive rebound by A. Len
7:28.0,,,85-94,,A. Len misses 2-pt shot from 11 ft
7:26.0,Defensive rebound by M. Barnes,,85-94,,
7:19.0,M. Conley misses 2-pt shot from 2 ft,,85-94,,
7:16.0,Offensive rebound by C. Andersen,,85-94,,
7:16.0,Shooting foul by D. Booker (drawn by C. Andersen),,85-94,,
7:16.0,C. Andersen makes free throw 1 of 2,1,86-94,,
7:16.0,C. Andersen makes free throw 2 of 2,1,87-94,,
7:03.0,,,87-94,,Shooting foul by C. Andersen (drawn by A. Len)
7:03.0,,,87-95,1,A. Len makes free throw 1 of 2
7:03.0,,,87-96,1,A. Len makes free throw 2 of 2
6:50.0,M. Barnes makes 3-pt shot from 25 ft (assist by M. Conley),3,90-96,,
6:34.0,,,90-96,,A. Goodwin misses 2-pt shot from 1 ft
6:33.0,,,90-96,,Offensive rebound by A. Len
6:33.0,,,90-98,2,A. Len makes 2-pt shot from 1 ft
6:06.0,M. Conley misses 2-pt shot from 1 ft,,90-98,,
6:05.0,,,90-98,,Defensive rebound by D. Booker
5:57.0,,,90-98,,P. Tucker misses 3-pt shot from 23 ft
