time,New Orleans,pts.away,score,pts.home,Memphis
7:07.0,D. Cunningham makes 2-pt shot at rim (assist by A. Davis),2,13-7,,
6:49.0,,,13-7,,T. Allen misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by T. Douglas,,13-7,,
6:34.0,J. Holiday misses 2-pt shot from 1 ft,,13-7,,
6:33.0,,,13-7,,Defensive rebound by B. Weber
6:30.0,,,13-7,,Shooting foul by T. Douglas (drawn by R. Hollins)
6:30.0,,,13-7,,R. Hollins misses free throw 1 of 2
6:30.0,,,13-7,,Offensive rebound by Team
6:30.0,,,13-7,,P. Hairston enters the game for T. Allen
6:30.0,,,13-7,,J. Martin enters the game for J. Green
6:30.0,,,13-7,,R. Hollins misses free throw 2 of 2
6:30.0,Defensive rebound by O. Asik,,13-7,,
6:12.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,15-7,,
6:06.0,,,15-7,,Memphis full timeout
6:06.0,,,15-7,,V. Carter enters the game for R. Hollins
6:02.0,,,15-10,3,V. Carter makes 3-pt shot from 25 ft (assist by J. Martin)
5:45.0,J. Holiday makes 2-pt shot at rim,2,17-10,,
5:23.0,,,17-12,2,J. Martin makes 2-pt shot from 5 ft (assist by M. Barnes)
5:08.0,Turnover by A. Davis (lost ball; steal by P. Hairston),,17-12,,
4:59.0,,,17-12,,V. Carter misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by J. Holiday,,17-12,,
4:51.0,D. Cunningham makes 2-pt shot from 2 ft (assist by J. Holiday),2,19-12,,
4:36.0,,,19-12,,M. Barnes misses 2-pt shot from 4 ft
4:34.0,Defensive rebound by J. Holiday,,19-12,,
4:30.0,Shooting foul by P. Hairston (drawn by J. Holiday),,19-12,,
4:30.0,J. Holiday makes free throw 1 of 2,1,20-12,,
4:30.0,J. Holiday makes free throw 2 of 2,1,21-12,,
4:16.0,,,21-12,,P. Hairston misses 2-pt shot from 1 ft
4:15.0,,,21-12,,Offensive rebound by P. Hairston
4:15.0,,,21-12,,P. Hairston misses 2-pt shot from 1 ft
4:13.0,Defensive rebound by O. Asik,,21-12,,
4:03.0,Turnover by A. Davis (lost ball),,21-12,,
3:56.0,,,21-12,,J. Martin misses 2-pt shot from 19 ft
3:55.0,Defensive rebound by A. Davis,,21-12,,
3:33.0,J. Holiday misses 2-pt shot at rim,,21-12,,
3:30.0,,,21-12,,Defensive rebound by J. Martin
3:24.0,,,21-12,,M. Barnes misses 3-pt shot from 23 ft
3:22.0,Defensive rebound by T. Douglas,,21-12,,
3:13.0,D. Cunningham misses 3-pt shot from 23 ft,,21-12,,
3:13.0,,,21-12,,Defensive rebound by V. Carter
3:08.0,,,21-12,,Shooting foul by O. Asik (drawn by V. Carter)
3:08.0,,,21-13,1,V. Carter makes free throw 1 of 2
3:08.0,,,21-13,,J. Green enters the game for B. Weber
3:08.0,,,21-13,,L. Stephenson enters the game for M. Barnes
3:08.0,R. Anderson enters the game for O. Asik,,21-13,,
3:08.0,A. Gee enters the game for J. Holiday,,21-13,,
3:08.0,,,21-14,1,V. Carter makes free throw 2 of 2
2:57.0,T. Douglas misses 3-pt shot from 25 ft,,21-14,,
2:56.0,,,21-14,,Defensive rebound by J. Martin
2:43.0,Personal foul by T. Douglas,,21-14,,
2:43.0,New Orleans full timeout,,21-14,,
2:43.0,O. Johnson enters the game for T. Douglas,,21-14,,
2:32.0,,,21-14,,P. Hairston misses 2-pt shot from 2 ft
2:30.0,Defensive rebound by O. Johnson,,21-14,,
2:17.0,R. Anderson makes 2-pt shot from 21 ft,2,23-14,,
2:04.0,,,23-14,,Shooting foul by O. Johnson (drawn by L. Stephenson)
2:04.0,,,23-15,1,L. Stephenson makes free throw 1 of 2
2:04.0,,,23-16,1,L. Stephenson makes free throw 2 of 2
1:43.0,Turnover by D. Cunningham (lost ball; steal by J. Green),,23-16,,
1:40.0,Violation by D. Cunningham (def goaltending),,23-16,,
1:40.0,,,23-18,2,L. Stephenson makes 2-pt shot from 1 ft (assist by J. Green)
1:20.0,A. Davis misses 2-pt shot from 20 ft,,23-18,,
1:19.0,,,23-18,,Defensive rebound by L. Stephenson
1:04.0,,,23-18,,V. Carter misses 2-pt shot from 21 ft
1:04.0,Defensive rebound by D. Cunningham,,23-18,,
0:50.0,R. Anderson misses 2-pt shot from 21 ft,,23-18,,
0:47.0,,,23-18,,Defensive rebound by P. Hairston
0:41.0,,,23-20,2,L. Stephenson makes 2-pt shot from 18 ft
0:30.0,O. Johnson misses 2-pt shot from 1 ft (block by L. Stephenson),,23-20,,
0:28.0,,,23-20,,Defensive rebound by P. Hairston
0:22.0,,,23-20,,J. Martin misses 2-pt shot from 1 ft (block by D. Cunningham)
0:19.0,Defensive rebound by A. Davis,,23-20,,
0:19.0,,,23-20,,Clear path foul by P. Hairston
0:19.0,A. Davis misses clear path free throw 1 of 2,,23-20,,
0:19.0,Offensive rebound by Team,,23-20,,
0:19.0,L. Babbitt enters the game for D. Cunningham,,23-20,,
0:19.0,,,23-20,,T. Allen enters the game for J. Martin
0:19.0,A. Davis makes clear path free throw 2 of 2,1,24-20,,
0:03.0,O. Johnson misses 2-pt shot from 18 ft,,24-20,,
0:01.0,,,24-20,,Defensive rebound by V. Carter
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,O. Johnson misses 2-pt shot from 21 ft,,24-20,,
11:33.0,,,24-20,,Defensive rebound by T. Allen
11:25.0,Personal foul by A. Gee,,24-20,,
11:12.0,,,24-20,,L. Stephenson misses 2-pt shot from 5 ft
11:10.0,,,24-20,,Offensive rebound by Team
11:08.0,Violation by O. Johnson (kicked ball),,24-20,,
11:00.0,,,24-20,,L. Stephenson misses 3-pt shot from 23 ft
10:57.0,Defensive rebound by A. Davis,,24-20,,
10:40.0,A. Davis misses 2-pt shot from 2 ft,,24-20,,
10:38.0,,,24-20,,Defensive rebound by P. Hairston
10:30.0,,,24-22,2,P. Hairston makes 2-pt shot from 1 ft
10:15.0,R. Anderson misses 3-pt shot from 24 ft,,24-22,,
10:14.0,,,24-22,,Defensive rebound by V. Carter
10:05.0,,,24-22,,J. Green misses 2-pt shot from 4 ft
10:04.0,Defensive rebound by L. Babbitt,,24-22,,
9:56.0,O. Johnson misses 2-pt shot at rim,,24-22,,
9:56.0,Offensive rebound by Team,,24-22,,
9:56.0,J. Holiday enters the game for O. Johnson,,24-22,,
9:53.0,Shooting foul by J. Green (drawn by J. Holiday),,24-22,,
9:53.0,J. Holiday makes free throw 1 of 2,1,25-22,,
9:53.0,D. Cunningham enters the game for A. Davis,,25-22,,
9:53.0,J. Holiday misses free throw 2 of 2,,25-22,,
9:52.0,,,25-22,,Defensive rebound by J. Green
9:39.0,,,25-22,,V. Carter misses 2-pt shot from 7 ft
9:39.0,,,25-22,,Offensive rebound by J. Green
9:39.0,Loose ball foul by L. Babbitt,,25-22,,
9:30.0,,,25-24,2,L. Stephenson makes 2-pt shot from 4 ft
9:20.0,J. Holiday misses 2-pt shot at rim,,25-24,,
9:18.0,,,25-24,,Defensive rebound by V. Carter
9:11.0,,,25-26,2,J. Green makes 2-pt shot at rim (assist by V. Carter)
8:53.0,J. Holiday misses 2-pt shot from 16 ft,,25-26,,
8:51.0,,,25-26,,Defensive rebound by V. Carter
8:46.0,,,25-28,2,P. Hairston makes 2-pt shot from 6 ft
8:46.0,,,25-28,,Shooting foul by L. Babbitt (drawn by P. Hairston)
8:46.0,,,25-28,,Memphis full timeout
8:46.0,,,25-28,,M. Barnes enters the game for J. Green
8:46.0,Violation by Team (jump ball),,25-28,,
8:46.0,,,25-28,,P. Hairston misses free throw 1 of 1
8:45.0,Defensive rebound by R. Anderson,,25-28,,
8:30.0,R. Anderson makes 2-pt shot from 1 ft (assist by J. Holiday),2,27-28,,
8:30.0,Shooting foul by M. Barnes (drawn by R. Anderson),,27-28,,
8:30.0,R. Anderson makes free throw 1 of 1,1,28-28,,
8:14.0,,,28-28,,T. Allen misses 2-pt shot from 1 ft
8:13.0,Defensive rebound by L. Babbitt,,28-28,,
8:05.0,Shooting foul by V. Carter (drawn by J. Holiday),,28-28,,
8:05.0,J. Holiday makes free throw 1 of 2,1,29-28,,
8:05.0,J. Holiday misses free throw 2 of 2,,29-28,,
8:04.0,,,29-28,,Defensive rebound by L. Stephenson
7:49.0,,,29-28,,Turnover by L. Stephenson (traveling)
7:40.0,Turnover by J. Holiday (lost ball; steal by V. Carter),,29-28,,
7:32.0,,,29-30,2,L. Stephenson makes 2-pt shot from 1 ft (assist by M. Barnes)
7:22.0,J. Holiday misses 2-pt shot from 2 ft,,29-30,,
7:20.0,Offensive rebound by R. Anderson,,29-30,,
7:20.0,R. Anderson misses 2-pt shot from 1 ft,,29-30,,
7:18.0,Offensive rebound by R. Anderson,,29-30,,
7:15.0,Turnover by R. Anderson (lost ball; steal by L. Stephenson),,29-30,,
7:05.0,,,29-32,2,L. Stephenson makes 2-pt shot from 1 ft
6:50.0,L. Babbitt makes 2-pt shot at rim,2,31-32,,
6:39.0,,,31-32,,Memphis full timeout
6:39.0,A. Davis enters the game for L. Babbitt,,31-32,,
6:39.0,,,31-32,,B. Weber enters the game for T. Allen
6:39.0,,,31-32,,J. Martin enters the game for V. Carter
6:29.0,,,31-34,2,B. Weber makes 2-pt shot from 11 ft
6:18.0,,,31-34,,Personal foul by J. Martin
6:10.0,J. Holiday makes 2-pt shot from 5 ft,2,33-34,,
5:49.0,,,33-34,,M. Barnes misses 3-pt shot from 25 ft
5:48.0,Defensive rebound by A. Davis,,33-34,,
5:37.0,J. Holiday misses 2-pt shot from 2 ft (block by B. Weber),,33-34,,
5:37.0,Offensive rebound by Team,,33-34,,
5:32.0,,,33-34,,Personal foul by P. Hairston
5:32.0,A. Davis makes free throw 1 of 2,1,34-34,,
5:32.0,A. Davis misses free throw 2 of 2,,34-34,,
5:30.0,,,34-34,,Defensive rebound by L. Stephenson
5:12.0,,,34-34,,J. Martin misses 2-pt shot from 14 ft
5:11.0,Defensive rebound by A. Gee,,34-34,,
4:55.0,A. Davis makes 2-pt shot from 8 ft,2,36-34,,
4:43.0,,,36-34,,Memphis full timeout
4:43.0,,,36-34,,J. Green enters the game for P. Hairston
4:35.0,,,36-34,,Shooting foul by J. Holiday (drawn by L. Stephenson)
4:35.0,,,36-35,1,L. Stephenson makes free throw 1 of 2
4:35.0,T. Douglas enters the game for J. Holiday,,36-35,,
4:35.0,,,36-35,,L. Stephenson misses free throw 2 of 2
4:33.0,Defensive rebound by R. Anderson,,36-35,,
4:14.0,R. Anderson makes 2-pt shot from 13 ft,2,38-35,,
3:55.0,,,38-37,2,J. Martin makes 2-pt shot from 8 ft
3:35.0,D. Cunningham makes 3-pt shot from 24 ft (assist by T. Douglas),3,41-37,,
3:16.0,,,41-37,,L. Stephenson misses 2-pt shot from 1 ft (block by D. Cunningham)
3:14.0,Defensive rebound by A. Gee,,41-37,,
3:06.0,,,41-37,,Personal foul by L. Stephenson
3:06.0,R. Anderson makes free throw 1 of 2,1,42-37,,
3:06.0,R. Anderson makes free throw 2 of 2,1,43-37,,
2:44.0,,,43-37,,J. Martin misses 2-pt shot from 5 ft
2:42.0,,,43-37,,Offensive rebound by M. Barnes
2:42.0,,,43-39,2,M. Barnes makes 2-pt shot at rim
2:31.0,Turnover by R. Anderson (lost ball; steal by J. Martin),,43-39,,
2:26.0,,,43-39,,Shooting foul by D. Cunningham (drawn by L. Stephenson)
2:26.0,New Orleans full timeout,,43-39,,
2:26.0,J. Holiday enters the game for A. Gee,,43-39,,
2:26.0,,,43-40,1,L. Stephenson makes free throw 1 of 2
2:26.0,,,43-41,1,L. Stephenson makes free throw 2 of 2
2:15.0,J. Holiday makes 2-pt shot from 17 ft,2,45-41,,
1:59.0,,,45-43,2,M. Barnes makes 2-pt shot at rim (assist by L. Stephenson)
1:54.0,Turnover by J. Holiday (bad pass),,45-43,,
1:29.0,,,45-45,2,J. Martin makes 2-pt shot from 15 ft (assist by L. Stephenson)
1:05.0,T. Douglas misses 3-pt shot from 24 ft,,45-45,,
1:02.0,,,45-45,,Defensive rebound by J. Green
0:47.0,,,45-47,2,B. Weber makes 2-pt shot from 18 ft (assist by M. Barnes)
0:32.0,J. Holiday misses 3-pt shot from 24 ft,,45-47,,
0:32.0,,,45-47,,Defensive rebound by B. Weber
0:13.0,Personal foul by D. Cunningham,,45-47,,
0:13.0,,,45-48,1,L. Stephenson makes free throw 1 of 2
0:13.0,,,45-48,,T. Allen enters the game for J. Green
0:13.0,L. Babbitt enters the game for D. Cunningham,,45-48,,
0:13.0,,,45-48,,L. Stephenson misses free throw 2 of 2
0:12.0,Defensive rebound by A. Davis,,45-48,,
0:01.0,J. Holiday makes 2-pt shot from 8 ft,2,47-48,,
0:01.0,,,47-48,,J. Martin misses 2-pt shot from 9 ft
0:00.0,,,47-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,J. Holiday misses 2-pt shot from 22 ft,,47-48,,
11:36.0,,,47-48,,Defensive rebound by M. Barnes
11:28.0,,,47-48,,P. Hairston misses 3-pt shot from 25 ft
11:27.0,Defensive rebound by A. Davis,,47-48,,
11:15.0,,,47-48,,Personal foul by R. Hollins
11:04.0,O. Asik misses 2-pt shot from 2 ft (block by R. Hollins),,47-48,,
11:04.0,,,47-48,,Defensive rebound by M. Barnes
10:57.0,,,47-48,,B. Weber misses 2-pt shot from 10 ft
10:55.0,Defensive rebound by J. Holiday,,47-48,,
10:43.0,D. Cunningham misses 2-pt shot from 21 ft,,47-48,,
10:42.0,Offensive rebound by A. Davis,,47-48,,
10:38.0,A. Davis makes 2-pt shot from 17 ft,2,49-48,,
10:18.0,,,49-51,3,M. Barnes makes 3-pt shot from 24 ft (assist by B. Weber)
10:05.0,Shooting foul by R. Hollins (drawn by T. Douglas),,49-51,,
10:05.0,T. Douglas misses free throw 1 of 2,,49-51,,
10:05.0,Offensive rebound by Team,,49-51,,
10:05.0,T. Douglas misses free throw 2 of 2,,49-51,,
10:04.0,Offensive rebound by T. Douglas,,49-51,,
9:50.0,J. Holiday makes 2-pt shot from 7 ft,2,51-51,,
9:28.0,,,51-51,,M. Barnes misses 3-pt shot from 26 ft
9:27.0,Defensive rebound by D. Cunningham,,51-51,,
9:19.0,T. Douglas misses 2-pt shot from 1 ft (block by R. Hollins),,51-51,,
9:19.0,,,51-51,,Defensive rebound by Team
9:03.0,,,51-51,,P. Hairston misses 2-pt shot from 20 ft
9:03.0,Defensive rebound by D. Cunningham,,51-51,,
8:54.0,J. Holiday makes 2-pt shot from 1 ft,2,53-51,,
8:54.0,,,53-51,,Memphis full timeout
8:41.0,,,53-53,2,B. Weber makes 2-pt shot from 21 ft (assist by P. Hairston)
8:23.0,T. Douglas misses 2-pt shot from 13 ft,,53-53,,
8:22.0,Offensive rebound by O. Asik,,53-53,,
8:20.0,O. Asik misses 2-pt shot from 1 ft (block by R. Hollins),,53-53,,
8:18.0,,,53-53,,Defensive rebound by B. Weber
8:11.0,,,53-55,2,P. Hairston makes 2-pt shot at rim (assist by M. Barnes)
8:00.0,Shooting foul by B. Weber (drawn by J. Holiday),,53-55,,
8:00.0,J. Holiday makes free throw 1 of 2,1,54-55,,
8:00.0,R. Anderson enters the game for O. Asik,,54-55,,
8:00.0,J. Holiday makes free throw 2 of 2,1,55-55,,
7:45.0,,,55-55,,T. Allen misses 2-pt shot from 1 ft (block by D. Cunningham)
7:44.0,,,55-55,,Offensive rebound by T. Allen
7:43.0,,,55-55,,Turnover by T. Allen (lost ball; steal by T. Douglas)
7:33.0,T. Douglas makes 2-pt shot at rim (assist by R. Anderson),2,57-55,,
7:13.0,,,57-57,2,R. Hollins makes 2-pt shot at rim (assist by B. Weber)
7:01.0,Turnover by J. Holiday (lost ball; steal by M. Barnes),,57-57,,
6:57.0,,,57-57,,Offensive charge foul by P. Hairston
6:57.0,,,57-57,,Turnover by P. Hairston (offensive foul)
6:57.0,,,57-57,,J. Green enters the game for R. Hollins
6:51.0,Offensive charge foul by J. Holiday,,57-57,,
6:51.0,Turnover by J. Holiday (offensive foul),,57-57,,
6:31.0,,,57-57,,M. Barnes misses 3-pt shot from 25 ft
6:31.0,Defensive rebound by T. Douglas,,57-57,,
6:21.0,T. Douglas makes 2-pt shot from 6 ft,2,59-57,,
6:04.0,,,59-59,2,P. Hairston makes 2-pt shot from 21 ft
6:02.0,,,59-59,,Violation by Team (jump ball)
5:50.0,A. Davis makes 2-pt shot from 4 ft (assist by D. Cunningham),2,61-59,,
5:40.0,Personal foul by T. Douglas,,61-59,,
5:40.0,,,61-59,,L. Stephenson enters the game for P. Hairston
5:29.0,,,61-59,,M. Barnes misses 2-pt shot from 2 ft
5:27.0,,,61-59,,Offensive rebound by M. Barnes
5:27.0,,,61-59,,M. Barnes misses 2-pt shot at rim
5:25.0,,,61-59,,Offensive rebound by B. Weber
5:23.0,,,61-61,2,M. Barnes makes 2-pt shot from 1 ft (assist by B. Weber)
5:10.0,,,61-61,,Personal foul by T. Allen
4:58.0,J. Holiday misses 3-pt shot from 25 ft,,61-61,,
4:58.0,,,61-61,,Defensive rebound by T. Allen
4:44.0,,,61-61,,Shooting foul by D. Cunningham (drawn by L. Stephenson)
4:44.0,,,61-62,1,L. Stephenson makes free throw 1 of 2
4:44.0,,,61-62,,J. Martin enters the game for B. Weber
4:44.0,A. Gee enters the game for T. Douglas,,61-62,,
4:44.0,,,61-63,1,L. Stephenson makes free throw 2 of 2
4:30.0,J. Holiday misses 2-pt shot at rim,,61-63,,
4:28.0,,,61-63,,Defensive rebound by M. Barnes
4:21.0,,,61-65,2,T. Allen makes 2-pt shot from 2 ft
4:20.0,,,61-65,,Violation by Team (jump ball)
4:20.0,,,61-65,,Technical foul by Team
4:20.0,R. Anderson makes technical free throw,1,62-65,,
4:12.0,Turnover by J. Holiday (lost ball; steal by T. Allen),,62-65,,
4:11.0,Personal foul by J. Holiday,,62-65,,
4:02.0,Personal foul by J. Holiday,,62-65,,
4:02.0,T. Douglas enters the game for J. Holiday,,62-65,,
3:47.0,,,62-67,2,T. Allen makes 2-pt shot at rim (assist by M. Barnes)
3:28.0,T. Douglas misses 3-pt shot from 25 ft,,62-67,,
3:27.0,,,62-67,,Defensive rebound by J. Green
3:13.0,,,62-69,2,L. Stephenson makes 2-pt shot from 17 ft
3:13.0,New Orleans full timeout,,62-69,,
3:13.0,L. Babbitt enters the game for A. Gee,,62-69,,
2:59.0,Turnover by A. Davis (lost ball; steal by L. Stephenson),,62-69,,
2:50.0,,,62-69,,L. Stephenson misses 2-pt shot from 13 ft
2:48.0,Defensive rebound by A. Davis,,62-69,,
2:26.0,T. Douglas makes 2-pt shot from 19 ft (assist by L. Babbitt),2,64-69,,
2:07.0,,,64-71,2,J. Green makes 2-pt shot from 5 ft (assist by J. Martin)
1:41.0,A. Davis misses 2-pt shot from 12 ft,,64-71,,
1:39.0,,,64-71,,Defensive rebound by L. Stephenson
1:24.0,,,64-71,,L. Stephenson misses 2-pt shot from 6 ft
1:24.0,Defensive rebound by A. Davis,,64-71,,
1:13.0,T. Douglas misses 3-pt shot from 23 ft,,64-71,,
1:12.0,,,64-71,,Defensive rebound by M. Barnes
1:02.0,,,64-71,,Turnover by J. Green (bad pass)
0:50.0,Turnover by D. Cunningham (lost ball; steal by T. Allen),,64-71,,
0:29.0,,,64-71,,M. Barnes misses 2-pt shot from 7 ft
0:28.0,Defensive rebound by R. Anderson,,64-71,,
0:21.0,D. Cunningham makes 2-pt shot from 1 ft (assist by T. Douglas),2,66-71,,
0:03.0,,,66-73,2,J. Green makes 2-pt shot from 20 ft (assist by L. Stephenson)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,66-73,,P. Hairston misses 2-pt shot from 13 ft
11:41.0,Defensive rebound by R. Anderson,,66-73,,
11:31.0,R. Anderson misses 3-pt shot from 25 ft,,66-73,,
11:30.0,,,66-73,,Defensive rebound by J. Green
11:17.0,,,66-75,2,J. Green makes 2-pt shot from 19 ft (assist by B. Weber)
10:59.0,T. Douglas misses 2-pt shot from 10 ft (block by J. Martin),,66-75,,
10:56.0,,,66-75,,Defensive rebound by L. Stephenson
10:54.0,,,66-75,,Shooting foul by D. Cunningham (drawn by J. Martin)
10:54.0,,,66-75,,J. Martin misses free throw 1 of 2
10:54.0,,,66-75,,Offensive rebound by Team
10:54.0,A. Gee enters the game for A. Davis,,66-75,,
10:54.0,J. Holiday enters the game for L. Babbitt,,66-75,,
10:54.0,,,66-75,,J. Martin misses free throw 2 of 2
10:53.0,Defensive rebound by D. Cunningham,,66-75,,
10:41.0,R. Anderson makes 2-pt shot from 1 ft (assist by J. Holiday),2,68-75,,
10:26.0,,,68-75,,J. Martin misses 2-pt shot from 14 ft
10:24.0,Defensive rebound by J. Holiday,,68-75,,
10:19.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Holiday),3,71-75,,
9:54.0,,,71-77,2,L. Stephenson makes 2-pt shot from 17 ft
9:37.0,D. Cunningham makes 3-pt shot from 23 ft (assist by T. Douglas),3,74-77,,
9:15.0,,,74-77,,L. Stephenson misses 2-pt shot from 2 ft
9:13.0,Defensive rebound by R. Anderson,,74-77,,
8:59.0,R. Anderson makes 2-pt shot from 17 ft,2,76-77,,
8:58.0,,,76-77,,Memphis full timeout
8:58.0,,,76-77,,M. Barnes enters the game for J. Martin
8:34.0,,,76-79,2,L. Stephenson makes 2-pt shot from 7 ft
8:19.0,R. Anderson makes 2-pt shot from 1 ft,2,78-79,,
8:19.0,Shooting foul by P. Hairston (drawn by R. Anderson),,78-79,,
8:19.0,R. Anderson makes free throw 1 of 1,1,79-79,,
8:09.0,Personal foul by T. Douglas,,79-79,,
8:09.0,,,79-79,,T. Allen enters the game for P. Hairston
8:05.0,,,79-79,,Turnover by B. Weber (lost ball; steal by D. Cunningham)
7:51.0,Turnover by R. Anderson (lost ball; steal by M. Barnes),,79-79,,
7:46.0,,,79-81,2,J. Green makes 2-pt shot at rim (assist by L. Stephenson)
7:38.0,,,79-81,,Personal foul by M. Barnes
7:38.0,A. Davis enters the game for R. Anderson,,79-81,,
7:27.0,D. Cunningham misses 3-pt shot from 24 ft,,79-81,,
7:27.0,,,79-81,,Defensive rebound by M. Barnes
7:12.0,,,79-83,2,J. Green makes 2-pt shot from 2 ft (assist by M. Barnes)
6:49.0,D. Cunningham makes 2-pt shot from 1 ft (assist by J. Holiday),2,81-83,,
6:31.0,,,81-83,,L. Stephenson misses 2-pt shot from 12 ft
6:31.0,Defensive rebound by A. Gee,,81-83,,
6:26.0,,,81-83,,Personal foul by L. Stephenson
6:26.0,R. Anderson enters the game for D. Cunningham,,81-83,,
6:26.0,,,81-83,,R. Hollins enters the game for J. Green
6:20.0,A. Davis misses 2-pt shot from 17 ft,,81-83,,
6:19.0,,,81-83,,Defensive rebound by L. Stephenson
6:05.0,,,81-85,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Barnes)
5:50.0,J. Holiday makes 2-pt shot from 1 ft,2,83-85,,
5:33.0,,,83-85,,T. Allen misses 2-pt shot at rim (block by J. Holiday)
5:32.0,Defensive rebound by Team,,83-85,,
5:32.0,New Orleans full timeout,,83-85,,
5:19.0,J. Holiday misses 2-pt shot from 1 ft,,83-85,,
5:17.0,Offensive rebound by A. Davis,,83-85,,
5:12.0,A. Davis makes 2-pt shot from 14 ft (assist by R. Anderson),2,85-85,,
4:49.0,,,85-85,,Shooting foul by A. Davis (drawn by M. Barnes)
4:49.0,,,85-86,1,M. Barnes makes free throw 1 of 2
4:49.0,,,85-86,,J. Green enters the game for R. Hollins
4:49.0,,,85-87,1,M. Barnes makes free throw 2 of 2
4:41.0,,,85-87,,Personal foul by J. Green
4:24.0,A. Davis misses 3-pt shot from 27 ft,,85-87,,
4:24.0,Offensive rebound by Team,,85-87,,
4:24.0,Turnover by Team (shot clock),,85-87,,
4:08.0,,,85-89,2,M. Barnes makes 2-pt shot from 2 ft
3:57.0,,,85-89,,Personal foul by M. Barnes
3:57.0,J. Holiday makes free throw 1 of 2,1,86-89,,
3:57.0,J. Holiday makes free throw 2 of 2,1,87-89,,
3:47.0,,,87-92,3,M. Barnes makes 3-pt shot from 24 ft (assist by B. Weber)
3:32.0,Shooting foul by J. Green (drawn by A. Davis),,87-92,,
3:32.0,A. Davis makes free throw 1 of 2,1,88-92,,
