time,Miami,pts.away,score,pts.home,Charlotte
8:47.0,,,6-5,,M. Williams misses 3-pt shot from 24 ft
8:46.0,Defensive rebound by A. Stoudemire,,6-5,,
8:26.0,A. Stoudemire misses 2-pt shot from 2 ft (block by M. Kidd-Gilchrist),,6-5,,
8:26.0,Offensive rebound by Team,,6-5,,
8:22.0,G. Dragic makes 2-pt shot from 17 ft (assist by D. Wade),2,8-5,,
7:59.0,,,8-8,3,K. Walker makes 3-pt shot from 25 ft
7:43.0,C. Bosh makes 2-pt shot from 2 ft (assist by D. Wade),2,10-8,,
7:30.0,,,10-8,,N. Batum misses 3-pt shot from 26 ft
7:29.0,Defensive rebound by C. Bosh,,10-8,,
7:15.0,A. Stoudemire misses 2-pt shot from 1 ft,,10-8,,
7:14.0,,,10-8,,Defensive rebound by N. Batum
7:10.0,,,10-10,2,C. Zeller makes 2-pt shot from 1 ft (assist by N. Batum)
7:10.0,,,10-10,,Shooting foul by G. Dragic (drawn by C. Zeller)
7:10.0,J. Winslow enters the game for C. Bosh,,10-10,,
7:10.0,,,10-11,1,C. Zeller makes free throw 1 of 1
6:56.0,G. Dragic misses 2-pt shot from 15 ft,,10-11,,
6:55.0,,,10-11,,Defensive rebound by C. Zeller
6:42.0,,,10-13,2,M. Williams makes 2-pt shot from 1 ft
6:22.0,G. Dragic makes 2-pt shot from 1 ft,2,12-13,,
6:04.0,,,12-13,,Turnover by K. Walker (lost ball; steal by G. Dragic)
5:59.0,J. Winslow makes 2-pt shot from 1 ft (assist by G. Dragic),2,14-13,,
5:46.0,,,14-15,2,M. Williams makes 2-pt shot from 1 ft (assist by N. Batum)
5:46.0,,,14-15,,Shooting foul by A. Stoudemire (drawn by M. Williams)
5:46.0,,,14-15,,Charlotte full timeout
5:46.0,B. Udrih enters the game for G. Dragic,,14-15,,
5:46.0,,,14-16,1,M. Williams makes free throw 1 of 1
5:31.0,D. Wade misses 2-pt shot from 17 ft,,14-16,,
5:30.0,,,14-16,,Defensive rebound by K. Walker
5:20.0,Def 3 sec tech foul by A. Stoudemire,,14-16,,
5:20.0,,,14-17,1,N. Batum makes technical free throw
5:08.0,,,14-19,2,M. Williams makes 2-pt shot from 18 ft
4:54.0,B. Udrih makes 2-pt shot from 18 ft,2,16-19,,
4:30.0,,,16-21,2,M. Williams makes 2-pt shot from 5 ft (assist by N. Batum)
4:13.0,J. Winslow misses 2-pt shot from 3 ft (block by N. Batum),,16-21,,
4:12.0,,,16-21,,Defensive rebound by K. Walker
4:10.0,,,16-23,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
4:10.0,,,16-23,,Shooting foul by D. Wade (drawn by M. Kidd-Gilchrist)
4:10.0,,,16-23,,J. Lin enters the game for M. Williams
4:10.0,,,16-23,,F. Kaminsky enters the game for K. Walker
4:10.0,H. Whiteside enters the game for L. Deng,,16-23,,
4:10.0,C. Bosh enters the game for A. Stoudemire,,16-23,,
4:10.0,G. Green enters the game for D. Wade,,16-23,,
4:10.0,,,16-24,1,M. Kidd-Gilchrist makes free throw 1 of 1
4:08.0,Miami full timeout,,16-24,,
3:57.0,,,16-24,,Personal foul by F. Kaminsky (drawn by C. Bosh)
3:48.0,B. Udrih misses 2-pt shot from 18 ft,,16-24,,
3:48.0,,,16-24,,Defensive rebound by Team
3:37.0,,,16-24,,C. Zeller misses 2-pt shot at rim (block by H. Whiteside)
3:35.0,,,16-24,,Offensive rebound by C. Zeller
3:35.0,,,16-24,,C. Zeller misses 2-pt shot from 1 ft (block by H. Whiteside)
3:32.0,Defensive rebound by J. Winslow,,16-24,,
3:27.0,G. Green makes 2-pt shot from 1 ft,2,18-24,,
3:27.0,Shooting foul by C. Zeller (drawn by G. Green),,18-24,,
3:27.0,,,18-24,,S. Hawes enters the game for C. Zeller
3:27.0,G. Green makes free throw 1 of 1,1,19-24,,
3:05.0,,,19-24,,J. Lin misses 2-pt shot from 5 ft (block by H. Whiteside)
3:03.0,Defensive rebound by J. Winslow,,19-24,,
3:00.0,J. Winslow makes 2-pt shot from 1 ft,2,21-24,,
2:37.0,,,21-24,,J. Lin misses 2-pt shot from 22 ft
2:36.0,Defensive rebound by B. Udrih,,21-24,,
2:24.0,H. Whiteside makes 2-pt shot from 5 ft (assist by B. Udrih),2,23-24,,
2:17.0,,,23-24,,Charlotte full timeout
2:17.0,,,23-24,,P. Hairston enters the game for M. Kidd-Gilchrist
2:08.0,,,23-24,,S. Hawes misses 2-pt shot from 18 ft
2:06.0,Defensive rebound by H. Whiteside,,23-24,,
1:54.0,C. Bosh misses 2-pt shot from 17 ft,,23-24,,
1:53.0,,,23-24,,Defensive rebound by N. Batum
1:43.0,,,23-26,2,N. Batum makes 2-pt shot from 17 ft
1:25.0,B. Udrih misses 2-pt shot from 17 ft,,23-26,,
1:24.0,,,23-26,,Defensive rebound by F. Kaminsky
1:11.0,,,23-26,,Turnover by P. Hairston (bad pass; steal by J. Winslow)
1:07.0,G. Green makes 2-pt shot at rim (assist by J. Winslow),2,25-26,,
0:56.0,,,25-29,3,N. Batum makes 3-pt shot from 25 ft (assist by J. Lin)
0:44.0,B. Udrih misses 2-pt shot from 1 ft (block by J. Lin),,25-29,,
0:44.0,Offensive rebound by Team,,25-29,,
0:36.0,C. Bosh misses 2-pt shot from 21 ft,,25-29,,
0:34.0,,,25-29,,Defensive rebound by J. Lin
0:26.0,,,25-29,,N. Batum misses 2-pt shot from 8 ft
0:25.0,Defensive rebound by H. Whiteside,,25-29,,
0:06.0,G. Green misses 2-pt shot from 21 ft,,25-29,,
0:05.0,,,25-29,,Defensive rebound by F. Kaminsky
0:03.0,,,25-29,,Shooting foul by G. Green (drawn by J. Lin)
0:03.0,,,25-30,1,J. Lin makes free throw 1 of 2
0:03.0,,,25-31,1,J. Lin makes free throw 2 of 2
0:00.0,G. Green misses 3-pt shot from 38 ft,,25-31,,
0:00.0,Offensive rebound by Team,,25-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,25-31,,Turnover by F. Kaminsky (lost ball)
11:38.0,C. Bosh misses 2-pt shot from 1 ft,,25-31,,
11:36.0,Offensive rebound by H. Whiteside,,25-31,,
11:36.0,Shooting foul by J. Lin (drawn by H. Whiteside),,25-31,,
11:36.0,H. Whiteside misses free throw 1 of 2,,25-31,,
11:36.0,Offensive rebound by Team,,25-31,,
11:36.0,H. Whiteside makes free throw 2 of 2,1,26-31,,
11:18.0,,,26-33,2,S. Hawes makes 2-pt shot from 2 ft
11:03.0,H. Whiteside misses 2-pt shot from 2 ft,,26-33,,
11:01.0,Offensive rebound by G. Dragic,,26-33,,
10:52.0,H. Whiteside misses 2-pt shot from 5 ft,,26-33,,
10:51.0,,,26-33,,Defensive rebound by S. Hawes
10:43.0,,,26-33,,S. Hawes misses 3-pt shot from 26 ft
10:42.0,Defensive rebound by J. Winslow,,26-33,,
10:31.0,C. Bosh misses 2-pt shot from 10 ft,,26-33,,
10:30.0,,,26-33,,Defensive rebound by S. Hawes
10:21.0,,,26-33,,J. Lamb misses 3-pt shot from 23 ft
10:20.0,Defensive rebound by J. Winslow,,26-33,,
9:59.0,C. Bosh misses 2-pt shot from 12 ft,,26-33,,
9:59.0,Offensive rebound by C. Bosh,,26-33,,
9:59.0,C. Bosh makes 2-pt shot from 12 ft,2,28-33,,
9:59.0,Shooting foul by S. Hawes (drawn by C. Bosh),,28-33,,
9:59.0,C. Bosh misses free throw 1 of 1,,28-33,,
9:56.0,Offensive rebound by H. Whiteside,,28-33,,
9:52.0,G. Green misses 3-pt shot from 25 ft,,28-33,,
9:51.0,,,28-33,,Defensive rebound by P. Hairston
9:33.0,,,28-33,,F. Kaminsky misses 2-pt shot from 14 ft
9:32.0,Defensive rebound by G. Dragic,,28-33,,
9:20.0,G. Green misses 2-pt shot from 14 ft,,28-33,,
9:19.0,,,28-33,,Defensive rebound by S. Hawes
9:08.0,,,28-33,,Turnover by S. Hawes (bad pass)
8:54.0,G. Dragic misses 2-pt shot from 10 ft,,28-33,,
8:52.0,,,28-33,,Defensive rebound by J. Lamb
8:44.0,,,28-33,,J. Lamb misses 2-pt shot from 2 ft (block by H. Whiteside)
8:42.0,Defensive rebound by G. Dragic,,28-33,,
8:41.0,,,28-33,,Flagrant foul type 1 by P. Hairston (drawn by G. Dragic)
8:41.0,Official timeout,,28-33,,
8:41.0,G. Dragic makes flagrant free throw 1 of 2,1,29-33,,
8:41.0,G. Dragic makes flagrant free throw 2 of 2,1,30-33,,
8:28.0,H. Whiteside misses 2-pt shot from 7 ft (block by S. Hawes),,30-33,,
8:28.0,,,30-33,,Defensive rebound by Team
8:28.0,Jump ball: S. Hawes vs. H. Whiteside (J. Lamb gains possession),,,,Jump ball: S. Hawes vs. H. Whiteside (J. Lamb gains possession)
8:28.0,Turnover by H. Whiteside (lost ball; steal by S. Hawes),,30-33,,
8:05.0,,,30-33,,P. Hairston misses 3-pt shot from 22 ft
8:04.0,Defensive rebound by H. Whiteside,,30-33,,
7:59.0,C. Bosh makes 2-pt shot at rim,2,32-33,,
7:45.0,,,32-35,2,J. Lamb makes 2-pt shot from 17 ft (assist by J. Lin)
7:29.0,G. Dragic misses 2-pt shot from 2 ft,,32-35,,
7:28.0,,,32-35,,Defensive rebound by S. Hawes
7:28.0,Personal foul by J. Winslow (drawn by J. Lamb),,32-35,,
7:28.0,L. Deng enters the game for C. Bosh,,32-35,,
7:28.0,D. Wade enters the game for J. Winslow,,32-35,,
7:18.0,,,32-35,,J. Lamb misses 2-pt shot from 16 ft
7:17.0,Defensive rebound by G. Dragic,,32-35,,
7:07.0,D. Wade misses 2-pt shot from 9 ft (block by J. Lamb),,32-35,,
7:04.0,Offensive rebound by D. Wade,,32-35,,
7:04.0,D. Wade makes 2-pt shot from 9 ft,2,34-35,,
6:42.0,,,34-35,,J. Lamb misses 3-pt shot from 25 ft
6:41.0,Defensive rebound by G. Dragic,,34-35,,
6:32.0,H. Whiteside misses 2-pt shot from 6 ft (block by S. Hawes),,34-35,,
6:30.0,,,34-35,,Defensive rebound by J. Lamb
6:21.0,,,34-35,,Offensive charge foul by F. Kaminsky
6:21.0,,,34-35,,Turnover by F. Kaminsky (offensive foul)
6:21.0,,,34-35,,M. Williams enters the game for F. Kaminsky
6:21.0,,,34-35,,K. Walker enters the game for P. Hairston
6:09.0,D. Wade makes 2-pt shot from 1 ft (assist by G. Dragic),2,36-35,,
5:53.0,,,36-35,,S. Hawes misses 3-pt shot from 23 ft
5:51.0,Defensive rebound by L. Deng,,36-35,,
5:43.0,Turnover by D. Wade (bad pass; steal by K. Walker),,36-35,,
5:38.0,,,36-37,2,J. Lamb makes 2-pt shot at rim (assist by J. Lin)
5:38.0,Miami full timeout,,36-37,,
5:38.0,,,36-37,,N. Batum enters the game for J. Lin
5:38.0,,,36-37,,C. Zeller enters the game for S. Hawes
5:38.0,,,36-37,,M. Kidd-Gilchrist enters the game for J. Lamb
5:24.0,D. Wade makes 2-pt shot from 1 ft (assist by G. Dragic),2,38-37,,
5:12.0,Personal foul by G. Dragic (drawn by K. Walker),,38-37,,
5:06.0,,,38-40,3,N. Batum makes 3-pt shot from 24 ft (assist by M. Williams)
4:42.0,D. Wade makes 2-pt shot from 14 ft,2,40-40,,
4:18.0,,,40-40,,M. Kidd-Gilchrist misses 2-pt shot from 6 ft (block by H. Whiteside)
4:17.0,Defensive rebound by H. Whiteside,,40-40,,
4:05.0,G. Green misses 2-pt shot from 2 ft,,40-40,,
4:05.0,,,40-40,,Defensive rebound by C. Zeller
4:05.0,Personal foul by H. Whiteside (drawn by C. Zeller),,40-40,,
4:05.0,B. Udrih enters the game for G. Dragic,,40-40,,
4:05.0,C. Bosh enters the game for H. Whiteside,,40-40,,
3:53.0,,,40-40,,K. Walker misses 3-pt shot from 25 ft
3:52.0,Defensive rebound by C. Bosh,,40-40,,
3:31.0,L. Deng misses 2-pt shot from 5 ft (block by M. Williams),,40-40,,
3:29.0,,,40-40,,Defensive rebound by C. Zeller
3:25.0,,,40-40,,K. Walker misses 2-pt shot from 1 ft
3:24.0,Defensive rebound by D. Wade,,40-40,,
3:19.0,D. Wade misses 2-pt shot from 3 ft (block by N. Batum),,40-40,,
3:19.0,Offensive rebound by Team,,40-40,,
3:08.0,D. Wade makes 2-pt shot from 3 ft,2,42-40,,
2:54.0,,,42-40,,K. Walker misses 2-pt shot from 19 ft
2:52.0,Defensive rebound by G. Green,,42-40,,
2:44.0,Turnover by B. Udrih (traveling),,42-40,,
2:44.0,,,42-40,,Charlotte full timeout
2:44.0,J. Winslow enters the game for G. Green,,42-40,,
2:33.0,,,42-40,,M. Williams misses 2-pt shot from 19 ft
2:32.0,Defensive rebound by C. Bosh,,42-40,,
2:13.0,D. Wade misses 2-pt shot from 6 ft,,42-40,,
2:12.0,,,42-40,,Defensive rebound by C. Zeller
1:58.0,,,42-43,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
1:39.0,,,42-43,,S. Hawes enters the game for C. Zeller
1:33.0,L. Deng misses 2-pt shot from 21 ft,,42-43,,
1:32.0,,,42-43,,Defensive rebound by M. Kidd-Gilchrist
1:14.0,,,42-43,,Turnover by N. Batum (bad pass; steal by L. Deng)
1:09.0,D. Wade makes 2-pt shot at rim,2,44-43,,
0:54.0,,,44-45,2,M. Williams makes 2-pt shot at rim (assist by N. Batum)
0:32.0,D. Wade misses 2-pt shot from 16 ft,,44-45,,
0:31.0,,,44-45,,Defensive rebound by S. Hawes
0:25.0,,,44-47,2,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by K. Walker)
0:22.0,Miami full timeout,,44-47,,
0:22.0,G. Green enters the game for J. Winslow,,44-47,,
0:07.0,C. Bosh makes 2-pt shot from 1 ft (assist by D. Wade),2,46-47,,
0:07.0,Shooting foul by K. Walker (drawn by C. Bosh),,46-47,,
0:07.0,J. Winslow enters the game for B. Udrih,,46-47,,
0:07.0,C. Bosh makes free throw 1 of 1,1,47-47,,
0:04.0,Personal foul by J. Winslow (drawn by K. Walker),,47-47,,
0:02.0,,,47-47,,N. Batum misses 3-pt shot from 27 ft
0:00.0,,,47-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,47-47,,C. Zeller misses 2-pt shot from 1 ft
11:47.0,Defensive rebound by A. Stoudemire,,47-47,,
11:32.0,L. Deng makes 2-pt shot from 1 ft (assist by G. Dragic),2,49-47,,
11:32.0,Shooting foul by M. Kidd-Gilchrist (drawn by L. Deng),,49-47,,
11:32.0,L. Deng makes free throw 1 of 1,1,50-47,,
11:15.0,,,50-50,3,N. Batum makes 3-pt shot from 24 ft (assist by M. Williams)
10:55.0,D. Wade misses 2-pt shot from 18 ft,,50-50,,
10:54.0,,,50-50,,Defensive rebound by N. Batum
10:42.0,,,50-52,2,M. Williams makes 2-pt shot from 6 ft (assist by N. Batum)
10:25.0,D. Wade makes 2-pt shot from 8 ft (assist by G. Dragic),2,52-52,,
10:04.0,,,52-52,,M. Kidd-Gilchrist misses 2-pt shot from 20 ft
10:03.0,,,52-52,,Offensive rebound by N. Batum
9:58.0,,,52-55,3,N. Batum makes 3-pt shot from 26 ft
9:32.0,A. Stoudemire makes 2-pt shot from 1 ft,2,54-55,,
9:14.0,,,54-55,,K. Walker misses 2-pt shot from 18 ft
9:12.0,Defensive rebound by A. Stoudemire,,54-55,,
9:05.0,,,54-55,,Violation by M. Kidd-Gilchrist (kicked ball)
8:58.0,G. Dragic makes 2-pt shot from 16 ft,2,56-55,,
8:39.0,,,56-57,2,M. Williams makes 2-pt shot from 17 ft
8:05.0,C. Bosh makes 2-pt shot from 12 ft,2,58-57,,
7:50.0,,,58-57,,M. Williams misses 3-pt shot from 23 ft
7:49.0,Defensive rebound by A. Stoudemire,,58-57,,
7:38.0,L. Deng misses 3-pt shot from 23 ft,,58-57,,
7:36.0,,,58-57,,Defensive rebound by C. Zeller
7:27.0,,,58-59,2,M. Williams makes 2-pt shot from 22 ft (assist by K. Walker)
7:03.0,D. Wade makes 2-pt shot from 17 ft (assist by C. Bosh),2,60-59,,
6:47.0,,,60-59,,C. Zeller misses 2-pt shot from 1 ft (block by A. Stoudemire)
6:47.0,Defensive rebound by Team,,60-59,,
6:47.0,J. Winslow enters the game for C. Bosh,,60-59,,
6:45.0,Jump ball: A. Stoudemire vs. C. Zeller (L. Deng gains possession),,,,Jump ball: A. Stoudemire vs. C. Zeller (L. Deng gains possession)
6:28.0,A. Stoudemire misses 2-pt shot from 2 ft (block by N. Batum),,60-59,,
6:27.0,,,60-59,,Defensive rebound by C. Zeller
6:26.0,Personal foul by G. Dragic (drawn by K. Walker),,60-59,,
6:11.0,,,60-61,2,C. Zeller makes 2-pt shot at rim (assist by N. Batum)
5:49.0,L. Deng misses 2-pt shot at rim,,60-61,,
5:47.0,,,60-61,,Defensive rebound by M. Williams
5:44.0,,,60-61,,Shooting foul by D. Wade (drawn by K. Walker)
5:44.0,,,60-61,,Charlotte full timeout
5:44.0,,,60-62,1,K. Walker makes free throw 1 of 2
5:44.0,,,60-63,1,K. Walker makes free throw 2 of 2
5:22.0,Shooting foul by M. Williams (drawn by L. Deng),,60-63,,
5:22.0,A. Stoudemire makes free throw 1 of 2,1,61-63,,
5:22.0,A. Stoudemire misses free throw 2 of 2,,61-63,,
5:20.0,,,61-63,,Defensive rebound by K. Walker
5:05.0,,,61-63,,N. Batum misses 2-pt shot from 22 ft
5:04.0,Defensive rebound by A. Stoudemire,,61-63,,
4:53.0,D. Wade makes 2-pt shot from 19 ft (assist by G. Dragic),2,63-63,,
4:30.0,,,63-63,,Turnover by C. Zeller (lost ball; steal by D. Wade)
4:21.0,Turnover by L. Deng (lost ball; steal by K. Walker),,63-63,,
4:15.0,,,63-65,2,M. Kidd-Gilchrist makes 2-pt shot at rim
3:55.0,Turnover by D. Wade (bad pass),,63-65,,
3:55.0,B. Udrih enters the game for L. Deng,,63-65,,
3:55.0,H. Whiteside enters the game for A. Stoudemire,,63-65,,
3:55.0,C. Bosh enters the game for G. Dragic,,63-65,,
3:55.0,,,63-65,,F. Kaminsky enters the game for M. Williams
3:33.0,,,63-68,3,K. Walker makes 3-pt shot from 26 ft (assist by F. Kaminsky)
3:32.0,Miami full timeout,,63-68,,
3:32.0,G. Green enters the game for D. Wade,,63-68,,
3:27.0,,,63-68,,P. Hairston enters the game for M. Kidd-Gilchrist
3:17.0,C. Bosh misses 2-pt shot from 11 ft,,63-68,,
3:16.0,,,63-68,,Defensive rebound by K. Walker
3:05.0,,,63-71,3,K. Walker makes 3-pt shot from 25 ft (assist by F. Kaminsky)
2:40.0,B. Udrih makes 2-pt shot from 18 ft (assist by J. Winslow),2,65-71,,
2:23.0,,,65-73,2,K. Walker makes 2-pt shot from 19 ft (assist by F. Kaminsky)
2:08.0,,,65-73,,Personal foul by P. Hairston (drawn by G. Green)
2:08.0,,,65-73,,S. Hawes enters the game for C. Zeller
1:55.0,C. Bosh misses 3-pt shot from 25 ft,,65-73,,
1:53.0,Offensive rebound by Team,,65-73,,
1:44.0,C. Bosh makes 2-pt shot from 19 ft (assist by B. Udrih),2,67-73,,
1:16.0,,,67-73,,K. Walker misses 2-pt shot from 3 ft (block by H. Whiteside)
1:14.0,Defensive rebound by G. Green,,67-73,,
1:07.0,G. Green misses 3-pt shot from 23 ft,,67-73,,
1:06.0,,,67-73,,Defensive rebound by F. Kaminsky
0:54.0,,,67-73,,F. Kaminsky misses 3-pt shot from 26 ft
0:53.0,Defensive rebound by B. Udrih,,67-73,,
0:40.0,Turnover by G. Green (bad pass),,67-73,,
0:32.0,,,67-73,,K. Walker misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by C. Bosh,,67-73,,
0:07.0,C. Bosh misses 3-pt shot from 26 ft,,67-73,,
0:06.0,,,67-73,,Defensive rebound by K. Walker
0:01.0,,,67-73,,K. Walker misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by C. Bosh,,67-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,C. Bosh misses 2-pt shot from 9 ft,,67-73,,
11:40.0,,,67-73,,Defensive rebound by J. Lin
11:29.0,,,67-75,2,J. Lin makes 2-pt shot from 1 ft
11:12.0,B. Udrih misses 2-pt shot from 17 ft,,67-75,,
11:11.0,,,67-75,,Defensive rebound by P. Hairston
10:54.0,,,67-75,,Turnover by N. Batum (bad pass)
10:42.0,C. Bosh makes 2-pt shot from 2 ft,2,69-75,,
10:17.0,,,69-75,,J. Lin misses 2-pt shot from 5 ft (block by H. Whiteside)
10:15.0,Defensive rebound by H. Whiteside,,69-75,,
10:10.0,G. Green misses 3-pt shot from 25 ft,,69-75,,
10:10.0,Offensive rebound by H. Whiteside,,69-75,,
10:10.0,H. Whiteside makes 2-pt shot at rim,2,71-75,,
10:10.0,Shooting foul by N. Batum (drawn by H. Whiteside),,71-75,,
10:10.0,G. Dragic enters the game for B. Udrih,,71-75,,
10:10.0,,,71-75,,M. Williams enters the game for F. Kaminsky
10:10.0,H. Whiteside makes free throw 1 of 1,1,72-75,,
9:59.0,,,72-75,,Shooting foul by H. Whiteside (drawn by N. Batum)
9:59.0,,,72-76,1,N. Batum makes free throw 1 of 2
9:59.0,,,72-76,,K. Walker enters the game for P. Hairston
9:59.0,,,72-77,1,N. Batum makes free throw 2 of 2
9:45.0,C. Bosh makes 2-pt shot from 11 ft,2,74-77,,
9:30.0,,,74-77,,Turnover by N. Batum (traveling)
9:30.0,,,74-77,,J. Lamb enters the game for N. Batum
9:19.0,H. Whiteside makes 2-pt shot at rim (assist by C. Bosh),2,76-77,,
9:19.0,,,76-77,,Charlotte full timeout
9:05.0,,,76-77,,J. Lin misses 2-pt shot from 18 ft
9:03.0,Defensive rebound by G. Dragic,,76-77,,
8:55.0,G. Dragic makes 2-pt shot from 18 ft,2,78-77,,
8:44.0,Personal foul by G. Green (drawn by K. Walker),,78-77,,
8:26.0,,,78-77,,M. Williams misses 2-pt shot from 11 ft
8:24.0,Defensive rebound by J. Winslow,,78-77,,
8:07.0,G. Green makes 2-pt shot from 5 ft,2,80-77,,
7:47.0,,,80-77,,J. Lin misses 2-pt shot from 1 ft (block by H. Whiteside)
7:45.0,Defensive rebound by J. Winslow,,80-77,,
7:30.0,Turnover by H. Whiteside (lost ball; steal by J. Lamb),,80-77,,
7:22.0,,,80-77,,K. Walker misses 2-pt shot from 16 ft
7:21.0,,,80-77,,Offensive rebound by S. Hawes
7:17.0,,,80-80,3,M. Williams makes 3-pt shot from 25 ft (assist by S. Hawes)
6:52.0,,,80-80,,Personal foul by J. Lin (drawn by G. Green)
6:52.0,,,80-80,,M. Kidd-Gilchrist enters the game for J. Lamb
6:52.0,,,80-80,,N. Batum enters the game for J. Lin
6:41.0,C. Bosh misses 2-pt shot from 16 ft,,80-80,,
6:40.0,,,80-80,,Defensive rebound by M. Williams
6:30.0,,,80-80,,N. Batum misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by G. Green,,80-80,,
6:19.0,G. Green misses 2-pt shot from 19 ft,,80-80,,
6:18.0,,,80-80,,Defensive rebound by M. Williams
6:07.0,,,80-80,,K. Walker misses 3-pt shot from 26 ft
6:05.0,Defensive rebound by J. Winslow,,80-80,,
5:54.0,C. Bosh misses 2-pt shot from 11 ft,,80-80,,
5:54.0,,,80-80,,Defensive rebound by Team
5:54.0,Official timeout,,80-80,,
5:54.0,D. Wade enters the game for C. Bosh,,80-80,,
5:54.0,L. Deng enters the game for G. Green,,80-80,,
5:43.0,,,80-82,2,N. Batum makes 2-pt shot from 1 ft (assist by K. Walker)
5:22.0,H. Whiteside makes 2-pt shot from 2 ft (assist by D. Wade),2,82-82,,
5:07.0,,,82-82,,S. Hawes misses 3-pt shot from 25 ft
5:05.0,Defensive rebound by J. Winslow,,82-82,,
4:56.0,D. Wade misses 2-pt shot from 17 ft,,82-82,,
4:56.0,,,82-82,,Defensive rebound by Team
4:56.0,Loose ball foul by H. Whiteside (drawn by M. Williams),,82-82,,
4:39.0,,,82-84,2,K. Walker makes 2-pt shot from 20 ft
4:24.0,J. Winslow misses 2-pt shot at rim,,82-84,,
4:23.0,Offensive rebound by J. Winslow,,82-84,,
4:23.0,J. Winslow makes 2-pt shot at rim,2,84-84,,
4:01.0,,,84-84,,M. Kidd-Gilchrist misses 2-pt shot from 6 ft (block by H. Whiteside)
3:59.0,Defensive rebound by H. Whiteside,,84-84,,
3:39.0,G. Dragic makes 2-pt shot from 17 ft,2,86-84,,
3:17.0,,,86-84,,M. Williams misses 2-pt shot from 2 ft (block by H. Whiteside)
3:14.0,Defensive rebound by H. Whiteside,,86-84,,
3:13.0,D. Wade makes 2-pt shot at rim (assist by G. Dragic),2,88-84,,
3:13.0,,,88-84,,Charlotte full timeout
3:13.0,,,88-84,,C. Zeller enters the game for S. Hawes
2:58.0,,,88-87,3,M. Williams makes 3-pt shot from 24 ft (assist by M. Kidd-Gilchrist)
2:37.0,G. Dragic misses 3-pt shot from 25 ft,,88-87,,
2:35.0,,,88-87,,Defensive rebound by M. Williams
2:22.0,,,88-89,2,M. Williams makes 2-pt shot from 10 ft (assist by K. Walker)
2:22.0,Miami full timeout,,88-89,,
2:22.0,C. Bosh enters the game for L. Deng,,88-89,,
2:06.0,D. Wade misses 2-pt shot from 9 ft,,88-89,,
2:05.0,,,88-89,,Defensive rebound by M. Kidd-Gilchrist
2:05.0,Personal foul by H. Whiteside (drawn by M. Kidd-Gilchrist),,88-89,,
