time,Portland,pts.away,score,pts.home,New Orleans
1:34.0,,,32-28,,T. Frazier misses free throw 1 of 1
1:33.0,Defensive rebound by M. Harkless,,32-28,,
1:14.0,M. Harkless misses 3-pt shot from 23 ft,,32-28,,
1:13.0,Offensive rebound by Team,,32-28,,
1:13.0,,,32-28,,Loose ball foul by L. Babbitt
1:13.0,D. Lillard makes free throw 1 of 2,1,33-28,,
1:13.0,D. Lillard makes free throw 2 of 2,1,34-28,,
0:55.0,,,34-28,,Turnover by T. Frazier (lost ball; steal by M. Harkless)
0:34.0,D. Lillard makes 2-pt shot from 3 ft,2,36-28,,
0:23.0,,,36-30,2,J. Holiday makes 2-pt shot at rim (assist by A. Gee)
0:00.0,G. Henderson misses 3-pt shot from 23 ft,,36-30,,
0:00.0,Offensive rebound by Team,,36-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,G. Henderson misses 2-pt shot from 19 ft,,36-30,,
11:47.0,,,36-30,,Defensive rebound by T. Frazier
11:28.0,,,36-32,2,R. Anderson makes 2-pt shot from 13 ft
11:15.0,E. Davis misses 2-pt shot at rim,,36-32,,
11:14.0,Offensive rebound by E. Davis,,36-32,,
11:13.0,E. Davis makes 2-pt shot at rim,2,38-32,,
11:00.0,,,38-32,,R. Anderson misses 2-pt shot from 16 ft
10:59.0,Defensive rebound by G. Henderson,,38-32,,
10:46.0,C. McCollum makes 2-pt shot from 2 ft,2,40-32,,
10:34.0,,,40-32,,T. Douglas misses 2-pt shot at rim (block by E. Davis)
10:32.0,Defensive rebound by E. Davis,,40-32,,
10:24.0,G. Henderson makes 2-pt shot from 2 ft,2,42-32,,
10:18.0,,,42-32,,New Orleans full timeout
10:18.0,,,42-32,,K. Perkins enters the game for L. Babbitt
10:08.0,,,42-32,,R. Anderson misses 3-pt shot from 25 ft
10:08.0,Defensive rebound by M. Harkless,,42-32,,
9:47.0,Shooting foul by K. Perkins (drawn by G. Henderson),,42-32,,
9:47.0,G. Henderson makes free throw 1 of 2,1,43-32,,
9:47.0,G. Henderson makes free throw 2 of 2,1,44-32,,
9:30.0,,,44-32,,Turnover by T. Frazier (lost ball; steal by E. Davis)
9:20.0,M. Harkless misses 3-pt shot from 24 ft,,44-32,,
9:19.0,,,44-32,,Defensive rebound by K. Perkins
9:18.0,,,44-32,,Turnover by T. Frazier (discontinued dribble)
9:01.0,G. Henderson makes 2-pt shot from 2 ft (assist by C. McCollum),2,46-32,,
8:44.0,,,46-32,,Shooting foul by M. Harkless (drawn by R. Anderson)
8:44.0,,,46-33,1,R. Anderson makes free throw 1 of 2
8:44.0,,,46-34,1,R. Anderson makes free throw 2 of 2
8:31.0,C. McCollum misses 2-pt shot from 18 ft,,46-34,,
8:30.0,Offensive rebound by E. Davis,,46-34,,
8:27.0,E. Davis makes 2-pt shot from 1 ft,2,48-34,,
8:13.0,,,48-34,,R. Anderson misses 2-pt shot from 16 ft
8:12.0,Defensive rebound by C. McCollum,,48-34,,
8:04.0,G. Henderson makes 2-pt shot from 15 ft (assist by C. McCollum),2,50-34,,
7:49.0,,,50-36,2,T. Douglas makes 2-pt shot from 10 ft (assist by T. Frazier)
7:30.0,C. McCollum misses 2-pt shot from 2 ft (block by K. Perkins),,50-36,,
7:30.0,Offensive rebound by Team,,50-36,,
7:30.0,,,50-36,,A. Davis enters the game for R. Anderson
7:27.0,Shooting foul by A. Gee (drawn by G. Henderson),,50-36,,
7:27.0,G. Henderson makes free throw 1 of 2,1,51-36,,
7:27.0,M. Plumlee enters the game for M. Harkless,,51-36,,
7:27.0,G. Henderson makes free throw 2 of 2,1,52-36,,
7:16.0,,,52-36,,A. Davis misses 2-pt shot from 16 ft
7:14.0,Defensive rebound by A. Crabbe,,52-36,,
7:01.0,G. Henderson makes 2-pt shot from 12 ft (assist by C. McCollum),2,54-36,,
6:42.0,,,54-38,2,A. Davis makes 2-pt shot at rim (assist by K. Perkins)
6:22.0,G. Henderson makes 2-pt shot from 15 ft (assist by C. McCollum),2,56-38,,
6:11.0,,,56-38,,A. Davis misses 2-pt shot from 1 ft
6:10.0,Defensive rebound by M. Plumlee,,56-38,,
6:03.0,C. McCollum makes 2-pt shot from 15 ft (assist by M. Plumlee),2,58-38,,
5:47.0,,,58-40,2,T. Douglas makes 2-pt shot from 18 ft
5:46.0,Portland full timeout,,58-40,,
5:46.0,,,58-40,,J. Holiday enters the game for T. Frazier
5:31.0,,,58-40,,Personal foul by T. Douglas
5:29.0,Turnover by G. Henderson (lost ball; steal by K. Perkins),,58-40,,
5:23.0,,,58-43,3,T. Douglas makes 3-pt shot from 24 ft (assist by A. Gee)
5:06.0,C. McCollum makes 2-pt shot from 18 ft,2,60-43,,
4:52.0,Violation by E. Davis (kicked ball),,60-43,,
4:52.0,D. Lillard enters the game for A. Crabbe,,60-43,,
4:43.0,,,60-43,,A. Davis misses 3-pt shot from 24 ft
4:42.0,Defensive rebound by G. Henderson,,60-43,,
4:33.0,C. Kaman enters the game for E. Davis,,60-43,,
4:19.0,D. Lillard misses 3-pt shot from 34 ft,,60-43,,
4:19.0,Offensive rebound by Team,,60-43,,
4:19.0,Turnover by Team (shot clock),,60-43,,
4:10.0,Personal foul by C. Kaman,,60-43,,
3:59.0,,,60-45,2,J. Holiday makes 2-pt shot from 2 ft (assist by T. Douglas)
3:31.0,C. McCollum misses 3-pt shot from 24 ft,,60-45,,
3:30.0,,,60-45,,Defensive rebound by K. Perkins
3:28.0,Personal foul by C. Kaman,,60-45,,
3:28.0,A. Aminu enters the game for G. Henderson,,60-45,,
3:21.0,,,60-45,,A. Davis misses 2-pt shot from 18 ft
3:20.0,Defensive rebound by C. Kaman,,60-45,,
3:12.0,Shooting foul by J. Holiday (drawn by C. McCollum),,60-45,,
3:12.0,C. McCollum misses free throw 1 of 2,,60-45,,
3:12.0,Offensive rebound by Team,,60-45,,
3:12.0,,,60-45,,R. Anderson enters the game for K. Perkins
3:12.0,A. Crabbe enters the game for C. Kaman,,60-45,,
3:12.0,C. McCollum makes free throw 2 of 2,1,61-45,,
3:03.0,,,61-47,2,A. Davis makes 2-pt shot at rim (assist by T. Douglas)
2:52.0,A. Crabbe misses 3-pt shot from 25 ft,,61-47,,
2:51.0,,,61-47,,Defensive rebound by T. Douglas
2:43.0,,,61-47,,R. Anderson misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by D. Lillard,,61-47,,
2:34.0,,,61-47,,Personal block foul by J. Holiday
2:34.0,Official timeout,,61-47,,
2:34.0,D. Lillard makes free throw 1 of 2,1,62-47,,
2:34.0,D. Lillard makes free throw 2 of 2,1,63-47,,
2:24.0,,,63-47,,J. Holiday misses 2-pt shot from 15 ft
2:23.0,Defensive rebound by C. McCollum,,63-47,,
2:16.0,D. Lillard misses 2-pt shot from 19 ft,,63-47,,
2:13.0,,,63-47,,Defensive rebound by A. Gee
2:00.0,Personal foul by M. Plumlee,,63-47,,
2:00.0,,,63-47,,D. Cunningham enters the game for A. Gee
1:51.0,,,63-47,,A. Davis misses 2-pt shot from 1 ft
1:50.0,,,63-47,,Offensive rebound by A. Davis
1:49.0,Violation by M. Plumlee (def goaltending),,63-47,,
1:49.0,,,63-49,2,A. Davis makes 2-pt shot at rim
1:33.0,A. Aminu misses 3-pt shot from 25 ft,,63-49,,
1:32.0,,,63-49,,Defensive rebound by D. Cunningham
1:21.0,,,63-51,2,A. Davis makes 2-pt shot from 7 ft (assist by R. Anderson)
1:00.0,Shooting foul by D. Cunningham (drawn by M. Plumlee),,63-51,,
1:00.0,M. Plumlee makes free throw 1 of 2,1,64-51,,
1:00.0,M. Plumlee makes free throw 2 of 2,1,65-51,,
0:51.0,,,65-51,,Shooting foul by C. McCollum (drawn by J. Holiday)
0:51.0,,,65-52,1,J. Holiday makes free throw 1 of 2
0:51.0,,,65-52,,A. Gee enters the game for A. Davis
0:51.0,,,65-53,1,J. Holiday makes free throw 2 of 2
0:36.0,Turnover by M. Plumlee (lost ball; steal by A. Gee),,65-53,,
0:30.0,,,65-53,,R. Anderson misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by A. Crabbe,,65-53,,
0:10.0,D. Lillard makes 2-pt shot from 2 ft,2,67-53,,
0:02.0,,,67-53,,J. Holiday misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by A. Crabbe,,67-53,,
0:00.0,A. Crabbe misses 3-pt shot from 62 ft,,67-53,,
0:00.0,Offensive rebound by Team,,67-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,C. McCollum makes 2-pt shot from 15 ft,2,69-53,,
11:31.0,,,69-53,,R. Anderson misses 3-pt shot from 24 ft
11:28.0,Defensive rebound by A. Aminu,,69-53,,
11:23.0,Turnover by D. Lillard (lost ball; steal by T. Douglas),,69-53,,
11:11.0,,,69-53,,J. Holiday misses 2-pt shot from 8 ft
11:10.0,Defensive rebound by M. Plumlee,,69-53,,
10:59.0,C. McCollum makes 2-pt shot from 2 ft,2,71-53,,
10:39.0,,,71-53,,Turnover by J. Holiday (lost ball; steal by A. Aminu)
10:32.0,Shooting foul by O. Asik (drawn by M. Plumlee),,71-53,,
10:32.0,M. Plumlee makes free throw 1 of 2,1,72-53,,
10:32.0,M. Plumlee makes free throw 2 of 2,1,73-53,,
10:23.0,,,73-53,,Shooting foul by N. Vonleh (drawn by R. Anderson)
10:23.0,,,73-54,1,R. Anderson makes free throw 1 of 2
10:23.0,,,73-55,1,R. Anderson makes free throw 2 of 2
10:13.0,Offensive foul by C. McCollum,,73-55,,
10:13.0,Turnover by C. McCollum (offensive foul),,73-55,,
10:06.0,,,73-58,3,R. Anderson makes 3-pt shot from 25 ft (assist by J. Holiday)
9:49.0,D. Lillard misses 2-pt shot from 21 ft,,73-58,,
9:48.0,,,73-58,,Defensive rebound by R. Anderson
9:31.0,,,73-60,2,O. Asik makes 2-pt shot from 1 ft (assist by T. Douglas)
9:10.0,D. Lillard misses 2-pt shot from 19 ft,,73-60,,
9:09.0,Offensive rebound by A. Aminu,,73-60,,
9:02.0,,,73-60,,Violation by O. Asik (kicked ball)
8:46.0,N. Vonleh makes 3-pt shot from 26 ft (assist by M. Plumlee),3,76-60,,
8:27.0,,,76-62,2,R. Anderson makes 2-pt shot from 16 ft
8:12.0,Turnover by D. Lillard (lost ball; steal by J. Holiday),,76-62,,
8:03.0,,,76-62,,D. Cunningham misses 3-pt shot from 24 ft
8:02.0,Defensive rebound by D. Lillard,,76-62,,
7:48.0,D. Lillard makes 2-pt shot at rim (assist by M. Plumlee),2,78-62,,
7:30.0,,,78-62,,Shooting foul by C. McCollum (drawn by R. Anderson)
7:30.0,,,78-63,1,R. Anderson makes free throw 1 of 2
7:30.0,,,78-64,1,R. Anderson makes free throw 2 of 2
7:09.0,C. McCollum misses 2-pt shot from 2 ft (block by O. Asik),,78-64,,
7:08.0,,,78-64,,Defensive rebound by J. Holiday
7:02.0,,,78-64,,Shooting foul by N. Vonleh (drawn by J. Holiday)
7:02.0,,,78-65,1,J. Holiday makes free throw 1 of 2
7:02.0,M. Harkless enters the game for N. Vonleh,,78-65,,
7:02.0,,,78-66,1,J. Holiday makes free throw 2 of 2
6:46.0,M. Plumlee misses 2-pt shot at rim (block by D. Cunningham),,78-66,,
6:45.0,,,78-66,,Defensive rebound by O. Asik
6:31.0,,,78-66,,R. Anderson misses 3-pt shot from 24 ft
6:30.0,Defensive rebound by D. Lillard,,78-66,,
6:21.0,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard),3,81-66,,
6:01.0,,,81-66,,T. Douglas misses 2-pt shot from 18 ft
6:00.0,Defensive rebound by Team,,81-66,,
6:00.0,,,81-66,,Violation by O. Asik (kicked ball)
5:59.0,,,81-66,,New Orleans full timeout
5:59.0,A. Crabbe enters the game for C. McCollum,,81-66,,
5:59.0,,,81-66,,K. Perkins enters the game for O. Asik
5:45.0,M. Harkless misses 2-pt shot from 18 ft,,81-66,,
5:44.0,,,81-66,,Defensive rebound by R. Anderson
5:20.0,,,81-66,,J. Holiday misses 2-pt shot from 19 ft
5:19.0,Defensive rebound by D. Lillard,,81-66,,
5:09.0,D. Lillard makes 3-pt shot from 25 ft,3,84-66,,
4:55.0,,,84-68,2,J. Holiday makes 2-pt shot from 2 ft
4:38.0,Offensive foul by M. Harkless,,84-68,,
4:38.0,Turnover by M. Harkless (offensive foul),,84-68,,
4:38.0,E. Davis enters the game for M. Plumlee,,84-68,,
4:25.0,,,84-68,,T. Douglas misses 2-pt shot from 16 ft
4:24.0,Defensive rebound by E. Davis,,84-68,,
4:14.0,A. Aminu misses 3-pt shot from 24 ft,,84-68,,
4:13.0,,,84-68,,Defensive rebound by J. Holiday
4:01.0,,,84-71,3,T. Douglas makes 3-pt shot from 23 ft (assist by J. Holiday)
3:48.0,,,84-71,,Personal foul by T. Douglas
3:48.0,,,84-71,,T. Frazier enters the game for T. Douglas
3:33.0,E. Davis makes 2-pt shot from 9 ft (assist by A. Aminu),2,86-71,,
3:19.0,Violation by E. Davis (kicked ball),,86-71,,
3:12.0,,,86-71,,Shooting foul by D. Lillard (drawn by T. Frazier)
3:12.0,,,86-72,1,T. Frazier makes free throw 1 of 2
3:12.0,,,86-72,,A. Gee enters the game for D. Cunningham
3:12.0,,,86-73,1,T. Frazier makes free throw 2 of 2
3:00.0,D. Lillard makes 3-pt shot from 29 ft,3,89-73,,
2:49.0,,,89-75,2,T. Frazier makes 2-pt shot from 2 ft
2:48.0,Portland full timeout,,89-75,,
2:48.0,C. McCollum enters the game for A. Aminu,,89-75,,
2:48.0,G. Henderson enters the game for D. Lillard,,89-75,,
2:35.0,G. Henderson misses 2-pt shot from 16 ft,,89-75,,
2:34.0,,,89-75,,Defensive rebound by T. Frazier
2:18.0,,,89-75,,R. Anderson misses 2-pt shot from 16 ft
2:18.0,,,89-75,,Offensive rebound by Team
2:18.0,Loose ball foul by E. Davis,,89-75,,
2:18.0,,,89-75,,K. Perkins misses free throw 1 of 2
2:18.0,,,89-75,,Offensive rebound by Team
2:18.0,,,89-75,,K. Perkins misses free throw 2 of 2
2:17.0,Defensive rebound by E. Davis,,89-75,,
1:54.0,E. Davis makes 2-pt shot from 9 ft,2,91-75,,
1:42.0,,,91-77,2,J. Holiday makes 2-pt shot from 3 ft
1:24.0,C. McCollum misses 3-pt shot from 26 ft,,91-77,,
1:22.0,,,91-77,,Defensive rebound by R. Anderson
1:11.0,,,91-79,2,J. Holiday makes 2-pt shot from 16 ft
0:55.0,,,91-79,,Personal foul by A. Gee
0:50.0,C. McCollum makes 2-pt shot from 12 ft,2,93-79,,
0:41.0,,,93-79,,Shooting foul by C. McCollum (drawn by R. Anderson)
0:41.0,,,93-80,1,R. Anderson makes free throw 1 of 2
0:41.0,,,93-81,1,R. Anderson makes free throw 2 of 2
0:30.0,A. Crabbe misses 2-pt shot from 19 ft,,93-81,,
0:29.0,,,93-81,,Defensive rebound by A. Gee
0:19.0,,,93-81,,T. Frazier misses 2-pt shot from 15 ft
0:17.0,Defensive rebound by G. Henderson,,93-81,,
0:01.0,C. McCollum misses 2-pt shot from 12 ft,,93-81,,
0:00.0,,,93-81,,Defensive rebound by K. Perkins
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,93-81,,Turnover by T. Frazier (back court)
11:29.0,C. McCollum misses 2-pt shot from 19 ft,,93-81,,
11:28.0,,,93-81,,Defensive rebound by K. Perkins
11:10.0,,,93-81,,T. Douglas misses 3-pt shot from 24 ft
11:09.0,Defensive rebound by E. Davis,,93-81,,
10:46.0,Turnover by M. Harkless (3 sec),,93-81,,
10:36.0,,,93-81,,Shooting foul by A. Crabbe (drawn by T. Douglas)
10:36.0,,,93-81,,T. Douglas misses free throw 1 of 2
10:36.0,,,93-81,,Offensive rebound by Team
10:36.0,,,93-81,,T. Douglas misses free throw 2 of 2
10:35.0,Defensive rebound by E. Davis,,93-81,,
10:20.0,M. Harkless misses 2-pt shot from 1 ft,,93-81,,
10:19.0,,,93-81,,Defensive rebound by K. Perkins
10:08.0,,,93-83,2,R. Anderson makes 2-pt shot from 1 ft
9:51.0,,,93-83,,Personal foul by K. Perkins
9:46.0,C. McCollum misses 2-pt shot from 4 ft,,93-83,,
9:45.0,,,93-83,,Defensive rebound by A. Gee
9:39.0,,,93-83,,A. Gee misses 2-pt shot from 1 ft (block by E. Davis)
9:38.0,Defensive rebound by E. Davis,,93-83,,
9:23.0,Shooting foul by T. Douglas (drawn by G. Henderson),,93-83,,
9:23.0,G. Henderson makes free throw 1 of 2,1,94-83,,
9:23.0,G. Henderson makes free throw 2 of 2,1,95-83,,
9:13.0,Personal foul by C. McCollum,,95-83,,
9:13.0,D. Lillard enters the game for C. McCollum,,95-83,,
9:08.0,,,95-83,,Shooting foul by A. Crabbe (drawn by T. Douglas)
9:08.0,,,95-84,1,T. Douglas makes free throw 1 of 2
9:08.0,,,95-85,1,T. Douglas makes free throw 2 of 2
8:52.0,D. Lillard misses 2-pt shot from 17 ft,,95-85,,
8:51.0,,,95-85,,Defensive rebound by R. Anderson
8:39.0,,,95-85,,K. Perkins misses 2-pt shot from 8 ft
8:37.0,,,95-85,,Offensive rebound by R. Anderson
8:37.0,,,95-87,2,R. Anderson makes 2-pt shot at rim
8:36.0,Portland full timeout,,95-87,,
8:36.0,,,95-87,,J. Holiday enters the game for T. Douglas
8:36.0,M. Plumlee enters the game for E. Davis,,95-87,,
8:36.0,A. Aminu enters the game for M. Harkless,,95-87,,
8:24.0,A. Aminu makes 2-pt shot from 1 ft (assist by D. Lillard),2,97-87,,
8:06.0,,,97-87,,R. Anderson misses 2-pt shot from 14 ft
8:05.0,Defensive rebound by G. Henderson,,97-87,,
8:00.0,Shooting foul by J. Holiday (drawn by G. Henderson),,97-87,,
8:00.0,G. Henderson makes free throw 1 of 2,1,98-87,,
8:00.0,G. Henderson misses free throw 2 of 2,,98-87,,
8:00.0,,,98-87,,Defensive rebound by A. Gee
8:00.0,Loose ball foul by M. Plumlee,,98-87,,
7:50.0,,,98-90,3,T. Frazier makes 3-pt shot from 24 ft (assist by J. Holiday)
7:35.0,,,98-90,,Flagrant foul type 1 by K. Perkins
7:35.0,,,98-90,,D. Cunningham enters the game for K. Perkins
7:35.0,D. Lillard makes flagrant free throw 1 of 2,1,99-90,,
7:35.0,D. Lillard makes flagrant free throw 2 of 2,1,100-90,,
7:29.0,D. Lillard misses 3-pt shot from 25 ft,,100-90,,
7:28.0,,,100-90,,Defensive rebound by R. Anderson
7:20.0,,,100-90,,T. Frazier misses 2-pt shot from 13 ft
7:19.0,Defensive rebound by G. Henderson,,100-90,,
7:06.0,Turnover by D. Lillard (lost ball; steal by D. Cunningham),,100-90,,
7:01.0,,,100-93,3,J. Holiday makes 3-pt shot from 24 ft (assist by T. Frazier)
6:44.0,,,100-93,,Personal foul by T. Frazier
6:44.0,A. Crabbe misses free throw 1 of 2,,100-93,,
6:44.0,Offensive rebound by Team,,100-93,,
6:44.0,A. Crabbe makes free throw 2 of 2,1,101-93,,
6:29.0,Personal foul by D. Lillard,,101-93,,
6:29.0,,,101-94,1,T. Frazier makes free throw 1 of 2
6:29.0,,,101-95,1,T. Frazier makes free throw 2 of 2
6:05.0,D. Lillard misses 2-pt shot from 3 ft,,101-95,,
6:04.0,,,101-95,,Defensive rebound by D. Cunningham
5:58.0,,,101-98,3,R. Anderson makes 3-pt shot from 27 ft (assist by T. Frazier)
5:57.0,Portland full timeout,,101-98,,
5:57.0,C. McCollum enters the game for A. Crabbe,,101-98,,
5:38.0,A. Aminu misses 3-pt shot from 22 ft,,101-98,,
5:37.0,,,101-98,,Defensive rebound by D. Cunningham
5:20.0,,,101-98,,J. Holiday misses 2-pt shot from 19 ft
5:20.0,,,101-98,,Offensive rebound by Team
5:20.0,Loose ball foul by G. Henderson,,101-98,,
5:20.0,,,101-98,,D. Cunningham misses free throw 1 of 2
5:20.0,,,101-98,,Offensive rebound by Team
5:20.0,,,101-99,1,D. Cunningham makes free throw 2 of 2
4:57.0,D. Lillard misses 3-pt shot from 26 ft,,101-99,,
4:55.0,,,101-99,,Defensive rebound by A. Gee
4:37.0,,,101-99,,Turnover by A. Gee (lost ball; steal by G. Henderson)
4:11.0,G. Henderson makes 2-pt shot from 21 ft,2,103-99,,
3:57.0,,,103-102,3,J. Holiday makes 3-pt shot from 24 ft (assist by D. Cunningham)
3:35.0,C. McCollum misses 2-pt shot from 6 ft (block by R. Anderson),,103-102,,
3:35.0,Offensive rebound by Team,,103-102,,
3:30.0,M. Plumlee misses 2-pt shot from 16 ft,,103-102,,
3:29.0,,,103-102,,Defensive rebound by R. Anderson
3:15.0,,,103-105,3,J. Holiday makes 3-pt shot from 24 ft (assist by T. Frazier)
2:52.0,,,103-105,,Personal block foul by R. Anderson
2:52.0,Official timeout,,103-105,,
2:52.0,M. Plumlee makes free throw 1 of 2,1,104-105,,
2:52.0,M. Plumlee misses free throw 2 of 2,,104-105,,
2:51.0,,,104-105,,Defensive rebound by D. Cunningham
2:34.0,,,104-105,,J. Holiday misses 2-pt shot from 19 ft
