time,Oklahoma City,pts.away,score,pts.home,Denver
2:54.0,,,19-27,2,E. Mudiay makes 2-pt shot at rim (assist by D. Arthur)
2:33.0,Turnover by D. Waiters (bad pass; steal by J. Lauvergne),,19-27,,
2:28.0,,,19-29,2,J. Lauvergne makes 2-pt shot at rim
2:11.0,R. Westbrook misses 2-pt shot from 2 ft (block by J. Lauvergne),,19-29,,
2:10.0,,,19-29,,Defensive rebound by G. Harris
2:04.0,,,19-29,,G. Harris misses 2-pt shot at rim
2:03.0,Defensive rebound by S. Adams,,19-29,,
2:00.0,Shooting foul by J. Lauvergne (drawn by R. Westbrook),,19-29,,
2:00.0,R. Westbrook makes free throw 1 of 2,1,20-29,,
2:00.0,,,20-29,,R. Foye enters the game for E. Mudiay
2:00.0,,,20-29,,W. Barton enters the game for G. Harris
2:00.0,R. Westbrook misses free throw 2 of 2,,20-29,,
2:00.0,,,20-29,,Defensive rebound by D. Gallinari
1:52.0,,,20-29,,D. Arthur misses 2-pt shot from 17 ft
1:51.0,Defensive rebound by E. Kanter,,20-29,,
1:31.0,E. Kanter misses 2-pt shot from 1 ft (block by D. Arthur),,20-29,,
1:30.0,Offensive rebound by E. Kanter,,20-29,,
1:26.0,E. Kanter misses 2-pt shot at rim,,20-29,,
1:25.0,Offensive rebound by E. Kanter,,20-29,,
1:25.0,E. Kanter makes 2-pt shot at rim,2,22-29,,
1:20.0,,,22-29,,W. Barton misses 2-pt shot from 16 ft
1:20.0,Defensive rebound by E. Kanter,,22-29,,
1:10.0,R. Westbrook misses 3-pt shot from 25 ft,,22-29,,
1:09.0,,,22-29,,Defensive rebound by Team
1:09.0,C. Payne enters the game for R. Westbrook,,22-29,,
0:56.0,,,22-29,,D. Arthur misses 3-pt shot from 23 ft
0:55.0,,,22-29,,Offensive rebound by Team
0:47.0,,,22-29,,D. Gallinari misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by C. Payne,,22-29,,
0:37.0,E. Kanter makes 2-pt shot from 1 ft (assist by K. Durant),2,24-29,,
0:19.0,,,24-29,,Turnover by R. Foye (bad pass; steal by C. Payne)
0:15.0,Shooting foul by R. Foye (drawn by E. Kanter),,24-29,,
0:15.0,E. Kanter misses free throw 1 of 2,,24-29,,
0:15.0,Offensive rebound by Team,,24-29,,
0:15.0,E. Kanter makes free throw 2 of 2,1,25-29,,
0:01.0,,,25-31,2,D. Gallinari makes 2-pt shot from 20 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,25-31,,W. Barton misses 2-pt shot from 2 ft
11:44.0,,,25-31,,Offensive rebound by D. Arthur
11:39.0,,,25-34,3,S. Kilpatrick makes 3-pt shot from 25 ft (assist by D. Arthur)
11:26.0,D. Waiters misses 3-pt shot from 24 ft,,25-34,,
11:25.0,,,25-34,,Defensive rebound by R. Foye
11:23.0,,,25-34,,Shooting foul by C. Payne (drawn by R. Foye)
11:23.0,,,25-35,1,R. Foye makes free throw 1 of 2
11:23.0,,,25-35,,R. Foye misses free throw 2 of 2
11:22.0,Defensive rebound by S. Adams,,25-35,,
11:09.0,D. Waiters misses 2-pt shot from 1 ft,,25-35,,
11:08.0,,,25-35,,Defensive rebound by J. Lauvergne
10:58.0,,,25-37,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by W. Barton)
10:51.0,Oklahoma City full timeout,,25-37,,
10:38.0,S. Adams makes 2-pt shot from 4 ft (assist by C. Payne),2,27-37,,
10:23.0,,,27-37,,S. Kilpatrick misses 3-pt shot from 24 ft
10:21.0,Defensive rebound by S. Ibaka,,27-37,,
10:14.0,K. Singler makes 3-pt shot from 23 ft (assist by D. Waiters),3,30-37,,
10:01.0,,,30-39,2,W. Barton makes 2-pt shot from 2 ft
9:53.0,Turnover by D. Waiters (traveling),,30-39,,
9:48.0,Personal foul by C. Payne (drawn by W. Barton),,30-39,,
9:48.0,N. Collison enters the game for S. Adams,,30-39,,
9:42.0,,,30-39,,Offensive foul by W. Barton
9:42.0,,,30-39,,Turnover by W. Barton (offensive foul)
9:26.0,C. Payne misses 3-pt shot from 23 ft,,30-39,,
9:26.0,,,30-39,,Defensive rebound by W. Barton
9:19.0,,,30-39,,Turnover by W. Barton (bad pass)
9:08.0,S. Ibaka makes 2-pt shot from 19 ft (assist by C. Payne),2,32-39,,
8:52.0,,,32-39,,R. Foye misses 2-pt shot from 1 ft
8:52.0,Defensive rebound by C. Payne,,32-39,,
8:49.0,C. Payne misses 2-pt shot from 3 ft (block by W. Barton),,32-39,,
8:48.0,Offensive rebound by Team,,32-39,,
8:42.0,D. Waiters makes 2-pt shot from 18 ft (assist by C. Payne),2,34-39,,
8:40.0,,,34-39,,Denver full timeout
8:40.0,R. Westbrook enters the game for C. Payne,,34-39,,
8:27.0,,,34-41,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by D. Arthur)
8:07.0,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Ibaka),3,37-41,,
7:56.0,,,37-41,,Shooting foul by N. Collison (drawn by W. Barton)
7:56.0,,,37-42,1,W. Barton makes free throw 1 of 2
7:56.0,,,37-42,,G. Harris enters the game for S. Kilpatrick
7:56.0,K. Durant enters the game for K. Singler,,37-42,,
7:56.0,C. Payne enters the game for D. Waiters,,37-42,,
7:56.0,,,37-43,1,W. Barton makes free throw 2 of 2
7:40.0,K. Durant misses 3-pt shot from 23 ft,,37-43,,
7:39.0,Offensive rebound by N. Collison,,37-43,,
7:39.0,N. Collison misses 2-pt shot from 3 ft,,37-43,,
7:38.0,Offensive rebound by R. Westbrook,,37-43,,
7:33.0,K. Durant misses 2-pt shot at rim,,37-43,,
7:32.0,,,37-43,,Defensive rebound by G. Harris
7:29.0,,,37-43,,Turnover by G. Harris (lost ball; steal by C. Payne)
7:25.0,K. Durant makes 2-pt shot at rim (assist by C. Payne),2,39-43,,
6:59.0,,,39-43,,W. Barton misses 2-pt shot from 10 ft
6:59.0,Defensive rebound by K. Durant,,39-43,,
6:52.0,K. Durant misses 3-pt shot from 25 ft,,39-43,,
6:52.0,,,39-43,,Defensive rebound by G. Harris
6:52.0,Personal foul by R. Westbrook (drawn by G. Harris),,39-43,,
6:52.0,,,39-43,,N. Jokic enters the game for J. Lauvergne
6:52.0,,,39-43,,E. Mudiay enters the game for R. Foye
6:52.0,,,39-43,,D. Gallinari enters the game for W. Barton
6:36.0,,,39-43,,E. Mudiay misses 2-pt shot from 2 ft
6:35.0,Defensive rebound by S. Ibaka,,39-43,,
6:18.0,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Westbrook),2,41-43,,
6:01.0,,,41-43,,N. Jokic misses 2-pt shot from 16 ft
6:00.0,Defensive rebound by K. Durant,,41-43,,
5:53.0,Oklahoma City full timeout,,41-43,,
5:53.0,Official timeout,,41-43,,
5:53.0,E. Kanter enters the game for N. Collison,,41-43,,
5:53.0,,,41-43,,K. Faried enters the game for D. Arthur
5:43.0,E. Kanter makes 2-pt shot from 1 ft (assist by K. Durant),2,43-43,,
5:28.0,,,43-43,,G. Harris misses 3-pt shot from 24 ft
5:26.0,Defensive rebound by C. Payne,,43-43,,
5:10.0,Turnover by S. Ibaka (bad pass; steal by N. Jokic),,43-43,,
5:04.0,,,43-46,3,D. Gallinari makes 3-pt shot from 25 ft (assist by K. Faried)
4:46.0,C. Payne misses 3-pt shot from 22 ft,,43-46,,
4:45.0,Offensive rebound by Team,,43-46,,
4:45.0,,,43-46,,Loose ball foul by N. Jokic (drawn by E. Kanter)
4:28.0,Shooting foul by D. Gallinari (drawn by K. Durant),,43-46,,
4:28.0,K. Durant makes free throw 1 of 2,1,44-46,,
4:28.0,K. Durant makes free throw 2 of 2,1,45-46,,
4:07.0,,,45-46,,E. Mudiay misses 2-pt shot from 15 ft
4:06.0,Defensive rebound by Team,,45-46,,
4:06.0,,,45-46,,Loose ball foul by G. Harris (drawn by R. Westbrook)
4:06.0,,,45-46,,D. Arthur enters the game for N. Jokic
3:52.0,E. Kanter makes 2-pt shot from 5 ft,2,47-46,,
3:52.0,Shooting foul by K. Faried (drawn by E. Kanter),,47-46,,
3:52.0,E. Kanter makes free throw 1 of 1,1,48-46,,
3:27.0,,,48-48,2,E. Mudiay makes 2-pt shot from 2 ft
3:18.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,50-48,,
3:02.0,,,50-51,3,D. Gallinari makes 3-pt shot from 24 ft (assist by E. Mudiay)
2:45.0,R. Westbrook makes 2-pt shot at rim,2,52-51,,
2:33.0,,,52-51,,Turnover by E. Mudiay (lost ball; steal by C. Payne)
2:29.0,R. Westbrook makes 2-pt shot at rim (assist by C. Payne),2,54-51,,
2:29.0,,,54-51,,Denver full timeout
2:29.0,,,54-51,,W. Barton enters the game for G. Harris
2:04.0,,,54-51,,E. Mudiay misses 2-pt shot from 18 ft
2:02.0,,,54-51,,Offensive rebound by K. Faried
2:02.0,,,54-51,,K. Faried misses 2-pt shot from 1 ft
2:01.0,Defensive rebound by K. Durant,,54-51,,
1:43.0,K. Durant misses 2-pt shot from 9 ft,,54-51,,
1:42.0,,,54-51,,Defensive rebound by D. Arthur
1:33.0,,,54-51,,K. Faried misses 2-pt shot from 4 ft (block by K. Durant)
1:31.0,,,54-51,,Offensive rebound by W. Barton
1:29.0,,,54-51,,W. Barton misses 2-pt shot from 9 ft
1:28.0,Defensive rebound by E. Kanter,,54-51,,
1:17.0,S. Ibaka misses 3-pt shot from 23 ft,,54-51,,
1:16.0,Offensive rebound by R. Westbrook,,54-51,,
1:11.0,K. Durant misses 3-pt shot from 26 ft,,54-51,,
1:09.0,,,54-51,,Defensive rebound by K. Faried
1:05.0,,,54-51,,D. Gallinari misses 2-pt shot from 2 ft
1:04.0,Defensive rebound by S. Ibaka,,54-51,,
0:42.0,R. Westbrook misses 2-pt shot from 12 ft,,54-51,,
0:41.0,,,54-51,,Defensive rebound by W. Barton
0:33.0,,,54-51,,Shooting foul by S. Ibaka (drawn by K. Faried)
0:33.0,,,54-52,1,K. Faried makes free throw 1 of 2
0:33.0,,,54-53,1,K. Faried makes free throw 2 of 2
0:29.0,R. Westbrook misses 2-pt shot from 2 ft,,54-53,,
0:28.0,,,54-53,,Defensive rebound by K. Faried
0:24.0,,,54-53,,Turnover by K. Faried (lost ball; steal by C. Payne)
0:02.0,K. Durant makes 3-pt shot from 25 ft,3,57-53,,
0:01.0,,,57-53,,D. Gallinari misses 3-pt shot from 54 ft
0:00.0,,,57-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,Personal foul by A. Roberson (drawn by E. Mudiay),,57-53,,
11:35.0,,,57-53,,Turnover by E. Mudiay (bad pass; steal by A. Roberson)
11:30.0,R. Westbrook makes 2-pt shot from 1 ft,2,59-53,,
11:07.0,,,59-55,2,G. Harris makes 2-pt shot from 19 ft (assist by E. Mudiay)
10:40.0,Offensive foul by K. Durant,,59-55,,
10:40.0,Turnover by K. Durant (offensive foul),,59-55,,
10:21.0,,,59-57,2,E. Mudiay makes 2-pt shot from 1 ft
10:09.0,R. Westbrook makes 2-pt shot from 18 ft,2,61-57,,
9:52.0,,,61-57,,D. Gallinari misses 3-pt shot from 25 ft
9:49.0,,,61-57,,Offensive rebound by K. Faried
9:49.0,,,61-59,2,K. Faried makes 2-pt shot at rim
9:35.0,K. Durant misses 2-pt shot from 17 ft,,61-59,,
9:35.0,,,61-59,,Defensive rebound by E. Mudiay
9:33.0,,,61-61,2,K. Faried makes 2-pt shot at rim (assist by E. Mudiay)
9:33.0,,,61-61,,Shooting foul by A. Roberson (drawn by K. Faried)
9:33.0,,,61-62,1,K. Faried makes free throw 1 of 1
9:22.0,R. Westbrook makes 2-pt shot from 6 ft,2,63-62,,
8:56.0,,,63-64,2,D. Gallinari makes 2-pt shot from 1 ft
8:39.0,R. Westbrook misses 3-pt shot from 24 ft,,63-64,,
8:37.0,,,63-64,,Defensive rebound by K. Faried
8:25.0,,,63-64,,Shooting foul by S. Ibaka (drawn by G. Harris)
8:25.0,,,63-65,1,G. Harris makes free throw 1 of 2
8:25.0,,,63-66,1,G. Harris makes free throw 2 of 2
8:25.0,Oklahoma City full timeout,,63-66,,
8:07.0,K. Durant misses 2-pt shot from 20 ft,,63-66,,
8:05.0,,,63-66,,Defensive rebound by K. Faried
7:58.0,,,63-66,,E. Mudiay misses 2-pt shot from 18 ft
7:57.0,Defensive rebound by K. Durant,,63-66,,
7:39.0,R. Westbrook misses 2-pt shot from 2 ft,,63-66,,
7:39.0,,,63-66,,Defensive rebound by N. Jokic
7:19.0,,,63-68,2,K. Faried makes 2-pt shot from 2 ft (assist by E. Mudiay)
6:52.0,S. Ibaka misses 2-pt shot from 17 ft,,63-68,,
6:51.0,,,63-68,,Defensive rebound by D. Gallinari
6:46.0,,,63-68,,D. Gallinari misses 2-pt shot from 3 ft (block by S. Ibaka)
6:45.0,Defensive rebound by Team,,63-68,,
6:45.0,D. Waiters enters the game for A. Roberson,,63-68,,
6:33.0,K. Durant makes 2-pt shot from 8 ft (assist by R. Westbrook),2,65-68,,
6:33.0,Shooting foul by D. Gallinari (drawn by K. Durant),,65-68,,
6:33.0,K. Durant misses free throw 1 of 1,,65-68,,
6:31.0,,,65-68,,Defensive rebound by N. Jokic
6:15.0,,,65-68,,D. Gallinari misses 3-pt shot from 26 ft
6:13.0,Defensive rebound by S. Ibaka,,65-68,,
6:09.0,Turnover by R. Westbrook (discontinued dribble),,65-68,,
5:56.0,,,65-68,,Turnover by E. Mudiay (lost ball; steal by R. Westbrook)
5:52.0,Shooting foul by K. Faried (drawn by K. Durant),,65-68,,
5:52.0,K. Durant makes free throw 1 of 2,1,66-68,,
5:52.0,K. Durant makes free throw 2 of 2,1,67-68,,
5:31.0,,,67-68,,K. Faried misses 2-pt shot from 2 ft (block by K. Durant)
5:29.0,Defensive rebound by K. Durant,,67-68,,
5:23.0,R. Westbrook makes 2-pt shot from 2 ft (assist by K. Durant),2,69-68,,
5:15.0,,,69-68,,Shooting foul by K. Durant (drawn by D. Gallinari)
5:15.0,,,69-69,1,D. Gallinari makes free throw 1 of 2
5:15.0,,,69-69,,D. Gallinari misses free throw 2 of 2
5:14.0,Defensive rebound by K. Durant,,69-69,,
4:59.0,K. Durant makes 2-pt shot from 2 ft,2,71-69,,
4:47.0,Personal foul by K. Durant (drawn by N. Jokic),,71-69,,
4:47.0,,,71-70,1,N. Jokic makes free throw 1 of 2
4:47.0,,,71-71,1,N. Jokic makes free throw 2 of 2
4:33.0,D. Waiters makes 3-pt shot from 24 ft (assist by R. Westbrook),3,74-71,,
4:21.0,,,74-71,,Turnover by N. Jokic (3 sec)
4:21.0,K. Singler enters the game for K. Durant,,74-71,,
4:06.0,S. Ibaka misses 2-pt shot from 19 ft,,74-71,,
4:05.0,,,74-71,,Defensive rebound by G. Harris
4:00.0,,,74-73,2,N. Jokic makes 2-pt shot from 1 ft (assist by E. Mudiay)
3:49.0,,,74-73,,Personal foul by E. Mudiay (drawn by D. Waiters)
3:49.0,E. Kanter enters the game for S. Ibaka,,74-73,,
3:49.0,,,74-73,,J. Lauvergne enters the game for N. Jokic
3:39.0,Shooting foul by G. Harris (drawn by R. Westbrook),,74-73,,
3:39.0,R. Westbrook makes free throw 1 of 2,1,75-73,,
3:39.0,,,75-73,,W. Barton enters the game for G. Harris
3:39.0,R. Westbrook makes free throw 2 of 2,1,76-73,,
3:20.0,,,76-73,,E. Mudiay misses 2-pt shot from 15 ft
3:19.0,Defensive rebound by Team,,76-73,,
3:04.0,E. Kanter makes 2-pt shot from 16 ft (assist by R. Westbrook),2,78-73,,
2:46.0,,,78-73,,K. Faried misses 2-pt shot from 1 ft
2:45.0,Defensive rebound by K. Singler,,78-73,,
2:32.0,R. Westbrook misses 3-pt shot from 25 ft,,78-73,,
2:32.0,Offensive rebound by Team,,78-73,,
2:32.0,,,78-73,,Personal foul by D. Gallinari (drawn by K. Singler)
2:32.0,,,78-73,,Denver full timeout
2:32.0,,,78-73,,D. Arthur enters the game for K. Faried
2:32.0,,,78-73,,R. Foye enters the game for E. Mudiay
2:32.0,K. Singler makes free throw 1 of 2,1,79-73,,
2:32.0,K. Singler makes free throw 2 of 2,1,80-73,,
2:22.0,,,80-75,2,D. Gallinari makes 2-pt shot from 4 ft (assist by D. Arthur)
2:22.0,,,80-75,,Shooting foul by E. Kanter (drawn by D. Gallinari)
2:22.0,,,80-75,,D. Gallinari misses free throw 1 of 1
2:22.0,Defensive rebound by S. Adams,,80-75,,
2:07.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,82-75,,
1:48.0,,,82-75,,Turnover by D. Gallinari (traveling)
1:24.0,S. Adams misses 2-pt shot from 12 ft,,82-75,,
1:24.0,Jump ball: S. Adams vs. J. Lauvergne (R. Foye gains possession),,,,Jump ball: S. Adams vs. J. Lauvergne (R. Foye gains possession)
1:24.0,,,82-75,,Defensive rebound by Team
1:10.0,,,82-77,2,J. Lauvergne makes 2-pt shot at rim (assist by R. Foye)
0:56.0,R. Westbrook misses 2-pt shot from 17 ft,,82-77,,
0:55.0,,,82-77,,Defensive rebound by Team
0:34.0,,,82-79,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by W. Barton)
0:29.0,,,82-79,,Violation by D. Arthur (def goaltending)
0:29.0,R. Westbrook makes 2-pt shot at rim,2,84-79,,
0:29.0,Shooting foul by R. Foye (drawn by R. Westbrook),,84-79,,
0:29.0,R. Westbrook misses free throw 1 of 1,,84-79,,
0:29.0,,,84-79,,Defensive rebound by Team
0:08.0,,,84-79,,Turnover by R. Foye (bad pass; steal by D. Waiters)
0:07.0,K. Durant enters the game for K. Singler,,84-79,,
0:07.0,,,84-79,,S. Kilpatrick enters the game for D. Gallinari
0:00.0,K. Durant misses 2-pt shot from 21 ft,,84-79,,
0:00.0,,,84-79,,Defensive rebound by D. Arthur
0:00.0,,,84-79,,Turnover by D. Arthur (bad pass; steal by R. Westbrook)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,D. Waiters misses 2-pt shot from 15 ft,,84-79,,
11:39.0,Offensive rebound by K. Singler,,84-79,,
11:28.0,C. Payne misses 3-pt shot from 26 ft (block by R. Foye),,84-79,,
11:27.0,,,84-79,,Defensive rebound by D. Arthur
11:04.0,,,84-79,,S. Kilpatrick misses 3-pt shot from 23 ft
11:03.0,Defensive rebound by E. Kanter,,84-79,,
10:57.0,D. Waiters misses 2-pt shot from 1 ft,,84-79,,
10:56.0,Offensive rebound by K. Singler,,84-79,,
10:55.0,Shooting foul by D. Arthur (drawn by K. Singler),,84-79,,
10:55.0,K. Singler makes free throw 1 of 2,1,85-79,,
10:55.0,K. Singler makes free throw 2 of 2,1,86-79,,
10:41.0,,,86-81,2,R. Foye makes 2-pt shot from 2 ft
10:24.0,C. Payne misses 2-pt shot from 6 ft,,86-81,,
10:23.0,,,86-81,,Defensive rebound by S. Kilpatrick
10:13.0,,,86-81,,R. Foye misses 3-pt shot from 25 ft
10:13.0,Defensive rebound by K. Singler,,86-81,,
10:13.0,Oklahoma City full timeout,,86-81,,
10:03.0,Turnover by C. Payne (lost ball; steal by R. Foye),,86-81,,
10:00.0,,,86-81,,Shooting foul by E. Kanter (drawn by S. Kilpatrick)
10:00.0,,,86-82,1,S. Kilpatrick makes free throw 1 of 2
10:00.0,,,86-83,1,S. Kilpatrick makes free throw 2 of 2
9:36.0,D. Waiters misses 2-pt shot from 4 ft,,86-83,,
9:35.0,,,86-83,,Defensive rebound by R. Foye
9:28.0,,,86-83,,D. Arthur misses 2-pt shot from 1 ft
9:27.0,Defensive rebound by S. Ibaka,,86-83,,
9:23.0,E. Kanter makes 2-pt shot from 1 ft (assist by D. Waiters),2,88-83,,
9:03.0,,,88-83,,W. Barton misses 2-pt shot from 14 ft
9:02.0,Defensive rebound by S. Ibaka,,88-83,,
8:58.0,E. Kanter makes 2-pt shot at rim (assist by C. Payne),2,90-83,,
8:58.0,,,90-83,,Denver full timeout
8:53.0,Personal foul by S. Ibaka (drawn by D. Arthur),,90-83,,
8:43.0,,,90-83,,R. Foye misses 2-pt shot from 19 ft
8:41.0,,,90-83,,Offensive rebound by J. Lauvergne
8:41.0,,,90-85,2,J. Lauvergne makes 2-pt shot from 2 ft
8:28.0,C. Payne misses 2-pt shot from 5 ft,,90-85,,
8:27.0,Offensive rebound by S. Ibaka,,90-85,,
8:25.0,S. Ibaka misses 2-pt shot from 6 ft,,90-85,,
8:25.0,Offensive rebound by C. Payne,,90-85,,
8:25.0,,,90-85,,Loose ball foul by R. Foye (drawn by C. Payne)
8:25.0,K. Durant enters the game for K. Singler,,90-85,,
8:25.0,,,90-85,,D. Gallinari enters the game for S. Kilpatrick
8:17.0,K. Durant misses 3-pt shot from 23 ft,,90-85,,
8:16.0,,,90-85,,Defensive rebound by R. Foye
8:07.0,,,90-85,,Shooting foul by D. Waiters (drawn by W. Barton)
8:07.0,,,90-86,1,W. Barton makes free throw 1 of 2
8:07.0,,,90-87,1,W. Barton makes free throw 2 of 2
7:52.0,S. Ibaka misses 2-pt shot from 12 ft,,90-87,,
7:51.0,Offensive rebound by E. Kanter,,90-87,,
7:50.0,E. Kanter misses 2-pt shot from 7 ft (block by D. Arthur),,90-87,,
7:49.0,Offensive rebound by Team,,90-87,,
7:46.0,D. Waiters misses 2-pt shot from 21 ft,,90-87,,
7:46.0,,,90-87,,Defensive rebound by Team
