time,LA Clippers,pts.away,score,pts.home,Portland
1:43.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,15-20,,
1:30.0,,,15-20,,Offensive foul by G. Henderson
1:30.0,,,15-20,,Turnover by G. Henderson (offensive foul)
1:30.0,A. Rivers enters the game for C. Paul,,15-20,,
1:30.0,C. Aldrich enters the game for D. Jordan,,15-20,,
1:18.0,J. Crawford misses 2-pt shot from 16 ft,,15-20,,
1:16.0,Offensive rebound by A. Rivers,,15-20,,
1:09.0,J. Crawford makes 2-pt shot from 2 ft (assist by W. Johnson),2,17-20,,
0:58.0,,,17-20,,C. Kaman misses 2-pt shot from 8 ft
0:56.0,,,17-20,,Offensive rebound by E. Davis
0:56.0,,,17-20,,E. Davis misses 2-pt shot from 1 ft
0:55.0,Defensive rebound by W. Johnson,,17-20,,
0:45.0,Turnover by J. Green (lost ball),,17-20,,
0:45.0,,,17-20,,C. McCollum enters the game for C. Kaman
0:45.0,L. Mbah a Moute enters the game for W. Johnson,,17-20,,
0:36.0,Personal foul by A. Rivers,,17-20,,
0:36.0,,,17-21,1,D. Lillard makes free throw 1 of 2
0:36.0,C. Paul enters the game for L. Mbah a Moute,,17-21,,
0:36.0,,,17-21,,A. Aminu enters the game for C. McCollum
0:36.0,,,17-22,1,D. Lillard makes free throw 2 of 2
0:26.0,J. Green makes 3-pt shot from 23 ft (assist by C. Aldrich),3,20-22,,
0:05.0,,,20-24,2,D. Lillard makes 2-pt shot from 2 ft
0:00.0,C. Paul misses 3-pt shot from 26 ft,,20-24,,
0:00.0,Offensive rebound by Team,,20-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,20-24,,Turnover by G. Henderson (step out of bounds)
11:32.0,Shooting foul by C. Kaman (drawn by J. Green),,20-24,,
11:32.0,J. Green misses free throw 1 of 2,,20-24,,
11:32.0,Offensive rebound by Team,,20-24,,
11:32.0,J. Green makes free throw 2 of 2,1,21-24,,
11:16.0,,,21-24,,C. Kaman misses 2-pt shot from 17 ft
11:15.0,Defensive rebound by J. Green,,21-24,,
10:56.0,J. Green misses 2-pt shot from 3 ft,,21-24,,
10:55.0,,,21-24,,Defensive rebound by G. Henderson
10:42.0,,,21-26,2,E. Davis makes 2-pt shot from 7 ft (assist by C. McCollum)
10:20.0,Shooting foul by C. McCollum (drawn by J. Green),,21-26,,
10:20.0,J. Green makes free throw 1 of 2,1,22-26,,
10:20.0,J. Green makes free throw 2 of 2,1,23-26,,
10:07.0,,,23-28,2,G. Henderson makes 2-pt shot from 22 ft (assist by E. Davis)
9:50.0,P. Pierce misses 2-pt shot from 19 ft,,23-28,,
9:47.0,Offensive rebound by C. Aldrich,,23-28,,
9:40.0,J. Crawford misses 3-pt shot from 29 ft,,23-28,,
9:39.0,,,23-28,,Defensive rebound by E. Davis
9:31.0,,,23-28,,C. McCollum misses 2-pt shot from 13 ft
9:30.0,,,23-28,,Offensive rebound by C. McCollum
9:28.0,,,23-28,,C. McCollum misses 2-pt shot from 6 ft
9:27.0,,,23-28,,Offensive rebound by E. Davis
9:26.0,,,23-28,,Turnover by E. Davis (lost ball; steal by A. Rivers)
9:14.0,P. Pierce misses 3-pt shot from 25 ft,,23-28,,
9:14.0,,,23-28,,Defensive rebound by E. Davis
8:59.0,,,23-28,,C. Kaman misses 2-pt shot from 16 ft
8:55.0,Defensive rebound by J. Crawford,,23-28,,
8:44.0,J. Crawford misses 2-pt shot from 5 ft,,23-28,,
8:43.0,,,23-28,,Defensive rebound by C. Kaman
8:36.0,,,23-28,,Shooting foul by A. Rivers (drawn by C. McCollum)
8:36.0,Official timeout,,23-28,,
8:36.0,,,23-28,,A. Aminu enters the game for C. Kaman
8:36.0,,,23-29,1,C. McCollum makes free throw 1 of 2
8:36.0,,,23-29,,C. McCollum misses free throw 2 of 2
8:34.0,Defensive rebound by C. Aldrich,,23-29,,
8:16.0,J. Green makes 3-pt shot from 25 ft (assist by A. Rivers),3,26-29,,
7:55.0,D. Jordan enters the game for P. Pierce,,26-29,,
7:55.0,B. Griffin enters the game for C. Aldrich,,26-29,,
7:48.0,,,26-29,,G. Henderson misses 3-pt shot from 23 ft
7:48.0,Defensive rebound by B. Griffin,,26-29,,
7:36.0,Offensive foul by D. Jordan,,26-29,,
7:36.0,Turnover by D. Jordan (offensive foul),,26-29,,
7:36.0,C. Paul enters the game for J. Crawford,,26-29,,
7:36.0,,,26-29,,M. Harkless enters the game for A. Crabbe
7:23.0,J. Redick enters the game for A. Rivers,,26-29,,
7:12.0,,,26-29,,A. Aminu misses 2-pt shot from 13 ft
7:12.0,Defensive rebound by J. Redick,,26-29,,
7:00.0,B. Griffin misses 2-pt shot from 3 ft,,26-29,,
6:59.0,,,26-29,,Defensive rebound by C. McCollum
6:46.0,,,26-29,,A. Aminu misses 2-pt shot from 5 ft
6:46.0,Defensive rebound by B. Griffin,,26-29,,
6:41.0,,,26-29,,Personal foul by E. Davis
6:41.0,,,26-29,,Technical foul by E. Davis
6:41.0,Technical foul by D. Jordan,,26-29,,
6:41.0,,,26-29,,D. Lillard enters the game for C. McCollum
6:41.0,,,26-29,,A. Crabbe enters the game for G. Henderson
6:41.0,,,26-29,,M. Plumlee enters the game for E. Davis
6:30.0,C. Paul misses 2-pt shot from 21 ft,,26-29,,
6:30.0,,,26-29,,Defensive rebound by M. Plumlee
6:17.0,,,26-31,2,M. Harkless makes 2-pt shot at rim (assist by D. Lillard)
6:03.0,C. Paul misses 2-pt shot from 21 ft (block by D. Lillard),,26-31,,
6:02.0,,,26-31,,Defensive rebound by M. Harkless
5:54.0,,,26-34,3,A. Crabbe makes 3-pt shot from 25 ft (assist by M. Plumlee)
5:53.0,LA Clippers full timeout,,26-34,,
5:53.0,J. Crawford enters the game for J. Green,,26-34,,
5:32.0,C. Paul misses 2-pt shot from 16 ft,,26-34,,
5:31.0,Offensive rebound by D. Jordan,,26-34,,
5:31.0,D. Jordan misses 2-pt shot at rim,,26-34,,
5:30.0,Offensive rebound by Team,,26-34,,
5:10.0,B. Griffin makes 2-pt shot from 9 ft,2,28-34,,
4:56.0,,,28-34,,Turnover by A. Crabbe (lost ball; steal by C. Paul)
4:53.0,,,28-34,,Personal foul by M. Harkless
4:38.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin),3,31-34,,
4:25.0,Personal foul by C. Paul,,31-34,,
4:14.0,,,31-34,,D. Lillard misses 2-pt shot from 2 ft (block by D. Jordan)
4:14.0,,,31-34,,Offensive rebound by Team
4:11.0,,,31-34,,Turnover by A. Aminu (lost ball; steal by J. Crawford)
4:05.0,Turnover by J. Redick (lost ball; steal by M. Harkless),,31-34,,
3:44.0,,,31-34,,Turnover by M. Plumlee (lost ball; steal by C. Paul)
3:42.0,Turnover by B. Griffin (lost ball; steal by D. Lillard),,31-34,,
3:36.0,,,31-37,3,A. Crabbe makes 3-pt shot from 25 ft (assist by D. Lillard)
3:13.0,Shooting foul by A. Crabbe (drawn by J. Crawford),,31-37,,
3:13.0,J. Crawford makes free throw 1 of 2,1,32-37,,
3:13.0,J. Crawford makes free throw 2 of 2,1,33-37,,
3:06.0,Personal foul by B. Griffin,,33-37,,
3:00.0,,,33-37,,D. Lillard misses 3-pt shot from 24 ft
2:59.0,Defensive rebound by B. Griffin,,33-37,,
2:53.0,J. Crawford makes 3-pt shot from 24 ft (assist by C. Paul),3,36-37,,
2:37.0,,,36-37,,Offensive charge foul by M. Harkless
2:37.0,,,36-37,,Turnover by M. Harkless (offensive foul)
2:37.0,,,36-37,,Portland full timeout
2:37.0,,,36-37,,C. McCollum enters the game for A. Crabbe
2:36.0,,,36-37,,Personal foul by D. Lillard
2:36.0,D. Jordan misses free throw 1 of 2,,36-37,,
2:36.0,Offensive rebound by Team,,36-37,,
2:36.0,D. Jordan misses free throw 2 of 2,,36-37,,
2:36.0,,,36-37,,Defensive rebound by Team
2:23.0,,,36-40,3,A. Aminu makes 3-pt shot from 25 ft (assist by M. Plumlee)
2:08.0,J. Crawford misses 2-pt shot from 17 ft,,36-40,,
2:07.0,,,36-40,,Defensive rebound by C. McCollum
1:57.0,,,36-42,2,D. Lillard makes 2-pt shot at rim (assist by M. Plumlee)
1:53.0,LA Clippers full timeout,,36-42,,
1:53.0,J. Green enters the game for D. Jordan,,36-42,,
1:45.0,,,36-42,,Personal foul by M. Harkless
1:45.0,C. Paul makes free throw 1 of 2,1,37-42,,
1:45.0,,,37-42,,G. Henderson enters the game for M. Harkless
1:45.0,C. Paul makes free throw 2 of 2,1,38-42,,
1:35.0,Personal foul by B. Griffin,,38-42,,
1:29.0,,,38-44,2,C. McCollum makes 2-pt shot from 15 ft
1:15.0,B. Griffin makes 2-pt shot from 4 ft,2,40-44,,
1:15.0,Shooting foul by M. Plumlee (drawn by B. Griffin),,40-44,,
1:15.0,B. Griffin makes free throw 1 of 1,1,41-44,,
0:58.0,,,41-44,,G. Henderson misses 2-pt shot from 13 ft
0:57.0,Defensive rebound by B. Griffin,,41-44,,
0:40.0,C. Paul misses 2-pt shot from 15 ft,,41-44,,
0:40.0,Offensive rebound by B. Griffin,,41-44,,
0:37.0,B. Griffin misses 2-pt shot from 1 ft (block by M. Plumlee),,41-44,,
0:35.0,,,41-44,,Defensive rebound by D. Lillard
0:29.0,,,41-44,,D. Lillard misses 2-pt shot from 2 ft
0:27.0,,,41-44,,Offensive rebound by M. Plumlee
0:25.0,,,41-47,3,D. Lillard makes 3-pt shot from 23 ft (assist by M. Plumlee)
0:06.0,,,41-47,,Personal foul by G. Henderson
0:06.0,B. Griffin makes free throw 1 of 2,1,42-47,,
0:06.0,A. Rivers enters the game for J. Redick,,42-47,,
0:06.0,L. Mbah a Moute enters the game for J. Crawford,,42-47,,
0:06.0,,,42-47,,E. Davis enters the game for C. McCollum
0:06.0,J. Ayres enters the game for C. Paul,,42-47,,
0:06.0,J. Redick enters the game for J. Green,,42-47,,
0:06.0,B. Griffin makes free throw 2 of 2,1,43-47,,
0:06.0,,,43-47,,Portland full timeout
0:06.0,C. Paul enters the game for J. Ayres,,43-47,,
0:06.0,J. Green enters the game for L. Mbah a Moute,,43-47,,
0:06.0,,,43-47,,C. McCollum enters the game for M. Plumlee
0:06.0,,,43-47,,A. Crabbe enters the game for E. Davis
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,43-49,2,C. McCollum makes 2-pt shot from 3 ft (assist by A. Aminu)
11:28.0,C. Paul makes 2-pt shot from 3 ft,2,45-49,,
11:14.0,,,45-49,,Offensive charge foul by M. Plumlee
11:14.0,,,45-49,,Turnover by M. Plumlee (offensive foul)
10:56.0,C. Paul misses 3-pt shot from 27 ft,,45-49,,
10:54.0,,,45-49,,Defensive rebound by D. Lillard
10:46.0,,,45-51,2,C. McCollum makes 2-pt shot from 10 ft
10:30.0,B. Griffin makes 2-pt shot from 6 ft,2,47-51,,
10:13.0,,,47-51,,C. McCollum misses 3-pt shot from 23 ft
10:12.0,Defensive rebound by D. Jordan,,47-51,,
10:03.0,J. Redick makes 2-pt shot from 2 ft (assist by C. Paul),2,49-51,,
9:46.0,,,49-51,,M. Plumlee misses 2-pt shot from 13 ft
9:46.0,Defensive rebound by D. Jordan,,49-51,,
9:21.0,B. Griffin misses 2-pt shot from 3 ft (block by M. Plumlee),,49-51,,
9:20.0,,,49-51,,Defensive rebound by M. Plumlee
9:12.0,Personal foul by D. Jordan,,49-51,,
9:01.0,,,49-53,2,A. Aminu makes 2-pt shot from 7 ft (assist by M. Plumlee)
8:47.0,Turnover by D. Jordan (lost ball; steal by C. McCollum),,49-53,,
8:43.0,,,49-55,2,C. McCollum makes 2-pt shot at rim
8:43.0,LA Clippers full timeout,,49-55,,
8:18.0,B. Griffin makes 3-pt shot from 25 ft (assist by C. Paul),3,52-55,,
7:57.0,,,52-55,,D. Lillard misses 3-pt shot from 25 ft
7:56.0,Defensive rebound by D. Jordan,,52-55,,
7:44.0,,,52-55,,Personal foul by M. Harkless
7:44.0,J. Green enters the game for L. Mbah a Moute,,52-55,,
7:29.0,J. Redick misses 3-pt shot from 24 ft,,52-55,,
7:27.0,,,52-55,,Defensive rebound by M. Plumlee
7:16.0,,,52-55,,D. Lillard misses 2-pt shot from 2 ft (block by D. Jordan)
7:15.0,Defensive rebound by D. Jordan,,52-55,,
7:09.0,C. Paul misses 2-pt shot from 21 ft,,52-55,,
7:09.0,,,52-55,,Defensive rebound by Team
7:09.0,Loose ball foul by B. Griffin,,52-55,,
7:09.0,,,52-55,,G. Henderson enters the game for M. Harkless
6:51.0,,,52-55,,A. Aminu misses 3-pt shot from 23 ft
6:50.0,Defensive rebound by J. Green,,52-55,,
6:35.0,B. Griffin misses 2-pt shot from 6 ft,,52-55,,
6:35.0,,,52-55,,Defensive rebound by G. Henderson
6:28.0,,,52-55,,G. Henderson misses 2-pt shot from 1 ft (block by D. Jordan)
6:27.0,Defensive rebound by C. Paul,,52-55,,
6:24.0,J. Redick misses 3-pt shot from 25 ft,,52-55,,
6:23.0,Offensive rebound by B. Griffin,,52-55,,
6:20.0,J. Redick misses 3-pt shot from 23 ft,,52-55,,
6:19.0,,,52-55,,Defensive rebound by M. Plumlee
6:11.0,,,52-58,3,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard)
6:07.0,LA Clippers full timeout,,52-58,,
6:07.0,J. Crawford enters the game for J. Redick,,52-58,,
6:07.0,A. Rivers enters the game for C. Paul,,52-58,,
5:52.0,B. Griffin makes 2-pt shot from 19 ft (assist by A. Rivers),2,54-58,,
5:34.0,,,54-58,,D. Lillard misses 3-pt shot from 25 ft
5:32.0,Defensive rebound by J. Crawford,,54-58,,
5:24.0,J. Crawford makes 2-pt shot from 10 ft,2,56-58,,
4:59.0,,,56-61,3,A. Aminu makes 3-pt shot from 25 ft (assist by M. Plumlee)
4:37.0,B. Griffin makes 2-pt shot from 20 ft (assist by J. Crawford),2,58-61,,
4:22.0,,,58-61,,C. McCollum misses 2-pt shot from 16 ft
4:22.0,Defensive rebound by B. Griffin,,58-61,,
4:04.0,B. Griffin misses 2-pt shot from 18 ft,,58-61,,
4:02.0,Offensive rebound by D. Jordan,,58-61,,
3:52.0,J. Crawford misses 3-pt shot from 23 ft,,58-61,,
3:47.0,Offensive rebound by A. Rivers,,58-61,,
3:43.0,J. Green misses 3-pt shot from 25 ft,,58-61,,
3:41.0,,,58-61,,Defensive rebound by A. Aminu
3:35.0,,,58-64,3,C. McCollum makes 3-pt shot from 23 ft (assist by A. Aminu)
3:30.0,Shooting foul by M. Plumlee (drawn by B. Griffin),,58-64,,
3:30.0,B. Griffin makes free throw 1 of 2,1,59-64,,
3:30.0,,,59-64,,A. Crabbe enters the game for C. McCollum
3:30.0,,,59-64,,E. Davis enters the game for M. Plumlee
3:30.0,B. Griffin misses free throw 2 of 2,,59-64,,
3:29.0,,,59-64,,Defensive rebound by A. Crabbe
3:14.0,,,59-64,,G. Henderson misses 2-pt shot from 16 ft
3:14.0,Defensive rebound by J. Crawford,,59-64,,
3:07.0,Turnover by J. Crawford (lost ball),,59-64,,
3:00.0,,,59-64,,D. Lillard misses 3-pt shot from 24 ft
2:58.0,Defensive rebound by J. Crawford,,59-64,,
2:45.0,A. Rivers misses 3-pt shot from 28 ft,,59-64,,
2:44.0,,,59-64,,Defensive rebound by A. Crabbe
2:37.0,,,59-64,,A. Aminu misses 2-pt shot from 1 ft
2:36.0,,,59-64,,Offensive rebound by E. Davis
2:36.0,,,59-64,,E. Davis misses 2-pt shot from 2 ft
2:33.0,,,59-64,,Offensive rebound by A. Aminu
2:31.0,,,59-64,,Portland full timeout
2:31.0,P. Pierce enters the game for D. Jordan,,59-64,,
2:22.0,,,59-64,,E. Davis misses 2-pt shot from 3 ft
2:22.0,,,59-64,,Offensive rebound by A. Aminu
2:22.0,,,59-64,,A. Aminu misses 2-pt shot from 2 ft
2:20.0,,,59-64,,Offensive rebound by E. Davis
2:20.0,,,59-66,2,E. Davis makes 2-pt shot from 1 ft
2:01.0,A. Rivers misses 2-pt shot from 6 ft,,59-66,,
2:01.0,,,59-66,,Defensive rebound by E. Davis
1:49.0,,,59-66,,G. Henderson misses 3-pt shot from 23 ft
1:48.0,Defensive rebound by J. Green,,59-66,,
1:42.0,J. Green makes 2-pt shot from 4 ft,2,61-66,,
1:20.0,,,61-66,,E. Davis misses 2-pt shot from 6 ft
1:20.0,Defensive rebound by P. Pierce,,61-66,,
1:05.0,J. Crawford misses 2-pt shot from 16 ft,,61-66,,
1:04.0,,,61-66,,Defensive rebound by E. Davis
0:48.0,,,61-66,,D. Lillard misses 2-pt shot from 15 ft
0:47.0,Defensive rebound by J. Crawford,,61-66,,
0:32.0,J. Crawford misses 2-pt shot from 2 ft,,61-66,,
0:31.0,,,61-66,,Defensive rebound by A. Aminu
0:07.0,,,61-66,,E. Davis misses 3-pt shot from 34 ft
0:07.0,,,61-66,,Offensive rebound by Team
0:07.0,,,61-66,,Turnover by Team (shot clock)
0:07.0,J. Redick enters the game for B. Griffin,,61-66,,
0:07.0,,,61-66,,C. McCollum enters the game for D. Lillard
0:02.0,,,61-66,,Personal foul by G. Henderson
0:00.0,J. Green makes 3-pt shot from 24 ft (assist by J. Crawford),3,64-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Shooting foul by E. Davis (drawn by C. Aldrich),,64-66,,
11:49.0,C. Aldrich misses free throw 1 of 2,,64-66,,
11:49.0,Offensive rebound by Team,,64-66,,
11:49.0,C. Aldrich misses free throw 2 of 2,,64-66,,
11:47.0,,,64-66,,Defensive rebound by M. Harkless
11:25.0,,,64-68,2,M. Harkless makes 2-pt shot at rim (assist by G. Henderson)
11:02.0,J. Crawford misses 2-pt shot from 12 ft,,64-68,,
11:01.0,,,64-68,,Defensive rebound by M. Harkless
10:54.0,,,64-68,,Portland full timeout
10:42.0,,,64-68,,G. Henderson misses 2-pt shot from 20 ft
10:41.0,Defensive rebound by C. Aldrich,,64-68,,
10:27.0,C. Aldrich misses 2-pt shot from 5 ft,,64-68,,
10:26.0,,,64-68,,Defensive rebound by Team
10:26.0,Loose ball foul by C. Aldrich,,64-68,,
10:13.0,,,64-70,2,M. Harkless makes 2-pt shot from 3 ft
9:59.0,,,64-70,,Flagrant foul type 1 by E. Davis
9:59.0,A. Rivers makes flagrant free throw 1 of 2,1,65-70,,
9:59.0,A. Rivers makes flagrant free throw 2 of 2,1,66-70,,
9:59.0,D. Jordan enters the game for C. Aldrich,,66-70,,
9:48.0,A. Rivers misses 2-pt shot from 19 ft,,66-70,,
9:46.0,,,66-70,,Defensive rebound by M. Harkless
9:28.0,,,66-70,,M. Harkless misses 3-pt shot from 25 ft
9:27.0,,,66-70,,Offensive rebound by E. Davis
9:18.0,,,66-72,2,A. Crabbe makes 2-pt shot from 19 ft (assist by E. Davis)
8:51.0,J. Green misses 3-pt shot from 26 ft,,66-72,,
8:50.0,,,66-72,,Defensive rebound by E. Davis
8:41.0,,,66-72,,C. McCollum misses 2-pt shot from 19 ft
8:39.0,Defensive rebound by D. Jordan,,66-72,,
8:26.0,A. Rivers makes 2-pt shot from 9 ft,2,68-72,,
8:05.0,,,68-75,3,C. McCollum makes 3-pt shot from 25 ft (assist by E. Davis)
7:52.0,J. Crawford misses 2-pt shot from 21 ft,,68-75,,
7:51.0,,,68-75,,Defensive rebound by G. Henderson
7:33.0,,,68-75,,G. Henderson misses 3-pt shot from 22 ft
7:32.0,,,68-75,,Offensive rebound by M. Harkless
7:29.0,,,68-77,2,M. Harkless makes 2-pt shot from 1 ft
7:27.0,LA Clippers full timeout,,68-77,,
7:27.0,,,68-77,,D. Lillard enters the game for M. Harkless
7:27.0,,,68-77,,A. Aminu enters the game for G. Henderson
7:27.0,P. Prigioni enters the game for A. Rivers,,68-77,,
7:27.0,B. Griffin enters the game for P. Pierce,,68-77,,
7:16.0,J. Crawford makes 2-pt shot from 15 ft (assist by B. Griffin),2,70-77,,
6:57.0,,,70-77,,Shooting foul by D. Jordan (drawn by C. McCollum)
6:57.0,,,70-78,1,C. McCollum makes free throw 1 of 2
6:57.0,J. Redick enters the game for J. Green,,70-78,,
6:57.0,,,70-79,1,C. McCollum makes free throw 2 of 2
6:46.0,D. Jordan makes 2-pt shot at rim (assist by J. Redick),2,72-79,,
6:26.0,,,72-81,2,A. Crabbe makes 2-pt shot from 19 ft (assist by E. Davis)
6:07.0,B. Griffin misses 2-pt shot from 20 ft,,72-81,,
