time,Charlotte,pts.away,score,pts.home,Orlando
9:55.0,,,60-69,,A. Gordon misses free throw 1 of 1
9:54.0,Defensive rebound by M. Williams,,60-69,,
9:30.0,K. Walker misses 3-pt shot from 23 ft,,60-69,,
9:29.0,,,60-69,,Defensive rebound by N. Vucevic
9:21.0,,,60-71,2,N. Vucevic makes 2-pt shot from 20 ft (assist by E. Payton)
9:02.0,Turnover by J. Lin (lost ball; steal by N. Vucevic),,60-71,,
8:57.0,,,60-73,2,T. Harris makes 2-pt shot from 1 ft (assist by E. Payton)
8:57.0,Charlotte full timeout,,60-73,,
8:44.0,Shooting foul by T. Harris (drawn by K. Walker),,60-73,,
8:44.0,K. Walker makes free throw 1 of 2,1,61-73,,
8:44.0,K. Walker misses free throw 2 of 2,,61-73,,
8:43.0,,,61-73,,Defensive rebound by T. Harris
8:20.0,,,61-73,,N. Vucevic misses 2-pt shot from 11 ft
8:19.0,Defensive rebound by K. Walker,,61-73,,
8:08.0,,,61-73,,Personal foul by V. Oladipo (drawn by K. Walker)
7:57.0,Shooting foul by N. Vucevic (drawn by J. Lin),,61-73,,
7:57.0,J. Lin makes free throw 1 of 2,1,62-73,,
7:57.0,J. Lin makes free throw 2 of 2,1,63-73,,
7:35.0,,,63-76,3,V. Oladipo makes 3-pt shot from 23 ft (assist by E. Payton)
7:19.0,M. Williams misses 2-pt shot from 5 ft,,63-76,,
7:18.0,,,63-76,,Defensive rebound by T. Harris
7:05.0,,,63-76,,Turnover by N. Vucevic (lost ball; steal by K. Walker)
7:00.0,P. Hairston makes 2-pt shot at rim (assist by K. Walker),2,65-76,,
6:48.0,,,65-79,3,V. Oladipo makes 3-pt shot from 25 ft (assist by A. Gordon)
6:30.0,J. Lin misses 2-pt shot from 13 ft,,65-79,,
6:29.0,,,65-79,,Defensive rebound by E. Payton
6:22.0,,,65-81,2,T. Harris makes 2-pt shot from 18 ft
6:21.0,Charlotte full timeout,,65-81,,
6:21.0,F. Kaminsky enters the game for P. Hairston,,65-81,,
6:07.0,K. Walker makes 3-pt shot from 24 ft (assist by J. Lin),3,68-81,,
5:42.0,,,68-81,,N. Vucevic misses 2-pt shot from 21 ft
5:40.0,,,68-81,,Offensive rebound by E. Payton
5:40.0,,,68-81,,E. Payton misses 2-pt shot from 2 ft
5:39.0,,,68-81,,Offensive rebound by E. Payton
5:38.0,,,68-81,,E. Payton misses 2-pt shot from 1 ft
5:36.0,Defensive rebound by M. Williams,,68-81,,
5:29.0,Turnover by M. Williams (offensive foul),,68-81,,
5:29.0,Offensive foul by M. Williams,,68-81,,
5:12.0,,,68-83,2,V. Oladipo makes 2-pt shot at rim (assist by T. Harris)
4:55.0,,,68-83,,Personal foul by E. Payton (drawn by J. Lin)
4:47.0,,,68-83,,S. Napier enters the game for E. Payton
4:40.0,K. Walker misses 2-pt shot from 18 ft,,68-83,,
4:40.0,Offensive rebound by S. Hawes,,68-83,,
4:24.0,F. Kaminsky misses 2-pt shot from 7 ft,,68-83,,
4:23.0,Offensive rebound by F. Kaminsky,,68-83,,
4:16.0,M. Williams makes 2-pt shot from 21 ft (assist by K. Walker),2,70-83,,
4:04.0,,,70-83,,Turnover by V. Oladipo (bad pass; steal by K. Walker)
3:58.0,K. Walker misses 2-pt shot at rim,,70-83,,
3:57.0,,,70-83,,Defensive rebound by S. Napier
3:53.0,,,70-85,2,T. Harris makes 2-pt shot at rim (assist by A. Gordon)
3:53.0,Charlotte full timeout,,70-85,,
3:53.0,T. Hansbrough enters the game for M. Williams,,70-85,,
3:53.0,T. Daniels enters the game for S. Hawes,,70-85,,
3:41.0,J. Lin misses 2-pt shot from 1 ft (block by N. Vucevic),,70-85,,
3:40.0,,,70-85,,Defensive rebound by A. Gordon
3:36.0,,,70-87,2,T. Harris makes 2-pt shot from 1 ft (assist by A. Gordon)
3:22.0,K. Walker misses 2-pt shot from 19 ft,,70-87,,
3:22.0,,,70-87,,Defensive rebound by N. Vucevic
3:09.0,,,70-89,2,A. Gordon makes 2-pt shot from 13 ft
2:42.0,T. Hansbrough misses 2-pt shot from 8 ft (block by N. Vucevic),,70-89,,
2:41.0,,,70-89,,Defensive rebound by N. Vucevic
2:39.0,,,70-89,,Offensive foul by A. Gordon
2:39.0,,,70-89,,Turnover by A. Gordon (offensive foul)
2:39.0,,,70-89,,E. Fournier enters the game for V. Oladipo
2:24.0,K. Walker makes 2-pt shot from 1 ft,2,72-89,,
2:05.0,,,72-89,,N. Vucevic misses 2-pt shot from 9 ft
2:05.0,,,72-89,,Offensive rebound by Team
2:05.0,Loose ball foul by J. Lin (drawn by A. Gordon),,72-89,,
1:57.0,,,72-89,,E. Fournier misses 3-pt shot from 24 ft
1:55.0,Defensive rebound by T. Hansbrough,,72-89,,
1:48.0,Shooting foul by S. Napier (drawn by K. Walker),,72-89,,
1:48.0,K. Walker makes free throw 1 of 3,1,73-89,,
1:48.0,K. Walker misses free throw 2 of 3,,73-89,,
1:48.0,Offensive rebound by Team,,73-89,,
1:48.0,,,73-89,,J. Smith enters the game for N. Vucevic
1:48.0,,,73-89,,V. Oladipo enters the game for A. Gordon
1:48.0,K. Walker makes free throw 3 of 3,1,74-89,,
1:31.0,,,74-92,3,V. Oladipo makes 3-pt shot from 24 ft (assist by S. Napier)
1:08.0,T. Daniels misses 2-pt shot from 20 ft,,74-92,,
1:08.0,,,74-92,,Defensive rebound by V. Oladipo
1:01.0,,,74-92,,V. Oladipo misses 3-pt shot from 23 ft
1:00.0,Defensive rebound by T. Daniels,,74-92,,
0:54.0,K. Walker misses 2-pt shot from 20 ft,,74-92,,
0:51.0,Offensive rebound by F. Kaminsky,,74-92,,
0:51.0,F. Kaminsky misses 2-pt shot from 2 ft,,74-92,,
0:50.0,Offensive rebound by F. Kaminsky,,74-92,,
0:43.0,T. Daniels misses 2-pt shot from 2 ft,,74-92,,
0:42.0,Offensive rebound by T. Daniels,,74-92,,
0:42.0,T. Daniels makes 2-pt shot at rim,2,76-92,,
0:21.0,,,76-94,2,T. Harris makes 2-pt shot from 1 ft (assist by S. Napier)
0:01.0,T. Daniels makes 3-pt shot from 24 ft (assist by K. Walker),3,79-94,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,79-94,,J. Smith misses 2-pt shot from 17 ft
11:48.0,Defensive rebound by K. Walker,,79-94,,
11:34.0,T. Daniels misses 2-pt shot from 19 ft,,79-94,,
11:34.0,,,79-94,,Defensive rebound by V. Oladipo
11:18.0,,,79-96,2,E. Fournier makes 2-pt shot from 21 ft
11:00.0,F. Kaminsky misses 2-pt shot from 4 ft (block by T. Harris),,79-96,,
10:59.0,,,79-96,,Defensive rebound by J. Smith
10:59.0,,,79-96,,Turnover by J. Smith (bad pass)
10:59.0,,,79-96,,A. Gordon enters the game for T. Harris
10:59.0,,,79-96,,E. Payton enters the game for V. Oladipo
10:53.0,T. Daniels makes 2-pt shot from 9 ft (assist by K. Walker),2,81-96,,
10:30.0,,,81-99,3,S. Napier makes 3-pt shot from 25 ft (assist by E. Fournier)
10:15.0,T. Daniels makes 2-pt shot from 15 ft (assist by K. Walker),2,83-99,,
9:53.0,,,83-99,,Turnover by S. Napier (bad pass; steal by F. Kaminsky)
9:51.0,Jump ball: F. Kaminsky vs. S. Napier (K. Walker gains possession),,,,Jump ball: F. Kaminsky vs. S. Napier (K. Walker gains possession)
9:31.0,Turnover by F. Kaminsky (lost ball; steal by S. Napier),,83-99,,
9:26.0,,,83-99,,E. Fournier misses 2-pt shot at rim
9:24.0,,,83-99,,Offensive rebound by S. Napier
9:06.0,,,83-99,,V. Oladipo enters the game for S. Napier
9:03.0,,,83-99,,J. Smith misses 2-pt shot from 19 ft
9:02.0,Defensive rebound by K. Walker,,83-99,,
8:47.0,Shooting foul by E. Fournier (drawn by K. Walker),,83-99,,
8:47.0,Official timeout,,83-99,,
8:47.0,,,83-99,,N. Vucevic enters the game for J. Smith
8:47.0,K. Walker makes free throw 1 of 2,1,84-99,,
8:47.0,K. Walker makes free throw 2 of 2,1,85-99,,
8:27.0,,,85-99,,E. Payton misses 2-pt shot from 6 ft
8:26.0,Defensive rebound by T. Hansbrough,,85-99,,
8:11.0,K. Walker makes 3-pt shot from 24 ft (assist by B. Roberts),3,88-99,,
7:51.0,Personal foul by T. Daniels (drawn by E. Fournier),,88-99,,
7:42.0,,,88-102,3,E. Payton makes 3-pt shot from 26 ft (assist by N. Vucevic)
7:24.0,T. Hansbrough misses 2-pt shot from 3 ft,,88-102,,
7:23.0,,,88-102,,Defensive rebound by N. Vucevic
7:16.0,,,88-102,,Shooting foul by T. Hansbrough (drawn by A. Gordon)
7:16.0,,,88-102,,A. Gordon misses free throw 1 of 2
7:16.0,,,88-102,,Offensive rebound by Team
7:16.0,,,88-103,1,A. Gordon makes free throw 2 of 2
7:05.0,B. Roberts makes 2-pt shot from 19 ft,2,90-103,,
6:45.0,,,90-103,,Turnover by N. Vucevic (3 sec)
6:22.0,K. Walker misses 3-pt shot from 25 ft,,90-103,,
6:21.0,,,90-103,,Defensive rebound by A. Gordon
6:12.0,,,90-103,,Turnover by A. Gordon (offensive foul)
6:12.0,,,90-103,,Offensive charge foul by A. Gordon
6:12.0,,,90-103,,T. Harris enters the game for A. Gordon
5:52.0,F. Kaminsky misses 2-pt shot from 1 ft (block by T. Harris),,90-103,,
5:51.0,Offensive rebound by F. Kaminsky,,90-103,,
5:51.0,F. Kaminsky misses 2-pt shot from 1 ft (block by N. Vucevic),,90-103,,
5:44.0,,,90-103,,Defensive rebound by N. Vucevic
5:44.0,,,90-103,,Offensive foul by E. Payton
5:44.0,,,90-103,,Turnover by E. Payton (offensive foul)
5:44.0,,,90-103,,Orlando full timeout
5:44.0,S. Hawes enters the game for T. Hansbrough,,90-103,,
5:33.0,F. Kaminsky misses 2-pt shot at rim (block by N. Vucevic),,90-103,,
5:32.0,,,90-103,,Defensive rebound by T. Harris
5:14.0,,,90-103,,N. Vucevic misses 2-pt shot from 13 ft
5:14.0,Defensive rebound by F. Kaminsky,,90-103,,
5:04.0,K. Walker misses 2-pt shot from 2 ft (block by N. Vucevic),,90-103,,
5:03.0,,,90-103,,Defensive rebound by E. Payton
4:55.0,,,90-103,,E. Payton misses 2-pt shot from 18 ft
4:55.0,Defensive rebound by K. Walker,,90-103,,
4:49.0,B. Roberts makes 3-pt shot from 24 ft (assist by K. Walker),3,93-103,,
4:31.0,,,93-103,,V. Oladipo misses 3-pt shot from 24 ft
4:31.0,Defensive rebound by S. Hawes,,93-103,,
4:21.0,T. Daniels misses 2-pt shot from 13 ft,,93-103,,
4:20.0,Offensive rebound by T. Daniels,,93-103,,
4:19.0,Turnover by T. Daniels (lost ball),,93-103,,
3:56.0,,,93-103,,V. Oladipo misses 2-pt shot from 1 ft
3:54.0,Defensive rebound by F. Kaminsky,,93-103,,
3:50.0,Shooting foul by N. Vucevic (drawn by B. Roberts),,93-103,,
3:50.0,B. Roberts makes free throw 1 of 2,1,94-103,,
3:50.0,M. Williams enters the game for F. Kaminsky,,94-103,,
3:50.0,B. Roberts makes free throw 2 of 2,1,95-103,,
3:34.0,,,95-103,,N. Vucevic misses 2-pt shot from 6 ft
3:34.0,,,95-103,,Offensive rebound by Team
3:25.0,,,95-103,,E. Payton misses 2-pt shot from 14 ft
3:25.0,Defensive rebound by S. Hawes,,95-103,,
3:13.0,S. Hawes makes 2-pt shot from 8 ft,2,97-103,,
2:58.0,,,97-103,,Turnover by V. Oladipo (lost ball; steal by K. Walker)
2:45.0,B. Roberts makes 2-pt shot from 3 ft (assist by S. Hawes),2,99-103,,
2:45.0,,,99-103,,Orlando full timeout
2:45.0,Charlotte full timeout,,99-103,,
2:34.0,,,99-103,,Turnover by E. Payton (traveling)
2:19.0,M. Williams misses 3-pt shot from 23 ft,,99-103,,
2:18.0,,,99-103,,Defensive rebound by N. Vucevic
2:03.0,,,99-103,,Offensive foul by T. Harris
2:03.0,,,99-103,,Turnover by T. Harris (offensive foul)
1:53.0,K. Walker makes 2-pt shot from 16 ft,2,101-103,,
1:31.0,,,101-103,,N. Vucevic misses 2-pt shot from 1 ft (block by T. Daniels)
1:31.0,,,101-103,,Offensive rebound by E. Payton
1:31.0,,,101-105,2,E. Payton makes 2-pt shot from 2 ft
1:31.0,,,101-105,,Shooting foul by B. Roberts (drawn by E. Payton)
1:31.0,,,101-106,1,E. Payton makes free throw 1 of 1
