time,Dallas,pts.away,score,pts.home,Oklahoma City
5:47.0,W. Matthews misses 2-pt shot from 21 ft (block by K. Durant),,11-19,,
5:47.0,,,11-19,,Defensive rebound by K. Durant
5:47.0,Personal foul by W. Matthews,,11-19,,
5:47.0,,,11-19,,D. Waiters enters the game for K. Durant
5:34.0,,,11-21,2,S. Adams makes 2-pt shot from 3 ft
5:34.0,,,11-21,,Shooting foul by D. Powell (drawn by S. Adams)
5:34.0,,,11-21,,S. Adams misses free throw 1 of 1
5:33.0,Defensive rebound by D. Powell,,11-21,,
5:22.0,,,11-21,,Personal foul by S. Ibaka
5:22.0,,,11-21,,N. Collison enters the game for S. Ibaka
5:07.0,R. Felton makes 2-pt shot from 20 ft,2,13-21,,
4:45.0,,,13-21,,S. Adams misses 2-pt shot from 1 ft
4:44.0,Defensive rebound by Team,,13-21,,
4:37.0,Shooting foul by N. Collison (drawn by D. Powell),,13-21,,
4:37.0,D. Powell makes free throw 1 of 2,1,14-21,,
4:37.0,J. Anderson enters the game for W. Matthews,,14-21,,
4:37.0,D. Powell misses free throw 2 of 2,,14-21,,
4:36.0,,,14-21,,Defensive rebound by R. Westbrook
4:27.0,,,14-21,,R. Westbrook misses 2-pt shot from 2 ft
4:26.0,,,14-21,,Offensive rebound by Team
4:22.0,,,14-23,2,R. Westbrook makes 2-pt shot at rim (assist by N. Collison)
4:06.0,R. Felton misses 2-pt shot from 5 ft (block by S. Adams),,14-23,,
4:04.0,Offensive rebound by D. Powell,,14-23,,
4:04.0,D. Powell misses 2-pt shot from 1 ft,,14-23,,
4:04.0,,,14-23,,Defensive rebound by S. Adams
3:51.0,,,14-23,,Turnover by D. Waiters (lost ball)
3:30.0,Turnover by J. Anderson (lost ball; steal by A. Roberson),,14-23,,
3:20.0,,,14-23,,R. Westbrook misses 3-pt shot from 24 ft
3:19.0,,,14-23,,Offensive rebound by R. Westbrook
3:11.0,,,14-23,,Shooting foul by J. Anderson (drawn by R. Westbrook)
3:11.0,,,14-24,1,R. Westbrook makes free throw 1 of 2
3:11.0,D. Harris enters the game for R. Felton,,14-24,,
3:11.0,,,14-24,,K. Durant enters the game for A. Roberson
3:11.0,,,14-25,1,R. Westbrook makes free throw 2 of 2
3:05.0,,,14-25,,Personal foul by N. Collison
3:05.0,Z. Pachulia enters the game for D. Powell,,14-25,,
2:56.0,Turnover by J. Barea (lost ball; steal by N. Collison),,14-25,,
2:50.0,,,14-25,,D. Waiters misses 2-pt shot from 1 ft
2:50.0,Defensive rebound by J. Barea,,14-25,,
2:42.0,J. Anderson makes 2-pt shot at rim (assist by D. Harris),2,16-25,,
2:40.0,Personal take foul by D. Harris,,16-25,,
2:40.0,,,16-25,,Oklahoma City full timeout
2:40.0,,,16-25,,R. Foye enters the game for D. Waiters
2:40.0,W. Matthews enters the game for J. Anderson,,16-25,,
2:40.0,,,16-25,,S. Adams misses free throw 1 of 2
2:40.0,,,16-25,,Offensive rebound by Team
2:40.0,,,16-26,1,S. Adams makes free throw 2 of 2
2:25.0,D. Nowitzki misses 2-pt shot from 18 ft,,16-26,,
2:25.0,,,16-26,,Defensive rebound by Team
2:25.0,Loose ball foul by Z. Pachulia,,16-26,,
2:25.0,,,16-27,1,S. Adams makes free throw 1 of 2
2:25.0,,,16-27,,C. Payne enters the game for R. Westbrook
2:25.0,D. Powell enters the game for Z. Pachulia,,16-27,,
2:25.0,,,16-27,,S. Adams misses free throw 2 of 2
2:23.0,Defensive rebound by W. Matthews,,16-27,,
2:05.0,J. Barea makes 2-pt shot from 9 ft,2,18-27,,
1:49.0,,,18-30,3,K. Durant makes 3-pt shot from 24 ft (assist by S. Adams)
1:38.0,J. Barea misses 2-pt shot from 12 ft,,18-30,,
1:37.0,Offensive rebound by D. Powell,,18-30,,
1:37.0,D. Powell makes 2-pt shot from 2 ft,2,20-30,,
1:26.0,,,20-33,3,C. Payne makes 3-pt shot from 24 ft (assist by R. Foye)
1:08.0,D. Nowitzki makes 2-pt shot from 10 ft,2,22-33,,
0:52.0,,,22-33,,S. Adams misses 2-pt shot from 2 ft (block by D. Nowitzki)
0:50.0,,,22-33,,Offensive rebound by K. Durant
0:50.0,,,22-33,,K. Durant misses 2-pt shot from 2 ft
0:49.0,Defensive rebound by D. Nowitzki,,22-33,,
0:35.0,D. Nowitzki misses 3-pt shot from 24 ft,,22-33,,
0:34.0,,,22-33,,Defensive rebound by S. Adams
0:13.0,,,22-35,2,N. Collison makes 2-pt shot from 21 ft (assist by R. Foye)
0:04.0,,,22-35,,Personal foul by N. Collison
0:04.0,D. Nowitzki makes free throw 1 of 2,1,23-35,,
0:04.0,,,23-35,,E. Kanter enters the game for N. Collison
0:04.0,J. Anderson enters the game for J. Barea,,23-35,,
0:04.0,D. Nowitzki makes free throw 2 of 2,1,24-35,,
0:00.0,,,24-35,,K. Durant misses 3-pt shot from 34 ft
0:00.0,,,24-35,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,J. Barea misses 2-pt shot from 11 ft,,24-35,,
11:37.0,Offensive rebound by D. Powell,,24-35,,
11:32.0,D. Powell makes 2-pt shot at rim,2,26-35,,
11:12.0,,,26-37,2,K. Durant makes 2-pt shot from 1 ft
10:57.0,W. Matthews misses 3-pt shot from 24 ft,,26-37,,
10:56.0,Offensive rebound by D. Powell,,26-37,,
10:52.0,W. Matthews misses 3-pt shot from 22 ft,,26-37,,
10:51.0,,,26-37,,Defensive rebound by R. Foye
10:49.0,,,26-37,,Oklahoma City full timeout
10:34.0,,,26-37,,K. Durant misses 3-pt shot from 25 ft
10:33.0,Defensive rebound by D. Harris,,26-37,,
10:22.0,W. Matthews makes 3-pt shot from 23 ft (assist by Z. Pachulia),3,29-37,,
10:03.0,,,29-39,2,C. Payne makes 2-pt shot from 13 ft
9:50.0,,,29-39,,R. Westbrook enters the game for C. Payne
9:50.0,,,29-39,,D. Waiters enters the game for R. Foye
9:45.0,D. Harris makes 2-pt shot from 22 ft (assist by D. Powell),2,31-39,,
9:30.0,,,31-42,3,D. Waiters makes 3-pt shot from 23 ft (assist by R. Westbrook)
9:02.0,W. Matthews misses 2-pt shot from 15 ft,,31-42,,
9:01.0,,,31-42,,Defensive rebound by D. Waiters
8:55.0,,,31-44,2,K. Durant makes 2-pt shot from 1 ft (assist by D. Waiters)
8:55.0,Dallas full timeout,,31-44,,
8:55.0,J. Anderson enters the game for W. Matthews,,31-44,,
8:55.0,D. Nowitzki enters the game for D. Powell,,31-44,,
8:34.0,Z. Pachulia misses 2-pt shot from 8 ft,,31-44,,
8:33.0,Offensive rebound by J. Anderson,,31-44,,
8:28.0,D. Harris misses 3-pt shot from 23 ft,,31-44,,
8:28.0,Offensive rebound by Z. Pachulia,,31-44,,
8:23.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by Z. Pachulia),3,34-44,,
8:08.0,,,34-44,,A. Roberson misses 3-pt shot from 22 ft
8:07.0,Defensive rebound by D. Nowitzki,,34-44,,
7:50.0,D. Harris makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,36-44,,
7:39.0,,,36-44,,Shooting foul by J. Barea (drawn by K. Durant)
7:39.0,,,36-45,1,K. Durant makes free throw 1 of 3
7:39.0,,,36-46,1,K. Durant makes free throw 2 of 3
7:39.0,,,36-46,,S. Adams enters the game for A. Roberson
7:39.0,,,36-47,1,K. Durant makes free throw 3 of 3
7:28.0,D. Nowitzki misses 2-pt shot from 1 ft,,36-47,,
7:28.0,Offensive rebound by Z. Pachulia,,36-47,,
7:26.0,Shooting foul by E. Kanter (drawn by Z. Pachulia),,36-47,,
7:26.0,Z. Pachulia makes free throw 1 of 2,1,37-47,,
7:26.0,Z. Pachulia makes free throw 2 of 2,1,38-47,,
7:09.0,,,38-47,,K. Durant misses 3-pt shot from 24 ft
7:08.0,,,38-47,,Offensive rebound by S. Adams
7:05.0,,,38-47,,Shooting foul by D. Nowitzki (drawn by S. Adams)
7:05.0,,,38-48,1,S. Adams makes free throw 1 of 2
7:05.0,,,38-48,,S. Adams misses free throw 2 of 2
7:05.0,Defensive rebound by Team,,38-48,,
7:05.0,,,38-48,,Loose ball foul by E. Kanter
6:53.0,Offensive foul by J. Barea,,38-48,,
6:53.0,Turnover by J. Barea (offensive foul),,38-48,,
6:41.0,,,38-50,2,E. Kanter makes 2-pt shot from 17 ft (assist by R. Westbrook)
6:18.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Anderson),3,41-50,,
5:57.0,,,41-52,2,D. Waiters makes 2-pt shot from 17 ft (assist by E. Kanter)
5:56.0,Dallas full timeout,,41-52,,
5:56.0,,,41-52,,C. Payne enters the game for K. Durant
5:56.0,,,41-52,,S. Ibaka enters the game for E. Kanter
5:56.0,R. Felton enters the game for D. Nowitzki,,41-52,,
5:56.0,D. Powell enters the game for J. Barea,,41-52,,
5:56.0,W. Matthews enters the game for J. Anderson,,41-52,,
5:43.0,D. Harris makes 2-pt shot at rim (assist by Z. Pachulia),2,43-52,,
5:43.0,Shooting foul by C. Payne (drawn by D. Harris),,43-52,,
5:43.0,D. Harris makes free throw 1 of 1,1,44-52,,
5:18.0,,,44-52,,D. Waiters misses 3-pt shot from 23 ft
5:18.0,Defensive rebound by D. Powell,,44-52,,
5:00.0,W. Matthews makes 3-pt shot from 24 ft (assist by Z. Pachulia),3,47-52,,
4:46.0,,,47-52,,Shooting foul by D. Powell (drawn by R. Westbrook)
4:46.0,,,47-53,1,R. Westbrook makes free throw 1 of 2
4:46.0,,,47-53,,K. Durant enters the game for C. Payne
4:46.0,,,47-53,,R. Westbrook misses free throw 2 of 2
4:45.0,Defensive rebound by Z. Pachulia,,47-53,,
4:30.0,D. Powell makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,49-53,,
4:14.0,,,49-55,2,S. Adams makes 2-pt shot from 3 ft (assist by R. Westbrook)
3:59.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by D. Powell),2,51-55,,
3:46.0,,,51-55,,R. Westbrook misses 2-pt shot from 12 ft
3:46.0,,,51-55,,Offensive rebound by S. Adams
3:43.0,,,51-55,,S. Adams misses 2-pt shot from 2 ft (block by Z. Pachulia)
3:41.0,Defensive rebound by D. Harris,,51-55,,
3:34.0,R. Felton misses 3-pt shot from 24 ft,,51-55,,
3:33.0,,,51-55,,Defensive rebound by S. Adams
3:20.0,,,51-55,,R. Westbrook misses 3-pt shot from 24 ft
3:19.0,,,51-55,,Offensive rebound by R. Westbrook
3:15.0,,,51-55,,Turnover by R. Westbrook (lost ball; steal by D. Harris)
3:10.0,D. Harris misses 2-pt shot from 1 ft,,51-55,,
3:10.0,,,51-55,,Defensive rebound by K. Durant
2:52.0,,,51-55,,S. Ibaka misses 2-pt shot from 8 ft
2:51.0,Defensive rebound by Z. Pachulia,,51-55,,
2:33.0,R. Felton makes 2-pt shot from 18 ft (assist by D. Powell),2,53-55,,
2:32.0,,,53-55,,Oklahoma City full timeout
2:32.0,Official timeout,,53-55,,
2:32.0,J. Barea enters the game for D. Powell,,53-55,,
2:32.0,D. Nowitzki enters the game for D. Harris,,53-55,,
2:29.0,Personal foul by J. Barea,,53-55,,
2:29.0,J. Anderson enters the game for J. Barea,,53-55,,
2:15.0,,,53-55,,Shooting foul by W. Matthews (drawn by K. Durant)
2:15.0,,,53-56,1,K. Durant makes free throw 1 of 2
2:15.0,,,53-57,1,K. Durant makes free throw 2 of 2
2:01.0,Shooting foul by R. Westbrook (drawn by Z. Pachulia),,53-57,,
2:01.0,Z. Pachulia makes free throw 1 of 2,1,54-57,,
2:01.0,Z. Pachulia makes free throw 2 of 2,1,55-57,,
1:59.0,Personal take foul by J. Anderson,,55-57,,
1:59.0,,,55-58,1,S. Adams makes free throw 1 of 2
1:59.0,,,55-59,1,S. Adams makes free throw 2 of 2
1:50.0,Turnover by R. Felton (lost ball; steal by R. Westbrook),,55-59,,
1:45.0,,,55-59,,Shooting foul by R. Felton (drawn by R. Westbrook)
1:45.0,,,55-60,1,R. Westbrook makes free throw 1 of 2
1:45.0,D. Harris enters the game for J. Anderson,,55-60,,
1:45.0,,,55-61,1,R. Westbrook makes free throw 2 of 2
1:31.0,D. Nowitzki misses 2-pt shot from 10 ft,,55-61,,
1:30.0,,,55-61,,Defensive rebound by R. Westbrook
1:20.0,,,55-61,,S. Ibaka misses 3-pt shot from 23 ft
1:20.0,Defensive rebound by Team,,55-61,,
1:20.0,,,55-61,,Loose ball foul by S. Adams
1:20.0,D. Nowitzki makes free throw 1 of 2,1,56-61,,
1:20.0,D. Nowitzki makes free throw 2 of 2,1,57-61,,
1:17.0,,,57-63,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
0:59.0,D. Nowitzki makes 2-pt shot from 17 ft (assist by Z. Pachulia),2,59-63,,
0:42.0,,,59-65,2,K. Durant makes 2-pt shot from 10 ft
0:32.0,R. Felton misses 2-pt shot from 2 ft,,59-65,,
0:31.0,,,59-65,,Defensive rebound by Team
0:24.0,,,59-68,3,D. Waiters makes 3-pt shot from 23 ft (assist by K. Durant)
0:03.0,D. Harris misses 3-pt shot from 23 ft,,59-68,,
0:03.0,Offensive rebound by Team,,59-68,,
0:03.0,,,59-68,,Loose ball foul by S. Ibaka
0:03.0,Z. Pachulia makes free throw 1 of 2,1,60-68,,
0:03.0,J. Anderson enters the game for D. Nowitzki,,60-68,,
0:03.0,,,60-68,,A. Morrow enters the game for S. Ibaka
0:03.0,Z. Pachulia makes free throw 2 of 2,1,61-68,,
0:00.0,,,61-68,,K. Durant misses 3-pt shot from 47 ft
0:00.0,,,61-68,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,J. Anderson misses 3-pt shot from 24 ft,,61-68,,
11:44.0,Offensive rebound by J. Anderson,,61-68,,
11:35.0,R. Felton makes 2-pt shot from 11 ft,2,63-68,,
11:14.0,,,63-68,,K. Durant misses 3-pt shot from 24 ft
11:13.0,Defensive rebound by R. Felton,,63-68,,
10:51.0,D. Nowitzki misses 3-pt shot from 24 ft,,63-68,,
10:50.0,Offensive rebound by J. Anderson,,63-68,,
10:44.0,J. Anderson makes 2-pt shot at rim (assist by Z. Pachulia),2,65-68,,
10:44.0,,,65-68,,Oklahoma City full timeout
10:25.0,,,65-68,,Turnover by R. Westbrook (lost ball; steal by W. Matthews)
10:03.0,Offensive foul by D. Nowitzki,,65-68,,
10:03.0,Turnover by D. Nowitzki (offensive foul),,65-68,,
9:50.0,,,65-71,3,R. Westbrook makes 3-pt shot from 24 ft
9:34.0,W. Matthews makes 3-pt shot from 24 ft (assist by R. Felton),3,68-71,,
9:17.0,,,68-73,2,R. Westbrook makes 2-pt shot from 1 ft
9:04.0,Turnover by Z. Pachulia (lost ball; steal by A. Roberson),,68-73,,
9:00.0,,,68-75,2,A. Roberson makes 2-pt shot at rim
8:30.0,J. Anderson makes 3-pt shot from 23 ft (assist by Z. Pachulia),3,71-75,,
8:11.0,,,71-75,,K. Durant misses 3-pt shot from 24 ft
8:11.0,Defensive rebound by R. Felton,,71-75,,
8:03.0,W. Matthews misses 3-pt shot from 24 ft,,71-75,,
8:03.0,,,71-75,,Defensive rebound by S. Adams
7:53.0,,,71-77,2,R. Westbrook makes 2-pt shot from 1 ft
7:53.0,Dallas full timeout,,71-77,,
7:48.0,,,71-77,,Personal foul by A. Roberson
7:36.0,R. Felton misses 2-pt shot from 7 ft,,71-77,,
7:35.0,,,71-77,,Defensive rebound by R. Westbrook
7:28.0,,,71-77,,K. Durant misses 2-pt shot from 7 ft
7:27.0,,,71-77,,Offensive rebound by R. Westbrook
7:22.0,,,71-80,3,K. Durant makes 3-pt shot from 23 ft (assist by R. Westbrook)
7:20.0,,,71-80,,Personal foul by S. Adams
7:20.0,Personal foul by Z. Pachulia,,71-80,,
6:57.0,Shooting foul by A. Roberson (drawn by W. Matthews),,71-80,,
6:57.0,W. Matthews makes free throw 1 of 2,1,72-80,,
6:57.0,J. Barea enters the game for J. Anderson,,72-80,,
6:57.0,W. Matthews makes free throw 2 of 2,1,73-80,,
6:43.0,,,73-80,,S. Ibaka misses 2-pt shot from 19 ft
6:43.0,Defensive rebound by D. Nowitzki,,73-80,,
6:30.0,Turnover by R. Felton (lost ball; steal by S. Ibaka),,73-80,,
6:28.0,Personal foul by R. Felton,,73-80,,
6:20.0,,,73-82,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
5:54.0,Z. Pachulia misses 2-pt shot from 2 ft,,73-82,,
5:53.0,,,73-82,,Defensive rebound by S. Ibaka
5:49.0,,,73-82,,K. Durant misses 3-pt shot from 24 ft
5:48.0,Defensive rebound by Z. Pachulia,,73-82,,
5:47.0,Dallas full timeout,,73-82,,
5:47.0,,,73-82,,D. Waiters enters the game for K. Durant
5:47.0,D. Powell enters the game for D. Nowitzki,,73-82,,
5:28.0,J. Barea makes 2-pt shot from 22 ft,2,75-82,,
5:13.0,,,75-82,,E. Kanter enters the game for S. Ibaka
5:03.0,,,75-82,,R. Westbrook misses 3-pt shot from 24 ft
5:03.0,,,75-82,,Offensive rebound by A. Roberson
4:56.0,,,75-82,,E. Kanter misses 3-pt shot from 23 ft
4:56.0,,,75-82,,Offensive rebound by D. Waiters
4:37.0,,,75-82,,D. Waiters misses 3-pt shot from 25 ft
4:36.0,,,75-82,,Offensive rebound by S. Adams
4:33.0,,,75-84,2,S. Adams makes 2-pt shot at rim
4:01.0,D. Powell makes 2-pt shot from 20 ft (assist by J. Barea),2,77-84,,
3:43.0,,,77-86,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:43.0,,,77-86,,Shooting foul by Z. Pachulia (drawn by E. Kanter)
3:43.0,,,77-86,,N. Collison enters the game for S. Adams
3:43.0,Dallas full timeout,,77-86,,
3:43.0,D. Harris enters the game for R. Felton,,77-86,,
3:43.0,,,77-87,1,E. Kanter makes free throw 1 of 1
3:23.0,D. Harris misses 2-pt shot from 2 ft,,77-87,,
3:22.0,,,77-87,,Defensive rebound by R. Westbrook
3:16.0,,,77-90,3,D. Waiters makes 3-pt shot from 23 ft (assist by R. Westbrook)
2:56.0,Z. Pachulia misses 2-pt shot from 6 ft,,77-90,,
2:55.0,,,77-90,,Defensive rebound by R. Westbrook
2:47.0,,,77-90,,A. Roberson misses 2-pt shot from 5 ft
2:46.0,Defensive rebound by Team,,77-90,,
2:46.0,J. Anderson enters the game for Z. Pachulia,,77-90,,
2:46.0,D. Nowitzki enters the game for W. Matthews,,77-90,,
2:46.0,,,77-90,,K. Durant enters the game for A. Roberson
2:25.0,D. Harris makes 2-pt shot from 2 ft,2,79-90,,
2:04.0,,,79-90,,K. Durant misses 2-pt shot from 18 ft
2:03.0,Defensive rebound by J. Anderson,,79-90,,
1:43.0,J. Anderson misses 3-pt shot from 22 ft,,79-90,,
1:42.0,,,79-90,,Defensive rebound by N. Collison
1:33.0,,,79-93,3,R. Westbrook makes 3-pt shot from 24 ft
1:16.0,,,79-93,,Personal foul by N. Collison
1:16.0,,,79-93,,R. Foye enters the game for R. Westbrook
1:04.0,D. Nowitzki makes 2-pt shot from 9 ft,2,81-93,,
0:48.0,,,81-93,,Turnover by D. Waiters (offensive foul)
0:48.0,,,81-93,,Offensive foul by D. Waiters
0:35.0,D. Nowitzki misses 2-pt shot from 15 ft,,81-93,,
0:34.0,,,81-93,,Defensive rebound by R. Foye
0:13.0,,,81-93,,D. Waiters misses 3-pt shot from 24 ft
0:13.0,Defensive rebound by J. Barea,,81-93,,
0:04.0,J. Barea makes 2-pt shot from 18 ft,2,83-93,,
0:00.0,,,83-93,,R. Foye misses 2-pt shot from 20 ft
0:00.0,,,83-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,83-93,,E. Kanter misses 2-pt shot from 17 ft
11:47.0,Defensive rebound by D. Powell,,83-93,,
11:28.0,D. Powell makes 2-pt shot at rim (assist by D. Harris),2,85-93,,
11:12.0,,,85-93,,Shooting foul by J. Anderson (drawn by N. Collison)
11:12.0,,,85-93,,N. Collison misses free throw 1 of 2
11:12.0,,,85-93,,Offensive rebound by Team
11:12.0,,,85-94,1,N. Collison makes free throw 2 of 2
10:59.0,Shooting foul by D. Waiters (drawn by J. Anderson),,85-94,,
10:59.0,J. Anderson makes free throw 1 of 2,1,86-94,,
10:59.0,,,86-94,,S. Ibaka enters the game for N. Collison
10:59.0,,,86-94,,S. Adams enters the game for E. Kanter
10:59.0,J. Anderson makes free throw 2 of 2,1,87-94,,
10:45.0,,,87-94,,K. Durant misses 2-pt shot at rim (block by J. Anderson)
10:44.0,,,87-94,,Offensive rebound by K. Durant
10:42.0,,,87-94,,Turnover by K. Durant (lost ball; steal by J. Anderson)
10:26.0,Shooting foul by S. Adams (drawn by D. Powell),,87-94,,
10:26.0,D. Powell makes free throw 1 of 2,1,88-94,,
10:26.0,D. Powell makes free throw 2 of 2,1,89-94,,
10:12.0,,,89-96,2,K. Durant makes 2-pt shot from 15 ft (assist by R. Foye)
9:46.0,J. Anderson makes 3-pt shot from 24 ft (assist by J. Barea),3,92-96,,
9:29.0,,,92-99,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Foye)
9:08.0,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea),2,94-99,,
8:52.0,,,94-99,,K. Durant misses 3-pt shot from 24 ft
8:52.0,Defensive rebound by D. Harris,,94-99,,
8:45.0,,,94-99,,Personal foul by S. Ibaka
8:45.0,Official timeout,,94-99,,
8:45.0,,,94-99,,A. Roberson enters the game for D. Waiters
8:45.0,,,94-99,,R. Westbrook enters the game for R. Foye
8:45.0,W. Matthews enters the game for J. Anderson,,94-99,,
8:29.0,J. Barea makes 2-pt shot from 14 ft,2,96-99,,
8:08.0,,,96-101,2,R. Westbrook makes 2-pt shot from 18 ft
7:51.0,D. Nowitzki makes 2-pt shot from 1 ft (assist by J. Barea),2,98-101,,
7:25.0,,,98-101,,S. Ibaka misses 2-pt shot from 5 ft
7:25.0,Defensive rebound by D. Powell,,98-101,,
7:11.0,D. Nowitzki misses 3-pt shot from 24 ft,,98-101,,
7:11.0,Offensive rebound by D. Harris,,98-101,,
7:01.0,J. Barea misses 3-pt shot from 25 ft,,98-101,,
7:01.0,,,98-101,,Defensive rebound by R. Westbrook
6:56.0,,,98-101,,Shooting foul by D. Harris (drawn by R. Westbrook)
6:56.0,,,98-102,1,R. Westbrook makes free throw 1 of 2
6:56.0,Dallas full timeout,,98-102,,
6:56.0,Z. Pachulia enters the game for D. Nowitzki,,98-102,,
6:56.0,,,98-103,1,R. Westbrook makes free throw 2 of 2
6:38.0,Turnover by J. Barea (lost ball; steal by S. Ibaka),,98-103,,
6:26.0,,,98-105,2,R. Westbrook makes 2-pt shot from 11 ft
6:07.0,W. Matthews misses 3-pt shot from 25 ft,,98-105,,
6:06.0,,,98-105,,Defensive rebound by K. Durant
5:56.0,,,98-105,,Offensive foul by S. Adams
5:56.0,,,98-105,,Turnover by S. Adams (offensive foul)
5:56.0,D. Nowitzki enters the game for D. Powell,,98-105,,
5:56.0,R. Felton enters the game for J. Barea,,98-105,,
5:35.0,W. Matthews misses 2-pt shot from 6 ft (block by A. Roberson),,98-105,,
5:34.0,Offensive rebound by W. Matthews,,98-105,,
5:34.0,Turnover by W. Matthews (traveling),,98-105,,
5:13.0,,,98-107,2,R. Westbrook makes 2-pt shot from 21 ft
4:46.0,R. Felton makes 2-pt shot from 17 ft,2,100-107,,
4:30.0,,,100-107,,R. Westbrook misses 2-pt shot from 16 ft
4:30.0,Defensive rebound by Z. Pachulia,,100-107,,
4:08.0,D. Nowitzki makes 3-pt shot from 23 ft (assist by D. Harris),3,103-107,,
3:42.0,,,103-107,,R. Westbrook misses 3-pt shot from 34 ft
3:42.0,,,103-107,,Offensive rebound by A. Roberson
3:39.0,,,103-109,2,A. Roberson makes 2-pt shot from 1 ft
3:17.0,D. Nowitzki misses 2-pt shot from 11 ft,,103-109,,
3:17.0,,,103-109,,Defensive rebound by R. Westbrook
3:03.0,,,103-109,,A. Roberson misses 3-pt shot from 22 ft
3:03.0,,,103-109,,Offensive rebound by S. Adams
2:55.0,,,103-109,,R. Westbrook misses 3-pt shot from 23 ft
2:54.0,,,103-109,,Offensive rebound by A. Roberson
2:49.0,,,103-111,2,K. Durant makes 2-pt shot from 15 ft
2:49.0,,,103-111,,Shooting foul by D. Nowitzki (drawn by K. Durant)
2:49.0,Technical foul by D. Nowitzki,,103-111,,
2:49.0,,,103-111,,Oklahoma City full timeout
2:49.0,,,103-112,1,K. Durant makes technical free throw
2:49.0,,,103-113,1,K. Durant makes free throw 1 of 1
2:35.0,,,103-113,,Personal foul by K. Durant
2:35.0,D. Powell enters the game for Z. Pachulia,,103-113,,
