time,Houston,pts.away,score,pts.home,Minnesota
5:09.0,J. Harden misses 2-pt shot from 18 ft (block by Z. LaVine),,21-13,,
5:08.0,Offensive rebound by D. Motiejunas,,21-13,,
5:07.0,D. Motiejunas makes 2-pt shot from 1 ft,2,23-13,,
4:54.0,,,23-16,3,Z. LaVine makes 3-pt shot from 24 ft (assist by R. Rubio)
4:32.0,Shooting foul by N. Bjelica (drawn by D. Howard),,23-16,,
4:32.0,D. Howard misses free throw 1 of 2,,23-16,,
4:32.0,Offensive rebound by Team,,23-16,,
4:32.0,J. Terry enters the game for P. Beverley,,23-16,,
4:32.0,J. Smith enters the game for D. Motiejunas,,23-16,,
4:32.0,D. Howard makes free throw 2 of 2,1,24-16,,
4:19.0,,,24-16,,R. Rubio misses 3-pt shot from 24 ft
4:18.0,,,24-16,,Offensive rebound by N. Bjelica
4:08.0,,,24-16,,Z. LaVine misses 3-pt shot from 25 ft
4:07.0,Defensive rebound by T. Ariza,,24-16,,
4:00.0,Turnover by J. Harden (lost ball; steal by K. Towns),,24-16,,
3:55.0,Personal foul by J. Terry,,24-16,,
3:55.0,C. Brewer enters the game for T. Ariza,,24-16,,
3:45.0,,,24-16,,A. Wiggins misses 2-pt shot from 12 ft
3:44.0,Defensive rebound by J. Smith,,24-16,,
3:38.0,J. Harden makes 2-pt shot from 1 ft,2,26-16,,
3:24.0,,,26-16,,Z. LaVine misses 2-pt shot from 13 ft (block by C. Brewer)
3:23.0,Defensive rebound by D. Howard,,26-16,,
3:22.0,Turnover by D. Howard (lost ball; steal by R. Rubio),,26-16,,
3:17.0,,,26-16,,K. Towns misses 2-pt shot from 1 ft
3:16.0,Defensive rebound by J. Smith,,26-16,,
3:06.0,,,26-16,,Personal foul by Z. LaVine
3:06.0,,,26-16,,G. Smith enters the game for K. Towns
3:06.0,,,26-16,,T. Jones enters the game for R. Rubio
3:06.0,C. Capela enters the game for D. Howard,,26-16,,
3:01.0,J. Harden makes 3-pt shot from 22 ft (assist by J. Terry),3,29-16,,
2:43.0,,,29-19,3,Z. LaVine makes 3-pt shot from 27 ft (assist by T. Jones)
2:33.0,J. Harden makes 2-pt shot from 2 ft,2,31-19,,
2:33.0,Shooting foul by N. Bjelica (drawn by J. Harden),,31-19,,
2:33.0,Houston full timeout,,31-19,,
2:33.0,,,31-19,,T. Prince enters the game for A. Wiggins
2:33.0,J. Harden misses free throw 1 of 1,,31-19,,
2:32.0,,,31-19,,Defensive rebound by N. Bjelica
2:18.0,Personal foul by C. Capela,,31-19,,
2:18.0,,,31-20,1,Z. LaVine makes free throw 1 of 2
2:18.0,,,31-21,1,Z. LaVine makes free throw 2 of 2
1:57.0,J. Terry misses 2-pt shot from 10 ft,,31-21,,
1:56.0,,,31-21,,Defensive rebound by T. Prince
1:45.0,,,31-21,,T. Jones misses 3-pt shot from 24 ft
1:44.0,Defensive rebound by C. Capela,,31-21,,
1:33.0,C. Capela misses 2-pt shot from 1 ft,,31-21,,
1:32.0,Offensive rebound by C. Capela,,31-21,,
1:32.0,C. Capela misses 2-pt shot from 1 ft,,31-21,,
1:30.0,,,31-21,,Defensive rebound by T. Jones
1:24.0,,,31-21,,Z. LaVine misses 3-pt shot from 24 ft
1:23.0,Defensive rebound by C. Capela,,31-21,,
1:14.0,C. Capela makes 2-pt shot from 1 ft,2,33-21,,
1:14.0,Shooting foul by T. Jones (drawn by C. Capela),,33-21,,
1:14.0,,,33-21,,S. Muhammad enters the game for Z. LaVine
1:14.0,C. Capela misses free throw 1 of 1,,33-21,,
1:13.0,,,33-21,,Defensive rebound by G. Smith
0:53.0,,,33-21,,N. Bjelica misses 2-pt shot from 5 ft
0:52.0,Defensive rebound by J. Terry,,33-21,,
0:36.0,C. Capela makes 2-pt shot at rim,2,35-21,,
0:26.0,,,35-21,,T. Prince misses 2-pt shot from 21 ft
0:24.0,Defensive rebound by Team,,35-21,,
0:00.0,J. Harden makes 3-pt shot from 25 ft,3,38-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,38-21,,Turnover by Team (shot clock)
11:16.0,J. Smith makes 3-pt shot from 25 ft (assist by D. Howard),3,41-21,,
10:59.0,,,41-21,,S. Muhammad misses 3-pt shot from 24 ft
10:58.0,,,41-21,,Offensive rebound by T. Prince
10:49.0,,,41-21,,A. Payne misses 3-pt shot from 24 ft
10:48.0,Defensive rebound by C. Brewer,,41-21,,
10:35.0,Turnover by C. Brewer (lost ball; steal by A. Payne),,41-21,,
10:34.0,Personal foul by J. Smith,,41-21,,
10:21.0,,,41-21,,Turnover by S. Muhammad (lost ball; steal by C. Brewer)
10:06.0,Turnover by D. Howard (lost ball; steal by A. Payne),,41-21,,
9:57.0,,,41-23,2,S. Muhammad makes 2-pt shot at rim
9:51.0,D. Howard makes 2-pt shot at rim (assist by C. Brewer),2,43-23,,
9:50.0,,,43-23,,Minnesota full timeout
9:50.0,,,43-23,,G. Dieng enters the game for A. Payne
9:30.0,,,43-23,,Turnover by T. Prince (lost ball; steal by J. Terry)
9:06.0,J. Terry misses 3-pt shot from 27 ft,,43-23,,
9:05.0,Offensive rebound by Team,,43-23,,
9:05.0,Turnover by Team (shot clock),,43-23,,
8:52.0,,,43-25,2,S. Muhammad makes 2-pt shot from 2 ft (assist by T. Jones)
8:36.0,,,43-25,,A. Wiggins enters the game for T. Prince
8:36.0,T. Ariza enters the game for J. Terry,,43-25,,
8:29.0,P. Beverley misses 3-pt shot from 24 ft,,43-25,,
8:28.0,,,43-25,,Defensive rebound by Team
8:10.0,,,43-25,,Turnover by T. Jones (lost ball; steal by C. Brewer)
8:06.0,T. Ariza makes 2-pt shot at rim (assist by C. Brewer),2,45-25,,
7:52.0,,,45-28,3,N. Bjelica makes 3-pt shot from 24 ft (assist by T. Jones)
7:40.0,Offensive foul by D. Howard,,45-28,,
7:40.0,Turnover by D. Howard (offensive foul),,45-28,,
7:40.0,J. Harden enters the game for C. Brewer,,45-28,,
7:24.0,Shooting block foul by T. Ariza (drawn by G. Dieng),,45-28,,
7:24.0,,,45-28,,G. Dieng misses free throw 1 of 2
7:24.0,,,45-28,,Offensive rebound by Team
7:24.0,,,45-29,1,G. Dieng makes free throw 2 of 2
7:18.0,Shooting foul by T. Jones (drawn by P. Beverley),,45-29,,
7:18.0,P. Beverley makes free throw 1 of 2,1,46-29,,
7:18.0,C. Capela enters the game for D. Howard,,46-29,,
7:18.0,P. Beverley makes free throw 2 of 2,1,47-29,,
7:05.0,,,47-29,,N. Bjelica misses 3-pt shot from 26 ft
7:03.0,Defensive rebound by P. Beverley,,47-29,,
6:49.0,P. Beverley makes 3-pt shot from 25 ft,3,50-29,,
6:40.0,,,50-29,,Turnover by T. Jones (lost ball; steal by J. Smith)
6:33.0,P. Beverley misses 3-pt shot from 22 ft,,50-29,,
6:32.0,,,50-29,,Defensive rebound by G. Dieng
6:21.0,,,50-29,,S. Muhammad misses 2-pt shot from 8 ft
6:20.0,,,50-29,,Offensive rebound by N. Bjelica
6:20.0,,,50-29,,Shooting foul by J. Smith (drawn by N. Bjelica)
6:20.0,,,50-30,1,N. Bjelica makes free throw 1 of 2
6:20.0,,,50-30,,R. Rubio enters the game for T. Jones
6:20.0,,,50-30,,Z. LaVine enters the game for S. Muhammad
6:20.0,D. Motiejunas enters the game for J. Smith,,50-30,,
6:20.0,,,50-31,1,N. Bjelica makes free throw 2 of 2
6:00.0,D. Motiejunas misses 2-pt shot from 4 ft,,50-31,,
5:58.0,,,50-31,,Defensive rebound by N. Bjelica
5:44.0,,,50-31,,G. Dieng misses 2-pt shot from 4 ft
5:43.0,Defensive rebound by C. Capela,,50-31,,
5:36.0,T. Ariza misses 3-pt shot from 22 ft,,50-31,,
5:34.0,,,50-31,,Defensive rebound by N. Bjelica
5:28.0,,,50-33,2,Z. LaVine makes 2-pt shot from 1 ft (assist by R. Rubio)
5:09.0,T. Ariza misses 2-pt shot from 12 ft,,50-33,,
5:08.0,,,50-33,,Defensive rebound by N. Bjelica
5:01.0,,,50-33,,R. Rubio misses 2-pt shot from 1 ft (block by P. Beverley)
5:00.0,Defensive rebound by C. Capela,,50-33,,
4:50.0,J. Harden makes 2-pt shot from 17 ft,2,52-33,,
4:40.0,,,52-33,,Minnesota full timeout
4:40.0,,,52-33,,Minnesota full timeout
4:40.0,D. Howard enters the game for C. Capela,,52-33,,
4:40.0,,,52-33,,K. Towns enters the game for N. Bjelica
4:30.0,,,52-35,2,K. Towns makes 2-pt shot at rim (assist by G. Dieng)
4:15.0,J. Harden misses 2-pt shot from 4 ft,,52-35,,
4:13.0,Offensive rebound by D. Howard,,52-35,,
4:13.0,D. Howard makes 2-pt shot at rim,2,54-35,,
3:55.0,,,54-37,2,G. Dieng makes 2-pt shot at rim (assist by K. Towns)
3:39.0,D. Howard makes 2-pt shot at rim (assist by D. Motiejunas),2,56-37,,
3:24.0,,,56-37,,K. Towns misses 2-pt shot from 14 ft
3:23.0,Defensive rebound by D. Howard,,56-37,,
3:02.0,D. Motiejunas misses 2-pt shot from 4 ft,,56-37,,
3:01.0,,,56-37,,Defensive rebound by K. Towns
2:57.0,,,56-39,2,A. Wiggins makes 2-pt shot at rim (assist by Z. LaVine)
2:36.0,D. Motiejunas makes 3-pt shot from 24 ft (assist by J. Harden),3,59-39,,
2:23.0,,,59-39,,K. Towns misses 3-pt shot from 24 ft
2:22.0,Defensive rebound by T. Ariza,,59-39,,
2:14.0,J. Harden misses 2-pt shot from 14 ft,,59-39,,
2:13.0,,,59-39,,Defensive rebound by K. Towns
2:03.0,,,59-39,,Z. LaVine misses 3-pt shot from 25 ft
2:02.0,Defensive rebound by D. Motiejunas,,59-39,,
1:51.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,62-39,,
1:35.0,,,62-41,2,A. Wiggins makes 2-pt shot from 17 ft (assist by R. Rubio)
1:24.0,Turnover by J. Harden (lost ball; steal by R. Rubio),,62-41,,
1:20.0,,,62-43,2,Z. LaVine makes 2-pt shot at rim (assist by R. Rubio)
1:06.0,,,62-43,,Personal foul by K. Towns
1:06.0,Houston full timeout,,62-43,,
1:06.0,J. Smith enters the game for D. Motiejunas,,62-43,,
1:01.0,J. Harden makes 3-pt shot from 24 ft (assist by P. Beverley),3,65-43,,
0:50.0,,,65-45,2,A. Wiggins makes 2-pt shot at rim
0:31.0,Shooting foul by G. Dieng (drawn by J. Harden),,65-45,,
0:31.0,,,65-45,,N. Bjelica enters the game for G. Dieng
0:31.0,J. Harden makes free throw 1 of 3,1,66-45,,
0:31.0,J. Harden makes free throw 2 of 3,1,67-45,,
0:31.0,J. Harden makes free throw 3 of 3,1,68-45,,
0:09.0,,,68-47,2,Z. LaVine makes 2-pt shot from 4 ft
0:01.0,P. Beverley misses 2-pt shot from 2 ft,,68-47,,
0:01.0,,,68-47,,Defensive rebound by R. Rubio
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,68-47,,Shooting foul by T. Ariza (drawn by A. Wiggins)
11:47.0,,,68-48,1,A. Wiggins makes free throw 1 of 2
11:47.0,,,68-49,1,A. Wiggins makes free throw 2 of 2
11:34.0,T. Ariza misses 2-pt shot from 7 ft (block by K. Towns),,68-49,,
11:33.0,Offensive rebound by Team,,68-49,,
11:24.0,,,68-49,,Personal foul by R. Rubio
11:13.0,J. Harden misses 2-pt shot from 17 ft,,68-49,,
11:12.0,Offensive rebound by Team,,68-49,,
11:12.0,,,68-49,,Loose ball foul by G. Dieng
11:05.0,Turnover by D. Motiejunas (lost ball; steal by A. Wiggins),,68-49,,
10:59.0,,,68-51,2,R. Rubio makes 2-pt shot from 1 ft (assist by A. Wiggins)
10:35.0,T. Ariza makes 2-pt shot at rim,2,70-51,,
10:12.0,,,70-53,2,K. Towns makes 2-pt shot from 20 ft (assist by Z. LaVine)
9:54.0,D. Motiejunas misses 3-pt shot from 22 ft,,70-53,,
9:53.0,,,70-53,,Defensive rebound by R. Rubio
9:51.0,Violation by P. Beverley (kicked ball),,70-53,,
9:39.0,,,70-55,2,K. Towns makes 2-pt shot from 5 ft (assist by Z. LaVine)
9:33.0,Houston full timeout,,70-55,,
9:21.0,J. Harden makes 2-pt shot from 17 ft,2,72-55,,
9:07.0,,,72-55,,Shooting foul by P. Beverley (drawn by R. Rubio)
9:07.0,,,72-55,,R. Rubio misses free throw 1 of 2
9:07.0,,,72-55,,Offensive rebound by Team
9:07.0,,,72-55,,R. Rubio misses free throw 2 of 2
9:07.0,Defensive rebound by J. Harden,,72-55,,
8:54.0,D. Motiejunas misses 2-pt shot from 7 ft,,72-55,,
8:53.0,,,72-55,,Defensive rebound by G. Dieng
8:41.0,,,72-55,,K. Towns misses 3-pt shot from 23 ft
8:40.0,Defensive rebound by D. Motiejunas,,72-55,,
8:32.0,D. Howard makes 2-pt shot at rim (assist by T. Ariza),2,74-55,,
8:15.0,,,74-57,2,K. Towns makes 2-pt shot from 6 ft (assist by A. Wiggins)
7:59.0,J. Harden makes 2-pt shot at rim (assist by D. Motiejunas),2,76-57,,
7:44.0,,,76-57,,Offensive charge foul by A. Wiggins
7:44.0,,,76-57,,Turnover by A. Wiggins (offensive foul)
7:36.0,J. Harden makes 3-pt shot from 24 ft (assist by D. Motiejunas),3,79-57,,
7:20.0,,,79-57,,Z. LaVine misses 2-pt shot from 6 ft
7:18.0,,,79-57,,Offensive rebound by G. Dieng
7:18.0,,,79-57,,G. Dieng misses 2-pt shot from 4 ft
7:17.0,,,79-57,,Offensive rebound by Z. LaVine
7:14.0,,,79-59,2,Z. LaVine makes 2-pt shot at rim
6:57.0,Turnover by D. Howard (3 sec),,79-59,,
6:47.0,,,79-59,,A. Wiggins misses 2-pt shot from 8 ft
6:46.0,Defensive rebound by Team,,79-59,,
6:46.0,,,79-59,,Loose ball foul by K. Towns
6:33.0,D. Howard misses 2-pt shot from 2 ft,,79-59,,
6:32.0,,,79-59,,Defensive rebound by A. Wiggins
6:15.0,,,79-59,,Turnover by Z. LaVine (lost ball; steal by D. Motiejunas)
6:14.0,Turnover by D. Motiejunas (lost ball; steal by G. Dieng),,79-59,,
6:12.0,Shooting block foul by D. Motiejunas (drawn by G. Dieng),,79-59,,
6:12.0,,,79-59,,Minnesota full timeout
6:12.0,J. Smith enters the game for D. Motiejunas,,79-59,,
6:12.0,,,79-60,1,G. Dieng makes free throw 1 of 2
6:12.0,,,79-61,1,G. Dieng makes free throw 2 of 2
5:57.0,J. Smith makes 3-pt shot from 24 ft (assist by P. Beverley),3,82-61,,
5:39.0,,,82-61,,Z. LaVine misses 3-pt shot from 28 ft
5:38.0,Defensive rebound by J. Smith,,82-61,,
5:35.0,Turnover by J. Smith (lost ball; steal by Z. LaVine),,82-61,,
5:30.0,,,82-61,,R. Rubio misses 2-pt shot from 20 ft
5:28.0,Defensive rebound by D. Howard,,82-61,,
5:22.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,85-61,,
5:05.0,,,85-61,,Turnover by A. Wiggins (lost ball; steal by J. Smith)
5:01.0,P. Beverley makes 2-pt shot from 1 ft (assist by T. Ariza),2,87-61,,
5:01.0,,,87-61,,Minnesota full timeout
5:01.0,,,87-61,,T. Jones enters the game for R. Rubio
5:01.0,,,87-61,,N. Bjelica enters the game for K. Towns
4:50.0,,,87-61,,G. Dieng misses 2-pt shot from 12 ft
4:49.0,,,87-61,,Offensive rebound by Team
4:49.0,Loose ball foul by P. Beverley,,87-61,,
4:40.0,,,87-61,,Turnover by A. Wiggins (lost ball; steal by D. Howard)
4:34.0,T. Ariza makes 2-pt shot from 1 ft (assist by J. Smith),2,89-61,,
4:20.0,,,89-63,2,Z. LaVine makes 2-pt shot from 1 ft
4:10.0,J. Harden misses 2-pt shot from 1 ft,,89-63,,
4:08.0,,,89-63,,Defensive rebound by G. Dieng
4:00.0,,,89-63,,A. Wiggins misses 2-pt shot from 16 ft
3:59.0,Defensive rebound by D. Howard,,89-63,,
3:50.0,J. Smith misses 3-pt shot from 24 ft,,89-63,,
3:49.0,,,89-63,,Defensive rebound by N. Bjelica
3:40.0,,,89-65,2,G. Dieng makes 2-pt shot at rim
3:20.0,Shooting foul by A. Wiggins (drawn by T. Ariza),,89-65,,
3:20.0,T. Ariza makes free throw 1 of 2,1,90-65,,
3:20.0,J. Terry enters the game for P. Beverley,,90-65,,
3:20.0,C. Capela enters the game for D. Howard,,90-65,,
3:20.0,,,90-65,,S. Muhammad enters the game for A. Wiggins
3:20.0,T. Ariza makes free throw 2 of 2,1,91-65,,
3:04.0,,,91-67,2,G. Dieng makes 2-pt shot at rim
2:40.0,J. Smith misses 3-pt shot from 23 ft,,91-67,,
2:39.0,,,91-67,,Defensive rebound by Z. LaVine
2:30.0,,,91-67,,N. Bjelica misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by C. Capela,,91-67,,
2:18.0,J. Terry makes 3-pt shot from 22 ft (assist by J. Harden),3,94-67,,
2:00.0,,,94-67,,T. Jones misses 2-pt shot from 19 ft
1:59.0,Defensive rebound by C. Capela,,94-67,,
1:56.0,Shooting foul by N. Bjelica (drawn by J. Smith),,94-67,,
1:56.0,J. Smith makes free throw 1 of 2,1,95-67,,
1:56.0,,,95-67,,K. Towns enters the game for G. Dieng
1:56.0,,,95-67,,T. Prince enters the game for Z. LaVine
1:56.0,J. Smith makes free throw 2 of 2,1,96-67,,
1:37.0,,,96-67,,K. Towns misses 3-pt shot from 24 ft
1:36.0,Defensive rebound by T. Ariza,,96-67,,
1:29.0,J. Harden misses 3-pt shot from 24 ft,,96-67,,
1:28.0,,,96-67,,Defensive rebound by S. Muhammad
1:23.0,,,96-69,2,N. Bjelica makes 2-pt shot from 1 ft (assist by S. Muhammad)
0:59.0,J. Harden makes 2-pt shot from 19 ft,2,98-69,,
0:50.0,,,98-71,2,S. Muhammad makes 2-pt shot from 13 ft
0:34.0,J. Harden makes 2-pt shot from 1 ft,2,100-71,,
0:30.0,,,100-73,2,S. Muhammad makes 2-pt shot at rim (assist by T. Jones)
0:30.0,,,100-73,,Shooting foul by J. Smith (drawn by S. Muhammad)
0:30.0,,,100-74,1,S. Muhammad makes free throw 1 of 1
0:08.0,J. Harden misses 3-pt shot from 27 ft,,100-74,,
0:08.0,,,100-74,,Defensive rebound by K. Towns
0:06.0,,,100-74,,Turnover by K. Towns (lost ball; steal by T. Ariza)
0:02.0,T. Ariza makes 3-pt shot from 25 ft,3,103-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,C. Brewer misses 3-pt shot from 22 ft,,103-74,,
11:38.0,,,103-74,,Defensive rebound by N. Bjelica
11:21.0,,,103-74,,K. Towns misses 2-pt shot from 9 ft (block by C. Capela)
11:19.0,Defensive rebound by J. Terry,,103-74,,
11:18.0,C. Brewer makes 2-pt shot from 1 ft (assist by J. Terry),2,105-74,,
11:18.0,Shooting foul by T. Jones (drawn by C. Brewer),,105-74,,
11:18.0,C. Brewer misses free throw 1 of 1,,105-74,,
11:17.0,,,105-74,,Defensive rebound by Team
11:09.0,,,105-74,,Shooting foul by C. Brewer (drawn by N. Bjelica)
11:09.0,,,105-75,1,N. Bjelica makes free throw 1 of 2
11:09.0,,,105-76,1,N. Bjelica makes free throw 2 of 2
10:50.0,P. Beverley misses 2-pt shot from 20 ft,,105-76,,
10:49.0,,,105-76,,Defensive rebound by T. Jones
10:43.0,Personal foul by J. Smith,,105-76,,
10:39.0,,,105-76,,Shooting foul by J. Smith (drawn by S. Muhammad)
10:39.0,,,105-77,1,S. Muhammad makes free throw 1 of 2
10:39.0,,,105-78,1,S. Muhammad makes free throw 2 of 2
10:24.0,J. Smith makes 3-pt shot from 24 ft (assist by C. Brewer),3,108-78,,
10:05.0,,,108-80,2,S. Muhammad makes 2-pt shot from 2 ft (assist by N. Bjelica)
9:40.0,J. Terry misses 3-pt shot from 25 ft,,108-80,,
9:39.0,,,108-80,,Defensive rebound by N. Bjelica
9:33.0,,,108-83,3,S. Muhammad makes 3-pt shot from 24 ft (assist by T. Prince)
9:09.0,Shooting foul by N. Bjelica (drawn by P. Beverley),,108-83,,
9:09.0,P. Beverley makes free throw 1 of 2,1,109-83,,
9:09.0,P. Beverley misses free throw 2 of 2,,109-83,,
9:08.0,Offensive rebound by P. Beverley,,109-83,,
9:06.0,Shooting foul by N. Bjelica (drawn by P. Beverley),,109-83,,
9:06.0,P. Beverley misses free throw 1 of 2,,109-83,,
9:06.0,Offensive rebound by Team,,109-83,,
9:06.0,P. Beverley makes free throw 2 of 2,1,110-83,,
8:52.0,,,110-85,2,K. Towns makes 2-pt shot from 17 ft (assist by T. Prince)
8:35.0,J. Terry misses 3-pt shot from 25 ft,,110-85,,
8:34.0,,,110-85,,Defensive rebound by N. Bjelica
8:18.0,,,110-87,2,N. Bjelica makes 2-pt shot from 2 ft (assist by T. Prince)
7:54.0,C. Capela makes 2-pt shot from 5 ft (assist by J. Smith),2,112-87,,
7:42.0,Violation by C. Capela (def goaltending),,112-87,,
7:42.0,,,112-89,2,S. Muhammad makes 2-pt shot from 5 ft
7:26.0,P. Beverley makes 2-pt shot from 1 ft,2,114-89,,
7:12.0,,,114-91,2,K. Towns makes 2-pt shot from 15 ft
7:00.0,C. Capela makes 2-pt shot from 4 ft (assist by J. Smith),2,116-91,,
7:00.0,,,116-91,,Minnesota full timeout
7:00.0,,,116-91,,A. Payne enters the game for K. Towns
7:00.0,,,116-91,,D. Rudez enters the game for T. Prince
6:49.0,,,116-91,,T. Jones misses 2-pt shot from 2 ft
6:48.0,,,116-91,,Offensive rebound by N. Bjelica
6:47.0,,,116-91,,N. Bjelica misses 2-pt shot from 2 ft (block by P. Beverley)
6:46.0,Defensive rebound by P. Beverley,,116-91,,
6:39.0,J. Smith misses 3-pt shot from 24 ft,,116-91,,
6:37.0,Offensive rebound by C. Capela,,116-91,,
6:33.0,C. Capela makes 2-pt shot from 5 ft,2,118-91,,
6:19.0,,,118-91,,Turnover by N. Bjelica (lost ball; steal by P. Beverley)
6:12.0,Turnover by C. Brewer (lost ball; steal by T. Jones),,118-91,,
6:09.0,,,118-91,,Shooting foul by J. Smith (drawn by S. Muhammad)
6:09.0,D. Motiejunas enters the game for J. Smith,,118-91,,
6:09.0,,,118-91,,S. Muhammad misses free throw 1 of 2
6:09.0,,,118-91,,Offensive rebound by Team
6:09.0,,,118-91,,S. Muhammad misses free throw 2 of 2
6:08.0,Defensive rebound by C. Capela,,118-91,,
6:00.0,J. Terry makes 3-pt shot from 23 ft (assist by C. Brewer),3,121-91,,
5:48.0,,,121-91,,A. Payne misses 2-pt shot from 19 ft
5:47.0,Defensive rebound by C. Capela,,121-91,,
5:35.0,C. Capela misses 2-pt shot from 2 ft,,121-91,,
5:33.0,,,121-91,,Defensive rebound by A. Payne
5:29.0,,,121-91,,Turnover by A. Payne (lost ball; steal by C. Capela)
5:29.0,Offensive charge foul by C. Capela,,121-91,,
5:29.0,Turnover by C. Capela (offensive foul),,121-91,,
5:29.0,,,121-91,,Minnesota full timeout
5:29.0,A. Goudelock enters the game for D. Motiejunas,,121-91,,
5:29.0,T. Jones enters the game for P. Beverley,,121-91,,
5:29.0,M. Beasley enters the game for C. Brewer,,121-91,,
5:29.0,K. McDaniels enters the game for C. Capela,,121-91,,
5:20.0,,,121-91,,T. Jones misses 2-pt shot from 6 ft
5:18.0,,,121-91,,Offensive rebound by N. Bjelica
5:03.0,,,121-91,,Shooting foul by T. Jones (drawn by A. Payne)
5:03.0,,,121-91,,A. Payne misses free throw 1 of 2
5:03.0,,,121-91,,Offensive rebound by Team
5:03.0,,,121-91,,A. Payne misses free throw 2 of 2
5:03.0,Defensive rebound by M. Beasley,,121-91,,
4:54.0,Turnover by M. Beasley (lost ball; steal by T. Jones),,121-91,,
