time,Miami,pts.away,score,pts.home,Detroit
6:23.0,G. Green makes 3-pt shot from 23 ft (assist by L. Deng),3,34-29,,
6:07.0,,,34-31,2,A. Tolliver makes 2-pt shot from 1 ft (assist by R. Bullock)
5:56.0,Shooting foul by S. Dinwiddie (drawn by H. Whiteside),,34-31,,
5:56.0,,,34-31,,Detroit full timeout
5:56.0,,,34-31,,S. Blake enters the game for S. Dinwiddie
5:56.0,,,34-31,,T. Harris enters the game for A. Baynes
5:56.0,,,34-31,,A. Drummond enters the game for A. Tolliver
5:56.0,J. Johnson enters the game for L. Deng,,34-31,,
5:56.0,H. Whiteside makes free throw 1 of 2,1,35-31,,
5:56.0,H. Whiteside misses free throw 2 of 2,,35-31,,
5:55.0,Jump ball: A. Drummond vs. H. Whiteside (S. Blake gains possession),,,,Jump ball: A. Drummond vs. H. Whiteside (S. Blake gains possession)
5:55.0,,,35-31,,Offensive rebound by Team
5:29.0,,,35-33,2,S. Blake makes 2-pt shot from 15 ft
5:07.0,Shooting foul by A. Drummond (drawn by H. Whiteside),,35-33,,
5:07.0,H. Whiteside makes free throw 1 of 2,1,36-33,,
5:07.0,H. Whiteside misses free throw 2 of 2,,36-33,,
5:07.0,,,36-33,,Defensive rebound by T. Harris
4:50.0,,,36-35,2,T. Harris makes 2-pt shot from 7 ft
4:50.0,,,36-35,,Shooting foul by G. Green (drawn by T. Harris)
4:50.0,,,36-35,,K. Caldwell-Pope enters the game for R. Bullock
4:50.0,,,36-36,1,T. Harris makes free throw 1 of 1
4:27.0,G. Green misses 3-pt shot from 26 ft,,36-36,,
4:27.0,,,36-36,,Defensive rebound by M. Morris
4:27.0,Personal foul by H. Whiteside,,36-36,,
4:27.0,L. Deng enters the game for G. Green,,36-36,,
4:27.0,,,36-37,1,M. Morris makes free throw 1 of 2
4:27.0,,,36-38,1,M. Morris makes free throw 2 of 2
4:14.0,D. Wade makes 2-pt shot from 6 ft,2,38-38,,
4:14.0,Shooting foul by K. Caldwell-Pope (drawn by D. Wade),,38-38,,
4:14.0,G. Dragic enters the game for J. Richardson,,38-38,,
4:14.0,D. Wade makes free throw 1 of 1,1,39-38,,
4:07.0,Personal foul by G. Dragic,,39-38,,
4:07.0,,,39-39,1,S. Blake makes free throw 1 of 2
4:07.0,J. Richardson enters the game for G. Dragic,,39-39,,
4:07.0,,,39-40,1,S. Blake makes free throw 2 of 2
3:55.0,D. Wade makes 2-pt shot from 13 ft,2,41-40,,
3:37.0,,,41-40,,Turnover by A. Drummond (lost ball; steal by J. Johnson)
3:24.0,D. Wade makes 2-pt shot at rim,2,43-40,,
3:09.0,,,43-40,,Turnover by M. Morris (traveling)
2:58.0,Shooting foul by A. Drummond (drawn by H. Whiteside),,43-40,,
2:58.0,Miami full timeout,,43-40,,
2:58.0,H. Whiteside makes free throw 1 of 2,1,44-40,,
2:58.0,H. Whiteside makes free throw 2 of 2,1,45-40,,
2:49.0,,,45-40,,Turnover by S. Blake (lost ball; steal by H. Whiteside)
2:46.0,Turnover by H. Whiteside (lost ball; steal by A. Drummond),,45-40,,
2:37.0,,,45-40,,K. Caldwell-Pope misses 2-pt shot at rim
2:36.0,,,45-40,,Offensive rebound by K. Caldwell-Pope
2:34.0,,,45-42,2,K. Caldwell-Pope makes 2-pt shot at rim
2:20.0,Turnover by J. Johnson (3 sec),,45-42,,
2:20.0,,,45-42,,A. Baynes enters the game for A. Drummond
2:00.0,,,45-44,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by S. Blake)
1:39.0,Turnover by J. Richardson (lost ball; steal by S. Blake),,45-44,,
1:31.0,,,45-44,,T. Harris misses 2-pt shot from 3 ft (block by J. Richardson)
1:30.0,Defensive rebound by L. Deng,,45-44,,
1:25.0,J. Johnson misses 3-pt shot from 27 ft,,45-44,,
1:25.0,,,45-44,,Defensive rebound by K. Caldwell-Pope
1:17.0,,,45-47,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by S. Blake)
0:57.0,L. Deng makes 2-pt shot from 5 ft (assist by J. Johnson),2,47-47,,
0:41.0,,,47-49,2,S. Blake makes 2-pt shot at rim
0:28.0,L. Deng makes 3-pt shot from 26 ft (assist by J. Johnson),3,50-49,,
0:06.0,,,50-49,,M. Morris misses 2-pt shot from 9 ft
0:05.0,,,50-49,,Offensive rebound by M. Morris
0:05.0,,,50-49,,Shooting foul by L. Deng (drawn by M. Morris)
0:05.0,,,50-50,1,M. Morris makes free throw 1 of 2
0:05.0,,,50-50,,M. Morris misses free throw 2 of 2
0:04.0,Defensive rebound by D. Wade,,50-50,,
0:01.0,D. Wade misses 3-pt shot from 30 ft,,50-50,,
0:00.0,Offensive rebound by Team,,50-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,D. Wade makes 2-pt shot at rim (assist by G. Dragic),2,52-50,,
11:24.0,,,52-50,,M. Morris misses 3-pt shot from 24 ft
11:24.0,Defensive rebound by G. Dragic,,52-50,,
11:03.0,G. Dragic misses 2-pt shot from 16 ft,,52-50,,
11:03.0,,,52-50,,Defensive rebound by T. Harris
10:55.0,,,52-50,,T. Harris misses 2-pt shot from 4 ft
10:55.0,,,52-50,,Offensive rebound by A. Drummond
10:52.0,,,52-52,2,A. Drummond makes 2-pt shot at rim
10:30.0,D. Wade misses 2-pt shot from 6 ft,,52-52,,
10:30.0,Offensive rebound by Team,,52-52,,
10:27.0,L. Deng misses 3-pt shot from 26 ft,,52-52,,
10:26.0,,,52-52,,Defensive rebound by A. Drummond
10:09.0,,,52-52,,T. Harris misses 2-pt shot from 8 ft (block by H. Whiteside)
10:07.0,Defensive rebound by D. Wade,,52-52,,
10:03.0,J. Johnson misses 3-pt shot from 23 ft,,52-52,,
10:02.0,Offensive rebound by G. Dragic,,52-52,,
9:56.0,H. Whiteside misses 2-pt shot from 4 ft (block by T. Harris),,52-52,,
9:54.0,,,52-52,,Defensive rebound by T. Harris
9:49.0,,,52-54,2,M. Morris makes 2-pt shot at rim (assist by T. Harris)
9:25.0,G. Dragic makes 2-pt shot from 17 ft,2,54-54,,
9:03.0,,,54-54,,Shooting foul by G. Dragic (drawn by T. Harris)
9:03.0,,,54-55,1,T. Harris makes free throw 1 of 2
9:03.0,J. Richardson enters the game for G. Dragic,,54-55,,
9:03.0,,,54-56,1,T. Harris makes free throw 2 of 2
8:47.0,H. Whiteside makes 2-pt shot from 18 ft (assist by J. Johnson),2,56-56,,
8:36.0,,,56-59,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by S. Blake)
8:19.0,Turnover by L. Deng (traveling),,56-59,,
8:07.0,,,56-59,,Turnover by M. Morris (lost ball)
7:52.0,Shooting foul by T. Harris (drawn by H. Whiteside),,56-59,,
7:52.0,H. Whiteside makes free throw 1 of 2,1,57-59,,
7:52.0,H. Whiteside makes free throw 2 of 2,1,58-59,,
7:43.0,Personal foul by J. Richardson,,58-59,,
7:27.0,,,58-59,,Turnover by Team (shot clock)
7:14.0,Offensive foul by J. Johnson,,58-59,,
7:14.0,Turnover by J. Johnson (offensive foul),,58-59,,
6:55.0,Violation by H. Whiteside (def goaltending),,58-59,,
6:55.0,,,58-61,2,T. Harris makes 2-pt shot from 6 ft
6:43.0,J. Johnson makes 2-pt shot from 8 ft,2,60-61,,
6:25.0,,,60-61,,Turnover by A. Drummond (offensive foul)
6:25.0,,,60-61,,Offensive foul by A. Drummond
6:04.0,H. Whiteside misses 2-pt shot at rim,,60-61,,
6:01.0,,,60-61,,Defensive rebound by A. Drummond
5:48.0,,,60-61,,S. Blake misses 3-pt shot from 26 ft
5:48.0,,,60-61,,Offensive rebound by A. Drummond
5:44.0,,,60-63,2,A. Drummond makes 2-pt shot at rim
5:23.0,H. Whiteside makes 2-pt shot from 14 ft (assist by L. Deng),2,62-63,,
5:15.0,,,62-65,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by S. Blake)
4:59.0,,,62-65,,Personal foul by M. Morris
4:59.0,G. Green enters the game for D. Wade,,62-65,,
4:59.0,,,62-65,,Detroit full timeout
4:59.0,,,62-65,,S. Johnson enters the game for M. Morris
4:42.0,J. Johnson misses 2-pt shot from 11 ft,,62-65,,
4:42.0,Offensive rebound by H. Whiteside,,62-65,,
4:36.0,G. Green misses 3-pt shot from 24 ft,,62-65,,
4:34.0,,,62-65,,Defensive rebound by A. Drummond
4:22.0,,,62-65,,A. Drummond misses 2-pt shot from 3 ft
4:21.0,,,62-65,,Offensive rebound by A. Drummond
4:20.0,,,62-67,2,A. Drummond makes 2-pt shot at rim
4:04.0,,,62-67,,Personal foul by S. Johnson
4:04.0,U. Haslem enters the game for H. Whiteside,,62-67,,
3:54.0,Shooting foul by S. Johnson (drawn by J. Johnson),,62-67,,
3:54.0,J. Johnson makes free throw 1 of 2,1,63-67,,
3:54.0,J. Johnson misses free throw 2 of 2,,63-67,,
3:53.0,,,63-67,,Defensive rebound by S. Johnson
3:38.0,,,63-67,,Shooting foul by U. Haslem (drawn by A. Drummond)
3:38.0,,,63-67,,A. Drummond misses free throw 1 of 2
3:38.0,,,63-67,,Offensive rebound by Team
3:38.0,,,63-67,,A. Drummond misses free throw 2 of 2
3:38.0,Defensive rebound by L. Deng,,63-67,,
3:19.0,J. Richardson makes 2-pt shot from 12 ft (assist by J. Johnson),2,65-67,,
3:05.0,,,65-67,,T. Harris misses 2-pt shot from 15 ft
3:04.0,Defensive rebound by L. Deng,,65-67,,
2:57.0,J. Johnson makes 2-pt shot from 7 ft,2,67-67,,
2:57.0,Shooting foul by A. Drummond (drawn by J. Johnson),,67-67,,
2:57.0,Miami full timeout,,67-67,,
2:57.0,,,67-67,,A. Baynes enters the game for A. Drummond
2:57.0,J. Johnson makes free throw 1 of 1,1,68-67,,
2:31.0,,,68-67,,K. Caldwell-Pope misses 2-pt shot from 14 ft
2:31.0,Defensive rebound by U. Haslem,,68-67,,
2:22.0,Turnover by J. Johnson (bad pass),,68-67,,
2:22.0,,,68-67,,S. Dinwiddie enters the game for S. Blake
2:03.0,,,68-67,,Shooting foul by U. Haslem (drawn by K. Caldwell-Pope)
2:03.0,,,68-67,,K. Caldwell-Pope misses free throw 1 of 2
2:03.0,,,68-67,,Offensive rebound by Team
2:03.0,,,68-68,1,K. Caldwell-Pope makes free throw 2 of 2
1:46.0,J. Johnson misses 2-pt shot from 7 ft,,68-68,,
1:46.0,,,68-68,,Defensive rebound by A. Baynes
1:35.0,,,68-68,,A. Baynes misses 2-pt shot from 5 ft
1:35.0,Defensive rebound by J. Richardson,,68-68,,
1:35.0,,,68-68,,Personal foul by S. Dinwiddie
1:35.0,J. Richardson misses free throw 1 of 2,,68-68,,
1:35.0,Offensive rebound by Team,,68-68,,
1:35.0,D. Wade enters the game for J. Johnson,,68-68,,
1:35.0,J. Richardson makes free throw 2 of 2,1,69-68,,
1:23.0,,,69-68,,Turnover by S. Johnson (bad pass)
1:06.0,D. Wade misses 2-pt shot from 15 ft,,69-68,,
1:03.0,,,69-68,,Defensive rebound by T. Harris
0:59.0,,,69-68,,Turnover by A. Baynes (lost ball; steal by G. Green)
0:48.0,D. Wade misses 2-pt shot at rim,,69-68,,
0:48.0,,,69-68,,Defensive rebound by Team
0:48.0,Loose ball foul by D. Wade,,69-68,,
0:48.0,,,69-68,,A. Baynes misses free throw 1 of 2
0:48.0,,,69-68,,Offensive rebound by Team
0:48.0,,,69-69,1,A. Baynes makes free throw 2 of 2
0:32.0,L. Deng misses 2-pt shot from 18 ft,,69-69,,
0:31.0,,,69-69,,Defensive rebound by S. Dinwiddie
0:20.0,,,69-69,,S. Johnson misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by J. Richardson,,69-69,,
0:03.0,D. Wade makes 2-pt shot from 5 ft,2,71-69,,
0:01.0,,,71-69,,K. Caldwell-Pope misses 3-pt shot from 46 ft
0:00.0,,,71-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,71-69,,S. Johnson misses 2-pt shot from 17 ft
11:46.0,,,71-69,,Offensive rebound by Team
11:36.0,,,71-71,2,A. Baynes makes 2-pt shot at rim (assist by S. Johnson)
11:10.0,U. Haslem misses 2-pt shot from 18 ft,,71-71,,
11:10.0,Offensive rebound by Team,,71-71,,
11:01.0,D. Wade misses 2-pt shot from 18 ft,,71-71,,
11:01.0,,,71-71,,Defensive rebound by A. Tolliver
10:47.0,,,71-71,,Shooting foul by G. Green (drawn by S. Johnson)
10:47.0,,,71-72,1,S. Johnson makes free throw 1 of 2
10:47.0,G. Dragic enters the game for G. Green,,71-72,,
10:47.0,,,71-72,,S. Johnson misses free throw 2 of 2
10:46.0,Defensive rebound by L. Deng,,71-72,,
10:23.0,Shooting foul by S. Dinwiddie (drawn by U. Haslem),,71-72,,
10:23.0,U. Haslem makes free throw 1 of 2,1,72-72,,
10:23.0,U. Haslem misses free throw 2 of 2,,72-72,,
10:23.0,,,72-72,,Defensive rebound by S. Johnson
10:10.0,,,72-72,,S. Dinwiddie misses 2-pt shot at rim
10:09.0,,,72-72,,Offensive rebound by S. Dinwiddie
10:08.0,,,72-72,,S. Dinwiddie misses 2-pt shot from 1 ft
10:07.0,Defensive rebound by L. Deng,,72-72,,
9:58.0,Shooting foul by R. Bullock (drawn by D. Wade),,72-72,,
9:58.0,D. Wade makes free throw 1 of 2,1,73-72,,
9:58.0,D. Wade misses free throw 2 of 2,,73-72,,
9:57.0,,,73-72,,Defensive rebound by S. Johnson
9:40.0,,,73-72,,Turnover by S. Johnson (traveling)
9:22.0,D. Wade makes 2-pt shot from 14 ft,2,75-72,,
9:22.0,,,75-72,,Detroit full timeout
9:22.0,,,75-72,,M. Morris enters the game for S. Johnson
9:12.0,Violation by G. Dragic (kicked ball),,75-72,,
9:03.0,,,75-74,2,S. Dinwiddie makes 2-pt shot at rim
8:41.0,G. Dragic makes 2-pt shot from 12 ft,2,77-74,,
8:23.0,,,77-74,,A. Baynes misses 2-pt shot from 15 ft
8:23.0,Defensive rebound by D. Wade,,77-74,,
8:15.0,,,77-74,,A. Drummond enters the game for A. Baynes
8:09.0,,,77-74,,Violation by A. Drummond (kicked ball)
8:09.0,H. Whiteside enters the game for U. Haslem,,77-74,,
8:00.0,G. Dragic makes 2-pt shot from 17 ft,2,79-74,,
7:33.0,,,79-74,,M. Morris misses 3-pt shot from 25 ft
7:32.0,Defensive rebound by J. Richardson,,79-74,,
7:26.0,D. Wade misses 2-pt shot from 17 ft,,79-74,,
7:26.0,Offensive rebound by H. Whiteside,,79-74,,
7:25.0,H. Whiteside misses 2-pt shot at rim,,79-74,,
7:24.0,,,79-74,,Defensive rebound by A. Drummond
7:15.0,,,79-74,,S. Dinwiddie misses 3-pt shot from 25 ft
7:14.0,Defensive rebound by J. Richardson,,79-74,,
7:05.0,G. Dragic misses 2-pt shot from 7 ft (block by A. Drummond),,79-74,,
7:05.0,,,79-74,,Defensive rebound by Team
6:34.0,,,79-76,2,M. Morris makes 2-pt shot at rim
6:24.0,G. Dragic misses 2-pt shot from 11 ft,,79-76,,
6:23.0,,,79-76,,Defensive rebound by A. Drummond
6:14.0,,,79-76,,Shooting foul by D. Wade (drawn by A. Tolliver)
6:14.0,,,79-77,1,A. Tolliver makes free throw 1 of 2
6:14.0,J. Johnson enters the game for D. Wade,,79-77,,
6:14.0,,,79-78,1,A. Tolliver makes free throw 2 of 2
6:04.0,,,79-78,,Personal foul by R. Bullock
6:04.0,,,79-78,,T. Harris enters the game for A. Tolliver
5:48.0,J. Johnson makes 3-pt shot from 26 ft (assist by J. Richardson),3,82-78,,
5:34.0,,,82-78,,T. Harris misses 2-pt shot from 20 ft
5:33.0,Defensive rebound by G. Dragic,,82-78,,
5:26.0,J. Johnson makes 3-pt shot from 25 ft (assist by G. Dragic),3,85-78,,
5:26.0,,,85-78,,Detroit full timeout
5:26.0,Official timeout,,85-78,,
5:26.0,,,85-78,,K. Caldwell-Pope enters the game for S. Dinwiddie
5:26.0,,,85-78,,S. Blake enters the game for R. Bullock
5:16.0,,,85-78,,T. Harris misses 2-pt shot from 12 ft
5:16.0,Defensive rebound by H. Whiteside,,85-78,,
4:56.0,H. Whiteside misses 2-pt shot from 15 ft,,85-78,,
4:56.0,,,85-78,,Defensive rebound by M. Morris
4:56.0,Personal foul by H. Whiteside,,85-78,,
4:44.0,,,85-78,,Turnover by K. Caldwell-Pope (lost ball; steal by J. Johnson)
4:35.0,L. Deng misses 3-pt shot from 25 ft,,85-78,,
4:34.0,,,85-78,,Defensive rebound by K. Caldwell-Pope
4:31.0,,,85-78,,Turnover by M. Morris (offensive goaltending)
4:16.0,J. Johnson makes 2-pt shot from 5 ft,2,87-78,,
4:02.0,,,87-81,3,T. Harris makes 3-pt shot from 26 ft (assist by S. Blake)
3:33.0,J. Richardson misses 3-pt shot from 25 ft,,87-81,,
3:32.0,Offensive rebound by H. Whiteside,,87-81,,
