time,Dallas,pts.away,score,pts.home,Detroit
4:57.0,,,40-30,,A. Drummond misses 2-pt shot at rim
4:52.0,,,40-30,,Offensive rebound by M. Morris
4:51.0,,,40-30,,M. Morris misses 2-pt shot from 1 ft
4:51.0,,,40-30,,Offensive rebound by M. Morris
4:47.0,,,40-30,,R. Jackson misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by D. Lee,,40-30,,
4:25.0,D. Lee misses 2-pt shot from 9 ft,,40-30,,
4:24.0,,,40-30,,Defensive rebound by A. Drummond
4:17.0,,,40-30,,T. Harris misses 2-pt shot from 2 ft (block by S. Mejri)
4:16.0,Defensive rebound by W. Matthews,,40-30,,
4:07.0,J. Anderson makes 2-pt shot at rim (assist by D. Lee),2,42-30,,
3:48.0,,,42-30,,M. Morris misses 2-pt shot from 12 ft
3:48.0,,,42-30,,Offensive rebound by A. Drummond
3:43.0,,,42-33,3,M. Morris makes 3-pt shot from 24 ft (assist by A. Drummond)
3:41.0,Dallas full timeout,,42-33,,
3:41.0,J. Barea enters the game for D. Harris,,42-33,,
3:41.0,D. Nowitzki enters the game for D. Lee,,42-33,,
3:26.0,J. Barea misses 2-pt shot from 5 ft,,42-33,,
3:26.0,Offensive rebound by S. Mejri,,42-33,,
3:22.0,S. Mejri makes 2-pt shot at rim,2,44-33,,
3:05.0,,,44-35,2,T. Harris makes 2-pt shot from 11 ft
2:50.0,J. Barea makes 2-pt shot from 8 ft,2,46-35,,
2:50.0,Shooting foul by R. Jackson (drawn by J. Barea),,46-35,,
2:50.0,Official timeout,,46-35,,
2:50.0,J. Barea makes free throw 1 of 1,1,47-35,,
2:35.0,,,47-35,,R. Jackson misses 2-pt shot from 5 ft
2:33.0,Defensive rebound by S. Mejri,,47-35,,
2:16.0,J. Barea makes 2-pt shot at rim (assist by D. Nowitzki),2,49-35,,
1:53.0,,,49-35,,R. Jackson misses 3-pt shot from 26 ft
1:53.0,Defensive rebound by J. Anderson,,49-35,,
1:31.0,D. Nowitzki misses 2-pt shot from 13 ft,,49-35,,
1:31.0,,,49-35,,Defensive rebound by M. Morris
1:24.0,,,49-35,,A. Drummond misses 2-pt shot at rim
1:23.0,Defensive rebound by J. Barea,,49-35,,
1:15.0,D. Nowitzki misses 2-pt shot from 18 ft,,49-35,,
1:14.0,Offensive rebound by S. Mejri,,49-35,,
1:12.0,S. Mejri makes 2-pt shot at rim,2,51-35,,
0:57.0,,,51-35,,Shooting foul by W. Matthews (drawn by M. Morris)
0:57.0,,,51-35,,M. Morris misses free throw 1 of 2
0:57.0,,,51-35,,Offensive rebound by Team
0:57.0,D. Harris enters the game for J. Anderson,,51-35,,
0:57.0,,,51-36,1,M. Morris makes free throw 2 of 2
0:39.0,W. Matthews misses 3-pt shot from 25 ft,,51-36,,
0:38.0,,,51-36,,Defensive rebound by R. Jackson
0:36.0,,,51-36,,Turnover by R. Jackson (lost ball; steal by S. Mejri)
0:12.0,D. Nowitzki misses 2-pt shot from 10 ft,,51-36,,
0:11.0,,,51-36,,Defensive rebound by M. Morris
0:02.0,,,51-36,,T. Harris misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by D. Nowitzki,,51-36,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,Turnover by J. Barea (lost ball; steal by A. Drummond),,51-36,,
11:33.0,,,51-36,,K. Caldwell-Pope misses 2-pt shot from 1 ft (block by J. Anderson)
11:33.0,,,51-36,,Offensive rebound by R. Jackson
11:33.0,,,51-36,,Shooting foul by W. Matthews (drawn by R. Jackson)
11:33.0,,,51-37,1,R. Jackson makes free throw 1 of 2
11:33.0,,,51-38,1,R. Jackson makes free throw 2 of 2
11:09.0,D. Nowitzki misses 2-pt shot from 17 ft,,51-38,,
11:09.0,Offensive rebound by Z. Pachulia,,51-38,,
10:53.0,J. Anderson misses 3-pt shot from 23 ft,,51-38,,
10:52.0,Offensive rebound by Z. Pachulia,,51-38,,
10:47.0,W. Matthews makes 3-pt shot from 26 ft (assist by Z. Pachulia),3,54-38,,
10:29.0,,,54-38,,T. Harris misses 3-pt shot from 25 ft
10:29.0,Defensive rebound by W. Matthews,,54-38,,
10:14.0,J. Barea misses 2-pt shot from 19 ft,,54-38,,
10:14.0,Offensive rebound by Team,,54-38,,
10:14.0,,,54-38,,Loose ball foul by A. Drummond
10:07.0,J. Anderson misses 3-pt shot from 26 ft,,54-38,,
10:06.0,,,54-38,,Defensive rebound by M. Morris
9:59.0,,,54-38,,R. Jackson misses 2-pt shot at rim
9:58.0,Defensive rebound by Z. Pachulia,,54-38,,
9:45.0,J. Barea misses 2-pt shot at rim,,54-38,,
9:44.0,,,54-38,,Defensive rebound by A. Drummond
9:38.0,,,54-38,,Shooting foul by J. Anderson (drawn by K. Caldwell-Pope)
9:38.0,,,54-39,1,K. Caldwell-Pope makes free throw 1 of 2
9:38.0,,,54-40,1,K. Caldwell-Pope makes free throw 2 of 2
9:25.0,W. Matthews misses 2-pt shot from 6 ft,,54-40,,
9:24.0,,,54-40,,Defensive rebound by T. Harris
9:17.0,,,54-42,2,R. Jackson makes 2-pt shot at rim
9:03.0,W. Matthews misses 2-pt shot from 6 ft,,54-42,,
9:03.0,Offensive rebound by Team,,54-42,,
9:03.0,,,54-42,,Personal foul by R. Jackson
8:43.0,J. Barea misses 2-pt shot from 8 ft,,54-42,,
8:42.0,,,54-42,,Defensive rebound by M. Morris
8:32.0,,,54-44,2,A. Drummond makes 2-pt shot from 10 ft (assist by M. Morris)
8:32.0,Dallas full timeout,,54-44,,
8:18.0,W. Matthews misses 2-pt shot from 11 ft,,54-44,,
8:18.0,,,54-44,,Defensive rebound by A. Drummond
8:10.0,,,54-44,,R. Jackson misses 2-pt shot from 12 ft
8:10.0,Defensive rebound by W. Matthews,,54-44,,
8:01.0,J. Barea misses 2-pt shot from 8 ft,,54-44,,
8:01.0,,,54-44,,Defensive rebound by R. Jackson
7:54.0,,,54-47,3,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by R. Jackson)
7:35.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by J. Barea),2,56-47,,
7:18.0,,,56-47,,Offensive foul by R. Jackson
7:18.0,,,56-47,,Turnover by R. Jackson (offensive foul)
7:18.0,S. Mejri enters the game for Z. Pachulia,,56-47,,
7:06.0,W. Matthews misses 3-pt shot from 26 ft,,56-47,,
7:06.0,,,56-47,,Defensive rebound by K. Caldwell-Pope
6:58.0,,,56-47,,Shooting foul by S. Mejri (drawn by A. Drummond)
6:58.0,,,56-47,,A. Drummond misses free throw 1 of 2
6:58.0,,,56-47,,Offensive rebound by Team
6:58.0,,,56-47,,A. Drummond misses free throw 2 of 2
6:57.0,Defensive rebound by J. Anderson,,56-47,,
6:38.0,D. Nowitzki makes 2-pt shot from 15 ft,2,58-47,,
6:19.0,,,58-50,3,R. Jackson makes 3-pt shot from 22 ft (assist by M. Morris)
5:58.0,J. Barea misses 2-pt shot from 6 ft,,58-50,,
5:57.0,,,58-50,,Defensive rebound by R. Jackson
5:50.0,,,58-53,3,T. Harris makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope)
5:49.0,Dallas full timeout,,58-53,,
5:49.0,D. Harris enters the game for J. Barea,,58-53,,
5:33.0,D. Harris misses 3-pt shot from 22 ft,,58-53,,
5:32.0,,,58-53,,Defensive rebound by T. Harris
5:21.0,,,58-53,,T. Harris misses 3-pt shot from 25 ft
5:20.0,,,58-53,,Offensive rebound by A. Drummond
5:17.0,,,58-55,2,A. Drummond makes 2-pt shot at rim
5:02.0,W. Matthews misses 2-pt shot from 5 ft,,58-55,,
5:02.0,,,58-55,,Defensive rebound by A. Drummond
4:55.0,,,58-58,3,M. Morris makes 3-pt shot from 25 ft (assist by R. Jackson)
4:41.0,Turnover by D. Harris (lost ball),,58-58,,
4:25.0,,,58-58,,R. Jackson misses 2-pt shot from 16 ft
4:24.0,Defensive rebound by D. Nowitzki,,58-58,,
4:03.0,D. Nowitzki makes 2-pt shot from 14 ft,2,60-58,,
3:48.0,,,60-58,,K. Caldwell-Pope misses 3-pt shot from 26 ft
3:47.0,Defensive rebound by S. Mejri,,60-58,,
3:23.0,D. Nowitzki misses 2-pt shot from 16 ft,,60-58,,
3:23.0,,,60-58,,Defensive rebound by A. Drummond
3:11.0,,,60-58,,A. Drummond misses 2-pt shot from 1 ft
3:10.0,Defensive rebound by D. Harris,,60-58,,
3:01.0,D. Harris makes 2-pt shot at rim,2,62-58,,
3:01.0,,,62-58,,Detroit full timeout
3:01.0,,,62-58,,S. Blake enters the game for M. Morris
3:01.0,,,62-58,,S. Johnson enters the game for R. Jackson
3:01.0,D. Powell enters the game for D. Nowitzki,,62-58,,
3:01.0,D. Lee enters the game for S. Mejri,,62-58,,
3:00.0,Personal take foul by D. Powell,,62-58,,
3:00.0,,,62-58,,A. Baynes enters the game for A. Drummond
2:59.0,S. Mejri enters the game for D. Powell,,62-58,,
2:48.0,,,62-58,,T. Harris misses 2-pt shot from 12 ft
2:47.0,,,62-58,,Offensive rebound by A. Baynes
2:46.0,,,62-58,,A. Baynes misses 2-pt shot from 1 ft
2:45.0,Defensive rebound by D. Lee,,62-58,,
2:30.0,D. Harris misses 3-pt shot from 26 ft,,62-58,,
2:30.0,,,62-58,,Defensive rebound by S. Johnson
2:24.0,,,62-58,,Shooting foul by D. Lee (drawn by T. Harris)
2:24.0,,,62-59,1,T. Harris makes free throw 1 of 2
2:24.0,,,62-59,,T. Harris misses free throw 2 of 2
2:22.0,Defensive rebound by D. Lee,,62-59,,
2:03.0,W. Matthews makes 3-pt shot from 26 ft,3,65-59,,
1:42.0,,,65-61,2,T. Harris makes 2-pt shot at rim (assist by S. Blake)
1:27.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Harris),3,68-61,,
1:10.0,,,68-61,,S. Johnson misses 2-pt shot from 5 ft
1:09.0,Defensive rebound by J. Anderson,,68-61,,
0:53.0,W. Matthews misses 3-pt shot from 25 ft,,68-61,,
0:52.0,,,68-61,,Defensive rebound by T. Harris
0:41.0,,,68-61,,K. Caldwell-Pope misses 3-pt shot from 23 ft
0:40.0,Defensive rebound by S. Mejri,,68-61,,
0:30.0,D. Harris makes 3-pt shot from 25 ft,3,71-61,,
0:14.0,,,71-61,,T. Harris misses 2-pt shot from 20 ft
0:14.0,Defensive rebound by Team,,71-61,,
0:14.0,,,71-61,,Personal foul by A. Baynes
0:03.0,Jump ball: S. Blake vs. D. Harris,,,,Jump ball: S. Blake vs. D. Harris
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,71-64,3,S. Blake makes 3-pt shot from 23 ft (assist by S. Johnson)
11:30.0,D. Harris makes 2-pt shot from 18 ft,2,73-64,,
11:14.0,Personal foul by S. Mejri,,73-64,,
11:14.0,J. Barea enters the game for W. Matthews,,73-64,,
11:14.0,D. Nowitzki enters the game for D. Lee,,73-64,,
11:02.0,,,73-64,,S. Blake misses 3-pt shot from 26 ft
11:02.0,Defensive rebound by Team,,73-64,,
10:39.0,D. Harris makes 2-pt shot from 1 ft,2,75-64,,
10:39.0,,,75-64,,Detroit full timeout
10:27.0,,,75-66,2,M. Morris makes 2-pt shot from 17 ft (assist by S. Blake)
10:12.0,J. Anderson misses 3-pt shot from 22 ft,,75-66,,
10:11.0,,,75-66,,Defensive rebound by A. Drummond
10:01.0,,,75-66,,Shooting foul by D. Harris (drawn by A. Drummond)
10:01.0,,,75-66,,A. Drummond misses free throw 1 of 2
10:01.0,,,75-66,,Offensive rebound by Team
10:01.0,,,75-67,1,A. Drummond makes free throw 2 of 2
9:38.0,D. Nowitzki makes 2-pt shot from 20 ft (assist by J. Anderson),2,77-67,,
9:20.0,,,77-67,,A. Drummond misses 2-pt shot from 1 ft (block by S. Mejri)
9:19.0,Defensive rebound by D. Nowitzki,,77-67,,
9:18.0,,,77-67,,Personal foul by K. Caldwell-Pope
9:18.0,W. Matthews enters the game for D. Harris,,77-67,,
9:00.0,J. Anderson misses 2-pt shot from 5 ft (block by M. Morris),,77-67,,
8:59.0,Offensive rebound by J. Anderson,,77-67,,
8:56.0,J. Anderson misses 2-pt shot from 5 ft (block by M. Morris),,77-67,,
8:54.0,,,77-67,,Defensive rebound by M. Morris
8:48.0,,,77-70,3,S. Johnson makes 3-pt shot from 22 ft (assist by S. Blake)
8:27.0,D. Nowitzki misses 2-pt shot from 12 ft,,77-70,,
8:27.0,,,77-70,,Defensive rebound by Team
8:19.0,,,77-73,3,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by S. Blake)
8:19.0,Dallas full timeout,,77-73,,
8:03.0,Turnover by S. Mejri (bad pass),,77-73,,
7:50.0,,,77-75,2,M. Morris makes 2-pt shot from 20 ft (assist by S. Blake)
7:41.0,J. Barea makes 3-pt shot from 26 ft,3,80-75,,
7:25.0,,,80-75,,S. Johnson misses 3-pt shot from 23 ft
7:25.0,Defensive rebound by W. Matthews,,80-75,,
7:16.0,,,80-75,,Personal foul by K. Caldwell-Pope
7:16.0,,,80-75,,Technical foul by S. Blake
7:16.0,,,80-75,,R. Jackson enters the game for S. Johnson
7:16.0,,,80-75,,T. Harris enters the game for S. Blake
7:16.0,Z. Pachulia enters the game for J. Anderson,,80-75,,
7:16.0,D. Harris enters the game for S. Mejri,,80-75,,
7:16.0,D. Nowitzki makes technical free throw,1,81-75,,
7:03.0,Turnover by J. Barea (lost ball; steal by M. Morris),,81-75,,
7:01.0,,,81-75,,Shooting foul by W. Matthews (drawn by K. Caldwell-Pope)
7:01.0,,,81-76,1,K. Caldwell-Pope makes free throw 1 of 2
7:01.0,,,81-77,1,K. Caldwell-Pope makes free throw 2 of 2
6:51.0,J. Barea makes 3-pt shot from 26 ft,3,84-77,,
6:24.0,,,84-79,2,T. Harris makes 2-pt shot from 16 ft (assist by M. Morris)
6:06.0,J. Barea makes 2-pt shot from 10 ft,2,86-79,,
6:06.0,,,86-79,,Detroit full timeout
5:40.0,,,86-81,2,R. Jackson makes 2-pt shot from 20 ft
5:18.0,J. Barea misses 3-pt shot from 25 ft,,86-81,,
5:17.0,,,86-81,,Defensive rebound by A. Drummond
5:09.0,Personal foul by J. Barea,,86-81,,
4:56.0,,,86-83,2,T. Harris makes 2-pt shot at rim (assist by R. Jackson)
4:33.0,W. Matthews makes 2-pt shot from 17 ft (assist by D. Harris),2,88-83,,
4:33.0,Personal take foul by D. Harris,,88-83,,
4:33.0,,,88-83,,A. Drummond misses free throw 1 of 2
4:33.0,,,88-83,,Offensive rebound by Team
4:33.0,,,88-83,,A. Drummond misses free throw 2 of 2
4:32.0,Defensive rebound by Z. Pachulia,,88-83,,
4:31.0,,,88-83,,Personal foul by M. Morris
4:31.0,,,88-83,,A. Baynes enters the game for A. Drummond
4:13.0,W. Matthews misses 2-pt shot from 16 ft,,88-83,,
4:13.0,,,88-83,,Defensive rebound by M. Morris
4:06.0,,,88-83,,K. Caldwell-Pope misses 3-pt shot from 26 ft
4:05.0,Defensive rebound by J. Barea,,88-83,,
3:47.0,J. Barea makes 2-pt shot from 17 ft (assist by D. Nowitzki),2,90-83,,
3:32.0,,,90-83,,R. Jackson misses 3-pt shot from 25 ft
3:32.0,,,90-83,,Offensive rebound by K. Caldwell-Pope
3:32.0,,,90-83,,Shooting foul by D. Harris (drawn by K. Caldwell-Pope)
3:32.0,,,90-84,1,K. Caldwell-Pope makes free throw 1 of 2
3:32.0,,,90-85,1,K. Caldwell-Pope makes free throw 2 of 2
3:12.0,D. Nowitzki misses 2-pt shot from 16 ft,,90-85,,
3:11.0,,,90-85,,Defensive rebound by M. Morris
2:59.0,,,90-85,,Turnover by T. Harris (lost ball; steal by D. Nowitzki)
2:38.0,W. Matthews makes 2-pt shot at rim,2,92-85,,
2:38.0,Shooting foul by M. Morris (drawn by W. Matthews),,92-85,,
2:38.0,Official timeout,,92-85,,
2:38.0,W. Matthews makes free throw 1 of 1,1,93-85,,
2:15.0,,,93-85,,M. Morris misses 3-pt shot from 25 ft
2:15.0,Defensive rebound by J. Barea,,93-85,,
2:05.0,,,93-85,,Personal foul by R. Jackson
2:05.0,D. Harris makes free throw 1 of 2,1,94-85,,
2:05.0,D. Harris makes free throw 2 of 2,1,95-85,,
1:54.0,,,95-85,,K. Caldwell-Pope misses 2-pt shot from 13 ft
1:53.0,Defensive rebound by Z. Pachulia,,95-85,,
1:27.0,J. Barea misses 3-pt shot from 25 ft,,95-85,,
1:26.0,,,95-85,,Defensive rebound by M. Morris
1:17.0,Personal foul by J. Barea,,95-85,,
1:17.0,,,95-86,1,R. Jackson makes free throw 1 of 2
1:17.0,,,95-87,1,R. Jackson makes free throw 2 of 2
1:10.0,Turnover by W. Matthews (lost ball; steal by R. Jackson),,95-87,,
1:07.0,,,95-87,,Turnover by R. Jackson (lost ball; steal by W. Matthews)
0:47.0,Shooting foul by R. Jackson (drawn by Z. Pachulia),,95-87,,
0:47.0,Z. Pachulia misses free throw 1 of 2,,95-87,,
0:47.0,Offensive rebound by Team,,95-87,,
0:47.0,Z. Pachulia makes free throw 2 of 2,1,96-87,,
