time,Sacramento,pts.away,score,pts.home,Denver
3:12.0,R. Gay misses 2-pt shot from 2 ft (block by N. Jokic),,17-19,,
3:11.0,,,17-19,,Defensive rebound by K. Faried
3:10.0,Personal block foul by D. Collison,,17-19,,
3:10.0,,,17-19,,J. Nurkic enters the game for K. Faried
3:10.0,,,17-19,,D. Augustin enters the game for E. Mudiay
3:10.0,B. McLemore enters the game for R. Gay,,17-19,,
3:10.0,J. Anderson enters the game for D. Collison,,17-19,,
3:01.0,,,17-21,2,J. Nurkic makes 2-pt shot from 2 ft (assist by D. Augustin)
2:51.0,B. McLemore misses 3-pt shot from 26 ft,,17-21,,
2:50.0,,,17-21,,Defensive rebound by D. Augustin
2:48.0,Personal foul by B. McLemore,,17-21,,
2:48.0,Sacramento full timeout,,17-21,,
2:48.0,,,17-22,1,G. Harris makes free throw 1 of 2
2:48.0,,,17-23,1,G. Harris makes free throw 2 of 2
2:30.0,Turnover by S. Curry (traveling),,17-23,,
2:13.0,,,17-23,,J. Nurkic misses 2-pt shot from 5 ft
2:12.0,Defensive rebound by W. Cauley-Stein,,17-23,,
1:55.0,K. Koufos makes 2-pt shot from 3 ft (assist by J. Anderson),2,19-23,,
1:39.0,,,19-25,2,N. Jokic makes 2-pt shot from 1 ft (assist by J. Nurkic)
1:32.0,Shooting foul by N. Jokic (drawn by W. Cauley-Stein),,19-25,,
1:32.0,W. Cauley-Stein makes free throw 1 of 2,1,20-25,,
1:32.0,W. Cauley-Stein makes free throw 2 of 2,1,21-25,,
1:12.0,,,21-25,,N. Jokic misses 2-pt shot from 5 ft
1:11.0,,,21-25,,Offensive rebound by J. Nurkic
1:09.0,,,21-25,,J. Nurkic misses 2-pt shot from 4 ft (block by K. Koufos)
1:08.0,Defensive rebound by K. Koufos,,21-25,,
1:03.0,J. Anderson makes 2-pt shot from 20 ft (assist by B. McLemore),2,23-25,,
0:48.0,,,23-25,,Turnover by D. Augustin (bad pass)
0:40.0,Turnover by S. Curry (lost ball; steal by W. Barton),,23-25,,
0:34.0,,,23-25,,W. Barton misses 2-pt shot from 1 ft
0:30.0,,,23-25,,Offensive rebound by J. Nurkic
0:30.0,,,23-25,,J. Nurkic misses 2-pt shot from 2 ft
0:30.0,Defensive rebound by B. McLemore,,23-25,,
0:21.0,K. Koufos misses 2-pt shot from 5 ft,,23-25,,
0:19.0,,,23-25,,Defensive rebound by N. Jokic
0:16.0,,,23-27,2,J. Nurkic makes 2-pt shot at rim (assist by N. Jokic)
0:01.0,K. Koufos misses 2-pt shot from 10 ft,,23-27,,
0:00.0,Offensive rebound by Team,,23-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,23-27,,Turnover by D. Augustin (lost ball; steal by S. Curry)
11:51.0,S. Curry makes 2-pt shot from 2 ft,2,25-27,,
11:22.0,,,25-30,3,D. Augustin makes 3-pt shot from 25 ft
11:02.0,,,25-30,,Personal foul by J. Nurkic
10:54.0,S. Curry makes 3-pt shot from 24 ft,3,28-30,,
10:43.0,,,28-32,2,J. Nurkic makes 2-pt shot from 1 ft
10:43.0,,,28-32,,Shooting foul by B. McLemore (drawn by J. Nurkic)
10:43.0,D. Collison enters the game for B. McLemore,,28-32,,
10:43.0,,,28-32,,J. Nurkic misses free throw 1 of 1
10:43.0,Defensive rebound by K. Koufos,,28-32,,
10:33.0,Shooting foul by A. Toupane (drawn by R. Gay),,28-32,,
10:33.0,R. Gay makes free throw 1 of 2,1,29-32,,
10:33.0,R. Gay misses free throw 2 of 2,,29-32,,
10:31.0,,,29-32,,Defensive rebound by W. Barton
10:18.0,,,29-32,,Turnover by D. Augustin (bad pass)
10:05.0,R. Gay makes 2-pt shot from 12 ft (assist by S. Curry),2,31-32,,
9:40.0,,,31-34,2,J. Lauvergne makes 2-pt shot from 4 ft (assist by W. Barton)
9:26.0,S. Curry makes 2-pt shot from 4 ft (assist by D. Collison),2,33-34,,
9:24.0,,,33-34,,Denver full timeout
9:04.0,,,33-34,,W. Barton misses 3-pt shot from 25 ft
9:04.0,Defensive rebound by J. Anderson,,33-34,,
8:54.0,K. Koufos makes 2-pt shot from 2 ft (assist by J. Anderson),2,35-34,,
8:39.0,,,35-36,2,J. Lauvergne makes 2-pt shot from 18 ft (assist by D. Augustin)
8:22.0,S. Curry makes 2-pt shot from 21 ft (assist by R. Gay),2,37-36,,
8:06.0,,,37-36,,D. Augustin misses 3-pt shot from 25 ft
8:05.0,,,37-36,,Offensive rebound by Team
8:05.0,,,37-36,,J. Sampson enters the game for J. Nurkic
7:55.0,,,37-38,2,J. Lauvergne makes 2-pt shot from 13 ft (assist by D. Augustin)
7:35.0,R. Gay misses 2-pt shot from 2 ft (block by J. Sampson),,37-38,,
7:34.0,,,37-38,,Defensive rebound by J. Lauvergne
7:32.0,,,37-40,2,A. Toupane makes 2-pt shot from 1 ft (assist by J. Lauvergne)
7:32.0,,,37-40,,Shooting foul by S. Curry (drawn by A. Toupane)
7:32.0,,,37-41,1,A. Toupane makes free throw 1 of 1
7:20.0,D. Collison misses 2-pt shot from 17 ft,,37-41,,
7:17.0,,,37-41,,Defensive rebound by J. Lauvergne
7:14.0,,,37-43,2,A. Toupane makes 2-pt shot from 1 ft (assist by J. Lauvergne)
7:14.0,,,37-43,,Shooting foul by J. Anderson (drawn by A. Toupane)
7:14.0,W. Cauley-Stein enters the game for J. Anderson,,37-43,,
7:14.0,,,37-44,1,A. Toupane makes free throw 1 of 1
7:00.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Collison),3,40-44,,
6:45.0,,,40-44,,Turnover by A. Toupane (lost ball)
6:37.0,Offensive foul by W. Cauley-Stein,,40-44,,
6:37.0,Turnover by W. Cauley-Stein (offensive foul),,40-44,,
6:22.0,,,40-44,,J. Lauvergne misses 3-pt shot from 24 ft
6:21.0,,,40-44,,Offensive rebound by A. Toupane
6:20.0,,,40-44,,Shooting foul by K. Koufos (drawn by A. Toupane)
6:20.0,,,40-45,1,A. Toupane makes free throw 1 of 2
6:20.0,,,40-46,1,A. Toupane makes free throw 2 of 2
6:08.0,Shooting foul by J. Sampson (drawn by K. Koufos),,40-46,,
6:08.0,K. Koufos misses free throw 1 of 2,,40-46,,
6:08.0,Offensive rebound by Team,,40-46,,
6:08.0,,,40-46,,E. Mudiay enters the game for D. Augustin
6:08.0,,,40-46,,G. Harris enters the game for W. Barton
6:08.0,K. Koufos makes free throw 2 of 2,1,41-46,,
5:48.0,,,41-48,2,J. Lauvergne makes 2-pt shot from 17 ft
5:35.0,R. Gay misses 2-pt shot from 1 ft (block by J. Sampson),,41-48,,
5:34.0,,,41-48,,Defensive rebound by A. Toupane
5:29.0,,,41-50,2,J. Lauvergne makes 2-pt shot from 2 ft (assist by E. Mudiay)
5:29.0,Sacramento full timeout,,41-50,,
5:29.0,,,41-50,,N. Jokic enters the game for A. Toupane
5:09.0,S. Curry makes 2-pt shot from 10 ft (assist by R. Gay),2,43-50,,
4:55.0,,,43-50,,E. Mudiay misses 2-pt shot from 2 ft
4:54.0,Defensive rebound by D. Collison,,43-50,,
4:41.0,D. Collison makes 2-pt shot from 2 ft (assist by S. Curry),2,45-50,,
4:26.0,Q. Acy enters the game for K. Koufos,,45-50,,
4:15.0,,,45-52,2,J. Lauvergne makes 2-pt shot from 3 ft (assist by N. Jokic)
4:04.0,,,45-52,,Def 3 sec tech foul by J. Lauvergne
4:04.0,S. Curry makes technical free throw,1,46-52,,
4:04.0,J. Anderson enters the game for R. Gay,,46-52,,
3:51.0,J. Anderson makes 3-pt shot from 24 ft (assist by D. Collison),3,49-52,,
3:34.0,,,49-52,,J. Lauvergne misses 2-pt shot from 2 ft
3:33.0,Defensive rebound by Q. Acy,,49-52,,
3:26.0,J. Anderson misses 3-pt shot from 22 ft,,49-52,,
3:25.0,,,49-52,,Defensive rebound by N. Jokic
3:13.0,,,49-54,2,E. Mudiay makes 2-pt shot from 17 ft
2:54.0,Q. Acy makes 2-pt shot at rim (assist by W. Cauley-Stein),2,51-54,,
2:31.0,,,51-54,,J. Lauvergne misses 3-pt shot from 22 ft
2:29.0,Defensive rebound by J. Anderson,,51-54,,
2:20.0,S. Curry makes 2-pt shot from 4 ft (assist by J. Anderson),2,53-54,,
2:20.0,,,53-54,,Denver full timeout
2:20.0,Official timeout,,53-54,,
1:58.0,,,53-56,2,J. Lauvergne makes 2-pt shot from 13 ft (assist by J. Sampson)
1:42.0,,,53-56,,Personal foul by E. Mudiay
1:36.0,S. Curry misses 3-pt shot from 24 ft,,53-56,,
1:36.0,,,53-56,,Defensive rebound by N. Jokic
1:22.0,,,53-58,2,G. Harris makes 2-pt shot from 1 ft
1:17.0,D. Collison misses 2-pt shot from 3 ft (block by G. Harris),,53-58,,
1:16.0,,,53-58,,Defensive rebound by Team
1:00.0,,,53-60,2,E. Mudiay makes 2-pt shot from 20 ft
0:46.0,Shooting foul by G. Harris (drawn by J. Anderson),,53-60,,
0:46.0,J. Anderson makes free throw 1 of 2,1,54-60,,
0:46.0,R. Gay enters the game for D. Collison,,54-60,,
0:46.0,J. Anderson makes free throw 2 of 2,1,55-60,,
0:35.0,,,55-62,2,E. Mudiay makes 2-pt shot from 9 ft
0:24.0,Q. Acy misses 2-pt shot from 2 ft,,55-62,,
0:23.0,,,55-62,,Defensive rebound by E. Mudiay
0:18.0,,,55-62,,E. Mudiay misses 2-pt shot from 1 ft
0:15.0,,,55-62,,Offensive rebound by N. Jokic
0:01.0,,,55-62,,E. Mudiay misses 3-pt shot from 26 ft
0:00.0,,,55-62,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,55-62,,E. Mudiay misses 2-pt shot from 2 ft (block by W. Cauley-Stein)
11:42.0,Defensive rebound by B. McLemore,,55-62,,
11:26.0,B. McLemore misses 2-pt shot from 21 ft,,55-62,,
11:26.0,,,55-62,,Defensive rebound by K. Faried
11:13.0,,,55-62,,J. Sampson misses 3-pt shot from 25 ft
11:13.0,Defensive rebound by R. Gay,,55-62,,
11:08.0,B. McLemore misses 2-pt shot from 1 ft (block by N. Jokic),,55-62,,
11:07.0,Offensive rebound by B. McLemore,,55-62,,
11:02.0,R. Gay misses 3-pt shot from 26 ft,,55-62,,
11:01.0,,,55-62,,Defensive rebound by J. Sampson
10:55.0,,,55-62,,E. Mudiay misses 3-pt shot from 26 ft
10:54.0,Defensive rebound by R. Gay,,55-62,,
10:35.0,R. Gay misses 3-pt shot from 22 ft,,55-62,,
10:34.0,,,55-62,,Defensive rebound by K. Faried
10:22.0,,,55-62,,Turnover by E. Mudiay (back court)
10:07.0,W. Cauley-Stein makes 2-pt shot from 11 ft (assist by R. Gay),2,57-62,,
9:57.0,Personal foul by Q. Acy,,57-62,,
9:48.0,,,57-62,,E. Mudiay misses 2-pt shot from 5 ft
9:47.0,,,57-62,,Offensive rebound by K. Faried
9:45.0,,,57-62,,K. Faried misses 2-pt shot from 1 ft (block by Q. Acy)
9:43.0,,,57-62,,Offensive rebound by K. Faried
9:43.0,,,57-62,,K. Faried misses 2-pt shot from 2 ft
9:42.0,Defensive rebound by R. Gay,,57-62,,
9:39.0,Shooting foul by E. Mudiay (drawn by R. Gay),,57-62,,
9:39.0,R. Gay makes free throw 1 of 2,1,58-62,,
9:39.0,R. Gay misses free throw 2 of 2,,58-62,,
9:39.0,,,58-62,,Defensive rebound by N. Jokic
9:32.0,,,58-64,2,J. Sampson makes 2-pt shot at rim (assist by N. Jokic)
9:20.0,Q. Acy misses 3-pt shot from 25 ft,,58-64,,
9:19.0,,,58-64,,Defensive rebound by J. Sampson
9:16.0,Shooting block foul by Q. Acy (drawn by N. Jokic),,58-64,,
9:16.0,,,58-65,1,N. Jokic makes free throw 1 of 2
9:16.0,,,58-66,1,N. Jokic makes free throw 2 of 2
8:56.0,D. Collison misses 2-pt shot from 19 ft,,58-66,,
8:55.0,,,58-66,,Defensive rebound by G. Harris
8:48.0,,,58-68,2,K. Faried makes 2-pt shot at rim (assist by G. Harris)
8:47.0,Sacramento full timeout,,58-68,,
8:38.0,Shooting foul by J. Sampson (drawn by R. Gay),,58-68,,
8:38.0,R. Gay makes free throw 1 of 2,1,59-68,,
8:38.0,R. Gay makes free throw 2 of 2,1,60-68,,
8:14.0,,,60-68,,N. Jokic misses 2-pt shot from 15 ft
8:13.0,Defensive rebound by D. Collison,,60-68,,
8:01.0,R. Gay misses 2-pt shot from 3 ft (block by K. Faried),,60-68,,
7:59.0,Offensive rebound by Q. Acy,,60-68,,
7:50.0,D. Collison misses 2-pt shot from 19 ft,,60-68,,
7:49.0,,,60-68,,Defensive rebound by K. Faried
7:37.0,,,60-68,,Offensive foul by E. Mudiay
7:37.0,,,60-68,,Turnover by E. Mudiay (offensive foul)
7:37.0,K. Koufos enters the game for Q. Acy,,60-68,,
7:37.0,S. Curry enters the game for D. Collison,,60-68,,
7:17.0,R. Gay makes 3-pt shot from 27 ft (assist by S. Curry),3,63-68,,
7:04.0,,,63-71,3,J. Sampson makes 3-pt shot from 24 ft (assist by K. Faried)
6:51.0,K. Koufos misses 2-pt shot from 2 ft,,63-71,,
6:50.0,Offensive rebound by Team,,63-71,,
6:48.0,Turnover by S. Curry (lost ball; steal by J. Sampson),,63-71,,
6:43.0,,,63-73,2,J. Sampson makes 2-pt shot at rim
6:27.0,Shooting foul by N. Jokic (drawn by W. Cauley-Stein),,63-73,,
6:27.0,W. Cauley-Stein makes free throw 1 of 2,1,64-73,,
6:27.0,W. Cauley-Stein makes free throw 2 of 2,1,65-73,,
6:06.0,,,65-76,3,G. Harris makes 3-pt shot from 26 ft (assist by N. Jokic)
5:46.0,S. Curry misses 3-pt shot from 25 ft,,65-76,,
5:44.0,,,65-76,,Defensive rebound by N. Jokic
5:29.0,,,65-76,,Turnover by E. Mudiay (lost ball; steal by W. Cauley-Stein)
5:21.0,,,65-76,,Shooting block foul by K. Faried (drawn by R. Gay)
5:21.0,R. Gay makes free throw 1 of 2,1,66-76,,
5:21.0,J. Anderson enters the game for W. Cauley-Stein,,66-76,,
5:21.0,R. Gay makes free throw 2 of 2,1,67-76,,
5:14.0,Personal foul by R. Gay,,67-76,,
5:06.0,,,67-79,3,G. Harris makes 3-pt shot from 22 ft (assist by E. Mudiay)
4:55.0,J. Anderson makes 3-pt shot from 23 ft (assist by K. Koufos),3,70-79,,
4:43.0,,,70-79,,E. Mudiay misses 2-pt shot from 20 ft
4:42.0,Defensive rebound by R. Gay,,70-79,,
4:38.0,B. McLemore misses 2-pt shot from 3 ft (block by K. Faried),,70-79,,
4:37.0,Offensive rebound by Team,,70-79,,
4:37.0,,,70-79,,W. Barton enters the game for K. Faried
4:23.0,R. Gay makes 2-pt shot from 1 ft,2,72-79,,
4:23.0,Shooting foul by J. Sampson (drawn by R. Gay),,72-79,,
4:23.0,R. Gay makes free throw 1 of 1,1,73-79,,
4:01.0,,,73-79,,Shooting foul by B. McLemore (drawn by E. Mudiay)
4:01.0,,,73-80,1,E. Mudiay makes free throw 1 of 2
4:01.0,D. Collison enters the game for B. McLemore,,73-80,,
4:01.0,,,73-80,,E. Mudiay misses free throw 2 of 2
3:59.0,Defensive rebound by K. Koufos,,73-80,,
3:40.0,J. Anderson misses 3-pt shot from 24 ft,,73-80,,
3:39.0,,,73-80,,Defensive rebound by G. Harris
3:33.0,,,73-80,,J. Sampson misses 2-pt shot at rim
3:31.0,Defensive rebound by K. Koufos,,73-80,,
3:23.0,K. Koufos makes 2-pt shot from 1 ft (assist by J. Anderson),2,75-80,,
3:23.0,,,75-80,,Denver full timeout
3:23.0,,,75-80,,J. Nurkic enters the game for J. Sampson
3:23.0,,,75-80,,A. Toupane enters the game for N. Jokic
3:23.0,,,75-80,,D. Augustin enters the game for E. Mudiay
3:15.0,,,75-80,,Offensive foul by J. Nurkic
3:15.0,,,75-80,,Turnover by J. Nurkic (offensive foul)
3:01.0,D. Collison misses 2-pt shot from 18 ft,,75-80,,
3:00.0,,,75-80,,Defensive rebound by G. Harris
2:49.0,,,75-82,2,D. Augustin makes 2-pt shot from 2 ft (assist by W. Barton)
2:35.0,J. Anderson makes 2-pt shot at rim (assist by S. Curry),2,77-82,,
2:35.0,Shooting foul by J. Nurkic (drawn by J. Anderson),,77-82,,
2:35.0,J. Anderson makes free throw 1 of 1,1,78-82,,
2:15.0,,,78-82,,W. Barton misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by S. Curry,,78-82,,
2:08.0,J. Anderson misses 3-pt shot from 25 ft,,78-82,,
2:05.0,Offensive rebound by R. Gay,,78-82,,
2:02.0,R. Gay misses 2-pt shot from 5 ft,,78-82,,
2:01.0,,,78-82,,Defensive rebound by G. Harris
1:57.0,,,78-82,,D. Augustin misses 3-pt shot from 27 ft
1:56.0,,,78-82,,Offensive rebound by J. Nurkic
1:55.0,,,78-82,,Shooting foul by J. Anderson (drawn by J. Nurkic)
1:55.0,,,78-82,,J. Nurkic misses free throw 1 of 2
1:55.0,,,78-82,,Offensive rebound by Team
1:55.0,,,78-83,1,J. Nurkic makes free throw 2 of 2
1:41.0,Shooting foul by J. Nurkic (drawn by K. Koufos),,78-83,,
1:41.0,K. Koufos makes 2-pt shot from 1 ft (assist by S. Curry),2,80-83,,
1:41.0,K. Koufos misses free throw 1 of 1,,80-83,,
1:41.0,,,80-83,,Defensive rebound by J. Nurkic
1:28.0,,,80-83,,W. Barton misses 2-pt shot from 2 ft
1:27.0,Defensive rebound by R. Gay,,80-83,,
1:22.0,Shooting foul by A. Toupane (drawn by R. Gay),,80-83,,
1:22.0,R. Gay makes free throw 1 of 2,1,81-83,,
1:22.0,R. Gay makes free throw 2 of 2,1,82-83,,
1:12.0,,,82-83,,G. Harris misses 2-pt shot from 12 ft
1:12.0,Defensive rebound by J. Anderson,,82-83,,
0:58.0,K. Koufos misses 2-pt shot from 5 ft (block by J. Nurkic),,82-83,,
0:56.0,,,82-83,,Defensive rebound by J. Nurkic
0:51.0,Shooting block foul by R. Gay (drawn by W. Barton),,82-83,,
0:51.0,,,82-84,1,W. Barton makes free throw 1 of 2
0:51.0,W. Cauley-Stein enters the game for R. Gay,,82-84,,
0:51.0,,,82-85,1,W. Barton makes free throw 2 of 2
0:30.0,J. Anderson misses 2-pt shot from 6 ft,,82-85,,
0:29.0,,,82-85,,Defensive rebound by J. Nurkic
0:10.0,,,82-88,3,G. Harris makes 3-pt shot from 26 ft (assist by W. Barton)
0:02.0,D. Collison makes 2-pt shot from 17 ft,2,84-88,,
0:01.0,,,84-88,,W. Barton misses 3-pt shot from 48 ft
0:00.0,,,84-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,S. Curry misses 3-pt shot from 26 ft,,84-88,,
11:43.0,,,84-88,,Defensive rebound by J. Nurkic
11:37.0,,,84-90,2,D. Augustin makes 2-pt shot from 1 ft
11:25.0,,,84-90,,Violation by J. Nurkic (def goaltending)
11:25.0,D. Collison makes 2-pt shot from 1 ft,2,86-90,,
11:25.0,Shooting foul by D. Augustin (drawn by D. Collison),,86-90,,
11:25.0,D. Collison makes free throw 1 of 1,1,87-90,,
11:09.0,,,87-92,2,J. Nurkic makes 2-pt shot from 4 ft
11:09.0,,,87-92,,Shooting foul by W. Cauley-Stein (drawn by J. Nurkic)
11:09.0,,,87-92,,J. Nurkic misses free throw 1 of 1
11:06.0,Defensive rebound by W. Cauley-Stein,,87-92,,
10:59.0,D. Collison makes 2-pt shot from 2 ft,2,89-92,,
10:59.0,,,89-92,,Denver full timeout
10:59.0,B. McLemore enters the game for S. Curry,,89-92,,
10:39.0,,,89-95,3,A. Toupane makes 3-pt shot from 23 ft (assist by J. Nurkic)
10:18.0,B. McLemore makes 2-pt shot from 6 ft,2,91-95,,
10:00.0,,,91-95,,W. Barton misses 2-pt shot from 5 ft
9:59.0,Defensive rebound by J. Anderson,,91-95,,
9:45.0,,,91-95,,Personal block foul by A. Toupane
9:38.0,W. Cauley-Stein makes 2-pt shot from 16 ft (assist by D. Collison),2,93-95,,
9:23.0,,,93-95,,D. Augustin misses 3-pt shot from 26 ft
9:23.0,Defensive rebound by K. Koufos,,93-95,,
9:05.0,B. McLemore makes 3-pt shot from 23 ft (assist by D. Collison),3,96-95,,
8:48.0,,,96-95,,W. Barton misses 2-pt shot from 9 ft
8:46.0,,,96-95,,Offensive rebound by J. Nurkic
8:46.0,,,96-95,,J. Nurkic misses 2-pt shot at rim
8:45.0,,,96-95,,Offensive rebound by J. Nurkic
8:42.0,,,96-95,,J. Nurkic misses 2-pt shot from 3 ft
8:41.0,Defensive rebound by J. Anderson,,96-95,,
8:33.0,J. Anderson misses 2-pt shot from 2 ft (block by W. Barton),,96-95,,
8:31.0,Offensive rebound by J. Anderson,,96-95,,
8:27.0,B. McLemore makes 3-pt shot from 24 ft (assist by W. Cauley-Stein),3,99-95,,
8:06.0,,,99-95,,Shooting foul by W. Cauley-Stein (drawn by D. Augustin)
8:06.0,,,99-96,1,D. Augustin makes free throw 1 of 2
8:06.0,,,99-97,1,D. Augustin makes free throw 2 of 2
7:52.0,J. Anderson misses 3-pt shot from 24 ft,,99-97,,
7:51.0,,,99-97,,Defensive rebound by J. Lauvergne
7:33.0,,,99-97,,J. Nurkic misses 2-pt shot from 5 ft
7:32.0,Defensive rebound by J. Anderson,,99-97,,
7:18.0,Shooting foul by J. Lauvergne (drawn by D. Collison),,99-97,,
7:18.0,D. Collison makes free throw 1 of 2,1,100-97,,
7:18.0,R. Gay enters the game for J. Anderson,,100-97,,
7:18.0,D. Collison makes free throw 2 of 2,1,101-97,,
6:54.0,,,101-97,,A. Toupane misses 2-pt shot from 8 ft
6:52.0,Defensive rebound by W. Cauley-Stein,,101-97,,
6:43.0,R. Gay misses 2-pt shot from 14 ft,,101-97,,
6:40.0,Offensive rebound by W. Cauley-Stein,,101-97,,
6:40.0,,,101-97,,Violation by J. Lauvergne (def goaltending)
6:40.0,W. Cauley-Stein makes 2-pt shot from 1 ft,2,103-97,,
6:32.0,,,103-97,,W. Barton misses 3-pt shot from 24 ft
6:31.0,Defensive rebound by B. McLemore,,103-97,,
6:08.0,R. Gay makes 2-pt shot from 7 ft,2,105-97,,
6:08.0,,,105-97,,Denver full timeout
6:08.0,,,105-97,,E. Mudiay enters the game for W. Barton
6:08.0,,,105-97,,G. Harris enters the game for J. Nurkic
6:08.0,,,105-97,,N. Jokic enters the game for D. Augustin
5:55.0,,,105-97,,Turnover by E. Mudiay (lost ball; steal by B. McLemore)
5:49.0,Turnover by D. Collison (lost ball; steal by N. Jokic),,105-97,,
5:44.0,,,105-97,,J. Lauvergne misses 2-pt shot from 4 ft
5:40.0,Defensive rebound by K. Koufos,,105-97,,
5:29.0,B. McLemore misses 2-pt shot from 22 ft,,105-97,,
5:27.0,,,105-97,,Defensive rebound by J. Lauvergne
5:21.0,,,105-99,2,A. Toupane makes 2-pt shot from 1 ft (assist by E. Mudiay)
5:00.0,Turnover by D. Collison (bad pass),,105-99,,
