time,Oklahoma City,pts.away,score,pts.home,Sacramento
6:19.0,S. Adams misses 2-pt shot from 2 ft (block by R. Gay),,39-37,,
6:18.0,,,39-37,,Defensive rebound by Q. Acy
6:14.0,,,39-40,3,S. Curry makes 3-pt shot from 25 ft
5:57.0,,,39-40,,Shooting block foul by D. Cousins (drawn by R. Westbrook)
5:57.0,,,39-40,,Sacramento full timeout
5:57.0,K. Durant enters the game for D. Waiters,,39-40,,
5:57.0,,,39-40,,D. Collison enters the game for Q. Acy
5:57.0,R. Westbrook makes free throw 1 of 2,1,40-40,,
5:57.0,R. Westbrook makes free throw 2 of 2,1,41-40,,
5:43.0,,,41-43,3,S. Curry makes 3-pt shot from 23 ft (assist by D. Collison)
5:27.0,R. Westbrook misses 2-pt shot from 11 ft,,41-43,,
5:27.0,,,41-43,,Defensive rebound by D. Cousins
5:20.0,,,41-43,,S. Curry misses 3-pt shot from 24 ft
5:19.0,Defensive rebound by A. Morrow,,41-43,,
5:18.0,,,41-43,,Personal foul by D. Cousins
5:18.0,C. Payne enters the game for R. Westbrook,,41-43,,
5:08.0,K. Durant makes 2-pt shot from 12 ft,2,43-43,,
4:52.0,,,43-43,,S. Curry misses 3-pt shot from 22 ft
4:51.0,,,43-43,,Offensive rebound by D. Cousins
4:47.0,,,43-43,,R. Gay misses 3-pt shot from 25 ft
4:46.0,Defensive rebound by S. Ibaka,,43-43,,
4:36.0,S. Ibaka misses 2-pt shot from 3 ft (block by R. Gay),,43-43,,
4:35.0,,,43-43,,Defensive rebound by R. Gay
4:16.0,,,43-45,2,D. Cousins makes 2-pt shot from 3 ft
4:01.0,,,43-45,,Personal foul by B. McLemore
4:01.0,,,43-45,,W. Cauley-Stein enters the game for B. McLemore
3:49.0,S. Ibaka makes 3-pt shot from 23 ft (assist by K. Durant),3,46-45,,
3:42.0,,,46-47,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by D. Collison)
3:30.0,Shooting foul by D. Cousins (drawn by S. Adams),,46-47,,
3:30.0,A. Roberson enters the game for A. Morrow,,46-47,,
3:30.0,S. Adams misses free throw 1 of 2,,46-47,,
3:30.0,Offensive rebound by Team,,46-47,,
3:30.0,,,46-47,,Q. Acy enters the game for D. Cousins
3:30.0,S. Adams makes free throw 2 of 2,1,47-47,,
3:06.0,,,47-47,,R. Gay misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by C. Payne,,47-47,,
2:53.0,K. Durant misses 3-pt shot from 26 ft,,47-47,,
2:52.0,,,47-47,,Defensive rebound by D. Collison
2:45.0,Personal foul by S. Adams,,47-47,,
2:45.0,Oklahoma City full timeout,,47-47,,
2:45.0,D. Waiters enters the game for S. Ibaka,,47-47,,
2:34.0,,,47-47,,Q. Acy misses 2-pt shot from 19 ft
2:33.0,,,47-47,,Offensive rebound by W. Cauley-Stein
2:32.0,,,47-47,,Shooting foul by A. Roberson (drawn by W. Cauley-Stein)
2:32.0,,,47-47,,W. Cauley-Stein misses free throw 1 of 2
2:32.0,,,47-47,,Offensive rebound by Team
2:32.0,,,47-47,,W. Cauley-Stein misses free throw 2 of 2
2:32.0,,,47-47,,Offensive rebound by Q. Acy
2:12.0,,,47-49,2,Q. Acy makes 2-pt shot at rim (assist by D. Collison)
1:52.0,C. Payne misses 3-pt shot from 25 ft,,47-49,,
1:52.0,Offensive rebound by S. Adams,,47-49,,
1:46.0,Shooting foul by W. Cauley-Stein (drawn by D. Waiters),,47-49,,
1:46.0,D. Waiters misses free throw 1 of 2,,47-49,,
1:46.0,Offensive rebound by Team,,47-49,,
1:46.0,D. Waiters makes free throw 2 of 2,1,48-49,,
1:31.0,,,48-49,,D. Collison misses 2-pt shot from 19 ft
1:29.0,,,48-49,,Offensive rebound by R. Gay
1:27.0,,,48-49,,R. Gay misses 2-pt shot from 4 ft (block by A. Roberson)
1:25.0,,,48-49,,Offensive rebound by Q. Acy
1:23.0,,,48-51,2,Q. Acy makes 2-pt shot at rim
1:13.0,S. Adams misses 2-pt shot at rim,,48-51,,
1:11.0,Offensive rebound by D. Waiters,,48-51,,
1:08.0,K. Durant makes 2-pt shot at rim,2,50-51,,
0:59.0,,,50-51,,Q. Acy misses 3-pt shot from 24 ft
0:58.0,Defensive rebound by A. Roberson,,50-51,,
0:50.0,K. Durant misses 3-pt shot from 25 ft,,50-51,,
0:49.0,,,50-51,,Defensive rebound by Q. Acy
0:42.0,,,50-53,2,R. Gay makes 2-pt shot at rim (assist by D. Collison)
0:29.0,Shooting foul by R. Gay (drawn by K. Durant),,50-53,,
0:29.0,K. Durant makes free throw 1 of 2,1,51-53,,
0:29.0,S. Ibaka enters the game for S. Adams,,51-53,,
0:29.0,K. Durant makes free throw 2 of 2,1,52-53,,
0:14.0,,,52-55,2,D. Collison makes 2-pt shot from 2 ft
0:14.0,,,52-55,,Shooting foul by C. Payne (drawn by D. Collison)
0:14.0,,,52-55,,J. Anderson enters the game for R. Gay
0:14.0,A. Morrow enters the game for A. Roberson,,52-55,,
0:14.0,,,52-56,1,D. Collison makes free throw 1 of 1
0:01.0,K. Durant misses 2-pt shot from 21 ft,,52-56,,
0:00.0,,,52-56,,Defensive rebound by D. Collison
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,R. Westbrook misses 3-pt shot from 22 ft,,52-56,,
11:32.0,,,52-56,,Defensive rebound by D. Cousins
11:28.0,,,52-59,3,D. Collison makes 3-pt shot from 24 ft
11:10.0,,,52-59,,Violation by W. Cauley-Stein (kicked ball)
11:05.0,Turnover by K. Durant (lost ball; steal by D. Cousins),,52-59,,
10:57.0,,,52-61,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by D. Cousins)
10:40.0,K. Durant misses 3-pt shot from 25 ft,,52-61,,
10:39.0,Offensive rebound by S. Ibaka,,52-61,,
10:26.0,S. Ibaka makes 2-pt shot from 19 ft (assist by K. Durant),2,54-61,,
10:08.0,,,54-61,,D. Cousins misses 2-pt shot from 3 ft
10:07.0,Defensive rebound by R. Westbrook,,54-61,,
10:00.0,A. Roberson makes 2-pt shot from 3 ft (assist by R. Westbrook),2,56-61,,
9:42.0,,,56-61,,J. Anderson misses 3-pt shot from 24 ft
9:42.0,Defensive rebound by S. Ibaka,,56-61,,
9:39.0,Offensive foul by S. Adams,,56-61,,
9:39.0,Turnover by S. Adams (offensive foul),,56-61,,
9:22.0,,,56-61,,R. Gay misses 2-pt shot from 8 ft
9:21.0,Defensive rebound by K. Durant,,56-61,,
9:16.0,R. Westbrook makes 2-pt shot from 19 ft (assist by K. Durant),2,58-61,,
9:16.0,Shooting foul by D. Collison (drawn by R. Westbrook),,58-61,,
9:16.0,R. Westbrook makes free throw 1 of 1,1,59-61,,
9:02.0,Violation by R. Westbrook (kicked ball),,59-61,,
8:50.0,,,59-63,2,D. Cousins makes 2-pt shot from 3 ft (assist by D. Collison)
8:31.0,K. Durant misses 3-pt shot from 25 ft,,59-63,,
8:30.0,Offensive rebound by S. Adams,,59-63,,
8:26.0,Shooting foul by D. Cousins (drawn by S. Adams),,59-63,,
8:26.0,S. Adams misses free throw 1 of 2,,59-63,,
8:26.0,Offensive rebound by Team,,59-63,,
8:26.0,S. Adams makes free throw 2 of 2,1,60-63,,
8:12.0,Personal foul by S. Adams,,60-63,,
8:03.0,,,60-63,,D. Cousins misses 2-pt shot from 9 ft (block by S. Adams)
8:00.0,Defensive rebound by S. Adams,,60-63,,
7:54.0,S. Ibaka makes 3-pt shot from 23 ft (assist by R. Westbrook),3,63-63,,
7:48.0,,,63-65,2,J. Anderson makes 2-pt shot from 3 ft (assist by D. Collison)
7:36.0,Turnover by R. Westbrook (lost ball; steal by W. Cauley-Stein),,63-65,,
7:33.0,,,63-67,2,D. Collison makes 2-pt shot at rim (assist by W. Cauley-Stein)
7:21.0,K. Durant misses 2-pt shot from 4 ft (block by D. Cousins),,63-67,,
7:20.0,Offensive rebound by K. Durant,,63-67,,
7:19.0,K. Durant misses 2-pt shot from 1 ft,,63-67,,
7:18.0,,,63-67,,Defensive rebound by R. Gay
7:11.0,,,63-67,,Turnover by D. Collison (lost ball; steal by S. Adams)
7:03.0,K. Durant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,65-67,,
6:46.0,,,65-67,,D. Cousins misses 3-pt shot from 25 ft
6:45.0,,,65-67,,Offensive rebound by W. Cauley-Stein
6:38.0,,,65-70,3,R. Gay makes 3-pt shot from 25 ft (assist by W. Cauley-Stein)
6:28.0,R. Westbrook makes 2-pt shot from 4 ft,2,67-70,,
6:04.0,,,67-70,,D. Cousins misses 2-pt shot from 19 ft
6:03.0,Defensive rebound by S. Ibaka,,67-70,,
5:43.0,S. Ibaka misses 3-pt shot from 24 ft,,67-70,,
5:42.0,,,67-70,,Defensive rebound by R. Gay
5:31.0,,,67-70,,D. Collison misses 2-pt shot from 19 ft
5:30.0,,,67-70,,Offensive rebound by W. Cauley-Stein
5:21.0,,,67-70,,D. Cousins misses 2-pt shot from 10 ft (block by A. Roberson)
5:19.0,Defensive rebound by S. Adams,,67-70,,
5:17.0,R. Westbrook makes 2-pt shot at rim (assist by A. Roberson),2,69-70,,
5:17.0,,,69-70,,Sacramento full timeout
5:17.0,K. Singler enters the game for K. Durant,,69-70,,
5:17.0,E. Kanter enters the game for S. Adams,,69-70,,
5:17.0,,,69-70,,S. Curry enters the game for D. Cousins
5:17.0,,,69-70,,K. Koufos enters the game for J. Anderson
5:02.0,,,69-72,2,R. Gay makes 2-pt shot from 7 ft
5:02.0,,,69-72,,Shooting foul by K. Singler (drawn by R. Gay)
5:02.0,,,69-73,1,R. Gay makes free throw 1 of 1
4:53.0,Turnover by R. Westbrook (lost ball; steal by W. Cauley-Stein),,69-73,,
4:51.0,,,69-73,,Turnover by D. Collison (lost ball; steal by A. Roberson)
4:42.0,Turnover by R. Westbrook (lost ball; steal by W. Cauley-Stein),,69-73,,
4:35.0,,,69-73,,S. Curry misses 3-pt shot from 25 ft
4:33.0,,,69-73,,Offensive rebound by R. Gay
4:27.0,,,69-75,2,D. Collison makes 2-pt shot from 16 ft (assist by K. Koufos)
4:04.0,K. Singler makes 3-pt shot from 25 ft (assist by R. Westbrook),3,72-75,,
3:46.0,Personal foul by A. Roberson,,72-75,,
3:46.0,D. Waiters enters the game for A. Roberson,,72-75,,
3:39.0,,,72-77,2,K. Koufos makes 2-pt shot from 5 ft (assist by S. Curry)
3:18.0,R. Westbrook misses 3-pt shot from 24 ft,,72-77,,
3:17.0,Offensive rebound by S. Ibaka,,72-77,,
3:16.0,Shooting foul by K. Koufos (drawn by S. Ibaka),,72-77,,
3:16.0,S. Ibaka makes free throw 1 of 2,1,73-77,,
3:16.0,S. Ibaka makes free throw 2 of 2,1,74-77,,
2:55.0,,,74-79,2,R. Gay makes 2-pt shot from 16 ft
2:44.0,Shooting foul by R. Gay (drawn by R. Westbrook),,74-79,,
2:44.0,Oklahoma City full timeout,,74-79,,
2:44.0,,,74-79,,B. McLemore enters the game for W. Cauley-Stein
2:44.0,K. Durant enters the game for S. Ibaka,,74-79,,
2:44.0,R. Westbrook makes free throw 1 of 3,1,75-79,,
2:44.0,R. Westbrook makes free throw 2 of 3,1,76-79,,
2:44.0,R. Westbrook makes free throw 3 of 3,1,77-79,,
2:26.0,,,77-81,2,R. Gay makes 2-pt shot from 20 ft
2:11.0,K. Durant makes 3-pt shot from 25 ft (assist by D. Waiters),3,80-81,,
1:55.0,,,80-81,,D. Collison misses 2-pt shot from 5 ft
1:54.0,,,80-81,,Offensive rebound by K. Koufos
1:54.0,,,80-81,,K. Koufos misses 2-pt shot from 2 ft
1:52.0,,,80-81,,Offensive rebound by K. Koufos
1:52.0,,,80-83,2,K. Koufos makes 2-pt shot from 1 ft
1:35.0,,,80-83,,Personal foul by S. Curry
1:35.0,K. Durant misses free throw 1 of 2,,80-83,,
1:35.0,Offensive rebound by Team,,80-83,,
1:35.0,R. Foye enters the game for R. Westbrook,,80-83,,
1:35.0,K. Durant makes free throw 2 of 2,1,81-83,,
1:14.0,,,81-83,,R. Gay misses 2-pt shot from 15 ft
1:13.0,Defensive rebound by E. Kanter,,81-83,,
1:02.0,K. Durant makes 3-pt shot from 25 ft,3,84-83,,
0:41.0,,,84-83,,S. Curry misses 2-pt shot from 6 ft (block by D. Waiters)
0:38.0,Defensive rebound by K. Singler,,84-83,,
0:35.0,Turnover by K. Singler (traveling),,84-83,,
0:31.0,Personal foul by R. Foye,,84-83,,
0:12.0,,,84-83,,B. McLemore misses 3-pt shot from 26 ft
0:11.0,Defensive rebound by D. Waiters,,84-83,,
0:01.0,Turnover by K. Singler (lost ball; steal by R. Gay),,84-83,,
0:00.0,,,84-83,,R. Gay misses 3-pt shot from 44 ft
0:00.0,,,84-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,84-83,,Shooting foul by E. Kanter (drawn by D. Cousins)
11:47.0,,,84-83,,D. Cousins misses free throw 1 of 2
11:47.0,,,84-83,,Offensive rebound by Team
11:47.0,,,84-83,,D. Cousins misses free throw 2 of 2
11:46.0,Defensive rebound by E. Kanter,,84-83,,
11:34.0,K. Durant misses 3-pt shot from 26 ft,,84-83,,
11:34.0,,,84-83,,Defensive rebound by Team
11:24.0,,,84-83,,D. Cousins misses 2-pt shot from 8 ft
11:22.0,Defensive rebound by E. Kanter,,84-83,,
11:12.0,K. Singler misses 3-pt shot from 24 ft,,84-83,,
11:11.0,Offensive rebound by K. Singler,,84-83,,
11:03.0,E. Kanter makes 3-pt shot from 23 ft (assist by D. Waiters),3,87-83,,
10:46.0,,,87-86,3,B. McLemore makes 3-pt shot from 25 ft
10:28.0,Turnover by E. Kanter (lost ball),,87-86,,
10:06.0,,,87-86,,Shooting foul by D. Waiters (drawn by B. McLemore)
10:06.0,,,87-86,,B. McLemore misses free throw 1 of 2
10:06.0,,,87-86,,Offensive rebound by Team
10:06.0,R. Westbrook enters the game for K. Singler,,87-86,,
10:06.0,,,87-87,1,B. McLemore makes free throw 2 of 2
9:59.0,Shooting foul by J. Anderson (drawn by E. Kanter),,87-87,,
9:59.0,E. Kanter misses free throw 1 of 2,,87-87,,
9:59.0,Offensive rebound by Team,,87-87,,
9:59.0,E. Kanter makes free throw 2 of 2,1,88-87,,
9:43.0,,,88-87,,J. Anderson misses 3-pt shot from 23 ft
9:42.0,,,88-87,,Offensive rebound by Q. Acy
9:42.0,Personal foul by R. Foye,,88-87,,
9:37.0,,,88-87,,Turnover by S. Curry (lost ball; steal by E. Kanter)
9:26.0,K. Durant makes 3-pt shot from 25 ft (assist by D. Waiters),3,91-87,,
9:10.0,,,91-90,3,S. Curry makes 3-pt shot from 25 ft (assist by B. McLemore)
8:57.0,K. Durant misses 3-pt shot from 25 ft,,91-90,,
8:57.0,,,91-90,,Defensive rebound by J. Anderson
8:51.0,,,91-92,2,Q. Acy makes 2-pt shot from 3 ft
8:37.0,R. Foye misses 3-pt shot from 22 ft,,91-92,,
8:36.0,,,91-92,,Defensive rebound by D. Cousins
8:20.0,,,91-92,,D. Cousins misses 2-pt shot from 2 ft
8:19.0,Defensive rebound by K. Durant,,91-92,,
8:10.0,K. Durant misses 2-pt shot from 4 ft,,91-92,,
8:10.0,,,91-92,,Defensive rebound by B. McLemore
8:04.0,,,91-92,,Turnover by J. Anderson (offensive goaltending)
8:04.0,Official timeout,,91-92,,
8:04.0,K. Singler enters the game for K. Durant,,91-92,,
7:51.0,R. Foye makes 2-pt shot from 3 ft (assist by R. Westbrook),2,93-92,,
7:22.0,,,93-94,2,D. Cousins makes 2-pt shot from 4 ft (assist by S. Curry)
7:07.0,D. Waiters misses 3-pt shot from 23 ft,,93-94,,
7:06.0,,,93-94,,Defensive rebound by D. Cousins
6:51.0,,,93-94,,B. McLemore misses 2-pt shot from 3 ft (block by K. Singler)
6:51.0,,,93-94,,Offensive rebound by D. Cousins
6:51.0,,,93-94,,D. Cousins misses 2-pt shot from 3 ft
6:50.0,Defensive rebound by E. Kanter,,93-94,,
6:50.0,,,93-94,,Personal foul by Q. Acy
6:50.0,,,93-94,,D. Collison enters the game for J. Anderson
6:50.0,K. Durant enters the game for K. Singler,,93-94,,
6:36.0,Turnover by R. Foye (bad pass),,93-94,,
6:16.0,,,93-94,,S. Curry misses 3-pt shot from 25 ft
6:15.0,Defensive rebound by K. Durant,,93-94,,
6:07.0,R. Foye makes 3-pt shot from 25 ft (assist by D. Waiters),3,96-94,,
5:52.0,,,96-94,,Offensive foul by D. Cousins
5:52.0,,,96-94,,Turnover by D. Cousins (offensive foul)
5:52.0,,,96-94,,Sacramento full timeout
5:52.0,S. Ibaka enters the game for D. Waiters,,96-94,,
5:52.0,,,96-94,,R. Gay enters the game for B. McLemore
5:38.0,S. Ibaka misses 3-pt shot from 23 ft,,96-94,,
5:37.0,,,96-94,,Defensive rebound by Q. Acy
5:15.0,,,96-94,,D. Cousins misses 2-pt shot from 1 ft
5:14.0,,,96-94,,Offensive rebound by D. Cousins
5:14.0,,,96-96,2,D. Cousins makes 2-pt shot from 1 ft
4:47.0,K. Durant makes 2-pt shot from 8 ft,2,98-96,,
4:24.0,,,98-98,2,S. Curry makes 2-pt shot from 2 ft
4:15.0,Shooting foul by R. Gay (drawn by E. Kanter),,98-98,,
4:15.0,E. Kanter makes free throw 1 of 2,1,99-98,,
4:15.0,,,99-98,,K. Koufos enters the game for Q. Acy
4:15.0,E. Kanter misses free throw 2 of 2,,99-98,,
4:14.0,Offensive rebound by Team,,99-98,,
