time,Phoenix,pts.away,score,pts.home,Sacramento
7:53.0,,,9-5,,Offensive rebound by D. Cousins
7:53.0,,,9-7,2,D. Cousins makes 2-pt shot from 2 ft
7:37.0,Turnover by T. Chandler (lost ball; steal by D. Cousins),,9-7,,
7:33.0,,,9-7,,Shooting foul by T. Chandler (drawn by B. McLemore)
7:33.0,,,9-7,,B. McLemore misses free throw 1 of 2
7:33.0,,,9-7,,Offensive rebound by Team
7:33.0,A. Len enters the game for T. Chandler,,9-7,,
7:33.0,,,9-8,1,B. McLemore makes free throw 2 of 2
7:13.0,D. Booker makes 3-pt shot from 24 ft (assist by T. Warren),3,12-8,,
7:04.0,,,12-8,,R. Rondo misses 3-pt shot from 24 ft
7:03.0,Defensive rebound by A. Len,,12-8,,
6:49.0,T. Warren misses 3-pt shot from 23 ft,,12-8,,
6:49.0,,,12-8,,Defensive rebound by R. Gay
6:41.0,,,12-10,2,R. Gay makes 2-pt shot from 19 ft (assist by R. Rondo)
6:27.0,Turnover by A. Len (lost ball),,12-10,,
6:16.0,,,12-12,2,R. Rondo makes 2-pt shot from 2 ft (assist by D. Cousins)
5:57.0,P. Tucker misses 2-pt shot from 22 ft,,12-12,,
5:57.0,,,12-12,,Defensive rebound by O. Casspi
5:49.0,,,12-12,,D. Cousins misses 3-pt shot from 24 ft
5:48.0,Defensive rebound by D. Booker,,12-12,,
5:37.0,T. Warren misses 3-pt shot from 23 ft,,12-12,,
5:36.0,,,12-12,,Defensive rebound by D. Cousins
5:29.0,,,12-12,,Shooting foul by A. Len (drawn by O. Casspi)
5:29.0,,,12-12,,Sacramento full timeout
5:29.0,M. Teletovic enters the game for T. Warren,,12-12,,
5:29.0,,,12-13,1,O. Casspi makes free throw 1 of 2
5:29.0,,,12-14,1,O. Casspi makes free throw 2 of 2
5:15.0,B. Knight misses 3-pt shot from 23 ft,,12-14,,
5:15.0,,,12-14,,Defensive rebound by D. Cousins
5:09.0,,,12-14,,R. Gay misses 2-pt shot from 3 ft (block by P. Tucker)
5:09.0,,,12-14,,Offensive rebound by Team
5:08.0,Violation by D. Booker (kicked ball),,12-14,,
5:08.0,Inbound foul by A. Len,,12-14,,
5:08.0,,,12-15,1,D. Cousins makes free throw 1 of 2
5:08.0,,,12-16,1,D. Cousins makes free throw 2 of 2
4:45.0,P. Tucker misses 3-pt shot from 22 ft,,12-16,,
4:44.0,,,12-16,,Defensive rebound by R. Rondo
4:35.0,,,12-18,2,D. Cousins makes 2-pt shot from 2 ft
4:20.0,A. Len misses 2-pt shot from 4 ft (block by R. Gay),,12-18,,
4:20.0,,,12-18,,Defensive rebound by Team
4:05.0,,,12-20,2,R. Rondo makes 2-pt shot from 4 ft (assist by B. McLemore)
4:04.0,Phoenix full timeout,,12-20,,
3:49.0,B. Knight makes 2-pt shot from 6 ft (assist by M. Teletovic),2,14-20,,
3:30.0,,,14-22,2,D. Cousins makes 2-pt shot from 17 ft (assist by B. McLemore)
3:21.0,,,14-22,,Personal foul by O. Casspi (drawn by B. Knight)
3:21.0,,,14-22,,M. Belinelli enters the game for B. McLemore
3:09.0,M. Teletovic misses 2-pt shot from 17 ft,,14-22,,
3:08.0,,,14-22,,Defensive rebound by R. Rondo
2:54.0,,,14-24,2,D. Cousins makes 2-pt shot at rim (assist by R. Rondo)
2:43.0,,,14-24,,Personal foul by R. Rondo (drawn by B. Knight)
2:43.0,R. Price enters the game for D. Booker,,14-24,,
2:43.0,,,14-24,,D. Collison enters the game for R. Gay
2:38.0,Turnover by R. Price (lost ball),,14-24,,
2:14.0,T. Warren enters the game for P. Tucker,,14-24,,
2:12.0,,,14-24,,M. Belinelli misses 2-pt shot from 7 ft
2:12.0,,,14-24,,Offensive rebound by Team
2:12.0,,,14-24,,Turnover by Team (shot clock)
1:54.0,M. Teletovic misses 2-pt shot from 11 ft,,14-24,,
1:53.0,,,14-24,,Defensive rebound by O. Casspi
1:45.0,,,14-27,3,O. Casspi makes 3-pt shot from 25 ft (assist by R. Rondo)
1:30.0,B. Knight misses 2-pt shot from 20 ft,,14-27,,
1:29.0,,,14-27,,Defensive rebound by D. Cousins
1:17.0,,,14-29,2,D. Cousins makes 2-pt shot from 5 ft
1:04.0,Offensive foul by A. Len,,14-29,,
1:04.0,Turnover by A. Len (offensive foul),,14-29,,
1:04.0,J. Leuer enters the game for A. Len,,14-29,,
0:55.0,,,14-29,,Shooting foul by T. Warren (drawn by M. Belinelli)
0:55.0,,,14-30,1,M. Belinelli makes free throw 1 of 2
0:55.0,,,14-31,1,M. Belinelli makes free throw 2 of 2
0:43.0,T. Warren makes 2-pt shot from 18 ft (assist by R. Price),2,16-31,,
0:27.0,,,16-31,,D. Cousins misses 2-pt shot from 1 ft (block by M. Teletovic)
0:26.0,Defensive rebound by B. Knight,,16-31,,
0:06.0,,,16-31,,Personal foul by D. Collison (drawn by B. Knight)
0:06.0,,,16-31,,R. Gay enters the game for D. Cousins
0:01.0,B. Knight makes 2-pt shot from 3 ft,2,18-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Personal foul by R. Price (drawn by M. Belinelli),,18-31,,
11:43.0,,,18-31,,Turnover by R. Gay (bad pass; steal by D. Booker)
11:41.0,,,18-31,,Flagrant foul type 1 by M. Belinelli (drawn by D. Booker)
11:41.0,D. Booker makes flagrant free throw 1 of 2,1,19-31,,
11:41.0,D. Booker makes flagrant free throw 2 of 2,1,20-31,,
11:31.0,T. Warren makes 2-pt shot from 9 ft,2,22-31,,
11:18.0,,,22-33,2,M. Belinelli makes 2-pt shot from 20 ft (assist by R. Rondo)
11:13.0,Turnover by R. Price (bad pass; steal by R. Gay),,22-33,,
11:07.0,,,22-33,,Turnover by R. Rondo (bad pass; steal by D. Booker)
11:04.0,D. Booker makes 2-pt shot at rim,2,24-33,,
10:50.0,,,24-33,,Shooting foul by J. Leuer (drawn by K. Koufos)
10:50.0,,,24-34,1,K. Koufos makes free throw 1 of 2
10:50.0,,,24-34,,B. McLemore enters the game for R. Rondo
10:50.0,,,24-34,,K. Koufos misses free throw 2 of 2
10:49.0,Defensive rebound by M. Teletovic,,24-34,,
10:37.0,D. Booker misses 3-pt shot from 25 ft,,24-34,,
10:37.0,,,24-34,,Defensive rebound by K. Koufos
10:32.0,,,24-34,,Turnover by B. McLemore (lost ball; steal by J. Leuer)
10:22.0,M. Teletovic makes 3-pt shot from 23 ft (assist by D. Booker),3,27-34,,
10:04.0,Personal foul by T. Warren (drawn by K. Koufos),,27-34,,
9:57.0,,,27-34,,D. Collison misses 3-pt shot from 24 ft
9:56.0,Defensive rebound by Team,,27-34,,
9:44.0,M. Teletovic makes 2-pt shot from 11 ft (assist by R. Price),2,29-34,,
9:34.0,Personal foul by R. Price (drawn by R. Gay),,29-34,,
9:25.0,,,29-34,,R. Gay misses 2-pt shot from 5 ft
9:23.0,Defensive rebound by T. Warren,,29-34,,
9:11.0,,,29-34,,Personal foul by D. Collison (drawn by M. Teletovic)
9:11.0,,,29-34,,Sacramento full timeout
9:09.0,M. Teletovic misses 2-pt shot from 20 ft,,29-34,,
9:08.0,,,29-34,,Defensive rebound by M. Belinelli
8:47.0,,,29-34,,R. Gay misses 2-pt shot from 4 ft (block by R. Price)
8:46.0,Defensive rebound by Team,,29-34,,
8:46.0,,,29-34,,Loose ball foul by K. Koufos (drawn by D. Booker)
8:30.0,R. Price makes 2-pt shot from 19 ft,2,31-34,,
8:19.0,Personal foul by D. Booker (drawn by B. McLemore),,31-34,,
8:19.0,,,31-35,1,B. McLemore makes free throw 1 of 2
8:19.0,,,31-36,1,B. McLemore makes free throw 2 of 2
8:02.0,J. Leuer makes 2-pt shot from 20 ft (assist by D. Booker),2,33-36,,
7:46.0,,,33-36,,D. Collison misses 3-pt shot from 23 ft
7:46.0,Defensive rebound by R. Price,,33-36,,
7:40.0,T. Warren misses 2-pt shot from 18 ft,,33-36,,
7:40.0,,,33-36,,Defensive rebound by K. Koufos
7:31.0,,,33-36,,B. McLemore misses 3-pt shot from 23 ft
7:30.0,Defensive rebound by T. Warren,,33-36,,
7:24.0,T. Warren makes 2-pt shot from 14 ft,2,35-36,,
6:56.0,,,35-39,3,M. Belinelli makes 3-pt shot from 24 ft
6:46.0,J. Leuer misses 3-pt shot from 24 ft,,35-39,,
6:45.0,,,35-39,,Defensive rebound by D. Collison
6:35.0,,,35-39,,Shooting foul by M. Teletovic (drawn by K. Koufos)
6:35.0,,,35-39,,K. Koufos misses free throw 1 of 2
6:35.0,,,35-39,,Offensive rebound by Team
6:35.0,,,35-39,,K. Koufos misses free throw 2 of 2
6:34.0,Defensive rebound by J. Leuer,,35-39,,
6:23.0,M. Teletovic misses 3-pt shot from 25 ft,,35-39,,
6:22.0,,,35-39,,Defensive rebound by B. McLemore
6:07.0,,,35-39,,M. Belinelli misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by J. Leuer,,35-39,,
5:55.0,D. Booker misses 3-pt shot from 23 ft,,35-39,,
5:55.0,Offensive rebound by T. Warren,,35-39,,
5:50.0,T. Warren makes 2-pt shot from 9 ft,2,37-39,,
5:37.0,,,37-42,3,M. Belinelli makes 3-pt shot from 25 ft (assist by D. Collison)
5:13.0,T. Warren makes 2-pt shot from 5 ft (assist by R. Price),2,39-42,,
5:12.0,,,39-42,,Turnover by B. McLemore (bad pass; steal by D. Booker)
5:11.0,Shooting foul by K. Koufos (drawn by D. Booker),,39-42,,
5:11.0,Official timeout,,39-42,,
5:11.0,P. Tucker enters the game for M. Teletovic,,39-42,,
5:11.0,,,39-42,,D. Cousins enters the game for B. McLemore
5:11.0,,,39-42,,R. Rondo enters the game for D. Collison
5:11.0,,,39-42,,O. Casspi enters the game for K. Koufos
5:11.0,D. Booker misses free throw 1 of 2,,39-42,,
5:11.0,Offensive rebound by Team,,39-42,,
5:11.0,D. Booker makes free throw 2 of 2,1,40-42,,
4:59.0,Personal foul by P. Tucker (drawn by D. Cousins),,40-42,,
4:59.0,,,40-43,1,D. Cousins makes free throw 1 of 2
4:59.0,,,40-44,1,D. Cousins makes free throw 2 of 2
4:42.0,J. Leuer makes 3-pt shot from 24 ft (assist by R. Price),3,43-44,,
4:36.0,,,43-46,2,D. Cousins makes 2-pt shot from 2 ft (assist by R. Rondo)
4:36.0,,,43-46,,Shooting foul by P. Tucker (drawn by D. Cousins)
4:36.0,B. Knight enters the game for R. Price,,43-46,,
4:36.0,,,43-46,,D. Cousins misses free throw 1 of 1
4:34.0,Defensive rebound by P. Tucker,,43-46,,
4:30.0,,,43-46,,Personal foul by O. Casspi (drawn by B. Knight)
4:30.0,B. Knight makes free throw 1 of 2,1,44-46,,
4:30.0,B. Knight makes free throw 2 of 2,1,45-46,,
4:13.0,,,45-48,2,R. Gay makes 2-pt shot from 14 ft
4:03.0,B. Knight makes 2-pt shot from 19 ft,2,47-48,,
3:41.0,,,47-48,,M. Belinelli misses 3-pt shot from 24 ft
3:41.0,Defensive rebound by J. Leuer,,47-48,,
3:32.0,Turnover by J. Leuer (bad pass; steal by M. Belinelli),,47-48,,
3:20.0,,,47-48,,R. Rondo misses 2-pt shot from 19 ft
3:19.0,Defensive rebound by Team,,47-48,,
3:19.0,,,47-48,,Loose ball foul by D. Cousins (drawn by J. Leuer)
3:19.0,J. Leuer makes free throw 1 of 2,1,48-48,,
3:19.0,J. Leuer makes free throw 2 of 2,1,49-48,,
3:08.0,,,49-48,,Turnover by R. Rondo (bad pass; steal by B. Knight)
3:04.0,B. Knight makes 2-pt shot from 3 ft,2,51-48,,
3:04.0,Shooting foul by R. Gay (drawn by B. Knight),,51-48,,
3:04.0,,,51-48,,D. Collison enters the game for M. Belinelli
3:04.0,B. Knight misses free throw 1 of 1,,51-48,,
3:03.0,,,51-48,,Defensive rebound by D. Cousins
2:46.0,,,51-50,2,R. Rondo makes 2-pt shot from 2 ft
2:35.0,Turnover by J. Leuer (lost ball; steal by D. Cousins),,51-50,,
2:32.0,,,51-50,,Shooting foul by J. Leuer (drawn by D. Cousins)
2:32.0,Phoenix full timeout,,51-50,,
2:32.0,,,51-50,,J. Anderson enters the game for R. Gay
2:32.0,,,51-51,1,D. Cousins makes free throw 1 of 2
2:32.0,,,51-52,1,D. Cousins makes free throw 2 of 2
2:18.0,T. Warren misses 2-pt shot from 13 ft,,51-52,,
2:18.0,,,51-52,,Defensive rebound by O. Casspi
2:07.0,,,51-52,,Shooting foul by J. Leuer (drawn by D. Cousins)
2:07.0,,,51-53,1,D. Cousins makes free throw 1 of 2
2:07.0,T. Chandler enters the game for J. Leuer,,51-53,,
2:07.0,,,51-54,1,D. Cousins makes free throw 2 of 2
1:55.0,B. Knight misses 2-pt shot from 21 ft,,51-54,,
1:54.0,,,51-54,,Defensive rebound by D. Collison
1:40.0,,,51-54,,O. Casspi misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by T. Chandler,,51-54,,
1:29.0,P. Tucker misses 2-pt shot from 3 ft,,51-54,,
1:29.0,,,51-54,,Defensive rebound by J. Anderson
1:19.0,,,51-57,3,D. Cousins makes 3-pt shot from 25 ft (assist by R. Rondo)
1:05.0,Shooting foul by J. Anderson (drawn by T. Warren),,51-57,,
1:05.0,,,51-57,,Technical foul by Team
1:05.0,B. Knight makes technical free throw,1,52-57,,
1:05.0,T. Warren misses free throw 1 of 2,,52-57,,
1:05.0,Offensive rebound by Team,,52-57,,
1:05.0,T. Warren makes free throw 2 of 2,1,53-57,,
0:52.0,,,53-57,,Turnover by J. Anderson (bad pass; steal by P. Tucker)
0:30.0,T. Warren misses 2-pt shot from 16 ft,,53-57,,
0:30.0,,,53-57,,Defensive rebound by J. Anderson
0:09.0,,,53-57,,Turnover by D. Cousins (traveling)
0:09.0,Phoenix full timeout,,53-57,,
0:09.0,,,53-57,,B. McLemore enters the game for O. Casspi
0:09.0,J. Leuer enters the game for T. Chandler,,53-57,,
0:09.0,,,53-57,,R. Gay enters the game for D. Cousins
0:08.0,Turnover by T. Warren (bad pass; steal by R. Rondo),,53-57,,
0:05.0,,,53-59,2,D. Collison makes 2-pt shot from 2 ft (assist by R. Rondo)
0:02.0,T. Warren misses 3-pt shot from 30 ft,,53-59,,
0:01.0,,,53-59,,Defensive rebound by J. Anderson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,53-61,2,R. Gay makes 2-pt shot from 8 ft
11:23.0,B. Knight misses 2-pt shot from 3 ft,,53-61,,
11:23.0,,,53-61,,Defensive rebound by D. Cousins
11:14.0,,,53-61,,Turnover by R. Gay (bad pass; steal by T. Chandler)
10:53.0,B. Knight makes 2-pt shot from 22 ft (assist by T. Warren),2,55-61,,
10:44.0,,,55-63,2,D. Cousins makes 2-pt shot from 19 ft (assist by R. Rondo)
10:25.0,T. Warren makes 2-pt shot from 12 ft (assist by T. Chandler),2,57-63,,
10:14.0,,,57-63,,R. Gay misses 2-pt shot from 4 ft (block by P. Tucker)
10:12.0,Defensive rebound by B. Knight,,57-63,,
10:10.0,T. Warren makes 2-pt shot at rim (assist by B. Knight),2,59-63,,
9:52.0,,,59-63,,R. Gay misses 3-pt shot from 23 ft
9:50.0,Defensive rebound by B. Knight,,59-63,,
9:35.0,T. Chandler makes 2-pt shot from 2 ft (assist by B. Knight),2,61-63,,
9:35.0,Shooting foul by B. McLemore (drawn by T. Chandler),,61-63,,
9:35.0,T. Chandler makes free throw 1 of 1,1,62-63,,
9:22.0,,,62-63,,Turnover by B. McLemore (bad pass)
9:16.0,B. Knight makes 2-pt shot from 3 ft,2,64-63,,
9:11.0,,,64-63,,Sacramento full timeout
9:00.0,,,64-65,2,R. Gay makes 2-pt shot from 2 ft (assist by R. Rondo)
8:39.0,Shooting foul by O. Casspi (drawn by P. Tucker),,64-65,,
8:39.0,,,64-65,,Technical foul by O. Casspi (drawn by P. Tucker)
8:39.0,B. Knight makes technical free throw,1,65-65,,
8:39.0,P. Tucker makes free throw 1 of 2,1,66-65,,
8:39.0,P. Tucker makes free throw 2 of 2,1,67-65,,
8:29.0,Personal foul by T. Chandler (drawn by D. Cousins),,67-65,,
8:22.0,,,67-65,,O. Casspi misses 3-pt shot from 25 ft
8:21.0,,,67-65,,Offensive rebound by R. Rondo
8:16.0,,,67-67,2,R. Gay makes 2-pt shot from 3 ft (assist by R. Rondo)
8:03.0,T. Warren makes 2-pt shot from 21 ft,2,69-67,,
7:59.0,Personal foul by T. Warren (drawn by D. Cousins),,69-67,,
7:51.0,,,69-67,,Turnover by B. McLemore (3 sec)
7:46.0,,,69-67,,Personal foul by D. Cousins (drawn by B. Knight)
7:36.0,T. Chandler makes 2-pt shot at rim (assist by T. Warren),2,71-67,,
7:21.0,,,71-69,2,R. Rondo makes 2-pt shot from 2 ft
7:12.0,B. Knight misses 2-pt shot from 12 ft,,71-69,,
7:11.0,,,71-69,,Defensive rebound by O. Casspi
7:06.0,,,71-69,,Shooting foul by D. Booker (drawn by R. Rondo)
7:06.0,,,71-70,1,R. Rondo makes free throw 1 of 2
7:06.0,,,71-70,,D. Collison enters the game for B. McLemore
7:06.0,,,71-71,1,R. Rondo makes free throw 2 of 2
6:56.0,Turnover by T. Warren (lost ball; steal by O. Casspi),,71-71,,
6:53.0,,,71-73,2,R. Gay makes 2-pt shot at rim (assist by O. Casspi)
6:29.0,T. Warren misses 3-pt shot from 22 ft,,71-73,,
6:29.0,,,71-73,,Defensive rebound by R. Gay
6:25.0,,,71-73,,D. Collison misses 2-pt shot from 1 ft (block by P. Tucker)
6:23.0,,,71-73,,Offensive rebound by D. Cousins
6:23.0,,,71-75,2,D. Cousins makes 2-pt shot from 2 ft
6:23.0,Phoenix full timeout,,71-75,,
6:15.0,,,71-75,,Personal foul by R. Rondo (drawn by D. Booker)
6:03.0,Turnover by T. Warren (bad pass),,71-75,,
6:03.0,Loose ball foul by T. Chandler (drawn by R. Gay),,71-75,,
6:03.0,Technical foul by T. Chandler (drawn by R. Gay),,71-75,,
6:03.0,,,71-76,1,D. Collison makes technical free throw
6:03.0,R. Price enters the game for T. Chandler,,71-76,,
6:03.0,J. Leuer enters the game for D. Booker,,71-76,,
5:39.0,,,71-79,3,R. Rondo makes 3-pt shot from 23 ft (assist by D. Collison)
5:26.0,R. Price makes 3-pt shot from 23 ft (assist by P. Tucker),3,74-79,,
5:19.0,,,74-79,,Turnover by D. Collison (palming)
5:14.0,B. Knight misses 2-pt shot from 4 ft,,74-79,,
5:13.0,,,74-79,,Defensive rebound by R. Rondo
5:01.0,,,74-81,2,D. Cousins makes 2-pt shot from 14 ft
4:49.0,T. Warren makes 2-pt shot from 20 ft (assist by J. Leuer),2,76-81,,
4:37.0,Personal foul by R. Price (drawn by D. Cousins),,76-81,,
4:37.0,,,76-81,,D. Cousins misses free throw 1 of 2
4:37.0,,,76-81,,Offensive rebound by Team
4:37.0,,,76-81,,M. Belinelli enters the game for R. Gay
4:37.0,,,76-82,1,D. Cousins makes free throw 2 of 2
4:21.0,R. Price makes 3-pt shot from 25 ft,3,79-82,,
4:07.0,,,79-84,2,R. Rondo makes 2-pt shot from 2 ft
3:59.0,,,79-84,,Personal foul by D. Cousins (drawn by J. Leuer)
3:59.0,J. Leuer makes free throw 1 of 2,1,80-84,,
3:59.0,J. Leuer makes free throw 2 of 2,1,81-84,,
3:45.0,,,81-86,2,M. Belinelli makes 2-pt shot from 19 ft (assist by R. Rondo)
3:37.0,T. Warren misses 2-pt shot from 5 ft,,81-86,,
3:36.0,,,81-86,,Defensive rebound by D. Cousins
3:20.0,,,81-88,2,O. Casspi makes 2-pt shot from 8 ft
3:20.0,,,81-88,,Shooting foul by J. Leuer (drawn by O. Casspi)
3:20.0,,,81-89,1,O. Casspi makes free throw 1 of 1
3:09.0,J. Leuer misses 3-pt shot from 24 ft,,81-89,,
3:08.0,,,81-89,,Defensive rebound by O. Casspi
3:03.0,,,81-91,2,D. Cousins makes 2-pt shot from 2 ft (assist by R. Rondo)
2:52.0,J. Leuer makes 2-pt shot at rim (assist by R. Price),2,83-91,,
2:28.0,,,83-91,,Shooting foul by B. Knight (drawn by D. Collison)
2:28.0,,,83-92,1,D. Collison makes free throw 1 of 3
2:28.0,,,83-93,1,D. Collison makes free throw 2 of 3
2:28.0,D. Booker enters the game for P. Tucker,,83-93,,
2:28.0,M. Teletovic enters the game for B. Knight,,83-93,,
2:28.0,,,83-94,1,D. Collison makes free throw 3 of 3
2:09.0,,,83-94,,Personal foul by M. Belinelli (drawn by R. Price)
2:09.0,R. Price makes free throw 1 of 2,1,84-94,,
2:09.0,R. Price makes free throw 2 of 2,1,85-94,,
1:56.0,,,85-96,2,M. Belinelli makes 2-pt shot from 20 ft (assist by R. Rondo)
1:56.0,,,85-96,,Shooting foul by T. Warren (drawn by M. Belinelli)
1:56.0,,,85-96,,K. Koufos enters the game for D. Cousins
1:56.0,,,85-97,1,M. Belinelli makes free throw 1 of 1
1:42.0,J. Leuer misses 2-pt shot from 6 ft,,85-97,,
1:42.0,,,85-97,,Defensive rebound by R. Rondo
1:22.0,,,85-99,2,M. Belinelli makes 2-pt shot from 21 ft (assist by R. Rondo)
1:05.0,R. Price misses 2-pt shot from 17 ft,,85-99,,
1:04.0,,,85-99,,Defensive rebound by K. Koufos
1:00.0,,,85-99,,R. Rondo misses 2-pt shot from 2 ft
0:59.0,Defensive rebound by J. Leuer,,85-99,,
0:52.0,D. Booker makes 2-pt shot from 1 ft,2,87-99,,
0:45.0,,,87-101,2,K. Koufos makes 2-pt shot at rim (assist by R. Rondo)
0:36.0,Turnover by J. Leuer (lost ball),,87-101,,
0:30.0,,,87-103,2,D. Collison makes 2-pt shot from 19 ft
0:15.0,R. Price misses 3-pt shot from 25 ft,,87-103,,
0:15.0,,,87-103,,Defensive rebound by K. Koufos
0:02.0,,,87-103,,R. Rondo misses 2-pt shot from 3 ft (block by J. Leuer)
0:01.0,,,87-103,,Offensive rebound by O. Casspi
0:01.0,,,87-103,,O. Casspi misses 2-pt shot from 2 ft
0:00.0,,,87-103,,Offensive rebound by K. Koufos
0:00.0,Violation by Team (delay of game),,87-103,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:33.0,D. Booker misses 3-pt shot from 25 ft,,87-103,,
11:32.0,,,87-103,,Defensive rebound by K. Koufos
11:22.0,,,87-105,2,K. Koufos makes 2-pt shot from 5 ft (assist by D. Collison)
11:11.0,D. Booker makes 2-pt shot from 2 ft (assist by P. Tucker),2,89-105,,
10:57.0,,,89-105,,M. Belinelli misses 3-pt shot from 27 ft
10:55.0,Defensive rebound by B. Knight,,89-105,,
10:46.0,T. Warren misses 2-pt shot from 14 ft,,89-105,,
10:45.0,,,89-105,,Defensive rebound by M. Belinelli
10:30.0,,,89-107,2,D. Collison makes 2-pt shot from 19 ft
10:20.0,Turnover by D. Booker (bad pass; steal by R. Gay),,89-107,,
10:15.0,,,89-109,2,J. Anderson makes 2-pt shot from 2 ft (assist by R. Gay)
9:54.0,B. Knight makes 2-pt shot from 19 ft,2,91-109,,
9:39.0,,,91-109,,R. Gay misses 2-pt shot from 6 ft (block by M. Teletovic)
9:37.0,Defensive rebound by T. Warren,,91-109,,
9:27.0,D. Booker makes 2-pt shot from 21 ft (assist by T. Warren),2,93-109,,
9:09.0,,,93-112,3,J. Anderson makes 3-pt shot from 24 ft (assist by D. Collison)
8:54.0,B. Knight misses 3-pt shot from 25 ft,,93-112,,
8:53.0,,,93-112,,Defensive rebound by K. Koufos
8:40.0,,,93-115,3,D. Collison makes 3-pt shot from 24 ft
8:20.0,,,93-115,,Personal foul by D. Collison (drawn by B. Knight)
8:20.0,Official timeout,,93-115,,
8:20.0,A. Goodwin enters the game for P. Tucker,,93-115,,
8:20.0,S. Weems enters the game for T. Warren,,93-115,,
8:10.0,A. Goodwin misses 2-pt shot from 5 ft (block by K. Koufos),,93-115,,
8:08.0,,,93-115,,Defensive rebound by R. Gay
8:00.0,Personal foul by A. Goodwin (drawn by K. Koufos),,93-115,,
7:54.0,,,93-117,2,R. Gay makes 2-pt shot from 6 ft
7:37.0,B. Knight makes 3-pt shot from 23 ft (assist by A. Goodwin),3,96-117,,
7:15.0,,,96-120,3,D. Collison makes 3-pt shot from 25 ft (assist by R. Gay)
7:04.0,S. Weems makes 3-pt shot from 23 ft (assist by B. Knight),3,99-120,,
6:56.0,,,99-122,2,K. Koufos makes 2-pt shot from 5 ft (assist by D. Collison)
6:56.0,,,99-122,,Shooting foul by M. Teletovic (drawn by K. Koufos)
6:56.0,,,99-123,1,K. Koufos makes free throw 1 of 1
6:48.0,M. Teletovic makes 2-pt shot from 2 ft (assist by B. Knight),2,101-123,,
6:31.0,,,101-123,,Turnover by K. Koufos (lost ball; steal by D. Booker)
6:26.0,M. Teletovic makes 2-pt shot from 2 ft (assist by D. Booker),2,103-123,,
6:07.0,,,103-125,2,R. Gay makes 2-pt shot from 10 ft
5:53.0,Turnover by S. Weems (bad pass),,103-125,,
5:53.0,,,103-125,,Sacramento full timeout
5:53.0,B. Cotton enters the game for B. Knight,,103-125,,
5:40.0,Personal foul by S. Weems (drawn by R. Gay),,103-125,,
5:40.0,,,103-125,,S. Curry enters the game for K. Koufos
5:34.0,,,103-127,2,M. Belinelli makes 2-pt shot from 22 ft (assist by D. Collison)
5:22.0,A. Goodwin makes 2-pt shot from 1 ft,2,105-127,,
5:09.0,,,105-127,,R. Gay misses 3-pt shot from 24 ft
5:08.0,,,105-127,,Offensive rebound by S. Curry
