time,Dallas,pts.away,score,pts.home,Golden State
1:12.0,D. Williams misses 3-pt shot from 25 ft,,74-90,,
1:11.0,,,74-90,,Defensive rebound by Team
1:09.0,Personal take foul by J. Barea,,74-90,,
1:09.0,,,74-91,1,A. Iguodala makes free throw 1 of 2
1:09.0,,,74-92,1,A. Iguodala makes free throw 2 of 2
0:59.0,W. Matthews misses 2-pt shot from 7 ft,,74-92,,
0:58.0,Offensive rebound by D. Powell,,74-92,,
0:58.0,D. Powell makes 2-pt shot from 4 ft,2,76-92,,
0:58.0,Shooting foul by A. Iguodala (drawn by D. Powell),,76-92,,
0:58.0,D. Powell makes free throw 1 of 1,1,77-92,,
0:34.0,,,77-95,3,B. Rush makes 3-pt shot from 26 ft (assist by A. Iguodala)
0:16.0,W. Matthews misses 3-pt shot from 27 ft,,77-95,,
0:15.0,Offensive rebound by C. Villanueva,,77-95,,
0:03.0,,,77-95,,Violation by D. Green (kicked ball)
0:01.0,C. Villanueva misses 3-pt shot from 24 ft,,77-95,,
0:00.0,Offensive rebound by Team,,77-95,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,77-95,,B. Rush misses 3-pt shot from 26 ft
11:46.0,Defensive rebound by J. Barea,,77-95,,
11:28.0,C. Villanueva makes 2-pt shot from 10 ft,2,79-95,,
11:01.0,,,79-95,,M. Speights misses 2-pt shot from 14 ft
11:00.0,Defensive rebound by C. Villanueva,,79-95,,
10:53.0,C. Parsons misses 3-pt shot from 24 ft,,79-95,,
10:52.0,,,79-95,,Defensive rebound by M. Speights
10:32.0,,,79-95,,A. Iguodala misses 2-pt shot from 10 ft
10:32.0,,,79-95,,Offensive rebound by M. Speights
10:31.0,,,79-95,,M. Speights misses 2-pt shot from 1 ft
10:30.0,,,79-95,,Offensive rebound by M. Speights
10:30.0,,,79-95,,M. Speights misses 2-pt shot from 1 ft
10:30.0,,,79-95,,Offensive rebound by Team
10:21.0,,,79-95,,Turnover by M. Speights (traveling)
9:57.0,R. Felton misses 3-pt shot from 25 ft,,79-95,,
9:57.0,Offensive rebound by R. Felton,,79-95,,
9:56.0,,,79-95,,Personal foul by L. Barbosa (drawn by R. Felton)
9:41.0,C. Parsons makes 2-pt shot from 9 ft (assist by R. Felton),2,81-95,,
9:19.0,Personal foul by D. Powell (drawn by M. Speights),,81-95,,
9:19.0,,,81-95,,Golden State full timeout
9:11.0,,,81-97,2,M. Speights makes 2-pt shot at rim (assist by A. Iguodala)
8:56.0,C. Parsons misses 2-pt shot from 13 ft,,81-97,,
8:56.0,,,81-97,,Defensive rebound by A. Iguodala
8:51.0,,,81-97,,A. Iguodala misses 2-pt shot from 2 ft
8:51.0,,,81-97,,Offensive rebound by Team
8:51.0,Loose ball foul by C. Parsons (drawn by S. Livingston),,81-97,,
8:51.0,,,81-97,,K. Thompson enters the game for L. Barbosa
8:47.0,,,81-97,,M. Speights misses 2-pt shot from 16 ft
8:45.0,Defensive rebound by C. Villanueva,,81-97,,
8:33.0,J. Barea misses 2-pt shot from 11 ft,,81-97,,
8:33.0,,,81-97,,Defensive rebound by Team
8:33.0,Loose ball foul by D. Powell (drawn by M. Speights),,81-97,,
8:17.0,,,81-99,2,K. Thompson makes 2-pt shot from 1 ft (assist by M. Speights)
8:04.0,J. Barea makes 2-pt shot from 15 ft,2,83-99,,
7:42.0,,,83-101,2,M. Speights makes 2-pt shot from 3 ft (assist by A. Iguodala)
7:25.0,C. Villanueva makes 3-pt shot from 27 ft,3,86-101,,
7:18.0,Personal foul by J. Barea,,86-101,,
7:11.0,,,86-101,,A. Iguodala misses 3-pt shot from 22 ft
7:10.0,Defensive rebound by C. Villanueva,,86-101,,
6:56.0,R. Felton makes 2-pt shot from 2 ft,2,88-101,,
6:56.0,Shooting foul by B. Rush (drawn by R. Felton),,88-101,,
6:56.0,,,88-101,,D. Green enters the game for M. Speights
6:56.0,,,88-101,,H. Barnes enters the game for A. Iguodala
6:56.0,R. Felton misses free throw 1 of 1,,88-101,,
6:51.0,,,88-101,,Defensive rebound by D. Green
6:35.0,,,88-103,2,K. Thompson makes 2-pt shot from 12 ft (assist by S. Livingston)
6:13.0,J. Barea makes 2-pt shot from 12 ft,2,90-103,,
6:06.0,,,90-105,2,S. Livingston makes 2-pt shot from 2 ft
5:43.0,,,90-105,,Personal foul by S. Livingston (drawn by D. Powell)
5:43.0,Official timeout,,90-105,,
5:43.0,W. Matthews enters the game for C. Parsons,,90-105,,
5:43.0,,,90-105,,S. Curry enters the game for B. Rush
5:32.0,W. Matthews makes 3-pt shot from 26 ft (assist by D. Powell),3,93-105,,
5:17.0,Personal foul by W. Matthews (drawn by K. Thompson),,93-105,,
5:17.0,,,93-106,1,K. Thompson makes free throw 1 of 2
5:17.0,,,93-107,1,K. Thompson makes free throw 2 of 2
5:06.0,,,93-107,,Personal foul by D. Green (drawn by D. Powell)
5:00.0,C. Villanueva misses 3-pt shot from 26 ft,,93-107,,
4:59.0,,,93-107,,Defensive rebound by S. Livingston
4:49.0,Personal foul by J. Barea,,93-107,,
4:49.0,,,93-108,1,H. Barnes makes free throw 1 of 2
4:49.0,,,93-109,1,H. Barnes makes free throw 2 of 2
4:42.0,J. Barea makes 2-pt shot from 1 ft (assist by W. Matthews),2,95-109,,
4:26.0,,,95-111,2,S. Livingston makes 2-pt shot from 10 ft
4:10.0,W. Matthews misses 3-pt shot from 25 ft,,95-111,,
4:10.0,,,95-111,,Defensive rebound by D. Green
4:00.0,,,95-111,,I. Clark enters the game for S. Livingston
4:00.0,J. Jenkins enters the game for W. Matthews,,95-111,,
4:00.0,J. Anderson enters the game for R. Felton,,95-111,,
4:00.0,J. Evans enters the game for D. Powell,,95-111,,
3:56.0,,,95-114,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry)
3:41.0,J. Barea makes 2-pt shot from 1 ft,2,97-114,,
3:28.0,,,97-114,,Turnover by D. Green (offensive foul)
3:28.0,,,97-114,,Offensive foul by D. Green
3:28.0,,,97-114,,J. Thompson enters the game for D. Green
3:19.0,J. Evans makes 2-pt shot at rim (assist by J. Barea),2,99-114,,
3:19.0,Shooting foul by I. Clark (drawn by J. Evans),,99-114,,
3:19.0,J. Evans misses free throw 1 of 1,,99-114,,
3:15.0,,,99-114,,Defensive rebound by J. Thompson
3:07.0,,,99-117,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
2:55.0,J. Jenkins misses 3-pt shot from 25 ft,,99-117,,
2:55.0,,,99-117,,Defensive rebound by K. Thompson
2:45.0,,,99-119,2,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry)
2:45.0,Dallas full timeout,,99-119,,
2:45.0,,,99-119,,K. Looney enters the game for H. Barnes
2:45.0,,,99-119,,L. Barbosa enters the game for K. Thompson
2:45.0,,,99-119,,B. Rush enters the game for S. Curry
2:34.0,J. Jenkins misses 2-pt shot from 10 ft,,99-119,,
2:34.0,,,99-119,,Defensive rebound by K. Looney
2:16.0,,,99-121,2,K. Looney makes 2-pt shot from 14 ft
1:58.0,J. Anderson makes 2-pt shot from 18 ft (assist by J. Barea),2,101-121,,
1:39.0,,,101-123,2,J. Thompson makes 2-pt shot from 12 ft
1:24.0,C. Villanueva misses 2-pt shot from 7 ft,,101-123,,
1:24.0,Offensive rebound by J. Anderson,,101-123,,
1:24.0,J. Anderson makes 2-pt shot at rim,2,103-123,,
1:00.0,,,103-125,2,J. Thompson makes 2-pt shot from 13 ft (assist by I. Clark)
0:51.0,J. Evans makes 2-pt shot at rim (assist by J. Barea),2,105-125,,
0:33.0,,,105-127,2,J. Thompson makes 2-pt shot from 9 ft (assist by L. Barbosa)
0:22.0,C. Villanueva misses 3-pt shot from 24 ft,,105-127,,
0:22.0,Offensive rebound by J. Evans,,105-127,,
0:21.0,,,105-127,,Personal foul by I. Clark (drawn by J. Evans)
0:21.0,J. Evans makes free throw 1 of 2,1,106-127,,
0:21.0,J. Evans makes free throw 2 of 2,1,107-127,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
