time,Atlanta,pts.away,score,pts.home,Cleveland
5:22.0,P. Millsap misses 2-pt shot from 8 ft,,11-20,,
5:21.0,Offensive rebound by P. Millsap,,11-20,,
5:17.0,P. Millsap makes 2-pt shot from 2 ft,2,13-20,,
4:53.0,,,13-20,,K. Love misses 2-pt shot from 2 ft (block by P. Millsap)
4:51.0,Defensive rebound by T. Sefolosha,,13-20,,
4:49.0,J. Teague makes 2-pt shot at rim,2,15-20,,
4:49.0,,,15-20,,Cleveland full timeout
4:49.0,K. Bazemore enters the game for K. Korver,,15-20,,
4:37.0,,,15-22,2,K. Irving makes 2-pt shot from 18 ft (assist by L. James)
4:16.0,,,15-22,,Personal foul by L. James
4:16.0,D. Schroder enters the game for J. Teague,,15-22,,
4:16.0,,,15-22,,I. Shumpert enters the game for L. James
4:07.0,P. Millsap misses 2-pt shot from 14 ft,,15-22,,
4:06.0,Offensive rebound by P. Millsap,,15-22,,
4:01.0,D. Schroder misses 3-pt shot from 26 ft,,15-22,,
4:01.0,,,15-22,,Defensive rebound by T. Thompson
3:52.0,,,15-22,,K. Irving misses 3-pt shot from 26 ft
3:51.0,Defensive rebound by Team,,15-22,,
3:51.0,A. Horford enters the game for P. Millsap,,15-22,,
3:44.0,,,15-22,,Personal foul by K. Irving
3:44.0,T. Hardaway enters the game for T. Sefolosha,,15-22,,
3:44.0,,,15-22,,M. Dellavedova enters the game for K. Irving
3:35.0,M. Scott makes 2-pt shot from 8 ft (assist by D. Schroder),2,17-22,,
3:13.0,,,17-22,,I. Shumpert misses 2-pt shot from 9 ft
3:10.0,Defensive rebound by M. Scott,,17-22,,
2:55.0,A. Horford misses 2-pt shot from 10 ft,,17-22,,
2:53.0,,,17-22,,Defensive rebound by K. Love
2:46.0,,,17-22,,M. Dellavedova misses 2-pt shot from 9 ft
2:44.0,Defensive rebound by M. Scott,,17-22,,
2:40.0,K. Bazemore misses 3-pt shot from 26 ft,,17-22,,
2:38.0,,,17-22,,Defensive rebound by T. Thompson
2:17.0,,,17-22,,K. Love misses 2-pt shot from 8 ft
2:14.0,Defensive rebound by M. Scott,,17-22,,
2:05.0,T. Hardaway misses 3-pt shot from 26 ft,,17-22,,
2:04.0,,,17-22,,Defensive rebound by K. Love
1:44.0,Personal foul by D. Schroder,,17-22,,
1:44.0,,,17-22,,C. Frye enters the game for K. Love
1:37.0,,,17-24,2,T. Thompson makes 2-pt shot at rim (assist by J. Smith)
1:28.0,,,17-24,,Personal foul by I. Shumpert
1:18.0,D. Schroder makes 2-pt shot from 1 ft,2,19-24,,
1:05.0,,,19-27,3,J. Smith makes 3-pt shot from 26 ft (assist by T. Thompson)
0:53.0,D. Schroder misses 2-pt shot from 18 ft,,19-27,,
0:52.0,,,19-27,,Defensive rebound by I. Shumpert
0:32.0,,,19-27,,C. Frye misses 2-pt shot from 17 ft
0:32.0,Defensive rebound by K. Bazemore,,19-27,,
0:09.0,T. Hardaway misses 2-pt shot from 6 ft,,19-27,,
0:07.0,,,19-27,,Defensive rebound by T. Thompson
0:03.0,,,19-30,3,C. Frye makes 3-pt shot from 27 ft (assist by M. Dellavedova)
0:00.0,K. Bazemore misses 3-pt shot from 42 ft,,19-30,,
0:00.0,Offensive rebound by Team,,19-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Shooting foul by C. Frye (drawn by P. Millsap),,19-30,,
11:43.0,P. Millsap makes free throw 1 of 2,1,20-30,,
11:43.0,P. Millsap misses free throw 2 of 2,,20-30,,
11:42.0,,,20-30,,Defensive rebound by R. Jefferson
11:22.0,,,20-32,2,L. James makes 2-pt shot from 1 ft (assist by M. Dellavedova)
11:03.0,T. Hardaway misses 2-pt shot from 7 ft,,20-32,,
11:02.0,Offensive rebound by P. Millsap,,20-32,,
11:02.0,P. Millsap misses 2-pt shot from 1 ft,,20-32,,
11:01.0,Offensive rebound by P. Millsap,,20-32,,
10:55.0,T. Hardaway misses 3-pt shot from 26 ft,,20-32,,
10:55.0,,,20-32,,Defensive rebound by R. Jefferson
10:47.0,,,20-32,,C. Frye misses 3-pt shot from 24 ft
10:47.0,Defensive rebound by K. Korver,,20-32,,
10:37.0,Shooting foul by M. Dellavedova (drawn by D. Schroder),,20-32,,
10:37.0,D. Schroder makes free throw 1 of 2,1,21-32,,
10:37.0,J. Teague enters the game for T. Hardaway,,21-32,,
10:37.0,D. Schroder makes free throw 2 of 2,1,22-32,,
10:21.0,,,22-32,,Turnover by L. James (lost ball; steal by A. Horford)
10:06.0,D. Schroder misses 2-pt shot from 5 ft (block by C. Frye),,22-32,,
10:06.0,Offensive rebound by Team,,22-32,,
10:00.0,D. Schroder misses 3-pt shot from 26 ft,,22-32,,
10:00.0,,,22-32,,Defensive rebound by L. James
9:38.0,,,22-35,3,R. Jefferson makes 3-pt shot from 25 ft (assist by L. James)
9:22.0,D. Schroder makes 3-pt shot from 25 ft (assist by J. Teague),3,25-35,,
9:03.0,,,25-35,,M. Dellavedova misses 3-pt shot from 24 ft
9:02.0,Defensive rebound by K. Korver,,25-35,,
8:49.0,A. Horford misses 2-pt shot from 9 ft,,25-35,,
8:47.0,,,25-35,,Defensive rebound by L. James
8:29.0,Personal foul by K. Korver,,25-35,,
8:29.0,Official timeout,,25-35,,
8:29.0,M. Muscala enters the game for A. Horford,,25-35,,
8:29.0,,,25-35,,K. Irving enters the game for M. Dellavedova
8:14.0,,,25-35,,C. Frye misses 3-pt shot from 24 ft
8:14.0,Defensive rebound by K. Korver,,25-35,,
8:01.0,J. Teague misses 3-pt shot from 27 ft,,25-35,,
8:00.0,Offensive rebound by D. Schroder,,25-35,,
7:54.0,,,25-35,,Personal foul by I. Shumpert
7:54.0,,,25-35,,K. Love enters the game for C. Frye
7:54.0,,,25-35,,T. Thompson enters the game for I. Shumpert
7:46.0,Shooting foul by T. Thompson (drawn by P. Millsap),,25-35,,
7:46.0,P. Millsap makes free throw 1 of 2,1,26-35,,
7:46.0,T. Sefolosha enters the game for D. Schroder,,26-35,,
7:46.0,P. Millsap makes free throw 2 of 2,1,27-35,,
7:36.0,Personal block foul by T. Sefolosha,,27-35,,
7:31.0,Personal foul by J. Teague,,27-35,,
7:22.0,,,27-38,3,K. Love makes 3-pt shot from 26 ft (assist by K. Irving)
6:56.0,T. Sefolosha misses 3-pt shot from 23 ft,,27-38,,
6:56.0,Offensive rebound by M. Muscala,,27-38,,
6:46.0,T. Sefolosha makes 2-pt shot from 15 ft (assist by P. Millsap),2,29-38,,
6:20.0,,,29-41,3,R. Jefferson makes 3-pt shot from 24 ft (assist by L. James)
6:14.0,,,29-41,,Personal block foul by K. Love
6:14.0,J. Teague makes free throw 1 of 2,1,30-41,,
6:14.0,K. Bazemore enters the game for K. Korver,,30-41,,
6:14.0,J. Teague makes free throw 2 of 2,1,31-41,,
5:55.0,,,31-41,,K. Irving misses 2-pt shot from 16 ft
5:53.0,Defensive rebound by M. Muscala,,31-41,,
5:47.0,J. Teague misses 3-pt shot from 26 ft,,31-41,,
5:46.0,,,31-41,,Defensive rebound by R. Jefferson
5:41.0,,,31-41,,L. James misses 2-pt shot from 1 ft
5:39.0,Defensive rebound by P. Millsap,,31-41,,
5:33.0,K. Bazemore misses 3-pt shot from 24 ft,,31-41,,
5:32.0,,,31-41,,Defensive rebound by T. Thompson
5:27.0,,,31-43,2,R. Jefferson makes 2-pt shot at rim (assist by L. James)
5:12.0,P. Millsap misses 3-pt shot from 25 ft,,31-43,,
5:12.0,,,31-43,,Defensive rebound by T. Thompson
4:58.0,,,31-43,,K. Love misses 3-pt shot from 25 ft
4:57.0,Defensive rebound by K. Bazemore,,31-43,,
4:51.0,P. Millsap makes 2-pt shot from 5 ft (assist by T. Sefolosha),2,33-43,,
4:51.0,,,33-43,,Cleveland full timeout
4:51.0,D. Schroder enters the game for J. Teague,,33-43,,
4:51.0,,,33-43,,J. Smith enters the game for R. Jefferson
4:41.0,,,33-45,2,L. James makes 2-pt shot from 14 ft (assist by K. Irving)
4:25.0,K. Bazemore makes 2-pt shot from 17 ft (assist by D. Schroder),2,35-45,,
4:00.0,,,35-47,2,L. James makes 2-pt shot from 7 ft
3:50.0,D. Schroder makes 2-pt shot from 19 ft,2,37-47,,
3:25.0,,,37-47,,K. Love misses 3-pt shot from 23 ft (block by P. Millsap)
3:25.0,Defensive rebound by K. Bazemore,,37-47,,
3:21.0,K. Bazemore misses 2-pt shot from 1 ft,,37-47,,
3:20.0,Offensive rebound by P. Millsap,,37-47,,
3:20.0,P. Millsap misses 2-pt shot from 1 ft,,37-47,,
3:19.0,Offensive rebound by P. Millsap,,37-47,,
3:18.0,P. Millsap misses 2-pt shot from 2 ft,,37-47,,
3:17.0,,,37-47,,Defensive rebound by K. Love
3:07.0,,,37-49,2,K. Irving makes 2-pt shot from 14 ft
3:07.0,Atlanta full timeout,,37-49,,
3:07.0,M. Scott enters the game for P. Millsap,,37-49,,
3:07.0,K. Korver enters the game for T. Sefolosha,,37-49,,
3:07.0,A. Horford enters the game for M. Muscala,,37-49,,
3:07.0,,,37-49,,M. Dellavedova enters the game for K. Irving
2:43.0,A. Horford misses 2-pt shot from 12 ft,,37-49,,
2:41.0,,,37-49,,Defensive rebound by M. Dellavedova
2:21.0,,,37-49,,L. James misses 2-pt shot from 14 ft
2:20.0,Defensive rebound by K. Bazemore,,37-49,,
2:13.0,D. Schroder makes 3-pt shot from 25 ft (assist by K. Bazemore),3,40-49,,
1:49.0,,,40-49,,K. Love misses 2-pt shot from 7 ft
1:47.0,,,40-49,,Offensive rebound by T. Thompson
1:47.0,,,40-49,,T. Thompson misses 2-pt shot from 1 ft
1:46.0,Defensive rebound by K. Korver,,40-49,,
1:41.0,K. Korver misses 3-pt shot from 26 ft,,40-49,,
1:41.0,,,40-49,,Defensive rebound by Team
1:41.0,Personal foul by M. Scott,,40-49,,
1:27.0,,,40-49,,J. Smith misses 3-pt shot from 27 ft
1:26.0,Defensive rebound by K. Bazemore,,40-49,,
1:10.0,D. Schroder misses 2-pt shot from 1 ft,,40-49,,
1:08.0,,,40-49,,Defensive rebound by K. Love
1:01.0,,,40-51,2,T. Thompson makes 2-pt shot from 1 ft (assist by M. Dellavedova)
0:45.0,,,40-51,,Personal foul by M. Dellavedova
0:45.0,K. Bazemore makes free throw 1 of 2,1,41-51,,
0:45.0,P. Millsap enters the game for M. Scott,,41-51,,
0:45.0,T. Sefolosha enters the game for K. Korver,,41-51,,
0:45.0,,,41-51,,I. Shumpert enters the game for M. Dellavedova
0:45.0,K. Bazemore misses free throw 2 of 2,,41-51,,
0:45.0,Offensive rebound by Team,,41-51,,
0:43.0,K. Korver enters the game for T. Sefolosha,,41-51,,
0:43.0,M. Scott enters the game for A. Horford,,41-51,,
0:32.0,Turnover by D. Schroder (step out of bounds),,41-51,,
0:32.0,T. Sefolosha enters the game for K. Korver,,41-51,,
0:32.0,A. Horford enters the game for M. Scott,,41-51,,
0:13.0,,,41-51,,L. James misses 3-pt shot from 25 ft
0:12.0,Defensive rebound by K. Bazemore,,41-51,,
0:07.0,Atlanta full timeout,,41-51,,
0:07.0,J. Teague enters the game for T. Sefolosha,,41-51,,
0:07.0,K. Korver enters the game for D. Schroder,,41-51,,
0:07.0,,,41-51,,R. Jefferson enters the game for K. Love
0:07.0,,,41-51,,T. Mozgov enters the game for T. Thompson
0:02.0,Turnover by P. Millsap (lost ball; steal by L. James),,41-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,J. Teague misses 3-pt shot from 23 ft,,41-51,,
11:48.0,,,41-51,,Defensive rebound by T. Thompson
11:43.0,,,41-51,,K. Irving misses 2-pt shot from 1 ft (block by P. Millsap)
11:43.0,,,41-51,,Offensive rebound by Team
11:31.0,,,41-54,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving)
11:10.0,A. Horford makes 2-pt shot from 14 ft (assist by K. Bazemore),2,43-54,,
10:45.0,,,43-54,,J. Smith misses 3-pt shot from 29 ft
10:45.0,Defensive rebound by Team,,43-54,,
10:39.0,Turnover by K. Bazemore (lost ball; steal by L. James),,43-54,,
10:30.0,,,43-54,,K. Love misses 3-pt shot from 22 ft
10:29.0,Defensive rebound by A. Horford,,43-54,,
10:15.0,,,43-54,,Flagrant foul type 1 by J. Smith
10:15.0,P. Millsap misses flagrant free throw 1 of 2,,43-54,,
10:15.0,Offensive rebound by Team,,43-54,,
10:15.0,P. Millsap misses flagrant free throw 2 of 2,,43-54,,
10:15.0,Offensive rebound by Team,,43-54,,
10:03.0,J. Teague misses 2-pt shot from 6 ft,,43-54,,
10:01.0,,,43-54,,Defensive rebound by J. Smith
9:57.0,Personal foul by K. Bazemore,,43-54,,
9:52.0,,,43-54,,Turnover by K. Irving (lost ball; steal by P. Millsap)
9:47.0,P. Millsap makes 2-pt shot from 1 ft,2,45-54,,
9:47.0,,,45-54,,Cleveland full timeout
9:27.0,,,45-56,2,L. James makes 2-pt shot from 1 ft
9:15.0,,,45-56,,Personal foul by J. Smith
9:02.0,K. Bazemore misses 3-pt shot from 25 ft,,45-56,,
9:02.0,,,45-56,,Defensive rebound by Team
9:02.0,Loose ball foul by A. Horford,,45-56,,
8:42.0,,,45-56,,Turnover by L. James (lost ball; steal by K. Bazemore)
8:32.0,P. Millsap misses 2-pt shot from 7 ft (block by K. Love),,45-56,,
8:32.0,Offensive rebound by Team,,45-56,,
8:25.0,A. Horford misses 2-pt shot from 16 ft,,45-56,,
8:25.0,,,45-56,,Defensive rebound by L. James
8:05.0,,,45-58,2,K. Love makes 2-pt shot from 15 ft (assist by K. Irving)
7:53.0,K. Bazemore makes 2-pt shot at rim (assist by J. Teague),2,47-58,,
7:39.0,,,47-58,,K. Irving misses 2-pt shot from 15 ft
7:39.0,,,47-58,,Offensive rebound by T. Thompson
7:34.0,,,47-58,,K. Love misses 3-pt shot from 25 ft
7:34.0,Defensive rebound by P. Millsap,,47-58,,
7:34.0,,,47-58,,Personal foul by K. Love
7:16.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,49-58,,
6:59.0,,,49-58,,K. Irving misses 2-pt shot from 13 ft
6:58.0,,,49-58,,Offensive rebound by T. Thompson
6:55.0,,,49-60,2,T. Thompson makes 2-pt shot at rim
6:41.0,P. Millsap misses 2-pt shot from 11 ft,,49-60,,
6:40.0,Offensive rebound by P. Millsap,,49-60,,
6:40.0,P. Millsap makes 2-pt shot from 11 ft,2,51-60,,
6:14.0,,,51-63,3,L. James makes 3-pt shot from 26 ft (assist by K. Irving)
6:03.0,Shooting foul by K. Irving (drawn by J. Teague),,51-63,,
6:03.0,J. Teague misses free throw 1 of 2,,51-63,,
6:03.0,Offensive rebound by Team,,51-63,,
6:03.0,T. Sefolosha enters the game for K. Bazemore,,51-63,,
6:03.0,M. Scott enters the game for A. Horford,,51-63,,
6:03.0,J. Teague makes free throw 2 of 2,1,52-63,,
5:45.0,,,52-63,,L. James misses 2-pt shot from 3 ft
5:43.0,,,52-63,,Offensive rebound by T. Thompson
5:34.0,,,52-66,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
5:13.0,J. Teague misses 2-pt shot from 3 ft (block by T. Thompson),,52-66,,
5:13.0,Offensive rebound by J. Teague,,52-66,,
5:13.0,J. Teague misses 2-pt shot from 3 ft,,52-66,,
5:11.0,,,52-66,,Defensive rebound by T. Thompson
5:01.0,,,52-66,,Shooting foul by P. Millsap (drawn by T. Thompson)
5:01.0,,,52-67,1,T. Thompson makes free throw 1 of 2
5:01.0,D. Schroder enters the game for J. Teague,,52-67,,
5:01.0,,,52-67,,T. Thompson misses free throw 2 of 2
5:01.0,Defensive rebound by P. Millsap,,52-67,,
4:56.0,Atlanta full timeout,,52-67,,
4:44.0,M. Scott makes 2-pt shot at rim (assist by D. Schroder),2,54-67,,
4:24.0,,,54-70,3,K. Love makes 3-pt shot from 23 ft (assist by L. James)
4:03.0,Turnover by D. Schroder (lost ball; steal by L. James),,54-70,,
3:56.0,,,54-72,2,L. James makes 2-pt shot at rim (assist by K. Irving)
3:38.0,M. Scott makes 3-pt shot from 26 ft (assist by D. Schroder),3,57-72,,
3:08.0,,,57-72,,K. Irving misses 2-pt shot from 13 ft
3:08.0,Defensive rebound by P. Millsap,,57-72,,
2:52.0,D. Schroder makes 3-pt shot from 25 ft (assist by P. Millsap),3,60-72,,
2:52.0,,,60-72,,Cleveland full timeout
2:52.0,A. Horford enters the game for T. Sefolosha,,60-72,,
2:52.0,,,60-72,,I. Shumpert enters the game for L. James
2:34.0,,,60-72,,K. Irving misses 2-pt shot from 8 ft
2:34.0,Defensive rebound by M. Scott,,60-72,,
2:21.0,Offensive charge foul by D. Schroder,,60-72,,
2:21.0,Turnover by D. Schroder (offensive foul),,60-72,,
2:03.0,,,60-72,,K. Love misses 2-pt shot from 15 ft
2:02.0,Defensive rebound by D. Schroder,,60-72,,
1:40.0,D. Schroder makes 2-pt shot from 1 ft,2,62-72,,
1:28.0,,,62-72,,K. Irving misses 3-pt shot from 29 ft
1:27.0,Defensive rebound by A. Horford,,62-72,,
1:23.0,Turnover by A. Horford (lost ball; steal by K. Irving),,62-72,,
1:23.0,,,62-72,,Turnover by K. Irving (step out of bounds)
1:23.0,T. Hardaway enters the game for P. Millsap,,62-72,,
1:23.0,K. Bazemore enters the game for K. Korver,,62-72,,
1:23.0,,,62-72,,C. Frye enters the game for K. Love
1:12.0,D. Schroder makes 3-pt shot from 25 ft,3,65-72,,
0:57.0,,,65-74,2,C. Frye makes 2-pt shot from 23 ft (assist by K. Irving)
0:41.0,,,65-74,,Personal foul by I. Shumpert
0:41.0,A. Horford makes free throw 1 of 2,1,66-74,,
0:41.0,,,66-74,,M. Dellavedova enters the game for K. Irving
0:41.0,A. Horford makes free throw 2 of 2,1,67-74,,
0:35.0,,,67-74,,Turnover by M. Dellavedova (lost ball; steal by A. Horford)
0:26.0,K. Bazemore makes 3-pt shot from 26 ft (assist by M. Scott),3,70-74,,
0:23.0,Personal foul by D. Schroder,,70-74,,
0:23.0,,,70-74,,L. James enters the game for T. Thompson
0:23.0,,,70-74,,K. Irving enters the game for C. Frye
0:00.0,,,70-74,,L. James misses 2-pt shot from 10 ft
0:00.0,,,70-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,70-76,2,I. Shumpert makes 2-pt shot at rim (assist by M. Dellavedova)
11:34.0,,,70-76,,Personal foul by M. Dellavedova
11:34.0,K. Korver enters the game for T. Hardaway,,70-76,,
11:23.0,A. Horford misses 2-pt shot from 16 ft,,70-76,,
11:22.0,,,70-76,,Defensive rebound by R. Jefferson
11:01.0,,,70-76,,Shooting foul by A. Horford (drawn by C. Frye)
11:01.0,,,70-77,1,C. Frye makes free throw 1 of 3
11:01.0,,,70-78,1,C. Frye makes free throw 2 of 3
11:01.0,,,70-79,1,C. Frye makes free throw 3 of 3
10:43.0,D. Schroder makes 3-pt shot from 24 ft (assist by A. Horford),3,73-79,,
10:25.0,,,73-79,,Turnover by L. James (lost ball; steal by P. Millsap)
10:19.0,P. Millsap makes 2-pt shot at rim (assist by K. Bazemore),2,75-79,,
9:52.0,,,75-79,,L. James misses 2-pt shot from 3 ft
9:51.0,Defensive rebound by P. Millsap,,75-79,,
9:45.0,Shooting foul by I. Shumpert (drawn by K. Korver),,75-79,,
9:45.0,,,75-79,,K. Love enters the game for I. Shumpert
9:45.0,,,75-79,,T. Thompson enters the game for M. Dellavedova
9:45.0,,,75-79,,J. Smith enters the game for C. Frye
9:45.0,,,75-79,,K. Irving enters the game for R. Jefferson
9:45.0,K. Korver makes free throw 1 of 3,1,76-79,,
9:45.0,K. Korver makes free throw 2 of 3,1,77-79,,
9:45.0,K. Korver makes free throw 3 of 3,1,78-79,,
9:28.0,,,78-79,,Turnover by L. James (lost ball; steal by K. Bazemore)
9:21.0,D. Schroder misses 3-pt shot from 23 ft,,78-79,,
9:19.0,Offensive rebound by K. Bazemore,,78-79,,
9:18.0,,,78-79,,Personal foul by L. James
9:09.0,D. Schroder misses 3-pt shot from 24 ft,,78-79,,
9:09.0,,,78-79,,Defensive rebound by L. James
9:03.0,,,78-79,,K. Love misses 2-pt shot from 2 ft (block by P. Millsap)
9:00.0,Defensive rebound by D. Schroder,,78-79,,
8:51.0,Official timeout,,78-79,,
8:43.0,P. Millsap misses 2-pt shot from 13 ft,,78-79,,
8:42.0,,,78-79,,Defensive rebound by L. James
8:28.0,Personal foul by K. Bazemore,,78-79,,
8:18.0,,,78-79,,T. Thompson misses 2-pt shot from 1 ft (block by A. Horford)
8:16.0,,,78-79,,Offensive rebound by T. Thompson
8:12.0,,,78-79,,T. Thompson misses 2-pt shot from 12 ft
8:11.0,Defensive rebound by Team,,78-79,,
8:00.0,A. Horford makes 2-pt shot at rim (assist by D. Schroder),2,80-79,,
7:37.0,,,80-82,3,K. Irving makes 3-pt shot from 23 ft (assist by L. James)
7:24.0,D. Schroder makes 2-pt shot from 1 ft,2,82-82,,
7:11.0,,,82-84,2,K. Irving makes 2-pt shot at rim
6:56.0,P. Millsap misses 3-pt shot from 26 ft,,82-84,,
6:56.0,Offensive rebound by K. Bazemore,,82-84,,
6:50.0,P. Millsap makes 2-pt shot from 1 ft (assist by K. Bazemore),2,84-84,,
6:39.0,,,84-86,2,K. Irving makes 2-pt shot from 15 ft
6:29.0,D. Schroder makes 2-pt shot from 1 ft,2,86-86,,
6:24.0,Personal foul by D. Schroder,,86-86,,
6:24.0,J. Teague enters the game for D. Schroder,,86-86,,
6:21.0,,,86-86,,Shooting foul by A. Horford (drawn by J. Smith)
6:21.0,,,86-86,,J. Smith misses free throw 1 of 2
6:21.0,,,86-86,,Offensive rebound by Team
6:21.0,,,86-86,,J. Smith misses free throw 2 of 2
6:20.0,Defensive rebound by A. Horford,,86-86,,
6:04.0,K. Bazemore misses 3-pt shot from 25 ft,,86-86,,
6:04.0,,,86-86,,Defensive rebound by K. Love
5:46.0,,,86-86,,L. James misses 2-pt shot from 3 ft (block by A. Horford)
5:43.0,Defensive rebound by A. Horford,,86-86,,
5:38.0,K. Bazemore misses 3-pt shot from 23 ft,,86-86,,
5:36.0,,,86-86,,Defensive rebound by K. Irving
5:23.0,Personal foul by K. Bazemore,,86-86,,
5:23.0,,,86-86,,Cleveland full timeout
5:23.0,D. Schroder enters the game for J. Teague,,86-86,,
5:23.0,,,86-86,,T. Thompson misses free throw 1 of 2
5:23.0,,,86-86,,Offensive rebound by Team
5:23.0,,,86-87,1,T. Thompson makes free throw 2 of 2
5:16.0,Turnover by K. Bazemore (lost ball),,86-87,,
4:53.0,,,86-87,,K. Irving misses 2-pt shot from 18 ft
4:52.0,,,86-87,,Offensive rebound by K. Love
4:51.0,,,86-87,,Turnover by K. Love (bad pass)
4:28.0,A. Horford makes 2-pt shot from 8 ft (assist by D. Schroder),2,88-87,,
4:06.0,,,88-90,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
3:49.0,D. Schroder misses 2-pt shot from 16 ft,,88-90,,
3:48.0,,,88-90,,Defensive rebound by K. Love
3:32.0,,,88-90,,Shooting foul by K. Bazemore (drawn by K. Love)
3:32.0,,,88-91,1,K. Love makes free throw 1 of 3
3:32.0,,,88-91,,K. Love misses free throw 2 of 3
3:32.0,,,88-91,,Offensive rebound by Team
3:32.0,,,88-92,1,K. Love makes free throw 3 of 3
3:30.0,Atlanta full timeout,,88-92,,
3:24.0,,,88-92,,Personal foul by J. Smith
3:11.0,Turnover by D. Schroder (lost ball; steal by L. James),,88-92,,
2:53.0,,,88-92,,J. Smith misses 2-pt shot from 11 ft
2:51.0,,,88-92,,Offensive rebound by T. Thompson
2:28.0,,,88-92,,L. James misses 2-pt shot from 16 ft
2:26.0,,,88-92,,Offensive rebound by J. Smith
2:09.0,,,88-94,2,L. James makes 2-pt shot from 2 ft (assist by K. Irving)
2:09.0,,,88-94,,Shooting foul by P. Millsap (drawn by L. James)
2:09.0,,,88-95,1,L. James makes free throw 1 of 1
