time,Toronto,pts.away,score,pts.home,Philadelphia
7:01.0,Defensive rebound by J. Valanciunas,,2-12,,
6:51.0,Shooting foul by I. Smith (drawn by K. Lowry),,2-12,,
6:51.0,K. Lowry makes free throw 1 of 2,1,3-12,,
6:51.0,K. Lowry makes free throw 2 of 2,1,4-12,,
6:45.0,,,4-12,,I. Smith misses 2-pt shot from 5 ft (block by P. Patterson)
6:42.0,Defensive rebound by J. Valanciunas,,4-12,,
6:26.0,,,4-12,,J. Sampson enters the game for N. Stauskas
6:19.0,T. Ross misses 3-pt shot from 25 ft,,4-12,,
6:17.0,,,4-12,,Defensive rebound by I. Smith
6:04.0,,,4-12,,J. Sampson misses 2-pt shot from 8 ft
6:03.0,Defensive rebound by J. Valanciunas,,4-12,,
5:46.0,T. Ross makes 2-pt shot from 20 ft (assist by P. Patterson),2,6-12,,
5:36.0,,,6-12,,Philadelphia full timeout
5:36.0,,,6-12,,R. Covington enters the game for J. Grant
5:19.0,,,6-12,,N. Noel misses 2-pt shot from 2 ft
5:18.0,Defensive rebound by K. Lowry,,6-12,,
5:04.0,P. Patterson makes 3-pt shot from 22 ft (assist by D. DeRozan),3,9-12,,
4:49.0,,,9-12,,Shooting foul by K. Lowry (drawn by N. Noel)
4:49.0,,,9-13,1,N. Noel makes free throw 1 of 2
4:49.0,C. Joseph enters the game for K. Lowry,,9-13,,
4:49.0,,,9-14,1,N. Noel makes free throw 2 of 2
4:29.0,D. DeRozan makes 2-pt shot from 1 ft (assist by C. Joseph),2,11-14,,
4:22.0,,,11-16,2,I. Smith makes 2-pt shot at rim
4:05.0,D. DeRozan misses 2-pt shot from 15 ft,,11-16,,
4:03.0,Offensive rebound by J. Valanciunas,,11-16,,
4:02.0,J. Valanciunas makes 2-pt shot from 4 ft,2,13-16,,
4:02.0,Shooting foul by J. Sampson (drawn by J. Valanciunas),,13-16,,
4:02.0,,,13-16,,J. Okafor enters the game for N. Noel
4:02.0,J. Valanciunas makes free throw 1 of 1,1,14-16,,
3:45.0,,,14-16,,J. Sampson misses 2-pt shot from 2 ft (block by C. Joseph)
3:45.0,,,14-16,,Offensive rebound by Team
3:45.0,B. Biyombo enters the game for J. Valanciunas,,14-16,,
3:45.0,,,14-16,,T. McConnell enters the game for I. Smith
3:45.0,Jump ball: C. Joseph vs. J. Sampson (D. DeRozan gains possession),,,,Jump ball: C. Joseph vs. J. Sampson (D. DeRozan gains possession)
3:35.0,T. Ross makes 2-pt shot from 18 ft (assist by D. DeRozan),2,16-16,,
3:20.0,,,16-16,,H. Thompson misses 2-pt shot from 2 ft
3:18.0,,,16-16,,Offensive rebound by J. Okafor
3:16.0,,,16-18,2,J. Okafor makes 2-pt shot from 1 ft
3:00.0,D. DeRozan makes 2-pt shot from 13 ft,2,18-18,,
2:36.0,,,18-20,2,T. McConnell makes 2-pt shot from 3 ft (assist by J. Okafor)
2:27.0,Toronto full timeout,,18-20,,
2:14.0,Turnover by C. Joseph (bad pass),,18-20,,
1:59.0,,,18-20,,H. Thompson misses 2-pt shot from 1 ft
1:56.0,Defensive rebound by D. DeRozan,,18-20,,
1:45.0,T. Ross makes 3-pt shot from 25 ft (assist by D. DeRozan),3,21-20,,
1:20.0,,,21-23,3,T. McConnell makes 3-pt shot from 24 ft (assist by J. Okafor)
1:02.0,T. Ross misses 3-pt shot from 25 ft,,21-23,,
1:01.0,Offensive rebound by Team,,21-23,,
1:01.0,,,21-23,,Loose ball foul by J. Sampson (drawn by P. Patterson)
0:52.0,C. Joseph misses 2-pt shot from 18 ft,,21-23,,
0:50.0,Offensive rebound by B. Biyombo,,21-23,,
0:39.0,T. Ross makes 2-pt shot from 18 ft,2,23-23,,
0:27.0,,,23-26,3,R. Covington makes 3-pt shot from 24 ft (assist by T. McConnell)
0:27.0,Violation by T. Ross (def goaltending),,23-26,,
0:02.0,D. DeRozan makes 2-pt shot from 6 ft,2,25-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,25-26,,R. Covington misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by B. Biyombo,,25-26,,
11:22.0,T. Ross makes 2-pt shot from 13 ft (assist by C. Joseph),2,27-26,,
11:10.0,,,27-26,,T. McConnell misses 2-pt shot from 11 ft
11:08.0,Defensive rebound by T. Ross,,27-26,,
10:54.0,C. Joseph misses 2-pt shot at rim,,27-26,,
10:50.0,,,27-26,,Defensive rebound by T. McConnell
10:44.0,,,27-26,,R. Covington misses 2-pt shot from 1 ft
10:42.0,Defensive rebound by C. Joseph,,27-26,,
10:39.0,Shooting foul by T. McConnell (drawn by T. Ross),,27-26,,
10:39.0,T. Ross makes free throw 1 of 2,1,28-26,,
10:39.0,,,28-26,,J. Grant enters the game for R. Covington
10:39.0,,,28-26,,N. Stauskas enters the game for H. Thompson
10:39.0,T. Ross makes free throw 2 of 2,1,29-26,,
10:27.0,,,29-28,2,J. Okafor makes 2-pt shot from 1 ft (assist by J. Sampson)
10:17.0,Turnover by K. Lowry (bad pass; steal by J. Okafor),,29-28,,
10:04.0,,,29-28,,J. Okafor misses 2-pt shot from 10 ft
10:01.0,Defensive rebound by T. Ross,,29-28,,
9:44.0,Shooting foul by J. Okafor (drawn by C. Joseph),,29-28,,
9:44.0,C. Joseph makes free throw 1 of 2,1,30-28,,
9:44.0,,,30-28,,I. Canaan enters the game for J. Sampson
9:44.0,C. Joseph misses free throw 2 of 2,,30-28,,
9:43.0,,,30-28,,Defensive rebound by J. Grant
9:21.0,,,30-30,2,J. Okafor makes 2-pt shot from 5 ft (assist by T. McConnell)
9:03.0,K. Lowry misses 2-pt shot from 13 ft,,30-30,,
9:01.0,,,30-30,,Defensive rebound by N. Stauskas
8:57.0,,,30-30,,Philadelphia full timeout
8:37.0,,,30-30,,N. Stauskas misses 2-pt shot from 11 ft
8:36.0,,,30-30,,Offensive rebound by N. Stauskas
8:31.0,,,30-32,2,J. Okafor makes 2-pt shot from 6 ft
8:12.0,T. Ross makes 2-pt shot from 17 ft (assist by C. Joseph),2,32-32,,
7:55.0,,,32-32,,T. McConnell misses 2-pt shot from 13 ft
7:53.0,Defensive rebound by C. Joseph,,32-32,,
7:49.0,,,32-32,,Personal foul by I. Canaan (drawn by K. Lowry)
7:28.0,B. Biyombo makes 2-pt shot from 17 ft (assist by K. Lowry),2,34-32,,
7:10.0,,,34-32,,J. Okafor misses 2-pt shot from 8 ft
7:09.0,,,34-32,,Offensive rebound by J. Grant
7:09.0,Loose ball foul by P. Patterson (drawn by J. Grant),,34-32,,
7:09.0,D. DeRozan enters the game for C. Joseph,,34-32,,
7:09.0,L. Scola enters the game for B. Biyombo,,34-32,,
6:57.0,,,34-35,3,I. Canaan makes 3-pt shot from 23 ft (assist by T. McConnell)
6:53.0,Turnover by L. Scola (bad pass; steal by T. McConnell),,34-35,,
6:48.0,,,34-38,3,I. Canaan makes 3-pt shot from 26 ft (assist by T. McConnell)
6:37.0,Toronto full timeout,,34-38,,
6:37.0,,,34-38,,I. Smith enters the game for T. McConnell
6:25.0,D. DeRozan makes 2-pt shot at rim (assist by P. Patterson),2,36-38,,
6:10.0,,,36-38,,Turnover by J. Grant (lost ball)
5:59.0,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry),2,38-38,,
5:47.0,,,38-38,,Shooting foul by P. Patterson (drawn by J. Grant)
5:47.0,,,38-38,,J. Grant misses free throw 1 of 2
5:47.0,,,38-38,,Offensive rebound by Team
5:47.0,,,38-38,,N. Noel enters the game for J. Okafor
5:47.0,C. Joseph enters the game for T. Ross,,38-38,,
5:47.0,J. Valanciunas enters the game for P. Patterson,,38-38,,
5:47.0,,,38-39,1,J. Grant makes free throw 2 of 2
5:31.0,D. DeRozan makes 2-pt shot from 17 ft,2,40-39,,
5:25.0,,,40-39,,I. Smith misses 2-pt shot from 1 ft
5:22.0,Defensive rebound by L. Scola,,40-39,,
5:09.0,K. Lowry makes 2-pt shot from 2 ft (assist by J. Valanciunas),2,42-39,,
4:58.0,,,42-41,2,I. Smith makes 2-pt shot from 2 ft
4:39.0,Turnover by J. Valanciunas (lost ball; steal by N. Noel),,42-41,,
4:34.0,,,42-41,,Turnover by J. Grant (traveling)
4:34.0,,,42-41,,C. Landry enters the game for J. Grant
4:20.0,L. Scola misses 2-pt shot from 7 ft,,42-41,,
4:18.0,,,42-41,,Defensive rebound by I. Smith
4:14.0,,,42-41,,I. Smith misses 2-pt shot from 2 ft (block by L. Scola)
4:11.0,Defensive rebound by D. DeRozan,,42-41,,
4:08.0,K. Lowry makes 2-pt shot from 2 ft (assist by D. DeRozan),2,44-41,,
3:51.0,,,44-41,,Offensive foul by N. Noel
3:51.0,,,44-41,,Turnover by N. Noel (offensive foul)
3:51.0,,,44-41,,H. Thompson enters the game for N. Stauskas
3:33.0,J. Valanciunas misses 2-pt shot from 2 ft,,44-41,,
3:31.0,,,44-41,,Defensive rebound by N. Noel
3:15.0,,,44-41,,C. Landry misses 2-pt shot from 19 ft
3:14.0,Defensive rebound by D. DeRozan,,44-41,,
3:00.0,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan),2,46-41,,
2:39.0,,,46-44,3,H. Thompson makes 3-pt shot from 25 ft (assist by I. Canaan)
2:19.0,K. Lowry makes 3-pt shot from 25 ft (assist by J. Valanciunas),3,49-44,,
2:07.0,,,49-44,,Turnover by I. Canaan (bad pass; steal by J. Valanciunas)
1:59.0,Turnover by L. Scola (lost ball; steal by N. Noel),,49-44,,
1:58.0,Personal foul by J. Valanciunas (drawn by H. Thompson),,49-44,,
1:58.0,Official timeout,,49-44,,
1:40.0,,,49-44,,Turnover by I. Canaan (lost ball; steal by L. Scola)
1:36.0,Shooting foul by H. Thompson (drawn by C. Joseph),,49-44,,
1:36.0,C. Joseph makes free throw 1 of 2,1,50-44,,
1:36.0,C. Joseph makes free throw 2 of 2,1,51-44,,
1:28.0,,,51-44,,Turnover by I. Smith (bad pass; steal by C. Joseph)
1:25.0,Shooting foul by I. Canaan (drawn by C. Joseph),,51-44,,
1:25.0,C. Joseph makes free throw 1 of 2,1,52-44,,
1:25.0,C. Joseph makes free throw 2 of 2,1,53-44,,
1:16.0,,,53-44,,I. Canaan misses 2-pt shot at rim (block by J. Valanciunas)
1:14.0,Defensive rebound by D. DeRozan,,53-44,,
1:09.0,D. DeRozan makes 2-pt shot at rim,2,55-44,,
1:08.0,,,55-44,,Philadelphia full timeout
0:59.0,,,55-44,,I. Smith misses 2-pt shot from 14 ft
0:58.0,Defensive rebound by D. DeRozan,,55-44,,
0:35.0,K. Lowry makes 2-pt shot from 2 ft,2,57-44,,
0:20.0,,,57-44,,H. Thompson misses 2-pt shot from 15 ft
0:18.0,Defensive rebound by K. Lowry,,57-44,,
0:00.0,D. DeRozan misses 2-pt shot from 5 ft,,57-44,,
0:00.0,Offensive rebound by Team,,57-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,57-47,3,I. Smith makes 3-pt shot from 26 ft (assist by N. Stauskas)
11:21.0,L. Scola misses 2-pt shot from 3 ft (block by N. Noel),,57-47,,
11:19.0,,,57-47,,Defensive rebound by N. Stauskas
11:18.0,,,57-47,,Turnover by N. Stauskas (bad pass; steal by K. Lowry)
10:59.0,J. Johnson makes 2-pt shot from 2 ft,2,59-47,,
10:59.0,Shooting foul by N. Stauskas (drawn by J. Johnson),,59-47,,
10:59.0,J. Johnson makes free throw 1 of 1,1,60-47,,
10:47.0,,,60-47,,Turnover by N. Stauskas (bad pass; steal by J. Johnson)
10:41.0,D. DeRozan misses 3-pt shot from 25 ft,,60-47,,
10:39.0,,,60-47,,Defensive rebound by J. Grant
10:33.0,,,60-47,,N. Stauskas misses 3-pt shot from 25 ft
10:31.0,Defensive rebound by K. Lowry,,60-47,,
10:14.0,J. Johnson misses 2-pt shot from 16 ft,,60-47,,
10:12.0,Offensive rebound by J. Valanciunas,,60-47,,
10:12.0,J. Valanciunas makes 2-pt shot at rim,2,62-47,,
9:54.0,,,62-49,2,J. Grant makes 2-pt shot from 2 ft (assist by J. Okafor)
9:34.0,Turnover by J. Johnson (traveling),,62-49,,
9:13.0,,,62-51,2,I. Smith makes 2-pt shot from 1 ft
9:00.0,L. Scola misses 2-pt shot from 17 ft,,62-51,,
8:58.0,Offensive rebound by K. Lowry,,62-51,,
8:56.0,K. Lowry misses 2-pt shot from 2 ft (block by N. Noel),,62-51,,
8:54.0,,,62-51,,Defensive rebound by I. Smith
8:54.0,Personal foul by L. Scola (drawn by I. Smith),,62-51,,
8:41.0,,,62-51,,Offensive charge foul by J. Grant
8:41.0,,,62-51,,Turnover by J. Grant (offensive foul)
8:26.0,D. DeRozan makes 2-pt shot from 7 ft,2,64-51,,
8:14.0,,,64-51,,J. Okafor misses 2-pt shot from 11 ft
8:12.0,Defensive rebound by L. Scola,,64-51,,
8:01.0,L. Scola makes 2-pt shot from 13 ft,2,66-51,,
8:01.0,,,66-51,,Philadelphia full timeout
8:01.0,,,66-51,,H. Thompson enters the game for N. Stauskas
7:44.0,,,66-51,,I. Smith misses 2-pt shot from 7 ft
7:42.0,,,66-51,,Offensive rebound by I. Smith
7:42.0,,,66-53,2,I. Smith makes 2-pt shot from 1 ft
7:29.0,,,66-53,,Personal foul by H. Thompson (drawn by J. Valanciunas)
7:16.0,J. Valanciunas makes 2-pt shot from 1 ft,2,68-53,,
7:03.0,Violation by L. Scola (kicked ball),,68-53,,
6:56.0,,,68-55,2,I. Smith makes 2-pt shot from 2 ft
6:37.0,J. Johnson makes 2-pt shot from 1 ft,2,70-55,,
6:19.0,,,70-55,,Shooting foul by L. Scola (drawn by I. Smith)
6:19.0,,,70-56,1,I. Smith makes free throw 1 of 2
6:19.0,,,70-56,,I. Smith misses free throw 2 of 2
6:18.0,Defensive rebound by J. Valanciunas,,70-56,,
6:04.0,Shooting foul by J. Grant (drawn by D. DeRozan),,70-56,,
6:04.0,D. DeRozan misses free throw 1 of 2,,70-56,,
6:04.0,Offensive rebound by Team,,70-56,,
6:04.0,C. Joseph enters the game for L. Scola,,70-56,,
6:04.0,D. DeRozan makes free throw 2 of 2,1,71-56,,
5:57.0,,,71-58,2,I. Smith makes 2-pt shot from 2 ft (assist by J. Grant)
5:35.0,K. Lowry makes 2-pt shot from 19 ft,2,73-58,,
5:17.0,,,73-58,,Turnover by J. Grant (step out of bounds)
5:07.0,K. Lowry misses 3-pt shot from 28 ft,,73-58,,
5:05.0,,,73-58,,Defensive rebound by N. Noel
4:49.0,Personal foul by J. Johnson (drawn by J. Okafor),,73-58,,
4:36.0,,,73-60,2,I. Smith makes 2-pt shot from 7 ft (assist by J. Okafor)
4:17.0,D. DeRozan makes 2-pt shot from 18 ft,2,75-60,,
4:05.0,,,75-60,,Shooting foul by J. Johnson (drawn by N. Noel)
4:05.0,,,75-60,,N. Noel misses free throw 1 of 2
4:05.0,,,75-60,,Offensive rebound by Team
4:05.0,B. Biyombo enters the game for J. Valanciunas,,75-60,,
4:05.0,P. Patterson enters the game for J. Johnson,,75-60,,
4:05.0,,,75-60,,J. Sampson enters the game for J. Grant
4:05.0,,,75-60,,N. Noel misses free throw 2 of 2
4:04.0,Defensive rebound by B. Biyombo,,75-60,,
3:44.0,Turnover by K. Lowry (bad pass; steal by I. Smith),,75-60,,
3:38.0,,,75-62,2,H. Thompson makes 2-pt shot from 20 ft (assist by I. Smith)
3:17.0,K. Lowry misses 3-pt shot from 27 ft,,75-62,,
3:15.0,,,75-62,,Defensive rebound by J. Okafor
3:02.0,,,75-62,,J. Okafor misses 2-pt shot from 12 ft
3:00.0,Defensive rebound by C. Joseph,,75-62,,
2:51.0,D. DeRozan misses 3-pt shot from 26 ft,,75-62,,
2:48.0,Offensive rebound by K. Lowry,,75-62,,
2:39.0,D. DeRozan misses 2-pt shot from 3 ft (block by J. Okafor),,75-62,,
2:39.0,Offensive rebound by Team,,75-62,,
2:39.0,Toronto full timeout,,75-62,,
2:39.0,T. Ross enters the game for K. Lowry,,75-62,,
2:39.0,,,75-62,,C. Landry enters the game for N. Noel
2:31.0,Turnover by C. Joseph (lost ball),,75-62,,
2:10.0,,,75-65,3,I. Smith makes 3-pt shot from 26 ft (assist by H. Thompson)
1:52.0,Turnover by P. Patterson (bad pass; steal by I. Smith),,75-65,,
1:52.0,Personal foul by T. Ross (drawn by I. Smith),,75-65,,
1:52.0,,,75-65,,I. Smith misses free throw 1 of 2
1:52.0,,,75-65,,Offensive rebound by Team
1:52.0,,,75-66,1,I. Smith makes free throw 2 of 2
1:40.0,Turnover by D. DeRozan (lost ball; steal by J. Okafor),,75-66,,
1:35.0,,,75-68,2,J. Sampson makes 2-pt shot at rim
1:15.0,T. Ross misses 3-pt shot from 24 ft,,75-68,,
1:13.0,,,75-68,,Defensive rebound by H. Thompson
1:06.0,,,75-68,,H. Thompson misses 3-pt shot from 26 ft
1:04.0,Defensive rebound by D. DeRozan,,75-68,,
1:03.0,Turnover by D. DeRozan (lost ball; steal by I. Smith),,75-68,,
0:59.0,,,75-68,,Turnover by J. Sampson (bad pass; steal by T. Ross)
0:55.0,Turnover by T. Ross (lost ball),,75-68,,
0:35.0,,,75-68,,J. Okafor misses 2-pt shot from 2 ft (block by B. Biyombo)
0:34.0,,,75-68,,Offensive rebound by J. Okafor
0:33.0,,,75-68,,Shooting foul by B. Biyombo (drawn by J. Okafor)
0:33.0,,,75-69,1,J. Okafor makes free throw 1 of 2
0:33.0,,,75-69,,J. Okafor misses free throw 2 of 2
0:33.0,Defensive rebound by D. DeRozan,,75-69,,
0:10.0,D. DeRozan misses 2-pt shot from 15 ft,,75-69,,
0:08.0,,,75-69,,Defensive rebound by J. Sampson
0:01.0,,,75-69,,I. Smith misses 2-pt shot from 14 ft
0:00.0,,,75-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,T. Ross misses 2-pt shot from 8 ft,,75-69,,
11:40.0,,,75-69,,Defensive rebound by H. Thompson
11:30.0,,,75-71,2,C. Landry makes 2-pt shot from 1 ft (assist by N. Noel)
11:08.0,K. Lowry makes 2-pt shot from 1 ft,2,77-71,,
10:45.0,,,77-71,,H. Thompson misses 2-pt shot from 6 ft (block by B. Biyombo)
10:43.0,Defensive rebound by C. Joseph,,77-71,,
10:32.0,K. Lowry misses 3-pt shot from 26 ft,,77-71,,
10:30.0,,,77-71,,Defensive rebound by C. Landry
10:21.0,,,77-73,2,C. Landry makes 2-pt shot from 16 ft (assist by T. McConnell)
10:12.0,Turnover by K. Lowry (bad pass; steal by T. McConnell),,77-73,,
10:07.0,,,77-73,,Shooting foul by K. Lowry (drawn by J. Sampson)
10:07.0,,,77-73,,J. Sampson misses free throw 1 of 2
10:07.0,,,77-73,,Offensive rebound by Team
10:07.0,,,77-73,,J. Sampson misses free throw 2 of 2
10:03.0,Defensive rebound by C. Joseph,,77-73,,
9:50.0,K. Lowry makes 2-pt shot from 11 ft,2,79-73,,
9:50.0,Shooting foul by C. Landry (drawn by K. Lowry),,79-73,,
9:50.0,K. Lowry misses free throw 1 of 1,,79-73,,
9:48.0,,,79-73,,Defensive rebound by N. Noel
9:36.0,,,79-73,,T. McConnell misses 2-pt shot from 15 ft
9:35.0,Defensive rebound by Team,,79-73,,
9:35.0,,,79-73,,Loose ball foul by C. Landry (drawn by P. Patterson)
9:35.0,,,79-73,,N. Stauskas enters the game for J. Sampson
9:17.0,Shooting foul by N. Noel (drawn by K. Lowry),,79-73,,
9:17.0,K. Lowry makes free throw 1 of 2,1,80-73,,
9:17.0,K. Lowry makes free throw 2 of 2,1,81-73,,
9:17.0,,,81-73,,Philadelphia full timeout
9:05.0,,,81-73,,Offensive foul by N. Noel
9:05.0,,,81-73,,Turnover by N. Noel (offensive foul)
8:47.0,P. Patterson makes 3-pt shot from 26 ft (assist by K. Lowry),3,84-73,,
8:28.0,,,84-73,,N. Noel misses 2-pt shot from 1 ft
8:26.0,,,84-73,,Offensive rebound by N. Noel
8:26.0,,,84-73,,J. Okafor enters the game for C. Landry
8:26.0,,,84-73,,I. Smith enters the game for T. McConnell
8:13.0,,,84-75,2,I. Smith makes 2-pt shot from 15 ft
7:46.0,K. Lowry misses 2-pt shot from 7 ft,,84-75,,
7:46.0,Offensive rebound by Team,,84-75,,
7:46.0,,,84-75,,Loose ball foul by H. Thompson (drawn by P. Patterson)
7:36.0,P. Patterson misses 2-pt shot from 16 ft,,84-75,,
7:34.0,,,84-75,,Defensive rebound by N. Stauskas
7:14.0,,,84-75,,H. Thompson misses 3-pt shot from 25 ft
7:12.0,Defensive rebound by B. Biyombo,,84-75,,
6:55.0,C. Joseph misses 3-pt shot from 27 ft,,84-75,,
6:55.0,Offensive rebound by Team,,84-75,,
6:55.0,,,84-75,,Loose ball foul by H. Thompson (drawn by P. Patterson)
6:55.0,P. Patterson makes free throw 1 of 2,1,85-75,,
6:55.0,J. Valanciunas enters the game for B. Biyombo,,85-75,,
6:55.0,D. DeRozan enters the game for C. Joseph,,85-75,,
6:55.0,P. Patterson makes free throw 2 of 2,1,86-75,,
6:40.0,,,86-77,2,J. Okafor makes 2-pt shot from 4 ft (assist by N. Stauskas)
6:21.0,K. Lowry makes 2-pt shot from 5 ft,2,88-77,,
6:06.0,,,88-77,,Turnover by N. Stauskas (lost ball; steal by K. Lowry)
6:04.0,,,88-77,,Personal foul by N. Stauskas (drawn by T. Ross)
6:04.0,T. Ross misses free throw 1 of 2,,88-77,,
6:04.0,Offensive rebound by Team,,88-77,,
6:04.0,,,88-77,,J. Grant enters the game for H. Thompson
6:04.0,T. Ross makes free throw 2 of 2,1,89-77,,
5:56.0,Personal foul by T. Ross (drawn by I. Smith),,89-77,,
5:56.0,Official timeout,,89-77,,
5:46.0,Personal foul by J. Valanciunas (drawn by J. Okafor),,89-77,,
5:35.0,,,89-79,2,I. Smith makes 2-pt shot from 19 ft (assist by J. Grant)
5:16.0,K. Lowry makes 2-pt shot from 14 ft,2,91-79,,
4:55.0,,,91-82,3,N. Stauskas makes 3-pt shot from 22 ft (assist by N. Noel)
4:24.0,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry),2,93-82,,
4:23.0,,,93-82,,Philadelphia full timeout
4:23.0,C. Joseph enters the game for T. Ross,,93-82,,
4:23.0,,,93-82,,H. Thompson enters the game for J. Grant
4:11.0,,,93-82,,J. Okafor misses 2-pt shot from 1 ft
4:10.0,Defensive rebound by Team,,93-82,,
3:49.0,P. Patterson makes 3-pt shot from 26 ft (assist by C. Joseph),3,96-82,,
3:36.0,,,96-82,,Philadelphia full timeout
3:21.0,,,96-82,,I. Smith misses 2-pt shot from 17 ft
3:19.0,Defensive rebound by K. Lowry,,96-82,,
3:11.0,P. Patterson misses 3-pt shot from 25 ft,,96-82,,
3:08.0,Offensive rebound by J. Valanciunas,,96-82,,
3:08.0,,,96-82,,Personal foul by J. Okafor (drawn by J. Valanciunas)
3:08.0,J. Valanciunas makes free throw 1 of 2,1,97-82,,
3:08.0,J. Valanciunas misses free throw 2 of 2,,97-82,,
3:07.0,,,97-82,,Defensive rebound by N. Noel
3:01.0,,,97-82,,I. Smith misses 2-pt shot from 3 ft
3:00.0,Defensive rebound by J. Valanciunas,,97-82,,
2:52.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,99-82,,
2:27.0,,,99-85,3,H. Thompson makes 3-pt shot from 26 ft (assist by I. Smith)
2:09.0,,,99-85,,Personal block foul by J. Okafor (drawn by C. Joseph)
2:09.0,C. Joseph makes free throw 1 of 2,1,100-85,,
2:09.0,,,100-85,,T. McConnell enters the game for I. Smith
2:09.0,,,100-85,,R. Covington enters the game for N. Noel
2:09.0,C. Joseph makes free throw 2 of 2,1,101-85,,
2:01.0,,,101-85,,N. Stauskas misses 3-pt shot from 28 ft
1:59.0,Defensive rebound by P. Patterson,,101-85,,
1:52.0,Shooting foul by N. Stauskas (drawn by J. Valanciunas),,101-85,,
1:52.0,J. Valanciunas makes free throw 1 of 2,1,102-85,,
1:52.0,,,102-85,,C. Landry enters the game for J. Okafor
1:52.0,N. Powell enters the game for K. Lowry,,102-85,,
1:52.0,,,102-85,,J. Sampson enters the game for N. Stauskas
1:52.0,J. Valanciunas misses free throw 2 of 2,,102-85,,
1:51.0,,,102-85,,Defensive rebound by C. Landry
1:43.0,,,102-87,2,C. Landry makes 2-pt shot from 17 ft (assist by T. McConnell)
1:28.0,C. Joseph makes 2-pt shot from 2 ft,2,104-87,,
1:16.0,,,104-90,3,R. Covington makes 3-pt shot from 27 ft (assist by T. McConnell)
1:04.0,D. DeRozan misses 2-pt shot from 18 ft,,104-90,,
1:04.0,,,104-90,,Defensive rebound by Team
1:04.0,Loose ball foul by J. Valanciunas (drawn by H. Thompson),,104-90,,
1:04.0,D. Wright enters the game for D. DeRozan,,104-90,,
0:48.0,,,104-90,,R. Covington misses 2-pt shot from 7 ft
