time,Cleveland,pts.away,score,pts.home,Milwaukee
6:26.0,,,14-9,,J. Parker misses free throw 2 of 2
6:25.0,Defensive rebound by K. Love,,14-9,,
6:09.0,K. Love misses 3-pt shot from 27 ft,,14-9,,
6:07.0,,,14-9,,Defensive rebound by G. Antetokounmpo
5:50.0,,,14-9,,G. Monroe misses 2-pt shot from 2 ft (block by T. Mozgov)
5:48.0,,,14-9,,Offensive rebound by G. Monroe
5:46.0,,,14-9,,G. Monroe misses 2-pt shot at rim
5:44.0,,,14-9,,Offensive rebound by J. Parker
5:44.0,,,14-11,2,J. Parker makes 2-pt shot at rim
5:31.0,J. Smith makes 3-pt shot from 24 ft (assist by K. Love),3,17-11,,
5:13.0,,,17-13,2,J. Parker makes 2-pt shot at rim (assist by G. Monroe)
4:55.0,K. Love makes 3-pt shot from 27 ft,3,20-13,,
4:54.0,,,20-13,,Milwaukee full timeout
4:36.0,,,20-13,,G. Antetokounmpo misses 2-pt shot from 3 ft
4:34.0,Defensive rebound by L. James,,20-13,,
4:19.0,K. Love makes 3-pt shot from 27 ft (assist by L. James),3,23-13,,
4:06.0,,,23-13,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by L. James)
4:04.0,Defensive rebound by L. James,,23-13,,
4:01.0,,,23-13,,Personal foul by G. Antetokounmpo
4:01.0,T. Thompson enters the game for T. Mozgov,,23-13,,
4:01.0,M. Dellavedova enters the game for K. Irving,,23-13,,
3:53.0,Shooting foul by J. Henson (drawn by K. Love),,23-13,,
3:53.0,K. Love makes free throw 1 of 2,1,24-13,,
3:53.0,K. Love makes free throw 2 of 2,1,25-13,,
3:35.0,,,25-13,,G. Antetokounmpo misses 2-pt shot from 19 ft
3:34.0,Defensive rebound by K. Love,,25-13,,
3:31.0,Turnover by K. Love (bad pass),,25-13,,
3:31.0,,,25-13,,T. Ennis enters the game for G. Monroe
3:13.0,,,25-13,,J. Parker misses 2-pt shot from 15 ft
3:12.0,Defensive rebound by K. Love,,25-13,,
3:08.0,,,25-13,,Personal foul by J. Parker
2:58.0,Turnover by M. Dellavedova (traveling),,25-13,,
2:58.0,Cleveland full timeout,,25-13,,
2:39.0,,,25-13,,Turnover by T. Ennis (lost ball; steal by M. Dellavedova)
2:29.0,J. Smith misses 3-pt shot from 23 ft,,25-13,,
2:27.0,Offensive rebound by T. Thompson,,25-13,,
2:20.0,Turnover by J. Smith (traveling),,25-13,,
2:04.0,,,25-13,,J. Henson misses 2-pt shot from 6 ft
2:02.0,Defensive rebound by J. Smith,,25-13,,
1:46.0,K. Love makes 2-pt shot from 13 ft,2,27-13,,
1:35.0,,,27-13,,J. Parker misses 3-pt shot from 27 ft
1:33.0,Defensive rebound by J. Smith,,27-13,,
1:20.0,K. Love makes 2-pt shot from 12 ft,2,29-13,,
1:03.0,,,29-13,,J. Parker misses 2-pt shot from 1 ft
1:01.0,,,29-13,,Offensive rebound by G. Antetokounmpo
1:00.0,,,29-15,2,G. Antetokounmpo makes 2-pt shot at rim
0:47.0,L. James makes 2-pt shot from 1 ft,2,31-15,,
0:33.0,,,31-17,2,T. Ennis makes 2-pt shot at rim
0:16.0,,,31-17,,Personal foul by T. Ennis
0:16.0,M. Dellavedova makes free throw 1 of 2,1,32-17,,
0:16.0,C. Frye enters the game for K. Love,,32-17,,
0:16.0,I. Shumpert enters the game for L. James,,32-17,,
0:16.0,R. Jefferson enters the game for J. Smith,,32-17,,
0:16.0,M. Dellavedova makes free throw 2 of 2,1,33-17,,
0:05.0,Personal foul by M. Dellavedova,,33-17,,
0:03.0,,,33-19,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Henson)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Shooting foul by M. Plumlee (drawn by T. Thompson),,33-19,,
11:46.0,T. Thompson makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,35-19,,
11:46.0,T. Thompson makes free throw 1 of 1,1,36-19,,
11:36.0,Personal foul by M. Dellavedova,,36-19,,
11:29.0,,,36-19,,J. Parker misses 2-pt shot at rim (block by R. Jefferson)
11:26.0,Defensive rebound by C. Frye,,36-19,,
11:14.0,C. Frye misses 2-pt shot from 2 ft,,36-19,,
11:13.0,,,36-19,,Defensive rebound by G. Antetokounmpo
11:05.0,,,36-21,2,J. O'Bryant makes 2-pt shot at rim (assist by G. Antetokounmpo)
10:50.0,T. Thompson misses 2-pt shot at rim,,36-21,,
10:48.0,,,36-21,,Defensive rebound by M. Plumlee
10:37.0,,,36-21,,T. Ennis misses 2-pt shot from 17 ft
10:36.0,Defensive rebound by T. Thompson,,36-21,,
10:28.0,C. Frye makes 3-pt shot from 26 ft (assist by M. Dellavedova),3,39-21,,
10:11.0,,,39-21,,J. Parker misses 2-pt shot from 3 ft
10:07.0,Defensive rebound by T. Thompson,,39-21,,
9:51.0,R. Jefferson misses 3-pt shot from 28 ft,,39-21,,
9:50.0,,,39-21,,Defensive rebound by T. Ennis
9:46.0,,,39-21,,Shooting foul by C. Frye (drawn by J. Parker)
9:46.0,,,39-21,,J. Parker misses free throw 1 of 2
9:46.0,,,39-21,,Offensive rebound by Team
9:46.0,,,39-21,,J. Parker misses free throw 2 of 2
9:45.0,Defensive rebound by C. Frye,,39-21,,
9:33.0,,,39-21,,Personal foul by M. Plumlee
9:26.0,Turnover by I. Shumpert (traveling),,39-21,,
9:09.0,,,39-23,2,J. O'Bryant makes 2-pt shot at rim (assist by J. Parker)
8:55.0,M. Dellavedova misses 2-pt shot from 1 ft,,39-23,,
8:53.0,Offensive rebound by T. Thompson,,39-23,,
8:53.0,T. Thompson makes 2-pt shot at rim,2,41-23,,
8:36.0,,,41-25,2,G. Antetokounmpo makes 2-pt shot from 8 ft
8:32.0,Cleveland full timeout,,41-25,,
8:32.0,K. Irving enters the game for M. Dellavedova,,41-25,,
8:32.0,,,41-25,,R. Vaughn enters the game for J. Parker
8:23.0,K. Irving misses 2-pt shot from 17 ft,,41-25,,
8:21.0,,,41-25,,Defensive rebound by J. O'Bryant
8:05.0,,,41-25,,R. Vaughn misses 2-pt shot from 15 ft
8:04.0,Defensive rebound by T. Thompson,,41-25,,
7:49.0,C. Frye makes 2-pt shot from 14 ft (assist by K. Irving),2,43-25,,
7:33.0,,,43-28,3,G. Antetokounmpo makes 3-pt shot from 27 ft (assist by J. O'Bryant)
7:17.0,C. Frye misses 3-pt shot from 26 ft,,43-28,,
7:16.0,,,43-28,,Defensive rebound by G. Antetokounmpo
7:07.0,,,43-28,,R. Vaughn misses 2-pt shot at rim (block by T. Thompson)
7:04.0,Defensive rebound by K. Irving,,43-28,,
6:49.0,I. Shumpert makes 2-pt shot from 17 ft,2,45-28,,
6:31.0,,,45-28,,T. Ennis misses 2-pt shot from 15 ft
6:30.0,Defensive rebound by I. Shumpert,,45-28,,
6:15.0,K. Irving makes 3-pt shot from 23 ft (assist by R. Jefferson),3,48-28,,
5:55.0,,,48-28,,Turnover by G. Antetokounmpo (bad pass)
5:55.0,Official timeout,,48-28,,
5:55.0,,,48-28,,G. Monroe enters the game for G. Antetokounmpo
5:55.0,,,48-28,,J. Parker enters the game for M. Plumlee
5:41.0,K. Irving makes 2-pt shot from 18 ft,2,50-28,,
5:25.0,,,50-28,,J. Parker misses 2-pt shot from 9 ft
5:24.0,Defensive rebound by R. Jefferson,,50-28,,
5:16.0,Turnover by I. Shumpert (traveling),,50-28,,
5:00.0,,,50-30,2,T. Ennis makes 2-pt shot at rim
4:53.0,K. Irving makes 2-pt shot from 1 ft,2,52-30,,
4:44.0,,,52-30,,R. Vaughn misses 3-pt shot from 24 ft
4:43.0,Defensive rebound by K. Irving,,52-30,,
4:38.0,Turnover by K. Irving (lost ball; steal by T. Ennis),,52-30,,
4:34.0,,,52-32,2,J. Parker makes 2-pt shot at rim (assist by T. Ennis)
4:20.0,K. Love enters the game for T. Thompson,,52-32,,
4:20.0,T. Mozgov enters the game for C. Frye,,52-32,,
4:20.0,J. Smith enters the game for I. Shumpert,,52-32,,
4:20.0,L. James enters the game for R. Jefferson,,52-32,,
4:11.0,K. Love misses 3-pt shot from 25 ft,,52-32,,
4:09.0,,,52-32,,Defensive rebound by J. Parker
4:06.0,,,52-34,2,J. O'Bryant makes 2-pt shot at rim (assist by J. Parker)
3:47.0,,,52-34,,Def 3 sec tech foul by J. O'Bryant
3:47.0,K. Irving misses technical free throw,,52-34,,
3:47.0,Offensive rebound by Team,,52-34,,
3:37.0,Cleveland full timeout,,52-34,,
3:35.0,L. James makes 2-pt shot at rim (assist by K. Love),2,54-34,,
3:16.0,,,54-34,,G. Monroe misses 2-pt shot from 4 ft
3:15.0,Defensive rebound by K. Love,,54-34,,
3:07.0,J. Smith makes 3-pt shot from 27 ft (assist by K. Irving),3,57-34,,
2:55.0,,,57-34,,J. Parker misses 3-pt shot from 25 ft
2:54.0,Defensive rebound by T. Mozgov,,57-34,,
2:53.0,,,57-34,,Milwaukee full timeout
2:53.0,,,57-34,,G. Antetokounmpo enters the game for J. O'Bryant
2:47.0,,,57-34,,Personal foul by G. Antetokounmpo
2:36.0,J. Smith makes 3-pt shot from 23 ft (assist by L. James),3,60-34,,
2:12.0,,,60-36,2,G. Monroe makes 2-pt shot at rim
1:55.0,Turnover by L. James (traveling),,60-36,,
1:31.0,,,60-36,,J. Parker misses 2-pt shot from 8 ft
1:31.0,,,60-36,,Offensive rebound by Team
1:27.0,,,60-38,2,J. Parker makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
1:16.0,J. Smith makes 3-pt shot from 24 ft (assist by K. Irving),3,63-38,,
1:01.0,,,63-38,,G. Antetokounmpo misses 2-pt shot from 20 ft
1:00.0,Defensive rebound by K. Love,,63-38,,
0:50.0,T. Mozgov makes 2-pt shot at rim (assist by L. James),2,65-38,,
0:33.0,,,65-41,3,R. Vaughn makes 3-pt shot from 23 ft (assist by J. Parker)
0:15.0,L. James makes 2-pt shot from 17 ft (assist by K. Irving),2,67-41,,
0:03.0,Personal foul by K. Love,,67-41,,
0:00.0,,,67-43,2,G. Monroe makes 2-pt shot from 16 ft (assist by G. Antetokounmpo)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Turnover by L. James (lost ball; steal by G. Antetokounmpo),,67-43,,
11:33.0,,,67-43,,J. Parker misses 2-pt shot from 19 ft
11:32.0,Defensive rebound by T. Mozgov,,67-43,,
11:22.0,K. Love misses 3-pt shot from 24 ft,,67-43,,
11:21.0,,,67-43,,Defensive rebound by G. Monroe
11:16.0,,,67-45,2,G. Antetokounmpo makes 2-pt shot at rim
10:59.0,K. Love makes 2-pt shot from 5 ft,2,69-45,,
10:40.0,,,69-48,3,R. Vaughn makes 3-pt shot from 27 ft (assist by J. Parker)
10:23.0,T. Mozgov makes 2-pt shot at rim (assist by L. James),2,71-48,,
10:08.0,Personal foul by T. Mozgov,,71-48,,
10:01.0,,,71-50,2,J. Parker makes 2-pt shot at rim
9:42.0,K. Love misses 2-pt shot from 6 ft,,71-50,,
9:41.0,,,71-50,,Defensive rebound by G. Antetokounmpo
9:36.0,,,71-50,,R. Vaughn misses 3-pt shot from 28 ft
9:36.0,Defensive rebound by Team,,71-50,,
9:26.0,Shooting foul by G. Monroe (drawn by L. James),,71-50,,
9:26.0,L. James makes free throw 1 of 2,1,72-50,,
9:26.0,L. James makes free throw 2 of 2,1,73-50,,
9:10.0,,,73-50,,R. Vaughn misses 2-pt shot from 7 ft (block by T. Mozgov)
9:08.0,Defensive rebound by T. Mozgov,,73-50,,
9:03.0,Turnover by L. James (lost ball; steal by R. Vaughn),,73-50,,
8:57.0,,,73-52,2,J. O'Bryant makes 2-pt shot at rim (assist by G. Antetokounmpo)
8:31.0,K. Irving makes 3-pt shot from 29 ft (assist by J. Smith),3,76-52,,
8:09.0,,,76-52,,Turnover by G. Antetokounmpo (lost ball; steal by J. Smith)
8:04.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,78-52,,
7:41.0,,,78-54,2,G. Monroe makes 2-pt shot at rim (assist by G. Antetokounmpo)
7:14.0,Turnover by K. Love (lost ball; steal by G. Monroe),,78-54,,
7:11.0,,,78-54,,Turnover by G. Antetokounmpo (traveling)
6:58.0,Turnover by K. Irving (lost ball),,78-54,,
6:58.0,Jump ball: G. Antetokounmpo vs. K. Irving (J. O'Bryant gains possession),,,,Jump ball: G. Antetokounmpo vs. K. Irving (J. O'Bryant gains possession)
6:42.0,,,78-54,,Turnover by G. Monroe (bad pass)
6:34.0,J. Smith misses 3-pt shot from 27 ft,,78-54,,
6:33.0,,,78-54,,Defensive rebound by G. Monroe
6:25.0,,,78-56,2,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo)
6:07.0,K. Irving misses 2-pt shot from 12 ft,,78-56,,
6:06.0,,,78-56,,Defensive rebound by G. Monroe
5:59.0,Personal foul by K. Irving,,78-56,,
5:59.0,,,78-56,,Milwaukee full timeout
5:54.0,,,78-56,,G. Monroe misses 2-pt shot from 2 ft
5:52.0,Defensive rebound by K. Love,,78-56,,
5:45.0,L. James misses 2-pt shot from 12 ft,,78-56,,
5:44.0,,,78-56,,Defensive rebound by G. Antetokounmpo
5:28.0,,,78-58,2,G. Antetokounmpo makes 2-pt shot from 7 ft (assist by G. Monroe)
5:08.0,J. Smith misses 3-pt shot from 26 ft,,78-58,,
5:07.0,,,78-58,,Defensive rebound by G. Monroe
4:56.0,,,78-58,,Turnover by J. Parker (lost ball)
4:56.0,Jump ball: L. James vs. J. Parker (K. Irving gains possession),,,,Jump ball: L. James vs. J. Parker (K. Irving gains possession)
4:49.0,Shooting foul by R. Vaughn (drawn by K. Irving),,78-58,,
4:49.0,K. Irving makes free throw 1 of 2,1,79-58,,
4:49.0,K. Irving makes free throw 2 of 2,1,80-58,,
4:32.0,,,80-58,,G. Monroe misses 2-pt shot from 4 ft
4:31.0,Defensive rebound by K. Love,,80-58,,
4:26.0,K. Irving misses 2-pt shot at rim (block by R. Vaughn),,80-58,,
4:26.0,Offensive rebound by Team,,80-58,,
4:13.0,K. Irving makes 3-pt shot from 24 ft (assist by L. James),3,83-58,,
3:50.0,,,83-58,,J. O'Bryant misses 2-pt shot from 1 ft
3:48.0,,,83-58,,Offensive rebound by G. Antetokounmpo
3:48.0,,,83-60,2,G. Antetokounmpo makes 2-pt shot from 1 ft
3:24.0,K. Irving misses 3-pt shot from 27 ft,,83-60,,
3:22.0,,,83-60,,Defensive rebound by G. Antetokounmpo
3:04.0,,,83-62,2,G. Antetokounmpo makes 2-pt shot at rim
2:37.0,T. Mozgov misses 2-pt shot from 14 ft,,83-62,,
2:36.0,Offensive rebound by Team,,83-62,,
2:36.0,,,83-62,,Loose ball foul by G. Antetokounmpo
2:36.0,Cleveland full timeout,,83-62,,
2:36.0,T. Thompson enters the game for K. Love,,83-62,,
2:36.0,C. Frye enters the game for T. Mozgov,,83-62,,
2:20.0,C. Frye makes 3-pt shot from 25 ft (assist by L. James),3,86-62,,
2:00.0,,,86-62,,J. O'Bryant misses 2-pt shot from 16 ft
1:58.0,Defensive rebound by L. James,,86-62,,
1:51.0,C. Frye misses 3-pt shot from 26 ft,,86-62,,
1:49.0,,,86-62,,Defensive rebound by J. O'Bryant
1:37.0,,,86-62,,Shooting foul by J. Smith (drawn by J. Parker)
1:37.0,,,86-63,1,J. Parker makes free throw 1 of 2
1:37.0,,,86-63,,M. Plumlee enters the game for G. Monroe
1:37.0,I. Shumpert enters the game for J. Smith,,86-63,,
1:37.0,M. Dellavedova enters the game for K. Irving,,86-63,,
1:37.0,,,86-64,1,J. Parker makes free throw 2 of 2
1:25.0,T. Thompson makes 2-pt shot from 4 ft (assist by L. James),2,88-64,,
1:05.0,,,88-64,,R. Vaughn misses 2-pt shot from 15 ft
1:05.0,Defensive rebound by Team,,88-64,,
0:56.0,L. James makes 3-pt shot from 26 ft (assist by T. Thompson),3,91-64,,
0:47.0,,,91-67,3,G. Antetokounmpo makes 3-pt shot from 27 ft
0:28.0,L. James misses 3-pt shot from 27 ft,,91-67,,
0:25.0,,,91-67,,Defensive rebound by G. Antetokounmpo
0:08.0,,,91-67,,J. Parker misses 2-pt shot from 15 ft
0:06.0,Defensive rebound by C. Frye,,91-67,,
0:01.0,L. James makes 2-pt shot from 19 ft,2,93-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,93-67,,J. Parker misses 2-pt shot from 1 ft (block by T. Thompson)
11:46.0,,,93-67,,Offensive rebound by G. Antetokounmpo
11:40.0,,,93-67,,R. Vaughn misses 3-pt shot from 24 ft
11:39.0,,,93-67,,Offensive rebound by M. Plumlee
11:39.0,,,93-67,,M. Plumlee misses 2-pt shot at rim
11:36.0,Defensive rebound by T. Thompson,,93-67,,
11:29.0,T. Thompson makes 2-pt shot from 1 ft (assist by C. Frye),2,95-67,,
11:13.0,Shooting block foul by T. Thompson (drawn by J. Parker),,95-67,,
11:13.0,,,95-68,1,J. Parker makes free throw 1 of 2
11:13.0,,,95-68,,J. Parker misses free throw 2 of 2
11:12.0,,,95-68,,Offensive rebound by M. Plumlee
10:57.0,,,95-68,,M. Plumlee misses 2-pt shot from 4 ft
10:56.0,Defensive rebound by C. Frye,,95-68,,
10:48.0,C. Frye makes 2-pt shot from 17 ft (assist by M. Dellavedova),2,97-68,,
10:34.0,,,97-68,,R. Vaughn misses 3-pt shot from 23 ft
10:33.0,Defensive rebound by I. Shumpert,,97-68,,
10:11.0,C. Frye misses 3-pt shot from 23 ft,,97-68,,
10:11.0,,,97-68,,Defensive rebound by Team
9:59.0,,,97-68,,Turnover by J. Parker (bad pass)
9:55.0,,,97-68,,Personal foul by T. Ennis
9:55.0,M. Williams enters the game for M. Dellavedova,,97-68,,
9:46.0,C. Frye misses 2-pt shot from 17 ft,,97-68,,
9:45.0,,,97-68,,Defensive rebound by G. Antetokounmpo
9:29.0,,,97-68,,G. Antetokounmpo misses 2-pt shot from 6 ft
9:28.0,Defensive rebound by T. Thompson,,97-68,,
9:09.0,T. Thompson makes 2-pt shot from 2 ft,2,99-68,,
8:50.0,,,99-70,2,R. Vaughn makes 2-pt shot from 18 ft (assist by T. Ennis)
8:34.0,Turnover by I. Shumpert (lost ball),,99-70,,
8:34.0,Official timeout,,99-70,,
8:34.0,J. Jones enters the game for T. Thompson,,99-70,,
8:19.0,,,99-70,,R. Vaughn misses 3-pt shot from 28 ft
8:19.0,Defensive rebound by Team,,99-70,,
7:56.0,R. Jefferson misses 3-pt shot from 23 ft,,99-70,,
7:55.0,,,99-70,,Defensive rebound by G. Antetokounmpo
7:47.0,Personal foul by I. Shumpert,,99-70,,
7:37.0,,,99-70,,Turnover by T. Ennis (lost ball; steal by C. Frye)
7:30.0,Turnover by C. Frye (lost ball; steal by R. Vaughn),,99-70,,
7:11.0,,,99-70,,G. Antetokounmpo misses 3-pt shot from 25 ft
7:10.0,Defensive rebound by C. Frye,,99-70,,
7:01.0,Turnover by M. Williams (lost ball; steal by T. Ennis),,99-70,,
7:01.0,Personal take foul by C. Frye,,99-70,,
6:36.0,,,99-70,,M. Plumlee misses 2-pt shot from 5 ft
6:34.0,Defensive rebound by I. Shumpert,,99-70,,
6:27.0,,,99-70,,Personal foul by T. Ennis
6:20.0,J. Jones misses 3-pt shot from 24 ft,,99-70,,
6:18.0,,,99-70,,Defensive rebound by T. Ennis
6:10.0,,,99-72,2,M. Plumlee makes 2-pt shot at rim (assist by R. Vaughn)
5:54.0,J. Jones makes 2-pt shot at rim (assist by I. Shumpert),2,101-72,,
5:41.0,,,101-72,,Shooting foul by R. Jefferson (drawn by J. Parker)
5:41.0,,,101-72,,Milwaukee full timeout
5:41.0,,,101-72,,D. Inglis enters the game for G. Antetokounmpo
5:41.0,J. McRae enters the game for I. Shumpert,,101-72,,
5:41.0,,,101-72,,J. Parker misses free throw 1 of 2
5:41.0,,,101-72,,Offensive rebound by Team
5:41.0,,,101-73,1,J. Parker makes free throw 2 of 2
5:23.0,M. Williams misses 2-pt shot from 19 ft,,101-73,,
5:21.0,,,101-73,,Defensive rebound by T. Ennis
5:12.0,,,101-73,,R. Vaughn misses 3-pt shot from 28 ft
5:11.0,Defensive rebound by M. Williams,,101-73,,
4:57.0,C. Frye misses 2-pt shot from 1 ft,,101-73,,
4:55.0,,,101-73,,Defensive rebound by M. Plumlee
4:40.0,,,101-73,,D. Inglis misses 2-pt shot from 15 ft
4:38.0,Defensive rebound by C. Frye,,101-73,,
4:23.0,C. Frye misses 3-pt shot from 24 ft,,101-73,,
4:22.0,,,101-73,,Defensive rebound by T. Ennis
4:07.0,,,101-73,,Shooting foul by M. Williams (drawn by M. Plumlee)
4:07.0,,,101-73,,M. Plumlee misses free throw 1 of 2
4:07.0,,,101-73,,Offensive rebound by Team
4:07.0,,,101-73,,J. O'Bryant enters the game for J. Parker
4:07.0,,,101-74,1,M. Plumlee makes free throw 2 of 2
3:46.0,M. Williams misses 2-pt shot from 10 ft,,101-74,,
3:44.0,,,101-74,,Defensive rebound by M. Plumlee
3:23.0,,,101-74,,M. Plumlee misses 2-pt shot from 1 ft (block by C. Frye)
3:20.0,,,101-74,,Offensive rebound by M. Plumlee
3:17.0,,,101-76,2,M. Plumlee makes 2-pt shot from 1 ft
2:56.0,J. Jones misses 3-pt shot from 28 ft,,101-76,,
2:55.0,,,101-76,,Defensive rebound by R. Vaughn
2:35.0,,,101-76,,D. Inglis misses 2-pt shot from 1 ft
2:32.0,,,101-76,,Offensive rebound by J. O'Bryant
2:32.0,,,101-76,,J. O'Bryant misses 2-pt shot from 1 ft
2:31.0,,,101-76,,Offensive rebound by J. O'Bryant
2:23.0,,,101-78,2,J. O'Bryant makes 2-pt shot from 16 ft
2:04.0,J. Jones makes 3-pt shot from 26 ft (assist by R. Jefferson),3,104-78,,
1:46.0,,,104-78,,R. Vaughn misses 3-pt shot from 24 ft
1:46.0,Defensive rebound by Team,,104-78,,
1:46.0,Cleveland full timeout,,104-78,,
1:33.0,J. McRae makes 2-pt shot from 10 ft (assist by M. Williams),2,106-78,,
1:16.0,,,106-78,,Turnover by D. Inglis (lost ball; steal by M. Williams)
0:57.0,R. Jefferson misses 3-pt shot from 24 ft,,106-78,,
0:56.0,,,106-78,,Defensive rebound by M. Plumlee
0:33.0,,,106-80,2,R. Vaughn makes 2-pt shot from 18 ft (assist by D. Inglis)
0:15.0,J. Jones makes 3-pt shot from 23 ft (assist by J. McRae),3,109-80,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
