time,Detroit,pts.away,score,pts.home,Atlanta
7:34.0,,,10-6,,Turnover by J. Teague (lost ball; steal by A. Drummond)
7:30.0,M. Morris makes 2-pt shot at rim,2,12-6,,
7:30.0,,,12-6,,Atlanta full timeout
7:08.0,,,12-8,2,P. Millsap makes 2-pt shot from 14 ft
6:48.0,E. Ilyasova makes 3-pt shot from 24 ft (assist by M. Morris),3,15-8,,
6:39.0,,,15-8,,Shooting foul by E. Ilyasova (drawn by P. Millsap)
6:39.0,,,15-9,1,P. Millsap makes free throw 1 of 2
6:39.0,,,15-9,,T. Sefolosha enters the game for K. Bazemore
6:39.0,,,15-9,,T. Splitter enters the game for A. Horford
6:39.0,,,15-10,1,P. Millsap makes free throw 2 of 2
6:30.0,M. Morris makes 2-pt shot from 19 ft (assist by R. Jackson),2,17-10,,
6:06.0,,,17-10,,T. Sefolosha misses 3-pt shot from 23 ft
6:04.0,Defensive rebound by M. Morris,,17-10,,
5:57.0,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by R. Jackson),3,20-10,,
5:37.0,,,20-10,,J. Teague misses 2-pt shot from 13 ft
5:36.0,,,20-10,,Offensive rebound by T. Splitter
5:35.0,,,20-12,2,T. Splitter makes 2-pt shot at rim
5:19.0,M. Morris misses 2-pt shot from 1 ft,,20-12,,
5:17.0,Offensive rebound by M. Morris,,20-12,,
5:16.0,M. Morris misses 2-pt shot at rim,,20-12,,
5:14.0,,,20-12,,Defensive rebound by T. Sefolosha
5:10.0,,,20-12,,Turnover by J. Teague (traveling)
5:10.0,,,20-12,,L. Patterson enters the game for K. Korver
4:55.0,K. Caldwell-Pope misses 2-pt shot from 11 ft,,20-12,,
4:52.0,,,20-12,,Defensive rebound by T. Sefolosha
4:48.0,Personal block foul by E. Ilyasova (drawn by P. Millsap),,20-12,,
4:48.0,,,20-12,,D. Schroder enters the game for J. Teague
4:48.0,S. Johnson enters the game for E. Ilyasova,,20-12,,
4:41.0,,,20-12,,T. Splitter misses 2-pt shot at rim
4:38.0,,,20-12,,Offensive rebound by P. Millsap
4:38.0,,,20-14,2,P. Millsap makes 2-pt shot at rim
4:23.0,R. Jackson makes 2-pt shot from 9 ft (assist by M. Morris),2,22-14,,
4:23.0,Shooting foul by D. Schroder (drawn by R. Jackson),,22-14,,
4:23.0,R. Jackson makes free throw 1 of 1,1,23-14,,
4:13.0,,,23-16,2,D. Schroder makes 2-pt shot from 1 ft (assist by P. Millsap)
3:53.0,S. Johnson misses 2-pt shot from 20 ft,,23-16,,
3:51.0,,,23-16,,Defensive rebound by T. Sefolosha
3:44.0,,,23-16,,T. Sefolosha misses 2-pt shot from 19 ft
3:42.0,Defensive rebound by A. Drummond,,23-16,,
3:33.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,25-16,,
3:21.0,,,25-16,,Turnover by D. Schroder (bad pass; steal by K. Caldwell-Pope)
3:18.0,Turnover by K. Caldwell-Pope (lost ball; steal by T. Sefolosha),,25-16,,
3:14.0,,,25-18,2,T. Sefolosha makes 2-pt shot from 1 ft
2:46.0,M. Morris misses 3-pt shot from 24 ft,,25-18,,
2:45.0,,,25-18,,Defensive rebound by L. Patterson
2:31.0,,,25-18,,D. Schroder misses 2-pt shot from 1 ft
2:29.0,,,25-18,,Offensive rebound by T. Splitter
2:25.0,,,25-18,,P. Millsap misses 2-pt shot from 8 ft
2:22.0,,,25-18,,Offensive rebound by D. Schroder
2:10.0,,,25-18,,P. Millsap misses 3-pt shot from 23 ft
2:09.0,Defensive rebound by K. Caldwell-Pope,,25-18,,
2:01.0,Turnover by K. Caldwell-Pope (traveling),,25-18,,
2:01.0,Detroit full timeout,,25-18,,
2:01.0,A. Baynes enters the game for A. Drummond,,25-18,,
2:01.0,S. Blake enters the game for R. Jackson,,25-18,,
2:01.0,,,25-18,,A. Horford enters the game for P. Millsap
1:47.0,,,25-20,2,D. Schroder makes 2-pt shot from 1 ft (assist by L. Patterson)
1:22.0,M. Morris misses 2-pt shot from 21 ft,,25-20,,
1:21.0,,,25-20,,Defensive rebound by Team
1:08.0,,,25-22,2,D. Schroder makes 2-pt shot at rim
0:44.0,Turnover by S. Johnson (bad pass; steal by T. Sefolosha),,25-22,,
0:32.0,,,25-25,3,L. Patterson makes 3-pt shot from 22 ft (assist by D. Schroder)
0:20.0,Turnover by A. Baynes (lost ball; steal by T. Sefolosha),,25-25,,
0:02.0,,,25-25,,D. Schroder misses 2-pt shot from 1 ft
0:02.0,Defensive rebound by Team,,25-25,,
0:02.0,,,25-25,,Loose ball foul by T. Splitter (drawn by A. Baynes)
0:02.0,J. Meeks enters the game for K. Caldwell-Pope,,25-25,,
0:02.0,,,25-25,,M. Muscala enters the game for T. Splitter
0:00.0,S. Blake misses 3-pt shot from 35 ft,,25-25,,
0:00.0,Offensive rebound by Team,,25-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
12:00.0,,,25-25,,Violation by Team (delay of game)
11:38.0,,,25-25,,M. Muscala misses 2-pt shot from 14 ft
11:37.0,Defensive rebound by E. Ilyasova,,25-25,,
11:27.0,S. Johnson misses 2-pt shot from 14 ft,,25-25,,
11:25.0,,,25-25,,Defensive rebound by K. Korver
11:12.0,,,25-27,2,D. Schroder makes 2-pt shot from 1 ft
10:58.0,Turnover by S. Blake (bad pass; steal by A. Horford),,25-27,,
10:55.0,Personal foul by J. Meeks (drawn by A. Horford),,25-27,,
10:50.0,,,25-27,,K. Korver misses 2-pt shot from 15 ft
10:48.0,Defensive rebound by A. Baynes,,25-27,,
10:39.0,Turnover by E. Ilyasova (lost ball; steal by D. Schroder),,25-27,,
10:31.0,,,25-30,3,A. Horford makes 3-pt shot from 23 ft (assist by D. Schroder)
10:23.0,Detroit full timeout,,25-30,,
10:20.0,S. Blake makes 3-pt shot from 23 ft (assist by S. Johnson),3,28-30,,
10:09.0,,,28-30,,K. Bazemore misses 2-pt shot from 1 ft
10:07.0,Defensive rebound by A. Baynes,,28-30,,
10:01.0,,,28-30,,Personal foul by M. Muscala (drawn by E. Ilyasova)
9:56.0,A. Baynes misses 2-pt shot from 7 ft,,28-30,,
9:55.0,,,28-30,,Defensive rebound by K. Bazemore
9:42.0,Personal foul by A. Baynes (drawn by A. Horford),,28-30,,
9:33.0,,,28-32,2,A. Horford makes 2-pt shot from 4 ft
9:22.0,E. Ilyasova misses 3-pt shot from 24 ft,,28-32,,
9:21.0,,,28-32,,Defensive rebound by K. Bazemore
9:01.0,,,28-32,,Offensive charge foul by K. Bazemore
9:01.0,,,28-32,,Turnover by K. Bazemore (offensive foul)
9:01.0,,,28-32,,J. Teague enters the game for D. Schroder
8:48.0,S. Johnson makes 3-pt shot from 23 ft (assist by S. Blake),3,31-32,,
8:28.0,,,31-32,,K. Bazemore misses 2-pt shot at rim
8:27.0,Defensive rebound by A. Baynes,,31-32,,
8:22.0,S. Blake misses 2-pt shot from 1 ft,,31-32,,
8:21.0,,,31-32,,Defensive rebound by M. Muscala
8:09.0,,,31-32,,Shooting foul by A. Baynes (drawn by A. Horford)
8:09.0,,,31-32,,A. Horford misses free throw 1 of 2
8:09.0,,,31-32,,Offensive rebound by Team
8:09.0,A. Drummond enters the game for A. Baynes,,31-32,,
8:09.0,,,31-32,,T. Sefolosha enters the game for K. Bazemore
8:09.0,,,31-33,1,A. Horford makes free throw 2 of 2
7:50.0,S. Blake misses 3-pt shot from 24 ft,,31-33,,
7:49.0,Offensive rebound by S. Johnson,,31-33,,
7:49.0,,,31-33,,Personal foul by K. Korver (drawn by S. Johnson)
7:49.0,,,31-33,,T. Splitter enters the game for A. Horford
7:41.0,J. Meeks misses 2-pt shot from 11 ft,,31-33,,
7:39.0,Offensive rebound by J. Meeks,,31-33,,
7:36.0,J. Meeks misses 2-pt shot at rim (block by T. Splitter),,31-33,,
7:35.0,,,31-33,,Defensive rebound by T. Splitter
7:23.0,,,31-35,2,J. Teague makes 2-pt shot from 16 ft
7:06.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by S. Johnson),3,34-35,,
6:50.0,,,34-37,2,J. Teague makes 2-pt shot at rim
6:31.0,S. Blake misses 3-pt shot from 23 ft,,34-37,,
6:30.0,,,34-37,,Defensive rebound by T. Sefolosha
6:21.0,,,34-37,,K. Korver misses 3-pt shot from 24 ft
6:19.0,Defensive rebound by A. Drummond,,34-37,,
6:10.0,Turnover by S. Blake (bad pass; steal by K. Korver),,34-37,,
6:05.0,,,34-39,2,J. Teague makes 2-pt shot from 1 ft (assist by T. Sefolosha)
5:47.0,Offensive foul by A. Drummond,,34-39,,
5:47.0,Turnover by A. Drummond (offensive foul),,34-39,,
5:47.0,Official timeout,,34-39,,
5:47.0,,,34-39,,P. Millsap enters the game for K. Korver
5:47.0,R. Jackson enters the game for S. Johnson,,34-39,,
5:47.0,K. Caldwell-Pope enters the game for S. Blake,,34-39,,
5:47.0,M. Morris enters the game for J. Meeks,,34-39,,
5:47.0,,,34-39,,D. Schroder enters the game for M. Muscala
5:30.0,,,34-39,,Turnover by P. Millsap (bad pass)
5:14.0,E. Ilyasova misses 3-pt shot from 22 ft,,34-39,,
5:11.0,,,34-39,,Defensive rebound by T. Sefolosha
5:01.0,,,34-39,,Turnover by P. Millsap (traveling)
4:44.0,K. Caldwell-Pope misses 2-pt shot from 17 ft,,34-39,,
4:42.0,Offensive rebound by Team,,34-39,,
4:35.0,M. Morris makes 3-pt shot from 25 ft (assist by K. Caldwell-Pope),3,37-39,,
4:19.0,,,37-39,,D. Schroder misses 3-pt shot from 25 ft
4:18.0,,,37-39,,Offensive rebound by T. Splitter
4:15.0,,,37-39,,T. Splitter misses 2-pt shot from 1 ft (block by A. Drummond)
4:14.0,Defensive rebound by R. Jackson,,37-39,,
3:53.0,R. Jackson misses 3-pt shot from 24 ft,,37-39,,
3:52.0,,,37-39,,Defensive rebound by P. Millsap
3:38.0,,,37-39,,J. Teague misses 2-pt shot at rim
3:35.0,Defensive rebound by M. Morris,,37-39,,
3:23.0,A. Drummond misses 2-pt shot from 5 ft,,37-39,,
3:22.0,Offensive rebound by A. Drummond,,37-39,,
3:21.0,A. Drummond makes 2-pt shot at rim,2,39-39,,
3:09.0,,,39-39,,T. Splitter misses 2-pt shot from 1 ft
3:07.0,Defensive rebound by M. Morris,,39-39,,
2:50.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by R. Jackson),3,42-39,,
2:40.0,,,42-41,2,J. Teague makes 2-pt shot from 18 ft
2:25.0,Turnover by R. Jackson (lost ball; steal by T. Sefolosha),,42-41,,
2:16.0,,,42-41,,Atlanta full timeout
2:16.0,S. Johnson enters the game for E. Ilyasova,,42-41,,
2:16.0,,,42-41,,A. Horford enters the game for T. Sefolosha
2:16.0,,,42-41,,K. Bazemore enters the game for T. Splitter
2:05.0,,,42-41,,Turnover by J. Teague (bad pass)
1:52.0,M. Morris misses 2-pt shot from 19 ft,,42-41,,
1:50.0,Offensive rebound by S. Johnson,,42-41,,
1:48.0,S. Johnson makes 2-pt shot from 5 ft,2,44-41,,
1:31.0,,,44-43,2,A. Horford makes 2-pt shot from 13 ft
1:16.0,S. Johnson makes 2-pt shot at rim,2,46-43,,
1:16.0,,,46-43,,Violation by P. Millsap (def goaltending)
1:00.0,,,46-43,,J. Teague misses 2-pt shot from 1 ft
0:59.0,Defensive rebound by A. Drummond,,46-43,,
0:56.0,K. Caldwell-Pope makes 2-pt shot at rim (assist by A. Drummond),2,48-43,,
0:37.0,,,48-43,,J. Teague misses 3-pt shot from 24 ft
0:35.0,Defensive rebound by R. Jackson,,48-43,,
0:09.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,48-43,,
0:06.0,Offensive rebound by M. Morris,,48-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,,,48-43,,K. Korver misses 3-pt shot from 25 ft
11:51.0,Defensive rebound by A. Drummond,,48-43,,
11:42.0,Turnover by A. Drummond (3 sec),,48-43,,
11:27.0,,,48-43,,J. Teague misses 2-pt shot from 16 ft
11:24.0,Defensive rebound by M. Morris,,48-43,,
11:16.0,A. Drummond misses 2-pt shot from 4 ft,,48-43,,
11:15.0,Offensive rebound by M. Morris,,48-43,,
11:15.0,M. Morris misses 2-pt shot at rim,,48-43,,
11:13.0,,,48-43,,Defensive rebound by P. Millsap
11:07.0,,,48-43,,Turnover by J. Teague (bad pass; steal by R. Jackson)
10:59.0,M. Morris misses 3-pt shot from 25 ft,,48-43,,
10:58.0,Offensive rebound by Team,,48-43,,
10:58.0,,,48-43,,Loose ball foul by P. Millsap (drawn by A. Drummond)
10:34.0,R. Jackson misses 2-pt shot from 14 ft,,48-43,,
10:32.0,,,48-43,,Defensive rebound by J. Teague
10:25.0,,,48-43,,P. Millsap misses 2-pt shot from 1 ft (block by E. Ilyasova)
10:24.0,Defensive rebound by Team,,48-43,,
10:08.0,E. Ilyasova makes 3-pt shot from 24 ft,3,51-43,,
9:54.0,,,51-43,,K. Bazemore misses 3-pt shot from 25 ft
9:51.0,Defensive rebound by K. Caldwell-Pope,,51-43,,
9:36.0,A. Drummond misses 2-pt shot from 10 ft,,51-43,,
9:36.0,,,51-43,,Defensive rebound by Team
9:36.0,Personal foul by M. Morris (drawn by P. Millsap),,51-43,,
9:17.0,,,51-43,,J. Teague misses 3-pt shot from 25 ft
9:16.0,Defensive rebound by A. Drummond,,51-43,,
9:07.0,R. Jackson makes 2-pt shot from 1 ft,2,53-43,,
8:52.0,,,53-43,,Turnover by A. Horford (lost ball)
8:37.0,K. Caldwell-Pope makes 2-pt shot from 18 ft (assist by A. Drummond),2,55-43,,
8:37.0,Shooting foul by K. Korver (drawn by K. Caldwell-Pope),,55-43,,
8:37.0,,,55-43,,Atlanta full timeout
8:37.0,K. Caldwell-Pope makes free throw 1 of 1,1,56-43,,
8:23.0,,,56-45,2,A. Horford makes 2-pt shot from 2 ft
8:23.0,,,56-45,,Shooting foul by A. Drummond (drawn by A. Horford)
8:23.0,,,56-46,1,A. Horford makes free throw 1 of 1
7:59.0,K. Caldwell-Pope makes 3-pt shot from 26 ft,3,59-46,,
7:42.0,,,59-48,2,K. Korver makes 2-pt shot from 20 ft (assist by A. Horford)
7:25.0,M. Morris misses 2-pt shot from 18 ft,,59-48,,
7:24.0,Offensive rebound by A. Drummond,,59-48,,
7:22.0,A. Drummond makes 2-pt shot at rim,2,61-48,,
6:57.0,,,61-48,,P. Millsap misses 3-pt shot from 22 ft
6:56.0,Defensive rebound by A. Drummond,,61-48,,
6:35.0,A. Drummond misses 2-pt shot from 8 ft,,61-48,,
6:33.0,,,61-48,,Defensive rebound by P. Millsap
6:24.0,,,61-48,,Turnover by K. Korver (step out of bounds)
6:24.0,,,61-48,,T. Sefolosha enters the game for K. Bazemore
6:24.0,,,61-48,,T. Splitter enters the game for A. Horford
6:15.0,Turnover by E. Ilyasova (bad pass),,61-48,,
5:55.0,,,61-51,3,P. Millsap makes 3-pt shot from 24 ft (assist by J. Teague)
5:39.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by R. Jackson),2,63-51,,
5:31.0,,,63-51,,Turnover by J. Teague (lost ball; steal by R. Jackson)
5:31.0,,,63-51,,Personal foul by T. Splitter (drawn by R. Jackson)
5:13.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by M. Morris),3,66-51,,
4:59.0,,,66-51,,K. Korver misses 3-pt shot from 24 ft
4:57.0,Defensive rebound by R. Jackson,,66-51,,
4:50.0,E. Ilyasova makes 2-pt shot from 15 ft (assist by M. Morris),2,68-51,,
4:40.0,,,68-51,,P. Millsap misses 3-pt shot from 24 ft
4:39.0,Defensive rebound by E. Ilyasova,,68-51,,
4:35.0,,,68-51,,Personal foul by P. Millsap (drawn by A. Drummond)
4:35.0,S. Johnson enters the game for E. Ilyasova,,68-51,,
4:35.0,,,68-51,,L. Patterson enters the game for K. Korver
4:35.0,,,68-51,,D. Schroder enters the game for J. Teague
4:33.0,,,68-51,,Personal take foul by T. Splitter (drawn by A. Drummond)
4:33.0,A. Drummond makes free throw 1 of 2,1,69-51,,
4:33.0,A. Drummond misses free throw 2 of 2,,69-51,,
4:31.0,,,69-51,,Defensive rebound by T. Sefolosha
4:10.0,,,69-53,2,T. Splitter makes 2-pt shot at rim (assist by T. Sefolosha)
3:50.0,S. Johnson misses 3-pt shot from 24 ft,,69-53,,
3:49.0,,,69-53,,Defensive rebound by P. Millsap
3:32.0,,,69-56,3,D. Schroder makes 3-pt shot from 24 ft (assist by P. Millsap)
3:03.0,R. Jackson makes 3-pt shot from 25 ft,3,72-56,,
2:52.0,,,72-58,2,P. Millsap makes 2-pt shot from 1 ft (assist by T. Sefolosha)
2:40.0,Shooting foul by T. Sefolosha (drawn by A. Drummond),,72-58,,
2:40.0,Detroit full timeout,,72-58,,
2:40.0,S. Blake enters the game for R. Jackson,,72-58,,
2:40.0,A. Drummond makes free throw 1 of 2,1,73-58,,
2:40.0,A. Drummond makes free throw 2 of 2,1,74-58,,
2:25.0,,,74-58,,D. Schroder misses 3-pt shot from 25 ft
2:22.0,Defensive rebound by S. Johnson,,74-58,,
2:16.0,,,74-58,,Personal foul by T. Splitter (drawn by A. Drummond)
2:16.0,A. Drummond makes free throw 1 of 2,1,75-58,,
2:16.0,,,75-58,,A. Horford enters the game for T. Splitter
2:16.0,A. Drummond makes free throw 2 of 2,1,76-58,,
1:56.0,,,76-61,3,D. Schroder makes 3-pt shot from 22 ft (assist by P. Millsap)
1:29.0,M. Morris makes 2-pt shot from 19 ft,2,78-61,,
1:20.0,,,78-61,,A. Horford misses 3-pt shot from 24 ft
1:18.0,Defensive rebound by K. Caldwell-Pope,,78-61,,
1:10.0,A. Drummond misses 2-pt shot at rim,,78-61,,
1:09.0,Offensive rebound by S. Johnson,,78-61,,
1:07.0,S. Johnson misses 2-pt shot from 1 ft,,78-61,,
1:06.0,Offensive rebound by A. Drummond,,78-61,,
1:06.0,A. Drummond makes 2-pt shot at rim,2,80-61,,
0:51.0,,,80-64,3,P. Millsap makes 3-pt shot from 24 ft (assist by D. Schroder)
0:27.0,K. Caldwell-Pope misses 2-pt shot from 5 ft,,80-64,,
0:27.0,Offensive rebound by A. Drummond,,80-64,,
0:27.0,A. Drummond makes 2-pt shot at rim,2,82-64,,
0:08.0,,,82-64,,D. Schroder misses 3-pt shot from 24 ft
0:06.0,,,82-64,,Offensive rebound by T. Sefolosha
0:02.0,,,82-66,2,A. Horford makes 2-pt shot from 1 ft (assist by L. Patterson)
0:00.0,M. Morris misses 3-pt shot from 51 ft,,82-66,,
0:00.0,Offensive rebound by Team,,82-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,A. Baynes makes 2-pt shot at rim (assist by E. Ilyasova),2,84-66,,
11:29.0,,,84-68,2,D. Schroder makes 2-pt shot from 1 ft
11:17.0,Turnover by S. Blake (lost ball; steal by D. Schroder),,84-68,,
11:14.0,,,84-68,,Shooting foul by E. Ilyasova (drawn by D. Schroder)
11:14.0,,,84-69,1,D. Schroder makes free throw 1 of 2
11:14.0,,,84-70,1,D. Schroder makes free throw 2 of 2
11:00.0,A. Baynes makes 2-pt shot at rim (assist by S. Blake),2,86-70,,
10:50.0,,,86-70,,Offensive charge foul by K. Bazemore
10:50.0,,,86-70,,Turnover by K. Bazemore (offensive foul)
10:38.0,J. Meeks misses 2-pt shot from 19 ft,,86-70,,
10:37.0,,,86-70,,Defensive rebound by D. Schroder
10:25.0,Personal foul by S. Johnson (drawn by L. Patterson),,86-70,,
10:22.0,Personal foul by S. Blake (drawn by D. Schroder),,86-70,,
10:16.0,,,86-70,,Offensive charge foul by M. Muscala
10:16.0,,,86-70,,Turnover by M. Muscala (offensive foul)
10:16.0,,,86-70,,M. Scott enters the game for M. Muscala
10:16.0,,,86-70,,Atlanta full timeout
10:04.0,S. Johnson misses 2-pt shot from 12 ft,,86-70,,
10:01.0,,,86-70,,Defensive rebound by M. Scott
9:50.0,,,86-70,,Turnover by K. Bazemore (lost ball; steal by S. Blake)
9:41.0,J. Meeks makes 2-pt shot from 1 ft (assist by S. Blake),2,88-70,,
9:29.0,,,88-72,2,A. Horford makes 2-pt shot from 17 ft (assist by K. Bazemore)
9:13.0,E. Ilyasova misses 3-pt shot from 25 ft,,88-72,,
9:11.0,,,88-72,,Defensive rebound by K. Bazemore
9:00.0,,,88-72,,D. Schroder misses 2-pt shot from 20 ft
8:59.0,Defensive rebound by E. Ilyasova,,88-72,,
8:48.0,A. Baynes makes 2-pt shot from 16 ft (assist by S. Blake),2,90-72,,
8:22.0,,,90-72,,M. Scott misses 3-pt shot from 25 ft
8:21.0,Defensive rebound by A. Baynes,,90-72,,
8:14.0,Turnover by J. Meeks (lost ball),,90-72,,
8:14.0,,,90-72,,K. Korver enters the game for K. Bazemore
8:14.0,,,90-72,,J. Teague enters the game for A. Horford
8:14.0,,,90-72,,P. Millsap enters the game for L. Patterson
8:06.0,,,90-72,,P. Millsap misses 3-pt shot from 23 ft
8:05.0,Defensive rebound by J. Meeks,,90-72,,
7:52.0,S. Blake misses 3-pt shot from 23 ft,,90-72,,
7:50.0,,,90-72,,Defensive rebound by J. Teague
7:39.0,,,90-74,2,M. Scott makes 2-pt shot at rim (assist by D. Schroder)
7:18.0,K. Caldwell-Pope enters the game for J. Meeks,,90-74,,
7:18.0,M. Morris enters the game for S. Johnson,,90-74,,
7:17.0,Jump ball: A. Baynes vs. P. Millsap (M. Morris gains possession),,,,Jump ball: A. Baynes vs. P. Millsap (M. Morris gains possession)
7:11.0,M. Morris misses 2-pt shot from 18 ft,,90-74,,
7:10.0,Offensive rebound by A. Baynes,,90-74,,
7:10.0,A. Baynes misses 2-pt shot at rim,,90-74,,
7:07.0,Offensive rebound by E. Ilyasova,,90-74,,
7:07.0,E. Ilyasova misses 2-pt shot at rim,,90-74,,
7:06.0,,,90-74,,Defensive rebound by K. Korver
7:01.0,,,90-76,2,M. Scott makes 2-pt shot at rim (assist by J. Teague)
7:01.0,Detroit full timeout,,90-76,,
7:01.0,A. Drummond enters the game for A. Baynes,,90-76,,
7:01.0,R. Jackson enters the game for S. Blake,,90-76,,
6:39.0,M. Morris misses 2-pt shot from 15 ft,,90-76,,
6:37.0,,,90-76,,Defensive rebound by D. Schroder
6:23.0,,,90-76,,P. Millsap misses 2-pt shot from 18 ft
6:23.0,Defensive rebound by Team,,90-76,,
5:58.0,R. Jackson misses 3-pt shot from 26 ft,,90-76,,
5:56.0,,,90-76,,Defensive rebound by P. Millsap
5:44.0,,,90-78,2,D. Schroder makes 2-pt shot at rim (assist by J. Teague)
5:24.0,Shooting foul by K. Korver (drawn by M. Morris),,90-78,,
5:24.0,M. Morris makes free throw 1 of 2,1,91-78,,
5:24.0,M. Morris makes free throw 2 of 2,1,92-78,,
5:16.0,,,92-78,,M. Scott misses 3-pt shot from 24 ft
5:13.0,Defensive rebound by R. Jackson,,92-78,,
5:01.0,R. Jackson misses 2-pt shot from 1 ft,,92-78,,
4:59.0,Offensive rebound by A. Drummond,,92-78,,
4:59.0,A. Drummond misses 2-pt shot at rim,,92-78,,
4:57.0,Offensive rebound by E. Ilyasova,,92-78,,
4:57.0,E. Ilyasova misses 2-pt shot at rim,,92-78,,
4:56.0,Offensive rebound by A. Drummond,,92-78,,
4:56.0,E. Ilyasova makes 2-pt shot at rim,2,94-78,,
4:47.0,,,94-78,,Shooting foul by A. Drummond (drawn by J. Teague)
4:47.0,,,94-78,,J. Teague misses free throw 1 of 2
4:47.0,,,94-78,,Offensive rebound by Team
4:47.0,S. Johnson enters the game for E. Ilyasova,,94-78,,
4:47.0,,,94-78,,L. Patterson enters the game for D. Schroder
4:47.0,,,94-78,,A. Horford enters the game for M. Scott
4:47.0,,,94-79,1,J. Teague makes free throw 2 of 2
4:36.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,94-79,,
4:35.0,,,94-79,,Defensive rebound by A. Horford
4:27.0,,,94-82,3,K. Korver makes 3-pt shot from 25 ft (assist by J. Teague)
4:08.0,R. Jackson misses 2-pt shot from 9 ft,,94-82,,
4:05.0,Offensive rebound by R. Jackson,,94-82,,
4:05.0,R. Jackson misses 2-pt shot at rim,,94-82,,
4:05.0,Offensive rebound by Team,,94-82,,
4:05.0,,,94-82,,Loose ball foul by L. Patterson (drawn by A. Drummond)
3:53.0,S. Johnson misses 2-pt shot from 8 ft (block by A. Horford),,94-82,,
3:50.0,Offensive rebound by M. Morris,,94-82,,
3:44.0,S. Johnson misses 3-pt shot from 24 ft,,94-82,,
3:43.0,,,94-82,,Defensive rebound by P. Millsap
3:38.0,Personal foul by A. Drummond (drawn by L. Patterson),,94-82,,
3:38.0,,,94-83,1,L. Patterson makes free throw 1 of 2
3:38.0,,,94-84,1,L. Patterson makes free throw 2 of 2
3:15.0,M. Morris makes 2-pt shot from 18 ft (assist by S. Johnson),2,96-84,,
3:04.0,,,96-84,,P. Millsap misses 2-pt shot from 1 ft
3:02.0,Defensive rebound by A. Drummond,,96-84,,
2:52.0,Official timeout,,96-84,,
