time,Atlanta,pts.away,score,pts.home,Boston
5:15.0,Defensive rebound by T. Sefolosha,,9-9,,
4:55.0,J. Teague misses 2-pt shot from 3 ft,,9-9,,
4:54.0,,,9-9,,Defensive rebound by M. Smart
4:48.0,,,9-9,,J. Crowder misses 2-pt shot from 16 ft
4:46.0,Defensive rebound by K. Korver,,9-9,,
4:33.0,M. Scott makes 2-pt shot from 4 ft,2,11-9,,
4:11.0,,,11-9,,J. Crowder misses 2-pt shot from 2 ft (block by P. Millsap)
4:10.0,Defensive rebound by T. Sefolosha,,11-9,,
4:05.0,J. Teague misses 3-pt shot from 25 ft,,11-9,,
4:04.0,,,11-9,,Defensive rebound by K. Olynyk
4:01.0,,,11-9,,Turnover by K. Olynyk (lost ball; steal by P. Millsap)
4:00.0,,,11-9,,Personal foul by K. Olynyk
4:00.0,D. Schroder enters the game for J. Teague,,11-9,,
4:00.0,T. Hardaway enters the game for K. Korver,,11-9,,
3:51.0,P. Millsap makes 2-pt shot from 7 ft (assist by D. Schroder),2,13-9,,
3:51.0,,,13-9,,Boston full timeout
3:34.0,,,13-9,,M. Smart misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by P. Millsap,,13-9,,
3:17.0,T. Sefolosha misses 3-pt shot from 25 ft,,13-9,,
3:16.0,,,13-9,,Defensive rebound by J. Crowder
3:08.0,,,13-9,,Turnover by M. Smart (lost ball; steal by T. Sefolosha)
3:03.0,,,13-9,,Personal foul by J. Crowder
2:50.0,T. Hardaway misses 3-pt shot from 25 ft,,13-9,,
2:49.0,,,13-9,,Defensive rebound by E. Turner
2:42.0,,,13-9,,K. Olynyk misses 3-pt shot from 25 ft
2:41.0,Defensive rebound by T. Hardaway,,13-9,,
2:32.0,D. Schroder misses 3-pt shot from 25 ft,,13-9,,
2:31.0,,,13-9,,Defensive rebound by M. Smart
2:25.0,,,13-11,2,I. Thomas makes 2-pt shot from 2 ft
2:11.0,T. Sefolosha misses 2-pt shot from 2 ft,,13-11,,
2:10.0,,,13-11,,Defensive rebound by M. Smart
2:09.0,Personal foul by T. Sefolosha,,13-11,,
2:09.0,A. Horford enters the game for P. Millsap,,13-11,,
2:09.0,,,13-11,,J. Jerebko enters the game for K. Olynyk
2:09.0,,,13-11,,J. Sullinger enters the game for J. Crowder
1:55.0,,,13-11,,I. Thomas misses 3-pt shot from 24 ft
1:54.0,Defensive rebound by Team,,13-11,,
1:40.0,D. Schroder makes 2-pt shot from 2 ft (assist by T. Hardaway),2,15-11,,
1:23.0,,,15-11,,J. Sullinger misses 2-pt shot from 22 ft
1:22.0,Defensive rebound by M. Scott,,15-11,,
1:03.0,T. Hardaway makes 2-pt shot from 6 ft (assist by D. Schroder),2,17-11,,
0:55.0,,,17-14,3,J. Jerebko makes 3-pt shot from 25 ft (assist by I. Thomas)
0:39.0,T. Hardaway makes 3-pt shot from 25 ft (assist by D. Schroder),3,20-14,,
0:32.0,,,20-17,3,I. Thomas makes 3-pt shot from 26 ft
0:10.0,,,20-17,,Personal foul by E. Turner
0:10.0,K. Korver enters the game for T. Sefolosha,,20-17,,
0:10.0,,,20-17,,J. Crowder enters the game for J. Sullinger
0:05.0,D. Schroder misses 2-pt shot from 2 ft (block by J. Jerebko),,20-17,,
0:04.0,Offensive rebound by Team,,20-17,,
0:01.0,M. Scott misses 2-pt shot from 2 ft,,20-17,,
0:00.0,,,20-17,,Defensive rebound by E. Turner
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,20-17,,M. Smart misses 3-pt shot from 28 ft (block by K. Korver)
11:34.0,,,20-17,,Offensive rebound by J. Sullinger
11:33.0,,,20-17,,J. Sullinger misses 2-pt shot from 1 ft
11:32.0,,,20-17,,Offensive rebound by J. Sullinger
11:29.0,,,20-17,,R. Hunter misses 3-pt shot from 26 ft
11:28.0,Defensive rebound by M. Muscala,,20-17,,
11:06.0,A. Horford makes 2-pt shot from 6 ft,2,22-17,,
10:56.0,,,22-17,,Offensive foul by J. Jerebko
10:56.0,,,22-17,,Turnover by J. Jerebko (offensive foul)
10:45.0,M. Muscala makes 2-pt shot from 16 ft (assist by K. Korver),2,24-17,,
10:24.0,,,24-17,,J. Sullinger misses 2-pt shot from 2 ft (block by A. Horford)
10:23.0,,,24-17,,Offensive rebound by J. Sullinger
10:17.0,,,24-17,,M. Smart misses 2-pt shot from 2 ft
10:16.0,,,24-17,,Offensive rebound by R. Hunter
10:11.0,,,24-19,2,J. Sullinger makes 2-pt shot from 2 ft (assist by R. Hunter)
10:01.0,T. Hardaway makes 2-pt shot from 2 ft (assist by K. Korver),2,26-19,,
9:50.0,,,26-19,,J. Sullinger misses 3-pt shot from 24 ft
9:49.0,Defensive rebound by M. Muscala,,26-19,,
9:35.0,Shooting foul by T. Rozier (drawn by D. Schroder),,26-19,,
9:35.0,D. Schroder misses free throw 1 of 2,,26-19,,
9:35.0,Offensive rebound by Team,,26-19,,
9:35.0,,,26-19,,A. Johnson enters the game for J. Sullinger
9:35.0,,,26-19,,J. Crowder enters the game for T. Rozier
9:35.0,D. Schroder makes free throw 2 of 2,1,27-19,,
9:08.0,,,27-21,2,M. Smart makes 2-pt shot from 2 ft
9:00.0,K. Korver makes 3-pt shot from 24 ft (assist by D. Schroder),3,30-21,,
8:43.0,,,30-21,,J. Jerebko misses 3-pt shot from 26 ft
8:42.0,Defensive rebound by T. Hardaway,,30-21,,
8:28.0,D. Schroder misses 2-pt shot from 20 ft,,30-21,,
8:27.0,,,30-21,,Defensive rebound by J. Crowder
8:19.0,,,30-21,,J. Crowder misses 3-pt shot from 24 ft
8:18.0,Defensive rebound by D. Schroder,,30-21,,
8:12.0,M. Muscala makes 2-pt shot from 3 ft (assist by T. Hardaway),2,32-21,,
7:55.0,Personal foul by D. Schroder,,32-21,,
7:55.0,Official timeout,,32-21,,
7:55.0,,,32-21,,E. Turner enters the game for J. Jerebko
7:55.0,P. Millsap enters the game for T. Hardaway,,32-21,,
7:55.0,K. Bazemore enters the game for M. Muscala,,32-21,,
7:50.0,,,32-21,,R. Hunter misses 2-pt shot from 12 ft
7:49.0,Defensive rebound by Team,,32-21,,
7:28.0,K. Bazemore misses 2-pt shot from 3 ft,,32-21,,
7:28.0,,,32-21,,Defensive rebound by E. Turner
7:24.0,,,32-21,,I. Thomas enters the game for R. Hunter
7:24.0,J. Teague enters the game for D. Schroder,,32-21,,
7:24.0,M. Scott enters the game for A. Horford,,32-21,,
7:13.0,,,32-21,,I. Thomas misses 3-pt shot from 24 ft
7:12.0,Defensive rebound by P. Millsap,,32-21,,
6:56.0,P. Millsap makes 2-pt shot from 2 ft (assist by J. Teague),2,34-21,,
6:37.0,,,34-21,,J. Crowder misses 2-pt shot from 21 ft
6:36.0,Defensive rebound by M. Scott,,34-21,,
6:26.0,P. Millsap misses 2-pt shot from 8 ft,,34-21,,
6:25.0,,,34-21,,Defensive rebound by A. Johnson
6:21.0,Personal foul by J. Teague,,34-21,,
6:17.0,,,34-21,,Turnover by I. Thomas (traveling)
6:00.0,P. Millsap misses 3-pt shot from 24 ft,,34-21,,
5:59.0,,,34-21,,Defensive rebound by E. Turner
5:51.0,,,34-23,2,E. Turner makes 2-pt shot from 12 ft
5:32.0,K. Bazemore misses 2-pt shot from 18 ft,,34-23,,
5:31.0,,,34-23,,Defensive rebound by A. Johnson
5:25.0,,,34-23,,I. Thomas misses 2-pt shot from 23 ft
5:23.0,Defensive rebound by Team,,34-23,,
5:23.0,,,34-23,,Boston full timeout
5:23.0,,,34-23,,J. Jerebko enters the game for A. Johnson
5:23.0,T. Hardaway enters the game for K. Korver,,34-23,,
5:13.0,,,34-23,,Personal foul by M. Smart
5:05.0,Turnover by J. Teague (bad pass),,34-23,,
4:51.0,,,34-23,,E. Turner misses 2-pt shot from 7 ft
4:50.0,Defensive rebound by M. Scott,,34-23,,
4:33.0,J. Teague misses 2-pt shot from 1 ft (block by J. Jerebko),,34-23,,
4:32.0,,,34-23,,Defensive rebound by I. Thomas
4:26.0,,,34-25,2,J. Crowder makes 2-pt shot at rim (assist by I. Thomas)
3:59.0,Turnover by J. Teague (lost ball; steal by M. Smart),,34-25,,
3:58.0,Personal foul by M. Scott,,34-25,,
3:58.0,,,34-25,,T. Rozier enters the game for M. Smart
3:58.0,D. Schroder enters the game for J. Teague,,34-25,,
3:41.0,Shooting block foul by P. Millsap (drawn by J. Crowder),,34-25,,
3:41.0,,,34-26,1,J. Crowder makes free throw 1 of 2
3:41.0,,,34-27,1,J. Crowder makes free throw 2 of 2
3:31.0,K. Bazemore makes 2-pt shot at rim (assist by D. Schroder),2,36-27,,
3:08.0,,,36-27,,J. Crowder misses 3-pt shot from 23 ft
3:06.0,Defensive rebound by Team,,36-27,,
3:06.0,,,36-27,,Personal foul by J. Jerebko
2:57.0,,,36-27,,Personal foul by J. Crowder
2:57.0,Atlanta full timeout,,36-27,,
2:57.0,,,36-27,,M. Smart enters the game for T. Rozier
2:41.0,T. Hardaway misses 2-pt shot from 20 ft,,36-27,,
2:40.0,,,36-27,,Defensive rebound by I. Thomas
2:21.0,,,36-27,,E. Turner misses 3-pt shot from 25 ft
2:20.0,Defensive rebound by D. Schroder,,36-27,,
2:07.0,M. Scott misses 3-pt shot from 25 ft,,36-27,,
2:06.0,,,36-27,,Defensive rebound by J. Crowder
1:51.0,,,36-29,2,J. Crowder makes 2-pt shot from 1 ft (assist by I. Thomas)
1:36.0,,,36-29,,Personal foul by J. Crowder
1:36.0,P. Millsap makes free throw 1 of 2,1,37-29,,
1:36.0,A. Horford enters the game for M. Scott,,37-29,,
1:36.0,K. Korver enters the game for T. Hardaway,,37-29,,
1:36.0,P. Millsap makes free throw 2 of 2,1,38-29,,
1:21.0,,,38-29,,Turnover by E. Turner (lost ball; steal by A. Horford)
1:15.0,D. Schroder makes 3-pt shot from 25 ft (assist by A. Horford),3,41-29,,
1:05.0,,,41-29,,Shooting foul by D. Schroder (drawn by I. Thomas)
1:05.0,,,41-30,1,I. Thomas makes free throw 1 of 2
1:05.0,,,41-30,,A. Johnson enters the game for J. Crowder
1:05.0,,,41-31,1,I. Thomas makes free throw 2 of 2
0:54.0,Turnover by A. Horford (traveling),,41-31,,
0:40.0,,,41-33,2,I. Thomas makes 2-pt shot from 1 ft
0:31.0,Turnover by P. Millsap (traveling),,41-33,,
0:31.0,K. Hinrich enters the game for D. Schroder,,41-33,,
0:23.0,,,41-33,,I. Thomas misses 2-pt shot from 16 ft
0:22.0,Defensive rebound by P. Millsap,,41-33,,
0:14.0,Atlanta full timeout,,41-33,,
0:14.0,D. Schroder enters the game for K. Hinrich,,41-33,,
0:14.0,M. Scott enters the game for A. Horford,,41-33,,
0:04.0,D. Schroder misses 2-pt shot from 3 ft,,41-33,,
0:03.0,,,41-33,,Defensive rebound by M. Smart
0:03.0,,,41-33,,Boston full timeout
0:03.0,K. Hinrich enters the game for K. Korver,,41-33,,
0:03.0,A. Horford enters the game for D. Schroder,,41-33,,
0:03.0,T. Sefolosha enters the game for M. Scott,,41-33,,
0:03.0,,,41-33,,J. Sullinger enters the game for J. Jerebko
0:03.0,,,41-33,,T. Rozier enters the game for A. Johnson
0:03.0,,,41-33,,K. Olynyk enters the game for E. Turner
0:00.0,,,41-33,,I. Thomas misses 3-pt shot from 34 ft
0:00.0,,,41-33,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,41-33,,J. Crowder misses 3-pt shot from 23 ft
11:42.0,Defensive rebound by K. Bazemore,,41-33,,
11:34.0,K. Bazemore makes 2-pt shot from 17 ft,2,43-33,,
11:22.0,,,43-33,,E. Turner misses 3-pt shot from 23 ft
11:21.0,Defensive rebound by K. Korver,,43-33,,
11:21.0,,,43-33,,Personal foul by J. Crowder
11:21.0,,,43-33,,K. Olynyk enters the game for J. Crowder
11:09.0,J. Teague makes 2-pt shot from 6 ft,2,45-33,,
11:00.0,,,45-35,2,J. Jerebko makes 2-pt shot from 2 ft (assist by I. Thomas)
11:00.0,,,45-35,,Shooting foul by A. Horford (drawn by J. Jerebko)
11:00.0,,,45-36,1,J. Jerebko makes free throw 1 of 1
10:49.0,K. Korver makes 3-pt shot from 25 ft (assist by J. Teague),3,48-36,,
10:35.0,,,48-36,,E. Turner misses 2-pt shot from 2 ft (block by A. Horford)
10:34.0,Defensive rebound by P. Millsap,,48-36,,
10:25.0,Shooting foul by A. Johnson (drawn by P. Millsap),,48-36,,
10:25.0,P. Millsap makes free throw 1 of 2,1,49-36,,
10:25.0,P. Millsap makes free throw 2 of 2,1,50-36,,
10:10.0,Personal foul by J. Teague,,50-36,,
9:57.0,,,50-36,,E. Turner misses 2-pt shot from 16 ft
9:56.0,Defensive rebound by A. Horford,,50-36,,
9:39.0,A. Horford makes 3-pt shot from 25 ft (assist by J. Teague),3,53-36,,
9:39.0,,,53-36,,Boston full timeout
9:39.0,,,53-36,,J. Crowder enters the game for K. Olynyk
9:39.0,,,53-36,,M. Smart enters the game for A. Johnson
9:19.0,,,53-36,,J. Crowder misses 2-pt shot from 3 ft
9:18.0,Defensive rebound by K. Korver,,53-36,,
9:10.0,K. Bazemore misses 3-pt shot from 23 ft,,53-36,,
9:08.0,Offensive rebound by K. Bazemore,,53-36,,
8:51.0,A. Horford makes 2-pt shot from 14 ft (assist by P. Millsap),2,55-36,,
8:29.0,,,55-38,2,I. Thomas makes 2-pt shot from 2 ft
8:13.0,Shooting foul by J. Crowder (drawn by P. Millsap),,55-38,,
8:13.0,P. Millsap misses free throw 1 of 2,,55-38,,
8:13.0,Offensive rebound by Team,,55-38,,
8:13.0,,,55-38,,A. Johnson enters the game for J. Crowder
8:13.0,P. Millsap makes free throw 2 of 2,1,56-38,,
8:03.0,,,56-40,2,A. Johnson makes 2-pt shot from 1 ft (assist by I. Thomas)
8:03.0,,,56-40,,Shooting foul by K. Korver (drawn by A. Johnson)
8:03.0,,,56-41,1,A. Johnson makes free throw 1 of 1
7:49.0,J. Teague makes 2-pt shot from 2 ft,2,58-41,,
7:42.0,,,58-41,,I. Thomas misses 2-pt shot from 1 ft (block by K. Korver)
7:41.0,,,58-41,,Offensive rebound by Team
7:41.0,,,58-41,,Technical foul by I. Thomas
7:41.0,K. Korver makes technical free throw,1,59-41,,
7:34.0,,,59-41,,E. Turner misses 2-pt shot from 11 ft
7:33.0,Defensive rebound by K. Korver,,59-41,,
7:17.0,Offensive foul by A. Horford,,59-41,,
7:17.0,Turnover by A. Horford (offensive foul),,59-41,,
7:02.0,,,59-41,,Turnover by A. Johnson (lost ball; steal by A. Horford)
6:38.0,K. Bazemore makes 2-pt shot from 3 ft,2,61-41,,
6:23.0,,,61-43,2,E. Turner makes 2-pt shot from 11 ft (assist by I. Thomas)
6:12.0,A. Horford makes 2-pt shot from 2 ft (assist by J. Teague),2,63-43,,
6:04.0,,,63-43,,E. Turner misses 3-pt shot from 23 ft
6:03.0,Defensive rebound by Team,,63-43,,
6:03.0,,,63-43,,Loose ball foul by M. Smart
6:03.0,M. Scott enters the game for A. Horford,,63-43,,
5:54.0,Turnover by M. Scott (lost ball; steal by M. Smart),,63-43,,
5:50.0,,,63-45,2,M. Smart makes 2-pt shot at rim
5:27.0,J. Teague makes 2-pt shot from 1 ft,2,65-45,,
5:18.0,,,65-45,,Boston full timeout
5:18.0,T. Sefolosha enters the game for K. Bazemore,,65-45,,
5:18.0,,,65-45,,T. Rozier enters the game for J. Jerebko
5:12.0,,,65-47,2,M. Smart makes 2-pt shot from 1 ft
4:48.0,J. Teague misses 3-pt shot from 24 ft,,65-47,,
4:47.0,,,65-47,,Defensive rebound by M. Smart
4:41.0,,,65-49,2,I. Thomas makes 2-pt shot from 22 ft
4:31.0,Atlanta full timeout,,65-49,,
4:31.0,D. Schroder enters the game for J. Teague,,65-49,,
4:19.0,Shooting foul by A. Johnson (drawn by P. Millsap),,65-49,,
4:19.0,P. Millsap makes free throw 1 of 2,1,66-49,,
4:19.0,P. Millsap makes free throw 2 of 2,1,67-49,,
4:03.0,,,67-49,,E. Turner misses 2-pt shot from 13 ft
4:03.0,Defensive rebound by T. Sefolosha,,67-49,,
3:53.0,Turnover by M. Scott (traveling),,67-49,,
3:53.0,,,67-49,,J. Jerebko enters the game for A. Johnson
3:49.0,,,67-49,,Shooting foul by K. Korver (drawn by I. Thomas)
3:49.0,,,67-50,1,I. Thomas makes free throw 1 of 2
3:49.0,T. Hardaway enters the game for K. Korver,,67-50,,
3:49.0,,,67-51,1,I. Thomas makes free throw 2 of 2
3:33.0,D. Schroder makes 2-pt shot from 21 ft,2,69-51,,
3:14.0,,,69-51,,M. Smart misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by Team,,69-51,,
2:59.0,P. Millsap misses 2-pt shot from 2 ft,,69-51,,
2:58.0,Offensive rebound by T. Sefolosha,,69-51,,
2:58.0,T. Sefolosha makes 2-pt shot at rim,2,71-51,,
2:42.0,,,71-51,,J. Jerebko misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by P. Millsap,,71-51,,
2:24.0,Shooting foul by I. Thomas (drawn by M. Scott),,71-51,,
2:24.0,M. Scott makes free throw 1 of 2,1,72-51,,
2:24.0,,,72-51,,J. Sullinger enters the game for E. Turner
2:24.0,M. Scott makes free throw 2 of 2,1,73-51,,
2:13.0,Shooting block foul by M. Scott (drawn by M. Smart),,73-51,,
2:13.0,,,73-52,1,M. Smart makes free throw 1 of 2
2:13.0,,,73-53,1,M. Smart makes free throw 2 of 2
2:13.0,,,73-53,,Violation by Team (jump ball)
1:58.0,P. Millsap misses 3-pt shot from 26 ft,,73-53,,
1:57.0,,,73-53,,Defensive rebound by T. Rozier
1:46.0,,,73-56,3,T. Rozier makes 3-pt shot from 27 ft (assist by I. Thomas)
1:20.0,T. Hardaway misses 3-pt shot from 25 ft,,73-56,,
1:19.0,,,73-56,,Defensive rebound by J. Sullinger
1:09.0,,,73-58,2,M. Smart makes 2-pt shot from 1 ft
1:09.0,,,73-58,,Shooting foul by T. Sefolosha (drawn by M. Smart)
1:09.0,A. Horford enters the game for P. Millsap,,73-58,,
1:09.0,K. Korver enters the game for T. Hardaway,,73-58,,
1:09.0,,,73-59,1,M. Smart makes free throw 1 of 1
0:53.0,A. Horford makes 2-pt shot from 2 ft (assist by D. Schroder),2,75-59,,
0:45.0,,,75-59,,I. Thomas misses 2-pt shot from 3 ft (block by M. Scott)
0:44.0,Defensive rebound by Team,,75-59,,
0:30.0,Turnover by D. Schroder (lost ball; steal by I. Thomas),,75-59,,
0:27.0,,,75-59,,Turnover by M. Smart (lost ball; steal by M. Scott)
0:06.0,M. Scott makes 3-pt shot from 24 ft (assist by A. Horford),3,78-59,,
0:04.0,,,78-59,,Offensive foul by J. Sullinger
0:04.0,,,78-59,,Turnover by J. Sullinger (offensive foul)
0:04.0,T. Hardaway enters the game for T. Sefolosha,,78-59,,
0:04.0,,,78-59,,E. Turner enters the game for J. Sullinger
0:00.0,A. Horford makes 2-pt shot from 15 ft (assist by K. Korver),2,80-59,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Turnover by K. Korver (lost ball; steal by M. Smart),,80-59,,
11:40.0,,,80-59,,I. Thomas misses 2-pt shot from 13 ft
11:38.0,Defensive rebound by Team,,80-59,,
11:32.0,,,80-59,,Personal foul by M. Smart
11:17.0,D. Schroder makes 2-pt shot from 3 ft,2,82-59,,
10:57.0,,,82-61,2,T. Zeller makes 2-pt shot from 5 ft (assist by I. Thomas)
10:43.0,K. Bazemore makes 3-pt shot from 25 ft (assist by D. Schroder),3,85-61,,
10:32.0,,,85-61,,M. Smart misses 2-pt shot from 2 ft
10:30.0,Defensive rebound by A. Horford,,85-61,,
10:27.0,A. Horford makes 2-pt shot from 3 ft (assist by D. Schroder),2,87-61,,
10:27.0,,,87-61,,Boston full timeout
10:27.0,,,87-61,,J. Crowder enters the game for J. Jerebko
10:09.0,,,87-61,,M. Smart misses 2-pt shot from 23 ft
10:09.0,Defensive rebound by D. Schroder,,87-61,,
9:51.0,D. Schroder makes 2-pt shot from 1 ft (assist by M. Muscala),2,89-61,,
9:31.0,,,89-64,3,J. Crowder makes 3-pt shot from 25 ft (assist by M. Smart)
9:12.0,Turnover by D. Schroder (lost ball; steal by M. Smart),,89-64,,
9:06.0,,,89-66,2,I. Thomas makes 2-pt shot from 1 ft
8:42.0,K. Bazemore misses 3-pt shot from 28 ft,,89-66,,
8:41.0,,,89-66,,Defensive rebound by J. Crowder
8:26.0,,,89-66,,T. Rozier misses 3-pt shot from 25 ft
8:25.0,Defensive rebound by A. Horford,,89-66,,
8:15.0,Turnover by K. Bazemore (bad pass),,89-66,,
8:06.0,,,89-66,,Offensive foul by I. Thomas
8:06.0,,,89-66,,Turnover by I. Thomas (offensive foul)
8:06.0,P. Millsap enters the game for A. Horford,,89-66,,
8:06.0,,,89-66,,E. Turner enters the game for M. Smart
7:53.0,D. Schroder misses 2-pt shot from 2 ft,,89-66,,
7:52.0,,,89-66,,Defensive rebound by T. Zeller
7:45.0,,,89-66,,E. Turner misses 3-pt shot from 23 ft
7:43.0,,,89-66,,Offensive rebound by T. Rozier
7:42.0,,,89-66,,Shooting foul by M. Muscala (drawn by T. Rozier)
7:42.0,,,89-67,1,T. Rozier makes free throw 1 of 2
7:42.0,J. Teague enters the game for D. Schroder,,89-67,,
7:42.0,,,89-68,1,T. Rozier makes free throw 2 of 2
7:33.0,K. Korver makes 2-pt shot from 21 ft (assist by K. Bazemore),2,91-68,,
7:15.0,,,91-71,3,J. Crowder makes 3-pt shot from 23 ft (assist by E. Turner)
7:02.0,K. Korver makes 2-pt shot from 1 ft (assist by K. Bazemore),2,93-71,,
7:02.0,Shooting foul by E. Turner (drawn by K. Korver),,93-71,,
7:02.0,M. Scott enters the game for M. Muscala,,93-71,,
7:02.0,K. Korver makes free throw 1 of 1,1,94-71,,
6:44.0,,,94-73,2,I. Thomas makes 2-pt shot at rim
6:25.0,Offensive foul by M. Scott,,94-73,,
6:25.0,Turnover by M. Scott (offensive foul),,94-73,,
6:25.0,T. Hardaway enters the game for K. Korver,,94-73,,
6:08.0,,,94-76,3,J. Crowder makes 3-pt shot from 25 ft
5:46.0,J. Teague misses 2-pt shot from 1 ft,,94-76,,
5:45.0,,,94-76,,Defensive rebound by T. Zeller
5:40.0,Personal foul by M. Scott,,94-76,,
5:40.0,Official timeout,,94-76,,
5:40.0,A. Horford enters the game for M. Scott,,94-76,,
5:38.0,Personal foul by J. Teague,,94-76,,
5:29.0,,,94-78,2,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner)
5:12.0,Shooting foul by T. Zeller (drawn by P. Millsap),,94-78,,
5:12.0,P. Millsap misses free throw 1 of 2,,94-78,,
5:12.0,Offensive rebound by Team,,94-78,,
5:12.0,P. Millsap makes free throw 2 of 2,1,95-78,,
4:55.0,,,95-78,,T. Zeller misses 2-pt shot from 16 ft
4:54.0,Defensive rebound by T. Hardaway,,95-78,,
4:37.0,A. Horford misses 2-pt shot from 17 ft,,95-78,,
4:36.0,,,95-78,,Defensive rebound by T. Rozier
4:26.0,,,95-78,,I. Thomas misses 3-pt shot from 27 ft
4:25.0,,,95-78,,Offensive rebound by Team
4:25.0,Loose ball foul by A. Horford,,95-78,,
4:25.0,,,95-78,,M. Smart enters the game for T. Rozier
4:25.0,K. Korver enters the game for T. Hardaway,,95-78,,
4:25.0,T. Sefolosha enters the game for K. Bazemore,,95-78,,
4:18.0,,,95-78,,T. Zeller misses 2-pt shot at rim
4:17.0,Defensive rebound by P. Millsap,,95-78,,
3:55.0,T. Sefolosha misses 3-pt shot from 25 ft,,95-78,,
