time,Dallas,pts.away,score,pts.home,San Antonio
1:53.0,J. McGee makes 2-pt shot from 17 ft (assist by J. Anderson),2,13-22,,
1:25.0,,,13-24,2,K. Leonard makes 2-pt shot from 19 ft (assist by M. Ginobili)
1:16.0,D. Nowitzki makes 2-pt shot from 2 ft (assist by J. Barea),2,15-24,,
1:03.0,,,15-24,,K. Leonard misses 2-pt shot from 9 ft
1:01.0,Defensive rebound by D. Nowitzki,,15-24,,
0:56.0,Turnover by D. Harris (traveling),,15-24,,
0:56.0,,,15-24,,D. Green enters the game for K. Leonard
0:43.0,,,15-24,,M. Ginobili misses 2-pt shot from 1 ft
0:42.0,Defensive rebound by J. McGee,,15-24,,
0:35.0,J. Barea misses 2-pt shot from 5 ft,,15-24,,
0:34.0,,,15-24,,Defensive rebound by M. Ginobili
0:28.0,,,15-24,,P. Mills misses 3-pt shot from 24 ft
0:27.0,Defensive rebound by D. Nowitzki,,15-24,,
0:10.0,,,15-24,,Personal foul by P. Mills
0:00.0,J. Barea makes 3-pt shot from 25 ft (assist by D. Nowitzki),3,18-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,D. Nowitzki misses 3-pt shot from 24 ft,,18-24,,
11:40.0,,,18-24,,Defensive rebound by P. Mills
11:29.0,,,18-24,,P. Mills misses 2-pt shot from 18 ft
11:29.0,Defensive rebound by J. Anderson,,18-24,,
11:19.0,J. McGee misses 2-pt shot from 3 ft,,18-24,,
11:19.0,,,18-24,,Defensive rebound by D. West
11:12.0,,,18-27,3,D. Green makes 3-pt shot from 24 ft (assist by B. Diaw)
10:58.0,Shooting foul by D. West (drawn by D. Nowitzki),,18-27,,
10:58.0,D. Nowitzki makes free throw 1 of 2,1,19-27,,
10:58.0,D. Nowitzki makes free throw 2 of 2,1,20-27,,
10:45.0,,,20-27,,P. Mills misses 2-pt shot from 18 ft
10:44.0,Defensive rebound by D. Nowitzki,,20-27,,
10:33.0,J. Barea misses 2-pt shot from 16 ft,,20-27,,
10:33.0,Offensive rebound by J. McGee,,20-27,,
10:29.0,J. McGee misses 2-pt shot from 3 ft (block by D. Green),,20-27,,
10:27.0,,,20-27,,Defensive rebound by D. West
10:19.0,,,20-29,2,M. Ginobili makes 2-pt shot from 19 ft
10:04.0,J. Anderson misses 3-pt shot from 23 ft,,20-29,,
9:59.0,Offensive rebound by D. Harris,,20-29,,
9:57.0,D. Harris makes 2-pt shot from 2 ft,2,22-29,,
9:42.0,,,22-29,,M. Ginobili misses 3-pt shot from 24 ft
9:41.0,Defensive rebound by D. Harris,,22-29,,
9:37.0,Shooting foul by D. West (drawn by D. Harris),,22-29,,
9:37.0,D. Harris makes free throw 1 of 2,1,23-29,,
9:37.0,D. Powell enters the game for J. McGee,,23-29,,
9:37.0,,,23-29,,K. Anderson enters the game for M. Ginobili
9:37.0,,,23-29,,T. Duncan enters the game for B. Diaw
9:37.0,D. Harris makes free throw 2 of 2,1,24-29,,
9:25.0,Personal foul by D. Harris (drawn by D. Green),,24-29,,
9:16.0,,,24-29,,D. Green misses 2-pt shot from 15 ft
9:14.0,Defensive rebound by J. Anderson,,24-29,,
9:09.0,J. Anderson misses 2-pt shot from 1 ft,,24-29,,
9:07.0,,,24-29,,Defensive rebound by T. Duncan
9:00.0,,,24-29,,Offensive foul by K. Anderson
9:00.0,,,24-29,,Turnover by K. Anderson (offensive foul)
8:52.0,Offensive foul by D. Harris,,24-29,,
8:52.0,Turnover by D. Harris (offensive foul),,24-29,,
8:52.0,Official timeout,,24-29,,
8:52.0,,,24-29,,T. Parker enters the game for P. Mills
8:52.0,,,24-29,,L. Aldridge enters the game for D. West
8:52.0,D. Williams enters the game for D. Harris,,24-29,,
8:52.0,W. Matthews enters the game for D. Nowitzki,,24-29,,
8:52.0,Z. Pachulia enters the game for J. Anderson,,24-29,,
8:35.0,,,24-29,,Offensive foul by T. Duncan
8:35.0,,,24-29,,Turnover by T. Duncan (offensive foul)
8:25.0,D. Powell makes 2-pt shot from 15 ft (assist by D. Williams),2,26-29,,
8:15.0,Personal foul by J. Barea,,26-29,,
8:08.0,,,26-31,2,T. Parker makes 2-pt shot from 7 ft
7:57.0,J. Barea misses 2-pt shot from 2 ft,,26-31,,
7:55.0,,,26-31,,Defensive rebound by T. Duncan
7:51.0,,,26-33,2,T. Parker makes 2-pt shot from 1 ft
7:51.0,Dallas full timeout,,26-33,,
7:51.0,,,26-33,,K. Leonard enters the game for K. Anderson
7:51.0,R. Felton enters the game for J. Barea,,26-33,,
7:34.0,Shooting foul by T. Duncan (drawn by Z. Pachulia),,26-33,,
7:34.0,Z. Pachulia makes free throw 1 of 2,1,27-33,,
7:34.0,Z. Pachulia makes free throw 2 of 2,1,28-33,,
7:24.0,Personal foul by Z. Pachulia (drawn by K. Leonard),,28-33,,
7:24.0,J. McGee enters the game for Z. Pachulia,,28-33,,
7:24.0,D. Nowitzki enters the game for D. Powell,,28-33,,
7:19.0,,,28-33,,Turnover by T. Parker (lost ball; steal by D. Nowitzki)
7:02.0,,,28-33,,Def 3 sec tech foul by D. Green
7:02.0,D. Nowitzki makes technical free throw,1,29-33,,
6:51.0,R. Felton makes 3-pt shot from 24 ft (assist by D. Williams),3,32-33,,
6:21.0,,,32-33,,K. Leonard misses 3-pt shot from 23 ft
6:21.0,,,32-33,,Offensive rebound by L. Aldridge
6:16.0,,,32-33,,D. Green misses 3-pt shot from 25 ft
6:16.0,,,32-33,,Offensive rebound by K. Leonard
6:13.0,,,32-33,,L. Aldridge misses 2-pt shot from 20 ft
6:12.0,Defensive rebound by D. Williams,,32-33,,
6:05.0,W. Matthews misses 3-pt shot from 24 ft,,32-33,,
6:04.0,,,32-33,,Defensive rebound by L. Aldridge
5:56.0,,,32-33,,K. Leonard misses 3-pt shot from 24 ft
5:55.0,Defensive rebound by J. McGee,,32-33,,
5:47.0,D. Williams misses 3-pt shot from 24 ft,,32-33,,
5:46.0,Offensive rebound by D. Nowitzki,,32-33,,
5:46.0,Turnover by D. Nowitzki (lost ball),,32-33,,
5:46.0,,,32-33,,M. Ginobili enters the game for D. Green
5:26.0,,,32-33,,Shooting foul by W. Matthews (drawn by M. Ginobili)
5:26.0,,,32-34,1,M. Ginobili makes free throw 1 of 2
5:26.0,,,32-35,1,M. Ginobili makes free throw 2 of 2
5:15.0,Turnover by J. McGee (bad pass),,32-35,,
4:55.0,,,32-38,3,K. Leonard makes 3-pt shot from 24 ft (assist by T. Parker)
4:33.0,W. Matthews misses 2-pt shot from 17 ft,,32-38,,
4:33.0,Offensive rebound by Team,,32-38,,
4:33.0,,,32-38,,Loose ball foul by M. Ginobili (drawn by D. Nowitzki)
4:30.0,Turnover by D. Williams (discontinued dribble),,32-38,,
4:21.0,,,32-38,,Turnover by T. Duncan (lost ball; steal by R. Felton)
4:14.0,W. Matthews makes 3-pt shot from 22 ft (assist by R. Felton),3,35-38,,
3:50.0,,,35-40,2,L. Aldridge makes 2-pt shot from 14 ft (assist by K. Leonard)
3:40.0,J. McGee misses 2-pt shot from 13 ft,,35-40,,
3:39.0,,,35-40,,Defensive rebound by T. Parker
3:30.0,,,35-40,,Shooting foul by J. McGee (drawn by L. Aldridge)
3:30.0,,,35-41,1,L. Aldridge makes free throw 1 of 2
3:30.0,D. Powell enters the game for J. McGee,,35-41,,
3:30.0,C. Villanueva enters the game for D. Nowitzki,,35-41,,
3:30.0,,,35-41,,B. Diaw enters the game for T. Duncan
3:30.0,,,35-42,1,L. Aldridge makes free throw 2 of 2
3:16.0,C. Villanueva misses 3-pt shot from 24 ft,,35-42,,
3:16.0,,,35-42,,Defensive rebound by M. Ginobili
3:03.0,,,35-42,,T. Parker misses 2-pt shot from 16 ft
3:03.0,Defensive rebound by D. Williams,,35-42,,
2:46.0,D. Williams misses 2-pt shot from 1 ft,,35-42,,
2:45.0,,,35-42,,Defensive rebound by T. Parker
2:39.0,,,35-44,2,T. Parker makes 2-pt shot from 2 ft
2:39.0,Dallas full timeout,,35-44,,
2:39.0,,,35-44,,San Antonio full timeout
2:24.0,R. Felton misses 2-pt shot from 5 ft (block by L. Aldridge),,35-44,,
2:23.0,,,35-44,,Defensive rebound by B. Diaw
2:11.0,,,35-44,,Turnover by M. Ginobili (bad pass; steal by D. Williams)
2:03.0,D. Nowitzki enters the game for C. Villanueva,,35-44,,
1:46.0,D. Williams misses 2-pt shot from 20 ft,,35-44,,
1:45.0,,,35-44,,Defensive rebound by M. Ginobili
1:24.0,,,35-44,,L. Aldridge misses 2-pt shot from 16 ft
1:23.0,,,35-44,,Offensive rebound by B. Diaw
1:04.0,,,35-44,,M. Ginobili misses 3-pt shot from 25 ft
1:04.0,,,35-44,,Offensive rebound by L. Aldridge
1:01.0,,,35-46,2,L. Aldridge makes 2-pt shot from 2 ft
0:45.0,D. Powell makes 2-pt shot from 2 ft (assist by D. Nowitzki),2,37-46,,
0:23.0,,,37-46,,M. Ginobili misses 3-pt shot from 24 ft
0:23.0,Defensive rebound by D. Nowitzki,,37-46,,
0:02.0,D. Williams makes 2-pt shot from 5 ft,2,39-46,,
0:00.0,,,39-46,,B. Diaw misses 3-pt shot from 49 ft
0:00.0,,,39-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. Williams misses 2-pt shot from 11 ft,,39-46,,
11:44.0,,,39-46,,Defensive rebound by T. Parker
11:24.0,,,39-46,,L. Aldridge misses 2-pt shot from 7 ft (block by D. Williams)
11:21.0,,,39-46,,Offensive rebound by L. Aldridge
11:19.0,,,39-46,,D. Green misses 3-pt shot from 25 ft
11:18.0,Defensive rebound by D. Nowitzki,,39-46,,
11:01.0,D. Williams misses 3-pt shot from 24 ft,,39-46,,
11:00.0,,,39-46,,Defensive rebound by T. Parker
10:44.0,,,39-48,2,L. Aldridge makes 2-pt shot from 17 ft (assist by T. Duncan)
10:18.0,D. Williams misses 2-pt shot from 18 ft,,39-48,,
10:17.0,,,39-48,,Defensive rebound by T. Duncan
10:10.0,,,39-51,3,D. Green makes 3-pt shot from 25 ft (assist by T. Parker)
9:59.0,Dallas full timeout,,39-51,,
9:40.0,D. Nowitzki makes 2-pt shot from 11 ft (assist by D. Williams),2,41-51,,
9:23.0,,,41-51,,L. Aldridge misses 2-pt shot from 18 ft
9:22.0,Defensive rebound by D. Williams,,41-51,,
9:13.0,W. Matthews misses 3-pt shot from 26 ft,,41-51,,
9:12.0,,,41-51,,Defensive rebound by T. Parker
9:03.0,,,41-51,,T. Parker misses 2-pt shot from 15 ft
9:02.0,Defensive rebound by D. Williams,,41-51,,
8:47.0,D. Nowitzki makes 2-pt shot from 1 ft (assist by R. Felton),2,43-51,,
8:20.0,,,43-51,,T. Duncan misses 2-pt shot from 18 ft
8:18.0,,,43-51,,Offensive rebound by L. Aldridge
8:18.0,,,43-53,2,L. Aldridge makes 2-pt shot from 1 ft
8:06.0,W. Matthews makes 2-pt shot from 2 ft (assist by D. Williams),2,45-53,,
7:40.0,,,45-53,,D. Green misses 2-pt shot from 3 ft
7:39.0,Defensive rebound by D. Nowitzki,,45-53,,
7:26.0,Z. Pachulia misses 2-pt shot at rim (block by T. Duncan),,45-53,,
7:24.0,,,45-53,,Defensive rebound by D. Green
7:20.0,,,45-53,,Turnover by D. Green (bad pass)
7:10.0,Turnover by W. Matthews (bad pass; steal by D. Green),,45-53,,
7:00.0,,,45-55,2,K. Leonard makes 2-pt shot from 13 ft (assist by T. Parker)
6:35.0,Z. Pachulia misses 2-pt shot from 1 ft,,45-55,,
6:34.0,,,45-55,,Defensive rebound by L. Aldridge
6:10.0,,,45-55,,Turnover by Team (shot clock)
5:56.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams),3,48-55,,
5:55.0,,,48-55,,San Antonio full timeout
5:55.0,C. Villanueva enters the game for D. Nowitzki,,48-55,,
5:55.0,,,48-55,,M. Ginobili enters the game for D. Green
5:55.0,,,48-55,,R. Butler enters the game for T. Duncan
5:33.0,,,48-55,,M. Ginobili misses 2-pt shot from 16 ft
5:32.0,Defensive rebound by C. Villanueva,,48-55,,
5:19.0,D. Williams misses 2-pt shot from 19 ft,,48-55,,
5:18.0,,,48-55,,Defensive rebound by T. Parker
5:04.0,,,48-55,,R. Butler misses 3-pt shot from 25 ft
5:03.0,Defensive rebound by W. Matthews,,48-55,,
4:57.0,W. Matthews makes 2-pt shot from 2 ft,2,50-55,,
4:30.0,,,50-55,,Turnover by M. Ginobili (bad pass; steal by W. Matthews)
4:24.0,Offensive foul by Z. Pachulia,,50-55,,
4:24.0,Turnover by Z. Pachulia (offensive foul),,50-55,,
4:24.0,,,50-55,,P. Mills enters the game for T. Parker
4:24.0,D. Powell enters the game for Z. Pachulia,,50-55,,
4:12.0,,,50-55,,Turnover by K. Leonard (lost ball; steal by D. Williams)
4:07.0,C. Villanueva makes 2-pt shot from 2 ft (assist by R. Felton),2,52-55,,
3:50.0,,,52-55,,Turnover by M. Ginobili (bad pass; steal by D. Williams)
3:44.0,C. Villanueva misses 3-pt shot from 24 ft,,52-55,,
3:43.0,Offensive rebound by C. Villanueva,,52-55,,
3:26.0,Turnover by R. Felton (bad pass; steal by P. Mills),,52-55,,
3:06.0,,,52-55,,P. Mills misses 3-pt shot from 24 ft
3:05.0,Defensive rebound by R. Felton,,52-55,,
2:48.0,R. Felton misses 2-pt shot from 17 ft,,52-55,,
2:47.0,,,52-55,,Defensive rebound by R. Butler
2:33.0,,,52-55,,L. Aldridge misses 2-pt shot from 2 ft
2:31.0,Defensive rebound by R. Felton,,52-55,,
2:24.0,D. Williams makes 2-pt shot from 2 ft,2,54-55,,
2:01.0,,,54-57,2,K. Leonard makes 2-pt shot from 12 ft
1:45.0,C. Villanueva makes 2-pt shot from 15 ft,2,56-57,,
1:25.0,J. Barea enters the game for R. Felton,,56-57,,
1:25.0,D. Nowitzki enters the game for D. Williams,,56-57,,
1:25.0,D. Harris enters the game for D. Powell,,56-57,,
1:25.0,,,56-57,,D. West enters the game for L. Aldridge
1:22.0,,,56-57,,M. Ginobili misses 2-pt shot from 8 ft
1:21.0,Defensive rebound by D. Nowitzki,,56-57,,
1:11.0,W. Matthews misses 2-pt shot from 18 ft,,56-57,,
1:10.0,Offensive rebound by D. Nowitzki,,56-57,,
1:07.0,Turnover by W. Matthews (bad pass; steal by K. Leonard),,56-57,,
1:03.0,Personal foul by W. Matthews (drawn by K. Leonard),,56-57,,
0:54.0,,,56-57,,Shooting foul by D. Nowitzki (drawn by D. West)
0:54.0,,,56-57,,D. West misses free throw 1 of 2
0:54.0,,,56-57,,Offensive rebound by Team
0:54.0,,,56-58,1,D. West makes free throw 2 of 2
0:37.0,D. Harris makes 2-pt shot from 1 ft,2,58-58,,
0:37.0,Shooting foul by M. Ginobili (drawn by D. Harris),,58-58,,
0:37.0,D. Harris misses free throw 1 of 1,,58-58,,
0:37.0,,,58-58,,Defensive rebound by R. Butler
0:29.0,,,58-58,,Shooting foul by C. Villanueva (drawn by K. Leonard)
0:29.0,,,58-59,1,K. Leonard makes free throw 1 of 2
0:29.0,,,58-60,1,K. Leonard makes free throw 2 of 2
0:06.0,J. Barea makes 2-pt shot from 8 ft,2,60-60,,
0:00.0,,,60-63,3,D. West makes 3-pt shot from 24 ft (assist by K. Leonard)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,60-63,,P. Mills misses 3-pt shot from 24 ft
11:42.0,Defensive rebound by C. Villanueva,,60-63,,
11:32.0,,,60-63,,Violation by R. Butler (def goaltending)
11:32.0,D. Harris makes 2-pt shot from 3 ft (assist by J. Barea),2,62-63,,
11:20.0,,,62-63,,Shooting foul by C. Villanueva (drawn by M. Ginobili)
11:20.0,,,62-64,1,M. Ginobili makes free throw 1 of 2
11:20.0,,,62-64,,T. Parker enters the game for R. Butler
11:20.0,,,62-65,1,M. Ginobili makes free throw 2 of 2
11:03.0,J. Barea makes 2-pt shot from 2 ft,2,64-65,,
10:51.0,,,64-68,3,P. Mills makes 3-pt shot from 23 ft (assist by T. Parker)
10:40.0,J. Barea misses 2-pt shot from 1 ft,,64-68,,
10:40.0,,,64-68,,Defensive rebound by D. Green
10:26.0,,,64-68,,M. Ginobili misses 3-pt shot from 25 ft
10:25.0,Defensive rebound by C. Villanueva,,64-68,,
10:11.0,C. Villanueva misses 3-pt shot from 24 ft,,64-68,,
10:10.0,,,64-68,,Defensive rebound by P. Mills
9:55.0,,,64-68,,P. Mills misses 3-pt shot from 25 ft
9:54.0,Defensive rebound by D. Nowitzki,,64-68,,
9:43.0,D. Nowitzki misses 2-pt shot from 19 ft,,64-68,,
9:42.0,,,64-68,,Defensive rebound by T. Parker
9:32.0,,,64-70,2,D. West makes 2-pt shot from 16 ft (assist by T. Parker)
9:31.0,Dallas full timeout,,64-70,,
9:31.0,J. McGee enters the game for D. Nowitzki,,64-70,,
9:31.0,,,64-70,,K. Leonard enters the game for M. Ginobili
9:11.0,Turnover by C. Villanueva (bad pass; steal by P. Mills),,64-70,,
9:01.0,,,64-70,,D. Green misses 3-pt shot from 23 ft
9:00.0,,,64-70,,Offensive rebound by K. Leonard
9:00.0,Personal foul by D. Harris (drawn by K. Leonard),,64-70,,
8:48.0,,,64-70,,Turnover by D. West (bad pass; steal by J. Barea)
8:43.0,C. Villanueva makes 2-pt shot at rim (assist by J. Barea),2,66-70,,
8:27.0,Personal foul by R. Felton (drawn by P. Mills),,66-70,,
8:27.0,,,66-70,,T. Duncan enters the game for D. West
8:14.0,,,66-72,2,K. Leonard makes 2-pt shot from 13 ft
7:52.0,C. Villanueva misses 2-pt shot from 6 ft,,66-72,,
7:51.0,,,66-72,,Defensive rebound by T. Duncan
7:44.0,,,66-72,,D. Green misses 3-pt shot from 23 ft
7:43.0,Defensive rebound by R. Felton,,66-72,,
7:41.0,Dallas full timeout,,66-72,,
7:41.0,D. Nowitzki enters the game for J. Barea,,66-72,,
7:41.0,D. Williams enters the game for C. Villanueva,,66-72,,
7:26.0,J. McGee makes 2-pt shot from 9 ft,2,68-72,,
7:09.0,,,68-72,,T. Parker misses 2-pt shot from 1 ft
7:08.0,Defensive rebound by D. Nowitzki,,68-72,,
7:00.0,D. Williams misses 2-pt shot from 3 ft,,68-72,,
7:00.0,Offensive rebound by J. McGee,,68-72,,
7:00.0,Shooting foul by D. Green (drawn by J. McGee),,68-72,,
7:00.0,J. McGee misses free throw 1 of 2,,68-72,,
7:00.0,Offensive rebound by Team,,68-72,,
7:00.0,,,68-72,,L. Aldridge enters the game for P. Mills
7:00.0,J. McGee makes free throw 2 of 2,1,69-72,,
6:42.0,Personal foul by D. Harris (drawn by L. Aldridge),,69-72,,
6:30.0,,,69-72,,K. Leonard misses 2-pt shot from 6 ft
6:29.0,Defensive rebound by D. Harris,,69-72,,
6:16.0,J. McGee makes 2-pt shot at rim (assist by R. Felton),2,71-72,,
5:55.0,Personal foul by D. Harris (drawn by K. Leonard),,71-72,,
5:55.0,Official timeout,,71-72,,
5:55.0,,,71-72,,M. Ginobili enters the game for D. Green
5:55.0,W. Matthews enters the game for D. Harris,,71-72,,
5:55.0,,,71-73,1,K. Leonard makes free throw 1 of 2
5:55.0,,,71-74,1,K. Leonard makes free throw 2 of 2
5:40.0,W. Matthews makes 2-pt shot from 11 ft (assist by D. Williams),2,73-74,,
5:23.0,,,73-74,,K. Leonard misses 2-pt shot from 14 ft
5:22.0,Defensive rebound by D. Williams,,73-74,,
5:09.0,Turnover by W. Matthews (lost ball),,73-74,,
4:54.0,,,73-76,2,T. Parker makes 2-pt shot from 21 ft (assist by M. Ginobili)
4:25.0,W. Matthews misses 3-pt shot from 25 ft,,73-76,,
4:24.0,,,73-76,,Defensive rebound by M. Ginobili
4:18.0,,,73-76,,Turnover by M. Ginobili (bad pass)
4:18.0,Z. Pachulia enters the game for J. McGee,,73-76,,
4:06.0,R. Felton misses 3-pt shot from 25 ft,,73-76,,
4:05.0,,,73-76,,Defensive rebound by K. Leonard
3:56.0,,,73-78,2,T. Parker makes 2-pt shot from 22 ft (assist by K. Leonard)
3:54.0,Dallas full timeout,,73-78,,
3:41.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by D. Williams),2,75-78,,
3:25.0,,,75-80,2,M. Ginobili makes 2-pt shot from 1 ft (assist by T. Duncan)
3:04.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams),3,78-80,,
2:39.0,,,78-82,2,L. Aldridge makes 2-pt shot from 19 ft (assist by T. Parker)
2:16.0,D. Nowitzki makes 2-pt shot from 14 ft (assist by R. Felton),2,80-82,,
1:53.0,,,80-82,,L. Aldridge misses 2-pt shot from 10 ft
1:52.0,Defensive rebound by D. Nowitzki,,80-82,,
1:44.0,D. Williams misses 2-pt shot from 19 ft,,80-82,,
1:43.0,,,80-82,,Defensive rebound by K. Leonard
1:29.0,,,80-82,,M. Ginobili misses 3-pt shot from 24 ft
1:28.0,,,80-82,,Offensive rebound by T. Duncan
1:11.0,,,80-82,,T. Parker misses 2-pt shot from 19 ft
1:05.0,,,80-82,,Offensive rebound by Team
1:05.0,D. Harris enters the game for R. Felton,,80-82,,
0:52.0,,,80-84,2,K. Leonard makes 2-pt shot from 11 ft (assist by T. Duncan)
0:34.0,D. Harris makes 3-pt shot from 22 ft (assist by W. Matthews),3,83-84,,
0:15.0,,,83-87,3,K. Leonard makes 3-pt shot from 24 ft (assist by M. Ginobili)
0:15.0,Dallas full timeout,,83-87,,
