time,Memphis,pts.away,score,pts.home,Miami
2:00.0,J. Green makes 2-pt shot from 1 ft (assist by M. Gasol),2,20-13,,
2:00.0,Shooting foul by G. Dragic (drawn by J. Green),,20-13,,
2:00.0,,,20-13,,U. Haslem enters the game for L. Deng
2:00.0,J. Green makes free throw 1 of 1,1,21-13,,
1:48.0,,,21-13,,G. Dragic misses 2-pt shot from 16 ft
1:47.0,Defensive rebound by C. Lee,,21-13,,
1:34.0,Z. Randolph makes 2-pt shot from 13 ft,2,23-13,,
1:07.0,,,23-16,3,G. Green makes 3-pt shot from 23 ft (assist by G. Dragic)
0:53.0,J. Green makes 2-pt shot from 1 ft (assist by Z. Randolph),2,25-16,,
0:38.0,,,25-18,2,G. Green makes 2-pt shot from 2 ft (assist by C. Bosh)
0:28.0,Shooting foul by U. Haslem (drawn by Z. Randolph),,25-18,,
0:28.0,M. Chalmers makes free throw 1 of 2,1,26-18,,
0:28.0,J. Green enters the game for M. Gasol,,26-18,,
0:28.0,,,26-18,,B. Udrih enters the game for G. Dragic
0:28.0,M. Chalmers makes free throw 2 of 2,1,27-18,,
0:11.0,,,27-21,3,G. Green makes 3-pt shot from 24 ft (assist by U. Haslem)
0:02.0,J. Green misses 2-pt shot from 10 ft,,27-21,,
0:01.0,Offensive rebound by J. Green,,27-21,,
0:00.0,J. Green misses 2-pt shot from 1 ft,,27-21,,
0:00.0,Offensive rebound by Team,,27-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,27-21,,C. Bosh misses 2-pt shot from 4 ft
11:40.0,Defensive rebound by J. Green,,27-21,,
11:24.0,J. Green makes 2-pt shot from 2 ft (assist by J. Green),2,29-21,,
11:09.0,,,29-24,3,C. Bosh makes 3-pt shot from 23 ft (assist by J. Winslow)
10:45.0,Z. Randolph makes 2-pt shot from 8 ft,2,31-24,,
10:32.0,,,31-26,2,U. Haslem makes 2-pt shot from 1 ft (assist by B. Udrih)
10:21.0,M. Chalmers makes 2-pt shot from 5 ft,2,33-26,,
10:05.0,,,33-28,2,G. Green makes 2-pt shot from 10 ft
9:50.0,J. Green makes 2-pt shot from 8 ft,2,35-28,,
9:40.0,Personal foul by J. Green (drawn by C. Bosh),,35-28,,
9:29.0,,,35-30,2,C. Bosh makes 2-pt shot from 4 ft
9:16.0,Turnover by J. Green (bad pass; steal by B. Udrih),,35-30,,
9:15.0,Personal foul by Z. Randolph (drawn by B. Udrih),,35-30,,
9:01.0,,,35-32,2,B. Udrih makes 2-pt shot from 2 ft
8:53.0,Memphis full timeout,,35-32,,
8:53.0,M. Gasol enters the game for J. Green,,35-32,,
8:43.0,,,35-32,,Personal foul by U. Haslem (drawn by Z. Randolph)
8:35.0,Shooting foul by B. Udrih (drawn by M. Chalmers),,35-32,,
8:35.0,M. Chalmers misses free throw 1 of 2,,35-32,,
8:35.0,Offensive rebound by Team,,35-32,,
8:35.0,M. Chalmers makes free throw 2 of 2,1,36-32,,
8:25.0,,,36-34,2,B. Udrih makes 2-pt shot from 14 ft (assist by C. Bosh)
8:06.0,Z. Randolph misses 2-pt shot from 16 ft,,36-34,,
8:05.0,,,36-34,,Defensive rebound by B. Udrih
7:55.0,,,36-34,,Shooting foul by J. Green (drawn by B. Udrih)
7:55.0,,,36-35,1,B. Udrih makes free throw 1 of 2
7:55.0,M. Conley enters the game for M. Chalmers,,36-35,,
7:55.0,C. Lee enters the game for J. Green,,36-35,,
7:55.0,,,36-36,1,B. Udrih makes free throw 2 of 2
7:36.0,M. Conley misses 3-pt shot from 25 ft,,36-36,,
7:35.0,,,36-36,,Defensive rebound by J. Winslow
7:30.0,,,36-36,,Turnover by J. Winslow (bad pass; steal by M. Conley)
7:26.0,M. Conley misses 2-pt shot from 2 ft (block by J. Winslow),,36-36,,
7:25.0,Offensive rebound by M. Barnes,,36-36,,
7:24.0,M. Barnes makes 2-pt shot from 1 ft,2,38-36,,
7:09.0,,,38-36,,H. Whiteside enters the game for C. Bosh
7:09.0,,,38-36,,L. Deng enters the game for U. Haslem
7:09.0,,,38-36,,D. Wade enters the game for J. Winslow
6:58.0,,,38-36,,D. Wade misses 2-pt shot from 8 ft
6:57.0,Defensive rebound by M. Barnes,,38-36,,
6:47.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Barnes),2,40-36,,
6:30.0,,,40-38,2,H. Whiteside makes 2-pt shot from 2 ft (assist by D. Wade)
6:06.0,Z. Randolph makes 2-pt shot from 4 ft (assist by C. Lee),2,42-38,,
5:42.0,,,42-38,,B. Udrih misses 2-pt shot from 22 ft
5:41.0,,,42-38,,Offensive rebound by L. Deng
5:39.0,,,42-40,2,L. Deng makes 2-pt shot from 1 ft
5:18.0,M. Conley makes 2-pt shot from 11 ft,2,44-40,,
5:08.0,,,44-40,,Miami full timeout
5:08.0,J. Green enters the game for Z. Randolph,,44-40,,
5:08.0,,,44-40,,G. Dragic enters the game for B. Udrih
4:54.0,,,44-40,,D. Wade misses 2-pt shot from 13 ft
4:52.0,Defensive rebound by M. Barnes,,44-40,,
4:30.0,J. Green misses 2-pt shot from 9 ft,,44-40,,
4:28.0,,,44-40,,Defensive rebound by H. Whiteside
4:21.0,Personal foul by M. Conley (drawn by G. Green),,44-40,,
4:07.0,,,44-42,2,L. Deng makes 2-pt shot from 2 ft
3:54.0,M. Barnes makes 3-pt shot from 24 ft (assist by M. Conley),3,47-42,,
3:30.0,,,47-44,2,D. Wade makes 2-pt shot from 16 ft
3:12.0,M. Gasol misses 2-pt shot from 16 ft,,47-44,,
3:10.0,,,47-44,,Defensive rebound by H. Whiteside
3:05.0,,,47-44,,G. Green misses 3-pt shot from 24 ft
3:04.0,Defensive rebound by M. Barnes,,47-44,,
2:57.0,C. Lee makes 2-pt shot from 12 ft (assist by J. Green),2,49-44,,
2:38.0,Personal foul by C. Lee (drawn by G. Dragic),,49-44,,
2:38.0,Official timeout,,49-44,,
2:38.0,,,49-45,1,G. Dragic makes free throw 1 of 2
2:38.0,,,49-46,1,G. Dragic makes free throw 2 of 2
2:24.0,M. Gasol makes 2-pt shot from 17 ft (assist by M. Barnes),2,51-46,,
2:06.0,,,51-46,,G. Green misses 3-pt shot from 23 ft
2:05.0,Defensive rebound by M. Barnes,,51-46,,
2:02.0,J. Green makes 2-pt shot from 4 ft (assist by M. Barnes),2,53-46,,
2:02.0,Shooting foul by L. Deng (drawn by J. Green),,53-46,,
2:02.0,,,53-46,,C. Bosh enters the game for L. Deng
2:02.0,J. Green makes free throw 1 of 1,1,54-46,,
1:42.0,,,54-46,,G. Dragic misses 3-pt shot from 23 ft
1:41.0,Defensive rebound by J. Green,,54-46,,
1:33.0,J. Green makes 2-pt shot from 5 ft,2,56-46,,
1:11.0,,,56-46,,Shooting foul by M. Conley (drawn by G. Dragic)
1:11.0,,,56-48,2,G. Dragic makes 2-pt shot from 8 ft
1:11.0,,,56-48,,G. Dragic misses free throw 1 of 1
1:10.0,Defensive rebound by M. Barnes,,56-48,,
0:50.0,C. Lee misses 2-pt shot from 4 ft,,56-48,,
0:50.0,Offensive rebound by Team,,56-48,,
0:50.0,,,56-48,,Loose ball foul by D. Wade (drawn by M. Gasol)
0:29.0,M. Barnes misses 3-pt shot from 24 ft,,56-48,,
0:28.0,Offensive rebound by Team,,56-48,,
0:27.0,,,56-48,,J. Winslow enters the game for D. Wade
0:03.0,Turnover by M. Conley (bad pass; steal by H. Whiteside),,56-48,,
0:00.0,,,56-48,,G. Dragic misses 3-pt shot from 43 ft
0:00.0,,,56-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,56-48,,Turnover by D. Wade (bad pass; steal by M. Barnes)
11:39.0,C. Lee makes 2-pt shot from 13 ft,2,58-48,,
11:18.0,Personal foul by M. Conley (drawn by G. Dragic),,58-48,,
11:06.0,,,58-48,,D. Wade misses 2-pt shot from 21 ft
11:05.0,Defensive rebound by M. Barnes,,58-48,,
10:42.0,M. Gasol misses 2-pt shot from 21 ft,,58-48,,
10:41.0,,,58-48,,Defensive rebound by H. Whiteside
10:24.0,,,58-48,,Shooting foul by J. Green (drawn by C. Bosh)
10:24.0,,,58-49,1,C. Bosh makes free throw 1 of 2
10:24.0,,,58-50,1,C. Bosh makes free throw 2 of 2
10:05.0,C. Lee makes 2-pt shot from 18 ft (assist by M. Gasol),2,60-50,,
9:45.0,,,60-50,,Turnover by C. Bosh (bad pass; steal by C. Lee)
9:39.0,Turnover by J. Green (lost ball; steal by C. Bosh),,60-50,,
9:36.0,,,60-50,,Shooting foul by M. Gasol (drawn by C. Bosh)
9:36.0,,,60-51,1,C. Bosh makes free throw 1 of 2
9:36.0,,,60-52,1,C. Bosh makes free throw 2 of 2
9:20.0,M. Barnes makes 3-pt shot from 23 ft (assist by M. Conley),3,63-52,,
8:57.0,,,63-52,,D. Wade misses 2-pt shot from 19 ft
8:56.0,Defensive rebound by M. Barnes,,63-52,,
8:37.0,M. Gasol makes 2-pt shot from 8 ft,2,65-52,,
8:37.0,,,65-52,,Miami full timeout
8:24.0,,,65-52,,G. Dragic misses 2-pt shot from 3 ft (block by M. Conley)
8:23.0,,,65-52,,Offensive rebound by Team
8:18.0,,,65-52,,G. Dragic misses 3-pt shot from 23 ft
8:17.0,Defensive rebound by M. Barnes,,65-52,,
8:01.0,J. Green misses 2-pt shot from 4 ft,,65-52,,
8:00.0,,,65-52,,Defensive rebound by H. Whiteside
7:55.0,Jump ball: M. Conley vs. G. Dragic (M. Gasol gains possession),,,,Jump ball: M. Conley vs. G. Dragic (M. Gasol gains possession)
7:55.0,,,65-52,,Turnover by G. Dragic (lost ball; steal by M. Conley)
7:41.0,J. Green makes 2-pt shot from 21 ft,2,67-52,,
7:22.0,,,67-54,2,D. Wade makes 2-pt shot from 2 ft (assist by L. Deng)
7:02.0,Turnover by M. Gasol (kicked ball),,67-54,,
6:49.0,,,67-54,,L. Deng misses 3-pt shot from 24 ft
6:48.0,Defensive rebound by J. Green,,67-54,,
6:42.0,M. Conley makes 3-pt shot from 23 ft (assist by C. Lee),3,70-54,,
6:21.0,,,70-54,,C. Bosh misses 3-pt shot from 24 ft
6:20.0,,,70-54,,Offensive rebound by H. Whiteside
6:20.0,,,70-54,,Shooting foul by M. Conley (drawn by H. Whiteside)
6:20.0,,,70-56,2,H. Whiteside makes 2-pt shot from 2 ft
6:20.0,,,70-56,,G. Green enters the game for D. Wade
6:20.0,M. Chalmers enters the game for M. Conley,,70-56,,
6:20.0,,,70-56,,H. Whiteside misses free throw 1 of 1
6:19.0,Defensive rebound by M. Barnes,,70-56,,
6:00.0,J. Green misses 2-pt shot from 13 ft,,70-56,,
5:59.0,,,70-56,,Defensive rebound by L. Deng
5:39.0,,,70-56,,G. Green misses 3-pt shot from 23 ft
5:38.0,Defensive rebound by Team,,70-56,,
5:38.0,,,70-56,,J. Winslow enters the game for H. Whiteside
5:19.0,Turnover by M. Barnes (bad pass),,70-56,,
5:19.0,Z. Randolph enters the game for M. Gasol,,70-56,,
5:06.0,,,70-58,2,G. Dragic makes 2-pt shot at rim
4:43.0,M. Barnes makes 3-pt shot from 25 ft (assist by J. Green),3,73-58,,
4:27.0,,,73-58,,Shooting foul by M. Barnes (drawn by G. Green)
4:27.0,,,73-58,,G. Green misses free throw 1 of 2
4:27.0,,,73-58,,Offensive rebound by Team
4:27.0,,,73-59,1,G. Green makes free throw 2 of 2
4:07.0,J. Green makes 2-pt shot from 2 ft,2,75-59,,
3:43.0,,,75-61,2,L. Deng makes 2-pt shot from 16 ft (assist by J. Winslow)
3:26.0,Turnover by M. Chalmers (bad pass),,75-61,,
3:15.0,,,75-63,2,C. Bosh makes 2-pt shot from 22 ft (assist by G. Dragic)
3:14.0,Memphis full timeout,,75-63,,
3:14.0,J. Green enters the game for C. Lee,,75-63,,
3:01.0,M. Chalmers misses 2-pt shot from 20 ft,,75-63,,
3:00.0,,,75-63,,Defensive rebound by J. Winslow
2:48.0,,,75-65,2,L. Deng makes 2-pt shot from 2 ft (assist by G. Dragic)
2:28.0,Offensive charge foul by M. Chalmers,,75-65,,
2:28.0,Turnover by M. Chalmers (offensive foul),,75-65,,
2:15.0,,,75-67,2,G. Dragic makes 2-pt shot from 1 ft
1:55.0,Z. Randolph misses 2-pt shot from 19 ft,,75-67,,
1:54.0,,,75-67,,Defensive rebound by L. Deng
1:35.0,,,75-67,,J. Winslow misses 2-pt shot from 19 ft
1:34.0,Defensive rebound by Z. Randolph,,75-67,,
1:29.0,,,75-67,,Personal block foul by L. Deng (drawn by M. Chalmers)
1:27.0,Turnover by J. Green (bad pass; steal by J. Winslow),,75-67,,
1:21.0,,,75-69,2,C. Bosh makes 2-pt shot from 2 ft (assist by J. Winslow)
1:00.0,J. Green makes 3-pt shot from 23 ft (assist by M. Chalmers),3,78-69,,
0:41.0,,,78-69,,J. Winslow misses 3-pt shot from 24 ft
0:40.0,,,78-69,,Offensive rebound by Team
0:40.0,Loose ball foul by M. Chalmers (drawn by C. Bosh),,78-69,,
0:40.0,,,78-70,1,C. Bosh makes free throw 1 of 2
0:40.0,,,78-71,1,C. Bosh makes free throw 2 of 2
0:24.0,Turnover by M. Barnes (bad pass; steal by L. Deng),,78-71,,
0:01.0,,,78-71,,C. Bosh misses 2-pt shot from 17 ft
0:00.0,,,78-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Z. Randolph misses 2-pt shot from 4 ft,,78-71,,
11:42.0,Offensive rebound by J. Green,,78-71,,
11:42.0,J. Green makes 2-pt shot from 1 ft,2,80-71,,
11:21.0,,,80-71,,H. Whiteside misses 2-pt shot from 1 ft (block by J. Green)
11:20.0,Defensive rebound by M. Barnes,,80-71,,
11:14.0,M. Chalmers misses 3-pt shot from 23 ft,,80-71,,
11:13.0,,,80-71,,Defensive rebound by D. Wade
10:48.0,,,80-74,3,J. Winslow makes 3-pt shot from 24 ft (assist by D. Wade)
10:30.0,J. Green misses 2-pt shot from 1 ft,,80-74,,
10:29.0,,,80-74,,Defensive rebound by H. Whiteside
10:15.0,,,80-74,,D. Wade misses 2-pt shot from 9 ft
10:14.0,Defensive rebound by Z. Randolph,,80-74,,
9:56.0,M. Barnes makes 2-pt shot at rim (assist by Z. Randolph),2,82-74,,
9:46.0,Personal foul by M. Barnes (drawn by J. Winslow),,82-74,,
9:46.0,M. Gasol enters the game for J. Green,,82-74,,
9:46.0,C. Lee enters the game for J. Green,,82-74,,
9:46.0,,,82-74,,B. Udrih enters the game for L. Deng
9:37.0,,,82-76,2,D. Wade makes 2-pt shot from 2 ft
9:19.0,Turnover by M. Barnes (bad pass; steal by G. Green),,82-76,,
9:13.0,,,82-76,,B. Udrih misses 2-pt shot from 3 ft
9:13.0,,,82-76,,Offensive rebound by D. Wade
9:13.0,,,82-78,2,D. Wade makes 2-pt shot from 1 ft
9:13.0,Memphis full timeout,,82-78,,
9:13.0,J. Green enters the game for M. Barnes,,82-78,,
8:59.0,C. Lee misses 3-pt shot from 22 ft,,82-78,,
8:58.0,,,82-78,,Defensive rebound by H. Whiteside
8:47.0,,,82-78,,D. Wade misses 2-pt shot from 11 ft
8:46.0,,,82-78,,Offensive rebound by H. Whiteside
8:46.0,,,82-78,,Shooting foul by C. Lee (drawn by H. Whiteside)
8:46.0,,,82-79,1,H. Whiteside makes free throw 1 of 2
8:46.0,,,82-79,,H. Whiteside misses free throw 2 of 2
8:45.0,Defensive rebound by Z. Randolph,,82-79,,
8:32.0,M. Chalmers makes 2-pt shot from 2 ft,2,84-79,,
8:12.0,,,84-79,,J. Winslow misses 3-pt shot from 23 ft
8:11.0,Defensive rebound by M. Gasol,,84-79,,
7:56.0,Z. Randolph makes 2-pt shot from 4 ft (assist by M. Gasol),2,86-79,,
7:56.0,Shooting foul by D. Wade (drawn by Z. Randolph),,86-79,,
7:56.0,Z. Randolph misses free throw 1 of 1,,86-79,,
7:55.0,,,86-79,,Defensive rebound by B. Udrih
7:32.0,,,86-79,,B. Udrih misses 2-pt shot from 12 ft
7:32.0,Defensive rebound by Team,,86-79,,
7:14.0,J. Green misses 3-pt shot from 24 ft,,86-79,,
7:13.0,,,86-79,,Defensive rebound by B. Udrih
6:59.0,,,86-79,,B. Udrih misses 3-pt shot from 23 ft
6:58.0,,,86-79,,Offensive rebound by H. Whiteside
6:57.0,,,86-79,,Turnover by H. Whiteside (lost ball; steal by C. Lee)
6:56.0,,,86-79,,Personal foul by H. Whiteside (drawn by J. Green)
6:47.0,,,86-79,,Personal foul by B. Udrih (drawn by M. Chalmers)
6:39.0,M. Chalmers makes 2-pt shot from 2 ft,2,88-79,,
6:39.0,Shooting foul by H. Whiteside (drawn by M. Chalmers),,88-79,,
6:39.0,M. Chalmers makes free throw 1 of 1,1,89-79,,
6:35.0,,,89-79,,Miami full timeout
6:35.0,,,89-79,,C. Bosh enters the game for H. Whiteside
6:35.0,,,89-79,,G. Dragic enters the game for D. Wade
6:35.0,,,89-79,,L. Deng enters the game for B. Udrih
6:25.0,,,89-79,,Turnover by G. Dragic (lost ball; steal by C. Lee)
6:21.0,J. Green misses 2-pt shot from 6 ft,,89-79,,
6:17.0,,,89-79,,Defensive rebound by C. Bosh
6:16.0,Personal foul by M. Chalmers (drawn by C. Bosh),,89-79,,
6:03.0,,,89-79,,G. Dragic misses 2-pt shot from 5 ft
6:01.0,,,89-79,,Offensive rebound by G. Dragic
5:53.0,,,89-82,3,C. Bosh makes 3-pt shot from 24 ft (assist by G. Dragic)
5:24.0,M. Gasol misses 2-pt shot from 21 ft,,89-82,,
5:23.0,Offensive rebound by Team,,89-82,,
5:22.0,Turnover by Team (shot clock),,89-82,,
5:22.0,M. Conley enters the game for M. Chalmers,,89-82,,
5:12.0,,,89-84,2,C. Bosh makes 2-pt shot at rim (assist by G. Dragic)
5:12.0,Memphis full timeout,,89-84,,
4:49.0,J. Green makes 3-pt shot from 24 ft,3,92-84,,
4:21.0,,,92-87,3,J. Winslow makes 3-pt shot from 22 ft (assist by G. Dragic)
3:51.0,J. Green misses 3-pt shot from 23 ft,,92-87,,
3:50.0,Offensive rebound by M. Gasol,,92-87,,
3:47.0,Z. Randolph makes 2-pt shot from 4 ft (assist by M. Conley),2,94-87,,
3:24.0,,,94-87,,G. Dragic misses 2-pt shot from 4 ft
3:22.0,Defensive rebound by M. Gasol,,94-87,,
3:22.0,,,94-87,,Personal foul by G. Dragic (drawn by M. Gasol)
3:22.0,M. Gasol misses free throw 1 of 2,,94-87,,
3:22.0,Offensive rebound by Team,,94-87,,
3:22.0,,,94-87,,D. Wade enters the game for J. Winslow
3:22.0,M. Gasol makes free throw 2 of 2,1,95-87,,
3:12.0,,,95-87,,Shooting foul by J. Green (drawn by L. Deng)
3:12.0,,,95-88,1,L. Deng makes free throw 1 of 2
3:12.0,M. Barnes enters the game for Z. Randolph,,95-88,,
3:12.0,,,95-89,1,L. Deng makes free throw 2 of 2
2:53.0,M. Conley makes 2-pt shot from 6 ft,2,97-89,,
2:34.0,,,97-91,2,G. Green makes 2-pt shot from 1 ft
2:20.0,M. Barnes misses 3-pt shot from 23 ft,,97-91,,
2:17.0,,,97-91,,Defensive rebound by C. Bosh
2:08.0,,,97-91,,D. Wade misses 2-pt shot from 9 ft
2:05.0,Defensive rebound by M. Gasol,,97-91,,
2:01.0,M. Conley misses 2-pt shot from 18 ft,,97-91,,
1:58.0,,,97-91,,Defensive rebound by G. Green
1:55.0,,,97-91,,Turnover by D. Wade (bad pass; steal by C. Lee)
1:55.0,Memphis full timeout,,97-91,,
1:41.0,C. Lee misses 2-pt shot from 16 ft,,97-91,,
1:40.0,,,97-91,,Defensive rebound by D. Wade
1:31.0,,,97-91,,Shooting foul by M. Barnes (drawn by G. Green)
1:31.0,,,97-92,1,G. Green makes free throw 1 of 3
1:31.0,,,97-93,1,G. Green makes free throw 2 of 3
1:31.0,,,97-94,1,G. Green makes free throw 3 of 3
1:12.0,M. Conley misses 2-pt shot from 9 ft,,97-94,,
1:11.0,,,97-94,,Defensive rebound by L. Deng
1:00.0,,,97-96,2,D. Wade makes 2-pt shot from 1 ft
0:37.0,J. Green misses 3-pt shot from 22 ft,,97-96,,
0:36.0,,,97-96,,Defensive rebound by D. Wade
0:22.0,,,97-98,2,D. Wade makes 2-pt shot from 18 ft
0:22.0,Memphis full timeout,,97-98,,
0:22.0,,,97-98,,J. Winslow enters the game for G. Dragic
0:22.0,Z. Randolph enters the game for M. Barnes,,97-98,,
0:01.0,Turnover by M. Conley (bad pass; steal by J. Winslow),,97-98,,
0:01.0,Personal foul by C. Lee (drawn by J. Winslow),,97-98,,
0:01.0,,,97-99,1,J. Winslow makes free throw 1 of 2
0:01.0,,,97-100,1,J. Winslow makes free throw 2 of 2
0:00.0,M. Conley misses 3-pt shot from 64 ft,,97-100,,
0:00.0,Offensive rebound by Team,,97-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
