time,Orlando,pts.away,score,pts.home,New York
6:24.0,C. Frye makes 2-pt shot at rim,2,13-6,,
6:24.0,,,13-6,,New York full timeout
6:24.0,J. Smith enters the game for C. Frye,,13-6,,
6:10.0,,,13-8,2,R. Lopez makes 2-pt shot at rim (assist by A. Afflalo)
5:51.0,E. Fournier makes 3-pt shot from 23 ft (assist by E. Payton),3,16-8,,
5:39.0,,,16-10,2,J. Calderon makes 2-pt shot from 18 ft
5:19.0,J. Smith misses 3-pt shot from 24 ft,,16-10,,
5:18.0,,,16-10,,Defensive rebound by J. Calderon
5:09.0,,,16-10,,J. Calderon misses 3-pt shot from 25 ft
5:07.0,Defensive rebound by E. Fournier,,16-10,,
4:55.0,E. Payton misses 2-pt shot from 2 ft,,16-10,,
4:54.0,,,16-10,,Defensive rebound by R. Lopez
4:36.0,,,16-12,2,C. Anthony makes 2-pt shot from 17 ft
4:24.0,Turnover by E. Fournier (lost ball),,16-12,,
4:24.0,,,16-12,,L. Galloway enters the game for J. Calderon
4:07.0,,,16-14,2,R. Lopez makes 2-pt shot from 6 ft (assist by C. Anthony)
3:50.0,N. Vucevic makes 2-pt shot at rim (assist by E. Payton),2,18-14,,
3:35.0,,,18-17,3,C. Anthony makes 3-pt shot from 24 ft (assist by R. Lopez)
3:16.0,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Payton),2,20-17,,
3:00.0,,,20-19,2,C. Anthony makes 2-pt shot from 2 ft
2:55.0,Orlando full timeout,,20-19,,
2:55.0,A. Nicholson enters the game for T. Harris,,20-19,,
2:55.0,V. Oladipo enters the game for N. Vucevic,,20-19,,
2:55.0,A. Gordon enters the game for E. Fournier,,20-19,,
2:55.0,,,20-19,,K. Seraphin enters the game for K. Porzingis
2:55.0,,,20-19,,L. Thomas enters the game for R. Lopez
2:45.0,J. Smith misses 2-pt shot from 8 ft,,20-19,,
2:44.0,,,20-19,,Defensive rebound by C. Anthony
2:37.0,,,20-19,,K. Seraphin misses 2-pt shot from 2 ft
2:35.0,Defensive rebound by J. Smith,,20-19,,
2:17.0,A. Nicholson misses 2-pt shot from 1 ft,,20-19,,
2:16.0,,,20-19,,Defensive rebound by L. Galloway
2:09.0,M. Hezonja enters the game for E. Payton,,20-19,,
2:09.0,Jump ball: C. Anthony vs. A. Gordon (V. Oladipo gains possession),,,,Jump ball: C. Anthony vs. A. Gordon (V. Oladipo gains possession)
2:09.0,,,20-19,,Turnover by C. Anthony (lost ball; steal by A. Gordon)
1:58.0,A. Nicholson makes 2-pt shot from 1 ft,2,22-19,,
1:36.0,,,22-21,2,L. Thomas makes 2-pt shot from 16 ft
1:18.0,Turnover by V. Oladipo (bad pass; steal by L. Thomas),,22-21,,
1:14.0,,,22-21,,Turnover by L. Thomas (lost ball)
1:01.0,A. Nicholson makes 3-pt shot from 24 ft (assist by V. Oladipo),3,25-21,,
0:45.0,,,25-21,,C. Anthony misses 2-pt shot from 17 ft
0:44.0,Defensive rebound by V. Oladipo,,25-21,,
0:36.0,V. Oladipo makes 2-pt shot at rim,2,27-21,,
0:24.0,Personal foul by M. Hezonja (drawn by A. Afflalo),,27-21,,
0:24.0,,,27-21,,D. Williams enters the game for C. Anthony
0:24.0,,,27-21,,S. Vujacic enters the game for A. Afflalo
0:14.0,,,27-21,,Turnover by S. Vujacic (bad pass; steal by A. Gordon)
0:09.0,M. Hezonja makes 2-pt shot from 1 ft (assist by V. Oladipo),2,29-21,,
0:00.0,,,29-21,,D. Williams misses 3-pt shot from 25 ft
0:00.0,,,29-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,29-21,,L. Galloway misses 2-pt shot from 16 ft
11:46.0,Defensive rebound by A. Gordon,,29-21,,
11:26.0,A. Nicholson misses 2-pt shot from 7 ft,,29-21,,
11:25.0,,,29-21,,Defensive rebound by K. Seraphin
11:14.0,,,29-23,2,K. Seraphin makes 2-pt shot from 6 ft
10:51.0,A. Nicholson misses 2-pt shot from 3 ft,,29-23,,
10:50.0,,,29-23,,Defensive rebound by S. Vujacic
10:43.0,,,29-26,3,L. Galloway makes 3-pt shot from 24 ft (assist by S. Vujacic)
10:29.0,Turnover by V. Oladipo (palming),,29-26,,
10:13.0,,,29-26,,S. Vujacic misses 3-pt shot from 24 ft
10:12.0,Defensive rebound by J. Smith,,29-26,,
9:58.0,Shooting foul by L. Galloway (drawn by V. Oladipo),,29-26,,
9:58.0,V. Oladipo misses free throw 1 of 3,,29-26,,
9:58.0,Offensive rebound by Team,,29-26,,
9:58.0,V. Oladipo makes free throw 2 of 3,1,30-26,,
9:58.0,V. Oladipo makes free throw 3 of 3,1,31-26,,
9:42.0,Violation by M. Hezonja (kicked ball),,31-26,,
9:38.0,Personal foul by A. Gordon (drawn by L. Thomas),,31-26,,
9:28.0,,,31-26,,Shooting foul by A. Nicholson (drawn by D. Williams)
9:28.0,,,31-27,1,D. Williams makes free throw 1 of 2
9:28.0,,,31-27,,D. Williams misses free throw 2 of 2
9:25.0,Defensive rebound by A. Nicholson,,31-27,,
9:11.0,J. Smith makes 2-pt shot from 2 ft (assist by M. Hezonja),2,33-27,,
9:00.0,,,33-27,,S. Vujacic misses 2-pt shot from 1 ft (block by M. Hezonja)
9:00.0,Defensive rebound by Team,,33-27,,
9:00.0,,,33-27,,Loose ball foul by K. Seraphin (drawn by J. Smith)
8:41.0,A. Nicholson misses 2-pt shot from 1 ft,,33-27,,
8:40.0,,,33-27,,Defensive rebound by L. Thomas
8:19.0,,,33-27,,D. Williams misses 3-pt shot from 22 ft
8:18.0,Defensive rebound by A. Gordon,,33-27,,
8:05.0,V. Oladipo misses 2-pt shot from 20 ft,,33-27,,
8:02.0,Offensive rebound by J. Smith,,33-27,,
8:00.0,Turnover by J. Smith (bad pass; steal by S. Vujacic),,33-27,,
7:52.0,,,33-29,2,D. Williams makes 2-pt shot at rim
7:35.0,A. Gordon misses 2-pt shot from 18 ft,,33-29,,
7:35.0,,,33-29,,Defensive rebound by D. Williams
7:27.0,,,33-29,,D. Williams misses 2-pt shot from 1 ft
7:26.0,Defensive rebound by J. Smith,,33-29,,
7:19.0,A. Nicholson misses 3-pt shot from 25 ft,,33-29,,
7:18.0,Offensive rebound by M. Hezonja,,33-29,,
7:15.0,M. Hezonja makes 2-pt shot at rim,2,35-29,,
7:07.0,,,35-29,,New York full timeout
7:07.0,T. Harris enters the game for J. Smith,,35-29,,
7:07.0,C. Frye enters the game for A. Gordon,,35-29,,
7:07.0,N. Vucevic enters the game for A. Nicholson,,35-29,,
7:07.0,E. Fournier enters the game for V. Oladipo,,35-29,,
7:07.0,,,35-29,,C. Anthony enters the game for K. Seraphin
7:07.0,,,35-29,,K. Porzingis enters the game for L. Thomas
7:07.0,,,35-29,,R. Lopez enters the game for D. Williams
7:07.0,,,35-29,,A. Afflalo enters the game for S. Vujacic
6:50.0,,,35-29,,A. Afflalo misses 2-pt shot from 20 ft
6:49.0,Defensive rebound by E. Fournier,,35-29,,
6:38.0,E. Fournier makes 3-pt shot from 25 ft (assist by M. Hezonja),3,38-29,,
6:21.0,,,38-31,2,K. Porzingis makes 2-pt shot from 17 ft (assist by C. Anthony)
5:58.0,T. Harris misses 3-pt shot from 23 ft,,38-31,,
5:57.0,,,38-31,,Defensive rebound by K. Porzingis
5:53.0,,,38-31,,Shooting foul by E. Fournier (drawn by L. Galloway)
5:53.0,Official timeout,,38-31,,
5:53.0,,,38-32,1,L. Galloway makes free throw 1 of 2
5:53.0,,,38-33,1,L. Galloway makes free throw 2 of 2
5:30.0,N. Vucevic misses 2-pt shot from 5 ft (block by R. Lopez),,38-33,,
5:29.0,Offensive rebound by N. Vucevic,,38-33,,
5:27.0,T. Harris misses 2-pt shot at rim (block by K. Porzingis),,38-33,,
5:26.0,,,38-33,,Defensive rebound by L. Galloway
5:19.0,,,38-33,,A. Afflalo misses 3-pt shot from 23 ft
5:19.0,Defensive rebound by N. Vucevic,,38-33,,
5:10.0,C. Frye makes 3-pt shot from 23 ft (assist by M. Hezonja),3,41-33,,
4:57.0,,,41-35,2,K. Porzingis makes 2-pt shot at rim (assist by A. Afflalo)
4:39.0,M. Hezonja makes 2-pt shot from 23 ft,2,43-35,,
4:16.0,,,43-35,,C. Anthony misses 2-pt shot from 1 ft (block by N. Vucevic)
4:14.0,Defensive rebound by E. Fournier,,43-35,,
4:06.0,E. Fournier misses 3-pt shot from 24 ft,,43-35,,
4:05.0,,,43-35,,Defensive rebound by K. Porzingis
3:46.0,,,43-35,,K. Porzingis misses 2-pt shot from 22 ft
3:46.0,Defensive rebound by E. Fournier,,43-35,,
3:31.0,N. Vucevic misses 2-pt shot from 4 ft,,43-35,,
3:29.0,,,43-35,,Defensive rebound by R. Lopez
3:09.0,,,43-37,2,L. Galloway makes 2-pt shot from 3 ft
3:09.0,,,43-37,,Shooting foul by M. Hezonja (drawn by L. Galloway)
3:09.0,S. Napier enters the game for M. Hezonja,,43-37,,
3:09.0,,,43-38,1,L. Galloway makes free throw 1 of 1
2:54.0,N. Vucevic misses 2-pt shot from 15 ft,,43-38,,
2:53.0,,,43-38,,Defensive rebound by C. Anthony
2:44.0,,,43-38,,C. Anthony misses 2-pt shot from 22 ft
2:43.0,Defensive rebound by N. Vucevic,,43-38,,
2:34.0,N. Vucevic makes 2-pt shot at rim (assist by S. Napier),2,45-38,,
2:18.0,,,45-40,2,C. Anthony makes 2-pt shot from 22 ft
2:04.0,T. Harris misses 2-pt shot from 15 ft,,45-40,,
2:04.0,,,45-40,,Defensive rebound by A. Afflalo
1:58.0,,,45-40,,K. Porzingis misses 3-pt shot from 24 ft
1:57.0,Defensive rebound by N. Vucevic,,45-40,,
1:53.0,Orlando full timeout,,45-40,,
1:53.0,,,45-40,,J. Calderon enters the game for L. Galloway
1:41.0,C. Frye makes 2-pt shot at rim (assist by S. Napier),2,47-40,,
1:23.0,,,47-40,,K. Porzingis misses 3-pt shot from 22 ft
1:22.0,Defensive rebound by S. Napier,,47-40,,
1:08.0,C. Frye misses 2-pt shot from 23 ft,,47-40,,
1:07.0,,,47-40,,Defensive rebound by R. Lopez
0:59.0,,,47-42,2,C. Anthony makes 2-pt shot from 17 ft
0:48.0,T. Harris makes 3-pt shot from 24 ft (assist by E. Fournier),3,50-42,,
0:33.0,Personal foul by T. Harris (drawn by C. Anthony),,50-42,,
0:33.0,,,50-43,1,C. Anthony makes free throw 1 of 2
0:33.0,,,50-43,,L. Thomas enters the game for K. Porzingis
0:33.0,,,50-43,,C. Anthony misses free throw 2 of 2
0:32.0,Defensive rebound by S. Napier,,50-43,,
0:10.0,E. Fournier makes 2-pt shot at rim,2,52-43,,
0:01.0,,,52-46,3,C. Anthony makes 3-pt shot from 25 ft
0:00.0,T. Harris misses 3-pt shot from 40 ft,,52-46,,
0:00.0,Offensive rebound by Team,,52-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Personal foul by E. Fournier (drawn by A. Afflalo),,52-46,,
11:28.0,,,52-46,,K. Porzingis misses 2-pt shot from 13 ft (block by C. Frye)
11:27.0,Defensive rebound by N. Vucevic,,52-46,,
11:09.0,E. Fournier misses 2-pt shot at rim (block by R. Lopez),,52-46,,
11:08.0,Offensive rebound by N. Vucevic,,52-46,,
11:06.0,N. Vucevic makes 2-pt shot at rim,2,54-46,,
10:55.0,,,54-46,,Shooting foul by N. Vucevic (drawn by K. Porzingis)
10:55.0,,,54-47,1,K. Porzingis makes free throw 1 of 2
10:55.0,,,54-48,1,K. Porzingis makes free throw 2 of 2
10:42.0,S. Napier misses 3-pt shot from 24 ft,,54-48,,
10:41.0,,,54-48,,Defensive rebound by K. Porzingis
10:17.0,,,54-51,3,K. Porzingis makes 3-pt shot from 26 ft (assist by C. Anthony)
9:51.0,N. Vucevic makes 2-pt shot from 8 ft,2,56-51,,
9:34.0,,,56-51,,Turnover by A. Afflalo (lost ball; steal by E. Fournier)
9:28.0,E. Fournier misses 3-pt shot from 24 ft,,56-51,,
9:27.0,Offensive rebound by E. Fournier,,56-51,,
9:16.0,T. Harris makes 2-pt shot at rim,2,58-51,,
9:03.0,,,58-51,,K. Porzingis misses 3-pt shot from 24 ft
9:03.0,Defensive rebound by T. Harris,,58-51,,
8:47.0,S. Napier misses 2-pt shot from 23 ft,,58-51,,
8:46.0,,,58-51,,Defensive rebound by A. Afflalo
8:32.0,,,58-51,,A. Afflalo misses 2-pt shot from 8 ft
8:31.0,,,58-51,,Offensive rebound by K. Porzingis
8:21.0,Personal foul by S. Napier (drawn by J. Calderon),,58-51,,
8:21.0,,,58-51,,L. Thomas enters the game for K. Porzingis
8:12.0,,,58-53,2,C. Anthony makes 2-pt shot from 18 ft (assist by J. Calderon)
7:49.0,E. Fournier misses 2-pt shot from 1 ft,,58-53,,
7:48.0,,,58-53,,Defensive rebound by R. Lopez
7:42.0,,,58-55,2,L. Thomas makes 2-pt shot from 13 ft (assist by J. Calderon)
7:17.0,S. Napier makes 3-pt shot from 24 ft,3,61-55,,
7:04.0,,,61-55,,Turnover by J. Calderon (bad pass; steal by T. Harris)
7:00.0,T. Harris makes 2-pt shot at rim (assist by S. Napier),2,63-55,,
7:00.0,Shooting foul by J. Calderon (drawn by T. Harris),,63-55,,
7:00.0,T. Harris makes free throw 1 of 1,1,64-55,,
6:51.0,,,64-55,,Offensive foul by C. Anthony
6:51.0,,,64-55,,Turnover by C. Anthony (offensive foul)
6:34.0,S. Napier misses 2-pt shot at rim,,64-55,,
6:34.0,,,64-55,,Defensive rebound by R. Lopez
6:24.0,,,64-55,,Shooting foul by N. Vucevic (drawn by L. Thomas)
6:24.0,,,64-57,2,L. Thomas makes 2-pt shot from 1 ft (assist by A. Afflalo)
6:24.0,Orlando full timeout,,64-57,,
6:24.0,,,64-58,1,L. Thomas makes free throw 1 of 1
6:05.0,N. Vucevic makes 2-pt shot from 20 ft (assist by S. Napier),2,66-58,,
5:44.0,,,66-60,2,R. Lopez makes 2-pt shot from 1 ft (assist by L. Thomas)
5:26.0,,,66-60,,Personal foul by A. Afflalo (drawn by E. Fournier)
5:26.0,,,66-60,,L. Galloway enters the game for A. Afflalo
5:17.0,N. Vucevic makes 2-pt shot from 18 ft (assist by S. Napier),2,68-60,,
5:02.0,,,68-62,2,C. Anthony makes 2-pt shot from 14 ft (assist by L. Thomas)
4:38.0,E. Fournier misses 2-pt shot from 1 ft,,68-62,,
4:38.0,,,68-62,,Defensive rebound by R. Lopez
4:29.0,,,68-62,,L. Galloway misses 3-pt shot from 26 ft
4:28.0,Defensive rebound by N. Vucevic,,68-62,,
4:11.0,T. Harris makes 3-pt shot from 24 ft (assist by S. Napier),3,71-62,,
3:57.0,Personal foul by C. Frye (drawn by J. Calderon),,71-62,,
3:57.0,V. Oladipo enters the game for C. Frye,,71-62,,
3:57.0,J. Smith enters the game for E. Fournier,,71-62,,
3:57.0,,,71-63,1,J. Calderon makes free throw 1 of 2
3:57.0,,,71-64,1,J. Calderon makes free throw 2 of 2
3:45.0,Turnover by S. Napier (lost ball; steal by J. Calderon),,71-64,,
3:38.0,,,71-64,,C. Anthony misses 2-pt shot from 20 ft
3:37.0,,,71-64,,Offensive rebound by L. Thomas
3:36.0,,,71-64,,J. Grant enters the game for J. Calderon
3:36.0,M. Hezonja enters the game for S. Napier,,71-64,,
3:29.0,,,71-67,3,L. Thomas makes 3-pt shot from 24 ft (assist by C. Anthony)
3:01.0,T. Harris misses 2-pt shot from 12 ft,,71-67,,
3:00.0,,,71-67,,Defensive rebound by L. Galloway
2:50.0,,,71-69,2,L. Thomas makes 2-pt shot from 1 ft (assist by L. Galloway)
2:27.0,N. Vucevic makes 2-pt shot at rim,2,73-69,,
2:01.0,,,73-71,2,C. Anthony makes 2-pt shot from 14 ft (assist by R. Lopez)
1:36.0,N. Vucevic makes 2-pt shot from 10 ft,2,75-71,,
1:25.0,,,75-73,2,L. Thomas makes 2-pt shot from 19 ft (assist by J. Grant)
1:05.0,T. Harris makes 3-pt shot from 26 ft (assist by N. Vucevic),3,78-73,,
0:39.0,,,78-73,,L. Galloway misses 3-pt shot from 24 ft
0:39.0,Defensive rebound by N. Vucevic,,78-73,,
0:19.0,Turnover by M. Hezonja (lost ball; steal by J. Grant),,78-73,,
0:14.0,,,78-73,,Turnover by L. Thomas (lost ball)
0:14.0,,,78-73,,New York full timeout
0:14.0,,,78-73,,K. Porzingis enters the game for C. Anthony
0:01.0,N. Vucevic misses 2-pt shot from 20 ft,,78-73,,
0:01.0,,,78-73,,Defensive rebound by J. Grant
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:53.0,Turnover by M. Hezonja (lost ball; steal by J. Grant),,78-73,,
11:49.0,,,78-75,2,J. Grant makes 2-pt shot at rim
11:33.0,Offensive foul by J. Smith,,78-75,,
11:33.0,Turnover by J. Smith (offensive foul),,78-75,,
11:19.0,,,78-75,,Offensive foul by K. Porzingis
11:19.0,,,78-75,,Turnover by K. Porzingis (offensive foul)
10:54.0,M. Hezonja makes 2-pt shot from 17 ft,2,80-75,,
10:36.0,Personal foul by T. Harris (drawn by L. Thomas),,80-75,,
10:36.0,A. Gordon enters the game for T. Harris,,80-75,,
10:26.0,,,80-75,,Shooting foul by V. Oladipo (drawn by L. Thomas)
10:26.0,,,80-76,1,L. Thomas makes free throw 1 of 2
10:26.0,,,80-77,1,L. Thomas makes free throw 2 of 2
10:13.0,A. Nicholson misses 2-pt shot from 6 ft,,80-77,,
10:12.0,,,80-77,,Defensive rebound by K. Porzingis
9:57.0,,,80-77,,Turnover by L. Galloway (bad pass)
9:57.0,,,80-77,,Loose ball foul by D. Williams (drawn by V. Oladipo)
9:38.0,M. Hezonja makes 3-pt shot from 25 ft (assist by A. Gordon),3,83-77,,
9:22.0,,,83-79,2,L. Galloway makes 2-pt shot at rim (assist by K. Porzingis)
9:08.0,,,83-79,,Personal foul by J. Grant (drawn by M. Hezonja)
9:08.0,,,83-79,,C. Anthony enters the game for L. Thomas
8:52.0,M. Hezonja misses 3-pt shot from 39 ft,,83-79,,
8:50.0,Offensive rebound by Team,,83-79,,
8:50.0,Official timeout,,83-79,,
8:42.0,M. Hezonja misses 3-pt shot from 24 ft,,83-79,,
8:41.0,,,83-79,,Defensive rebound by C. Anthony
8:31.0,,,83-81,2,D. Williams makes 2-pt shot at rim (assist by C. Anthony)
8:14.0,M. Hezonja misses 3-pt shot from 24 ft,,83-81,,
8:13.0,,,83-81,,Defensive rebound by D. Williams
8:01.0,,,83-81,,K. Porzingis misses 2-pt shot from 1 ft
8:00.0,,,83-81,,Offensive rebound by J. Grant
8:00.0,,,83-81,,J. Grant misses 2-pt shot at rim
7:59.0,Defensive rebound by V. Oladipo,,83-81,,
7:56.0,V. Oladipo makes 2-pt shot from 1 ft,2,85-81,,
7:32.0,,,85-83,2,J. Grant makes 2-pt shot from 4 ft
7:23.0,V. Oladipo misses 2-pt shot from 2 ft (block by K. Porzingis),,85-83,,
7:22.0,Offensive rebound by Team,,85-83,,
7:22.0,,,85-83,,A. Afflalo enters the game for L. Galloway
7:22.0,E. Fournier enters the game for A. Nicholson,,85-83,,
7:22.0,T. Harris enters the game for M. Hezonja,,85-83,,
7:22.0,N. Vucevic enters the game for A. Gordon,,85-83,,
7:22.0,,,85-83,,R. Lopez enters the game for K. Porzingis
7:07.0,E. Fournier misses 3-pt shot from 24 ft,,85-83,,
7:06.0,Offensive rebound by J. Smith,,85-83,,
6:59.0,,,85-83,,Personal foul by D. Williams (drawn by V. Oladipo)
6:59.0,,,85-83,,L. Thomas enters the game for D. Williams
6:44.0,T. Harris makes 2-pt shot from 13 ft,2,87-83,,
6:21.0,,,87-85,2,C. Anthony makes 2-pt shot from 12 ft
6:01.0,N. Vucevic makes 2-pt shot from 5 ft,2,89-85,,
5:45.0,Personal foul by T. Harris (drawn by C. Anthony),,89-85,,
5:45.0,,,89-85,,New York full timeout
5:32.0,,,89-85,,J. Grant misses 2-pt shot from 11 ft
5:32.0,Defensive rebound by E. Fournier,,89-85,,
5:19.0,Turnover by N. Vucevic (lost ball),,89-85,,
5:00.0,,,89-88,3,L. Thomas makes 3-pt shot from 24 ft (assist by C. Anthony)
4:36.0,N. Vucevic misses 2-pt shot from 4 ft,,89-88,,
4:34.0,Offensive rebound by J. Smith,,89-88,,
4:23.0,V. Oladipo makes 2-pt shot from 9 ft,2,91-88,,
4:12.0,Personal foul by T. Harris (drawn by C. Anthony),,91-88,,
4:01.0,,,91-88,,C. Anthony misses 3-pt shot from 25 ft
4:00.0,,,91-88,,Offensive rebound by R. Lopez
4:00.0,,,91-90,2,R. Lopez makes 2-pt shot at rim
3:44.0,Shooting foul by C. Anthony (drawn by V. Oladipo),,91-90,,
3:44.0,V. Oladipo makes free throw 1 of 2,1,92-90,,
3:44.0,V. Oladipo makes free throw 2 of 2,1,93-90,,
3:24.0,,,93-92,2,L. Thomas makes 2-pt shot at rim
3:02.0,N. Vucevic makes 2-pt shot from 8 ft,2,95-92,,
2:37.0,,,95-92,,Turnover by L. Thomas (lost ball)
2:37.0,Orlando full timeout,,95-92,,
2:27.0,E. Fournier makes 2-pt shot from 1 ft,2,97-92,,
2:14.0,Personal foul by E. Fournier (drawn by J. Grant),,97-92,,
2:14.0,,,97-93,1,J. Grant makes free throw 1 of 2
2:14.0,,,97-94,1,J. Grant makes free throw 2 of 2
2:02.0,E. Fournier makes 3-pt shot from 24 ft,3,100-94,,
2:00.0,,,100-94,,New York full timeout
1:43.0,,,100-94,,J. Grant misses 2-pt shot from 13 ft
1:42.0,Defensive rebound by T. Harris,,100-94,,
1:22.0,N. Vucevic makes 2-pt shot from 7 ft,2,102-94,,
1:10.0,,,102-94,,Turnover by C. Anthony (lost ball; steal by T. Harris)
1:07.0,V. Oladipo makes 2-pt shot at rim (assist by T. Harris),2,104-94,,
1:07.0,,,104-94,,New York full timeout
1:07.0,,,104-94,,L. Galloway enters the game for R. Lopez
1:07.0,,,104-94,,K. Porzingis enters the game for J. Grant
0:59.0,,,104-94,,A. Afflalo misses 3-pt shot from 24 ft
0:58.0,Defensive rebound by Team,,104-94,,
0:58.0,Jump ball: L. Galloway vs. J. Smith (V. Oladipo gains possession),,,,Jump ball: L. Galloway vs. J. Smith (V. Oladipo gains possession)
0:35.0,V. Oladipo misses 2-pt shot from 9 ft,,104-94,,
0:34.0,,,104-94,,Defensive rebound by L. Galloway
0:29.0,,,104-96,2,A. Afflalo makes 2-pt shot from 1 ft (assist by L. Galloway)
0:23.0,,,104-96,,Personal take foul by L. Galloway (drawn by E. Fournier)
0:23.0,E. Fournier makes free throw 1 of 2,1,105-96,,
0:23.0,E. Fournier misses free throw 2 of 2,,105-96,,
0:23.0,,,105-96,,Defensive rebound by K. Porzingis
0:16.0,,,105-99,3,L. Thomas makes 3-pt shot from 24 ft (assist by L. Galloway)
0:14.0,,,105-99,,Personal take foul by C. Anthony (drawn by T. Harris)
0:14.0,T. Harris makes free throw 1 of 2,1,106-99,,
0:14.0,T. Harris makes free throw 2 of 2,1,107-99,,
0:08.0,,,107-99,,K. Porzingis misses 3-pt shot from 25 ft
0:07.0,,,107-99,,Offensive rebound by A. Afflalo
0:00.0,,,107-99,,L. Galloway misses 3-pt shot from 25 ft
0:00.0,,,107-99,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
