time,Utah,pts.away,score,pts.home,Golden State
5:32.0,,,10-15,3,K. Thompson makes 3-pt shot from 25 ft (assist by A. Bogut)
5:11.0,D. Favors makes 2-pt shot from 6 ft,2,12-15,,
5:05.0,Personal foul by S. Mack,,12-15,,
5:05.0,,,12-15,,A. Iguodala enters the game for H. Barnes
5:05.0,T. Burke enters the game for C. Johnson,,12-15,,
5:05.0,T. Booker enters the game for R. Gobert,,12-15,,
4:58.0,,,12-15,,S. Curry misses 2-pt shot from 2 ft
4:58.0,Defensive rebound by S. Mack,,12-15,,
4:50.0,,,12-15,,Personal foul by A. Bogut
4:50.0,,,12-15,,L. Barbosa enters the game for K. Thompson
4:50.0,,,12-15,,A. Varejao enters the game for A. Bogut
4:45.0,G. Hayward misses 3-pt shot from 26 ft,,12-15,,
4:43.0,Offensive rebound by T. Booker,,12-15,,
4:35.0,G. Hayward misses 2-pt shot from 1 ft,,12-15,,
4:34.0,,,12-15,,Defensive rebound by D. Green
4:29.0,,,12-15,,S. Curry misses 3-pt shot from 26 ft
4:24.0,,,12-15,,Offensive rebound by A. Varejao
4:24.0,,,12-15,,A. Varejao misses 2-pt shot from 1 ft (block by D. Favors)
4:21.0,Defensive rebound by T. Booker,,12-15,,
4:04.0,D. Favors makes 2-pt shot from 11 ft (assist by T. Burke),2,14-15,,
3:47.0,,,14-17,2,A. Varejao makes 2-pt shot from 15 ft (assist by S. Curry)
3:24.0,Turnover by G. Hayward (lost ball; steal by A. Varejao),,14-17,,
3:19.0,,,14-19,2,L. Barbosa makes 2-pt shot at rim (assist by S. Curry)
3:14.0,Turnover by T. Burke (lost ball; steal by D. Green),,14-19,,
3:07.0,,,14-19,,S. Curry misses 3-pt shot from 22 ft
3:07.0,Defensive rebound by S. Mack,,14-19,,
2:57.0,G. Hayward makes 2-pt shot at rim (assist by S. Mack),2,16-19,,
2:49.0,,,16-19,,Golden State full timeout
2:49.0,R. Gobert enters the game for D. Favors,,16-19,,
2:49.0,R. Neto enters the game for S. Mack,,16-19,,
2:46.0,,,16-19,,Turnover by A. Varejao (lost ball)
2:27.0,T. Booker misses 3-pt shot from 23 ft,,16-19,,
2:25.0,,,16-19,,Defensive rebound by S. Curry
2:14.0,,,16-19,,D. Green misses 2-pt shot from 2 ft
2:13.0,,,16-19,,Offensive rebound by A. Varejao
2:13.0,,,16-19,,A. Varejao misses 2-pt shot from 1 ft
2:10.0,Defensive rebound by G. Hayward,,16-19,,
1:55.0,Turnover by R. Neto (lost ball; steal by L. Barbosa),,16-19,,
1:46.0,,,16-21,2,L. Barbosa makes 2-pt shot at rim (assist by A. Iguodala)
1:34.0,Turnover by R. Neto (lost ball; steal by S. Curry),,16-21,,
1:30.0,Personal foul by R. Gobert,,16-21,,
1:30.0,,,16-21,,H. Barnes enters the game for D. Green
1:30.0,J. Ingles enters the game for G. Hayward,,16-21,,
1:22.0,,,16-21,,L. Barbosa misses 3-pt shot from 25 ft
1:20.0,Defensive rebound by R. Gobert,,16-21,,
1:15.0,,,16-21,,Personal foul by H. Barnes
0:58.0,R. Neto makes 3-pt shot from 22 ft (assist by J. Ingles),3,19-21,,
0:38.0,,,19-23,2,H. Barnes makes 2-pt shot from 1 ft (assist by A. Iguodala)
0:31.0,T. Burke misses 3-pt shot from 26 ft,,19-23,,
0:31.0,Offensive rebound by T. Booker,,19-23,,
0:30.0,T. Booker makes 2-pt shot from 1 ft,2,21-23,,
0:07.0,,,21-23,,A. Iguodala misses 3-pt shot from 26 ft
0:05.0,,,21-23,,Offensive rebound by H. Barnes
0:05.0,,,21-23,,H. Barnes misses 2-pt shot from 7 ft
0:03.0,Defensive rebound by R. Gobert,,21-23,,
0:01.0,R. Neto misses 3-pt shot from 48 ft,,21-23,,
0:00.0,Offensive rebound by Team,,21-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,21-23,,Personal foul by A. Varejao
11:46.0,R. Gobert misses free throw 1 of 2,,21-23,,
11:46.0,Offensive rebound by Team,,21-23,,
11:46.0,R. Gobert misses free throw 2 of 2,,21-23,,
11:45.0,,,21-23,,Defensive rebound by A. Varejao
11:29.0,,,21-23,,H. Barnes misses 2-pt shot from 4 ft
11:28.0,Defensive rebound by T. Booker,,21-23,,
11:19.0,,,21-23,,Personal foul by L. Barbosa
11:04.0,T. Burke misses 2-pt shot from 20 ft,,21-23,,
11:04.0,,,21-23,,Defensive rebound by A. Varejao
10:49.0,,,21-23,,Turnover by A. Iguodala (lost ball; steal by T. Burke)
10:40.0,R. Neto makes 2-pt shot from 22 ft,2,23-23,,
10:25.0,,,23-25,2,A. Varejao makes 2-pt shot from 15 ft (assist by A. Iguodala)
9:59.0,R. Neto misses 2-pt shot from 10 ft,,23-25,,
9:59.0,Offensive rebound by R. Gobert,,23-25,,
9:59.0,R. Gobert misses 2-pt shot from 1 ft,,23-25,,
9:59.0,Offensive rebound by Team,,23-25,,
9:59.0,,,23-25,,K. Thompson enters the game for L. Barbosa
9:59.0,,,23-25,,M. Speights enters the game for A. Varejao
9:50.0,R. Neto misses 2-pt shot from 11 ft,,23-25,,
9:49.0,Offensive rebound by R. Gobert,,23-25,,
9:40.0,Offensive charge foul by J. Ingles,,23-25,,
9:40.0,Turnover by J. Ingles (offensive foul),,23-25,,
9:16.0,,,23-25,,M. Speights misses 3-pt shot from 25 ft
9:16.0,Defensive rebound by T. Booker,,23-25,,
9:00.0,J. Ingles makes 3-pt shot from 24 ft (assist by T. Booker),3,26-25,,
8:43.0,,,26-25,,Shooting foul by T. Booker (drawn by M. Speights)
8:43.0,Official timeout,,26-25,,
8:43.0,D. Favors enters the game for R. Gobert,,26-25,,
8:43.0,S. Mack enters the game for T. Burke,,26-25,,
8:43.0,,,26-25,,D. Green enters the game for A. Iguodala
8:43.0,,,26-25,,M. Speights misses free throw 1 of 2
8:43.0,,,26-25,,Offensive rebound by Team
8:43.0,,,26-26,1,M. Speights makes free throw 2 of 2
8:29.0,Turnover by T. Booker (bad pass),,26-26,,
8:16.0,,,26-28,2,M. Speights makes 2-pt shot from 21 ft (assist by D. Green)
7:58.0,J. Ingles makes 2-pt shot from 2 ft (assist by S. Mack),2,28-28,,
7:47.0,,,28-30,2,M. Speights makes 2-pt shot at rim (assist by S. Livingston)
7:31.0,S. Mack misses 2-pt shot from 19 ft,,28-30,,
7:30.0,,,28-30,,Defensive rebound by H. Barnes
7:21.0,,,28-32,2,M. Speights makes 2-pt shot from 4 ft (assist by D. Green)
7:07.0,Turnover by S. Mack (lost ball; steal by S. Livingston),,28-32,,
6:58.0,,,28-34,2,S. Livingston makes 2-pt shot from 13 ft
6:58.0,Utah full timeout,,28-34,,
6:58.0,G. Hayward enters the game for J. Ingles,,28-34,,
6:58.0,T. Lyles enters the game for T. Booker,,28-34,,
6:37.0,D. Favors misses 2-pt shot from 10 ft,,28-34,,
6:36.0,,,28-34,,Defensive rebound by H. Barnes
6:24.0,,,28-34,,H. Barnes misses 2-pt shot at rim
6:23.0,Defensive rebound by D. Favors,,28-34,,
6:09.0,T. Lyles misses 3-pt shot from 23 ft,,28-34,,
6:08.0,,,28-34,,Defensive rebound by M. Speights
5:50.0,,,28-36,2,D. Green makes 2-pt shot from 1 ft (assist by M. Speights)
5:27.0,R. Neto misses 2-pt shot at rim (block by S. Livingston),,28-36,,
5:26.0,,,28-36,,Defensive rebound by M. Speights
5:13.0,,,28-36,,K. Thompson misses 2-pt shot from 15 ft
5:12.0,Defensive rebound by G. Hayward,,28-36,,
4:47.0,Turnover by Team (shot clock),,28-36,,
4:47.0,T. Burke enters the game for R. Neto,,28-36,,
4:47.0,,,28-36,,S. Curry enters the game for H. Barnes
4:37.0,,,28-36,,Turnover by K. Thompson (lost ball; steal by S. Mack)
4:20.0,Turnover by S. Mack (lost ball; steal by S. Curry),,28-36,,
4:12.0,,,28-36,,K. Thompson misses 3-pt shot from 25 ft
4:12.0,Defensive rebound by G. Hayward,,28-36,,
4:01.0,Shooting foul by S. Livingston (drawn by G. Hayward),,28-36,,
4:01.0,G. Hayward makes free throw 1 of 2,1,29-36,,
4:01.0,,,29-36,,A. Iguodala enters the game for M. Speights
4:01.0,C. Johnson enters the game for S. Mack,,29-36,,
4:01.0,R. Gobert enters the game for D. Favors,,29-36,,
4:01.0,G. Hayward makes free throw 2 of 2,1,30-36,,
3:51.0,,,30-36,,D. Green misses 2-pt shot from 2 ft
3:49.0,Defensive rebound by G. Hayward,,30-36,,
3:28.0,Shooting foul by S. Curry (drawn by G. Hayward),,30-36,,
3:28.0,G. Hayward makes free throw 1 of 2,1,31-36,,
3:28.0,G. Hayward makes free throw 2 of 2,1,32-36,,
3:12.0,,,32-39,3,S. Curry makes 3-pt shot from 25 ft
2:54.0,T. Burke makes 2-pt shot from 14 ft,2,34-39,,
2:46.0,,,34-41,2,K. Thompson makes 2-pt shot from 1 ft
2:29.0,T. Lyles makes 2-pt shot from 11 ft,2,36-41,,
2:17.0,,,36-41,,D. Green misses 3-pt shot from 26 ft
2:16.0,Defensive rebound by R. Gobert,,36-41,,
2:10.0,T. Burke misses 2-pt shot from 2 ft (block by D. Green),,36-41,,
2:10.0,Offensive rebound by Team,,36-41,,
2:10.0,,,36-41,,Golden State full timeout
2:10.0,J. Ingles enters the game for C. Johnson,,36-41,,
2:10.0,,,36-41,,H. Barnes enters the game for S. Livingston
2:00.0,T. Burke makes 3-pt shot from 29 ft (assist by J. Ingles),3,39-41,,
1:40.0,,,39-43,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
1:13.0,T. Burke makes 2-pt shot from 1 ft (assist by J. Ingles),2,41-43,,
0:58.0,,,41-46,3,S. Curry makes 3-pt shot from 25 ft (assist by H. Barnes)
0:40.0,Turnover by T. Lyles (lost ball; steal by A. Iguodala),,41-46,,
0:37.0,Personal foul by T. Burke,,41-46,,
0:37.0,,,41-46,,Golden State full timeout
0:30.0,,,41-49,3,K. Thompson makes 3-pt shot from 29 ft (assist by S. Curry)
0:06.0,J. Ingles misses 3-pt shot from 26 ft,,41-49,,
0:04.0,,,41-49,,Defensive rebound by S. Curry
0:00.0,,,41-52,3,S. Curry makes 3-pt shot from 54 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,G. Hayward misses 2-pt shot from 5 ft (block by A. Bogut),,41-52,,
11:35.0,Offensive rebound by R. Gobert,,41-52,,
11:35.0,Turnover by Team (shot clock),,41-52,,
11:24.0,,,41-54,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
11:01.0,G. Hayward misses 3-pt shot from 25 ft,,41-54,,
11:01.0,,,41-54,,Defensive rebound by A. Bogut
10:48.0,,,41-54,,D. Green misses 2-pt shot from 1 ft
10:48.0,Defensive rebound by R. Gobert,,41-54,,
10:29.0,S. Mack misses 2-pt shot from 2 ft (block by A. Bogut),,41-54,,
10:27.0,Offensive rebound by R. Gobert,,41-54,,
10:23.0,G. Hayward makes 2-pt shot from 5 ft (assist by R. Gobert),2,43-54,,
10:05.0,,,43-56,2,D. Green makes 2-pt shot from 13 ft (assist by S. Curry)
9:48.0,S. Mack makes 3-pt shot from 25 ft (assist by D. Favors),3,46-56,,
9:32.0,,,46-56,,S. Curry misses 3-pt shot from 28 ft
9:31.0,Defensive rebound by C. Johnson,,46-56,,
9:13.0,D. Favors misses 2-pt shot from 7 ft (block by D. Green),,46-56,,
9:12.0,,,46-56,,Defensive rebound by A. Bogut
9:09.0,Loose ball foul by C. Johnson,,46-56,,
8:55.0,,,46-59,3,K. Thompson makes 3-pt shot from 25 ft (assist by H. Barnes)
8:45.0,D. Favors makes 2-pt shot from 1 ft (assist by G. Hayward),2,48-59,,
8:45.0,Shooting foul by D. Green (drawn by D. Favors),,48-59,,
8:45.0,D. Favors makes free throw 1 of 1,1,49-59,,
8:45.0,,,49-59,,Technical foul by A. Bogut
8:45.0,G. Hayward misses technical free throw,,49-59,,
8:45.0,,,49-59,,Offensive rebound by Team
8:24.0,,,49-61,2,K. Thompson makes 2-pt shot from 19 ft (assist by D. Green)
8:03.0,C. Johnson misses 2-pt shot from 15 ft,,49-61,,
8:02.0,,,49-61,,Defensive rebound by D. Green
7:55.0,,,49-61,,H. Barnes misses 3-pt shot from 27 ft
7:54.0,Defensive rebound by D. Favors,,49-61,,
7:32.0,D. Favors makes 2-pt shot from 10 ft (assist by S. Mack),2,51-61,,
7:09.0,,,51-63,2,K. Thompson makes 2-pt shot from 11 ft
6:49.0,D. Favors makes 2-pt shot from 6 ft (assist by S. Mack),2,53-63,,
6:37.0,,,53-63,,Shooting foul by R. Gobert (drawn by D. Green)
6:37.0,,,53-63,,D. Green misses free throw 1 of 2
6:37.0,,,53-63,,Offensive rebound by Team
6:37.0,J. Ingles enters the game for C. Johnson,,53-63,,
6:37.0,,,53-64,1,D. Green makes free throw 2 of 2
6:18.0,D. Favors misses 2-pt shot from 4 ft,,53-64,,
6:17.0,,,53-64,,Defensive rebound by S. Curry
6:11.0,,,53-64,,Turnover by D. Green (lost ball; steal by R. Gobert)
6:07.0,Turnover by S. Mack (bad pass),,53-64,,
6:07.0,,,53-64,,A. Iguodala enters the game for H. Barnes
5:58.0,,,53-64,,D. Green misses 2-pt shot from 3 ft (block by D. Favors)
5:57.0,Defensive rebound by S. Mack,,53-64,,
5:54.0,G. Hayward makes 2-pt shot at rim (assist by S. Mack),2,55-64,,
5:38.0,,,55-64,,K. Thompson misses 2-pt shot from 4 ft
5:36.0,,,55-64,,Offensive rebound by A. Bogut
5:36.0,,,55-64,,A. Bogut misses 2-pt shot from 1 ft
5:34.0,Defensive rebound by D. Favors,,55-64,,
5:30.0,G. Hayward misses 2-pt shot from 12 ft,,55-64,,
5:28.0,,,55-64,,Defensive rebound by D. Green
5:08.0,,,55-64,,D. Green misses 3-pt shot from 26 ft
5:08.0,Defensive rebound by R. Gobert,,55-64,,
4:55.0,D. Favors misses 2-pt shot from 16 ft,,55-64,,
4:55.0,,,55-64,,Defensive rebound by A. Iguodala
4:43.0,,,55-64,,Turnover by S. Curry (bad pass)
4:43.0,,,55-64,,Golden State full timeout
4:43.0,,,55-64,,M. Speights enters the game for A. Bogut
4:43.0,,,55-64,,L. Barbosa enters the game for K. Thompson
4:43.0,R. Neto enters the game for R. Gobert,,55-64,,
4:43.0,T. Booker enters the game for S. Mack,,55-64,,
4:24.0,G. Hayward misses 3-pt shot from 26 ft,,55-64,,
4:24.0,Offensive rebound by T. Booker,,55-64,,
4:17.0,G. Hayward misses 2-pt shot from 19 ft,,55-64,,
4:15.0,Offensive rebound by D. Favors,,55-64,,
4:01.0,R. Neto misses 2-pt shot from 1 ft,,55-64,,
4:00.0,,,55-64,,Defensive rebound by D. Green
3:44.0,,,55-66,2,M. Speights makes 2-pt shot from 18 ft (assist by D. Green)
3:30.0,,,55-66,,Personal foul by L. Barbosa
3:30.0,T. Burke enters the game for G. Hayward,,55-66,,
3:21.0,T. Booker makes 2-pt shot from 1 ft (assist by D. Favors),2,57-66,,
3:07.0,,,57-68,2,D. Green makes 2-pt shot at rim (assist by L. Barbosa)
2:42.0,Shooting foul by D. Green (drawn by T. Burke),,57-68,,
2:42.0,Utah full timeout,,57-68,,
2:42.0,T. Burke makes free throw 1 of 2,1,58-68,,
2:42.0,T. Burke makes free throw 2 of 2,1,59-68,,
2:30.0,,,59-68,,Turnover by S. Curry (lost ball; steal by D. Favors)
2:22.0,J. Ingles misses 2-pt shot from 21 ft,,59-68,,
2:21.0,,,59-68,,Defensive rebound by D. Green
2:13.0,,,59-70,2,L. Barbosa makes 2-pt shot at rim (assist by M. Speights)
1:53.0,Turnover by T. Burke (bad pass),,59-70,,
1:46.0,,,59-70,,S. Curry misses 2-pt shot from 1 ft
1:46.0,,,59-70,,Offensive rebound by M. Speights
1:46.0,,,59-70,,Shooting foul by R. Neto (drawn by M. Speights)
1:46.0,,,59-71,1,M. Speights makes free throw 1 of 2
1:46.0,T. Lyles enters the game for T. Booker,,59-71,,
1:46.0,,,59-72,1,M. Speights makes free throw 2 of 2
1:34.0,,,59-72,,Personal foul by S. Curry
1:34.0,,,59-72,,Technical foul by S. Curry
1:34.0,T. Burke makes technical free throw,1,60-72,,
1:26.0,Offensive foul by T. Burke,,60-72,,
1:26.0,Turnover by T. Burke (offensive foul),,60-72,,
1:11.0,,,60-75,3,M. Speights makes 3-pt shot from 25 ft (assist by D. Green)
0:53.0,T. Lyles makes 2-pt shot from 12 ft (assist by R. Neto),2,62-75,,
0:53.0,Shooting foul by D. Green (drawn by T. Lyles),,62-75,,
0:53.0,,,62-75,,Technical foul by A. Iguodala
0:53.0,T. Burke makes technical free throw,1,63-75,,
0:53.0,T. Lyles misses free throw 1 of 1,,63-75,,
0:51.0,,,63-75,,Defensive rebound by A. Iguodala
0:43.0,,,63-75,,Shooting foul by R. Neto (drawn by S. Curry)
0:43.0,,,63-76,1,S. Curry makes free throw 1 of 2
0:43.0,,,63-76,,S. Curry misses free throw 2 of 2
0:43.0,Defensive rebound by J. Ingles,,63-76,,
0:32.0,T. Burke misses 2-pt shot from 19 ft,,63-76,,
0:31.0,,,63-76,,Defensive rebound by D. Green
0:13.0,,,63-79,3,L. Barbosa makes 3-pt shot from 25 ft (assist by M. Speights)
0:02.0,Turnover by T. Lyles (offensive foul),,63-79,,
0:02.0,Offensive charge foul by T. Lyles,,63-79,,
0:01.0,,,63-81,2,L. Barbosa makes 2-pt shot from 2 ft (assist by M. Speights)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,63-83,2,M. Speights makes 2-pt shot from 17 ft (assist by S. Livingston)
11:22.0,T. Burke misses 2-pt shot from 10 ft,,63-83,,
11:22.0,,,63-83,,Defensive rebound by A. Iguodala
11:12.0,,,63-85,2,A. Iguodala makes 2-pt shot from 2 ft
11:10.0,Shooting foul by L. Barbosa (drawn by T. Burke),,63-85,,
11:10.0,T. Burke makes free throw 1 of 2,1,64-85,,
11:10.0,G. Hayward enters the game for J. Ingles,,64-85,,
11:10.0,T. Burke makes free throw 2 of 2,1,65-85,,
10:48.0,,,65-87,2,A. Iguodala makes 2-pt shot from 16 ft
10:36.0,S. Mack misses 2-pt shot from 18 ft,,65-87,,
10:36.0,,,65-87,,Defensive rebound by A. Iguodala
10:29.0,,,65-87,,M. Speights misses 3-pt shot from 29 ft
10:27.0,Defensive rebound by Team,,65-87,,
10:12.0,,,65-87,,Personal foul by M. Speights
10:12.0,,,65-87,,A. Varejao enters the game for M. Speights
10:05.0,Shooting foul by A. Varejao (drawn by R. Gobert),,65-87,,
10:05.0,R. Gobert makes free throw 1 of 2,1,66-87,,
10:05.0,R. Gobert makes free throw 2 of 2,1,67-87,,
9:56.0,,,67-89,2,H. Barnes makes 2-pt shot at rim (assist by L. Barbosa)
9:56.0,,,67-89,,Shooting foul by T. Lyles (drawn by H. Barnes)
9:56.0,T. Booker enters the game for T. Lyles,,67-89,,
9:56.0,,,67-89,,H. Barnes misses free throw 1 of 1
9:54.0,Defensive rebound by T. Booker,,67-89,,
9:39.0,R. Gobert makes 2-pt shot from 2 ft (assist by G. Hayward),2,69-89,,
9:39.0,Shooting foul by H. Barnes (drawn by R. Gobert),,69-89,,
9:39.0,R. Gobert makes free throw 1 of 1,1,70-89,,
9:34.0,,,70-89,,Turnover by S. Livingston (lost ball; steal by T. Burke)
9:32.0,,,70-89,,Personal foul by A. Varejao
9:32.0,T. Burke makes free throw 1 of 2,1,71-89,,
9:32.0,T. Burke makes free throw 2 of 2,1,72-89,,
9:14.0,,,72-89,,H. Barnes misses 2-pt shot from 8 ft
9:13.0,Defensive rebound by R. Gobert,,72-89,,
8:59.0,S. Mack makes 2-pt shot from 1 ft,2,74-89,,
8:51.0,,,74-91,2,L. Barbosa makes 2-pt shot from 16 ft (assist by H. Barnes)
8:35.0,R. Gobert misses 2-pt shot from 11 ft,,74-91,,
8:35.0,,,74-91,,Defensive rebound by Team
8:35.0,Loose ball foul by T. Booker,,74-91,,
8:35.0,Official timeout,,74-91,,
8:35.0,,,74-91,,K. Thompson enters the game for A. Iguodala
8:25.0,,,74-91,,L. Barbosa misses 2-pt shot from 10 ft
8:23.0,Defensive rebound by S. Mack,,74-91,,
8:10.0,T. Burke makes 3-pt shot from 26 ft (assist by S. Mack),3,77-91,,
7:46.0,,,77-91,,S. Livingston misses 2-pt shot from 3 ft
7:46.0,,,77-91,,Offensive rebound by S. Livingston
7:40.0,,,77-93,2,S. Livingston makes 2-pt shot from 11 ft
7:26.0,T. Burke misses 3-pt shot from 25 ft,,77-93,,
7:25.0,Offensive rebound by R. Gobert,,77-93,,
7:25.0,,,77-93,,Personal foul by L. Barbosa
7:25.0,R. Gobert misses free throw 1 of 2,,77-93,,
7:25.0,Offensive rebound by Team,,77-93,,
7:25.0,,,77-93,,D. Green enters the game for L. Barbosa
7:25.0,R. Gobert makes free throw 2 of 2,1,78-93,,
7:09.0,,,78-96,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Livingston)
6:42.0,S. Mack misses 2-pt shot from 2 ft,,78-96,,
6:41.0,,,78-96,,Defensive rebound by H. Barnes
6:33.0,,,78-99,3,D. Green makes 3-pt shot from 26 ft (assist by S. Livingston)
6:17.0,G. Hayward misses 2-pt shot from 1 ft,,78-99,,
6:17.0,,,78-99,,Defensive rebound by H. Barnes
6:16.0,,,78-99,,Turnover by H. Barnes (traveling)
6:16.0,,,78-99,,S. Curry enters the game for H. Barnes
6:16.0,R. Neto enters the game for T. Burke,,78-99,,
6:16.0,D. Favors enters the game for R. Gobert,,78-99,,
6:11.0,G. Hayward makes 3-pt shot from 25 ft,3,81-99,,
6:03.0,,,81-99,,Turnover by S. Curry (lost ball; steal by G. Hayward)
5:57.0,Turnover by G. Hayward (lost ball; steal by D. Green),,81-99,,
5:51.0,,,81-101,2,S. Curry makes 2-pt shot from 2 ft
5:36.0,Turnover by S. Mack (lost ball; steal by K. Thompson),,81-101,,
5:28.0,,,81-103,2,A. Varejao makes 2-pt shot from 1 ft (assist by K. Thompson)
5:21.0,Utah full timeout,,81-103,,
5:21.0,J. Withey enters the game for G. Hayward,,81-103,,
5:21.0,J. Ingles enters the game for D. Favors,,81-103,,
5:21.0,C. Johnson enters the game for S. Mack,,81-103,,
5:09.0,C. Johnson makes 3-pt shot from 24 ft (assist by J. Withey),3,84-103,,
4:54.0,,,84-105,2,A. Varejao makes 2-pt shot from 3 ft
4:54.0,,,84-105,,Shooting foul by J. Withey (drawn by A. Varejao)
4:54.0,,,84-106,1,A. Varejao makes free throw 1 of 1
4:36.0,T. Booker misses 2-pt shot from 3 ft (block by D. Green),,84-106,,
4:35.0,,,84-106,,Defensive rebound by Team
4:35.0,,,84-106,,I. Clark enters the game for S. Livingston
4:20.0,Personal foul by T. Booker,,84-106,,
4:20.0,T. Lyles enters the game for T. Booker,,84-106,,
4:09.0,,,84-106,,S. Curry misses 3-pt shot from 27 ft
4:08.0,,,84-106,,Offensive rebound by I. Clark
3:50.0,,,84-106,,K. Thompson misses 3-pt shot from 24 ft
3:50.0,,,84-106,,Offensive rebound by A. Varejao
3:48.0,,,84-106,,Turnover by A. Varejao (lost ball)
3:48.0,,,84-106,,J. McAdoo enters the game for D. Green
3:48.0,,,84-106,,B. Rush enters the game for A. Varejao
3:32.0,Shooting foul by J. McAdoo (drawn by R. Neto),,84-106,,
3:32.0,R. Neto makes free throw 1 of 2,1,85-106,,
3:32.0,,,85-106,,L. Barbosa enters the game for S. Curry
3:32.0,R. Neto misses free throw 2 of 2,,85-106,,
3:29.0,Offensive rebound by Team,,85-106,,
3:20.0,T. Lyles misses 2-pt shot from 9 ft,,85-106,,
3:19.0,,,85-106,,Defensive rebound by Team
3:03.0,,,85-108,2,K. Thompson makes 2-pt shot from 9 ft (assist by I. Clark)
2:52.0,,,85-108,,Personal foul by I. Clark
2:52.0,,,85-108,,Golden State full timeout
2:52.0,,,85-108,,M. Speights enters the game for K. Thompson
2:52.0,T. Lyles makes free throw 1 of 2,1,86-108,,
2:52.0,T. Lyles makes free throw 2 of 2,1,87-108,,
2:39.0,,,87-111,3,B. Rush makes 3-pt shot from 25 ft (assist by J. McAdoo)
2:26.0,Shooting foul by M. Speights (drawn by T. Lyles),,87-111,,
2:26.0,T. Lyles misses free throw 1 of 2,,87-111,,
2:26.0,Offensive rebound by Team,,87-111,,
