time,Toronto,pts.away,score,pts.home,Cleveland
3:19.0,N. Powell enters the game for K. Lowry,,85-104,,
3:19.0,,,85-104,,J. Jones enters the game for L. James
3:19.0,,,85-104,,T. Mozgov enters the game for K. Love
3:19.0,,,85-104,,R. Jefferson enters the game for T. Thompson
3:19.0,,,85-104,,D. Jones enters the game for J. Smith
3:19.0,,,85-104,,M. Williams enters the game for K. Irving
3:02.0,,,85-104,,M. Williams misses 2-pt shot from 16 ft
3:01.0,Defensive rebound by C. Joseph,,85-104,,
2:43.0,Shooting foul by T. Mozgov (drawn by L. Scola),,85-104,,
2:43.0,L. Scola makes free throw 1 of 2,1,86-104,,
2:43.0,L. Scola makes free throw 2 of 2,1,87-104,,
2:28.0,,,87-104,,R. Jefferson misses 2-pt shot from 18 ft
2:28.0,Defensive rebound by D. Wright,,87-104,,
2:25.0,Offensive charge foul by D. Wright,,87-104,,
2:25.0,Turnover by D. Wright (offensive foul),,87-104,,
2:25.0,L. Nogueira enters the game for L. Scola,,87-104,,
2:04.0,,,87-106,2,T. Mozgov makes 2-pt shot from 5 ft (assist by M. Williams)
1:43.0,N. Powell misses 2-pt shot from 1 ft,,87-106,,
1:41.0,Offensive rebound by L. Nogueira,,87-106,,
1:41.0,N. Powell makes 2-pt shot from 13 ft,2,89-106,,
1:25.0,,,89-108,2,D. Jones makes 2-pt shot from 1 ft (assist by M. Williams)
1:11.0,J. Johnson misses 2-pt shot from 1 ft,,89-108,,
1:10.0,,,89-108,,Defensive rebound by T. Mozgov
1:00.0,,,89-108,,J. Jones misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by C. Joseph,,89-108,,
0:51.0,N. Powell misses 3-pt shot from 26 ft,,89-108,,
0:50.0,,,89-108,,Defensive rebound by R. Jefferson
0:39.0,,,89-108,,M. Williams misses 3-pt shot from 24 ft
0:38.0,Defensive rebound by N. Powell,,89-108,,
0:31.0,D. Wright misses 3-pt shot from 23 ft,,89-108,,
0:30.0,,,89-108,,Defensive rebound by D. Jones
0:06.0,,,89-108,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
