time,Sacramento,pts.away,score,pts.home,Oklahoma City
5:37.0,,,14-22,1,R. Westbrook makes free throw 1 of 2
5:37.0,,,14-23,1,R. Westbrook makes free throw 2 of 2
5:28.0,M. Belinelli misses 2-pt shot from 19 ft,,14-23,,
5:27.0,,,14-23,,Defensive rebound by R. Westbrook
5:19.0,,,14-26,3,S. Ibaka makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:57.0,D. Cousins misses 2-pt shot from 8 ft,,14-26,,
4:57.0,,,14-26,,Defensive rebound by R. Westbrook
4:41.0,,,14-26,,Shooting foul by D. Cousins (drawn by S. Adams)
4:41.0,,,14-26,,S. Adams misses free throw 1 of 2
4:41.0,,,14-26,,Offensive rebound by Team
4:41.0,K. Koufos enters the game for R. Gay,,14-26,,
4:41.0,D. Collison enters the game for B. McLemore,,14-26,,
4:41.0,,,14-27,1,S. Adams makes free throw 2 of 2
4:27.0,R. Rondo misses 3-pt shot from 24 ft,,14-27,,
4:27.0,,,14-27,,Defensive rebound by Team
4:27.0,,,14-27,,C. Payne enters the game for A. Morrow
4:15.0,,,14-29,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:00.0,Turnover by M. Belinelli (bad pass),,14-29,,
3:49.0,,,14-31,2,S. Ibaka makes 2-pt shot from 17 ft (assist by R. Westbrook)
3:33.0,M. Belinelli makes 2-pt shot from 17 ft (assist by R. Rondo),2,16-31,,
3:06.0,,,16-31,,C. Payne misses 2-pt shot from 15 ft
3:06.0,Defensive rebound by D. Cousins,,16-31,,
2:58.0,D. Collison misses 2-pt shot from 12 ft (block by C. Payne),,16-31,,
2:57.0,,,16-31,,Defensive rebound by S. Adams
2:52.0,,,16-31,,Offensive charge foul by R. Westbrook
2:52.0,,,16-31,,Turnover by R. Westbrook (offensive foul)
2:52.0,,,16-31,,Oklahoma City full timeout
2:52.0,,,16-31,,D. Waiters enters the game for A. Roberson
2:52.0,,,16-31,,K. Singler enters the game for R. Westbrook
2:38.0,Shooting foul by S. Adams (drawn by D. Cousins),,16-31,,
2:38.0,D. Cousins makes free throw 1 of 2,1,17-31,,
2:38.0,,,17-31,,E. Kanter enters the game for S. Adams
2:38.0,D. Cousins makes free throw 2 of 2,1,18-31,,
2:21.0,,,18-31,,E. Kanter misses 2-pt shot from 19 ft
2:20.0,Defensive rebound by D. Cousins,,18-31,,
2:12.0,D. Cousins makes 3-pt shot from 24 ft (assist by D. Collison),3,21-31,,
1:56.0,,,21-31,,C. Payne misses 2-pt shot from 10 ft
1:56.0,Defensive rebound by K. Koufos,,21-31,,
1:49.0,R. Rondo misses 2-pt shot from 1 ft (block by S. Ibaka),,21-31,,
1:48.0,Offensive rebound by K. Koufos,,21-31,,
1:45.0,D. Cousins makes 2-pt shot at rim (assist by K. Koufos),2,23-31,,
1:45.0,Shooting foul by C. Payne (drawn by D. Cousins),,23-31,,
1:45.0,,,23-31,,M. McGary enters the game for S. Ibaka
1:45.0,D. Cousins makes free throw 1 of 1,1,24-31,,
1:31.0,,,24-31,,Turnover by D. Waiters (bad pass; steal by R. Rondo)
1:25.0,R. Rondo makes 2-pt shot from 1 ft,2,26-31,,
1:23.0,,,26-31,,Oklahoma City full timeout
1:11.0,,,26-31,,K. Singler misses 2-pt shot from 15 ft
1:11.0,Defensive rebound by D. Cousins,,26-31,,
1:05.0,M. Belinelli misses 3-pt shot from 24 ft,,26-31,,
1:04.0,Offensive rebound by Team,,26-31,,
1:04.0,,,26-31,,Loose ball foul by K. Singler (drawn by K. Koufos)
1:04.0,K. Koufos makes free throw 1 of 2,1,27-31,,
1:04.0,K. Koufos makes free throw 2 of 2,1,28-31,,
0:47.0,,,28-31,,E. Kanter misses 2-pt shot from 1 ft
0:46.0,Defensive rebound by R. Rondo,,28-31,,
0:36.0,M. Belinelli makes 3-pt shot from 24 ft (assist by D. Cousins),3,31-31,,
0:22.0,,,31-33,2,K. Singler makes 2-pt shot from 1 ft (assist by C. Payne)
0:04.0,Turnover by R. Rondo (bad pass; steal by C. Payne),,31-33,,
0:00.0,,,31-33,,C. Payne misses 3-pt shot from 37 ft
0:00.0,,,31-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Shooting foul by K. Singler (drawn by M. Belinelli),,31-33,,
11:46.0,M. Belinelli makes free throw 1 of 2,1,32-33,,
11:46.0,M. Belinelli makes free throw 2 of 2,1,33-33,,
11:36.0,,,33-33,,Shooting foul by M. Belinelli (drawn by D. Waiters)
11:36.0,,,33-33,,D. Waiters misses free throw 1 of 2
11:36.0,,,33-33,,Offensive rebound by Team
11:36.0,,,33-33,,A. Roberson enters the game for M. McGary
11:36.0,,,33-34,1,D. Waiters makes free throw 2 of 2
11:27.0,Shooting foul by A. Roberson (drawn by M. Belinelli),,33-34,,
11:27.0,M. Belinelli makes free throw 1 of 2,1,34-34,,
11:27.0,M. Belinelli makes free throw 2 of 2,1,35-34,,
11:10.0,,,35-34,,Shooting foul by W. Cauley-Stein (drawn by K. Singler)
11:10.0,,,35-34,,K. Singler misses free throw 1 of 2
11:10.0,,,35-34,,Offensive rebound by Team
11:10.0,,,35-35,1,K. Singler makes free throw 2 of 2
10:56.0,Turnover by D. Collison (bad pass; steal by A. Roberson),,35-35,,
10:53.0,,,35-37,2,A. Roberson makes 2-pt shot at rim
10:37.0,M. Belinelli misses 3-pt shot from 24 ft,,35-37,,
10:36.0,Offensive rebound by W. Cauley-Stein,,35-37,,
10:30.0,,,35-37,,Personal foul by D. Waiters (drawn by K. Koufos)
10:30.0,R. Gay enters the game for R. Rondo,,35-37,,
10:21.0,D. Collison makes 2-pt shot from 16 ft,2,37-37,,
10:01.0,,,37-37,,Turnover by A. Roberson (bad pass; steal by M. Belinelli)
9:45.0,K. Koufos misses 2-pt shot at rim,,37-37,,
9:44.0,Offensive rebound by Team,,37-37,,
9:44.0,,,37-37,,R. Westbrook enters the game for C. Payne
9:36.0,R. Gay misses 2-pt shot from 15 ft,,37-37,,
9:36.0,,,37-37,,Defensive rebound by D. Waiters
9:30.0,,,37-37,,D. Waiters misses 2-pt shot from 2 ft (block by K. Koufos)
9:29.0,Defensive rebound by R. Gay,,37-37,,
9:23.0,R. Gay makes 2-pt shot from 1 ft (assist by D. Collison),2,39-37,,
9:08.0,,,39-37,,E. Kanter misses 2-pt shot from 2 ft (block by K. Koufos)
9:07.0,,,39-37,,Offensive rebound by A. Roberson
9:03.0,,,39-40,3,K. Singler makes 3-pt shot from 23 ft (assist by D. Waiters)
8:51.0,K. Koufos makes 2-pt shot at rim (assist by D. Collison),2,41-40,,
8:28.0,,,41-40,,Shooting foul by K. Koufos (drawn by E. Kanter)
8:28.0,Official timeout,,41-40,,
8:28.0,,,41-40,,E. Kanter misses free throw 1 of 2
8:28.0,,,41-40,,Offensive rebound by Team
8:28.0,,,41-41,1,E. Kanter makes free throw 2 of 2
8:13.0,M. Belinelli makes 2-pt shot from 12 ft,2,43-41,,
7:48.0,,,43-43,2,D. Waiters makes 2-pt shot from 17 ft
7:24.0,D. Collison makes 2-pt shot from 17 ft,2,45-43,,
7:11.0,,,45-43,,Turnover by R. Westbrook (bad pass)
7:11.0,,,45-43,,S. Adams enters the game for K. Singler
7:11.0,,,45-43,,S. Ibaka enters the game for D. Waiters
7:11.0,,,45-43,,A. Morrow enters the game for E. Kanter
7:00.0,M. Belinelli misses 2-pt shot from 19 ft,,45-43,,
6:59.0,Offensive rebound by R. Gay,,45-43,,
6:59.0,R. Gay makes 2-pt shot at rim,2,47-43,,
6:59.0,Shooting foul by S. Adams (drawn by R. Gay),,47-43,,
6:59.0,R. Gay makes free throw 1 of 1,1,48-43,,
6:45.0,,,48-46,3,A. Morrow makes 3-pt shot from 24 ft
6:23.0,D. Collison makes 2-pt shot from 2 ft,2,50-46,,
6:02.0,,,50-46,,A. Morrow misses 3-pt shot from 23 ft
6:00.0,,,50-46,,Offensive rebound by S. Adams
6:00.0,,,50-46,,S. Adams misses 2-pt shot from 1 ft
5:59.0,,,50-46,,Offensive rebound by S. Adams
5:59.0,,,50-48,2,S. Adams makes 2-pt shot from 1 ft
5:48.0,D. Collison misses 2-pt shot from 2 ft,,50-48,,
5:46.0,Offensive rebound by W. Cauley-Stein,,50-48,,
5:46.0,W. Cauley-Stein makes 2-pt shot at rim,2,52-48,,
5:34.0,,,52-48,,R. Westbrook misses 2-pt shot from 12 ft
5:33.0,Defensive rebound by K. Koufos,,52-48,,
5:14.0,M. Belinelli makes 2-pt shot from 21 ft (assist by D. Collison),2,54-48,,
5:07.0,,,54-48,,Oklahoma City full timeout
5:07.0,,,54-48,,E. Kanter enters the game for S. Adams
5:07.0,D. Cousins enters the game for M. Belinelli,,54-48,,
5:07.0,R. Rondo enters the game for W. Cauley-Stein,,54-48,,
5:04.0,,,54-50,2,R. Westbrook makes 2-pt shot from 1 ft (assist by A. Roberson)
4:51.0,,,54-50,,Personal foul by E. Kanter (drawn by D. Cousins)
4:51.0,D. Cousins misses free throw 1 of 2,,54-50,,
4:51.0,Offensive rebound by Team,,54-50,,
4:51.0,D. Cousins makes free throw 2 of 2,1,55-50,,
4:31.0,,,55-50,,A. Roberson misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by D. Cousins,,55-50,,
4:22.0,D. Cousins makes 3-pt shot from 24 ft (assist by R. Rondo),3,58-50,,
4:02.0,,,58-53,3,A. Morrow makes 3-pt shot from 24 ft (assist by R. Westbrook)
3:49.0,D. Collison misses 2-pt shot from 6 ft (block by A. Roberson),,58-53,,
3:49.0,,,58-53,,Defensive rebound by S. Ibaka
3:43.0,,,58-55,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:25.0,D. Cousins makes 2-pt shot from 1 ft (assist by R. Rondo),2,60-55,,
3:12.0,,,60-55,,E. Kanter misses 2-pt shot from 1 ft (block by K. Koufos)
3:11.0,Defensive rebound by R. Gay,,60-55,,
3:07.0,D. Collison misses 2-pt shot from 1 ft (block by S. Ibaka),,60-55,,
3:07.0,,,60-55,,Defensive rebound by Team
3:07.0,M. Belinelli enters the game for D. Collison,,60-55,,
3:07.0,,,60-55,,D. Waiters enters the game for A. Roberson
2:54.0,,,60-57,2,S. Ibaka makes 2-pt shot from 12 ft (assist by R. Westbrook)
2:43.0,,,60-57,,Personal foul by A. Morrow (drawn by M. Belinelli)
2:43.0,M. Belinelli makes free throw 1 of 2,1,61-57,,
2:43.0,M. Belinelli makes free throw 2 of 2,1,62-57,,
2:27.0,,,62-59,2,R. Westbrook makes 2-pt shot from 2 ft
2:10.0,M. Belinelli makes 2-pt shot from 17 ft (assist by R. Rondo),2,64-59,,
1:56.0,,,64-61,2,A. Morrow makes 2-pt shot from 19 ft (assist by R. Westbrook)
1:47.0,D. Cousins misses 2-pt shot from 4 ft (block by E. Kanter),,64-61,,
1:44.0,Offensive rebound by D. Cousins,,64-61,,
1:44.0,D. Cousins makes 2-pt shot from 1 ft,2,66-61,,
1:30.0,,,66-61,,D. Waiters misses 2-pt shot from 3 ft (block by D. Cousins)
1:29.0,,,66-61,,Offensive rebound by Team
1:29.0,Sacramento full timeout,,66-61,,
1:26.0,,,66-61,,S. Ibaka misses 3-pt shot from 22 ft
1:25.0,Defensive rebound by M. Belinelli,,66-61,,
1:18.0,,,66-61,,Personal foul by A. Morrow (drawn by R. Gay)
1:18.0,R. Gay makes free throw 1 of 2,1,67-61,,
1:18.0,,,67-61,,K. Singler enters the game for A. Morrow
1:18.0,R. Gay makes free throw 2 of 2,1,68-61,,
1:09.0,,,68-61,,R. Westbrook misses 3-pt shot from 24 ft
1:08.0,Defensive rebound by D. Cousins,,68-61,,
0:54.0,M. Belinelli misses 2-pt shot from 16 ft,,68-61,,
0:53.0,Offensive rebound by Team,,68-61,,
0:49.0,Turnover by D. Cousins (bad pass; steal by D. Waiters),,68-61,,
0:47.0,,,68-61,,Turnover by E. Kanter (bad pass; steal by R. Rondo)
0:46.0,Turnover by R. Rondo (step out of bounds),,68-61,,
0:42.0,,,68-61,,Shooting foul by K. Koufos (drawn by D. Waiters)
0:42.0,,,68-62,1,D. Waiters makes free throw 1 of 2
0:42.0,D. Collison enters the game for K. Koufos,,68-62,,
0:42.0,,,68-63,1,D. Waiters makes free throw 2 of 2
0:26.0,Turnover by R. Gay (3 sec),,68-63,,
0:26.0,J. Anderson enters the game for M. Belinelli,,68-63,,
0:26.0,,,68-63,,A. Morrow enters the game for E. Kanter
0:05.0,,,68-66,3,R. Westbrook makes 3-pt shot from 24 ft
0:00.0,D. Collison misses 3-pt shot from 29 ft,,68-66,,
0:00.0,Offensive rebound by Team,,68-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,R. Gay misses 2-pt shot from 10 ft,,68-66,,
11:37.0,Offensive rebound by D. Cousins,,68-66,,
11:35.0,D. Cousins misses 2-pt shot from 1 ft,,68-66,,
11:32.0,,,68-66,,Defensive rebound by Team
11:09.0,,,68-68,2,S. Ibaka makes 2-pt shot from 19 ft (assist by S. Adams)
10:53.0,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Rondo),2,70-68,,
10:37.0,,,70-68,,Offensive foul by S. Ibaka
10:37.0,,,70-68,,Turnover by S. Ibaka (offensive foul)
10:18.0,M. Belinelli misses 3-pt shot from 25 ft,,70-68,,
10:17.0,,,70-68,,Defensive rebound by S. Adams
10:12.0,,,70-68,,Turnover by R. Westbrook (bad pass)
9:54.0,R. Rondo misses 2-pt shot from 11 ft,,70-68,,
9:54.0,,,70-68,,Defensive rebound by R. Westbrook
9:43.0,,,70-68,,R. Westbrook misses 2-pt shot from 22 ft
9:42.0,,,70-68,,Offensive rebound by S. Adams
9:38.0,,,70-68,,R. Westbrook misses 2-pt shot from 18 ft
9:37.0,,,70-68,,Offensive rebound by S. Adams
9:32.0,,,70-71,3,S. Ibaka makes 3-pt shot from 24 ft (assist by A. Roberson)
9:14.0,Shooting foul by S. Ibaka (drawn by W. Cauley-Stein),,70-71,,
9:14.0,W. Cauley-Stein makes free throw 1 of 2,1,71-71,,
9:14.0,W. Cauley-Stein misses free throw 2 of 2,,71-71,,
9:14.0,,,71-71,,Defensive rebound by S. Adams
8:55.0,,,71-71,,S. Ibaka misses 2-pt shot from 18 ft
8:54.0,Defensive rebound by R. Rondo,,71-71,,
8:50.0,W. Cauley-Stein misses 2-pt shot at rim (block by S. Ibaka),,71-71,,
8:50.0,Offensive rebound by Team,,71-71,,
8:47.0,D. Cousins misses 2-pt shot from 17 ft,,71-71,,
8:46.0,,,71-71,,Defensive rebound by R. Westbrook
8:39.0,,,71-71,,R. Westbrook misses 2-pt shot from 10 ft
8:38.0,Defensive rebound by D. Cousins,,71-71,,
8:26.0,D. Cousins misses 2-pt shot at rim,,71-71,,
8:24.0,Offensive rebound by D. Cousins,,71-71,,
8:24.0,D. Cousins makes 2-pt shot from 1 ft,2,73-71,,
8:21.0,,,73-71,,Turnover by R. Westbrook (lost ball)
8:17.0,D. Cousins misses 3-pt shot from 23 ft,,73-71,,
8:16.0,,,73-71,,Defensive rebound by A. Roberson
8:02.0,,,73-71,,S. Ibaka misses 3-pt shot from 22 ft
8:00.0,Defensive rebound by M. Belinelli,,73-71,,
7:51.0,R. Gay misses 2-pt shot at rim (block by S. Ibaka),,73-71,,
7:45.0,Offensive rebound by R. Rondo,,73-71,,
7:45.0,R. Rondo makes 2-pt shot from 2 ft,2,75-71,,
7:30.0,,,75-73,2,A. Morrow makes 2-pt shot from 7 ft (assist by S. Adams)
7:14.0,D. Cousins misses 2-pt shot from 3 ft,,75-73,,
7:14.0,,,75-73,,Defensive rebound by S. Ibaka
7:13.0,Personal foul by D. Cousins (drawn by S. Adams),,75-73,,
7:13.0,K. Koufos enters the game for W. Cauley-Stein,,75-73,,
7:13.0,,,75-73,,D. Waiters enters the game for A. Morrow
6:51.0,,,75-73,,R. Westbrook misses 2-pt shot from 2 ft
6:51.0,Defensive rebound by D. Cousins,,75-73,,
6:39.0,K. Koufos misses 2-pt shot from 2 ft (block by A. Roberson),,75-73,,
6:39.0,,,75-73,,Defensive rebound by D. Waiters
6:24.0,,,75-73,,D. Waiters misses 3-pt shot from 23 ft
6:24.0,Defensive rebound by R. Gay,,75-73,,
6:08.0,,,75-73,,Def 3 sec tech foul by R. Westbrook
6:08.0,M. Belinelli makes technical free throw,1,76-73,,
6:08.0,Sacramento full timeout,,76-73,,
6:08.0,,,76-73,,A. Morrow enters the game for A. Roberson
5:55.0,,,76-73,,Personal foul by R. Westbrook (drawn by R. Rondo)
5:48.0,D. Cousins misses 2-pt shot from 5 ft,,76-73,,
5:47.0,,,76-73,,Defensive rebound by S. Ibaka
5:31.0,,,76-75,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
5:19.0,D. Cousins makes 2-pt shot from 18 ft (assist by R. Rondo),2,78-75,,
5:03.0,Personal foul by R. Gay (drawn by S. Adams),,78-75,,
4:48.0,,,78-75,,D. Waiters misses 2-pt shot from 19 ft
4:47.0,,,78-75,,Offensive rebound by S. Adams
4:40.0,,,78-75,,R. Westbrook misses 3-pt shot from 23 ft
4:39.0,Defensive rebound by D. Cousins,,78-75,,
4:30.0,Turnover by R. Rondo (bad pass),,78-75,,
4:19.0,,,78-77,2,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook)
3:58.0,M. Belinelli makes 3-pt shot from 22 ft (assist by R. Rondo),3,81-77,,
3:45.0,,,81-77,,R. Westbrook misses 3-pt shot from 24 ft
3:44.0,Defensive rebound by D. Cousins,,81-77,,
3:36.0,D. Cousins misses 2-pt shot from 2 ft (block by S. Ibaka),,81-77,,
3:35.0,,,81-77,,Defensive rebound by S. Ibaka
3:26.0,,,81-77,,A. Morrow misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by D. Cousins,,81-77,,
3:19.0,R. Gay misses 2-pt shot from 3 ft,,81-77,,
3:18.0,,,81-77,,Defensive rebound by Team
3:17.0,D. Collison enters the game for M. Belinelli,,81-77,,
3:04.0,,,81-77,,Turnover by R. Westbrook (bad pass; steal by R. Rondo)
3:01.0,R. Gay misses 2-pt shot from 1 ft,,81-77,,
3:00.0,,,81-77,,Defensive rebound by Team
2:46.0,,,81-77,,Shooting foul by K. Koufos (drawn by S. Ibaka)
2:46.0,,,81-77,,Oklahoma City full timeout
2:46.0,,,81-78,1,S. Ibaka makes free throw 1 of 2
2:46.0,,,81-79,1,S. Ibaka makes free throw 2 of 2
2:32.0,D. Cousins misses 2-pt shot from 11 ft,,81-79,,
2:31.0,Offensive rebound by K. Koufos,,81-79,,
2:23.0,R. Gay misses 2-pt shot from 11 ft,,81-79,,
2:22.0,Offensive rebound by Team,,81-79,,
2:22.0,,,81-79,,Loose ball foul by S. Adams (drawn by D. Cousins)
2:22.0,,,81-79,,E. Kanter enters the game for S. Adams
2:10.0,D. Cousins misses 2-pt shot from 4 ft,,81-79,,
2:09.0,,,81-79,,Defensive rebound by E. Kanter
2:07.0,Personal take foul by R. Rondo (drawn by R. Westbrook),,81-79,,
1:59.0,Personal foul by R. Gay (drawn by A. Morrow),,81-79,,
1:59.0,,,81-79,,A. Morrow misses free throw 1 of 2
1:59.0,,,81-79,,Offensive rebound by Team
1:59.0,J. Anderson enters the game for R. Gay,,81-79,,
1:59.0,,,81-80,1,A. Morrow makes free throw 2 of 2
1:40.0,D. Collison makes 3-pt shot from 22 ft (assist by R. Rondo),3,84-80,,
1:23.0,,,84-82,2,S. Ibaka makes 2-pt shot from 16 ft (assist by R. Westbrook)
1:00.0,K. Koufos makes 2-pt shot at rim (assist by R. Rondo),2,86-82,,
0:48.0,,,86-82,,R. Westbrook misses 2-pt shot from 2 ft (block by K. Koufos)
0:47.0,Defensive rebound by K. Koufos,,86-82,,
0:36.0,D. Cousins makes 2-pt shot from 7 ft (assist by R. Rondo),2,88-82,,
0:29.0,,,88-82,,R. Westbrook misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by J. Anderson,,88-82,,
0:05.0,K. Koufos makes 2-pt shot from 1 ft (assist by R. Rondo),2,90-82,,
0:04.0,Violation by Team (delay of game),,90-82,,
0:00.0,,,90-82,,D. Waiters misses 3-pt shot from 23 ft
0:00.0,,,90-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,90-85,3,C. Payne makes 3-pt shot from 24 ft (assist by E. Kanter)
11:23.0,,,90-85,,Personal foul by C. Payne (drawn by W. Cauley-Stein)
11:15.0,D. Collison makes 2-pt shot from 18 ft,2,92-85,,
10:55.0,,,92-85,,D. Waiters misses 3-pt shot from 25 ft
10:52.0,,,92-85,,Offensive rebound by Team
10:52.0,,,92-85,,S. Adams enters the game for E. Kanter
10:49.0,,,92-85,,C. Payne misses 2-pt shot from 1 ft
10:48.0,Defensive rebound by W. Cauley-Stein,,92-85,,
10:34.0,Shooting foul by S. Adams (drawn by W. Cauley-Stein),,92-85,,
10:34.0,W. Cauley-Stein makes free throw 1 of 2,1,93-85,,
10:34.0,,,93-85,,K. Singler enters the game for D. Waiters
10:34.0,,,93-85,,S. Ibaka enters the game for S. Adams
10:34.0,W. Cauley-Stein misses free throw 2 of 2,,93-85,,
10:33.0,,,93-85,,Defensive rebound by C. Payne
10:22.0,,,93-85,,C. Payne misses 2-pt shot from 7 ft
10:19.0,,,93-85,,Offensive rebound by N. Collison
10:19.0,,,93-85,,N. Collison misses 2-pt shot at rim
10:19.0,Defensive rebound by R. Rondo,,93-85,,
10:17.0,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Rondo),2,95-85,,
10:17.0,,,95-85,,Oklahoma City full timeout
10:17.0,,,95-85,,R. Westbrook enters the game for A. Morrow
9:58.0,,,95-87,2,R. Westbrook makes 2-pt shot from 15 ft
9:43.0,R. Rondo misses 2-pt shot from 6 ft,,95-87,,
9:43.0,Offensive rebound by K. Koufos,,95-87,,
9:38.0,Turnover by K. Koufos (bad pass; steal by N. Collison),,95-87,,
9:29.0,,,95-87,,Shooting foul by J. Anderson (drawn by S. Ibaka)
9:29.0,,,95-87,,S. Ibaka misses free throw 1 of 2
9:29.0,,,95-87,,Offensive rebound by Team
9:29.0,,,95-87,,S. Ibaka misses free throw 2 of 2
9:29.0,Defensive rebound by K. Koufos,,95-87,,
9:11.0,D. Collison misses 2-pt shot from 19 ft,,95-87,,
9:10.0,,,95-87,,Defensive rebound by N. Collison
9:05.0,,,95-87,,Turnover by N. Collison (bad pass; steal by R. Rondo)
9:03.0,Turnover by K. Koufos (bad pass; steal by S. Ibaka),,95-87,,
8:57.0,,,95-87,,Turnover by R. Westbrook (lost ball)
8:57.0,M. Belinelli enters the game for J. Anderson,,95-87,,
8:53.0,,,95-87,,Personal foul by N. Collison (drawn by K. Koufos)
8:53.0,,,95-87,,Technical foul by N. Collison (drawn by K. Koufos)
8:53.0,D. Collison makes technical free throw,1,96-87,,
8:39.0,M. Belinelli misses 2-pt shot from 15 ft,,96-87,,
8:39.0,,,96-87,,Defensive rebound by C. Payne
8:30.0,,,96-87,,K. Singler misses 2-pt shot at rim (block by W. Cauley-Stein)
8:29.0,Defensive rebound by K. Koufos,,96-87,,
8:25.0,Turnover by R. Rondo (lost ball),,96-87,,
8:25.0,D. Cousins enters the game for W. Cauley-Stein,,96-87,,
8:14.0,,,96-87,,S. Ibaka misses 2-pt shot from 18 ft
8:13.0,,,96-87,,Offensive rebound by R. Westbrook
8:13.0,,,96-87,,R. Westbrook misses 2-pt shot at rim
8:13.0,Defensive rebound by R. Rondo,,96-87,,
