time,Boston,pts.away,score,pts.home,Atlanta
4:19.0,Turnover by I. Thomas (lost ball; steal by M. Muscala),,18-23,,
4:12.0,,,18-25,2,K. Korver makes 2-pt shot from 1 ft (assist by D. Schroder)
3:54.0,I. Thomas misses 2-pt shot from 1 ft,,18-25,,
3:52.0,Offensive rebound by J. Sullinger,,18-25,,
3:51.0,J. Sullinger misses 2-pt shot at rim (block by M. Muscala),,18-25,,
3:49.0,Offensive rebound by E. Turner,,18-25,,
3:39.0,K. Olynyk misses 2-pt shot from 1 ft (block by M. Muscala),,18-25,,
3:37.0,,,18-25,,Defensive rebound by L. Patterson
3:24.0,,,18-27,2,P. Millsap makes 2-pt shot from 11 ft (assist by L. Patterson)
3:24.0,,,18-27,,Shooting foul by J. Sullinger (drawn by P. Millsap)
3:24.0,D. Lee enters the game for J. Sullinger,,18-27,,
3:24.0,R. Hunter enters the game for I. Thomas,,18-27,,
3:24.0,,,18-28,1,P. Millsap makes free throw 1 of 1
3:05.0,E. Turner misses 2-pt shot from 2 ft,,18-28,,
3:02.0,,,18-28,,Defensive rebound by D. Schroder
2:59.0,,,18-31,3,L. Patterson makes 3-pt shot from 24 ft (assist by D. Schroder)
2:46.0,Turnover by D. Lee (lost ball; steal by P. Millsap),,18-31,,
2:38.0,,,18-31,,D. Schroder misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by D. Lee,,18-31,,
2:20.0,K. Olynyk makes 2-pt shot from 2 ft (assist by E. Turner),2,20-31,,
2:09.0,,,20-31,,D. Schroder misses 2-pt shot from 2 ft
2:08.0,Defensive rebound by K. Olynyk,,20-31,,
2:03.0,Shooting foul by L. Patterson (drawn by E. Turner),,20-31,,
2:03.0,E. Turner makes free throw 1 of 2,1,21-31,,
2:03.0,,,21-31,,T. Sefolosha enters the game for K. Korver
2:03.0,,,21-31,,M. Scott enters the game for P. Millsap
2:03.0,E. Turner makes free throw 2 of 2,1,22-31,,
1:53.0,,,22-31,,L. Patterson misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by D. Lee,,22-31,,
1:42.0,A. Bradley makes 3-pt shot from 25 ft (assist by D. Lee),3,25-31,,
1:26.0,,,25-31,,Turnover by D. Schroder (bad pass; steal by D. Lee)
1:20.0,A. Bradley misses 3-pt shot from 25 ft,,25-31,,
1:19.0,,,25-31,,Defensive rebound by L. Patterson
1:16.0,,,25-33,2,M. Scott makes 2-pt shot from 1 ft (assist by L. Patterson)
1:08.0,J. Jerebko enters the game for A. Bradley,,25-33,,
0:59.0,Offensive foul by K. Olynyk,,25-33,,
0:59.0,Turnover by K. Olynyk (offensive foul),,25-33,,
0:59.0,,,25-33,,T. Hardaway enters the game for L. Patterson
0:48.0,,,25-33,,Turnover by D. Schroder (bad pass; steal by K. Olynyk)
0:27.0,E. Turner misses 2-pt shot from 1 ft,,25-33,,
0:25.0,,,25-33,,Defensive rebound by D. Schroder
0:10.0,,,25-33,,Turnover by D. Schroder (lost ball; steal by K. Olynyk)
0:03.0,R. Hunter makes 3-pt shot from 25 ft (assist by E. Turner),3,28-33,,
0:00.0,,,28-33,,D. Schroder misses 2-pt shot from 2 ft
0:00.0,,,28-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,28-33,,T. Hardaway misses 3-pt shot from 25 ft
11:42.0,,,28-33,,Offensive rebound by T. Sefolosha
11:32.0,,,28-33,,Turnover by M. Scott (lost ball; steal by R. Hunter)
11:21.0,,,28-33,,Personal foul by T. Hardaway (drawn by R. Hunter)
11:14.0,Offensive foul by R. Hunter,,28-33,,
11:14.0,Turnover by R. Hunter (offensive foul),,28-33,,
11:01.0,,,28-33,,D. Schroder misses 3-pt shot from 25 ft
10:59.0,Defensive rebound by R. Hunter,,28-33,,
10:44.0,R. Hunter misses 3-pt shot from 24 ft,,28-33,,
10:43.0,,,28-33,,Defensive rebound by A. Horford
10:25.0,,,28-33,,Shooting foul by D. Lee (drawn by D. Schroder)
10:25.0,,,28-34,1,D. Schroder makes free throw 1 of 2
10:25.0,J. Crowder enters the game for K. Olynyk,,28-34,,
10:25.0,,,28-35,1,D. Schroder makes free throw 2 of 2
10:09.0,J. Crowder misses 2-pt shot from 21 ft,,28-35,,
10:07.0,Offensive rebound by R. Hunter,,28-35,,
10:02.0,R. Hunter makes 2-pt shot from 10 ft,2,30-35,,
9:44.0,,,30-35,,M. Scott misses 2-pt shot from 14 ft
9:42.0,Defensive rebound by E. Turner,,30-35,,
9:33.0,J. Jerebko misses 2-pt shot from 16 ft,,30-35,,
9:32.0,,,30-35,,Defensive rebound by T. Sefolosha
9:22.0,,,30-37,2,T. Sefolosha makes 2-pt shot from 2 ft
9:14.0,J. Crowder misses 2-pt shot from 21 ft,,30-37,,
9:13.0,,,30-37,,Defensive rebound by T. Sefolosha
8:59.0,,,30-37,,D. Schroder misses 2-pt shot from 2 ft
8:57.0,Defensive rebound by E. Turner,,30-37,,
8:45.0,J. Crowder misses 3-pt shot from 24 ft,,30-37,,
8:42.0,,,30-37,,Defensive rebound by Team
8:42.0,Official timeout,,30-37,,
8:42.0,,,30-37,,J. Teague enters the game for D. Schroder
8:42.0,A. Johnson enters the game for J. Jerebko,,30-37,,
8:34.0,Def 3 sec tech foul by A. Johnson,,30-37,,
8:34.0,,,30-38,1,J. Teague makes technical free throw
8:27.0,,,30-41,3,M. Scott makes 3-pt shot from 22 ft (assist by A. Horford)
8:12.0,D. Lee makes 2-pt shot from 8 ft (assist by E. Turner),2,32-41,,
7:59.0,,,32-41,,Shooting foul by E. Turner (drawn by J. Teague)
7:59.0,,,32-41,,J. Teague misses free throw 1 of 2
7:59.0,,,32-41,,Offensive rebound by Team
7:59.0,,,32-41,,L. Patterson enters the game for T. Hardaway
7:59.0,,,32-41,,K. Korver enters the game for T. Sefolosha
7:59.0,,,32-42,1,J. Teague makes free throw 2 of 2
7:46.0,R. Hunter makes 3-pt shot from 25 ft (assist by D. Lee),3,35-42,,
7:27.0,,,35-42,,Turnover by A. Horford (traveling)
7:09.0,Turnover by A. Johnson (lost ball; steal by J. Teague),,35-42,,
7:03.0,,,35-44,2,K. Korver makes 2-pt shot from 22 ft (assist by J. Teague)
6:44.0,D. Lee makes 2-pt shot from 1 ft (assist by E. Turner),2,37-44,,
6:43.0,,,37-44,,Turnover by M. Scott (inbound)
6:43.0,,,37-44,,P. Millsap enters the game for M. Scott
6:34.0,E. Turner misses 2-pt shot from 20 ft,,37-44,,
6:31.0,Offensive rebound by A. Johnson,,37-44,,
6:17.0,D. Lee misses 2-pt shot from 17 ft,,37-44,,
6:16.0,,,37-44,,Defensive rebound by K. Korver
6:00.0,,,37-44,,Turnover by K. Korver (bad pass; steal by D. Lee)
5:54.0,J. Crowder makes 2-pt shot at rim (assist by E. Turner),2,39-44,,
5:29.0,,,39-46,2,P. Millsap makes 2-pt shot from 2 ft
5:28.0,Boston full timeout,,39-46,,
5:28.0,,,39-46,,M. Muscala enters the game for A. Horford
5:28.0,A. Bradley enters the game for E. Turner,,39-46,,
5:28.0,I. Thomas enters the game for R. Hunter,,39-46,,
5:12.0,J. Crowder misses 2-pt shot from 7 ft,,39-46,,
5:10.0,Offensive rebound by A. Johnson,,39-46,,
5:06.0,A. Bradley makes 3-pt shot from 25 ft (assist by A. Johnson),3,42-46,,
4:40.0,,,42-46,,P. Millsap misses 2-pt shot from 1 ft
4:38.0,Defensive rebound by D. Lee,,42-46,,
4:23.0,I. Thomas misses 2-pt shot from 19 ft,,42-46,,
4:21.0,,,42-46,,Defensive rebound by P. Millsap
4:12.0,,,42-46,,K. Korver misses 2-pt shot from 19 ft
4:10.0,Defensive rebound by A. Johnson,,42-46,,
3:59.0,J. Crowder makes 2-pt shot at rim (assist by D. Lee),2,44-46,,
3:39.0,,,44-48,2,P. Millsap makes 2-pt shot from 5 ft
3:13.0,A. Bradley makes 2-pt shot from 20 ft,2,46-48,,
3:07.0,Personal foul by J. Crowder (drawn by P. Millsap),,46-48,,
3:07.0,,,46-48,,Atlanta full timeout
3:07.0,,,46-48,,A. Horford enters the game for M. Muscala
3:07.0,,,46-48,,T. Sefolosha enters the game for L. Patterson
3:01.0,,,46-50,2,P. Millsap makes 2-pt shot from 1 ft (assist by T. Sefolosha)
2:38.0,D. Lee makes 2-pt shot from 6 ft,2,48-50,,
2:30.0,,,48-50,,Turnover by T. Sefolosha (bad pass; steal by I. Thomas)
2:21.0,Turnover by A. Johnson (traveling),,48-50,,
2:21.0,J. Sullinger enters the game for A. Johnson,,48-50,,
2:08.0,,,48-52,2,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague)
1:50.0,J. Crowder misses 2-pt shot from 18 ft,,48-52,,
1:46.0,,,48-52,,Defensive rebound by K. Korver
1:37.0,,,48-54,2,P. Millsap makes 2-pt shot from 17 ft
1:37.0,Boston full timeout,,48-54,,
1:17.0,A. Bradley misses 2-pt shot from 9 ft,,48-54,,
1:16.0,,,48-54,,Defensive rebound by Team
0:58.0,,,48-57,3,J. Teague makes 3-pt shot from 23 ft
0:40.0,I. Thomas misses 3-pt shot from 23 ft,,48-57,,
0:39.0,,,48-57,,Defensive rebound by K. Korver
0:27.0,,,48-57,,J. Teague misses 2-pt shot from 2 ft
0:25.0,Defensive rebound by J. Sullinger,,48-57,,
0:02.0,A. Bradley misses 2-pt shot from 17 ft,,48-57,,
0:01.0,,,48-57,,Defensive rebound by T. Sefolosha
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,48-57,,Turnover by Team (shot clock)
11:23.0,J. Sullinger misses 2-pt shot from 20 ft,,48-57,,
11:22.0,,,48-57,,Defensive rebound by P. Millsap
11:07.0,,,48-57,,K. Korver misses 2-pt shot from 19 ft
11:06.0,,,48-57,,Offensive rebound by Team
11:06.0,Loose ball foul by I. Thomas (drawn by A. Horford),,48-57,,
10:59.0,,,48-59,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
10:44.0,,,48-59,,Personal foul by P. Millsap (drawn by A. Johnson)
10:28.0,A. Bradley misses 2-pt shot from 23 ft (block by T. Sefolosha),,48-59,,
10:28.0,Offensive rebound by Team,,48-59,,
10:28.0,Turnover by Team (shot clock),,48-59,,
10:17.0,,,48-59,,Shooting foul by I. Thomas (drawn by J. Teague)
10:17.0,,,48-60,1,J. Teague makes free throw 1 of 2
10:17.0,,,48-61,1,J. Teague makes free throw 2 of 2
10:03.0,,,48-61,,Personal foul by J. Teague (drawn by I. Thomas)
9:54.0,I. Thomas makes 3-pt shot from 25 ft,3,51-61,,
9:38.0,,,51-61,,A. Horford misses 2-pt shot from 16 ft
9:37.0,,,51-61,,Offensive rebound by P. Millsap
9:35.0,,,51-63,2,P. Millsap makes 2-pt shot at rim
9:19.0,A. Bradley misses 2-pt shot from 19 ft,,51-63,,
9:17.0,Offensive rebound by A. Johnson,,51-63,,
9:17.0,A. Johnson misses 2-pt shot from 1 ft,,51-63,,
9:15.0,Offensive rebound by A. Johnson,,51-63,,
9:15.0,A. Johnson makes 2-pt shot at rim,2,53-63,,
8:58.0,,,53-65,2,T. Sefolosha makes 2-pt shot at rim (assist by J. Teague)
8:41.0,A. Johnson misses 2-pt shot from 1 ft (block by T. Sefolosha),,53-65,,
8:41.0,Jump ball: A. Johnson vs. T. Sefolosha (A. Bradley gains possession),,,,Jump ball: A. Johnson vs. T. Sefolosha (A. Bradley gains possession)
8:41.0,Offensive rebound by Team,,53-65,,
8:33.0,,,53-65,,Personal foul by T. Sefolosha (drawn by J. Crowder)
8:23.0,J. Sullinger makes 2-pt shot from 3 ft,2,55-65,,
8:12.0,Personal foul by A. Bradley (drawn by K. Korver),,55-65,,
8:06.0,,,55-68,3,A. Horford makes 3-pt shot from 24 ft (assist by J. Teague)
7:48.0,A. Bradley makes 3-pt shot from 23 ft (assist by I. Thomas),3,58-68,,
7:41.0,,,58-68,,Offensive charge foul by J. Teague
7:41.0,,,58-68,,Turnover by J. Teague (offensive foul)
7:31.0,Turnover by A. Bradley (traveling),,58-68,,
7:26.0,,,58-70,2,T. Sefolosha makes 2-pt shot at rim (assist by J. Teague)
7:02.0,I. Thomas misses 3-pt shot from 24 ft,,58-70,,
6:59.0,,,58-70,,Defensive rebound by P. Millsap
6:45.0,,,58-70,,J. Teague misses 2-pt shot from 7 ft
6:43.0,Defensive rebound by A. Johnson,,58-70,,
6:40.0,Turnover by I. Thomas (lost ball; steal by J. Teague),,58-70,,
6:39.0,,,58-72,2,J. Teague makes 2-pt shot from 1 ft
6:39.0,,,58-72,,Shooting foul by A. Bradley (drawn by J. Teague)
6:39.0,,,58-72,,M. Muscala enters the game for T. Sefolosha
6:39.0,,,58-72,,L. Patterson enters the game for A. Horford
6:39.0,D. Lee enters the game for J. Crowder,,58-72,,
6:39.0,E. Turner enters the game for A. Johnson,,58-72,,
6:39.0,,,58-72,,J. Teague misses free throw 1 of 1
6:37.0,Defensive rebound by E. Turner,,58-72,,
6:25.0,Shooting foul by M. Muscala (drawn by A. Bradley),,58-72,,
6:25.0,A. Bradley misses free throw 1 of 2,,58-72,,
6:25.0,Offensive rebound by Team,,58-72,,
6:25.0,A. Bradley makes free throw 2 of 2,1,59-72,,
6:10.0,,,59-72,,J. Teague misses 3-pt shot from 23 ft
6:08.0,Defensive rebound by J. Sullinger,,59-72,,
6:07.0,Shooting foul by L. Patterson (drawn by I. Thomas),,59-72,,
6:07.0,I. Thomas makes free throw 1 of 2,1,60-72,,
6:07.0,,,60-72,,Atlanta full timeout
6:07.0,I. Thomas makes free throw 2 of 2,1,61-72,,
5:54.0,,,61-72,,J. Teague misses 2-pt shot from 3 ft
5:53.0,Defensive rebound by A. Bradley,,61-72,,
5:35.0,J. Sullinger makes 2-pt shot from 6 ft,2,63-72,,
5:35.0,Shooting foul by M. Muscala (drawn by J. Sullinger),,63-72,,
5:35.0,J. Sullinger misses free throw 1 of 1,,63-72,,
5:33.0,,,63-72,,Defensive rebound by M. Muscala
5:16.0,,,63-72,,K. Korver misses 2-pt shot from 17 ft (block by A. Bradley)
5:16.0,,,63-72,,Offensive rebound by Team
5:11.0,,,63-75,3,L. Patterson makes 3-pt shot from 25 ft (assist by K. Korver)
4:49.0,Turnover by D. Lee (lost ball),,63-75,,
4:49.0,,,63-75,,D. Schroder enters the game for J. Teague
4:36.0,,,63-75,,P. Millsap misses 2-pt shot from 4 ft
4:35.0,Defensive rebound by D. Lee,,63-75,,
4:26.0,A. Bradley misses 3-pt shot from 23 ft,,63-75,,
4:23.0,Offensive rebound by J. Sullinger,,63-75,,
4:20.0,I. Thomas misses 3-pt shot from 24 ft,,63-75,,
4:19.0,,,63-75,,Defensive rebound by P. Millsap
4:14.0,,,63-75,,Turnover by P. Millsap (lost ball; steal by A. Bradley)
4:10.0,A. Bradley makes 2-pt shot from 1 ft (assist by E. Turner),2,65-75,,
3:51.0,,,65-75,,Turnover by L. Patterson (bad pass; steal by I. Thomas)
3:46.0,E. Turner makes 2-pt shot from 1 ft (assist by I. Thomas),2,67-75,,
3:29.0,,,67-75,,Turnover by D. Schroder (bad pass; steal by A. Bradley)
3:25.0,I. Thomas makes 2-pt shot at rim (assist by A. Bradley),2,69-75,,
3:25.0,,,69-75,,Atlanta full timeout
3:25.0,K. Olynyk enters the game for J. Sullinger,,69-75,,
3:25.0,R. Hunter enters the game for I. Thomas,,69-75,,
3:04.0,,,69-75,,K. Korver misses 2-pt shot from 16 ft
3:03.0,,,69-75,,Offensive rebound by P. Millsap
2:59.0,,,69-77,2,K. Korver makes 2-pt shot from 22 ft (assist by P. Millsap)
2:38.0,D. Lee misses 2-pt shot from 1 ft,,69-77,,
2:36.0,,,69-77,,Defensive rebound by M. Muscala
2:29.0,Personal block foul by D. Lee (drawn by D. Schroder),,69-77,,
2:29.0,Boston full timeout,,69-77,,
2:29.0,,,69-77,,T. Sefolosha enters the game for K. Korver
2:29.0,J. Jerebko enters the game for A. Bradley,,69-77,,
2:29.0,,,69-78,1,D. Schroder makes free throw 1 of 2
2:29.0,,,69-79,1,D. Schroder makes free throw 2 of 2
2:13.0,D. Lee makes 2-pt shot from 2 ft (assist by R. Hunter),2,71-79,,
1:59.0,,,71-79,,Shooting foul by D. Lee (drawn by P. Millsap)
1:59.0,,,71-80,1,P. Millsap makes free throw 1 of 2
1:59.0,,,71-81,1,P. Millsap makes free throw 2 of 2
1:34.0,D. Lee misses 2-pt shot from 10 ft,,71-81,,
1:33.0,,,71-81,,Defensive rebound by T. Sefolosha
1:18.0,,,71-81,,P. Millsap misses 3-pt shot from 26 ft
1:17.0,Defensive rebound by J. Jerebko,,71-81,,
1:09.0,Turnover by E. Turner (lost ball; steal by T. Sefolosha),,71-81,,
1:09.0,,,71-81,,A. Horford enters the game for P. Millsap
1:09.0,Jump ball: T. Sefolosha vs. E. Turner (M. Muscala gains possession),,,,Jump ball: T. Sefolosha vs. E. Turner (M. Muscala gains possession)
0:52.0,,,71-81,,M. Muscala misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by D. Lee,,71-81,,
0:45.0,,,71-81,,Personal foul by L. Patterson (drawn by J. Jerebko)
0:45.0,J. Jerebko makes free throw 1 of 2,1,72-81,,
0:45.0,,,72-81,,T. Hardaway enters the game for L. Patterson
0:45.0,J. Jerebko makes free throw 2 of 2,1,73-81,,
0:22.0,,,73-81,,D. Schroder misses 2-pt shot from 20 ft
0:21.0,Defensive rebound by K. Olynyk,,73-81,,
0:03.0,E. Turner misses 2-pt shot from 10 ft,,73-81,,
0:01.0,,,73-81,,Defensive rebound by M. Muscala
0:00.0,,,73-81,,M. Muscala misses 3-pt shot from 64 ft
0:00.0,,,73-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,73-81,,Personal foul by M. Scott (drawn by K. Olynyk)
11:38.0,D. Lee makes 2-pt shot from 8 ft (assist by E. Turner),2,75-81,,
11:23.0,,,75-81,,T. Hardaway misses 2-pt shot from 23 ft
11:22.0,,,75-81,,Offensive rebound by Team
11:13.0,,,75-83,2,D. Schroder makes 2-pt shot from 1 ft
10:59.0,Offensive charge foul by D. Lee,,75-83,,
10:59.0,Turnover by D. Lee (offensive foul),,75-83,,
10:45.0,,,75-83,,A. Horford misses 2-pt shot from 19 ft
10:44.0,Defensive rebound by J. Jerebko,,75-83,,
10:29.0,J. Jerebko misses 2-pt shot from 6 ft,,75-83,,
10:27.0,,,75-83,,Defensive rebound by T. Sefolosha
10:20.0,,,75-83,,T. Sefolosha misses 2-pt shot from 1 ft
10:13.0,Defensive rebound by D. Lee,,75-83,,
10:07.0,R. Hunter makes 2-pt shot from 16 ft,2,77-83,,
9:46.0,,,77-85,2,T. Sefolosha makes 2-pt shot from 18 ft (assist by A. Horford)
9:26.0,D. Lee misses 2-pt shot from 17 ft,,77-85,,
9:24.0,,,77-85,,Defensive rebound by D. Schroder
9:16.0,,,77-85,,M. Scott misses 3-pt shot from 24 ft
9:14.0,,,77-85,,Offensive rebound by A. Horford
9:11.0,,,77-87,2,M. Scott makes 2-pt shot from 1 ft (assist by D. Schroder)
9:11.0,,,77-87,,Shooting foul by R. Hunter (drawn by M. Scott)
9:11.0,,,77-88,1,M. Scott makes free throw 1 of 1
8:59.0,,,77-88,,Loose ball foul by T. Sefolosha (drawn by J. Jerebko)
8:59.0,E. Turner misses 2-pt shot at rim,,77-88,,
8:59.0,Offensive rebound by Team,,77-88,,
8:59.0,Official timeout,,77-88,,
8:59.0,I. Thomas enters the game for D. Lee,,77-88,,
8:45.0,E. Turner makes 2-pt shot from 1 ft,2,79-88,,
8:45.0,Shooting foul by T. Sefolosha (drawn by E. Turner),,79-88,,
8:45.0,,,79-88,,K. Korver enters the game for T. Hardaway
8:45.0,,,79-88,,L. Patterson enters the game for T. Sefolosha
8:45.0,E. Turner misses free throw 1 of 1,,79-88,,
8:43.0,,,79-88,,Defensive rebound by L. Patterson
8:28.0,,,79-90,2,M. Scott makes 2-pt shot from 2 ft (assist by K. Korver)
8:17.0,I. Thomas misses 2-pt shot at rim,,79-90,,
8:16.0,,,79-90,,Defensive rebound by D. Schroder
8:07.0,,,79-90,,Turnover by D. Schroder (lost ball; steal by R. Hunter)
8:03.0,E. Turner misses 2-pt shot from 1 ft,,79-90,,
8:02.0,,,79-90,,Defensive rebound by A. Horford
7:51.0,,,79-93,3,L. Patterson makes 3-pt shot from 25 ft (assist by A. Horford)
7:34.0,J. Jerebko misses 2-pt shot from 1 ft (block by A. Horford),,79-93,,
7:31.0,,,79-93,,Defensive rebound by L. Patterson
7:19.0,,,79-95,2,M. Scott makes 2-pt shot from 2 ft (assist by A. Horford)
7:19.0,Boston full timeout,,79-95,,
7:19.0,,,79-95,,J. Teague enters the game for A. Horford
7:19.0,,,79-95,,P. Millsap enters the game for D. Schroder
7:19.0,A. Bradley enters the game for K. Olynyk,,79-95,,
7:19.0,J. Crowder enters the game for E. Turner,,79-95,,
7:19.0,J. Sullinger enters the game for R. Hunter,,79-95,,
7:19.0,A. Johnson enters the game for J. Jerebko,,79-95,,
7:13.0,,,79-95,,Personal foul by K. Korver (drawn by A. Bradley)
7:05.0,Shooting foul by P. Millsap (drawn by J. Sullinger),,79-95,,
7:05.0,J. Sullinger makes free throw 1 of 2,1,80-95,,
7:05.0,J. Sullinger misses free throw 2 of 2,,80-95,,
7:03.0,,,80-95,,Defensive rebound by K. Korver
6:44.0,,,80-98,3,K. Korver makes 3-pt shot from 28 ft (assist by P. Millsap)
6:30.0,Shooting foul by J. Teague (drawn by J. Sullinger),,80-98,,
6:30.0,J. Sullinger misses free throw 1 of 2,,80-98,,
6:30.0,Offensive rebound by Team,,80-98,,
6:30.0,J. Sullinger misses free throw 2 of 2,,80-98,,
6:28.0,,,80-98,,Defensive rebound by L. Patterson
6:20.0,,,80-100,2,J. Teague makes 2-pt shot from 9 ft
6:20.0,,,80-100,,Shooting foul by I. Thomas (drawn by J. Teague)
6:20.0,,,80-101,1,J. Teague makes free throw 1 of 1
6:13.0,Shooting foul by M. Scott (drawn by I. Thomas),,80-101,,
6:13.0,I. Thomas makes free throw 1 of 2,1,81-101,,
6:13.0,I. Thomas makes free throw 2 of 2,1,82-101,,
6:00.0,,,82-103,2,P. Millsap makes 2-pt shot from 7 ft (assist by J. Teague)
5:44.0,J. Crowder misses 3-pt shot from 24 ft,,82-103,,
5:42.0,,,82-103,,Defensive rebound by K. Korver
5:24.0,,,82-103,,J. Teague misses 2-pt shot from 4 ft (block by A. Johnson)
5:24.0,,,82-103,,Offensive rebound by Team
5:24.0,T. Zeller enters the game for J. Sullinger,,82-103,,
5:24.0,,,82-103,,Offensive foul by J. Teague
5:24.0,,,82-103,,Turnover by J. Teague (offensive foul)
