time,Toronto,pts.away,score,pts.home,Atlanta
8:00.0,K. Lowry makes free throw 1 of 2,1,21-28,,
8:00.0,,,21-28,,T. Sefolosha enters the game for K. Bazemore
8:00.0,,,21-28,,J. Teague enters the game for D. Schroder
8:00.0,D. Carroll enters the game for L. Scola,,21-28,,
8:00.0,K. Lowry makes free throw 2 of 2,1,22-28,,
7:49.0,,,22-28,,Turnover by M. Scott (lost ball; steal by D. Carroll)
7:37.0,Turnover by D. Carroll (bad pass; steal by K. Korver),,22-28,,
7:30.0,,,22-28,,M. Scott misses 2-pt shot from 5 ft
7:28.0,Defensive rebound by D. Carroll,,22-28,,
7:15.0,T. Ross makes 2-pt shot from 18 ft,2,24-28,,
7:00.0,,,24-30,2,M. Scott makes 2-pt shot from 7 ft (assist by J. Teague)
6:42.0,D. Carroll misses 2-pt shot from 5 ft,,24-30,,
6:41.0,,,24-30,,Defensive rebound by M. Scott
6:40.0,,,24-30,,Turnover by M. Scott (bad pass; steal by D. Carroll)
6:31.0,K. Lowry misses 3-pt shot from 24 ft,,24-30,,
6:29.0,,,24-30,,Defensive rebound by J. Teague
6:20.0,,,24-33,3,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague)
6:01.0,C. Joseph misses 3-pt shot from 24 ft,,24-33,,
6:00.0,,,24-33,,Defensive rebound by A. Horford
5:43.0,,,24-33,,Atlanta full timeout
5:43.0,,,24-33,,P. Millsap enters the game for A. Horford
5:43.0,D. DeRozan enters the game for C. Joseph,,24-33,,
5:35.0,,,24-35,2,P. Millsap makes 2-pt shot from 20 ft
5:17.0,K. Lowry misses 3-pt shot from 24 ft,,24-35,,
5:16.0,,,24-35,,Defensive rebound by M. Scott
5:05.0,,,24-35,,Turnover by K. Korver (traveling)
5:05.0,,,24-35,,M. Muscala enters the game for M. Scott
4:51.0,D. DeRozan makes 2-pt shot from 4 ft,2,26-35,,
4:30.0,,,26-37,2,J. Teague makes 2-pt shot from 2 ft
4:19.0,Turnover by K. Lowry (lost ball; steal by K. Korver),,26-37,,
4:11.0,Personal foul by K. Lowry (drawn by K. Korver),,26-37,,
4:11.0,C. Joseph enters the game for K. Lowry,,26-37,,
4:03.0,,,26-37,,P. Millsap misses 2-pt shot from 1 ft
4:03.0,,,26-37,,Offensive rebound by Team
3:56.0,,,26-39,2,M. Muscala makes 2-pt shot at rim (assist by J. Teague)
3:41.0,D. Carroll misses 3-pt shot from 24 ft,,26-39,,
3:41.0,Offensive rebound by Team,,26-39,,
3:41.0,,,26-39,,Loose ball foul by M. Muscala (drawn by B. Biyombo)
3:41.0,,,26-39,,K. Bazemore enters the game for K. Korver
3:29.0,C. Joseph misses 3-pt shot from 23 ft,,26-39,,
3:27.0,,,26-39,,Defensive rebound by Team
3:10.0,,,26-39,,K. Bazemore misses 2-pt shot at rim
3:08.0,Defensive rebound by T. Ross,,26-39,,
2:52.0,D. Carroll misses 3-pt shot from 25 ft,,26-39,,
2:50.0,Offensive rebound by B. Biyombo,,26-39,,
2:48.0,Turnover by B. Biyombo (lost ball; steal by P. Millsap),,26-39,,
2:41.0,,,26-41,2,P. Millsap makes 2-pt shot from 2 ft
2:33.0,Toronto full timeout,,26-41,,
2:33.0,Official timeout,,26-41,,
2:33.0,L. Nogueira enters the game for B. Biyombo,,26-41,,
2:26.0,D. DeRozan misses 2-pt shot from 13 ft (block by T. Sefolosha),,26-41,,
2:25.0,,,26-41,,Defensive rebound by Team
2:14.0,,,26-43,2,T. Sefolosha makes 2-pt shot at rim (assist by M. Muscala)
1:58.0,C. Joseph makes 2-pt shot from 1 ft,2,28-43,,
1:40.0,,,28-43,,J. Teague misses 2-pt shot from 6 ft
1:39.0,,,28-43,,Offensive rebound by J. Teague
1:33.0,,,28-43,,T. Sefolosha misses 3-pt shot from 24 ft
1:32.0,Defensive rebound by D. Carroll,,28-43,,
1:23.0,D. Carroll makes 2-pt shot from 5 ft,2,30-43,,
1:08.0,,,30-43,,J. Teague misses 2-pt shot from 10 ft
1:06.0,,,30-43,,Offensive rebound by T. Sefolosha
1:06.0,,,30-43,,T. Sefolosha misses 2-pt shot at rim
1:03.0,Defensive rebound by L. Nogueira,,30-43,,
1:00.0,D. Carroll misses 2-pt shot from 9 ft,,30-43,,
0:58.0,,,30-43,,Defensive rebound by M. Muscala
0:49.0,,,30-46,3,T. Sefolosha makes 3-pt shot from 23 ft (assist by J. Teague)
0:30.0,D. Carroll makes 2-pt shot from 10 ft (assist by C. Joseph),2,32-46,,
0:08.0,,,32-46,,P. Millsap misses 3-pt shot from 23 ft
0:07.0,Defensive rebound by D. Carroll,,32-46,,
0:02.0,T. Ross misses 3-pt shot from 24 ft,,32-46,,
0:00.0,Offensive rebound by D. DeRozan,,32-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,B. Biyombo makes 2-pt shot at rim (assist by D. DeRozan),2,34-46,,
11:20.0,,,34-46,,A. Horford misses 2-pt shot from 21 ft
11:19.0,,,34-46,,Offensive rebound by P. Millsap
11:14.0,,,34-49,3,J. Teague makes 3-pt shot from 25 ft (assist by P. Millsap)
10:50.0,L. Scola misses 2-pt shot from 2 ft,,34-49,,
10:50.0,Offensive rebound by B. Biyombo,,34-49,,
10:50.0,Shooting foul by A. Horford (drawn by B. Biyombo),,34-49,,
10:50.0,B. Biyombo misses free throw 1 of 2,,34-49,,
10:50.0,Offensive rebound by Team,,34-49,,
10:50.0,B. Biyombo makes free throw 2 of 2,1,35-49,,
10:31.0,,,35-49,,J. Teague misses 2-pt shot from 10 ft
10:29.0,Defensive rebound by L. Scola,,35-49,,
10:17.0,Shooting foul by P. Millsap (drawn by L. Scola),,35-49,,
10:17.0,L. Scola makes free throw 1 of 2,1,36-49,,
10:17.0,L. Scola makes free throw 2 of 2,1,37-49,,
9:58.0,,,37-49,,Turnover by P. Millsap (lost ball; steal by K. Lowry)
9:45.0,D. DeRozan misses 2-pt shot from 15 ft,,37-49,,
9:43.0,,,37-49,,Defensive rebound by P. Millsap
9:33.0,,,37-51,2,T. Sefolosha makes 2-pt shot from 1 ft (assist by K. Korver)
9:14.0,Turnover by D. DeRozan (lost ball; steal by T. Sefolosha),,37-51,,
9:08.0,,,37-51,,T. Sefolosha misses 3-pt shot from 24 ft
9:07.0,,,37-51,,Offensive rebound by P. Millsap
9:03.0,,,37-54,3,K. Korver makes 3-pt shot from 24 ft (assist by P. Millsap)
9:00.0,Toronto full timeout,,37-54,,
8:43.0,K. Lowry misses 3-pt shot from 24 ft,,37-54,,
8:42.0,,,37-54,,Defensive rebound by Team
8:27.0,,,37-54,,P. Millsap misses 3-pt shot from 24 ft
8:26.0,Defensive rebound by K. Lowry,,37-54,,
8:15.0,L. Scola makes 2-pt shot from 7 ft (assist by K. Lowry),2,39-54,,
8:01.0,,,39-54,,Turnover by K. Korver (bad pass; steal by D. Carroll)
7:56.0,D. Carroll misses 2-pt shot from 2 ft (block by T. Sefolosha),,39-54,,
7:53.0,Offensive rebound by D. Carroll,,39-54,,
7:39.0,L. Scola misses 3-pt shot from 23 ft,,39-54,,
7:38.0,,,39-54,,Defensive rebound by A. Horford
7:35.0,,,39-56,2,P. Millsap makes 2-pt shot at rim (assist by A. Horford)
7:12.0,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry),2,41-56,,
6:51.0,Personal foul by K. Lowry (drawn by P. Millsap),,41-56,,
6:46.0,,,41-58,2,J. Teague makes 2-pt shot from 18 ft
6:20.0,L. Scola misses 2-pt shot from 5 ft,,41-58,,
6:20.0,,,41-58,,Defensive rebound by T. Sefolosha
6:20.0,Personal foul by L. Scola (drawn by T. Sefolosha),,41-58,,
6:20.0,,,41-58,,M. Muscala enters the game for A. Horford
6:06.0,,,41-58,,T. Sefolosha misses 3-pt shot from 24 ft
6:04.0,Defensive rebound by D. Carroll,,41-58,,
5:51.0,D. DeRozan makes 2-pt shot from 8 ft,2,43-58,,
5:51.0,Shooting foul by P. Millsap (drawn by D. DeRozan),,43-58,,
5:51.0,C. Joseph enters the game for L. Scola,,43-58,,
5:51.0,D. DeRozan makes free throw 1 of 1,1,44-58,,
5:37.0,Loose ball foul by K. Lowry (drawn by K. Korver),,44-58,,
5:33.0,,,44-58,,Offensive foul by P. Millsap
5:33.0,,,44-58,,Turnover by P. Millsap (offensive foul)
5:15.0,C. Joseph misses 2-pt shot from 2 ft (block by J. Teague),,44-58,,
4:59.0,,,44-58,,Defensive rebound by Team
4:59.0,,,44-58,,P. Millsap misses 2-pt shot from 12 ft
4:57.0,Defensive rebound by D. Carroll,,44-58,,
4:54.0,Shooting foul by M. Muscala (drawn by D. Carroll),,44-58,,
4:54.0,D. Carroll makes free throw 1 of 2,1,45-58,,
4:54.0,,,45-58,,K. Bazemore enters the game for K. Korver
4:54.0,D. Carroll misses free throw 2 of 2,,45-58,,
4:52.0,,,45-58,,Defensive rebound by T. Sefolosha
4:31.0,,,45-58,,Turnover by K. Bazemore (bad pass; steal by C. Joseph)
4:19.0,D. DeRozan misses 2-pt shot from 1 ft,,45-58,,
4:17.0,Offensive rebound by B. Biyombo,,45-58,,
4:10.0,K. Lowry misses 2-pt shot from 2 ft,,45-58,,
4:09.0,,,45-58,,Defensive rebound by P. Millsap
3:57.0,,,45-58,,M. Muscala misses 2-pt shot from 8 ft
3:54.0,Defensive rebound by B. Biyombo,,45-58,,
3:44.0,,,45-58,,D. Schroder enters the game for J. Teague
3:44.0,P. Patterson enters the game for D. Carroll,,45-58,,
3:44.0,T. Ross enters the game for K. Lowry,,45-58,,
3:40.0,D. DeRozan makes 2-pt shot at rim (assist by C. Joseph),2,47-58,,
3:33.0,,,47-58,,Atlanta full timeout
3:33.0,,,47-58,,L. Patterson enters the game for T. Sefolosha
3:24.0,,,47-60,2,P. Millsap makes 2-pt shot from 2 ft (assist by D. Schroder)
3:02.0,P. Patterson misses 3-pt shot from 23 ft,,47-60,,
3:00.0,Offensive rebound by P. Patterson,,47-60,,
2:55.0,B. Biyombo misses 2-pt shot from 9 ft,,47-60,,
2:53.0,,,47-60,,Defensive rebound by K. Bazemore
2:47.0,Personal foul by D. DeRozan (drawn by D. Schroder),,47-60,,
2:38.0,,,47-60,,P. Millsap misses 2-pt shot from 14 ft
2:37.0,Defensive rebound by D. DeRozan,,47-60,,
2:23.0,D. DeRozan makes 2-pt shot from 12 ft,2,49-60,,
1:57.0,,,49-60,,K. Bazemore misses 3-pt shot from 26 ft
1:55.0,,,49-60,,Offensive rebound by P. Millsap
1:55.0,,,49-60,,P. Millsap misses 2-pt shot at rim
1:55.0,Defensive rebound by Team,,49-60,,
1:55.0,,,49-60,,A. Horford enters the game for P. Millsap
1:55.0,L. Nogueira enters the game for B. Biyombo,,49-60,,
1:34.0,D. DeRozan misses 2-pt shot from 8 ft,,49-60,,
1:32.0,,,49-60,,Defensive rebound by K. Bazemore
1:24.0,,,49-60,,Turnover by D. Schroder (bad pass; steal by T. Ross)
1:21.0,T. Ross makes 2-pt shot from 1 ft,2,51-60,,
1:21.0,Shooting foul by L. Patterson (drawn by T. Ross),,51-60,,
1:21.0,T. Ross makes free throw 1 of 1,1,52-60,,
1:04.0,,,52-60,,Shooting foul by C. Joseph (drawn by K. Bazemore)
1:04.0,,,52-61,1,K. Bazemore makes free throw 1 of 3
1:04.0,,,52-62,1,K. Bazemore makes free throw 2 of 3
1:04.0,,,52-62,,K. Bazemore misses free throw 3 of 3
1:02.0,Defensive rebound by L. Nogueira,,52-62,,
0:51.0,D. DeRozan misses 2-pt shot from 2 ft (block by K. Bazemore),,52-62,,
0:51.0,Offensive rebound by Team,,52-62,,
0:42.0,C. Joseph makes 2-pt shot from 12 ft,2,54-62,,
0:33.0,,,54-64,2,D. Schroder makes 2-pt shot at rim
0:21.0,T. Ross makes 3-pt shot from 25 ft (assist by C. Joseph),3,57-64,,
0:01.0,Personal foul by T. Ross (drawn by A. Horford),,57-64,,
0:01.0,,,57-65,1,A. Horford makes free throw 1 of 2
0:01.0,,,57-66,1,A. Horford makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,57-66,,K. Bazemore misses 2-pt shot from 19 ft
11:41.0,Defensive rebound by T. Ross,,57-66,,
11:19.0,P. Patterson misses 3-pt shot from 24 ft,,57-66,,
11:18.0,,,57-66,,Defensive rebound by K. Korver
11:07.0,,,57-68,2,D. Schroder makes 2-pt shot from 1 ft
10:40.0,C. Joseph makes 2-pt shot from 5 ft,2,59-68,,
10:26.0,,,59-68,,M. Scott misses 2-pt shot from 9 ft
10:24.0,Defensive rebound by P. Patterson,,59-68,,
10:12.0,K. Lowry makes 2-pt shot from 10 ft,2,61-68,,
9:58.0,,,61-68,,Turnover by K. Korver (bad pass; steal by P. Patterson)
9:51.0,P. Patterson makes 3-pt shot from 23 ft (assist by T. Ross),3,64-68,,
9:51.0,,,64-68,,Atlanta full timeout
9:51.0,,,64-68,,J. Teague enters the game for K. Bazemore
9:51.0,,,64-68,,T. Sefolosha enters the game for D. Schroder
9:43.0,,,64-70,2,K. Korver makes 2-pt shot from 19 ft
9:43.0,,,64-70,,Shooting foul by T. Ross (drawn by K. Korver)
9:43.0,,,64-71,1,K. Korver makes free throw 1 of 1
9:23.0,T. Ross misses 3-pt shot from 22 ft,,64-71,,
9:22.0,,,64-71,,Defensive rebound by J. Teague
8:58.0,,,64-71,,J. Teague misses 2-pt shot from 3 ft
8:54.0,Defensive rebound by L. Nogueira,,64-71,,
8:49.0,K. Lowry makes 2-pt shot from 2 ft,2,66-71,,
8:27.0,,,66-71,,K. Korver misses 2-pt shot from 16 ft (block by L. Nogueira)
8:23.0,Defensive rebound by L. Nogueira,,66-71,,
8:19.0,K. Lowry makes 2-pt shot from 1 ft,2,68-71,,
8:00.0,,,68-71,,M. Scott misses 3-pt shot from 24 ft
7:58.0,Defensive rebound by T. Ross,,68-71,,
7:50.0,L. Nogueira makes 2-pt shot at rim (assist by K. Lowry),2,70-71,,
7:50.0,,,70-71,,Atlanta full timeout
7:50.0,,,70-71,,P. Millsap enters the game for A. Horford
7:50.0,,,70-71,,M. Muscala enters the game for M. Scott
7:33.0,,,70-71,,P. Millsap misses 2-pt shot from 15 ft
7:30.0,Defensive rebound by L. Nogueira,,70-71,,
7:24.0,Turnover by K. Lowry (bad pass; steal by T. Sefolosha),,70-71,,
7:10.0,,,70-71,,T. Sefolosha misses 3-pt shot from 24 ft
7:08.0,,,70-71,,Offensive rebound by P. Millsap
7:00.0,,,70-71,,Shooting foul by K. Lowry (drawn by P. Millsap)
7:00.0,,,70-72,1,P. Millsap makes free throw 1 of 2
7:00.0,,,70-73,1,P. Millsap makes free throw 2 of 2
6:51.0,Shooting foul by J. Teague (drawn by K. Lowry),,70-73,,
6:51.0,K. Lowry makes free throw 1 of 2,1,71-73,,
6:51.0,K. Lowry makes free throw 2 of 2,1,72-73,,
6:39.0,,,72-73,,M. Muscala misses 3-pt shot from 23 ft
6:37.0,Defensive rebound by K. Lowry,,72-73,,
6:28.0,K. Lowry makes 2-pt shot from 1 ft,2,74-73,,
6:09.0,,,74-73,,M. Muscala misses 2-pt shot from 1 ft
6:07.0,Defensive rebound by C. Joseph,,74-73,,
6:00.0,P. Patterson misses 3-pt shot from 24 ft,,74-73,,
5:59.0,,,74-73,,Defensive rebound by M. Muscala
5:53.0,,,74-75,2,J. Teague makes 2-pt shot from 8 ft
5:53.0,,,74-75,,Shooting foul by C. Joseph (drawn by J. Teague)
5:53.0,Official timeout,,74-75,,
5:53.0,,,74-75,,A. Horford enters the game for K. Korver
5:53.0,,,74-75,,K. Bazemore enters the game for M. Muscala
5:53.0,D. DeRozan enters the game for T. Ross,,74-75,,
5:53.0,,,74-75,,J. Teague misses free throw 1 of 1
5:52.0,Defensive rebound by P. Patterson,,74-75,,
5:35.0,K. Lowry makes 2-pt shot from 1 ft,2,76-75,,
5:35.0,Shooting foul by A. Horford (drawn by K. Lowry),,76-75,,
5:35.0,K. Lowry makes free throw 1 of 1,1,77-75,,
5:20.0,,,77-75,,P. Millsap misses 2-pt shot from 6 ft
5:18.0,Defensive rebound by L. Nogueira,,77-75,,
5:08.0,K. Lowry makes 3-pt shot from 24 ft,3,80-75,,
4:54.0,,,80-75,,J. Teague misses 2-pt shot at rim
4:52.0,Defensive rebound by K. Lowry,,80-75,,
4:49.0,K. Lowry makes 2-pt shot from 1 ft,2,82-75,,
4:48.0,Violation by Team (delay of game),,82-75,,
4:33.0,,,82-75,,A. Horford misses 2-pt shot from 19 ft
4:30.0,,,82-75,,Offensive rebound by P. Millsap
4:22.0,,,82-77,2,K. Bazemore makes 2-pt shot from 1 ft (assist by P. Millsap)
4:22.0,Shooting block foul by K. Lowry (drawn by K. Bazemore),,82-77,,
4:22.0,,,82-77,,K. Korver enters the game for T. Sefolosha
4:22.0,,,82-78,1,K. Bazemore makes free throw 1 of 1
4:13.0,,,82-78,,Personal foul by K. Korver (drawn by C. Joseph)
4:06.0,C. Joseph makes 2-pt shot from 18 ft,2,84-78,,
3:53.0,,,84-81,3,A. Horford makes 3-pt shot from 24 ft (assist by J. Teague)
3:32.0,P. Patterson makes 3-pt shot from 24 ft (assist by C. Joseph),3,87-81,,
3:18.0,,,87-81,,A. Horford misses 3-pt shot from 24 ft
3:16.0,Defensive rebound by P. Patterson,,87-81,,
3:16.0,,,87-81,,Personal foul by K. Bazemore (drawn by P. Patterson)
3:16.0,,,87-81,,T. Sefolosha enters the game for K. Korver
3:01.0,C. Joseph makes 2-pt shot from 11 ft,2,89-81,,
2:42.0,,,89-81,,J. Teague misses 2-pt shot from 6 ft
2:41.0,Defensive rebound by L. Nogueira,,89-81,,
2:21.0,L. Nogueira makes 2-pt shot at rim (assist by K. Lowry),2,91-81,,
2:21.0,,,91-81,,Atlanta full timeout
2:21.0,,,91-81,,K. Korver enters the game for T. Sefolosha
2:08.0,,,91-84,3,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague)
1:40.0,K. Lowry misses 2-pt shot from 7 ft (block by A. Horford),,91-84,,
1:40.0,Offensive rebound by Team,,91-84,,
1:40.0,Turnover by Team (shot clock),,91-84,,
