time,Miami,pts.away,score,pts.home,Chicago
3:07.0,D. Wade misses 2-pt shot from 18 ft,,16-24,,
3:06.0,,,16-24,,Defensive rebound by N. Mirotic
2:44.0,,,16-26,2,A. Brooks makes 2-pt shot from 2 ft
2:26.0,J. Richardson makes 2-pt shot from 18 ft (assist by D. Wade),2,18-26,,
2:04.0,,,18-26,,A. Brooks misses 2-pt shot from 6 ft
2:02.0,,,18-26,,Offensive rebound by P. Gasol
2:02.0,,,18-26,,P. Gasol misses 2-pt shot from 1 ft
2:01.0,Defensive rebound by H. Whiteside,,18-26,,
1:56.0,J. Johnson misses 2-pt shot from 1 ft,,18-26,,
1:55.0,Offensive rebound by J. Johnson,,18-26,,
1:55.0,J. Johnson makes 2-pt shot from 1 ft,2,20-26,,
1:36.0,,,20-29,3,P. Gasol makes 3-pt shot from 24 ft (assist by N. Mirotic)
1:17.0,H. Whiteside misses 2-pt shot from 16 ft,,20-29,,
1:15.0,,,20-29,,Defensive rebound by P. Gasol
1:08.0,,,20-29,,Turnover by P. Gasol (bad pass)
1:08.0,L. Deng enters the game for D. Wade,,20-29,,
1:08.0,G. Dragic enters the game for J. Johnson,,20-29,,
1:08.0,,,20-29,,T. Snell enters the game for J. Holiday
0:44.0,L. Deng misses 3-pt shot from 25 ft,,20-29,,
0:42.0,,,20-29,,Defensive rebound by D. McDermott
0:34.0,,,20-29,,Turnover by A. Brooks (lost ball; steal by J. Richardson)
0:32.0,J. Richardson makes 2-pt shot at rim,2,22-29,,
0:15.0,,,22-31,2,D. McDermott makes 2-pt shot from 2 ft (assist by P. Gasol)
0:08.0,,,22-31,,Personal take foul by T. Snell
0:08.0,,,22-31,,B. Portis enters the game for P. Gasol
0:05.0,Shooting foul by T. Snell (drawn by G. Dragic),,22-31,,
0:05.0,G. Dragic misses free throw 1 of 2,,22-31,,
0:05.0,Offensive rebound by Team,,22-31,,
0:05.0,G. Dragic makes free throw 2 of 2,1,23-31,,
0:00.0,Personal foul by J. Richardson,,23-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,H. Whiteside makes 2-pt shot from 5 ft (assist by J. Winslow),2,25-31,,
11:18.0,,,25-31,,N. Mirotic misses 3-pt shot from 24 ft
11:17.0,Defensive rebound by J. Richardson,,25-31,,
11:05.0,L. Deng makes 2-pt shot from 1 ft (assist by G. Dragic),2,27-31,,
10:52.0,,,27-31,,A. Brooks misses 2-pt shot from 4 ft
10:51.0,Defensive rebound by H. Whiteside,,27-31,,
10:35.0,G. Dragic misses 3-pt shot from 24 ft,,27-31,,
10:34.0,,,27-31,,Defensive rebound by D. McDermott
10:21.0,,,27-31,,T. Snell misses 3-pt shot from 25 ft
10:20.0,Defensive rebound by H. Whiteside,,27-31,,
10:13.0,Shooting foul by B. Portis (drawn by J. Winslow),,27-31,,
10:13.0,J. Winslow misses free throw 1 of 2,,27-31,,
10:13.0,Offensive rebound by Team,,27-31,,
10:13.0,J. Winslow misses free throw 2 of 2,,27-31,,
10:10.0,,,27-31,,Defensive rebound by N. Mirotic
9:58.0,,,27-33,2,B. Portis makes 2-pt shot from 21 ft (assist by D. McDermott)
9:43.0,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic),2,29-33,,
9:15.0,,,29-33,,N. Mirotic misses 2-pt shot from 12 ft
9:14.0,Defensive rebound by H. Whiteside,,29-33,,
9:04.0,J. Richardson misses 3-pt shot from 24 ft,,29-33,,
9:04.0,Offensive rebound by H. Whiteside,,29-33,,
9:04.0,,,29-33,,Personal foul by B. Portis
8:59.0,G. Dragic makes 2-pt shot from 8 ft (assist by J. Winslow),2,31-33,,
8:43.0,,,31-35,2,B. Portis makes 2-pt shot from 17 ft (assist by T. Snell)
8:20.0,H. Whiteside misses 2-pt shot from 17 ft,,31-35,,
8:20.0,,,31-35,,Defensive rebound by Team
8:20.0,,,31-35,,T. Gibson enters the game for N. Mirotic
8:04.0,,,31-37,2,D. McDermott makes 2-pt shot from 10 ft (assist by A. Brooks)
7:48.0,Shooting foul by D. McDermott (drawn by H. Whiteside),,31-37,,
7:48.0,H. Whiteside makes free throw 1 of 2,1,32-37,,
7:48.0,H. Whiteside misses free throw 2 of 2,,32-37,,
7:47.0,,,32-37,,Defensive rebound by B. Portis
7:31.0,,,32-37,,D. McDermott misses 2-pt shot from 3 ft (block by H. Whiteside)
7:30.0,Defensive rebound by L. Deng,,32-37,,
7:22.0,G. Dragic makes 2-pt shot from 3 ft (assist by L. Deng),2,34-37,,
7:14.0,,,34-40,3,A. Brooks makes 3-pt shot from 25 ft (assist by B. Portis)
6:59.0,G. Dragic makes 2-pt shot from 1 ft (assist by J. Richardson),2,36-40,,
6:49.0,,,36-40,,A. Brooks misses 2-pt shot from 10 ft
6:47.0,Defensive rebound by H. Whiteside,,36-40,,
6:44.0,,,36-40,,Personal foul by T. Snell
6:44.0,G. Dragic makes free throw 1 of 2,1,37-40,,
6:44.0,,,37-40,,M. Dunleavy enters the game for D. McDermott
6:44.0,,,37-40,,J. Holiday enters the game for A. Brooks
6:44.0,,,37-40,,E. Moore enters the game for T. Snell
6:44.0,G. Dragic makes free throw 2 of 2,1,38-40,,
6:28.0,,,38-42,2,J. Holiday makes 2-pt shot from 17 ft (assist by T. Gibson)
6:28.0,,,38-42,,Shooting foul by J. Richardson (drawn by J. Holiday)
6:28.0,,,38-43,1,J. Holiday makes free throw 1 of 1
6:09.0,G. Dragic misses 2-pt shot from 12 ft,,38-43,,
6:08.0,,,38-43,,Defensive rebound by B. Portis
5:59.0,,,38-45,2,E. Moore makes 2-pt shot from 14 ft
5:52.0,Miami full timeout,,38-45,,
5:52.0,D. Wade enters the game for G. Dragic,,38-45,,
5:52.0,J. Johnson enters the game for J. Winslow,,38-45,,
5:43.0,H. Whiteside makes 2-pt shot at rim (assist by J. Johnson),2,40-45,,
5:24.0,,,40-45,,T. Gibson misses 2-pt shot from 7 ft
5:23.0,Defensive rebound by D. Wade,,40-45,,
5:13.0,D. Wade misses 2-pt shot from 1 ft,,40-45,,
5:12.0,Offensive rebound by D. Wade,,40-45,,
5:12.0,D. Wade misses 2-pt shot from 1 ft,,40-45,,
5:12.0,Offensive rebound by L. Deng,,40-45,,
5:12.0,Shooting foul by J. Holiday (drawn by L. Deng),,40-45,,
5:12.0,L. Deng makes free throw 1 of 2,1,41-45,,
5:12.0,,,41-45,,P. Gasol enters the game for B. Portis
5:12.0,L. Deng makes free throw 2 of 2,1,42-45,,
4:49.0,,,42-45,,J. Holiday misses 2-pt shot from 8 ft
4:48.0,,,42-45,,Offensive rebound by J. Holiday
4:43.0,,,42-47,2,T. Gibson makes 2-pt shot from 1 ft (assist by P. Gasol)
4:43.0,,,42-47,,Shooting foul by L. Deng (drawn by T. Gibson)
4:43.0,,,42-48,1,T. Gibson makes free throw 1 of 1
4:28.0,L. Deng misses 3-pt shot from 23 ft,,42-48,,
4:27.0,,,42-48,,Defensive rebound by P. Gasol
4:19.0,,,42-48,,M. Dunleavy misses 3-pt shot from 23 ft
4:18.0,,,42-48,,Offensive rebound by P. Gasol
4:15.0,,,42-51,3,J. Holiday makes 3-pt shot from 24 ft (assist by P. Gasol)
4:02.0,J. Richardson misses 2-pt shot from 6 ft (block by E. Moore),,42-51,,
4:00.0,Offensive rebound by J. Richardson,,42-51,,
3:56.0,H. Whiteside misses 2-pt shot from 2 ft (block by P. Gasol),,42-51,,
3:54.0,,,42-51,,Defensive rebound by M. Dunleavy
3:51.0,,,42-51,,Turnover by M. Dunleavy (lost ball; steal by J. Johnson)
3:43.0,H. Whiteside makes 2-pt shot from 7 ft,2,44-51,,
3:26.0,,,44-51,,T. Gibson misses 2-pt shot from 2 ft (block by D. Wade)
3:25.0,Defensive rebound by J. Johnson,,44-51,,
3:21.0,J. Johnson makes 2-pt shot from 3 ft,2,46-51,,
3:09.0,,,46-51,,Shooting foul by L. Deng (drawn by P. Gasol)
3:09.0,,,46-52,1,P. Gasol makes free throw 1 of 2
3:09.0,G. Dragic enters the game for J. Richardson,,46-52,,
3:09.0,J. Winslow enters the game for L. Deng,,46-52,,
3:09.0,,,46-52,,P. Gasol misses free throw 2 of 2
3:09.0,Defensive rebound by J. Johnson,,46-52,,
2:57.0,D. Wade makes 2-pt shot from 1 ft,2,48-52,,
2:46.0,,,48-52,,E. Moore misses 2-pt shot from 2 ft
2:44.0,Defensive rebound by H. Whiteside,,48-52,,
2:34.0,H. Whiteside misses 2-pt shot from 15 ft,,48-52,,
2:32.0,,,48-52,,Defensive rebound by M. Dunleavy
2:25.0,,,48-52,,P. Gasol misses 2-pt shot from 4 ft (block by D. Wade)
2:24.0,Defensive rebound by D. Wade,,48-52,,
2:21.0,G. Dragic makes 2-pt shot at rim (assist by D. Wade),2,50-52,,
2:21.0,,,50-52,,Chicago full timeout
2:21.0,,,50-52,,Violation by Team (jump ball)
2:11.0,,,50-54,2,P. Gasol makes 2-pt shot from 17 ft (assist by M. Dunleavy)
1:54.0,D. Wade misses 2-pt shot from 8 ft,,50-54,,
1:51.0,Offensive rebound by H. Whiteside,,50-54,,
1:51.0,H. Whiteside makes 2-pt shot at rim,2,52-54,,
1:43.0,,,52-54,,Turnover by P. Gasol (lost ball; steal by J. Winslow)
1:36.0,J. Winslow misses 2-pt shot at rim,,52-54,,
1:35.0,,,52-54,,Defensive rebound by E. Moore
1:22.0,,,52-54,,J. Holiday misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by H. Whiteside,,52-54,,
1:15.0,D. Wade misses 2-pt shot from 3 ft,,52-54,,
1:13.0,Offensive rebound by J. Winslow,,52-54,,
1:11.0,J. Winslow misses 2-pt shot from 1 ft,,52-54,,
1:10.0,,,52-54,,Defensive rebound by T. Gibson
0:59.0,,,52-56,2,P. Gasol makes 2-pt shot from 17 ft
0:38.0,H. Whiteside misses 2-pt shot from 11 ft,,52-56,,
0:36.0,,,52-56,,Defensive rebound by P. Gasol
0:30.0,,,52-56,,J. Holiday misses 2-pt shot from 1 ft (block by H. Whiteside)
0:28.0,,,52-56,,Offensive rebound by J. Holiday
0:23.0,,,52-56,,E. Moore misses 3-pt shot from 23 ft
0:22.0,,,52-56,,Offensive rebound by P. Gasol
0:05.0,,,52-58,2,T. Gibson makes 2-pt shot from 7 ft (assist by E. Moore)
0:00.0,G. Dragic makes 2-pt shot from 7 ft,2,54-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,A. Stoudemire makes 2-pt shot from 1 ft (assist by J. Johnson),2,56-58,,
11:18.0,,,56-60,2,P. Gasol makes 2-pt shot from 12 ft
10:53.0,J. Johnson misses 2-pt shot from 5 ft,,56-60,,
10:52.0,,,56-60,,Defensive rebound by P. Gasol
10:42.0,,,56-62,2,T. Gibson makes 2-pt shot from 2 ft (assist by E. Moore)
10:27.0,L. Deng misses 2-pt shot from 2 ft (block by T. Gibson),,56-62,,
10:26.0,Offensive rebound by Team,,56-62,,
10:17.0,G. Dragic misses 2-pt shot from 12 ft,,56-62,,
10:16.0,,,56-62,,Defensive rebound by P. Gasol
10:10.0,Personal foul by J. Johnson,,56-62,,
9:59.0,,,56-62,,J. Holiday misses 2-pt shot from 1 ft
9:58.0,Defensive rebound by D. Wade,,56-62,,
9:53.0,D. Wade makes 2-pt shot from 11 ft,2,58-62,,
9:39.0,,,58-65,3,M. Dunleavy makes 3-pt shot from 23 ft (assist by J. Holiday)
9:20.0,L. Deng makes 3-pt shot from 23 ft (assist by D. Wade),3,61-65,,
9:11.0,,,61-65,,Turnover by J. Holiday (lost ball; steal by L. Deng)
9:07.0,L. Deng makes 2-pt shot at rim,2,63-65,,
8:51.0,,,63-65,,Turnover by E. Moore (lost ball; steal by L. Deng)
8:51.0,,,63-65,,Personal foul by P. Gasol
8:41.0,Turnover by J. Johnson (lost ball),,63-65,,
8:24.0,,,63-67,2,T. Gibson makes 2-pt shot from 5 ft (assist by E. Moore)
8:10.0,G. Dragic makes 2-pt shot from 9 ft,2,65-67,,
7:57.0,Violation by A. Stoudemire (kicked ball),,65-67,,
7:49.0,,,65-69,2,J. Holiday makes 2-pt shot at rim (assist by P. Gasol)
7:33.0,Shooting foul by P. Gasol (drawn by D. Wade),,65-69,,
7:33.0,D. Wade makes free throw 1 of 2,1,66-69,,
7:33.0,D. Wade makes free throw 2 of 2,1,67-69,,
7:15.0,,,67-69,,P. Gasol misses 2-pt shot from 8 ft
7:14.0,,,67-69,,Offensive rebound by T. Gibson
7:14.0,,,67-69,,T. Gibson misses 2-pt shot from 2 ft
7:13.0,Defensive rebound by G. Dragic,,67-69,,
7:07.0,D. Wade misses 2-pt shot from 3 ft,,67-69,,
7:05.0,,,67-69,,Defensive rebound by T. Gibson
7:02.0,,,67-71,2,J. Holiday makes 2-pt shot at rim (assist by E. Moore)
6:48.0,G. Dragic makes 3-pt shot from 26 ft,3,70-71,,
6:27.0,,,70-71,,Turnover by P. Gasol (lost ball; steal by J. Johnson)
6:24.0,,,70-71,,Personal foul by E. Moore
6:13.0,J. Johnson misses 2-pt shot from 18 ft,,70-71,,
6:12.0,Offensive rebound by Team,,70-71,,
6:03.0,J. Johnson makes 3-pt shot from 24 ft (assist by G. Dragic),3,73-71,,
6:02.0,,,73-71,,Chicago full timeout
6:02.0,H. Whiteside enters the game for A. Stoudemire,,73-71,,
5:42.0,,,73-71,,E. Moore misses 2-pt shot from 14 ft
5:41.0,Defensive rebound by H. Whiteside,,73-71,,
5:24.0,D. Wade misses 2-pt shot from 22 ft,,73-71,,
5:23.0,,,73-71,,Defensive rebound by E. Moore
5:20.0,Personal block foul by L. Deng,,73-71,,
5:20.0,,,73-71,,N. Mirotic enters the game for T. Gibson
5:20.0,J. Winslow enters the game for L. Deng,,73-71,,
5:20.0,J. Richardson enters the game for D. Wade,,73-71,,
5:13.0,,,73-71,,Turnover by P. Gasol (lost ball; steal by J. Johnson)
5:02.0,J. Johnson misses 3-pt shot from 24 ft,,73-71,,
5:01.0,,,73-71,,Defensive rebound by J. Holiday
4:54.0,,,73-73,2,P. Gasol makes 2-pt shot from 1 ft (assist by E. Moore)
4:38.0,J. Johnson makes 2-pt shot from 6 ft (assist by G. Dragic),2,75-73,,
4:17.0,,,75-75,2,M. Dunleavy makes 2-pt shot from 2 ft (assist by P. Gasol)
4:17.0,,,75-75,,Shooting foul by J. Winslow (drawn by M. Dunleavy)
4:17.0,,,75-75,,A. Brooks enters the game for E. Moore
4:17.0,,,75-76,1,M. Dunleavy makes free throw 1 of 1
4:01.0,Shooting foul by J. Holiday (drawn by G. Dragic),,75-76,,
4:01.0,G. Dragic makes free throw 1 of 2,1,76-76,,
4:01.0,,,76-76,,D. McDermott enters the game for M. Dunleavy
4:01.0,G. Dragic makes free throw 2 of 2,1,77-76,,
3:46.0,,,77-76,,A. Brooks misses 2-pt shot from 1 ft
3:45.0,Defensive rebound by H. Whiteside,,77-76,,
3:40.0,G. Dragic makes 2-pt shot from 1 ft (assist by H. Whiteside),2,79-76,,
3:20.0,,,79-76,,J. Holiday misses 2-pt shot from 11 ft
3:19.0,Defensive rebound by J. Winslow,,79-76,,
3:12.0,J. Winslow makes 2-pt shot from 21 ft (assist by J. Richardson),2,81-76,,
2:55.0,,,81-76,,Turnover by P. Gasol (lost ball; steal by J. Johnson)
2:53.0,,,81-76,,Personal take foul by N. Mirotic
2:53.0,Miami full timeout,,81-76,,
2:53.0,,,81-76,,B. Portis enters the game for P. Gasol
2:53.0,D. Wade enters the game for G. Dragic,,81-76,,
2:53.0,J. Johnson misses free throw 1 of 2,,81-76,,
2:53.0,Offensive rebound by Team,,81-76,,
2:53.0,J. Johnson makes free throw 2 of 2,1,82-76,,
2:35.0,,,82-76,,A. Brooks misses 2-pt shot from 17 ft
2:34.0,Defensive rebound by H. Whiteside,,82-76,,
2:20.0,H. Whiteside misses 2-pt shot from 15 ft,,82-76,,
2:19.0,,,82-76,,Defensive rebound by J. Holiday
2:02.0,,,82-78,2,A. Brooks makes 2-pt shot from 7 ft
1:44.0,Turnover by J. Johnson (lost ball; steal by B. Portis),,82-78,,
1:38.0,,,82-81,3,D. McDermott makes 3-pt shot from 25 ft (assist by A. Brooks)
1:13.0,D. Wade misses 2-pt shot from 17 ft,,82-81,,
1:08.0,,,82-81,,Defensive rebound by N. Mirotic
0:50.0,,,82-81,,D. McDermott misses 3-pt shot from 24 ft
0:49.0,Defensive rebound by H. Whiteside,,82-81,,
0:29.0,J. Johnson misses 2-pt shot from 1 ft,,82-81,,
0:27.0,,,82-81,,Defensive rebound by A. Brooks
0:07.0,,,82-81,,A. Brooks misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by H. Whiteside,,82-81,,
0:00.0,J. Richardson makes 2-pt shot from 2 ft,2,84-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,84-81,,D. McDermott misses 2-pt shot from 15 ft
11:43.0,Defensive rebound by D. Wade,,84-81,,
11:38.0,D. Wade misses 2-pt shot from 10 ft,,84-81,,
11:37.0,,,84-81,,Defensive rebound by B. Portis
11:28.0,,,84-81,,B. Portis misses 3-pt shot from 26 ft
11:27.0,Defensive rebound by D. Wade,,84-81,,
11:08.0,J. Winslow misses 2-pt shot from 17 ft,,84-81,,
11:07.0,,,84-81,,Defensive rebound by Team
10:45.0,,,84-83,2,A. Brooks makes 2-pt shot from 6 ft
10:26.0,Turnover by D. Wade (lost ball; steal by N. Mirotic),,84-83,,
10:06.0,,,84-83,,J. Holiday misses 2-pt shot from 2 ft
10:04.0,Defensive rebound by L. Deng,,84-83,,
10:02.0,Turnover by L. Deng (lost ball; steal by J. Holiday),,84-83,,
9:59.0,,,84-83,,J. Holiday misses 2-pt shot from 1 ft
9:56.0,Defensive rebound by J. Winslow,,84-83,,
9:50.0,J. Richardson makes 2-pt shot from 21 ft (assist by J. Winslow),2,86-83,,
9:35.0,,,86-83,,A. Brooks misses 2-pt shot from 5 ft (block by H. Whiteside)
9:33.0,Defensive rebound by H. Whiteside,,86-83,,
9:24.0,J. Richardson makes 2-pt shot from 2 ft,2,88-83,,
9:21.0,,,88-83,,Chicago full timeout
9:21.0,,,88-83,,E. Moore enters the game for A. Brooks
9:06.0,,,88-83,,N. Mirotic misses 3-pt shot from 24 ft
9:04.0,Defensive rebound by J. Winslow,,88-83,,
8:48.0,Turnover by D. Wade (lost ball; steal by J. Holiday),,88-83,,
8:27.0,,,88-85,2,E. Moore makes 2-pt shot from 8 ft
8:07.0,L. Deng makes 3-pt shot from 24 ft (assist by D. Wade),3,91-85,,
7:54.0,,,91-85,,Turnover by N. Mirotic (lost ball; steal by L. Deng)
7:40.0,L. Deng makes 2-pt shot from 2 ft (assist by H. Whiteside),2,93-85,,
7:20.0,,,93-85,,D. McDermott misses 2-pt shot from 15 ft
7:18.0,Defensive rebound by Team,,93-85,,
7:18.0,,,93-85,,P. Gasol enters the game for J. Holiday
7:18.0,,,93-85,,M. Dunleavy enters the game for N. Mirotic
7:18.0,,,93-85,,T. Gibson enters the game for B. Portis
7:18.0,G. Dragic enters the game for D. Wade,,93-85,,
7:04.0,J. Richardson makes 3-pt shot from 24 ft (assist by G. Dragic),3,96-85,,
6:48.0,Personal foul by J. Winslow,,96-85,,
6:35.0,,,96-85,,Turnover by M. Dunleavy (lost ball; steal by L. Deng)
6:29.0,H. Whiteside makes 2-pt shot at rim (assist by L. Deng),2,98-85,,
6:29.0,,,98-85,,Chicago full timeout
6:29.0,,,98-85,,Chicago full timeout
6:15.0,,,98-85,,Turnover by T. Gibson (lost ball; steal by H. Whiteside)
6:02.0,J. Richardson makes 3-pt shot from 23 ft (assist by G. Dragic),3,101-85,,
5:49.0,,,101-87,2,E. Moore makes 2-pt shot from 14 ft (assist by P. Gasol)
5:29.0,G. Dragic misses 2-pt shot from 12 ft,,101-87,,
5:29.0,Offensive rebound by H. Whiteside,,101-87,,
5:29.0,Miami full timeout,,101-87,,
5:26.0,L. Deng makes 2-pt shot from 5 ft (assist by J. Winslow),2,103-87,,
5:11.0,,,103-87,,Turnover by D. McDermott (lost ball; steal by J. Winslow)
5:08.0,J. Winslow makes 2-pt shot at rim,2,105-87,,
4:51.0,,,105-87,,Turnover by P. Gasol (lost ball; steal by J. Winslow)
4:40.0,H. Whiteside misses 2-pt shot from 4 ft,,105-87,,
4:39.0,,,105-87,,Defensive rebound by P. Gasol
4:32.0,,,105-87,,D. McDermott misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by G. Dragic,,105-87,,
4:20.0,J. Richardson makes 3-pt shot from 22 ft (assist by G. Dragic),3,108-87,,
4:08.0,,,108-87,,P. Gasol misses 3-pt shot from 25 ft
4:07.0,Defensive rebound by G. Dragic,,108-87,,
3:53.0,G. Dragic makes 2-pt shot from 16 ft,2,110-87,,
3:52.0,,,110-87,,Chicago full timeout
3:52.0,,,110-87,,A. Brooks enters the game for M. Dunleavy
3:52.0,,,110-87,,C. Felicio enters the game for T. Gibson
3:52.0,,,110-87,,J. Holiday enters the game for P. Gasol
3:52.0,,,110-87,,B. Portis enters the game for E. Moore
3:52.0,,,110-87,,T. Snell enters the game for D. McDermott
3:34.0,,,110-87,,Turnover by T. Snell (lost ball; steal by G. Dragic)
3:22.0,Turnover by G. Dragic (lost ball; steal by T. Snell),,110-87,,
3:18.0,,,110-89,2,T. Snell makes 2-pt shot from 1 ft
2:54.0,L. Deng makes 3-pt shot from 25 ft (assist by J. Richardson),3,113-89,,
2:47.0,,,113-89,,Shooting foul by J. Richardson (drawn by A. Brooks)
2:47.0,,,113-90,1,A. Brooks makes free throw 1 of 2
2:47.0,U. Haslem enters the game for H. Whiteside,,113-90,,
2:47.0,J. McRoberts enters the game for L. Deng,,113-90,,
2:47.0,G. Green enters the game for G. Dragic,,113-90,,
2:47.0,,,113-91,1,A. Brooks makes free throw 2 of 2
2:23.0,J. Winslow makes 2-pt shot from 1 ft (assist by J. McRoberts),2,115-91,,
2:05.0,,,115-91,,C. Felicio misses 2-pt shot from 4 ft
2:04.0,Defensive rebound by J. Winslow,,115-91,,
1:45.0,U. Haslem misses 2-pt shot from 18 ft,,115-91,,
1:44.0,,,115-91,,Defensive rebound by C. Felicio
1:38.0,,,115-91,,A. Brooks misses 3-pt shot from 25 ft
1:37.0,Defensive rebound by J. Winslow,,115-91,,
1:18.0,J. Richardson makes 3-pt shot from 22 ft (assist by J. McRoberts),3,118-91,,
1:02.0,,,118-91,,Shooting foul by G. Green (drawn by C. Felicio)
1:02.0,,,118-91,,C. Felicio misses free throw 1 of 2
1:02.0,,,118-91,,Offensive rebound by Team
1:02.0,,,118-92,1,C. Felicio makes free throw 2 of 2
0:46.0,G. Green misses 3-pt shot from 24 ft,,118-92,,
0:45.0,,,118-92,,Defensive rebound by C. Felicio
