time,Brooklyn,pts.away,score,pts.home,Denver
2:05.0,B. Lopez makes 2-pt shot at rim (assist by D. Sloan),2,27-23,,
2:05.0,,,27-23,,Denver full timeout
1:47.0,,,27-23,,J. Lauvergne misses 2-pt shot from 20 ft
1:46.0,Defensive rebound by Team,,27-23,,
1:46.0,,,27-23,,Loose ball foul by K. Faried (drawn by B. Bogdanovic)
1:46.0,,,27-23,,D. Augustin enters the game for K. Faried
1:46.0,,,27-23,,D. Arthur enters the game for E. Mudiay
1:31.0,B. Bogdanovic misses 3-pt shot from 24 ft (block by W. Barton),,27-23,,
1:29.0,,,27-23,,Defensive rebound by Team
1:29.0,T. Robinson enters the game for B. Lopez,,27-23,,
1:14.0,,,27-23,,D. Arthur misses 3-pt shot from 22 ft
1:12.0,Defensive rebound by D. Sloan,,27-23,,
1:00.0,T. Young makes 2-pt shot from 4 ft (assist by D. Sloan),2,29-23,,
0:36.0,,,29-23,,W. Barton misses 2-pt shot from 4 ft
0:34.0,Defensive rebound by T. Robinson,,29-23,,
0:22.0,W. Ellington makes 2-pt shot from 18 ft (assist by D. Sloan),2,31-23,,
0:01.0,,,31-25,2,J. Lauvergne makes 2-pt shot from 18 ft (assist by W. Barton)
0:00.0,T. Robinson misses 3-pt shot from 63 ft,,31-25,,
0:00.0,Offensive rebound by Team,,31-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,31-25,,Shooting foul by C. McCullough (drawn by J. Lauvergne)
11:40.0,,,31-26,1,J. Lauvergne makes free throw 1 of 2
11:40.0,,,31-27,1,J. Lauvergne makes free throw 2 of 2
11:17.0,S. Larkin misses 2-pt shot from 19 ft,,31-27,,
11:16.0,,,31-27,,Defensive rebound by A. Toupane
11:09.0,,,31-29,2,J. Lauvergne makes 2-pt shot from 2 ft (assist by W. Barton)
10:45.0,M. Brown misses 2-pt shot from 18 ft,,31-29,,
10:44.0,,,31-29,,Defensive rebound by D. Augustin
10:30.0,,,31-29,,W. Barton misses 2-pt shot from 7 ft
10:29.0,Defensive rebound by T. Robinson,,31-29,,
10:16.0,C. McCullough makes 2-pt shot from 19 ft (assist by M. Brown),2,33-29,,
10:00.0,,,33-29,,D. Augustin misses 2-pt shot from 4 ft
9:59.0,,,33-29,,Offensive rebound by J. Lauvergne
9:59.0,,,33-29,,J. Lauvergne misses 2-pt shot from 1 ft
9:58.0,Defensive rebound by C. McCullough,,33-29,,
9:54.0,,,33-29,,Personal foul by A. Toupane (drawn by M. Brown)
9:41.0,M. Brown makes 3-pt shot from 24 ft (assist by S. Larkin),3,36-29,,
9:33.0,,,36-29,,Turnover by D. Arthur (bad pass)
9:10.0,S. Larkin makes 3-pt shot from 25 ft,3,39-29,,
8:51.0,,,39-31,2,J. Lauvergne makes 2-pt shot from 16 ft (assist by D. Arthur)
8:40.0,T. Robinson misses 2-pt shot from 5 ft,,39-31,,
8:40.0,Offensive rebound by Team,,39-31,,
8:40.0,,,39-31,,Loose ball foul by W. Barton (drawn by C. McCullough)
8:40.0,Official timeout,,39-31,,
8:34.0,S. Larkin makes 3-pt shot from 25 ft (assist by M. Brown),3,42-31,,
8:23.0,Personal foul by S. Kilpatrick (drawn by A. Toupane),,42-31,,
8:16.0,,,42-34,3,D. Augustin makes 3-pt shot from 25 ft (assist by J. Lauvergne)
8:01.0,S. Kilpatrick makes 2-pt shot from 8 ft (assist by M. Brown),2,44-34,,
7:46.0,,,44-36,2,D. Augustin makes 2-pt shot from 2 ft
7:28.0,S. Kilpatrick makes 3-pt shot from 24 ft (assist by T. Robinson),3,47-36,,
7:14.0,,,47-38,2,W. Barton makes 2-pt shot from 1 ft (assist by D. Arthur)
7:01.0,,,47-38,,Personal block foul by A. Toupane (drawn by M. Brown)
6:54.0,S. Kilpatrick misses 2-pt shot from 2 ft,,47-38,,
6:54.0,Offensive rebound by T. Robinson,,47-38,,
6:52.0,T. Robinson makes 2-pt shot from 1 ft,2,49-38,,
6:52.0,,,49-38,,Denver full timeout
6:32.0,,,49-41,3,D. Augustin makes 3-pt shot from 25 ft
6:32.0,,,49-41,,Shooting foul by S. Larkin (drawn by D. Augustin)
6:32.0,,,49-41,,G. Harris enters the game for A. Toupane
6:32.0,,,49-42,1,D. Augustin makes free throw 1 of 1
6:18.0,C. McCullough makes 2-pt shot from 6 ft (assist by S. Larkin),2,51-42,,
6:01.0,,,51-44,2,J. Lauvergne makes 2-pt shot at rim
5:43.0,T. Robinson misses 2-pt shot from 15 ft,,51-44,,
5:42.0,,,51-44,,Defensive rebound by J. Lauvergne
5:34.0,,,51-44,,G. Harris misses 3-pt shot from 27 ft
5:33.0,Defensive rebound by S. Kilpatrick,,51-44,,
5:14.0,M. Brown makes 2-pt shot from 16 ft,2,53-44,,
4:55.0,,,53-47,3,W. Barton makes 3-pt shot from 22 ft (assist by D. Augustin)
4:41.0,S. Larkin misses 2-pt shot from 14 ft,,53-47,,
4:40.0,,,53-47,,Defensive rebound by Team
4:40.0,Loose ball foul by T. Robinson (drawn by W. Barton),,53-47,,
4:40.0,B. Lopez enters the game for C. McCullough,,53-47,,
4:40.0,,,53-47,,N. Jokic enters the game for D. Arthur
4:40.0,,,53-47,,K. Faried enters the game for J. Lauvergne
4:20.0,,,53-47,,N. Jokic misses 2-pt shot from 16 ft
4:20.0,Defensive rebound by T. Robinson,,53-47,,
4:07.0,S. Kilpatrick misses 3-pt shot from 24 ft,,53-47,,
4:07.0,,,53-47,,Defensive rebound by N. Jokic
4:06.0,Loose ball foul by T. Robinson (drawn by N. Jokic),,53-47,,
4:06.0,,,53-48,1,N. Jokic makes free throw 1 of 2
4:06.0,T. Young enters the game for T. Robinson,,53-48,,
4:06.0,B. Bogdanovic enters the game for S. Kilpatrick,,53-48,,
4:06.0,,,53-49,1,N. Jokic makes free throw 2 of 2
3:50.0,B. Bogdanovic makes 2-pt shot from 6 ft,2,55-49,,
3:35.0,,,55-49,,G. Harris misses 3-pt shot from 26 ft
3:34.0,,,55-49,,Offensive rebound by D. Augustin
3:34.0,,,55-49,,D. Augustin misses 3-pt shot from 26 ft
3:33.0,Defensive rebound by T. Young,,55-49,,
3:21.0,B. Lopez makes 2-pt shot from 4 ft (assist by S. Larkin),2,57-49,,
3:04.0,,,57-51,2,K. Faried makes 2-pt shot from 3 ft (assist by D. Augustin)
2:44.0,T. Young makes 2-pt shot from 1 ft,2,59-51,,
2:23.0,Brooklyn full timeout,,59-51,,
2:23.0,,,59-51,,E. Mudiay enters the game for D. Augustin
2:20.0,,,59-51,,G. Harris misses 3-pt shot from 23 ft
2:19.0,,,59-51,,Offensive rebound by Team
2:13.0,,,59-51,,Turnover by K. Faried (bad pass; steal by T. Young)
2:08.0,Turnover by B. Bogdanovic (lost ball; steal by E. Mudiay),,59-51,,
1:46.0,,,59-51,,E. Mudiay misses 2-pt shot from 19 ft
1:45.0,Defensive rebound by B. Bogdanovic,,59-51,,
1:31.0,Shooting foul by N. Jokic (drawn by B. Lopez),,59-51,,
1:31.0,B. Lopez makes free throw 1 of 2,1,60-51,,
1:31.0,W. Ellington enters the game for M. Brown,,60-51,,
1:31.0,B. Lopez makes free throw 2 of 2,1,61-51,,
1:21.0,,,61-51,,W. Barton misses 3-pt shot from 24 ft
1:20.0,,,61-51,,Offensive rebound by K. Faried
1:08.0,,,61-51,,N. Jokic misses 3-pt shot from 24 ft
1:08.0,,,61-51,,Offensive rebound by Team
1:08.0,Loose ball foul by T. Young (drawn by K. Faried),,61-51,,
1:08.0,,,61-52,1,K. Faried makes free throw 1 of 2
1:08.0,,,61-53,1,K. Faried makes free throw 2 of 2
0:58.0,S. Larkin misses 2-pt shot from 2 ft,,61-53,,
0:57.0,,,61-53,,Defensive rebound by E. Mudiay
0:53.0,,,61-55,2,E. Mudiay makes 2-pt shot from 1 ft
0:34.0,Shooting foul by E. Mudiay (drawn by B. Lopez),,61-55,,
0:34.0,B. Lopez makes free throw 1 of 2,1,62-55,,
0:34.0,B. Lopez makes free throw 2 of 2,1,63-55,,
0:16.0,,,63-57,2,N. Jokic makes 2-pt shot from 2 ft (assist by G. Harris)
0:01.0,B. Lopez misses 2-pt shot from 2 ft,,63-57,,
0:01.0,,,63-57,,Defensive rebound by N. Jokic
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,63-57,,E. Mudiay misses 2-pt shot from 8 ft
11:42.0,Defensive rebound by B. Bogdanovic,,63-57,,
11:31.0,Turnover by T. Young (traveling),,63-57,,
11:22.0,,,63-59,2,E. Mudiay makes 2-pt shot from 1 ft (assist by G. Harris)
11:06.0,T. Young makes 2-pt shot from 2 ft,2,65-59,,
10:51.0,,,65-59,,N. Jokic misses 2-pt shot from 4 ft
10:50.0,,,65-59,,Offensive rebound by J. Sampson
10:49.0,,,65-61,2,J. Sampson makes 2-pt shot at rim
10:31.0,T. Young makes 2-pt shot from 6 ft,2,67-61,,
10:19.0,,,67-61,,Shooting foul by T. Young (drawn by E. Mudiay)
10:19.0,,,67-62,1,E. Mudiay makes free throw 1 of 2
10:19.0,,,67-63,1,E. Mudiay makes free throw 2 of 2
10:05.0,W. Ellington makes 3-pt shot from 24 ft (assist by B. Lopez),3,70-63,,
9:54.0,,,70-66,3,G. Harris makes 3-pt shot from 24 ft (assist by E. Mudiay)
9:31.0,B. Bogdanovic misses 3-pt shot from 24 ft,,70-66,,
9:31.0,,,70-66,,Defensive rebound by N. Jokic
9:22.0,,,70-68,2,G. Harris makes 2-pt shot from 2 ft (assist by E. Mudiay)
9:01.0,B. Bogdanovic misses 2-pt shot from 17 ft,,70-68,,
9:00.0,,,70-68,,Defensive rebound by K. Faried
8:53.0,,,70-68,,Turnover by E. Mudiay (traveling)
8:39.0,Turnover by B. Bogdanovic (bad pass; steal by G. Harris),,70-68,,
8:38.0,Personal foul by W. Ellington (drawn by G. Harris),,70-68,,
8:28.0,,,70-70,2,N. Jokic makes 2-pt shot from 2 ft (assist by J. Sampson)
8:28.0,,,70-70,,Shooting foul by W. Ellington (drawn by N. Jokic)
8:28.0,Brooklyn full timeout,,70-70,,
8:28.0,,,70-71,1,N. Jokic makes free throw 1 of 1
8:08.0,T. Young makes 2-pt shot from 18 ft,2,72-71,,
7:45.0,,,72-73,2,E. Mudiay makes 2-pt shot from 1 ft
7:24.0,B. Bogdanovic misses 2-pt shot from 2 ft (block by K. Faried),,72-73,,
7:23.0,Offensive rebound by Team,,72-73,,
7:19.0,B. Lopez misses 2-pt shot from 15 ft,,72-73,,
7:18.0,,,72-73,,Defensive rebound by K. Faried
7:15.0,,,72-73,,Turnover by K. Faried (bad pass)
6:58.0,T. Young misses 2-pt shot from 19 ft,,72-73,,
6:57.0,,,72-73,,Defensive rebound by E. Mudiay
6:51.0,,,72-75,2,K. Faried makes 2-pt shot at rim (assist by N. Jokic)
6:37.0,T. Young makes 2-pt shot from 4 ft (assist by D. Sloan),2,74-75,,
6:12.0,,,74-75,,E. Mudiay misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by W. Ellington,,74-75,,
6:03.0,W. Ellington misses 2-pt shot from 13 ft,,74-75,,
6:02.0,,,74-75,,Defensive rebound by N. Jokic
5:53.0,,,74-75,,Shooting foul by B. Lopez (drawn by G. Harris)
5:53.0,,,74-76,1,G. Harris makes free throw 1 of 2
5:53.0,M. Brown enters the game for D. Sloan,,74-76,,
5:53.0,S. Larkin enters the game for W. Ellington,,74-76,,
5:53.0,S. Kilpatrick enters the game for B. Bogdanovic,,74-76,,
5:53.0,,,74-77,1,G. Harris makes free throw 2 of 2
5:42.0,,,74-77,,Def 3 sec tech foul by K. Faried
5:42.0,M. Brown makes technical free throw,1,75-77,,
5:34.0,M. Brown makes 3-pt shot from 24 ft (assist by B. Lopez),3,78-77,,
5:25.0,Personal foul by M. Brown (drawn by K. Faried),,78-77,,
5:25.0,,,78-78,1,K. Faried makes free throw 1 of 2
5:25.0,,,78-78,,K. Faried misses free throw 2 of 2
5:23.0,Defensive rebound by S. Kilpatrick,,78-78,,
5:10.0,S. Kilpatrick makes 3-pt shot from 24 ft (assist by M. Brown),3,81-78,,
4:47.0,,,81-78,,K. Faried misses 2-pt shot from 15 ft
4:47.0,Defensive rebound by M. Brown,,81-78,,
4:31.0,T. Young makes 2-pt shot from 5 ft,2,83-78,,
4:30.0,,,83-78,,Denver full timeout
4:05.0,,,83-80,2,K. Faried makes 2-pt shot from 4 ft (assist by N. Jokic)
3:49.0,Shooting foul by N. Jokic (drawn by T. Young),,83-80,,
3:49.0,T. Young misses free throw 1 of 2,,83-80,,
3:49.0,Offensive rebound by Team,,83-80,,
3:49.0,,,83-80,,W. Barton enters the game for J. Sampson
3:49.0,T. Young misses free throw 2 of 2,,83-80,,
3:48.0,,,83-80,,Defensive rebound by N. Jokic
3:35.0,,,83-80,,G. Harris misses 2-pt shot from 19 ft
3:35.0,Defensive rebound by B. Lopez,,83-80,,
3:25.0,S. Kilpatrick misses 2-pt shot from 2 ft,,83-80,,
3:24.0,,,83-80,,Defensive rebound by N. Jokic
3:15.0,,,83-82,2,K. Faried makes 2-pt shot from 2 ft (assist by E. Mudiay)
2:55.0,,,83-82,,Personal foul by N. Jokic (drawn by B. Lopez)
2:55.0,,,83-82,,D. Arthur enters the game for K. Faried
2:55.0,,,83-82,,J. Lauvergne enters the game for N. Jokic
2:52.0,,,83-82,,Violation by D. Arthur (kicked ball)
2:46.0,,,83-82,,Def 3 sec tech foul by E. Mudiay
2:46.0,M. Brown makes technical free throw,1,84-82,,
2:36.0,B. Lopez misses 2-pt shot at rim,,84-82,,
2:35.0,,,84-82,,Defensive rebound by J. Lauvergne
2:31.0,,,84-82,,Shooting foul by T. Young (drawn by G. Harris)
2:31.0,,,84-83,1,G. Harris makes free throw 1 of 2
2:31.0,,,84-83,,D. Augustin enters the game for E. Mudiay
2:31.0,,,84-84,1,G. Harris makes free throw 2 of 2
2:15.0,B. Lopez makes 2-pt shot at rim (assist by M. Brown),2,86-84,,
1:56.0,,,86-84,,Turnover by J. Lauvergne (lost ball; steal by T. Young)
1:51.0,S. Kilpatrick misses 2-pt shot from 2 ft,,86-84,,
1:50.0,,,86-84,,Defensive rebound by D. Augustin
1:44.0,,,86-84,,W. Barton misses 3-pt shot from 25 ft
1:43.0,Defensive rebound by T. Young,,86-84,,
1:30.0,Turnover by M. Brown (bad pass; steal by G. Harris),,86-84,,
1:27.0,,,86-86,2,G. Harris makes 2-pt shot at rim
1:27.0,Brooklyn full timeout,,86-86,,
1:14.0,Turnover by B. Lopez (bad pass; steal by W. Barton),,86-86,,
1:08.0,,,86-88,2,W. Barton makes 2-pt shot from 1 ft
0:50.0,T. Young misses 2-pt shot from 4 ft,,86-88,,
0:49.0,Offensive rebound by B. Lopez,,86-88,,
0:48.0,Shooting foul by D. Arthur (drawn by B. Lopez),,86-88,,
0:48.0,B. Lopez makes free throw 1 of 2,1,87-88,,
0:48.0,B. Lopez makes free throw 2 of 2,1,88-88,,
0:39.0,,,88-88,,Offensive foul by J. Lauvergne
0:39.0,,,88-88,,Turnover by J. Lauvergne (offensive foul)
0:39.0,T. Robinson enters the game for T. Young,,88-88,,
0:28.0,S. Kilpatrick misses 3-pt shot from 23 ft,,88-88,,
0:27.0,,,88-88,,Defensive rebound by D. Arthur
0:24.0,,,88-90,2,G. Harris makes 2-pt shot from 1 ft (assist by D. Arthur)
0:00.0,M. Brown makes 2-pt shot from 17 ft (assist by S. Larkin),2,90-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Turnover by T. Robinson (bad pass),,90-90,,
11:22.0,,,90-90,,J. Lauvergne misses 3-pt shot from 24 ft
11:20.0,,,90-90,,Offensive rebound by J. Sampson
11:16.0,,,90-92,2,J. Sampson makes 2-pt shot at rim (assist by D. Arthur)
10:59.0,C. McCullough makes 2-pt shot at rim (assist by S. Larkin),2,92-92,,
10:39.0,,,92-92,,W. Barton misses 2-pt shot from 1 ft
10:38.0,Defensive rebound by T. Robinson,,92-92,,
10:24.0,M. Brown makes 3-pt shot from 25 ft (assist by S. Larkin),3,95-92,,
10:01.0,,,95-92,,W. Barton misses 2-pt shot from 2 ft
10:00.0,,,95-92,,Offensive rebound by J. Sampson
9:57.0,,,95-92,,J. Sampson misses 2-pt shot from 2 ft (block by C. McCullough)
9:55.0,Defensive rebound by M. Brown,,95-92,,
9:49.0,S. Kilpatrick makes 2-pt shot from 2 ft (assist by M. Brown),2,97-92,,
9:32.0,,,97-92,,W. Barton misses 3-pt shot from 25 ft
9:31.0,Defensive rebound by T. Robinson,,97-92,,
9:17.0,T. Robinson misses 2-pt shot from 5 ft,,97-92,,
9:16.0,,,97-92,,Defensive rebound by J. Lauvergne
9:12.0,,,97-92,,D. Augustin misses 2-pt shot from 1 ft (block by C. McCullough)
9:11.0,,,97-92,,Offensive rebound by Team
8:57.0,,,97-94,2,J. Lauvergne makes 2-pt shot from 4 ft
8:47.0,Shooting foul by D. Arthur (drawn by S. Larkin),,97-94,,
8:47.0,Official timeout,,97-94,,
8:47.0,S. Larkin makes free throw 1 of 2,1,98-94,,
8:47.0,S. Larkin makes free throw 2 of 2,1,99-94,,
8:27.0,,,99-96,2,J. Sampson makes 2-pt shot from 11 ft (assist by W. Barton)
8:06.0,M. Brown misses 2-pt shot from 2 ft,,99-96,,
8:05.0,,,99-96,,Defensive rebound by J. Sampson
7:58.0,,,99-96,,W. Barton misses 2-pt shot from 3 ft
7:57.0,,,99-96,,Offensive rebound by J. Lauvergne
7:56.0,,,99-98,2,J. Lauvergne makes 2-pt shot at rim
7:53.0,Shooting foul by D. Arthur (drawn by S. Kilpatrick),,99-98,,
7:53.0,S. Kilpatrick makes free throw 1 of 2,1,100-98,,
7:53.0,S. Kilpatrick makes free throw 2 of 2,1,101-98,,
7:28.0,,,101-98,,J. Lauvergne misses 2-pt shot from 22 ft
7:27.0,Defensive rebound by M. Brown,,101-98,,
7:08.0,S. Kilpatrick misses 3-pt shot from 22 ft,,101-98,,
7:07.0,,,101-98,,Defensive rebound by D. Arthur
6:58.0,,,101-98,,W. Barton misses 2-pt shot from 4 ft
6:58.0,,,101-98,,Offensive rebound by J. Sampson
6:58.0,,,101-98,,Shooting foul by C. McCullough (drawn by J. Sampson)
6:58.0,,,101-98,,J. Sampson misses free throw 1 of 2
6:58.0,,,101-98,,Offensive rebound by Team
6:58.0,T. Young enters the game for C. McCullough,,101-98,,
6:58.0,,,101-99,1,J. Sampson makes free throw 2 of 2
6:46.0,S. Kilpatrick misses 2-pt shot from 21 ft,,101-99,,
6:45.0,Offensive rebound by M. Brown,,101-99,,
6:42.0,M. Brown misses 2-pt shot from 15 ft,,101-99,,
6:41.0,,,101-99,,Defensive rebound by D. Arthur
6:28.0,,,101-102,3,D. Augustin makes 3-pt shot from 24 ft (assist by J. Sampson)
6:10.0,T. Robinson misses 2-pt shot from 2 ft (block by D. Arthur),,101-102,,
6:09.0,Offensive rebound by S. Larkin,,101-102,,
6:01.0,T. Young misses 2-pt shot from 9 ft,,101-102,,
6:01.0,Offensive rebound by Team,,101-102,,
6:01.0,Turnover by Team (shot clock),,101-102,,
6:01.0,B. Lopez enters the game for T. Robinson,,101-102,,
6:01.0,B. Bogdanovic enters the game for S. Kilpatrick,,101-102,,
5:50.0,,,101-102,,D. Augustin misses 2-pt shot from 1 ft (block by T. Young)
5:50.0,Defensive rebound by T. Young,,101-102,,
5:50.0,,,101-102,,Personal foul by J. Lauvergne (drawn by T. Young)
5:50.0,,,101-102,,Denver full timeout
5:50.0,,,101-102,,N. Jokic enters the game for W. Barton
5:50.0,,,101-102,,G. Harris enters the game for J. Lauvergne
5:50.0,,,101-102,,E. Mudiay enters the game for D. Augustin
5:37.0,T. Young misses 2-pt shot from 4 ft (block by G. Harris),,101-102,,
5:35.0,Offensive rebound by T. Young,,101-102,,
5:35.0,T. Young misses 2-pt shot from 1 ft (block by N. Jokic),,101-102,,
5:33.0,,,101-102,,Defensive rebound by G. Harris
5:16.0,,,101-102,,Turnover by J. Sampson (traveling)
5:01.0,,,101-102,,Personal foul by D. Arthur (drawn by B. Lopez)
4:52.0,S. Larkin makes 2-pt shot from 16 ft,2,103-102,,
4:38.0,,,103-102,,Turnover by G. Harris (lost ball)
4:26.0,Offensive charge foul by B. Lopez,,103-102,,
4:26.0,Turnover by B. Lopez (offensive foul),,103-102,,
4:26.0,,,103-102,,K. Faried enters the game for D. Arthur
4:08.0,,,103-102,,G. Harris misses 3-pt shot from 26 ft
4:07.0,Defensive rebound by S. Larkin,,103-102,,
3:58.0,B. Bogdanovic misses 3-pt shot from 26 ft,,103-102,,
3:57.0,Offensive rebound by S. Larkin,,103-102,,
3:56.0,Turnover by S. Larkin (step out of bounds),,103-102,,
3:56.0,,,103-102,,W. Barton enters the game for J. Sampson
3:39.0,,,103-104,2,N. Jokic makes 2-pt shot from 4 ft
3:17.0,B. Lopez misses 2-pt shot from 2 ft,,103-104,,
3:16.0,,,103-104,,Defensive rebound by W. Barton
3:12.0,,,103-106,2,W. Barton makes 2-pt shot from 1 ft
3:12.0,Brooklyn full timeout,,103-106,,
2:58.0,Shooting foul by N. Jokic (drawn by B. Lopez),,103-106,,
2:58.0,B. Lopez makes free throw 1 of 2,1,104-106,,
2:58.0,B. Lopez misses free throw 2 of 2,,104-106,,
2:57.0,,,104-106,,Defensive rebound by K. Faried
2:44.0,,,104-108,2,N. Jokic makes 2-pt shot from 3 ft (assist by E. Mudiay)
2:25.0,T. Young makes 2-pt shot from 2 ft (assist by M. Brown),2,106-108,,
2:16.0,Personal foul by T. Young (drawn by E. Mudiay),,106-108,,
2:12.0,,,106-108,,Shooting foul by S. Larkin (drawn by E. Mudiay)
2:12.0,,,106-108,,E. Mudiay misses free throw 1 of 2
2:12.0,,,106-108,,Offensive rebound by Team
2:12.0,,,106-109,1,E. Mudiay makes free throw 2 of 2
1:58.0,S. Larkin misses 2-pt shot from 8 ft,,106-109,,
1:57.0,,,106-109,,Defensive rebound by N. Jokic
1:49.0,,,106-109,,G. Harris misses 3-pt shot from 23 ft
1:47.0,Defensive rebound by T. Young,,106-109,,
1:36.0,S. Larkin makes 2-pt shot from 14 ft (assist by B. Lopez),2,108-109,,
1:16.0,,,108-109,,W. Barton misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by M. Brown,,108-109,,
0:59.0,B. Lopez misses 2-pt shot from 4 ft,,108-109,,
0:59.0,,,108-109,,Defensive rebound by K. Faried
0:47.0,,,108-109,,Turnover by W. Barton (bad pass; steal by B. Lopez)
0:43.0,M. Brown makes 2-pt shot at rim (assist by S. Larkin),2,110-109,,
0:43.0,,,110-109,,Denver full timeout
0:43.0,,,110-109,,D. Arthur enters the game for K. Faried
