time,Charlotte,pts.away,score,pts.home,Miami
4:17.0,K. Walker misses 3-pt shot from 24 ft,,13-19,,
4:16.0,,,13-19,,Defensive rebound by G. Green
4:00.0,,,13-19,,G. Green misses 2-pt shot from 19 ft
3:59.0,,,13-19,,Offensive rebound by H. Whiteside
3:59.0,,,13-19,,Shooting foul by A. Jefferson (drawn by H. Whiteside)
3:59.0,,,13-19,,H. Whiteside misses free throw 1 of 2
3:59.0,,,13-19,,Offensive rebound by Team
3:59.0,C. Zeller enters the game for A. Jefferson,,13-19,,
3:59.0,,,13-19,,H. Whiteside misses free throw 2 of 2
3:58.0,Defensive rebound by C. Zeller,,13-19,,
3:43.0,N. Batum misses 2-pt shot from 17 ft,,13-19,,
3:42.0,,,13-19,,Defensive rebound by L. Deng
3:37.0,,,13-19,,Turnover by L. Deng (bad pass)
3:15.0,F. Kaminsky misses 2-pt shot from 2 ft,,13-19,,
3:14.0,,,13-19,,Defensive rebound by D. Wade
3:04.0,,,13-19,,D. Wade misses 2-pt shot from 12 ft
3:04.0,,,13-19,,Offensive rebound by H. Whiteside
3:04.0,,,13-19,,H. Whiteside misses 2-pt shot from 3 ft (block by F. Kaminsky)
3:04.0,,,13-19,,Offensive rebound by Team
3:04.0,,,13-19,,J. Johnson enters the game for D. Wade
3:04.0,M. Williams enters the game for K. Walker,,13-19,,
3:03.0,Jump ball: F. Kaminsky vs. H. Whiteside (L. Deng gains possession),,,,Jump ball: F. Kaminsky vs. H. Whiteside (L. Deng gains possession)
2:56.0,,,13-19,,G. Green misses 3-pt shot from 25 ft
2:55.0,,,13-19,,Offensive rebound by J. Richardson
2:55.0,,,13-19,,Miami full timeout
2:55.0,,,13-19,,J. McRoberts enters the game for H. Whiteside
2:34.0,,,13-22,3,J. Richardson makes 3-pt shot from 24 ft (assist by J. Johnson)
2:13.0,C. Zeller makes 2-pt shot from 17 ft (assist by N. Batum),2,15-22,,
1:57.0,,,15-22,,J. Johnson misses 3-pt shot from 24 ft
1:56.0,Defensive rebound by C. Zeller,,15-22,,
1:43.0,F. Kaminsky misses 2-pt shot from 3 ft,,15-22,,
1:42.0,,,15-22,,Defensive rebound by J. Johnson
1:26.0,,,15-22,,J. Richardson misses 3-pt shot from 23 ft
1:25.0,Defensive rebound by N. Batum,,15-22,,
1:18.0,,,15-22,,Personal block foul by J. McRoberts
1:18.0,,,15-22,,J. Winslow enters the game for L. Deng
1:18.0,,,15-22,,G. Dragic enters the game for G. Green
1:09.0,N. Batum misses 2-pt shot from 23 ft,,15-22,,
1:08.0,,,15-22,,Defensive rebound by J. McRoberts
1:00.0,,,15-24,2,G. Dragic makes 2-pt shot from 1 ft (assist by J. Richardson)
0:45.0,Turnover by N. Batum (lost ball; steal by J. Winslow),,15-24,,
0:41.0,,,15-26,2,J. Winslow makes 2-pt shot from 2 ft
0:41.0,,,15-26,,Shooting foul by F. Kaminsky (drawn by J. Winslow)
0:41.0,C. Lee enters the game for F. Kaminsky,,15-26,,
0:41.0,,,15-27,1,J. Winslow makes free throw 1 of 1
0:36.0,J. Lin makes 2-pt shot from 4 ft,2,17-27,,
0:36.0,Shooting foul by J. McRoberts (drawn by J. Lin),,17-27,,
0:36.0,J. Lin makes free throw 1 of 1,1,18-27,,
0:21.0,,,18-29,2,G. Dragic makes 2-pt shot from 12 ft
0:02.0,J. Lin misses 2-pt shot from 2 ft,,18-29,,
0:01.0,,,18-29,,Defensive rebound by G. Dragic
0:00.0,,,18-29,,G. Dragic misses 3-pt shot from 50 ft
0:00.0,,,18-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,M. Williams makes 3-pt shot from 25 ft (assist by N. Batum),3,21-29,,
11:14.0,,,21-32,3,G. Dragic makes 3-pt shot from 24 ft (assist by J. Johnson)
10:58.0,J. Lin makes 2-pt shot from 1 ft,2,23-32,,
10:33.0,,,23-32,,J. Richardson misses 3-pt shot from 24 ft
10:32.0,Defensive rebound by N. Batum,,23-32,,
10:24.0,J. Lin misses 3-pt shot from 24 ft,,23-32,,
10:23.0,,,23-32,,Defensive rebound by J. Johnson
10:13.0,,,23-32,,G. Dragic misses 3-pt shot from 24 ft
10:12.0,Defensive rebound by N. Batum,,23-32,,
10:03.0,N. Batum makes 3-pt shot from 24 ft,3,26-32,,
9:42.0,,,26-34,2,J. McRoberts makes 2-pt shot from 5 ft
9:14.0,M. Williams misses 2-pt shot from 9 ft,,26-34,,
9:13.0,,,26-34,,Defensive rebound by Team
8:52.0,,,26-34,,J. Johnson misses 2-pt shot from 20 ft
8:51.0,Defensive rebound by C. Zeller,,26-34,,
8:37.0,C. Zeller misses 2-pt shot from 2 ft,,26-34,,
8:36.0,Offensive rebound by C. Zeller,,26-34,,
8:35.0,C. Zeller misses 2-pt shot from 1 ft,,26-34,,
8:34.0,,,26-34,,Defensive rebound by G. Dragic
8:24.0,,,26-36,2,J. McRoberts makes 2-pt shot from 14 ft (assist by J. Richardson)
8:08.0,N. Batum makes 2-pt shot from 1 ft,2,28-36,,
7:54.0,,,28-36,,Shooting foul by M. Williams (drawn by J. Johnson)
7:54.0,Official timeout,,28-36,,
7:54.0,C. Lee enters the game for J. Lin,,28-36,,
7:54.0,,,28-36,,D. Wade enters the game for J. Richardson
7:54.0,,,28-36,,H. Whiteside enters the game for J. McRoberts
7:54.0,,,28-37,1,J. Johnson makes free throw 1 of 2
7:54.0,,,28-38,1,J. Johnson makes free throw 2 of 2
7:36.0,C. Zeller makes 2-pt shot from 6 ft (assist by K. Walker),2,30-38,,
7:14.0,,,30-38,,H. Whiteside misses 2-pt shot from 9 ft
7:13.0,Defensive rebound by C. Zeller,,30-38,,
7:08.0,C. Zeller misses 2-pt shot from 1 ft,,30-38,,
7:07.0,,,30-38,,Defensive rebound by G. Dragic
6:54.0,,,30-38,,D. Wade misses 2-pt shot from 17 ft
6:53.0,Defensive rebound by K. Walker,,30-38,,
6:39.0,K. Walker misses 3-pt shot from 25 ft,,30-38,,
6:38.0,,,30-38,,Defensive rebound by J. Winslow
6:32.0,,,30-38,,Turnover by J. Johnson (lost ball; steal by C. Lee)
6:27.0,C. Lee makes 2-pt shot from 17 ft (assist by K. Walker),2,32-38,,
6:19.0,,,32-38,,Miami full timeout
6:19.0,A. Jefferson enters the game for C. Zeller,,32-38,,
6:19.0,,,32-38,,L. Deng enters the game for J. Johnson
6:19.0,,,32-38,,G. Green enters the game for J. Winslow
6:09.0,,,32-38,,Shooting foul by C. Lee (drawn by D. Wade)
6:09.0,,,32-39,1,D. Wade makes free throw 1 of 2
6:09.0,F. Kaminsky enters the game for M. Williams,,32-39,,
6:09.0,,,32-40,1,D. Wade makes free throw 2 of 2
5:54.0,Shooting foul by D. Wade (drawn by N. Batum),,32-40,,
5:54.0,N. Batum makes free throw 1 of 3,1,33-40,,
5:54.0,N. Batum makes free throw 2 of 3,1,34-40,,
5:54.0,N. Batum makes free throw 3 of 3,1,35-40,,
5:36.0,,,35-40,,D. Wade misses 2-pt shot from 15 ft
5:35.0,Defensive rebound by N. Batum,,35-40,,
5:27.0,F. Kaminsky misses 2-pt shot from 6 ft,,35-40,,
5:26.0,,,35-40,,Defensive rebound by G. Green
5:13.0,,,35-42,2,G. Green makes 2-pt shot from 9 ft
4:58.0,A. Jefferson misses 2-pt shot from 7 ft (block by H. Whiteside),,35-42,,
4:57.0,,,35-42,,Defensive rebound by G. Dragic
4:52.0,,,35-44,2,G. Dragic makes 2-pt shot from 2 ft
4:50.0,,,35-44,,Personal foul by G. Green
4:26.0,Turnover by Team (shot clock),,35-44,,
4:14.0,,,35-44,,Turnover by G. Dragic (lost ball; steal by K. Walker)
4:06.0,C. Lee makes 2-pt shot from 18 ft,2,37-44,,
3:49.0,,,37-44,,L. Deng misses 3-pt shot from 23 ft
3:48.0,Defensive rebound by N. Batum,,37-44,,
3:36.0,C. Lee makes 3-pt shot from 25 ft (assist by A. Jefferson),3,40-44,,
3:27.0,,,40-44,,Miami full timeout
3:27.0,,,40-44,,G. Green misses 2-pt shot from 1 ft
3:27.0,,,40-44,,Offensive rebound by Team
3:27.0,,,40-44,,J. Johnson enters the game for G. Green
3:27.0,M. Williams enters the game for F. Kaminsky,,40-44,,
3:17.0,,,40-46,2,L. Deng makes 2-pt shot from 9 ft
2:59.0,K. Walker misses 2-pt shot from 8 ft,,40-46,,
2:58.0,,,40-46,,Defensive rebound by G. Dragic
2:44.0,,,40-48,2,G. Dragic makes 2-pt shot from 2 ft
2:28.0,Turnover by K. Walker (lost ball),,40-48,,
2:28.0,Charlotte full timeout,,40-48,,
2:09.0,,,40-50,2,H. Whiteside makes 2-pt shot at rim (assist by L. Deng)
1:42.0,A. Jefferson misses 2-pt shot from 14 ft,,40-50,,
1:41.0,,,40-50,,Defensive rebound by L. Deng
1:35.0,,,40-50,,D. Wade misses 2-pt shot from 7 ft
1:34.0,Defensive rebound by C. Lee,,40-50,,
1:17.0,N. Batum misses 2-pt shot from 19 ft,,40-50,,
1:16.0,,,40-50,,Defensive rebound by H. Whiteside
1:05.0,,,40-50,,G. Dragic misses 2-pt shot from 15 ft
1:01.0,Defensive rebound by M. Williams,,40-50,,
0:50.0,K. Walker misses 3-pt shot from 25 ft,,40-50,,
0:49.0,,,40-50,,Defensive rebound by G. Dragic
0:35.0,,,40-52,2,D. Wade makes 2-pt shot from 2 ft
0:19.0,C. Lee makes 2-pt shot from 7 ft,2,42-52,,
0:03.0,,,42-54,2,G. Dragic makes 2-pt shot from 2 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,K. Walker makes 2-pt shot from 16 ft,2,44-54,,
11:27.0,,,44-54,,J. Johnson misses 2-pt shot from 15 ft
11:26.0,,,44-54,,Offensive rebound by H. Whiteside
11:25.0,,,44-56,2,H. Whiteside makes 2-pt shot at rim
11:12.0,K. Walker misses 2-pt shot from 3 ft (block by G. Dragic),,44-56,,
11:11.0,,,44-56,,Defensive rebound by Team
10:56.0,,,44-58,2,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic)
10:53.0,Charlotte full timeout,,44-58,,
10:31.0,C. Lee misses 2-pt shot from 1 ft,,44-58,,
10:30.0,Offensive rebound by Team,,44-58,,
10:29.0,Turnover by Team (shot clock),,44-58,,
10:20.0,,,44-60,2,G. Dragic makes 2-pt shot from 1 ft
10:07.0,,,44-60,,Personal foul by J. Johnson
9:55.0,C. Lee misses 2-pt shot from 1 ft,,44-60,,
9:54.0,,,44-60,,Defensive rebound by D. Wade
9:38.0,,,44-60,,G. Dragic misses 3-pt shot from 25 ft
9:37.0,Defensive rebound by A. Jefferson,,44-60,,
9:24.0,K. Walker misses 2-pt shot from 17 ft,,44-60,,
9:23.0,Offensive rebound by A. Jefferson,,44-60,,
9:18.0,A. Jefferson misses 2-pt shot from 17 ft,,44-60,,
9:17.0,,,44-60,,Defensive rebound by H. Whiteside
9:09.0,Personal foul by N. Batum,,44-60,,
9:05.0,,,44-60,,Shooting foul by K. Walker (drawn by G. Dragic)
9:05.0,,,44-60,,G. Dragic misses free throw 1 of 2
9:05.0,,,44-60,,Offensive rebound by Team
9:05.0,,,44-60,,G. Dragic misses free throw 2 of 2
9:04.0,Defensive rebound by M. Williams,,44-60,,
8:49.0,A. Jefferson misses 2-pt shot from 10 ft,,44-60,,
8:48.0,Offensive rebound by Team,,44-60,,
8:42.0,N. Batum misses 3-pt shot from 25 ft,,44-60,,
8:41.0,,,44-60,,Defensive rebound by H. Whiteside
8:23.0,,,44-62,2,D. Wade makes 2-pt shot from 2 ft
8:14.0,,,44-62,,Personal foul by J. Johnson
8:02.0,K. Walker misses 2-pt shot from 2 ft (block by H. Whiteside),,44-62,,
8:01.0,,,44-62,,Defensive rebound by L. Deng
7:43.0,,,44-65,3,J. Johnson makes 3-pt shot from 25 ft (assist by L. Deng)
7:43.0,Charlotte full timeout,,44-65,,
7:43.0,C. Zeller enters the game for A. Jefferson,,44-65,,
7:34.0,N. Batum makes 2-pt shot from 12 ft (assist by K. Walker),2,46-65,,
7:21.0,,,46-65,,Turnover by L. Deng (illegal screen)
7:06.0,N. Batum misses 3-pt shot from 25 ft,,46-65,,
7:05.0,,,46-65,,Defensive rebound by H. Whiteside
6:48.0,,,46-68,3,L. Deng makes 3-pt shot from 24 ft (assist by G. Dragic)
6:25.0,J. Lin enters the game for C. Lee,,46-68,,
6:22.0,Jump ball: J. Johnson vs. K. Walker (G. Dragic gains possession),,,,Jump ball: J. Johnson vs. K. Walker (G. Dragic gains possession)
6:22.0,Turnover by K. Walker (lost ball; steal by J. Johnson),,46-68,,
6:17.0,,,46-70,2,G. Dragic makes 2-pt shot at rim (assist by L. Deng)
6:03.0,K. Walker misses 2-pt shot from 17 ft,,46-70,,
6:02.0,,,46-70,,Defensive rebound by L. Deng
5:50.0,,,46-72,2,D. Wade makes 2-pt shot from 13 ft
5:36.0,M. Williams misses 3-pt shot from 24 ft,,46-72,,
5:35.0,,,46-72,,Defensive rebound by L. Deng
5:27.0,,,46-74,2,G. Dragic makes 2-pt shot from 1 ft
5:27.0,Charlotte full timeout,,46-74,,
5:27.0,C. Lee enters the game for M. Williams,,46-74,,
5:27.0,F. Kaminsky enters the game for N. Batum,,46-74,,
5:27.0,,,46-74,,J. Richardson enters the game for J. Johnson
5:14.0,J. Lin makes 2-pt shot from 1 ft (assist by K. Walker),2,48-74,,
5:12.0,Violation by Team (jump ball),,48-74,,
5:00.0,,,48-74,,Offensive foul by D. Wade
5:00.0,,,48-74,,Turnover by D. Wade (offensive foul)
4:51.0,C. Zeller makes 2-pt shot from 2 ft (assist by K. Walker),2,50-74,,
4:34.0,,,50-74,,D. Wade misses 2-pt shot from 19 ft
4:33.0,Defensive rebound by C. Zeller,,50-74,,
4:24.0,K. Walker misses 2-pt shot from 14 ft (block by H. Whiteside),,50-74,,
4:23.0,,,50-74,,Defensive rebound by D. Wade
4:15.0,,,50-77,3,L. Deng makes 3-pt shot from 24 ft (assist by D. Wade)
3:53.0,F. Kaminsky misses 2-pt shot from 5 ft (block by H. Whiteside),,50-77,,
3:52.0,Offensive rebound by Team,,50-77,,
3:48.0,K. Walker makes 3-pt shot from 23 ft (assist by C. Lee),3,53-77,,
3:31.0,,,53-77,,Turnover by D. Wade (bad pass)
3:31.0,,,53-77,,G. Green enters the game for D. Wade
3:22.0,Offensive foul by C. Zeller,,53-77,,
3:22.0,Turnover by C. Zeller (offensive foul),,53-77,,
3:05.0,,,53-77,,J. Richardson misses 2-pt shot from 19 ft
3:04.0,Defensive rebound by J. Lin,,53-77,,
2:58.0,Offensive foul by C. Zeller,,53-77,,
2:58.0,Turnover by C. Zeller (offensive foul),,53-77,,
2:58.0,N. Batum enters the game for K. Walker,,53-77,,
2:44.0,,,53-77,,J. Richardson misses 2-pt shot from 9 ft
2:43.0,,,53-77,,Offensive rebound by H. Whiteside
2:43.0,,,53-77,,Shooting foul by J. Lin (drawn by H. Whiteside)
2:43.0,,,53-78,1,H. Whiteside makes free throw 1 of 2
2:43.0,,,53-79,1,H. Whiteside makes free throw 2 of 2
2:27.0,N. Batum misses 2-pt shot from 5 ft (block by H. Whiteside),,53-79,,
2:26.0,,,53-79,,Defensive rebound by L. Deng
2:21.0,,,53-79,,G. Green misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by C. Lee,,53-79,,
2:10.0,C. Zeller misses 2-pt shot from 20 ft,,53-79,,
2:09.0,,,53-79,,Defensive rebound by J. Richardson
1:53.0,,,53-79,,L. Deng misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by Team,,53-79,,
1:53.0,,,53-79,,Loose ball foul by H. Whiteside
1:53.0,,,53-79,,J. Winslow enters the game for L. Deng
1:53.0,,,53-79,,J. Johnson enters the game for J. Richardson
1:41.0,F. Kaminsky misses 3-pt shot from 23 ft,,53-79,,
1:40.0,,,53-79,,Defensive rebound by J. Winslow
1:28.0,,,53-79,,G. Green misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by C. Zeller,,53-79,,
1:17.0,C. Lee misses 2-pt shot from 17 ft,,53-79,,
1:16.0,,,53-79,,Defensive rebound by H. Whiteside
1:00.0,,,53-79,,J. McRoberts enters the game for H. Whiteside
1:00.0,Jump ball: G. Dragic vs. J. Lin (F. Kaminsky gains possession),,,,Jump ball: G. Dragic vs. J. Lin (F. Kaminsky gains possession)
1:00.0,,,53-79,,Turnover by G. Dragic (lost ball; steal by J. Lin)
0:46.0,J. Lin misses 2-pt shot from 12 ft,,53-79,,
0:45.0,,,53-79,,Defensive rebound by J. McRoberts
0:39.0,,,53-81,2,G. Dragic makes 2-pt shot from 1 ft (assist by J. Johnson)
0:21.0,F. Kaminsky misses 2-pt shot from 2 ft,,53-81,,
0:20.0,,,53-81,,Defensive rebound by J. Johnson
0:03.0,,,53-81,,J. Johnson misses 2-pt shot from 5 ft
0:02.0,,,53-81,,Offensive rebound by J. Johnson
0:00.0,,,53-83,2,J. Johnson makes 2-pt shot from 2 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,,,53-83,,J. McRoberts misses 2-pt shot from 9 ft
11:33.0,Defensive rebound by K. Walker,,53-83,,
11:23.0,K. Walker misses 2-pt shot from 1 ft,,53-83,,
11:22.0,,,53-83,,Defensive rebound by J. Richardson
11:11.0,,,53-83,,G. Green misses 2-pt shot from 10 ft
11:10.0,Defensive rebound by Team,,53-83,,
11:03.0,,,53-83,,Personal foul by J. Winslow
10:46.0,K. Walker misses 2-pt shot from 17 ft (block by J. McRoberts),,53-83,,
10:45.0,Offensive rebound by Team,,53-83,,
10:45.0,Turnover by Team (shot clock),,53-83,,
10:31.0,,,53-85,2,J. Winslow makes 2-pt shot from 2 ft (assist by J. Johnson)
10:14.0,,,53-85,,Personal foul by J. Richardson
10:07.0,,,53-85,,Shooting block foul by J. Richardson (drawn by K. Walker)
10:07.0,K. Walker makes free throw 1 of 2,1,54-85,,
10:07.0,K. Walker makes free throw 2 of 2,1,55-85,,
9:54.0,,,55-85,,Turnover by J. Johnson (lost ball; steal by J. Lin)
9:48.0,J. Lin misses 3-pt shot from 25 ft,,55-85,,
9:47.0,,,55-85,,Defensive rebound by J. Richardson
9:36.0,,,55-85,,J. Winslow misses 2-pt shot from 14 ft
9:35.0,Defensive rebound by F. Kaminsky,,55-85,,
9:27.0,J. Lin makes 2-pt shot from 18 ft,2,57-85,,
9:12.0,,,57-87,2,G. Green makes 2-pt shot from 2 ft (assist by J. McRoberts)
8:47.0,F. Kaminsky misses 2-pt shot from 1 ft,,57-87,,
8:46.0,Offensive rebound by F. Kaminsky,,57-87,,
8:46.0,Shooting foul by J. McRoberts (drawn by F. Kaminsky),,57-87,,
8:46.0,Official timeout,,57-87,,
8:46.0,C. Lee enters the game for J. Lin,,57-87,,
8:46.0,T. Daniels enters the game for N. Batum,,57-87,,
8:46.0,F. Kaminsky makes free throw 1 of 2,1,58-87,,
8:46.0,F. Kaminsky makes free throw 2 of 2,1,59-87,,
8:27.0,,,59-87,,J. Johnson misses 3-pt shot from 25 ft
8:26.0,,,59-87,,Offensive rebound by J. Richardson
8:06.0,,,59-89,2,G. Green makes 2-pt shot from 15 ft
7:58.0,,,59-89,,Personal foul by G. Green
7:58.0,M. Williams makes free throw 1 of 2,1,60-89,,
7:58.0,M. Williams makes free throw 2 of 2,1,61-89,,
7:38.0,,,61-89,,J. McRoberts misses 2-pt shot from 3 ft
7:37.0,Defensive rebound by M. Williams,,61-89,,
7:30.0,,,61-89,,Personal foul by J. McRoberts
7:30.0,F. Kaminsky makes free throw 1 of 2,1,62-89,,
7:30.0,F. Kaminsky makes free throw 2 of 2,1,63-89,,
7:15.0,,,63-89,,J. Johnson misses 3-pt shot from 23 ft
7:14.0,Defensive rebound by F. Kaminsky,,63-89,,
7:06.0,K. Walker misses 2-pt shot from 24 ft,,63-89,,
7:05.0,,,63-89,,Defensive rebound by J. McRoberts
6:46.0,,,63-89,,J. Richardson misses 2-pt shot from 5 ft
6:45.0,Defensive rebound by T. Daniels,,63-89,,
6:32.0,T. Daniels misses 3-pt shot from 24 ft,,63-89,,
6:31.0,,,63-89,,Defensive rebound by J. McRoberts
6:20.0,,,63-91,2,G. Green makes 2-pt shot from 17 ft (assist by J. McRoberts)
6:04.0,T. Daniels misses 2-pt shot from 3 ft (block by J. Winslow),,63-91,,
6:03.0,,,63-91,,Defensive rebound by J. McRoberts
5:56.0,Personal foul by C. Lee,,63-91,,
5:56.0,,,63-91,,Miami full timeout
5:56.0,J. Lamb enters the game for M. Williams,,63-91,,
5:56.0,A. Harrison enters the game for C. Lee,,63-91,,
5:56.0,J. Gutierrez enters the game for K. Walker,,63-91,,
5:56.0,,,63-91,,T. Johnson enters the game for J. Johnson
5:56.0,,,63-91,,D. Wright enters the game for J. Richardson
5:48.0,,,63-93,2,G. Green makes 2-pt shot from 1 ft (assist by T. Johnson)
5:34.0,T. Daniels misses 3-pt shot from 23 ft,,63-93,,
5:33.0,,,63-93,,Defensive rebound by T. Johnson
5:29.0,,,63-93,,Shooting foul by T. Daniels (drawn by D. Wright)
5:29.0,,,63-94,1,D. Wright makes free throw 1 of 2
5:29.0,,,63-95,1,D. Wright makes free throw 2 of 2
5:19.0,Turnover by J. Gutierrez (lost ball),,63-95,,
5:01.0,,,63-98,3,G. Green makes 3-pt shot from 25 ft (assist by T. Johnson)
4:47.0,J. Lamb misses 2-pt shot from 16 ft,,63-98,,
4:46.0,,,63-98,,Defensive rebound by J. Winslow
4:40.0,,,63-101,3,G. Green makes 3-pt shot from 24 ft (assist by J. Winslow)
4:19.0,J. Lamb makes 2-pt shot from 6 ft (assist by F. Kaminsky),2,65-101,,
4:00.0,,,65-101,,T. Johnson misses 2-pt shot from 19 ft
3:59.0,Defensive rebound by J. Lamb,,65-101,,
3:49.0,F. Kaminsky makes 3-pt shot from 24 ft (assist by J. Lamb),3,68-101,,
3:34.0,Personal foul by T. Daniels,,68-101,,
3:26.0,,,68-101,,G. Green misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by F. Kaminsky,,68-101,,
3:22.0,,,68-101,,Violation by J. Winslow (kicked ball)
3:13.0,J. Lamb makes 2-pt shot from 12 ft,2,70-101,,
2:56.0,,,70-101,,G. Green misses 2-pt shot from 18 ft
2:55.0,Defensive rebound by T. Daniels,,70-101,,
2:46.0,J. Gutierrez misses 2-pt shot from 2 ft,,70-101,,
2:45.0,,,70-101,,Defensive rebound by D. Wright
2:39.0,,,70-101,,Offensive charge foul by J. McRoberts
2:39.0,,,70-101,,Turnover by J. McRoberts (offensive foul)
2:39.0,Charlotte full timeout,,70-101,,
2:29.0,J. Lamb misses 2-pt shot from 19 ft,,70-101,,
2:28.0,,,70-101,,Defensive rebound by J. McRoberts
2:07.0,,,70-101,,G. Green misses 2-pt shot from 18 ft
2:06.0,Defensive rebound by J. Gutierrez,,70-101,,
1:55.0,T. Daniels misses 3-pt shot from 24 ft,,70-101,,
1:54.0,,,70-101,,Defensive rebound by J. McRoberts
1:47.0,,,70-103,2,T. Johnson makes 2-pt shot from 2 ft (assist by J. McRoberts)
1:38.0,T. Daniels misses 2-pt shot from 20 ft,,70-103,,
1:37.0,,,70-103,,Defensive rebound by D. Wright
1:20.0,,,70-106,3,T. Johnson makes 3-pt shot from 25 ft (assist by D. Wright)
1:10.0,F. Kaminsky misses 3-pt shot from 25 ft,,70-106,,
1:09.0,,,70-106,,Defensive rebound by G. Green
0:56.0,,,70-106,,T. Johnson misses 2-pt shot from 18 ft
0:55.0,Defensive rebound by A. Harrison,,70-106,,
0:41.0,F. Kaminsky misses 2-pt shot from 5 ft,,70-106,,
0:40.0,,,70-106,,Defensive rebound by J. Winslow
0:24.0,,,70-106,,D. Wright misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by F. Kaminsky,,70-106,,
0:15.0,J. Lamb makes 3-pt shot from 26 ft (assist by F. Kaminsky),3,73-106,,
